advantage_norm,PMM:episode_rewards,fps,explained_variance,clip_fraction,grad_norm,P01:episode_rewards,episode_length,frames,policy_loss,policy_entropy,approx_kl_divergence,epoch_idx,P09:episode_rewards,value_loss
15.968708837032318,100.0,449,-0.1064220491796732,0.212451171875,2481923515.4569407,0.0,523.2727272727273,10240,0.055684410161848066,0.07667079430445452,7790414.773271555,1,175.0,2874461498.1526732
15.96870931982994,146.6216216216216,353,-1.1920928955078126e-08,0.27470703125,0.10769857302851497,0.0,521.6216216216217,20480,0.005535103315196466,0.9522789784241468,0.018749779996016968,2,184.99999999999997,0.0075043335528130585
15.968717479705811,162.5,379,1.1548399925231934e-08,0.1772216796875,0.05407752234171115,0.0,466.28125,30720,-0.00038047320558689537,1.1977046262472868,0.004117019338400496,3,275.0,0.007604030291076924
15.968717014789581,168.61702127659575,402,-4.8428773880004884e-09,0.1896484375,0.03640837206638427,25.0,434.29787234042556,40960,-0.0009849427231529261,1.2595057144761086,0.0035216883928086418,4,492.50000000000006,0.008369618667461508
15.968712294101715,189.25,413,-1.6391277313232423e-08,0.1797607421875,0.03943437035306306,25.0,378.31,51200,-0.00044886605501233136,1.2738345950841903,0.0035530734435837985,5,525.0,0.008495317672782221
15.968717157840729,165.25,417,-1.6391277313232423e-08,0.2105712890625,0.043159531942867306,25.0,359.25,61440,-0.0009776841459824936,1.4446564964950084,0.0035549268128534095,6,407.5000000000006,0.006545406291820655
15.968717175722123,141.5,423,1.4901161193847657e-09,0.2836181640625,0.04545395725499797,25.0,346.49,71680,-0.0010179468590649776,1.474744026362896,0.004397564772568785,7,375.0,0.004695275489302731
15.968713223934174,110.5,429,1.2293457984924316e-08,0.27060546875,0.043083701420413886,0.0,322.58,81920,-0.0010999817466654349,1.5177701257169247,0.004708202843312392,8,330.0000000000004,0.00459269714167192
15.968716245889663,93.0,433,-2.0116567611694337e-08,0.247607421875,0.04661592818133696,0.0,310.74,92160,-0.001321620873932261,1.6315080285072328,0.0045794733865250235,9,200.0,0.0062181844519841436
15.968715983629227,96.0,437,-1.4156103134155273e-08,0.334130859375,0.04854368913354341,0.0,307.31,102400,-0.0012637696490855888,1.638918787240982,0.004908696905113174,10,205.00000000000043,0.004984964839422901
15.968716913461686,111.5,438,-4.097819328308106e-09,0.2459716796875,0.04947955291910937,0.0,311.7,112640,-0.00040087250599754045,1.6841480799019337,0.003779833954558853,11,327.5000000000002,0.006865032041423547
