policy_entropy,avg_q_retraced,advantage_norm,explained_variance,model_prob_std,policy_gradient_bias_correction,policy_gradient_loss,grad_norm,rollout_prob_std,PMM:episode_rewards,policy_loss,P09:episode_rewards,P01:episode_rewards,epoch_idx,q_loss,frames,avg_q_selected,episode_length,fps
2.1682958046595258,-0.0019469465711154043,0.1260286678870519,-4.094083865483602,0.014795141154900193,0.0,0.0001807753748532074,0.10237943166626204,0.014795140968635679,0.0,0.0001807753748532074,0.0,0.0,1,0.0005819154255126099,7200,-0.0023279818992402094,0,658
2.1929407596588133,0.004500458228843248,0.057843520181874435,-5.003584591547648,0.005954760794217388,0.0,-0.00020569943501413945,0.04228165278050477,0.005954760526462147,0.0,-0.00020569943501413945,0.0,0.0,2,7.29240885599817e-05,14400,0.004594922164324089,0,285
2.196769650777181,0.0029039813089184463,0.030121171846985817,-4.641808938980103,0.0028513488941825926,0.0,-0.0001352537102320639,0.005051168774965591,0.0028513488398554426,0.0,-0.0001352537102320639,0.0,0.0,3,1.1924256834087524e-05,21600,0.002998136143044879,0,329
2.1962777853012083,0.0023550899757537993,0.04555018513152997,-4.939992554982504,0.004606447795716425,0.0,-0.00018710734366322868,0.005668522862792811,0.0046064477103451885,0.0,-0.00018710734366322868,0.0,0.0,4,2.33546744728604e-05,28800,0.0025198694124507408,0,362
2.197025982538859,0.0011704799408713976,0.018387333878005546,-4.212672305107117,0.001620844699209556,0.0,-3.895882416600216e-05,0.0018004694265291443,0.0016208446245097245,0.0,-3.895882416600216e-05,0.0,0.0,5,5.436809216992818e-06,36000,0.0011804543357963363,0,385
2.1969555536905925,0.0006299722511054521,0.023897984406600396,-4.996523920694987,0.0021649650307760263,0.0,-7.249179582989503e-05,0.002107226651249056,0.0021649649968215573,0.0,-7.249179582989503e-05,0.0,0.0,6,7.0788706674799565e-06,43200,0.0006964595280199622,3324.6666666666665,400
2.1971783717473348,0.0001381772056144352,0.007830117115130026,-5.195450862248738,0.0006572002554700399,0.0,-5.613668791208208e-06,0.0011024657511916555,0.0006572002399479971,0.0,-5.613668791208208e-06,0.0,0.0,7,1.3682230019185227e-06,50400,0.0001584048227717479,3324.6666666666665,412
2.197212799390157,0.0010593703230066846,0.007994815132891138,-5.654253276189168,0.0004922761077371736,0.0,-7.48203138300596e-05,0.0006725972518057017,0.0004922761329604934,0.0,-7.48203138300596e-05,0.0,0.0,8,9.73380437585547e-07,57600,0.0011099300221151982,3324.6666666666665,424
2.1971126556396485,6.168616528157145e-05,0.015117614964644114,-4.668212334314982,0.0013141763086120287,0.0,-2.4155633930907545e-05,0.0010449272401648483,0.0013141763163730502,0.0,-2.4155633930907545e-05,0.0,0.0,9,2.902680798892258e-06,64800,9.566059973925197e-05,3324.6666666666665,434
2.197160275777181,-0.00021141581410120125,0.010365034795055787,-5.342952807744344,0.0008877216797069802,0.0,-5.504431734001022e-06,0.0006852967526152476,0.0008877216683079799,0.0,-5.504431734001022e-06,0.0,0.0,10,1.8441682076542066e-06,72000,-0.00020015268467735343,3324.6666666666665,440
2.1971204121907553,3.3679223042781815e-05,0.016514271171763538,-4.280851236979166,0.0014428708202710065,0.0,8.157599831974949e-05,0.0009457573623945214,0.0014428707800107077,0.0,8.157599831974949e-05,0.0,0.0,11,2.8392373520110443e-06,79200,-5.94603371306827e-05,3324.6666666666665,445
