policy_entropy,PMM:episode_rewards,fps,epoch_idx,P09:episode_rewards,value_loss,grad_norm,episode_length,explained_variance,frames,policy_loss,P01:episode_rewards,advantage_norm
1.3276711304485798,1.0,233,1,3.0,0.3338397524765878,10.668686880100704,164.73170731707316,-4.64913983464241,8000,0.07891536981820536,0.0,3.1209472874179482
1.3821035933494568,1.3820224719101124,150,2,3.0,0.009936283747538254,0.15796152247683418,182.3932584269663,-0.3335395389795303,16000,-0.0005764490680303425,0.0,0.9877405469864606
1.3742910301685334,1.8,172,3,5.0,0.010152012366634154,0.14389079170734384,197.19,-0.31156208097934723,24000,6.615955207962543e-05,0.0,1.0318023724108933
1.377411904335022,1.73,187,4,4.1000000000000085,0.008322138511148295,0.11826684437771816,194.29,-0.9057236248254776,32000,0.00044178580457810313,0.0,0.8936119373515248
1.3788097083568573,1.44,198,5,4.0,0.008711821277884155,0.1385376682226463,184.42,-0.3141047418117523,40000,0.0009754132787929847,0.0,0.88187889367342
1.37248055934906,1.2,206,6,3.0,0.009010702819932704,0.14748291318618065,173.56,-0.24765003979206085,48000,-0.0005229538111143484,0.0,0.9226926773786545
1.3757919347286225,1.42,213,7,4.0,0.009592330906943971,0.13587925340027948,185.29,-0.2596048939228058,56000,0.0014368398778606207,0.0,0.9475356867536903
1.3798263382911682,1.36,217,8,4.0,0.009455804205063032,0.14528625095423162,183.53,-0.18569785296916963,64000,0.0013558987970463932,0.0,0.9384851479530334
1.380928292274475,1.24,222,9,3.0,0.008760264039356116,0.11791377062699748,176.27,-0.21145704090595246,72000,-0.0008111461892258376,0.0,0.8735288070142269
1.3799672365188598,1.37,226,10,3.0,0.009019189722330338,0.1075269331310929,182.28,-0.16858532309532165,80000,-7.937204674817621e-05,0.0,0.9616302129626274
1.3810248947143555,1.29,230,11,3.0,0.007909409520834743,0.11066837616449293,177.96,-0.2197684746980667,88000,-0.0004912040877388791,0.0,0.8316499990224838
1.3842083978652955,1.14,232,12,3.1000000000000085,0.006736807035213133,0.09386624730809126,172.56,-0.3328652691841125,96000,0.0008713030189392157,0.0,0.7079032891243696
1.3840329074859619,1.0,234,13,3.0,0.0071908145528050225,0.10232463351627899,167.9,-0.13848057091236116,104000,0.0007895004731835797,0.0,0.7795991494506598
1.3831261956691743,1.16,238,14,3.1000000000000085,0.009133150106208632,0.13109365137816323,173.33,-0.30036466956138613,112000,0.00197053366311593,0.0,0.9114928326010704
1.381921535730362,1.24,240,15,4.0,0.007460291917559516,0.11920796798833591,176.71,-0.22123677670955658,120000,-0.00023799815942766146,0.0,0.8167780526727438
1.377941004037857,1.21,242,16,3.0,0.008007246245742863,0.13048108164067218,174.78,-0.093143190741539,128000,-0.001481779477908276,0.0,0.8388949177786708
1.380947962999344,1.3,243,17,3.1000000000000085,0.00821155355864903,0.11986742934067579,177.94,-0.066740163564682,136000,0.0004530557105317712,0.0,0.9095075673609972
1.384690102338791,1.15,243,18,3.0,0.008721279904202675,0.15055731222664162,172.9,-0.19580512583255769,144000,0.001149859252582246,0.0,0.8729540380835533
1.384472860097885,1.41,244,19,3.1000000000000085,0.009926072812304483,0.16003047712596646,183.45,-0.05423959255218506,152000,0.00023540365393273532,0.0,1.0227089966088534
1.3826029872894288,1.56,246,20,4.0,0.00804670042329235,0.1359296340134481,188.61,-0.1835123348236084,160000,0.00022621582262218,0.0,0.9140893856436014
1.3793994319438934,1.33,247,21,3.0,0.009079007155996806,0.15366162328199068,179.64,-0.17344229459762572,168000,0.00038260610032011757,0.0,0.9613872174173593
1.3823991429805755,1.42,248,22,3.1000000000000085,0.007913257068721577,0.15475996666444217,185.27,-0.24042316794395446,176000,0.0002517221626476385,0.0,0.8957138343900443
1.3804671669006348,1.5,248,23,4.0,0.007215195274984581,0.15438644943903726,189.53,-0.1727321809530258,184000,0.00011384128985810094,0.0,0.8606292581558228
1.3777177119255066,1.38,250,24,3.1000000000000085,0.007859176787314936,0.15952025840938677,184.13,-0.49184987783432005,192000,0.0015168209448165725,0.0,0.8941933260858059
1.374295494556427,1.18,250,25,2.0,0.007107567410421325,0.17041048769891975,173.64,-0.4842060667276382,200000,-0.00045024337072391063,0.0,0.8441471223533153
1.3726995170116425,1.28,251,26,2.1000000000000085,0.008361442578170682,0.18961675244664558,176.46,-0.2625229948759079,208000,-0.000970406946435105,0.0,0.9743177954852581
1.3759306025505067,1.49,251,27,3.1000000000000085,0.007701357468467904,0.15977641282604815,186.6,-0.461454291343689,216000,0.00022797295845521147,0.0,0.8955439485609531
1.3735586774349213,1.37,252,28,4.0,0.006433271186397178,0.1645675365397893,182.56,-0.06601153910160065,224000,-0.0007505834437324665,0.0,0.8361730194091797
1.379125291109085,1.38,252,29,4.0,0.007795892081339843,0.18230916535179664,183.38,0.1121802294254303,232000,-0.00019331244984641672,0.0,0.9621552650630474
1.3767046427726746,1.38,253,30,3.1000000000000085,0.006539778897276847,0.17701036737492365,183.13,-0.1465658313035965,240000,4.993030900550366e-05,0.0,0.8590537858009338
1.3770814728736878,1.13,253,31,3.0,0.006090635545406258,0.16899516464795755,172.91,-0.297508744597435,248000,-0.0003410235920455307,0.0,0.795141911059618
1.376852867603302,1.35,254,32,4.0,0.008008522841264494,0.17696904988516027,180.62,-0.05621981143951416,256000,0.0009617844927561237,0.0,0.936675387993455
1.3683051931858063,1.46,255,33,4.1000000000000085,0.005432797970424872,0.1543800658343748,184.14,-0.27661326825618743,264000,-0.0004344656004104763,0.0,0.7593254604935646
1.3729822731018066,1.24,256,34,3.0,0.005888225119851995,0.15697919703099575,176.99,-0.3530436098575592,272000,0.0006694179635087494,0.0,0.8017228710651397
1.3808970355987549,1.2,256,35,3.0,0.005651223295426461,0.1521891001535226,177.67,-0.2518772882223129,280000,-0.0006746073928661644,0.0,0.7898566730320453
1.3845918571949005,1.11,256,36,3.0,0.0056584596166794655,0.1530091829996232,174.08,-0.18391977965831757,288000,0.0004574416676769033,0.0,0.7854858434200287
1.3843412041664123,1.14,257,37,3.0,0.005112670451489975,0.15478823796312563,173.61,-0.0017252564430236816,296000,-0.00019642324885353447,0.0,0.7681076699495315
1.383925644159317,1.08,257,38,3.0,0.004688741496938747,0.14174981718018484,170.37,-0.1671924602985382,304000,0.0009722258808324113,0.0,0.7299553008377552
1.3814802384376526,1.23,258,39,3.0,0.00612523832511215,0.17833919663539358,175.54,-0.18138030111789705,312000,-0.0014359615661669522,0.0,0.830575464963913
1.3797850847244262,1.27,259,40,3.0,0.004723735955412849,0.1569861762973292,177.75,0.008276333212852477,320000,-0.0006138747017394052,0.0,0.7314426553249359
1.3764657592773437,1.14,259,41,3.0,0.006432913679745979,0.1762287643122113,172.13,-0.25620183944702146,328000,-0.0007108558413165156,0.0,0.847101169526577
1.3756477928161621,1.03,260,42,2.0,0.004004600740445312,0.12392087420986103,166.62,-0.9239345496892929,336000,6.321830907836557e-05,0.0,0.6464493449032307
1.3785531032085419,1.05,260,43,2.0,0.006156800338430912,0.1638532508190107,166.26,-0.02932822525501251,344000,-0.0011604564958838637,0.0,0.845271362811327
1.3817293238639832,1.17,260,44,3.0,0.004931955802458105,0.15102767980214732,171.66,0.05026987016201019,352000,-0.0012596611657500034,0.0,0.7504635055363178
1.384065285921097,1.44,260,45,4.0,0.005733458956383402,0.1731161442123126,183.11,-0.1778370189666748,360000,-0.0006228928291238845,0.0,0.8208116036653519
1.3813426399230957,1.43,260,46,4.0,0.00501714437334158,0.14023432227701127,184.73,-0.6465071839094162,368000,-0.00012569895072374492,0.0,0.730191376209259
1.378962504863739,1.17,260,47,3.0,0.005904447107313899,0.1601012885670801,175.38,-0.2537789249420166,376000,0.00020852865523920627,0.0,0.811235503256321
1.3802780866622926,1.18,260,48,3.0,0.0046808081396739,0.15624509334406575,173.69,0.18211619377136232,384000,-0.0004957571848353836,0.0,0.7663952907919884
1.3763781368732453,1.22,260,49,3.0,0.005700060984090669,0.16191896053781157,173.63,-0.0012654471397399903,392000,-0.000254602727945894,0.0,0.822342038154602
1.3716696977615357,1.25,260,50,3.0,0.0056526056266739035,0.15593568874674035,173.84,-0.2191583615541458,400000,-0.00012656597908062395,0.0,0.8069242672622203
1.369982682466507,1.25,260,51,3.0,0.005227229765441734,0.13645737766575128,173.87,-0.3520034289360046,408000,0.00017428514966013608,0.0,0.797632274031639
1.3742990922927856,1.07,261,52,3.0,0.0042756217610440215,0.13284339245210333,168.38,-0.07776761889457702,416000,0.0005929752095835283,0.0,0.698113065212965
