PMM:episode_rewards,fps,advantage_norm,P01:episode_rewards,frames,policy_loss,grad_norm,episode_length,explained_variance,value_loss,policy_entropy,epoch_idx,P09:episode_rewards
2.86,276,0.8765482604503632,0.0,344000,0.00037265982711687684,0.21992581642599285,228.34,0.9368721675872803,0.005742554640746676,1.3647770774364472,43,9.0
2.37,276,0.7878045937418938,0.0,352000,-0.0017990039148571668,0.213657166129258,212.59,0.9452689772844315,0.004404830482671969,1.3703084707260131,44,9.0
2.11,277,0.9516360804438591,0.0,360000,0.0007318451932223979,0.24444733665734147,203.55,0.9231882852315902,0.006912665570271201,1.37118483543396,45,7.200000000000017
1.93,277,1.0381162890791893,0.0,368000,-0.0021973346814047547,0.2685095933628681,197.8,0.8506190603971482,0.008281370542244986,1.3704596662521362,46,5.0
2.11,275,0.8169749611616135,0.0,376000,-0.0018853162339655682,0.20403298838526926,201.6,0.9401335203647614,0.005308254813135136,1.352818101644516,47,9.0
2.31,276,0.7559183961153031,0.0,384000,0.0006359986355528235,0.1811578246892828,211.01,0.9588999563455581,0.00422141831368208,1.3576012933254242,48,9.0
2.49,276,0.8353106364607811,0.0,392000,-0.0025585192054859364,0.20826678504570503,222.44,0.9531444412469864,0.005304287914186716,1.3643095207214355,49,7.1000000000000085
2.45,276,0.8756955727934838,0.0,400000,-0.00012399365979945287,0.2204124606715498,222.51,0.9204431843757629,0.005848726050462574,1.359301701784134,50,6.0
1.78,276,0.9546608087420464,0.0,408000,-0.002645310725129093,0.2331943337235859,197.45,0.9240029269456863,0.006931922157527879,1.3689019560813904,51,4.1000000000000085
1.91,276,0.9061015951633453,0.0,416000,-0.0019887599447974934,0.22524866101451108,199.72,0.9331721776723861,0.006522149985539727,1.3585012924671174,52,4.1000000000000085
2.23,276,0.683092155456543,0.0,424000,-0.00036580413713636515,0.15880177099080206,210.63,0.9598562526702881,0.003608673492562957,1.3554817366600036,53,6.0
2.14,276,0.5999986860156059,0.0,432000,-0.001867574064526707,0.15080677185184274,209.55,0.9781594932079315,0.002633214330417104,1.3314906585216522,54,5.0
2.39,276,0.6032535460591316,0.0,440000,-0.000585526000650134,0.14334503777766858,218.34,0.9688153010606766,0.003011333597532939,1.3500274348258972,55,6.1000000000000085
2.14,276,0.6251325091719627,0.0,448000,-0.0022368603550785337,0.15737844775589835,209.69,0.9581993174552917,0.003422012531373184,1.3587698805332185,56,5.1000000000000085
1.97,276,0.7812471836805344,0.0,456000,-0.0011856025653833057,0.19702416762538083,203.09,0.9573434221744538,0.00438984518754296,1.356231714487076,57,5.0
2.14,277,0.6081649354100227,0.0,464000,0.00016812418965855613,0.14536681179864616,210.23,0.9741911667585373,0.0027512905414914714,1.3469529604911805,58,5.1000000000000085
2.69,275,0.7051696231961251,0.0,472000,-0.0010229264732333832,0.16599896114982537,230.79,0.9623661690950394,0.003790239640220534,1.353311128616333,59,6.0
2.93,275,0.8398636209964753,0.0,480000,-0.0010205318022053688,0.1936793491451381,236.03,0.9497266465425491,0.005319100421620533,1.3447319233417512,60,9.0
3.29,276,0.7556482535600663,0.0,488000,-0.0007241004757815972,0.1778291079627612,247.74,0.9544425183534622,0.0044404087081784385,1.3507092690467835,61,9.0
2.99,275,0.9379903474450111,0.0,496000,-0.0019972666021203624,0.2213156328850169,235.91,0.9333631640672684,0.006547783578862436,1.3543354654312134,62,9.0
2.92,276,0.8510967427492142,0.0,504000,-8.78615262627136e-05,0.1938448432287668,237.15,0.9429632562398911,0.00532020099577494,1.3465631020069122,63,7.200000000000017
2.89,276,0.6907641106843948,0.0,512000,-0.0007282566002686508,0.16674358018405527,239.11,0.9632962322235108,0.003630121724563651,1.3537480628490448,64,7.0
2.84,276,0.9178085801005363,0.0,520000,-0.0003667224729724694,0.20552799946139463,235.56,0.9402162218093872,0.006415375778160524,1.351692831516266,65,7.1000000000000085
2.82,276,0.785376354753971,0.0,528000,-0.0007438973801617976,0.18405853026355293,235.56,0.9423817712068557,0.004690933710662648,1.349936021566391,66,7.1000000000000085
2.83,275,0.8986520066857338,0.0,536000,-0.0017914152078446933,0.21552057103439717,235.65,0.9414305168390275,0.006035634483559989,1.353686271905899,67,7.1000000000000085
2.6,276,0.8325019580125809,0.0,544000,-0.0005735199044283945,0.1916845176424481,227.89,0.9449779486656189,0.005437043694546446,1.3480044639110564,68,6.0
2.8,276,1.064100910127163,0.0,552000,-0.0016748923415434546,0.25794715612080954,234.1,0.8953088110685349,0.008088694267207756,1.3591138327121735,69,6.200000000000017
2.81,276,1.0657511439919471,0.0,560000,-0.002684089282120112,0.2798292298635422,230.25,0.916623347401619,0.008201105195330455,1.354373893737793,70,9.0
2.93,276,1.1315801230072975,0.0,568000,-0.0019802250506472776,0.28311637222151653,231.21,0.8799931120872497,0.00929935961146839,1.3490187656879424,71,9.0
2.94,276,0.9447906464338303,0.0,576000,-0.004059205372977885,0.24061329278069932,233.65,0.9298676002025604,0.006862332577584312,1.3473064303398132,72,8.100000000000009
3.1,277,1.1504518812894822,0.0,584000,-0.0021252124182683475,0.2832273962104071,241.05,0.9139669597148895,0.009523020541528239,1.3367345607280732,73,8.100000000000009
3.09,277,1.0280862125754355,0.0,592000,-0.0005509791799704544,0.25357383640654413,241.82,0.9135656881332398,0.007656537709990517,1.3427111506462097,74,9.0
2.84,276,1.331475763618946,0.0,600000,-0.002868279736721888,0.3361267227826195,233.99,0.8837799841165542,0.012547906928230077,1.3444373989105225,75,6.0
3.04,277,1.1369741693139077,0.0,608000,-0.003035018878581468,0.27019395598337026,241.92,0.8925019294023514,0.009196021797833964,1.343838950395584,76,8.0
3.17,277,1.045013914704323,0.0,616000,-0.0008538744900215534,0.25116794883459137,244.61,0.9164990454912185,0.00793126656091772,1.3399635231494904,77,8.0
3.31,277,1.1488577276468277,0.0,624000,-0.0016142280132044108,0.2926711255190384,248.54,0.8968274021148681,0.009052986355964094,1.3400810039043427,78,9.0
3.41,277,1.205630928874016,0.0,632000,-0.0018641274218680337,0.2951509904895714,251.95,0.8693077623844147,0.010377626869594678,1.3394647336006165,79,9.0
3.24,277,1.1486476534605026,0.0,640000,-0.0016996685409685598,0.279530615328829,250.68,0.903768190741539,0.009423564070602878,1.323204003572464,80,8.100000000000009
3.24,277,1.1866419100761414,0.0,648000,-0.0012491530150873587,0.2982451641369105,251.53,0.8999646389484406,0.010146091857459396,1.3137293004989623,81,8.100000000000009
3.52,277,1.1732856303453445,0.0,656000,-0.0011800246474012966,0.27392119226261596,259.36,0.8876376825571061,0.009538763869786636,1.319534637928009,82,9.100000000000009
3.52,277,1.2370795488357544,0.0,664000,-0.0031001849129097536,0.30076264245881945,258.14,0.8710824090242386,0.01046353395213373,1.3296757590770723,83,10.0
3.76,278,1.237710916996002,0.0,672000,-0.0027857035284978337,0.2881158195143033,264.31,0.8845295071601867,0.010288989208638667,1.3147066497802735,84,10.0
3.47,278,1.1448835581541061,0.0,680000,-0.0007893990186857991,0.27013993223869437,257.09,0.8997814655303955,0.00950281462748535,1.3244132375717164,85,10.0
3.6,278,1.0991710913181305,0.0,688000,-0.0007679737334910896,0.2674040492328261,260.55,0.9216479617357254,0.00828191922744736,1.3345313227176667,86,10.0
3.78,278,1.2913267189264297,0.0,696000,-0.0005301022590720095,0.321707304162449,267.05,0.8817097473144532,0.011435232968069612,1.3358775782585144,87,10.0
3.54,279,1.1127776455879212,0.0,704000,-0.0032392002097913065,0.2709851056020521,255.9,0.908338760137558,0.008664288136642426,1.333458936214447,88,10.0
3.88,279,1.29266606092453,0.0,712000,-0.002249922548071481,0.31438119121539143,264.64,0.8728518837690353,0.011337158919777721,1.3226172363758086,89,10.0
3.95,279,1.2382588964700698,0.0,720000,-0.005621102399600204,0.32864311083405195,264.89,0.8877292054891587,0.01060856566298753,1.2828928923606873,90,10.0
4.15,279,1.3191881138086319,0.9000000000000004,728000,-0.004025934966775822,0.3237765488059361,272.19,0.870423738360405,0.011775940880179405,1.2759576344490051,91,10.0
4.29,279,1.494674254655838,1.0,736000,-0.004571233578026294,0.38258083448397934,280.17,0.8344802683591843,0.015144167302642017,1.29462393283844,92,10.0
4.7,280,1.5053460216522216,1.0,744000,-0.005625044766638894,0.37693841937212064,297.69,0.8455285024642945,0.015306890953797846,1.2921640300750732,93,9.0
5.07,280,1.3427365791797639,1.0,752000,-0.0002565587928984314,0.31510758279071727,310.44,0.8610780328512192,0.012138043069280685,1.2821259486675263,94,9.0
5.05,280,1.2849873411655426,1.0,760000,-0.0032572356972377747,0.3249264503974022,310.66,0.8734622889757157,0.011049605605658144,1.2908813560009003,95,9.100000000000009
4.82,280,1.4153923046588899,1.0,768000,-0.0030306567774096038,0.3652488156357492,301.3,0.8436498683691025,0.013573184085544199,1.284562292098999,96,9.0
4.65,280,1.4106007009744643,1.0,776000,-0.003791806738008745,0.35349560253286877,293.89,0.8724603426456451,0.013290258382912725,1.2895751786231995,97,10.0
4.97,280,1.504803392291069,1.0,784000,-0.006129623645392712,0.3822563596022669,300.82,0.8357857298851014,0.015356674361974,1.2637551355361938,98,10.0
5.27,281,1.306980898976326,2.0,792000,-0.0021826740691903977,0.33482976798420405,311.58,0.8698200696706772,0.011910343056079,1.2691391324996948,99,10.100000000000009
5.47,281,1.414410693049431,1.0,800000,-0.0013449804006086196,0.3502398002175209,319.03,0.8545398885011672,0.013301751704420894,1.28524667263031,100,11.0
5.31,281,1.398847742676735,1.0,808000,-0.003253857204108499,0.36697161546646107,322.94,0.8744327819347382,0.013044235275592654,1.2819016289710998,101,10.0
4.94,281,1.4852640849351884,0.0,816000,-0.002537234513438307,0.4000806617312096,313.51,0.8345657360553741,0.01465366523945704,1.2751271271705626,102,10.0
5.22,281,1.4904669940471649,0.0,824000,-0.004458990992279723,0.3865851577908754,325.28,0.8415760374069214,0.014692015731707215,1.2695975816249847,103,10.0
5.3,281,1.4242146736383439,1.0,832000,-0.009345806621458905,0.39029070476449584,323.94,0.8651370906829834,0.013540848644915969,1.2178635907173156,104,10.0
5.28,281,1.475793189406395,1.0,840000,-0.0015648746542865411,0.4050238582076177,316.44,0.8523856192827225,0.014684607849922031,1.2327716863155365,105,10.0
5.85,282,1.5025057351589204,1.9000000000000004,848000,-0.001551194497733377,0.39404994509580044,337.37,0.8499020636081696,0.01508217431139201,1.2564624345302582,106,11.0
5.69,282,1.374765858054161,2.0,856000,-0.004069534498412395,0.3467184639870889,328.89,0.8689129781723023,0.012615716874133796,1.2588190722465515,107,11.0
6.15,282,1.5973260533809661,2.0,864000,-0.005202158327447251,0.42186635511102816,347.14,0.8159028965234757,0.016952812429517506,1.2045756816864013,108,11.100000000000009
6.34,282,1.5118112367391587,2.0,872000,-0.0030406848178245126,0.42518624735768257,355.2,0.8217705750465393,0.01481217450229451,1.234723973274231,109,12.0
6.3,282,1.50692360162735,2.0,880000,-0.004280885888292687,0.4024575548890062,355.05,0.8496312820911407,0.01501358012203127,1.2116265189647675,110,12.100000000000009
6.33,282,1.4016320258378983,1.9000000000000004,888000,-0.003878136443672702,0.35688190213151755,360.36,0.8478598713874816,0.013079509679228067,1.2313005912303925,111,12.0
5.99,282,1.4796229338645934,0.0,896000,-0.007636682535521686,0.3851588022644167,350.18,0.8550889772176743,0.01442562601994723,1.2084777927398682,112,10.100000000000009
6.42,282,1.690249810218811,1.9000000000000004,904000,-0.0038363684655632825,0.44508215462063544,363.74,0.8216708296537399,0.018767692516557872,1.2544193875789642,113,10.100000000000009
6.33,282,1.5958816081285476,0.9000000000000004,912000,-0.00297110021696426,0.39477934960203404,359.34,0.8362112015485763,0.016778682442381978,1.2396489095687866,114,11.0
6.46,282,1.5075162494182586,0.0,920000,-0.002516882072086446,0.4066572924978106,362.29,0.8662344753742218,0.01503896027803421,1.2481031215190888,115,11.0
6.38,282,1.461869906783104,0.9000000000000004,928000,-0.004030714583059307,0.37497715674982024,356.77,0.8751120156049729,0.014058757135644554,1.2706355237960816,116,11.0
6.02,282,1.1638476115465164,0.9000000000000004,936000,-0.003863217754405923,0.2899036585216039,344.75,0.9157370674610138,0.008908021125243977,1.2876857912540436,117,10.100000000000009
5.88,282,1.3645169216394424,0.0,944000,-0.0010991937651851913,0.3390226789551303,337.78,0.8547203075885773,0.012827495159581304,1.279131270647049,118,10.100000000000009
5.83,283,1.464365086853504,1.8000000000000007,952000,-0.004426423767290544,0.3891437385413001,340.09,0.8548958265781402,0.014836286860518157,1.2593732428550721,119,11.0
6.27,283,1.6526288521289825,0.9000000000000004,960000,-0.004935160333407112,0.4708517533119895,349.83,0.8082702642679215,0.01841674281284213,1.2267664897441863,120,12.0
6.38,283,1.450811357498169,0.0,968000,-0.002434681997156076,0.3705304269063178,348.38,0.8459854763746262,0.014094864821527154,1.2476401257514953,121,12.0
6.64,283,1.5888304895162582,0.0,976000,-0.004861505256558303,0.43232954646214755,360.25,0.8264048022031784,0.016773068471811713,1.2504299128055572,122,13.0
6.49,283,1.5064421916007995,0.0,984000,-0.0021496121133532144,0.3762508304169379,354.47,0.8378591305017471,0.015048264474608004,1.2668677902221679,123,12.100000000000009
6.26,283,1.4495850467681886,0.0,992000,-0.0034441430696642785,0.37820177707853003,352.99,0.8526966321468353,0.013789105191826821,1.26530548453331,124,12.0
6.42,283,1.559768061041832,0.0,1000000,-0.0053979973166133274,0.40522206865995686,361.24,0.8419870340824127,0.016024868478998543,1.2690913629531861,125,12.0
6.7,283,1.4654844903945923,0.0,1008000,-0.002312674874556251,0.37794381362586954,368.74,0.8607007092237473,0.0143375797662884,1.2747327089309692,126,12.0
6.48,283,1.5352297896146774,0.9000000000000004,1016000,-0.004957463299942902,0.40395954259503264,364.69,0.8529271632432938,0.015632309378124775,1.2679089033603668,127,12.0
6.75,283,1.3060990864038466,2.0,1024000,-0.003618175978772342,0.34653448983641305,369.57,0.8864519822597504,0.011730609578080475,1.2895614194869995,128,12.0
7.09,283,1.4685989391803742,2.0,1032000,-0.004173909256933257,0.38319063656010327,370.43,0.8330490547418594,0.014363704193383455,1.2879773604869842,129,12.0
7.13,283,1.3083990603685378,1.8000000000000007,1040000,-0.0021060019824653865,0.3376080058779995,368.39,0.8930649846792221,0.011673240761738271,1.2887972962856293,130,12.0
6.95,283,1.6111517202854158,0.0,1048000,-0.006096226877998561,0.4572769128270601,363.58,0.8531057435274124,0.017343066856265067,1.2469670498371124,131,12.100000000000009
7.57,283,1.4538693922758101,1.8000000000000007,1056000,-0.004938262196083088,0.40918266818069976,383.13,0.8728619879484176,0.0143234926299192,1.2527086114883423,132,13.0
7.42,283,1.4595819920301438,1.8000000000000007,1064000,-0.003775942510183086,0.40720258437677065,382.22,0.8696630519628524,0.014138523535802961,1.2490369844436646,133,12.0
7.19,283,1.4151777231693268,2.0,1072000,-0.0034222279395908117,0.3792579481451066,381.07,0.8740739578008652,0.013353476137854158,1.2360277128219606,134,12.0
7.74,283,1.4746194285154344,2.0,1080000,-0.004250514620107424,0.3655503201083646,397.54,0.8316989606618881,0.014761757496744394,1.2294164741039275,135,12.0
7.41,283,1.5359874707460404,0.9000000000000004,1088000,-0.00416389991005417,0.4132342788271845,381.88,0.8397672265768051,0.015428948299959302,1.1868652188777924,136,12.0
7.61,283,1.6524029737710952,0.0,1096000,-0.005408417254802771,0.46473846467011837,386.64,0.7996231710910797,0.017961456649936737,1.1335632169246674,137,13.100000000000009
7.47,284,1.680265098810196,0.0,1104000,-0.004327681411523372,0.47762020598974836,385.96,0.785210092663765,0.018734082872979344,1.155813934803009,138,14.0
7.59,284,1.458355062007904,0.0,1112000,-0.0019310524738102685,0.3884024592142511,389.4,0.8709158486127854,0.014217861811630428,1.227653534412384,139,15.0
7.64,284,1.5074947470426558,0.0,1120000,-0.005864775605499517,0.43050861888380176,386.47,0.8424882966279984,0.015211205633822828,1.2303149509429931,140,15.100000000000009
7.96,284,1.6895809948444367,0.0,1128000,-0.0065563974212273024,0.4518952655295099,395.06,0.8044560223817825,0.01909555269870907,1.2308026897907256,141,15.100000000000009
8.17,284,1.6502674704790115,0.0,1136000,-0.003607907122350298,0.48844393378824263,405.29,0.8156370133161545,0.01811568471835926,1.2295069134235381,142,15.0
8.75,284,1.650813982486725,0.0,1144000,-0.005979492214974016,0.4374309527169299,420.48,0.8048923617601395,0.018170136064291,1.2204156351089477,143,16.0
8.77,284,1.702689905166626,1.8000000000000007,1152000,0.0002816719457041472,0.489587023949259,420.7,0.7928623163700104,0.019041790035553275,1.188355507850647,144,15.0
9.4,284,1.7642689913511276,2.0,1160000,-0.011037700089800637,0.5034282129851959,441.25,0.7758548307418823,0.021014450225047766,1.1932939779758454,145,15.0
10.27,284,1.6747204333543777,2.0,1168000,-0.004939158491324634,0.43885554751226324,469.83,0.7941093420982361,0.01904896120540798,1.1762889742851257,146,16.10000000000001
9.93,284,1.5982205986976623,2.0,1176000,-0.0035849185433471575,0.4326732617188697,460.39,0.8313661736249923,0.01705203688237816,1.195782243013382,147,16.0
10.3,284,1.4883310610055924,2.0,1184000,-0.005439881037382292,0.3878465274702138,460.91,0.8377566623687744,0.014755513649433852,1.2127525043487548,148,17.10000000000001
10.22,284,1.704008886218071,2.0,1192000,-0.004328415658965241,0.44476246962345534,460.08,0.8006798654794693,0.019283253327012063,1.1777248430252074,149,16.10000000000001
9.8,284,1.6690674674510957,2.0,1200000,-0.003939201500179479,0.4509489658285039,443.82,0.8195132571458816,0.01864287710748613,1.2072593247890473,150,16.10000000000001
9.55,284,1.8018132388591765,1.9000000000000004,1208000,-0.005797179398941807,0.48850310602470853,432.26,0.8062673258781433,0.021355066681280732,1.185693541765213,151,16.0
9.64,284,1.6535875791311263,1.9000000000000004,1216000,-0.0017926928540691733,0.4689881110959114,438.68,0.8266430336236954,0.018230099841021002,1.2053626823425292,152,16.0
9.84,285,1.7194882595539094,2.0,1224000,-0.00583524409623351,0.4836603413740377,450.3,0.8331088542938232,0.0196926396433264,1.1932822024822236,153,16.0
9.67,285,1.6033403939008712,0.9000000000000004,1232000,-0.005200447950919625,0.460169963988766,442.72,0.8428773730993271,0.01751579571980983,1.2083619165420532,154,16.0
9.58,285,1.6361548870801925,0.0,1240000,-0.007543641968222801,0.5038812967512972,439.01,0.8366767740249634,0.017666316581889985,1.1918366312980653,155,16.0
9.64,285,1.6640578204393386,0.0,1248000,-0.0036045865394407884,0.48184343643240013,439.05,0.8070337241888046,0.018577628675848244,1.2046147429943084,156,16.10000000000001
9.45,285,1.477176285982132,0.0,1256000,-0.0033476353529840706,0.3861952515398748,436.25,0.8738124936819076,0.014482798059470952,1.2386661851406098,157,16.0
9.06,285,1.6447704899311066,0.0,1264000,-0.0035229109990177676,0.4673855712722762,429.7,0.8312905800342559,0.017879454833455384,1.2125503718852997,158,16.10000000000001
9.07,285,1.6460769617557525,0.0,1272000,-0.006588273079833016,0.4388349756127029,425.84,0.8630026340484619,0.01777339117601514,1.227108199596405,159,17.0
9.85,285,1.6146223604679109,2.0,1280000,-0.006877737760660239,0.43218684703622506,450.53,0.8248989349603653,0.017583439284935595,1.1735866713523864,160,17.10000000000001
9.55,285,1.5242715746164321,2.0,1288000,-0.0019262540456838906,0.39233119926639837,438.86,0.8497035092115403,0.015660240221768616,1.1963721764087678,161,17.0
9.79,285,1.7433016979694367,2.0,1296000,-0.012281491633621045,0.529935106330531,441.19,0.8213461220264435,0.020384594327770175,1.2133942902088166,162,17.10000000000001
10.0,285,1.5960337895154952,2.0,1304000,-0.004200131781326491,0.42605377063433475,449.43,0.8301901698112488,0.016733420807868243,1.1977447867393494,163,17.0
9.93,285,1.5753845006227494,2.0,1312000,-0.0010102163141709752,0.4275489469430117,442.47,0.8640665805339813,0.016493127923458816,1.1932434689998628,164,17.10000000000001
9.95,285,1.6524711269140244,1.8000000000000007,1320000,-0.005842295860638842,0.433678062665382,443.72,0.8412244427204132,0.018239112650044263,1.1902540135383606,165,18.0
9.78,285,1.611769094467163,1.8000000000000007,1328000,-0.0026177878152520862,0.46834794141015396,446.3,0.8471009320020676,0.017513569565489887,1.2002474164962769,166,18.0
10.08,285,1.625059911608696,2.0,1336000,-0.005662829801440239,0.4335594824043368,459.38,0.8077964013814927,0.017344599086791278,1.1900481188297272,167,18.0
10.2,285,1.519524484872818,2.0,1344000,-0.004158646478317678,0.41334747699575025,468.72,0.8243502014875412,0.015231880298815668,1.2236375415325165,168,18.0
10.12,285,1.6500833278894425,2.0,1352000,-0.0010824626177782194,0.44309586709483656,468.82,0.8054571354389191,0.01798244541976601,1.2139567506313325,169,17.10000000000001
9.86,285,1.6418254858255386,2.0,1360000,-0.0007702709379373118,0.4549780593637959,467.1,0.8399532043933868,0.017875229525379836,1.2347378385066987,170,17.0
10.34,285,1.6440400063991547,2.0,1368000,-0.0018909934067050927,0.44015962071646514,475.35,0.8512907910346985,0.017910720570944248,1.2446687233448028,171,17.10000000000001
10.05,285,1.6021348536014557,2.0,1376000,-0.002289518259349279,0.44557977973028706,464.18,0.847814000248909,0.017126518534496427,1.227410136461258,172,17.0
