epoch_idx,policy_gradient_bias_correction,fps,grad_norm,avg_q_retraced,explained_variance,advantage_norm,P09:episode_rewards,avg_q_selected,policy_loss,rollout_prob_std,P01:episode_rewards,episode_length,model_prob_std,PMM:episode_rewards,policy_entropy,q_loss,frames,policy_gradient_loss
11,0.0,388,0.000971199820206348,-0.0004228815089542574,-71.17845797538757,0.014868468383792788,0.0,-0.0004324646251006925,4.938088834668027e-06,0.0017470575422824672,0.0,3324.8333333333335,0.0017470575796323829,0.0,2.197074460983276,4.656831739187813e-06,79200,4.938088834668027e-06
12,0.0,396,0.0002590527717906174,0.0001252854247771514,-146.57163305282592,0.0027516908128745856,0.0,8.917531619469324e-05,9.297454443905432e-06,0.00041344493996196737,0.0,3324.3333333333335,0.000413444938021712,0.0,2.197205400466919,9.83047024760708e-07,86400,9.297454443905432e-06
13,0.0,402,0.0005778855354417804,0.0004968382709193975,-124.73995018005371,0.0030253218991371494,0.0,0.0005185256057302467,-9.862292978368714e-06,0.00047480166734506686,0.0,3324.3333333333335,0.0004748016843223013,0.0,2.197192168235779,2.7753787056402263e-06,93600,-9.862292978368714e-06
14,0.0,407,0.000252272101290568,0.0003469203657004982,-101.35237000783285,0.0024009027091475826,0.0,0.0003508458660993104,-1.0249442604504111e-05,0.0003500807593809441,0.0,3324.3333333333335,0.0003500807647166463,0.0,2.197213308016459,8.947593978329375e-07,100800,-1.0249442604504111e-05
15,0.0,412,0.0008223887298305262,-0.00014259013635940695,-56.30230921109517,0.012632791765887911,0.0,-0.0001738220917104627,3.739799727024244e-06,0.0015589125192491337,0.0,3324.3333333333335,0.001558912506637474,0.0,2.197117233276367,3.2941070325402203e-06,108000,3.739799727024244e-06
16,0.0,417,0.00025495456566438415,0.00021630317050949088,-438.3371656417847,0.003576691828008431,0.0,0.00023253899623038404,-6.99848610565823e-06,0.0004534792074991856,0.0,3324.3333333333335,0.0004534792141688134,0.0,2.197202038764954,7.98875637049908e-07,115200,-6.99848610565823e-06
17,2.8142888513432096e-09,415,0.0005767931326886422,5.119705326251278e-05,-47.3556790471077,0.010312531321016854,0.0,3.237079150469274e-05,5.661609423112977e-06,0.0021479276457446552,0.0,3324.027777777778,0.0011729861619056057,0.0,2.1971587758594087,2.0071656849651734e-06,122400,5.658795123129798e-06
18,8.056077914958108e-08,408,0.000373526838772427,0.00019278676451083522,-91.81541502463219,0.005368223932763034,0.0,0.00019441691357633707,-1.0367962393475723e-06,0.002875309083369752,0.0,3324.027777777778,0.0005581845346955699,0.0,2.1972016233409577,1.5781260603694104e-06,129600,-1.117357009090921e-06
19,1.1162132500009682e-07,404,0.00019682811745613742,0.00021440318745667039,-56.44181736034061,0.004021991981149459,0.0,0.0002099684145576118,-2.8485292523122622e-06,0.0029259530251276185,0.0,3324.027777777778,0.000433758248121882,0.0,2.1972149323502546,4.965464605128899e-07,136800,-2.9601505805755923e-06
20,3.079667862948554e-08,399,0.00014753241643632596,0.0001327389978395952,-181.94790951623483,0.0035469151384456025,0.0,0.0001344208164316052,-2.3421772835947633e-06,0.002863173152901163,0.0,3324.027777777778,0.00037487726891114977,0.0,2.197217279382484,3.3025134694413055e-07,144000,-2.3729739601452534e-06
21,4.883894450903613e-08,394,0.00013524474219869762,0.00011008231824047153,-128.1801884142747,0.003486734227710027,0.0,0.00010688866150577802,-7.445259618917825e-07,0.0027749777937676277,0.0,3324.027777777778,0.0003500284418800625,0.0,2.1972180079940764,3.728770031745443e-07,151200,-7.933649073797886e-07
22,1.596571662629584e-08,390,0.0001415583062264816,0.00010447771070175803,-75.58705538718792,0.0035659183811958192,0.0,0.00010502482934676451,-2.1207796226498823e-06,0.0029338773132046,0.0,3324.027777777778,0.0003704559975337106,0.0,2.197217855106586,3.212748025717379e-07,158400,-2.136745333623416e-06
23,8.043528006614527e-09,387,0.00010008199308926762,9.37335624545932e-05,-685.3294767780751,0.0025313512672679164,0.0,9.487585729936927e-05,-2.7252274732265107e-07,0.002589916101378116,0.0,3324.3958333333335,0.00025673343118378105,0.0,2.1972205149023623,1.7563338963754458e-07,165600,-2.8056627930633103e-07
24,1.094972474173043e-08,384,0.00011498666388677674,0.0001187150279277919,-154.4204037229788,0.002642801383445133,0.0,0.00011522088041806336,-2.901412765492965e-06,0.0019214847190496054,0.0,3324.3958333333335,0.0002513899159884873,0.0,2.1972204848225156,2.3333840030250987e-07,172800,-2.9123624865832948e-06
25,7.356310205642288e-09,381,8.793582730724924e-05,0.00010753163684327137,-896.7000996977185,0.002124829397528739,0.0,0.00010309969914194197,-2.896740723817478e-06,0.0023598495775102387,0.0,3324.3958333333335,0.00021994185962479867,0.0,2.197221638440455,1.5260229489606222e-07,180000,-2.904097034368241e-06
26,3.0747083189208887e-09,378,8.510208699349871e-05,0.00010765015884779074,-225.96463836702566,0.0025782149035601487,0.0,0.00010461556161115165,-1.0546236295802316e-06,0.0026141057628767585,0.0,3324.3958333333335,0.0002513952362733468,0.0,2.1972215561639694,1.0986831756077898e-07,187200,-1.0576983362849236e-06
27,2.6639960854563724e-10,376,5.9536540654499876e-05,0.00010514613483804156,-1620.9927347452344,0.0017309392146847068,0.0,0.00010494731016202322,-9.359112441195426e-07,0.0017914553862104672,0.0,3324.3958333333335,0.00017943324815923904,0.0,2.1972229142003243,7.802068793756642e-08,194400,-9.361776452231887e-07
28,-1.0993406143083598e-09,374,7.66457831548783e-05,0.00011514790286113682,-607.4802487386503,0.002222132612565647,0.0,0.00011474783719908346,-2.243534412068963e-06,0.0018650470932969631,0.0,3324.5,0.00022181262313270488,0.0,2.197222044193556,1.0628659110469649e-07,201600,-2.242435069010049e-06
29,-9.309841786375728e-11,372,7.436363662817693e-05,0.0001122329035200574,-1171.5954766607663,0.0017964711390706927,0.0,0.000109618921312691,-3.7539285450581288e-06,0.0017793064683952428,0.0,3324.5,0.00017036320092152872,0.0,2.197222537959694,1.2372792323983232e-07,208800,-3.7538354456435313e-06
30,2.9288565646841866e-10,369,7.042794378279837e-05,0.00013756273837869655,-184.46563720856707,0.0018443384635193501,0.0,0.00013528112457494886,-2.3748247382358494e-06,0.0016180921938171763,0.0,3324.5,0.00017865682345815295,0.0,2.1972229564347594,9.361504252866885e-08,216000,-2.3751176258463102e-06
31,-4.370162188247414e-09,367,7.337917936531396e-05,0.0001255743915830935,-992.4234648050895,0.0017631588947604965,0.0,0.0001265689256104057,-2.8406924228416187e-06,0.0019469272474566782,0.0,3324.5,0.00016770859774855096,0.0,2.197223242603282,8.575580421497399e-08,223200,-2.8363222612077078e-06
32,-5.416323248814551e-09,366,5.148186951922031e-05,0.00011977409558976578,-930.7411825459532,0.001561127400160648,0.0,0.00011949973328343716,-2.0833144123523697e-06,0.001919481817572663,0.0,3324.5,0.00015735670916105918,0.0,2.1972234249398825,5.3663804007246235e-08,230400,-2.077898090840437e-06
33,-4.1953489446253e-09,365,4.3100960080476705e-05,0.00012058078346917447,-607.3824331384602,0.0016037554797127239,0.0,0.00012081212973011284,-2.792548051851974e-06,0.0020083658765029976,0.0,3324.5,0.00015229677830158475,0.0,2.1972236071024565,5.2474477983511264e-08,237600,-2.7883527020171965e-06
34,-9.17279960630266e-10,363,5.029832504138697e-05,0.00011783143748075565,-942.7948233332503,0.0015700698675380881,0.0,0.00011923185815838913,-1.380040081451761e-06,0.001566643476682093,0.0,3324.5694444444443,0.00015929329772055803,0.0,2.1972234096627044,5.5946429282670966e-08,244800,-1.3791228017279783e-06
35,-2.2330146028555947e-09,363,5.846121892532064e-05,0.00013116026110519813,-729.2798674005743,0.0014950450966160218,0.0,0.0001336258463200624,-2.29639005763597e-06,0.0016635995867787892,0.0,3324.5694444444443,0.0001495315856697657,0.0,2.1972232362391453,7.760386625906949e-08,252000,-2.2941570450857933e-06
36,-1.8335838565993377e-09,363,4.1586998194255597e-05,0.00011974396794949639,-1708.0181549788751,0.001115719158976303,0.0,0.00012000452047614668,-2.8479963690548474e-06,0.0012450297201004315,0.0,3324.5694444444443,0.00011622585562061012,0.0,2.197223921351963,4.733093956027413e-08,259200,-2.8461627860508993e-06
37,-3.250796893894403e-09,362,4.100451516612902e-05,0.00010954999508410564,-292.09303350444833,0.0014516896043652297,0.0,0.00011213607389060875,-2.4611843719368222e-06,0.0015568522560558795,0.0,3324.5694444444443,0.00013688152579247582,0.0,2.1972238939338258,6.310737530312948e-08,266400,-2.4579335755166233e-06
38,-1.422343329535478e-10,361,4.450484989281655e-05,0.00010740147831417968,-1484.7219781862236,0.001317728975119622,0.0,0.00010811823753842702,-2.1273024202823722e-06,0.0015674056860955348,0.0,3324.5694444444443,0.000122616264201444,0.0,2.1972239835363214,5.688300609654618e-08,273600,-2.1271601854165115e-06
39,-2.5018823711166405e-09,360,5.262915302102572e-05,0.00010487409705910496,-301.8805404464026,0.0016064869371174484,0.0,0.00010619585379740953,-2.472467603097272e-06,0.0016356373148365098,0.0,3324.7023809523807,0.0001514125436507122,0.0,2.1972236618541534,5.895879174407871e-08,280800,-2.4699657201382652e-06
40,-8.3134038912173e-10,359,2.7284210029655443e-05,9.22697491957464e-05,-2057.216398913993,0.0009355012804238116,0.0,9.198992318170708e-05,-1.925910420339058e-06,0.0018056002961397359,0.0,3324.7023809523807,9.75584719123747e-05,0.0,2.1972244362414832,2.8417155650489128e-08,288000,-1.92507907933808e-06
41,-3.0942977720845495e-09,358,6.040932878988173e-05,0.00011499280549186452,-75.92305486393825,0.0014320117382516087,0.0,0.00011896882499131031,-2.8992138401713013e-06,0.0018177806381688227,0.0,3324.7023809523807,0.00012973798833901663,0.0,2.197223975412429,7.362644419136394e-08,295200,-2.8961195415228812e-06
42,-2.5036794879282655e-09,358,2.6184397569079714e-05,8.414854848611175e-05,-1543.6965066232187,0.0009559568770008996,0.0,8.74202325117256e-05,-1.4558367344428737e-06,0.0013396793680910902,0.0,3324.7023809523807,9.587872365939023e-05,0.0,2.197224402938571,2.0591284562546946e-08,302400,-1.4533330548167843e-06
43,-1.4298096336536523e-09,357,3.0097384638230114e-05,8.059655245255754e-05,-543.1050347898494,0.0012482047822365218,0.0,8.069888117284822e-05,-1.505251595913297e-06,0.0014367149722082494,0.0,3324.7023809523807,0.00012454511259917943,0.0,2.1972240782500805,3.9884636362701724e-08,309600,-1.5038217864928063e-06
44,-3.74334249495441e-09,356,4.191238386869096e-05,8.112617000983967e-05,-711.4306990386443,0.0013133562577808766,0.0,7.811039801699205e-05,-2.229613963918729e-06,0.0015734432230383316,0.0,3324.7023809523807,0.00012668909528176501,0.0,2.1972240491203525,4.4452211657104554e-08,316800,-2.2258706224422195e-06
45,-5.819991868192019e-09,355,3.454853781398738e-05,7.922903872905029e-05,-1109.2586981514494,0.0011605795998786473,0.0,7.926015399192617e-05,-1.4687658046328302e-06,0.0015683705889808599,0.0,3324.5520833333335,0.00011498261385693493,0.0,2.1972242126483765,3.088055431808764e-08,324000,-1.4629458136330793e-06
46,0.0,356,4.064156875750052e-05,9.461683789999772e-05,-1044.364846761113,0.0012109570542122763,0.0,9.930834064883289e-05,-2.0442778545915627e-06,0.0012760000214758463,0.0,3324.5520833333335,0.00012612169795140347,0.0,2.197223545369648,8.125903164682291e-08,331200,-2.0442778545915627e-06
47,-9.901803965826883e-09,355,3.284152355650572e-05,8.862974004211427e-05,-900.2831840254579,0.0010264993802570643,0.0,8.849031419787125e-05,-2.015389359683186e-06,0.002221781389465827,0.0,3324.5520833333335,0.00010684141103139206,0.0,2.1972243839344645,4.066967819471197e-08,338400,-2.0054875567866982e-06
48,-1.1127471166011513e-08,355,2.895427303292985e-05,8.091258512418817e-05,-461.4942487904193,0.0011007519005416754,0.0,7.996587822624802e-05,-1.5828078833188042e-06,0.0019509954065585324,0.0,3324.5520833333335,0.00010552768981035967,0.0,2.197224417773504,2.758763093976647e-08,345600,-1.571680410793739e-06
49,-3.011104779272414e-09,354,3.057496043944833e-05,7.974501168786127e-05,-1337.4081497939994,0.0010647885332822884,0.0,8.075280753661309e-05,-1.6475863724630674e-06,0.0011918203695592587,0.0,3324.5520833333335,9.470082117958092e-05,0.0,2.1972245825945382,3.8115813852645055e-08,352800,-1.6445752677514657e-06
50,0.0,354,3.342366518151562e-05,8.354707867900806e-05,-206.0722085297486,0.001297059956892366,0.0,8.247062408589132e-05,-1.5171854900670957e-06,0.001237440997863937,0.0,3324.67,0.00012073720087975802,0.0,2.197224176743674,2.623647086456385e-08,360000,-1.5171854900670957e-06
51,-3.779516557218567e-09,353,2.7237844991828624e-05,7.883800949154345e-05,-1760.5990215226013,0.0009122838367777566,0.0,7.848891829506477e-05,-1.6951358472767136e-06,0.0013567246680455604,0.0,3324.67,8.710550450969672e-05,0.0,2.197224558885135,2.7712079416469936e-08,367200,-1.6913563314243986e-06
52,-2.5712224053601557e-09,354,3.6352239130728606e-05,0.0001009270158549101,-146.3824774771645,0.0010850751033995903,0.0,0.00010079666098785569,-2.0195347754466243e-06,0.001615797138704202,0.0,3324.67,0.00010465491391685301,0.0,2.197224362530406,5.710507836244877e-08,374400,-2.016963553080739e-06
53,-5.163167056509106e-09,354,2.8714624532514503e-05,8.429733405040844e-05,-1880.1369068234496,0.0008976444144274418,0.0,8.539879649553825e-05,-1.6250767246584152e-06,0.0017603472694540795,0.0,3324.67,8.303590956832824e-05,0.0,2.197224650263155,3.512626080024512e-08,381600,-1.6199135570943757e-06
54,-5.6808012177931406e-09,353,2.335018936529516e-05,8.249692774298304e-05,-715.2021912667676,0.0009553478514187319,0.0,8.169411888134382e-05,-1.9131575841046726e-06,0.0013397273855316092,0.0,3324.67,8.935156246512374e-05,0.0,2.1972246442995376,2.385349229234406e-08,388800,-1.907476782751538e-06
55,-3.217931077817529e-09,353,2.390588751988068e-05,8.464495215193699e-05,-819.1519801986532,0.000966981204376622,0.0,8.40507808477986e-05,-1.754521132994343e-06,0.0013084467091948743,0.0,3324.67,8.972222610583548e-05,0.0,2.197224609290481,2.3506466818673965e-08,396000,-1.7513032018731035e-06
56,-4.596158476033452e-10,352,2.5941887461773487e-05,8.99819153819023e-05,-1037.795831765195,0.0009820485686056104,0.0,8.923928549665054e-05,-1.5534894295905814e-06,0.0011063895575310477,0.0,3324.76,9.140071910598068e-05,0.0,2.1972245575258977,3.033035139827578e-08,403200,-1.5530298134113914e-06
57,-5.159234698718744e-10,352,3.116345881516118e-05,9.770763370821087e-05,-1016.3849518128789,0.0009150662758812149,0.0,9.850482236100696e-05,-2.5671801116743912e-06,0.0011215967195402998,0.0,3324.76,8.817092619747451e-05,0.0,2.1972246362828702,3.760818345094245e-08,410400,-2.56666418810978e-06
58,-2.421788098315249e-09,352,2.5072621911121668e-05,9.679464210970012e-05,-1172.8572290506438,0.0008061222004070014,0.0,9.99659583249013e-05,-2.348437678086108e-06,0.0009668647776599994,0.0,3324.76,8.039893048815443e-05,0.0,2.197224689665295,2.892354633853959e-08,417600,-2.3460158898862866e-06
59,-1.2046541838136213e-09,352,2.102995273713991e-05,8.294705336979066e-05,-659.3267984867284,0.000853513472700234,0.0,8.48499509068042e-05,-1.9586371053291274e-06,0.0014974502716392731,0.0,3324.76,8.46382883367636e-05,0.0,2.1972246818220804,2.60124113666333e-08,424800,-1.957432450543326e-06
60,0.0,352,2.1597827128507867e-05,8.198914708301012e-05,-1469.6173447909682,0.0008238384553805618,0.0,8.221789278029483e-05,-1.8034599905301085e-06,0.0010342935600845932,0.0,3324.76,7.485269900315407e-05,0.0,2.197224787943578,1.820368780830025e-08,432000,-1.8034599905301085e-06
61,-4.509803765984088e-09,352,2.6967537638010986e-05,8.166689191201595e-05,-102.33885285653135,0.001135002438717957,0.0,8.330118311677464e-05,-1.6266283603418934e-06,0.0013462991134537256,0.0,3324.88,0.00010356495750934613,0.0,2.1972244123996254,2.493730312334801e-08,439200,-1.622118556635121e-06
62,-4.224574468025821e-10,352,2.0051472863165977e-05,7.247233739671024e-05,-1957.249284055397,0.000702787613861623,0.0,7.417807599782588e-05,-1.6297880259130997e-06,0.0010398196899212499,0.0,3324.88,6.761646184171186e-05,0.0,2.1972248736102746,1.5721093280235823e-08,446400,-1.629365568655775e-06
63,-1.4445111707606917e-09,351,2.8285209971558103e-05,8.520393780701044e-05,-181.06697272695618,0.0008858853143369741,0.0,8.565819659486476e-05,-1.8205573041828038e-06,0.001308875857173624,0.0,3324.88,9.177073863400307e-05,0.0,2.197224560075795,4.0139897674909656e-08,453600,-1.8191127929669295e-06
64,-1.6293944800812217e-09,351,2.6013754944153046e-05,7.087290829461635e-05,-1565.457899246525,0.0008364469326991555,0.0,7.141618542119485e-05,-1.8997288286312949e-06,0.001297122226308418,0.0,3324.88,7.416081136315726e-05,0.0,2.1972247643098637,2.791891967815052e-08,460800,-1.8980994338196272e-06
65,-8.519516943768698e-11,350,2.0667522447160157e-05,6.780777749626726e-05,-324.5720979467839,0.0008963126503915681,0.0,7.032156818904842e-05,-1.6882773737795075e-06,0.0009837581969063937,0.0,3324.88,8.547397894055451e-05,0.0,2.1972247037811883,1.9880887611407994e-08,468000,-1.688192178126506e-06
66,-2.9606917608917785e-09,350,2.5137308013046777e-05,6.297513702910302e-05,-1034.3756631834544,0.0008208493752873538,0.0,6.335809898044117e-05,-1.7285167244799883e-06,0.0014933714322569358,0.0,3324.88,7.636704359941047e-05,0.0,2.1972247594594956,2.2525341216736836e-08,475200,-1.7255560323243505e-06
67,-1.8736540141617296e-09,350,1.8621195778851735e-05,6.512168639245728e-05,-1041.6188229477784,0.0008439323052469638,0.0,6.554432950877757e-05,-1.1208743471871663e-06,0.0010840147260353205,0.0,3324.9,8.275999640583601e-05,0.0,2.1972246307986127,1.9700999230285738e-08,482400,-1.1190006931730044e-06
68,0.0,350,2.2404591898470403e-05,6.696085614922119e-05,-1341.2504172177416,0.0006856031232032317,0.0,6.524475129924007e-05,-1.3839155547634823e-06,0.0008940055922368752,0.0,3324.9,6.813543842302547e-05,0.0,2.1972248043742764,3.2034176810520345e-08,489600,-1.3839155547634823e-06
69,0.0,349,2.021005835049052e-05,7.037822195776418e-05,-868.8618048979745,0.0007062612611961023,0.0,7.122666664275001e-05,-1.6336470584885914e-06,0.000830618582396948,0.0,3324.9,7.122740390431071e-05,0.0,2.197224935690562,2.4735066520304855e-08,496800,-1.6336470584885914e-06
70,0.0,349,1.5705329411689437e-05,6.702007930928308e-05,-588.5059166348422,0.0007479548373520817,0.0,6.699095075640242e-05,-1.277333353171579e-06,0.0009281532835459097,0.0,3324.9,7.498775404957405e-05,0.0,2.197224845321721,1.3349758320186138e-08,504000,-1.277333353171579e-06
71,-2.1496306068513603e-09,348,1.576711462407082e-05,6.831425576367696e-05,-1168.7537784220112,0.0007206129430231052,0.0,6.649168373052489e-05,-1.4777708604424316e-06,0.0011293703056837205,0.0,3324.9,7.001664073248431e-05,0.0,2.1972248709895625,1.3493493200504251e-08,511200,-1.4756212303980932e-06
72,-3.434084596229183e-09,348,2.162876289999055e-05,7.092309689878243e-05,-194.0029419425177,0.0009899739413389947,0.0,6.956314657795053e-05,-1.6596811980884054e-06,0.001621528823739027,0.0,3324.89,9.138548545223106e-05,0.0,2.1972245560752026,1.858095347720985e-08,518400,-1.656247114188621e-06
73,0.0,348,1.4757447374541498e-05,6.944841780466804e-05,-1902.727884432292,0.000561120519756976,0.0,7.138911683738579e-05,-1.4641915803211935e-06,0.0007398135962273198,0.0,3324.9,5.626042526558643e-05,0.0,2.197225001981019,1.1712377023060547e-08,525600,-1.4641915803211935e-06
74,-5.116996818036005e-10,348,2.5474596756399176e-05,7.451807707896541e-05,-496.7443108524468,0.0008137892099454113,0.0,7.635070197153332e-05,-1.975008459758958e-06,0.0009588240867098404,0.0,3324.9,7.707209464903883e-05,0.0,2.1972248575422504,3.4066824988101136e-08,532800,-1.9744967598814264e-06
75,0.0,348,1.807699442881001e-05,6.564717069046482e-05,-1355.4730933278515,0.0006737554937734108,0.0,6.647147775041443e-05,-1.3815839082856548e-06,0.0009495653780005061,0.0,3324.9,6.656683731508775e-05,0.0,2.1972249321521273,2.15643241282145e-08,540000,-1.3815839082856548e-06
76,-1.8719382163228244e-09,347,2.303491168772989e-05,6.727877530978924e-05,-265.6264984526955,0.0008028187322678006,0.0,6.764290656274313e-05,-1.8221221520253275e-06,0.001374880067753359,0.0,3324.9,7.562141973244678e-05,0.0,2.1972248794342706,1.6379295885194957e-08,547200,-1.8202502138613437e-06
77,-1.579459796814609e-09,348,1.5128535236013462e-05,6.703650646938644e-05,-1227.4100814289136,0.0006149384524335455,0.0,6.712154627859404e-05,-1.4490947250733216e-06,0.0008978222396297855,0.0,3324.9,5.623354907016612e-05,0.0,2.1972250588924163,1.3203579429370656e-08,554400,-1.4475152654795192e-06
78,-2.2900259974026733e-09,347,1.889542308025543e-05,6.945531573499599e-05,-759.2440144907545,0.0008050728130559967,0.0,6.851919315007638e-05,-1.4168917613394794e-06,0.0014124953618205795,0.0,3324.79,7.380580940813165e-05,0.0,2.1972247963260725,1.5348938921767472e-08,561600,-1.414601735325159e-06
79,0.0,347,2.0676694384733984e-05,7.083236159208657e-05,-1461.9155793445639,0.0006335042527568172,0.0,7.372569608479454e-05,-1.41508052124638e-06,0.0007822037959308799,0.0,3324.79,5.9159853459757667e-05,0.0,2.1972249285380046,2.4119964902483448e-08,568800,-1.41508052124638e-06
80,-4.714360654942437e-10,348,1.7473305913010652e-05,6.935802845873696e-05,-632.9012002397532,0.000650416626783356,0.0,7.029840508032124e-05,-1.4412725304187764e-06,0.0007764258445562128,0.0,3324.79,6.681924241219246e-05,0.0,2.197224954858659,1.553288535414954e-08,576000,-1.4408010938401123e-06
81,0.0,347,2.0249298560570586e-05,6.414232747393875e-05,-807.7322571489216,0.0007891200968646006,0.0,6.472248846173456e-05,-1.1217447686319518e-06,0.000775022821070004,0.0,3324.79,6.907966049610005e-05,0.0,2.1972249654708085,1.678652513790425e-08,583200,-1.1217447686319518e-06
82,-1.1253638810949773e-09,347,1.5085904958180771e-05,6.334180240121461e-05,-892.498424245255,0.0006603046744075307,0.0,6.4022824679861e-05,-1.3118064564351706e-06,0.0010098227283855529,0.0,3324.79,6.125678106858821e-05,0.0,2.197225060849421,1.0249935785762117e-08,590400,-1.310681092113276e-06
83,-1.4881776403778229e-10,347,1.6687407800837632e-05,6.439737556763041e-05,-271.7527355870021,0.0007472754626022925,0.0,6.342353034496126e-05,-1.174457792008922e-06,0.0009447873005694964,0.0,3324.79,7.284623104753214e-05,0.0,2.1972248651142476,1.6008673991776233e-08,597600,-1.1743089744225198e-06
84,0.0,347,1.5601908452839815e-05,6.429649847131928e-05,-1783.1249789404615,0.0005941078361488434,0.0,6.506628912993907e-05,-1.461762059884229e-06,0.0007490501272400372,0.0,3324.75,5.787903169235389e-05,0.0,2.197224947087979,1.1193140043959038e-08,604800,-1.461762059884229e-06
85,0.0,347,1.992862265854879e-05,6.869156956497893e-05,-443.4330439715789,0.0007029217207702708,0.0,6.840326187716167e-05,-1.4493536913190175e-06,0.0006382483396641669,0.0,3324.75,6.765421635060391e-05,0.0,2.1972249618819153,2.0464564247634673e-08,612000,-1.4493536913190175e-06
86,0.0,347,1.4793569685764805e-05,6.45049209466342e-05,-1838.7083887491744,0.0005693479787266697,0.0,6.597507690108761e-05,-1.4842883315625614e-06,0.00046473555922284905,0.0,3324.75,5.581509595539268e-05,0.0,2.197224996156163,1.5430573688176226e-08,619200,-1.4842883315625614e-06
87,0.0,347,1.6977287045217453e-05,6.263633814048489e-05,-102.22042116867172,0.0008271576609083227,0.0,6.358493009140639e-05,-1.4439656023273696e-06,0.00047561645951704865,0.0,3324.75,7.237657874064234e-05,0.0,2.197224924469751,1.020297852597396e-08,626400,-1.4439656023273696e-06
88,0.0,347,1.503811478160963e-05,6.292788140940717e-05,-1362.3759705896666,0.000631092493718565,0.0,6.391609618726497e-05,-1.3232742404977884e-06,0.0003280802454370589,0.0,3324.75,5.5646645344735484e-05,0.0,2.197225020190395,1.080880470175909e-08,633600,-1.3232742404977884e-06
89,0.0,346,1.3845846142151447e-05,6.0121635060664465e-05,-803.7581280928441,0.0006775211834199716,0.0,6.158121113975342e-05,-1.334939039943248e-06,0.00033517905910793806,0.0,3324.78,6.797300633697959e-05,0.0,2.1972248585892733,1.0828405200328594e-08,640800,-1.334939039943248e-06
90,0.0,346,1.2702823840386198e-05,5.8445778767905225e-05,-1305.6235428155762,0.0005562477416610482,0.0,5.913350136317662e-05,-1.2415086694298666e-06,0.00032356213039289624,0.0,3324.78,5.483330936509969e-05,0.0,2.1972250039489176,1.5808410130882022e-08,648000,-1.2415086694298666e-06
