episode_length,advantage_norm,fps,policy_loss,P01:episode_rewards,epoch_idx,policy_entropy,P09:episode_rewards,explained_variance,value_loss,frames,PMM:episode_rewards,grad_norm
177.30769230769232,4.115079298764467,237,-0.07004141564488237,0.0,1,1.328442514538765,5.0,-0.867043724656105,0.7268048918809654,8000,1.2820512820512822,23.112593073408387
183.15116279069767,0.9412138509005308,229,0.004286655799369328,0.0,2,1.3799285101890564,4.0,-0.677510359287262,0.009950558207492577,16000,1.4069767441860466,0.21746453993537607
188.93,0.9764912631362677,237,-1.9382068421691657e-05,0.0,3,1.3825660860538482,4.0,-0.3309749162197113,0.009650457848174483,24000,1.56,0.17954168749783958
191.8,0.9040049681067467,239,-0.00023038040179017118,0.0,4,1.3826832282543182,4.0,-0.40330990076065065,0.008430507147531898,32000,1.66,0.1622599185984184
192.77,1.0276556815207005,242,0.0014678513932449278,0.0,5,1.3816079306602478,5.0,-0.25656846225261687,0.010658442833064328,40000,1.75,0.19230557348020205
196.03,1.0644079191610216,243,0.0020062908167309958,0.0,6,1.383210551738739,5.0,-0.22731834053993225,0.010282715120738431,48000,1.82,0.2046617044250109
205.49,0.9369666860997676,243,-0.0003266381463618018,0.0,7,1.3814338696002961,5.0,-0.36706898868083954,0.00877953863287985,56000,2.05,0.1918196420811274
181.63,0.8791701844334603,244,0.0004560351419422659,0.0,8,1.384758598804474,3.0,-0.34564650237560274,0.007980368075732259,64000,1.4,0.1847835028637888
188.85,0.9102931665629148,247,0.0011305846232289695,0.0,9,1.38330197930336,4.0,-0.47599429666996,0.008456652637651132,72000,1.61,0.19766398556567558
193.29,0.9702300631254911,248,0.0023642841581022365,0.0,10,1.3841859436035155,4.0,-0.05506455183029175,0.008962398753938032,80000,1.66,0.23706403978939303
194.3,0.9415459764003754,249,8.990802074549719e-05,0.0,11,1.3835902428627014,4.0,-0.2519911050796509,0.008129119751174585,88000,1.63,0.21016360391590128
188.62,0.9441765174269676,250,-0.00015441649869899266,0.0,12,1.3773370397090912,4.0,-0.4422021633386612,0.00799392117813113,96000,1.56,0.19815733932999793
174.13,0.8101771682500839,252,0.0005508363345870748,0.0,13,1.3790429890155793,3.0,-0.6040330767631531,0.006477982407086529,104000,1.23,0.16710643643134315
174.09,0.7819564190506935,253,-8.443222512141802e-05,0.0,14,1.3844244837760926,3.0,-0.12253926217556,0.005622179130878067,112000,1.15,0.15898199190461665
176.75,0.7463887474685907,254,0.00022385845659300685,0.0,15,1.3835660552978515,4.0,-0.2989266359806061,0.005610871513854363,120000,1.22,0.17230886113819174
173.1,0.7445306058228016,255,-0.0010498214402468876,0.0,16,1.383429353237152,3.1000000000000085,-0.24415536761283874,0.005659046757864416,128000,1.15,0.143712688985634
171.79,0.8743538089096546,256,-0.0017176212745835073,0.0,17,1.3841640210151673,3.0,-0.007604125142097473,0.006805632321920711,136000,1.13,0.19355903949343795
181.55,0.8731470082700252,257,0.0001226466614753008,0.0,18,1.382988499403,3.0,-0.5702316838502884,0.006934335923579056,144000,1.4,0.19483163974669268
182.23,0.7765602056682109,257,-6.77662852103822e-05,0.0,19,1.3851070511341095,3.0,-0.049231714010238646,0.005626606319565326,152000,1.41,0.16009024108984793
174.12,0.7906252157688141,259,-0.0015945100830140292,0.0,20,1.3824734604358673,3.0,0.04106519401073456,0.005581764388043666,160000,1.16,0.17779718845631493
173.32,0.7815832750499249,259,0.0003407610847716569,0.0,21,1.3838122403621673,3.0,0.23890317380428314,0.005431610964660649,168000,1.13,0.17304974314998706
184.6,0.9870986002683639,261,-0.00017511548823677004,0.0,22,1.3788782334327698,4.1000000000000085,0.06250217080116272,0.008299193882994587,176000,1.46,0.21442791126193889
199.03,0.8933277663588524,262,-0.0006434715393697842,0.0,23,1.3786182606220245,6.0,-0.24825725376605987,0.007227007454312115,184000,1.84,0.19669595021234718
204.73,0.8229057937860489,263,-0.000567113489669282,0.0,24,1.3813012266159057,5.1000000000000085,-0.0820103794336319,0.005938070698466618,192000,2.01,0.18392355151517478
188.11,0.7658956918120384,263,-1.5203026559902355e-05,0.0,25,1.3846625304222107,5.0,-0.08829417943954468,0.0052936561563547,200000,1.55,0.16638601485711899
176.54,0.6963161904364824,263,0.0009451284470560495,0.0,26,1.3830512714385987,3.0,-0.07302028477191926,0.004550235132846865,208000,1.25,0.1396199971215371
178.45,0.8048129166662693,264,-0.0009172436466087675,0.0,27,1.3825929248332978,3.0,0.04179404497146606,0.005845632729833596,216000,1.23,0.18592397543203096
185.98,0.6937984865903855,265,-3.8435525057138874e-05,0.0,28,1.3811836373806,4.0,0.1483873748779297,0.004373204485164024,224000,1.46,0.1472406942818456
171.04,0.6169277732074261,266,-0.0010234226121974643,0.0,29,1.381564311981201,3.1000000000000085,-0.11931420028209687,0.0034945165434328374,232000,1.11,0.13481118902587252
175.45,0.8505785846710205,266,-0.00010550642284215428,0.0,30,1.3849969184398652,3.0,0.2819805943965912,0.006099515239475295,240000,1.2,0.18552742817500362
186.89,0.7518425317108631,267,-0.0007895337466470665,0.0,31,1.3834587144851684,4.0,-0.17893680989742278,0.005345560822024709,248000,1.48,0.15880938856547144
184.1,0.7674419885873794,267,-0.0002111375038521146,0.0,32,1.3849406611919404,3.0,0.40445727527141573,0.00523459858573915,256000,1.35,0.14887663115170935
179.18,0.7450065385550261,268,-0.00042338901781477036,0.0,33,1.3835520839691162,3.0,-0.67682952105999,0.005109255583302001,264000,1.27,0.1537722788843206
178.27,0.8072682882100344,268,0.0005227451014798135,0.0,34,1.383849152326584,3.0,-0.6293769419193268,0.00586620856935042,272000,1.35,0.1651922358095593
184.23,0.7819320139288902,268,-0.0014104565284651471,0.0,35,1.381497163772583,3.0,0.23725879967212676,0.005113720929075498,280000,1.44,0.1732523464870337
185.23,0.7047927152365446,268,0.0006166653315449367,0.0,36,1.3801028394699097,3.0,-0.27754511177539826,0.004762720440048725,288000,1.43,0.13372540323765672
173.04,0.8393141347169876,269,-0.0012828866418567485,0.0,37,1.3795288944244384,3.0,0.07205572724342346,0.005766458659418276,296000,1.2,0.18685789644611506
170.67,0.6862956558167934,269,-0.00023643700249522225,0.0,38,1.3788092565536498,3.0,-0.8459849315881729,0.004156611609942047,304000,1.1,0.13885843567068493
172.51,0.7097055065631866,269,0.0003665651606570464,0.0,39,1.3811158120632172,3.0,0.32076821982860565,0.004351102318469202,312000,1.09,0.14060424390275386
