explained_variance,policy_entropy,policy_loss,frames,PMM:episode_rewards,approx_kl_divergence,P01:episode_rewards,episode_length,grad_norm,value_loss,clip_fraction,epoch_idx,fps,advantage_norm,P09:episode_rewards
-0.6576240818947554,0.09788121749907722,0.05125091526547294,10240,45.833333333333336,6977544.130964433,0.0,671.1666666666666,2659112121.0745134,3328491046.2727895,0.1697998046875,1,352,15.968704718351365,125.0
-1.0430812835693359e-08,0.607615164667368,0.0012258674900294864,20480,136.80555555555554,0.008175725946830425,0.0,538.0277777777778,0.05952113283274187,0.006559149583161528,0.111865234375,2,320,15.968588149547577,350.0
-0.04730751998722553,0.9084615241736174,0.0022557072676136158,30720,157.66129032258064,2.6985035022074952,0.0,473.85483870967744,1.4279530242422713,0.038837525106646356,0.1291015625,3,337,15.968717855215072,469.99999999999994
-2.1979212760925294e-08,1.07733654640615,5.307768806233071e-05,40960,184.8314606741573,0.002946305068030597,20.000000000000018,451.2696629213483,0.041204095569742645,0.012054538413940464,0.1344482421875,4,347,15.968717873096466,435.00000000000017
4.470348358154297e-09,1.2462901644408704,-0.0002337845813599415,51200,228.75,0.002929271086952667,50.0,399.41,0.04009493859884787,0.012325455783502548,0.14052734375,5,356,15.96871782541275,477.5000000000002
-1.30385160446167e-08,1.3714446239173412,-4.8871177568798885e-05,61440,242.5,0.002842220439015364,97.5,388.92,0.04651001441013184,0.013855656699161046,0.1457275390625,6,363,15.968717783689499,377.5000000000002
-6.332993507385254e-09,1.4100345470011235,-0.00046851418373989874,71680,273.0,0.002381259530488933,125.0,385.45,0.04984937932009561,0.01301491829653969,0.16943359375,7,365,15.968717843294144,550.0
-8.195638656616212e-09,1.2507398888468741,1.2228363266331143e-05,81920,273.0,0.0023665668135436136,75.0,384.05,0.04213833506039051,0.010891052393708378,0.109814453125,8,369,15.9687175989151,600.0
-1.4901161193847656e-08,1.3581773042678833,-0.00038702407473465426,92160,252.25,0.002973392069225156,50.0,370.53,0.04661010319997262,0.010102955901129463,0.1890380859375,9,368,15.96871775984764,600.0
-1.2665987014770507e-08,1.4278442591428757,-0.0004604858077073004,102400,237.75,0.0027974177923738353,50.0,367.63,0.05079984237715568,0.011344418048975059,0.1677001953125,10,369,15.968717819452285,555.0000000000005
4.470348358154297e-09,1.4890320733189584,-0.0009447561038541608,112640,236.5,0.0026034548925963465,50.0,358.94,0.051356411463504156,0.01322979616597877,0.153955078125,11,370,15.96871766448021,575.0
1.1175870895385742e-08,1.5304812133312224,-0.0009836503504629945,122880,259.75,0.0027175974337751542,100.0,362.41,0.055173861641527246,0.01405353550799191,0.18623046875,12,369,15.96871789097786,577.5000000000002
-1.3411045074462891e-08,1.4817441873252393,-0.0010642541968991282,133120,278.0,0.002784436737363194,125.0,361.67,0.05205694109706791,0.015432668241555803,0.147412109375,13,371,15.968718039989472,530.0000000000005
-2.1979212760925294e-08,1.5157691024243831,-0.0008005193478311412,143360,284.75,0.002694349557347664,125.0,358.3,0.05553148301450417,0.015298181303660386,0.1760986328125,14,372,15.96871793270111,527.5000000000002
-1.0430812835693359e-08,1.5274732999503613,-0.0012506776303780498,153600,289.75,0.002675195027990185,147.5,353.06,0.05561415139166981,0.016268237188342027,0.183740234375,15,374,15.96871793270111,480.00000000000045
1.6391277313232423e-08,1.5661228351294993,-0.0009130931422987488,163840,291.5,0.0020360955759315402,150.0,357.32,0.055757913542602844,0.015747808397281914,0.144482421875,16,376,15.968717765808105,407.5000000000006
-7.450580596923828e-09,1.5503103487193584,-0.00136436853572377,174080,294.25,0.002776682799299124,175.0,359.41,0.0621763991820796,0.01754310718679335,0.202783203125,17,376,15.968717914819717,400.0
1.080334186553955e-08,1.4651339061558246,-0.0021388656739873115,184320,284.25,0.0025246368267175965,175.0,354.76,0.054458342472412505,0.01591583134722896,0.165869140625,18,377,15.968717867136002,375.0
4.8428773880004884e-09,1.4619777724146843,-0.0005855321214767173,194560,267.0,0.00214565208930253,175.0,347.66,0.04947095608150735,0.014495075610466302,0.133740234375,19,377,15.968717902898788,352.5000000000002
-2.905726432800293e-08,1.4911862425506115,-0.0013819188920024318,204800,245.25,0.0024172850928749767,150.0,340.38,0.05243881365353863,0.01387348491271041,0.1686767578125,20,377,15.968717652559281,325.0
-1.3783574104309083e-08,1.4702386617660523,-0.0010813702068844578,215040,234.75,0.0020638821869638944,150.0,342.45,0.050923323355120065,0.013920975886867382,0.131103515625,21,377,15.968717795610427,325.0
5.960464477539063e-09,1.4774564884603023,-0.0016786083215265535,225280,226.25,0.002992449668840891,125.0,336.94,0.05339829144537167,0.012821670189441647,0.2068359375,22,376,15.968717849254608,325.0
0.0,1.5865954995155334,-0.001318063989674556,235520,225.25,0.0031546598884460765,125.0,348.01,0.05608474759620182,0.013094972670296556,0.2084716796875,23,376,15.96871789097786,325.0
-2.570450305938721e-08,1.595203398168087,-0.0015446057623194065,245760,220.0,0.002684683748941552,125.0,347.73,0.052156826602006365,0.011132155562427215,0.1994384765625,24,377,15.96871758699417,302.5000000000002
2.9802322387695312e-08,1.5816778667271136,-0.000696271159540629,256000,204.75,0.002663211652463815,122.5,347.38,0.05539314973298733,0.01157232469668088,0.1826171875,25,377,15.968717855215072,300.0
-1.080334186553955e-08,1.5771962642669677,-0.0016490391557454132,266240,178.75,0.0029629058622958836,47.50000000000001,339.23,0.05241144341129665,0.008097206704860582,0.2397216796875,26,377,15.96871782541275,300.0
-5.215406417846679e-09,1.6110163621604443,-0.0011494886592117836,276480,146.0,0.0034300245579061083,25.0,334.62,0.054513410962274744,0.0076805704692333165,0.235498046875,27,376,15.968717193603515,275.0
1.4156103134155273e-08,1.5739463955163955,-0.0004734464760986157,286720,123.0,0.0037210616463426048,25.0,325.75,0.05078896211578363,0.007115875720683107,0.230712890625,28,375,15.968717032670975,250.0
-2.6077032089233397e-09,1.559936460852623,-0.002045001362421317,296960,125.5,0.0032819449768112462,25.0,325.08,0.0502483555059558,0.006604077493057048,0.252490234375,29,375,15.968717086315156,250.0
7.078051567077636e-09,1.6029914930462836,-0.0011349849548423663,307200,123.25,0.0038900379423239427,0.0,323.1,0.047187887006268615,0.0065015373584174085,0.2248046875,30,374,15.968717747926712,252.50000000000023
7.078051567077636e-09,1.5711578294634818,-0.001624826783699973,317440,127.5,0.00397842686360832,25.0,327.07,0.05194519883874445,0.007365802770436858,0.256591796875,31,374,15.968717783689499,275.0
1.080334186553955e-08,1.6536272540688515,-0.0020175621393718757,327680,131.0,0.0042426108726772325,25.0,330.23,0.052581538713562734,0.008915700944999116,0.269970703125,32,375,15.968717533349992,275.0
9.685754776000977e-09,1.6962117195129394,-0.0013768820761470124,337920,116.25,0.0038382508774475353,22.500000000000007,324.33,0.047695039505664345,0.005930130545493739,0.2944091796875,33,375,15.968717205524445,250.0
-1.1548399925231934e-08,1.7463475666940211,-0.0013196106439863798,348160,134.75,0.004428521100726357,25.0,329.15,0.05176644745718535,0.008761176830330442,0.2639404296875,34,375,15.968717437982558,275.0
0.0,1.702454859763384,-0.001180230393219972,358400,131.25,0.003315702218287697,22.500000000000007,324.99,0.052141220932610456,0.009046579802816267,0.2408447265625,35,375,15.968717795610427,250.0
-1.1175870895385742e-09,1.5781880088150502,-0.0013407258316874503,368640,138.5,0.0027833485114030056,25.0,327.55,0.04768931659229732,0.0051462215997389645,0.19619140625,36,376,15.96870589852333,275.0
1.4528632164001465e-08,1.6200387470424176,-0.0008006584452232346,378880,117.0,0.0028883158377652762,25.0,317.94,0.05106827590851278,0.0072867603605118346,0.2078369140625,37,377,15.968717575073242,225.0
1.1548399925231934e-08,1.6898555316030979,-0.0009656903086579405,389120,112.75,0.0034939740747518045,0.0,315.66,0.04985602620229931,0.006220682858833015,0.2425048828125,38,377,15.968717300891877,227.5000000000002
2.9802322387695314e-09,1.663172749429941,-0.0006561238029462402,399360,119.75,0.00298666544073285,0.0,318.0,0.05046515616929757,0.007117916231800336,0.212744140625,39,377,15.968717437982558,225.0
5.215406417846679e-09,1.696941715478897,-0.0012162925209850072,409600,131.25,0.0033492034825854944,22.500000000000007,321.67,0.05603874914925847,0.009046895326900995,0.2611083984375,40,378,15.968717765808105,252.50000000000023
-2.123415470123291e-08,1.651477649062872,-0.0013151325329090469,419840,152.25,0.0026918551329686126,25.0,329.17,0.05315575109611368,0.010905344833736308,0.2162109375,41,379,15.968717855215072,277.5000000000002
1.4901161193847657e-09,1.6631281457841396,-0.0006580164408660494,430080,155.5,0.003254827291902984,47.50000000000001,333.13,0.05136027322294108,0.007925418954982888,0.2153076171875,42,380,15.968717527389526,277.5000000000002
-1.2665987014770507e-08,1.6654562570154667,-0.0010468385975400452,440320,146.75,0.002685076624635485,25.0,333.18,0.052950911238746026,0.007085089553766011,0.207373046875,43,380,15.968717801570893,277.5000000000002
-3.241002559661865e-08,1.600951936095953,-0.0018490270522306673,450560,130.0,0.0030489199134763113,25.0,329.51,0.050680348690977886,0.007021557844745984,0.2619384765625,44,380,15.968715685606004,252.50000000000023
-5.960464477539063e-09,1.5791625283658504,-0.0013739095375058241,460800,141.25,0.002959479948003718,25.0,333.14,0.05350392834774394,0.008828794585861032,0.225732421875,45,380,15.96871750354767,277.5000000000002
-1.4901161193847657e-09,1.5712742276489735,-0.0009106798890570645,471040,136.0,0.0034807918521551073,47.50000000000001,336.09,0.05349257371760328,0.007586036245993455,0.2507568359375,46,381,15.968717622756959,250.0
9.313225746154785e-09,1.5909157134592533,-0.002281500291064731,481280,162.0,0.0036383109165683434,47.50000000000001,342.13,0.05268554077755867,0.008625572199207454,0.2885986328125,47,380,15.968716847896577,380.00000000000045
-1.4901161193847656e-08,1.6386005297303199,-0.0012939565673150354,491520,171.0,0.0032486976080633666,25.0,350.38,0.053143079971721366,0.010007277890326804,0.2390380859375,48,380,15.968717551231384,400.0
-1.2293457984924316e-08,1.6797244496643544,-0.0015553833443846087,501760,189.25,0.002586761477482469,50.0,349.59,0.0535523526358868,0.011724344216054306,0.2069580078125,49,380,15.968717885017394,402.5000000000002
1.3783574104309083e-08,1.68358142003417,-0.0019350928079802543,512000,202.25,0.0031121298909283722,50.0,352.83,0.05435847573958221,0.011409576994628879,0.2349853515625,50,380,15.968717753887177,400.0
8.195638656616212e-09,1.715801077336073,-0.0012743339095322881,522240,219.0,0.00297352915981719,75.0,355.54,0.05775310797233081,0.013064500290784053,0.218408203125,51,380,15.968717855215072,377.5000000000002
1.5273690223693846e-08,1.7425027839839458,-0.001862277002510382,532480,189.5,0.003982269637481295,50.0,345.42,0.05285052586200025,0.007271852668782231,0.3116943359375,52,380,15.968717765808105,327.5000000000002
-2.6077032089233397e-09,1.7240250378847122,-0.00124660888541257,542720,184.0,0.003068527664748899,50.0,339.66,0.05505377308296537,0.01035850085754646,0.239013671875,53,379,15.968717873096466,350.0
-8.195638656616212e-09,1.7211501121520996,-0.0011907760392205092,552960,173.75,0.0027432894110120285,50.0,335.48,0.05154707880104544,0.009768179499519646,0.21318359375,54,378,15.968716281652451,382.5000000000007
-7.450580596923828e-09,1.7011331275105477,-0.001472406347966171,563200,157.25,0.0031882563822819066,25.0,329.04,0.04854068147516896,0.005438198307864184,0.2514404296875,55,377,15.968705797195435,380.00000000000045
4.8428773880004884e-09,1.655631199479103,-0.0011494471997139043,573440,134.25,0.004002080361834715,22.500000000000007,326.81,0.04887719433155316,0.005847577896565781,0.2472412109375,56,377,15.968717193603515,330.0000000000004
-8.568167686462402e-09,1.568194033205509,-0.0009211119500832865,583680,83.25,0.0038561223139481626,0.0,309.55,0.0449383283617634,0.0041300447403428645,0.2587158203125,57,377,15.968703699111938,175.0
-1.4901161193847656e-08,1.6020573951303958,-0.0011027027383534004,593920,69.5,0.0035021816744688294,0.0,303.76,0.04810556371119912,0.003857882671636048,0.26787109375,58,377,15.968701201677323,125.0
2.6077032089233397e-09,1.6316047362983226,-0.0010841010109288618,604160,55.5,0.003696582250222491,0.0,300.16,0.04717652659502669,0.004990653347816476,0.260400390625,59,377,15.968694657087326,102.50000000000021
3.725290298461914e-09,1.6559291668236256,-0.0009830967926973244,614400,91.75,0.0025475352510852646,0.0,309.61,0.051804820679937434,0.008909719919239478,0.1955322265625,60,376,15.968716371059418,200.0
-1.1548399925231934e-08,1.7291187696158885,-0.0015233730951877077,624640,128.25,0.003714087733493443,0.0,322.83,0.05567316685682039,0.009302950402343413,0.2780029296875,61,374,15.968717795610427,302.5000000000002
-6.7055225372314455e-09,1.7405508123338223,-0.0013268092952785082,634880,165.0,0.0032342229113169196,22.500000000000007,333.94,0.05522277485125372,0.009437589802246293,0.2423828125,62,374,15.96871725320816,325.0
3.3527612686157227e-09,1.7596247874200344,-0.0009945498608431081,645120,186.75,0.0031645543482682116,25.0,343.25,0.058116786815581634,0.011331571197661105,0.25419921875,63,374,15.96871789097786,400.0
-1.1175870895385742e-08,1.7679322436451912,-0.001529136727185687,655360,184.0,0.0030064643467028417,25.0,343.86,0.05410030462024533,0.009568786185809586,0.2466064453125,64,374,15.968717575073242,377.5000000000002
1.0430812835693359e-08,1.7550099045038223,-0.001799051815760322,665600,175.75,0.0032893653041810465,25.0,342.33,0.05376514606988229,0.008707303275423328,0.2478271484375,65,372,15.96871754527092,400.0
7.450580596923829e-10,1.7526598893105985,-0.0015078254822583404,675840,158.5,0.003371689016557866,47.50000000000001,336.99,0.05607232265270458,0.009173321835532988,0.2779541015625,66,369,15.968717569112778,302.5000000000002
0.0,1.7291278697550296,-0.0016721693060389952,686080,170.0,0.0025749953475042277,50.0,338.0,0.055521960972789317,0.011101857862377074,0.2047607421875,67,367,15.968717843294144,325.0
7.078051567077636e-09,1.6649530716240406,-0.0016316550307237776,696320,164.5,0.003446715793063504,50.0,341.73,0.05297899071689771,0.008810373917458491,0.250146484375,68,364,15.968717527389526,300.0
3.3527612686157227e-09,1.5864562578499317,-0.0013905487354350043,706560,177.0,0.0024710880550173897,50.0,345.85,0.052449015118525254,0.011159936701733385,0.185986328125,69,362,15.968717670440673,300.0
-7.078051567077636e-09,1.591489989310503,-0.0010548408736212878,716800,183.0,0.0026425737763588588,75.0,349.26,0.05041992305757399,0.01193270599724201,0.1901611328125,70,360,15.968717938661575,277.5000000000002
9.313225746154785e-09,1.5984122700989247,-0.00167574420265737,727040,195.25,0.002793469466962506,75.0,354.76,0.05080520403606649,0.012152617178799119,0.2,71,357,15.968717694282532,325.0
-1.9371509552001954e-08,1.521295440196991,-0.001424826989750727,737280,198.5,0.0024815561502691706,100.0,351.93,0.049959812600459806,0.011148602282628418,0.1974609375,72,356,15.968717670440673,302.5000000000002
1.1548399925231934e-08,1.4978268399834633,-0.0011107090394943953,747520,214.25,0.003051502088851521,100.0,358.45,0.04918688740299489,0.011367338219861267,0.1979736328125,73,353,15.968717724084854,325.0
2.6077032089233397e-09,1.6836811996996404,-0.0007284635328687727,757760,220.0,0.002767439338879285,100.0,356.65,0.05585790188283811,0.01285784564242931,0.2184814453125,74,352,15.968717747926712,375.0
-2.9802322387695314e-09,1.6972493886947633,-0.0015775459018186667,768000,244.75,0.0028710495098493993,75.0,360.36,0.052994802507657125,0.011392338272708002,0.2262451171875,75,350,15.968717795610427,527.5000000000002
7.450580596923828e-09,1.6890051245689393,-0.0010744440041889902,778240,226.25,0.0027197681163556807,50.0,351.48,0.05307217576665206,0.010016607778743492,0.2206298828125,76,348,15.968717682361603,477.5000000000002
2.3096799850463868e-08,1.6994139850139618,-0.001402135299576912,788480,216.0,0.0023642871107654173,50.0,348.7,0.05418765364721838,0.01217352723615477,0.1784912109375,77,346,15.968717813491821,452.50000000000017
2.3469328880310058e-08,1.6591292291879653,-0.002055499126072391,798720,214.75,0.0027495728250244156,47.50000000000001,354.56,0.051935269308459917,0.01034245873124746,0.2282958984375,78,344,15.968717724084854,430.0000000000004
-1.825392246246338e-08,1.6866646878421307,-0.0015424822151544504,808960,182.0,0.0035868050502017466,25.0,350.1,0.0511798942948985,0.008149902649347496,0.259423828125,79,343,15.968717688322068,352.5000000000002
-5.215406417846679e-09,1.6866096988320352,-0.0016166543638973963,819200,141.25,0.0040911951814791795,0.0,333.03,0.04569570039503954,0.0043658489579740944,0.3168701171875,80,342,15.968713331222535,302.5000000000002
1.899898052215576e-08,1.6132856838405132,-0.0010555956134339795,829440,92.75,0.002873786839575132,0.0,313.01,0.0485721851599554,0.0051344529976177,0.2322021484375,81,341,15.968717163801193,180.00000000000045
4.097819328308106e-09,1.5938142627477645,-0.0011561041297682094,839680,66.5,0.003655920969140425,0.0,300.51,0.04653562551928891,0.004116125488258149,0.2744384765625,82,339,15.968713176250457,102.50000000000021
-2.6077032089233397e-09,1.5979853965342046,-0.0011070537359046285,849920,77.25,0.0033278503492056187,0.0,307.63,0.048846151603419916,0.004662846813164379,0.267578125,83,338,15.968711149692535,150.0
-9.685754776000977e-09,1.6516080424189568,-0.0007357389009484905,860160,69.5,0.0035153265223812013,0.0,305.66,0.05056675875369308,0.004629329595127274,0.263232421875,84,337,15.968716895580291,150.0
-1.601874828338623e-08,1.5986274555325508,-0.0019981439309049165,870400,67.25,0.0035827786520599147,0.0,305.59,0.0476844763154234,0.0032944534854973282,0.304736328125,85,336,15.9685213804245,150.0
2.9802322387695314e-09,1.5620919965207576,-0.0012418138427165103,880640,50.25,0.004152815274471778,0.0,298.37,0.046020227004303096,0.0023253187174079983,0.3275634765625,86,334,15.96848896741867,100.0
1.3411045074462891e-08,1.5692851476371288,-0.0009929712119628674,890880,38.25,0.003418610102301045,0.0,292.94,0.04706781105296045,0.0029866323186581666,0.242529296875,87,333,15.968647050857545,100.0
-1.862645149230957e-08,1.6169675454497336,-0.0015815608445336692,901120,34.0,0.005711471258405254,0.0,292.79,0.043903798503565114,0.002629428501715436,0.368212890625,88,332,15.968677639961243,77.50000000000021
-2.6077032089233397e-09,1.6449069194495678,-0.0014400219177332473,911360,35.5,0.00350346537184123,0.0,292.68,0.04639926823732817,0.0025776958994584874,0.270068359375,89,331,15.968659549951553,100.0
-2.6077032089233397e-09,1.6025321356952191,-0.0013954278827441157,921600,39.0,0.003441203061311171,0.0,294.07,0.04656347904962823,0.0034743086619045014,0.2714111328125,90,330,15.968696850538254,100.0
8.568167686462402e-09,1.585902602225542,-0.0010692604804717122,931840,40.75,0.005575816056307303,0.0,295.51,0.045581101368457735,0.0031539952277082504,0.3545166015625,91,329,15.968629324436188,100.0
1.4901161193847657e-09,1.6179509595036508,-0.0009331670351457432,942080,44.5,0.004252653756429936,0.0,297.58,0.046610482427912915,0.0034709995614921494,0.318212890625,92,328,15.96860516667366,100.0
-1.862645149230957e-09,1.5324698567390442,-0.0013569760487371241,952320,42.0,0.0037089807053234834,0.0,293.63,0.04273046123773512,0.0025962069423457025,0.2874755859375,93,327,15.968709886074066,75.0
-1.601874828338623e-08,1.5898807644844055,-0.0012593813429703006,962560,44.75,0.0032875554730878776,0.0,292.07,0.045232714919257413,0.0035218830160980374,0.2533935546875,94,325,15.968702614307404,77.50000000000021
6.7055225372314455e-09,1.5591871321201325,-0.000996852762909839,972800,45.25,0.003849214009710522,0.0,290.26,0.0441806418635732,0.003256687755449894,0.2740234375,95,324,15.968637156486512,100.0
2.2351741790771484e-09,1.5938236266374588,-0.0008276832340925466,983040,57.0,0.0031845523931224307,0.0,292.41,0.043857599836257095,0.00461767119430192,0.2049072265625,96,323,15.968715453147889,100.0
-4.8428773880004884e-09,1.6535912901163101,-0.0009907130284773301,993280,62.0,0.003495102490580848,0.0,297.11,0.04790400654764403,0.004652775851170077,0.2709228515625,97,322,15.968716359138488,125.0
1.0430812835693359e-08,1.6395309314131736,-0.0013656597799126756,1003520,88.0,0.0026211886174223762,0.0,304.26,0.05070409452421214,0.007602750260411994,0.207568359375,98,321,15.968717712163926,175.0
-1.3783574104309083e-08,1.5741625033318996,-0.0011160250585817266,1013760,120.5,0.0030841376891658,22.500000000000007,320.21,0.05882417450280906,0.00997405445386903,0.256591796875,99,320,15.968717730045318,225.0
-1.3783574104309083e-08,1.5756171360611915,-0.0010422994353575632,1024000,141.0,0.0026300827161776395,25.0,324.95,0.05401795454579343,0.007838097994135752,0.23369140625,100,319,15.968717616796493,252.50000000000023
-7.450580596923829e-10,1.632351204007864,-0.001322783018258633,1034240,156.5,0.0035361462647756524,25.0,331.11,0.054930313357259564,0.009421670918254677,0.2572998046875,101,318,15.96871771812439,277.5000000000002
-2.9802322387695314e-09,1.6523936443030833,-0.001037537690353929,1044480,175.5,0.002511684930084357,50.0,337.13,0.055682833157566926,0.011932844677357935,0.2103271484375,102,317,15.968717831373215,350.0
2.0116567611694337e-08,1.6033425413072109,-0.0012374727844871813,1054720,177.0,0.002972933700164049,50.0,339.8,0.05618386522453448,0.009445818709173182,0.2369140625,103,317,15.968717610836029,327.5000000000002
-1.4901161193847657e-09,1.5872233644127847,-0.0007434065439156257,1064960,176.5,0.002399296004881535,25.0,338.15,0.05028978560229068,0.006559054200897663,0.198974609375,104,316,15.968717533349992,430.0000000000004
7.078051567077636e-09,1.6088768906891346,-0.0016039497008023319,1075200,133.25,0.002704998375907053,0.0,324.12,0.05056386793681733,0.006398478552091547,0.2639892578125,105,315,15.96871775984764,277.5000000000002
-6.332993507385254e-09,1.6196915425360203,-0.0014025938689883333,1085440,126.5,0.00265505196207414,0.0,320.82,0.05579437285591643,0.008752100227866322,0.248828125,106,314,15.968717533349992,252.50000000000023
-1.0430812835693359e-08,1.5728174410760403,-0.0015791745790920686,1095680,128.25,0.0023955272666739804,25.0,326.0,0.0540938511902473,0.008347710933594498,0.233447265625,107,313,15.968717765808105,250.0
8.940696716308593e-09,1.5584121152758599,-0.000730538849165896,1105920,148.25,0.002291138541133364,25.0,332.7,0.050280313303524005,0.007797706259225379,0.1867919921875,108,313,15.96871766448021,275.0
4.470348358154297e-09,1.5826688721776008,-0.0011163413862959714,1116160,160.0,0.0030788086761276644,25.0,336.41,0.05232147567191812,0.009767464839296736,0.235546875,109,312,15.968717604875565,327.5000000000002
-1.1548399925231934e-08,1.6213011555373669,-0.0010618396110658069,1126400,162.5,0.002367771888901871,25.0,335.05,0.056154821320229385,0.010230721184234426,0.18896484375,110,311,15.968717753887177,275.0
