PMM:episode_rewards,policy_loss,explained_variance,advantage_norm,grad_norm,episode_length,policy_entropy,value_loss,epoch_idx,fps,P09:episode_rewards,frames,P01:episode_rewards
1.89,0.0009132663859054446,0.945214262008667,0.7762927612662316,0.18515296369701176,200.75,1.3538251268863677,0.004769528386241291,40,212,5.0,320000,0.0
1.94,-0.0028310341108590364,0.8589226073026657,0.9448749060928822,0.24994370813955746,200.09,1.3791510832309724,0.008144518089247868,41,212,6.0,328000,0.0
1.85,-0.0007409436296438799,0.8473579663038254,1.0924510383605956,0.27309609611824087,197.6,1.3690009653568267,0.008842340632691048,42,213,5.0,336000,0.0
2.0,-0.0004539871382439742,0.9589981234073639,0.7110527849197388,0.1755139298914513,199.33,1.349026449918747,0.004117837593657896,43,212,5.1000000000000085,344000,0.0
2.48,-0.003306346746685449,0.9413622027635574,0.8772991335391999,0.2235393216746463,220.52,1.357979406118393,0.005971979732858017,44,213,6.0,352000,0.0
2.54,-0.00174748778634239,0.9478173243999481,0.8677727121114731,0.22767857214231416,224.52,1.36001531124115,0.006237242225033697,45,213,6.0,360000,0.0
2.1,-0.00023841004251153207,0.9490791940689087,0.8064399647712708,0.19543229996772635,212.02,1.3574895000457763,0.005133723457111046,46,213,5.0,368000,0.0
1.99,-0.0011847339529776945,0.9283931040763855,0.8614124532043934,0.21219526498971597,204.39,1.3448124825954437,0.005847511204192415,47,214,5.0,376000,0.0
2.19,0.0014290776727284538,0.9178618848323822,0.8577501848340034,0.2390590031000887,207.79,1.36031329870224,0.007821346788550726,48,214,7.1000000000000085,384000,0.0
2.42,-0.0056482444066205065,0.7967309528589248,1.3469119468331336,0.372573249920555,216.41,1.3659991097450257,0.015647595871705562,49,214,7.0,392000,0.0
2.17,-0.0016555356088792906,0.9098786425590515,1.0090386286377906,0.23835982878398534,209.44,1.3486764597892762,0.008140490337682422,50,214,5.0,400000,0.0
2.14,-0.0003519710795080755,0.9194527262449265,0.9770222193002701,0.24409574876883064,207.15,1.3598747837543488,0.00744636586168781,51,214,5.1000000000000085,408000,0.0
2.21,-0.0019549826462753116,0.7739396303892135,1.1645425102114677,0.2688121051454609,208.56,1.3556064248085022,0.00995461389538832,52,214,6.0,416000,0.0
1.79,0.000894805315474514,0.8175304198265075,1.2163338920474052,0.29490420634686937,193.32,1.3497825539112092,0.010702475642901846,53,215,4.0,424000,0.0
1.87,-0.00040922975429566574,0.8339994430541993,1.166453246176243,0.2747877371429082,195.71,1.3425055456161499,0.009998900978825987,54,215,4.0,432000,0.0
2.07,0.00023970741836819797,0.8726025068759918,1.2125997149944305,0.30023744437559835,205.27,1.3365253126621246,0.010629327697679401,55,215,5.0,440000,0.0
2.6,-0.001369112801658048,0.9003591799736023,1.015215372145176,0.23847751297792527,224.72,1.3365003526210786,0.007785033833351917,56,215,6.1000000000000085,448000,0.0
2.7,-0.0025789667112985624,0.8084503561258316,1.3064776647090912,0.322126980911829,229.42,1.3525386548042297,0.01224473926529754,57,215,6.200000000000017,456000,0.0
2.57,-0.0005475528171518817,0.8502966970205307,1.1829872766137124,0.28190096049646973,222.44,1.3622776663303375,0.010036402897676454,58,215,6.200000000000017,464000,0.0
2.16,-0.0014173066725197713,0.8863547080755234,1.0364281034469605,0.24917916617071764,209.92,1.3553512334823608,0.008133566464530305,59,215,5.0,472000,0.0
2.47,-0.0018194213272727212,0.8421802401542664,1.2805486929416656,0.30265224252679723,220.93,1.347944884300232,0.011481486848788336,60,215,5.0,480000,0.0
2.41,-0.0008093255013227463,0.9085764640569687,1.1067654117941856,0.2916954145318084,221.08,1.3320908319950104,0.00885223928373307,61,215,5.0,488000,0.0
2.64,-0.002532015264223446,0.8797452396154404,1.2477503848075866,0.3053144297665012,232.28,1.3270963394641877,0.011136294631287456,62,215,5.1000000000000085,496000,0.0
2.67,-0.002673288443183992,0.8952662938833237,1.145887322127819,0.2649449023891285,233.43,1.3361223351955414,0.009589601290645077,63,215,5.1000000000000085,504000,0.0
2.47,-0.0008447145341779106,0.862485584616661,1.245634241104126,0.30312877307793296,225.63,1.3378587460517883,0.01080751493340358,64,216,5.0,512000,0.0
2.13,-0.0008886499353684485,0.9250237387418747,0.9124336782097816,0.22347161741622465,212.77,1.3251310467720032,0.0060715077561326325,65,216,5.0,520000,0.0
2.08,-0.0009120365069247783,0.9416895085573196,0.8372514098882675,0.19899548229797,208.56,1.330309865474701,0.005476301552844234,66,216,5.0,528000,0.0
2.02,-0.0037230643124712515,0.8902210116386413,1.1978965920209885,0.31108403076920543,204.13,1.3358447301387786,0.010422504039015621,67,216,5.0,536000,0.0
2.27,-0.002151077608577907,0.8587278211116791,1.2959505268931388,0.32802759479658755,215.71,1.3155809402465821,0.012265543014509604,68,216,5.0,544000,0.0
2.5,-0.002591674016221077,0.9223116248846054,1.0611726745963097,0.2717729239615072,221.31,1.311097662448883,0.007767279397230595,69,215,5.0,552000,0.0
2.88,0.0007821990485535935,0.9183403724431991,1.0133016443252563,0.25344419854488276,235.33,1.3232684695720673,0.007358328269328922,70,215,6.0,560000,0.0
2.84,-0.0009909628733294085,0.9374900352954865,0.9643173924088478,0.2402021760315307,233.62,1.3292276000976562,0.006632388989673927,71,216,6.1000000000000085,568000,0.0
3.02,-0.0007663768598285969,0.8915531241893768,1.1908786928653716,0.31258255378465166,236.96,1.3054641795158386,0.009851411394774913,72,216,8.0,576000,0.0
2.92,-0.002049897595861694,0.9001213157176972,1.1257496950030328,0.27384795958095626,231.6,1.3319534420967103,0.009038216158514842,73,215,8.0,584000,0.0
3.09,-0.0009617627928673755,0.9542257457971572,0.7835762223601341,0.18636185797657634,238.1,1.3220345652103425,0.004395323920762167,74,216,9.0,592000,0.0
3.06,-0.0027694871823769063,0.8555451875925064,1.3538458466529846,0.3393318893743975,237.65,1.3075534653663636,0.012985411558765918,75,216,9.0,600000,0.0
3.36,-0.001797421226510778,0.8758147156238556,1.167098917365074,0.3157902598711489,248.11,1.3156355762481688,0.00945140382507816,76,216,9.0,608000,0.0
3.13,-0.0015256769031111617,0.8493835389614105,1.2153306192159652,0.2976011256830234,238.2,1.3224687242507935,0.010357192960800603,77,216,6.0,616000,0.0
3.06,-0.003948683896160219,0.8950262498855591,1.150419076681137,0.3095171474139713,233.06,1.3033068180084229,0.00927753459662199,78,216,6.200000000000017,624000,0.0
2.92,-0.0018685006786836311,0.9029697227478027,1.1432539641857147,0.2791110143840896,231.08,1.302021086215973,0.008999667362077161,79,216,6.1000000000000085,632000,0.0
2.9,-0.0020809505165379962,0.8531609219312668,1.2576813757419587,0.3405599608616553,233.5,1.2873989391326903,0.010866494155488909,80,216,6.1000000000000085,640000,0.0
2.77,-0.0007385235422407277,0.9042091846466065,1.125296552181244,0.2969133160856029,230.7,1.305063806772232,0.009106829102383926,81,216,6.0,648000,0.0
3.04,-0.0028457279282156378,0.9327914834022522,1.0098098394274713,0.2611215693818532,235.68,1.3124662148952484,0.007100914156762883,82,216,7.1000000000000085,656000,0.0
3.65,-0.0015099969052243978,0.896589161157608,1.1345540130138396,0.3145617020560667,255.11,1.3072017240524292,0.009325401341775431,83,217,9.100000000000009,664000,0.0
3.78,-0.0017018842784455046,0.9059915453195572,1.1808962267637253,0.33827513544271104,260.03,1.3233135414123536,0.009684239375637844,84,217,10.0,672000,0.0
4.15,-0.0025909100961871447,0.8810201305150985,1.338761457800865,0.3607442825915952,272.65,1.2901113069057464,0.012455047566909343,85,217,10.0,680000,0.0
3.92,-0.005046851467559463,0.8876309424638749,1.3146581500768661,0.35328665639257895,266.71,1.2856982362270355,0.011933501113671809,86,217,9.0,688000,0.0
4.09,-0.0010868028333061374,0.8928449493646622,1.2905271363258362,0.3313457353037088,272.0,1.290792819261551,0.011214483878575265,87,217,9.0,696000,1.0
4.08,-0.003015979632618837,0.8659363877773285,1.35113276720047,0.36982758450433806,274.39,1.298056560754776,0.012336452347226442,88,217,8.0,704000,0.0
4.14,-0.0027003079422865993,0.8728112071752548,1.3015733736753463,0.3475111190880577,268.87,1.311516764163971,0.01131507684942335,89,217,9.0,712000,0.0
3.95,-0.0019356273597804828,0.8941751551628113,1.2291326081752778,0.32603098206236575,259.52,1.3022127091884612,0.010360099896788598,90,218,9.0,720000,0.9000000000000004
4.14,-0.006211194519419223,0.8423806309700013,1.366685921549797,0.3464847394495212,265.54,1.276694186925888,0.012533881589770318,91,218,9.0,728000,1.0
4.34,-0.002002191946230596,0.8226501482725144,1.4963239026069641,0.43216993675775967,272.91,1.2810454964637756,0.01542915370548144,92,218,9.0,736000,1.0
4.57,-0.0014288241072790697,0.8690787476301193,1.413229736685753,0.34470490136643184,280.59,1.2808988225460052,0.0131633480777964,93,218,9.0,744000,1.0
4.71,-0.005153297185897827,0.8085958647727967,1.5743889075517654,0.4949356186790198,287.82,1.247098875939846,0.01984059657668695,94,218,9.0,752000,1.0
5.0,-0.004523323369212449,0.818223022222519,1.5574695593118668,0.4430178738982489,298.55,1.229176886677742,0.016956686372868717,95,218,9.0,760000,1.0
5.18,-0.00039240335987415163,0.8081028056144715,1.5869089925289155,0.4250902038653962,300.64,1.2641730201244354,0.01669213374145329,96,217,10.0,768000,1.0
5.48,-0.005515552447468508,0.8331229621171952,1.5011728113889695,0.41166682051059683,309.26,1.2468232321739197,0.015012527466751635,97,218,11.0,776000,1.9000000000000004
5.65,-0.00513832970362273,0.8433780544996261,1.4176932334899903,0.39128859039777614,304.61,1.2499933755397796,0.013492378899827599,98,218,11.0,784000,1.0
5.82,-0.0026808885103673675,0.8749312740564347,1.4285936444997787,0.39512027261090454,307.94,1.2274682557582854,0.013739769672974944,99,218,11.0,792000,1.0
6.2,-0.00506104211366619,0.8233391207456588,1.580101923942566,0.4258616705114298,321.2,1.21544783949852,0.016757675786502658,100,218,11.0,800000,1.0
6.04,-0.0021652254491345956,0.8071332252025605,1.5925725269317628,0.4306443384593158,312.51,1.228843823671341,0.017068055709823966,101,218,12.100000000000009,808000,1.0
6.55,-0.0019800380861852316,0.8428388816118241,1.3766821295022964,0.35808349896922137,331.69,1.262769136428833,0.012939617417287082,102,217,12.0,816000,2.0
6.75,-0.001887519427255029,0.8608150428533554,1.4001077944040299,0.36551094170057197,339.38,1.2647069382667542,0.013211572160944342,103,217,12.0,824000,2.0
6.43,-0.0018390684318728744,0.8528814661502838,1.3056380236148835,0.34829671667766493,326.58,1.273990103006363,0.01148952349787578,104,217,12.0,832000,1.0
6.44,-0.0011727697076275945,0.8432195138931274,1.506096974015236,0.4040154901341193,329.05,1.2583016216754914,0.015165847302414477,105,217,12.0,840000,1.9000000000000004
6.63,-0.0022863847808912395,0.8181626969575881,1.5518787413835526,0.42019743958284694,327.82,1.25697234749794,0.016110992240719497,106,216,12.0,848000,1.0
6.25,-0.006925630319747142,0.8431950330734252,1.4891410475969316,0.42158127778256654,321.65,1.2691309332847596,0.014846074858214707,107,217,11.100000000000009,856000,1.0
6.16,-0.002840765927976463,0.8510247296094895,1.4409659063816072,0.3761407020735072,322.93,1.2559003841876983,0.013847566666081548,108,217,12.0,864000,1.0
6.24,-0.003189623186335666,0.8255235028266906,1.5254535228013992,0.4078687528605969,317.48,1.2539095723628997,0.015366858504712581,109,217,13.0,872000,1.0
5.88,-0.003937188503332436,0.812888172864914,1.5344442588090896,0.4264016424536669,316.2,1.2480461049079894,0.015511413803324103,110,217,12.0,880000,1.0
5.82,-0.003748582285770681,0.8192366576194763,1.6099531698226928,0.44532913259509077,306.52,1.2366580986976623,0.017378006181679666,111,217,12.0,888000,1.0
6.95,-0.004569730327348225,0.8179751777648926,1.546798313856125,0.4180506911134706,335.08,1.2239183843135835,0.016017200066708027,112,217,13.0,896000,2.0
7.38,-0.000885512294844375,0.8341375094652176,1.4449720525741576,0.3799581359663982,346.27,1.2171222001314164,0.01394293548539281,113,217,13.0,904000,2.0
7.32,-0.007105653285543667,0.840409026145935,1.5025052756071091,0.4597681832934065,345.01,1.2136039501428604,0.015534045523963869,114,218,13.0,912000,3.0
7.59,-0.005094416758511216,0.8272405201196671,1.5118346291780471,0.3955888167448549,353.85,1.232462524175644,0.015410055061802269,115,218,13.100000000000009,920000,3.0
7.25,-0.004518150422954932,0.8202569615840912,1.5739153164625168,0.4409525243211852,349.68,1.2236149966716767,0.01637762479716912,116,218,13.100000000000009,928000,2.9000000000000004
6.8,-0.0035836521233431995,0.7870214730501175,1.7318449991941451,0.5059805000928137,339.79,1.1967933285236358,0.019910568119958044,117,218,13.0,936000,3.0
7.14,-0.0029761739989044144,0.8514845603704453,1.569439108967781,0.43293929078211846,347.22,1.2126303124427795,0.01641661536647007,118,218,13.0,944000,2.0
7.1,-0.00336676032806281,0.8118734407424927,1.5605850368738174,0.43002932719602677,351.62,1.2270312821865081,0.01609919363167137,119,218,13.100000000000009,952000,2.9000000000000004
7.39,-0.0035172468388918786,0.7938540077209473,1.7436827212572097,0.45178542169781843,355.55,1.2142634558677674,0.02013639096170664,120,218,13.0,960000,3.0
7.73,-0.0027587328013032675,0.800657429099083,1.6376245760917663,0.45060008931677,368.85,1.1820828878879548,0.017860834002494812,121,218,13.0,968000,3.0
7.54,-0.006788917970843613,0.7603354370594024,1.7052056223154068,0.5022613854319424,369.65,1.2183737242221833,0.022204361124895513,122,218,13.0,976000,3.0
7.88,-0.008308138984430115,0.798544619679451,1.6903930056095122,0.48463101174426576,385.04,1.1690624809265138,0.01894370339345187,123,218,13.0,984000,3.0
8.0,-0.0052613604108410076,0.8176151442527771,1.5776959872245788,0.4291669843591611,389.39,1.1608578377962113,0.01660494179930538,124,218,13.0,992000,3.9000000000000004
8.31,-0.0015280098350194749,0.786152093410492,1.746870311498642,0.46961791776126716,399.48,1.1712176036834716,0.01983525444753468,125,218,13.0,1000000,3.0
8.57,-0.00852139321679715,0.7903174072504043,1.7458426767587663,0.4961797026669086,404.41,1.1799598813056946,0.0204920254368335,126,218,14.0,1008000,4.0
8.99,-0.013060257739853113,0.7482411301136017,1.7842362821102142,0.508870953807712,411.19,1.1391132229566574,0.02152428942732513,127,218,15.0,1016000,4.0
8.95,-0.001829104743374046,0.7878023481369019,1.7213766247034072,0.4685719988560746,406.09,1.1461383700370789,0.019874078594148158,128,218,15.0,1024000,4.0
9.09,-0.0017592612137377727,0.8556122666597367,1.488671936392784,0.39599157604203256,407.75,1.167532833814621,0.014739166838116944,129,218,14.100000000000009,1032000,4.0
9.13,-0.004516908033692744,0.789906252026558,1.6804606485366822,0.4501022739505304,404.72,1.183533914089203,0.0188575597666204,130,218,14.0,1040000,4.9
9.12,-0.004320578016631771,0.8234491986036301,1.5324291098117828,0.40254124611783654,407.97,1.1913339853286744,0.01569812881061807,131,219,14.0,1048000,5.0
9.1,-0.004554332502375473,0.8310799688100815,1.587098909020424,0.43455440927126526,406.6,1.1726620090007782,0.016670205420814453,132,219,13.100000000000009,1056000,5.0
9.39,-0.003622204671119107,0.8211625218391418,1.6281824684143067,0.44598271392553507,416.17,1.1922968482971192,0.01739992340095341,133,219,14.0,1064000,5.0
9.67,-0.005325201004743576,0.7912999379634857,1.7667593252658844,0.5276971251116422,424.14,1.1939435118436814,0.021117998068220914,134,219,14.0,1072000,4.9
9.82,-0.007153277590405196,0.7666472101211548,1.8222182714939117,0.4890845578626668,434.85,1.199372044801712,0.02184450111351907,135,219,14.0,1080000,4.9
9.43,-0.0032433606521226465,0.7635821866989135,1.814773634672165,0.539623716489104,428.66,1.1794588828086854,0.021470464002341032,136,219,14.0,1088000,4.9
9.51,-0.004491379810497164,0.7565028673410416,1.8441497945785523,0.5171751358602248,434.21,1.1669288384914398,0.02211839218623936,137,219,14.100000000000009,1096000,5.0
9.55,-0.00702934394357726,0.8087233120203018,1.6734268587827683,0.48982357404930615,430.68,1.157764961719513,0.018349632997997106,138,220,16.0,1104000,5.0
9.74,-9.581940481439233e-05,0.7813853079080582,1.73722433924675,0.4685470623180016,436.69,1.178560302257538,0.01986016853712499,139,220,16.0,1112000,5.0
9.87,-0.005535775574098806,0.806482897400856,1.7134232640266418,0.46195581630329824,437.44,1.192270963191986,0.019384996430017055,140,220,16.0,1120000,5.0
10.25,-0.006943465515971639,0.7911489510536194,1.6577762055397034,0.47626447274170547,440.59,1.178432184457779,0.01784135801717639,141,220,16.0,1128000,5.0
10.61,-0.006253478198923404,0.8044031727313995,1.730075579881668,0.4900225124923168,442.7,1.1591110110282898,0.01968249916564673,142,220,16.0,1136000,5.0
10.82,-0.00673233695444651,0.7638820880651473,1.7579676896333694,0.502308557194057,452.96,1.12206964969635,0.020392621592618523,143,220,16.0,1144000,6.0
11.39,-0.0016336714362842032,0.7403241086006165,1.817412052154541,0.48900594605726366,467.82,1.1400871360301972,0.02162689483258873,144,220,16.10000000000001,1152000,6.0
10.82,-0.003836593497544527,0.7889452683925628,1.7675002712011336,0.5303698546436454,454.45,1.126435239315033,0.020392573992721735,145,220,16.0,1160000,6.0
10.9,-0.0075857422535773366,0.7882311606407165,1.7115251433849334,0.4807032373482808,461.25,1.1678345251083373,0.018992979559116066,146,220,16.0,1168000,6.0
11.2,0.0003825911338208243,0.7640839719772339,1.82570747256279,0.48718837159315137,470.09,1.163220294713974,0.022042937432415782,147,220,16.0,1176000,6.9
11.02,-0.010156342923874035,0.7503801441192627,1.896621562242508,0.5502049770281783,477.97,1.1711554181575776,0.02398741110228002,148,221,16.10000000000001,1184000,7.0
10.9,-0.0035670064072473905,0.7937018835544586,1.7327194356918334,0.47368656707127166,476.02,1.1692557430267334,0.019816741771064697,149,220,16.0,1192000,7.0
10.7,-0.003531526865554042,0.7769426465034485,1.8172496354579926,0.49518654961405467,480.88,1.1466378116607665,0.021838964326307178,150,221,15.0,1200000,7.0
11.27,-0.006193712028034497,0.7796501970291138,1.8146946585178376,0.5058336949823108,499.23,1.1451167178153991,0.021704443651251494,151,221,16.10000000000001,1208000,7.0
11.5,-0.00970657454011871,0.6633731502294541,2.054466512799263,0.763371406834881,507.8,1.1100057172775268,0.032229300923645496,152,221,16.10000000000001,1216000,7.0
11.19,-0.0032434243112948024,0.7412398415803909,1.8098795378208161,0.482640821794125,499.61,1.1408267652988433,0.021528096590191125,153,221,17.10000000000001,1224000,6.0
11.45,-0.001030301526625408,0.745328813791275,1.9063171327114106,0.5621606025889327,502.58,1.1552694201469422,0.024043455724604427,154,221,18.0,1232000,6.0
11.74,-0.008671256318339147,0.7682445931434632,1.8436010122299193,0.5743977894796788,500.28,1.1529790878295898,0.02252350007649511,155,221,18.0,1240000,6.0
11.56,-0.010262739792233333,0.7849565654993057,1.9048648416996001,0.5593425511095643,486.15,1.1293134677410126,0.023751230873167516,156,221,18.0,1248000,6.0
11.52,-0.00678252064375556,0.7773316740989685,1.7789813113212585,0.4852175413967339,481.72,1.1217891693115234,0.020647842306643724,157,222,18.0,1256000,6.0
11.94,-0.008052539596974384,0.6838396430015564,2.015493766069412,0.6119670478435466,490.97,1.0274824762344361,0.02681198894046247,158,221,18.10000000000001,1264000,6.0
12.99,-0.01324163390789181,0.7044673150777817,2.0487348568439483,0.6117728846091048,514.57,1.0419979125261307,0.027486174553632736,159,221,21.0,1272000,6.0
13.52,-0.005473647732287645,0.7148821580410004,2.1073987448215483,0.6556718926363887,531.66,1.037350243330002,0.029306697859428823,160,222,21.10000000000001,1280000,6.0
13.45,-0.005677210086141713,0.7689373153448105,1.902664531469345,0.5458032809211922,534.28,1.044317246079445,0.023792222011834382,161,222,21.10000000000001,1288000,6.9
14.57,-0.005198862914112396,0.7508315187692642,1.8339324963092805,0.5028275590574918,557.47,1.077203922867775,0.02205355011858046,162,222,22.0,1296000,7.0
15.11,-0.004704984699492343,0.7732915163040162,1.810573855638504,0.50395613007776,569.98,1.1254659408330918,0.021646731635555624,163,222,23.10000000000001,1304000,7.0
14.63,-0.0024001036726258463,0.7846364027261734,1.8836643993854523,0.5241749034100613,561.69,1.1388285386562347,0.02300068276003003,164,222,23.10000000000001,1312000,7.0
14.12,-0.004999002752592787,0.7499113285541534,1.9754884827136994,0.5365078681250547,543.4,1.1479786121845246,0.025944187212735413,165,222,22.0,1320000,7.0
13.64,-0.007049274655873888,0.7703650015592575,1.8875296604633331,0.5499853267014427,527.51,1.1429053574800492,0.02326437192969024,166,222,21.10000000000001,1328000,7.0
13.49,-0.005185953367035836,0.7753626936674118,1.8657488584518434,0.49328588618848257,531.04,1.1415731477737427,0.022861295007169248,167,222,21.0,1336000,7.0
11.69,-0.008846801398503886,0.45669409990310667,1.9735938143730163,0.6609202921869131,486.15,1.0136514326184989,0.02710902550490573,168,222,19.0,1344000,6.0
10.38,-0.001141334407730028,0.7435677570104599,1.7758312484622,0.500106761733312,454.24,1.123786479830742,0.02070104606100358,169,222,17.10000000000001,1352000,4.0
10.96,-0.002832861382048577,0.7596901679039001,1.9219781744480133,0.549157346766888,465.43,1.1546091604232789,0.024074966018088163,170,222,19.0,1360000,4.0
10.53,-0.009601992334937677,0.7675737828016281,1.8810647559165954,0.5329338937448359,469.77,1.1257196164131165,0.02329395376611501,171,222,17.0,1368000,4.0
10.33,-0.008000100258504972,0.7561914563179016,1.8183972042798997,0.5678544798660529,464.58,1.0794906103610993,0.02157719584181905,172,223,15.100000000000009,1376000,4.0
10.77,-0.007143547569867224,0.7404741173982621,2.08975994348526,0.6395364017907714,475.51,1.104204254746437,0.029042329606600106,173,223,17.0,1384000,4.0
11.54,-0.010167830728387344,0.6538459599018097,1.9167389982938767,0.6019116480315521,491.94,1.0386700646579266,0.02470577131025493,174,223,17.10000000000001,1392000,4.9
