frames,episode_length,P01:episode_rewards,explained_variance,PMM:episode_rewards,policy_loss,value_loss,policy_entropy,fps,P09:episode_rewards,advantage_norm,epoch_idx,grad_norm
96000,200.37,0.0,0.8159055638313294,1.83,-0.002677833235647995,0.011300122444517911,1.354645117521286,194,5.0,1.256567804813385,12,0.3753120293662208
104000,196.4,0.0,0.7851572448015213,1.8,-0.006193777925509494,0.014060768755152822,1.3419264984130859,198,5.0,1.3348658058047294,13,0.4379079589017179
112000,212.05,0.0,0.8385197854042054,2.24,-0.003026930957857985,0.011976324613206088,1.3491267216205598,199,5.1000000000000085,1.3015274760127067,14,0.3616847272769938
120000,218.64,0.0,0.9124839681386948,2.35,-0.0018076929804919928,0.008137580383336172,1.3451792693138123,202,6.0,1.0667446210980416,15,0.3189047871104131
128000,222.26,0.0,0.9187492883205414,2.4,-0.0030546170310117304,0.008052370088989846,1.3471503615379334,203,6.0,1.0433480781316757,16,0.32046224101853227
136000,222.92,0.0,0.9223466318845749,2.43,-0.002705088480724953,0.008857774100615643,1.3450600588321686,205,6.0,1.1107883766293525,17,0.32482576181452044
144000,209.93,0.0,0.9540108478069306,2.09,-0.000911567626753822,0.005026185549795627,1.3472849547863006,207,5.0,0.8252303078770638,18,0.22928366445278064
152000,210.27,0.0,0.9406095105409622,2.17,-0.001562047137922491,0.005469472270051483,1.3442913210391998,208,5.0,0.8555095382034779,19,0.24377961222876124
160000,199.8,0.0,0.9435726255178452,1.87,-0.0006735379315796308,0.004669905036280397,1.352380894422531,210,5.0,0.7860973075032234,20,0.20894920206988515
168000,205.66,0.0,0.947768651843071,2.06,-0.00012469207464164357,0.005546406267094426,1.3600595498085022,211,5.0,0.8619035729765891,21,0.2287301042715567
176000,214.99,0.0,0.8375018000602722,2.42,-0.00015490693011088296,0.011843482222466263,1.3530003380775453,212,9.0,1.123810157775879,22,0.34384626721273576
184000,224.84,0.0,0.8751914429664612,2.65,-0.006722889002412557,0.00782544400455663,1.340553774833679,213,9.0,0.9180103932321072,23,0.28614055498756147
192000,220.25,0.0,0.9534332245588303,2.46,-0.0006475517628859961,0.0042945887910900635,1.3522020256519318,213,6.1000000000000085,0.7400884714722633,24,0.2075724678809884
200000,202.11,0.0,0.9165362340211868,1.91,-0.0011344307550461962,0.005926473659637849,1.3539856660366059,214,5.0,0.8744714604318142,25,0.22249338712271727
208000,196.87,0.0,0.9604440295696258,1.77,0.0002742568672692869,0.004514528025174514,1.3508643507957458,214,5.0,0.7334926494956017,26,0.2053680990729972
216000,187.64,0.0,0.9455440151691437,1.56,-0.0014869062014622614,0.004516161102510523,1.347514841556549,214,5.0,0.7127983969449997,27,0.1990562627575086
224000,184.13,0.0,0.9479237389564514,1.48,-0.001117244606357417,0.004195878480095417,1.3318838453292847,215,5.0,0.693725378960371,28,0.1868527414610497
232000,195.29,0.0,0.9736158215999603,1.71,-0.002125750971827074,0.003630507794150617,1.3319333279132843,215,5.0,0.6061182823777199,29,0.16610803206445732
240000,200.31,0.0,0.9810220843553543,1.86,-0.0001653160391288111,0.0019955365429632364,1.3398571979999543,216,5.0,0.488898736089468,30,0.13524223969396648
248000,196.29,0.0,0.9800212001800537,1.72,-0.0009581470491320942,0.002329069702827837,1.3407649028301238,216,5.0,0.5327367632091046,31,0.16043915140024417
256000,185.39,0.0,0.9253052061796189,1.41,-0.0015378842793143121,0.004290305942704436,1.3455060970783235,216,4.1000000000000085,0.7017283363640309,32,0.18929817207496055
264000,190.73,0.0,0.9524659442901612,1.56,-0.002019709416272235,0.0035725071519846097,1.3345721018314363,216,5.0,0.6324808506667614,33,0.15879178098575417
272000,198.5,0.0,0.9543612712621689,1.78,-0.0001450140924407606,0.002937402386596659,1.3516220843791962,217,5.0,0.5878113031387329,34,0.16637293354132368
280000,191.04,0.0,0.9689286208152771,1.6,-0.0008078269090037792,0.0033330181856581474,1.333291257619858,217,5.0,0.5841951265931129,35,0.15103976366924593
288000,205.26,0.0,0.9547361618280411,1.95,-0.000540600823587738,0.004508439707278739,1.344107608795166,217,5.0,0.7499761821329594,36,0.1962967603817784
296000,204.15,0.0,0.9691699457168579,2.03,-0.0010742730690981262,0.0034647237545868846,1.3273029816150665,217,5.1000000000000085,0.6285098457336425,37,0.1690422263081803
304000,202.67,0.0,0.958734005689621,2.02,-0.0004195087938569486,0.0038218099155346865,1.3531841945648193,218,5.0,0.6619891577959061,38,0.1688367640951615
312000,193.51,0.0,0.9456468415260315,1.75,-0.0012947834839724236,0.0049563652620418,1.3531370484828948,218,5.0,0.7430164887011051,39,0.195274811361993
320000,196.33,0.0,0.96098095536232,1.87,0.00032283626147545875,0.004687401069677435,1.3398296523094178,218,5.0,0.6782603614032269,40,0.1867386298599259
328000,196.82,0.0,0.9271168518066406,1.9,-0.00141161332028787,0.006315252907515969,1.3654367733001709,218,5.0,0.8403967589139938,41,0.21171974294606968
336000,203.15,0.0,0.8898530894517899,2.02,-0.0011928474763408304,0.00735460301861167,1.3722527194023133,218,5.0,0.9353717504441739,42,0.23112870315063033
344000,203.48,0.0,0.9299302065372467,2.07,-0.002028259312210139,0.006220449297688902,1.3637907814979553,217,5.1000000000000085,0.8434098741412163,43,0.21303225848479676
352000,212.68,0.0,0.9619326764345169,2.25,0.00027786987833678723,0.004198229518369772,1.3581093215942384,217,5.1000000000000085,0.6958840769529343,44,0.19026967147421295
360000,215.77,0.0,0.9469109147787094,2.25,-0.00033704874073009705,0.005625790587509982,1.3703985297679901,217,5.0,0.8645583435893058,45,0.2257687467407334
368000,210.78,0.0,0.9476286047697067,2.12,-0.0013099936689832247,0.0050991041248198594,1.356370860338211,218,5.0,0.7864309987425804,46,0.20953079485027964
376000,212.3,0.0,0.9738106119632721,2.21,-0.00033436473269830456,0.0033343836112180725,1.3566464602947235,218,5.0,0.629728273153305,47,0.1534693667227246
384000,216.59,0.0,0.9618342417478561,2.36,-0.0008856101790661341,0.0032708198268665,1.3600062084198,218,5.0,0.6101800601184368,48,0.16313965277475156
392000,218.08,0.0,0.957672393321991,2.43,-0.001354127628947026,0.004658549411979038,1.3634152579307557,217,6.200000000000017,0.7655391159653664,49,0.1971080801400987
400000,219.88,0.0,0.9727516824007034,2.42,-0.0013424401432712329,0.0028869000762642826,1.353000351190567,218,6.0,0.5751314599812031,50,0.14761626327676522
408000,216.99,0.0,0.9600421416759491,2.32,-0.0013140722786920379,0.003840135554783046,1.350505882501602,217,5.0,0.6653043632209301,51,0.1664969450009738
416000,196.22,0.0,0.9760247474908829,1.78,-0.00031490718538407236,0.0023252015942125583,1.360999186038971,218,5.0,0.5178295110166072,52,0.13807666883170744
424000,191.22,0.0,0.9557789355516434,1.68,-0.00014043569972272963,0.00400781747084693,1.36212681889534,218,5.0,0.6782538162171841,53,0.1587738574877951
432000,201.6,0.0,0.9145653378963471,1.99,-0.0008113919936295133,0.007229295639554038,1.3696970975399017,218,5.0,0.9417607063055038,54,0.2474040830834109
440000,206.87,0.0,0.9287643986940384,2.13,-0.0018673933431273327,0.006016792619193439,1.3425145971775054,219,5.0,0.8527958680689335,55,0.21788920363356415
448000,220.56,0.0,0.9367853593826294,2.47,-0.0004856060054589761,0.0056531276160967535,1.3572641444206237,218,6.0,0.8595646154880524,56,0.2151360708919338
456000,220.35,0.0,0.9785498046875,2.49,-0.0001531001324474346,0.002041111008875305,1.353222541809082,218,9.0,0.49207561776041986,57,0.12090060011231438
464000,219.63,0.0,0.9067275315523148,2.46,-0.003087976453025476,0.008141943768132478,1.366662884950638,219,9.0,1.047350796610117,58,0.2661994583005859
472000,215.72,0.0,0.924392301440239,2.37,0.00072821990630473,0.008203598642139695,1.3691864001750946,219,6.1000000000000085,1.0145047655701638,59,0.27611624933389484
480000,211.18,0.0,0.8844200819730759,2.26,-0.0011338728705595712,0.008266700102831237,1.3663484740257263,218,5.0,1.0774272289872169,60,0.2708258758071855
488000,211.62,0.0,0.9096082413196563,2.31,-0.00027840019640279934,0.008373303952394053,1.3626727199554443,218,4.1000000000000085,1.0499654361605644,61,0.2540446885070097
496000,204.75,0.0,0.9247744655609131,2.04,-0.00028650054737227036,0.006578052453114651,1.3657242679595947,218,5.0,0.9357404893636704,62,0.24334762484174338
504000,211.71,0.0,0.8517577570676803,2.17,-0.0033991674100616364,0.011899021834833547,1.352656878232956,219,5.0,1.2728381824493409,63,0.34119015403905023
512000,212.48,0.0,0.8696698915958404,2.22,-0.00010371211130404844,0.01065348695148714,1.345131322145462,219,5.0,1.2069461876153946,64,0.31059208823736545
520000,219.17,0.0,0.8628879308700561,2.44,-0.0015134559068246745,0.010957391322590411,1.3523132503032684,218,5.1000000000000085,1.2283397832512855,65,0.3535196111834177
528000,214.17,0.0,0.7938947933912277,2.36,-0.004155965431127697,0.01224213098641485,1.3075066196918488,218,6.0,1.3075828325748444,66,0.3440610552535282
536000,199.32,0.0,0.8545787489414215,1.95,0.0017109000353957527,0.010365814607357606,1.348500578403473,219,5.0,1.2123662242293358,67,0.3217587746688491
544000,206.11,0.0,0.9316672426462174,2.14,-0.002371621135098394,0.007759800821077079,1.3446350300312042,219,5.0,1.020213660299778,68,0.3026261072945886
552000,224.79,0.0,0.835809834599495,2.52,-0.003931103745708242,0.014126589649822562,1.3370946037769318,219,6.0,1.4301391738653182,69,0.3745623034662772
560000,213.26,0.0,0.853384907245636,2.25,-0.001583577346173115,0.010820177806308492,1.3368546533584595,219,5.1000000000000085,1.2274077850580216,70,0.315843457533471
568000,209.53,0.0,0.8115183627605438,2.12,-0.0023714936085161755,0.01102059896569699,1.3423624289035798,219,5.0,1.228758745789528,71,0.3326242541755158
576000,205.67,0.0,0.9435937386751175,2.07,-0.0001490313292015344,0.0057243696693331,1.3442980396747588,220,5.0,0.8898266857862472,72,0.2312222583279222
584000,232.92,0.0,0.8998868542909623,2.85,-0.0011452651902800425,0.008788306493661366,1.3422698676586151,220,7.0,1.098677880167961,73,0.2853413612056581
592000,236.69,0.0,0.9430114513635636,2.89,-0.00034029519993055145,0.0049410687951603905,1.3313197326660156,220,6.1000000000000085,0.8190647691488266,74,0.20518560726999244
600000,243.38,0.0,0.9314829307794571,3.05,-0.0009237621210195357,0.006345644014654681,1.343462768793106,220,8.0,0.9545835542678833,75,0.2346555451501252
608000,244.22,0.0,0.9010540014505386,3.05,-0.0014526625875441823,0.007983048014575616,1.345696715116501,220,8.0,1.0642861440777778,76,0.25859554968860504
616000,238.66,0.0,0.9024381846189499,3.0,-0.0008433455519843846,0.007952500620449427,1.3452362382411958,219,9.0,1.049683109521866,77,0.2535888837806567
624000,241.42,0.0,0.930330075621605,2.98,-0.0012660285175661557,0.007767602272215299,1.3374140286445617,219,7.1000000000000085,1.011306194961071,78,0.2789847980438849
632000,234.8,0.0,0.9302301752567291,2.8,-0.0023315918585285543,0.007097655472462066,1.3402989184856415,220,6.1000000000000085,0.9577254462242126,79,0.2919046214828333
640000,251.0,0.0,0.9061141663789749,3.25,-0.0016948000935371964,0.008851896929554641,1.33710808634758,219,8.0,1.0890141385793686,80,0.28638700325083016
648000,233.05,0.0,0.8932571971416473,2.89,-0.0025067952228710055,0.009274038241710515,1.3418221473693848,220,8.0,1.1155696672201156,81,0.31352976581458303
656000,235.6,0.0,0.9177036541700363,2.94,-0.002411853701050859,0.007362633204902522,1.338556957244873,220,7.1000000000000085,1.024914313852787,82,0.2832430829378778
664000,214.8,0.0,0.9117419403791428,2.39,3.8252039695976235e-05,0.007375853122794069,1.3320954644680023,219,5.200000000000017,0.9754897996783256,83,0.26234208912899915
672000,228.1,0.0,0.9203161382675171,2.78,-0.0007665263768649311,0.007481549407821149,1.3397719979286193,219,7.1000000000000085,1.0300872215628625,84,0.2836038294585862
680000,214.71,0.0,0.9118439650535584,2.41,-0.0025034981283170053,0.0077128660655580465,1.3171386158466338,219,5.0,1.0588613387942314,85,0.2811114284088099
688000,208.06,0.0,0.9330161726474762,2.2,0.000994675178953912,0.0064302992500597615,1.3195543217658996,219,5.0,0.952354665696621,86,0.2555883420627061
696000,226.39,0.0,0.9136044371128083,2.78,-0.0028607079914945645,0.007776465327478946,1.3374916791915894,219,8.100000000000009,1.02271123200655,87,0.2722245102564191
704000,243.42,0.0,0.9174809807538986,3.23,-0.0010053782881004735,0.0072306607151404025,1.3304805874824523,219,9.0,0.9977432855963707,88,0.2691668523650933
712000,253.11,0.0,0.9452038633823395,3.48,0.00025480512966169044,0.005442520070937462,1.3238373649120332,219,9.0,0.8674418491125107,89,0.22285360789937644
720000,234.97,0.0,0.9500617909431458,2.92,-0.001925135874539592,0.005006608790718019,1.3298419559001922,219,8.0,0.8280834209918976,90,0.21004803411548076
728000,230.71,0.0,0.9377840232849121,2.75,-0.0005868979101069272,0.007182802525348962,1.3272910523414612,219,6.0,1.0262011867761611,91,0.25987330776766127
736000,234.76,0.0,0.8953525137901306,2.81,-0.0012337983679026364,0.008572492249659263,1.3447010552883147,219,6.0,1.0773416581749915,92,0.2875010547486776
744000,241.0,0.0,0.9120289647579193,2.94,-0.003344027860730421,0.008818873630370944,1.3228931760787963,219,6.0,1.1189614123106002,93,0.3009793719838757
752000,226.69,0.0,0.8943178445100785,2.63,0.0006544018972635967,0.010364626147784294,1.3336354327201843,219,5.0,1.2017922109365464,94,0.33468042134580805
760000,234.86,0.0,0.9055435127019882,2.82,-0.002288247447431786,0.009536476904759183,1.3334581065177917,219,5.1000000000000085,1.1548140931129456,95,0.3107147022328627
768000,245.33,0.0,0.9084647142887116,3.17,-0.005155304239597171,0.00927812205045484,1.3038501334190369,219,6.1000000000000085,1.1659040969610215,96,0.34098273589216044
776000,253.59,0.0,0.8352750724554062,3.47,-0.0024010236898902803,0.012659154734574258,1.3206306135654449,219,7.1000000000000085,1.335538818836212,97,0.3638518671923358
784000,240.29,0.0,0.8799393159151078,3.29,-0.0014588744984939694,0.01083247501635924,1.3028488564491272,219,7.0,1.2546816611289977,98,0.3220797710251403
792000,247.81,0.9000000000000004,0.8915069496631622,3.47,-0.00440523089346243,0.011226529276464135,1.3144223737716674,220,9.0,1.284934183359146,99,0.3617543729097394
800000,257.49,0.0,0.8511566042900085,3.87,-0.002676694340771064,0.014257585848681628,1.2934174120426178,219,9.0,1.4322040557861329,100,0.4251756491442082
808000,274.61,0.9000000000000004,0.8660037380456924,4.45,-0.0006348136157612316,0.01217155730118975,1.3181351566314696,219,10.0,1.3385372847318648,101,0.3328626482578321
816000,266.57,0.9000000000000004,0.8751477807760238,4.21,-0.0041800459933074305,0.01107595985988155,1.3112835574150086,219,9.100000000000009,1.2839831453561783,102,0.35250712707885223
824000,269.05,0.9000000000000004,0.8914615672826767,4.05,-0.0033306267886655406,0.01068977173184976,1.300159523487091,219,8.0,1.2549143612384797,103,0.3486212473415015
832000,279.11,1.0,0.8809382098913193,4.25,-0.002908039240865037,0.011127743108663707,1.3003061234951019,220,8.100000000000009,1.29563785135746,104,0.3557597833733242
840000,292.0,1.0,0.8908551961183548,4.84,-0.0036985240230569616,0.010735219419002533,1.2856492292881012,220,9.0,1.2645470410585404,105,0.3452956240308985
848000,299.37,2.0,0.8821234434843064,5.24,-0.0018042267378768884,0.011329658292233945,1.2996383500099182,220,9.100000000000009,1.2824339252710342,106,0.3501353804159554
856000,303.61,2.0,0.8350335288047791,5.48,-0.00039503218911704605,0.01626858259085566,1.2605323231220245,220,9.100000000000009,1.5648735547065735,107,0.4282954735218547
864000,305.75,2.0,0.8110006898641586,5.55,-0.005902551237668376,0.017386556954588742,1.2575054585933685,219,10.100000000000009,1.617230150103569,108,0.4804519926273018
872000,309.85,1.9000000000000004,0.82102394759655,5.77,-0.0037235287489602344,0.017197029655799268,1.2161430186033249,219,11.0,1.5905833554267883,109,0.5065616467664008
880000,318.07,1.0,0.811038469672203,6.02,-0.004764520578173687,0.01693299799459055,1.2075784957408906,218,11.100000000000009,1.5787776374816895,110,0.4825981479761975
888000,330.98,1.0,0.8321097588539124,6.74,-0.005570600170176476,0.01530424205120653,1.2424082911014558,218,13.0,1.506894986629486,111,0.4240256353853096
896000,340.4,2.0,0.8326423996686936,7.13,-2.6394217857159675e-05,0.01457670950796455,1.257564696073532,218,13.0,1.4834219825267791,112,0.4010710082883491
904000,335.24,2.0,0.8992186307907104,6.99,-0.0021510958806902638,0.00949056381592527,1.2482422244548799,218,12.100000000000009,1.188058396577835,113,0.31916506317030696
912000,335.77,2.0,0.8735274189710617,7.05,-0.0028343766689067707,0.012221427396871149,1.2556983983516694,219,12.0,1.350650372505188,114,0.39754710087542366
920000,332.39,2.9000000000000004,0.8203734767436981,6.61,-0.0038692909547535237,0.01651877572061494,1.2268112087249756,219,11.0,1.5565811443328856,115,0.452646150203457
928000,326.18,2.0,0.8406491541862487,6.48,-0.006420945538557135,0.014440511302091182,1.2322900843620301,219,11.0,1.4611137628555297,116,0.42294251644684794
936000,332.89,3.0,0.811276707649231,6.57,-0.0020989513131826243,0.014816972527187318,1.2543020784854888,219,11.100000000000009,1.4831732791662215,117,0.3932966125458175
944000,336.68,3.0,0.8247436493635177,6.63,-0.003046218087838497,0.015759105409961192,1.2645105463266373,219,12.0,1.4692429852485658,118,0.4529784891752859
952000,336.68,2.0,0.8601216071844101,6.67,-0.002748065181513084,0.012307860585860909,1.219639538526535,219,12.0,1.3676367503404618,119,0.3897731684190042
960000,346.03,2.9000000000000004,0.8311073195934295,6.91,-0.0038524986838456244,0.015463022659532725,1.2044858592748642,219,12.100000000000009,1.5136217069625855,120,0.40342359126062155
968000,351.36,3.0,0.8462133783102036,7.18,-0.0015613186097471043,0.01301300953142345,1.2359232211112976,219,13.0,1.391405811905861,121,0.3534780170369368
976000,352.96,3.0,0.8413697099685669,7.32,-0.0022765234024700477,0.01486545914085582,1.2468326115608215,219,13.0,1.4979140865802765,122,0.41564505172717814
984000,354.8,3.0,0.839979162812233,7.45,-0.003942343275557505,0.015832179095596075,1.248061510324478,219,13.0,1.5415124952793122,123,0.45214166500467223
992000,359.47,3.0,0.8398815101385116,7.38,-0.008206802556524053,0.015924850264564156,1.2573331439495086,219,12.0,1.5547171807289124,124,0.44250878258420956
1000000,372.12,4.0,0.8722269248962402,7.7,0.00018778301251586526,0.012260366685222835,1.2696954774856568,219,12.0,1.3521978110074997,125,0.3740989745154023
1008000,378.44,4.0,0.8276078945398331,7.73,-0.0011267853449680842,0.013963758915197104,1.257763215303421,219,12.0,1.4401321870088577,126,0.3959514302873495
1016000,382.61,4.0,0.7351446586847306,7.72,-0.009203305384144187,0.028042901852168144,1.2110085267573596,219,12.0,1.8596521025896073,127,0.5800761284201658
1024000,395.28,4.0,0.7965801507234573,8.31,-0.0069494805883732625,0.017714855414815246,1.216675671339035,219,13.0,1.6324036079645157,128,0.48294629836735614
1032000,396.27,4.0,0.8005167531967163,8.34,-0.003793890740489587,0.01739982809405774,1.1890311089158059,219,13.0,1.6253466111421586,129,0.467928665760023
1040000,403.63,4.0,0.7972075408697128,8.48,-0.004236713660648092,0.01602038894314319,1.2180160653591157,219,13.0,1.5548693060874939,130,0.4574744481027249
1048000,412.24,4.0,0.8157164150476456,8.79,-0.0015037432758254,0.015389159370679409,1.2393068659305573,219,13.100000000000009,1.5235671377182007,131,0.42244795323716994
1056000,416.92,5.0,0.7996578115224838,9.19,-0.006672502199289738,0.018134835427626967,1.2329442512989044,219,14.0,1.6601368021965026,132,0.49730602997372786
1064000,415.5,5.0,0.8160070455074311,9.23,-0.0018407238254440016,0.017162852755282076,1.2368009400367737,220,14.0,1.6147980266809463,133,0.4660706166585045
1072000,419.32,4.0,0.7678997766971588,9.23,-0.0031852701521711425,0.019721907507628204,1.222447350025177,220,14.100000000000009,1.7214513170719146,134,0.5275377300489644
1080000,418.87,4.0,0.7413987118005753,9.29,-0.00425602272443939,0.01835454816929996,1.1512689653038979,220,15.0,1.6372195041179658,135,0.4989550909706971
1088000,412.29,4.0,0.7944363230466842,9.02,-0.006058479330677074,0.018484924146905543,1.2224306607246398,220,14.100000000000009,1.6757847714424132,136,0.4931233022078822
1096000,416.11,4.0,0.8117553490400314,9.21,-0.0035239662654930727,0.015400103917345405,1.2170204043388366,220,15.0,1.5190162432193757,137,0.4242683488790116
1104000,412.64,5.0,0.8109600204229355,9.17,-0.008001626050681807,0.0190196173125878,1.2073261189460753,220,14.100000000000009,1.6971866554021835,138,0.49218675770956866
1112000,404.34,5.0,0.8108397775888443,9.05,-0.002432596542639658,0.016124605727382006,1.233465589284897,220,14.0,1.5647215539216994,139,0.43811179224688146
1120000,404.98,5.0,0.7556924223899841,9.02,-0.005289744141045958,0.020039882017299532,1.1466887879371643,220,13.0,1.7141523551940918,140,0.5251267936726398
1128000,395.06,5.0,0.7624654698371888,8.88,-0.008590471940347016,0.021986307380720972,1.1889632499217988,220,13.0,1.8344575142860413,141,0.5397285895129963
1136000,406.4,5.0,0.8048046875,9.01,-0.00618419197620824,0.018558715977706017,1.2030535542964935,220,13.100000000000009,1.6816115140914918,142,0.5157989155147418
1144000,417.41,5.0,0.8211943942308426,9.12,-0.003335729973623529,0.016004978539422156,1.1995091772079467,220,14.0,1.564925909638405,143,0.4441993271376463
1152000,442.99,6.0,0.7901981037855148,9.89,-0.004157108039071318,0.01717120271641761,1.2033347880840302,220,14.0,1.612889518737793,144,0.44876600750340306
1160000,445.92,6.0,0.7666004574298859,9.95,-0.004617766742303502,0.019500528150238096,1.1758856296539306,220,14.0,1.7250512301921845,145,0.4962316482389909
1168000,469.37,7.0,0.7671370595693588,10.68,-0.004198737940751016,0.020086325937882066,1.1833156263828277,220,15.0,1.7325778114795685,146,0.4819128924814819
1176000,478.52,7.0,0.8127214646339417,10.97,-0.00038996173127088697,0.01747137770988047,1.178856633901596,220,14.100000000000009,1.6243953478336335,147,0.475478346584672
1184000,483.1,7.0,0.7835221189260483,11.42,-0.0034010639623738826,0.019219326972961425,1.1808965981006623,220,14.100000000000009,1.7082475984096528,148,0.46644573221221075
1192000,483.58,7.0,0.8146691459417343,11.61,-0.006976444663014263,0.016391031383536755,1.2026092863082887,220,16.10000000000001,1.5851050919294358,149,0.4447473684245692
1200000,481.23,7.0,0.7801478517055511,11.49,-0.004533991434727796,0.018892903183586895,1.2038448786735534,220,17.10000000000001,1.6788045823574067,150,0.4664614529905867
1208000,467.81,7.0,0.7870360618829727,11.24,-0.004673661132110283,0.019264748273417353,1.1977258944511413,220,16.10000000000001,1.6966019886732102,151,0.46230583939420683
1216000,459.55,6.9,0.8132167470455169,11.09,-0.0046124280022922905,0.019218926415778697,1.1798046600818635,220,16.10000000000001,1.707461069226265,152,0.5222221285797264
1224000,465.62,6.0,0.784262934923172,11.41,-0.0030510769842658192,0.023630703715607524,1.158533126115799,220,17.0,1.8905139064788818,153,0.5854643573615166
1232000,471.32,6.0,0.7476005226373672,11.54,-0.0059779949736548585,0.022447544699534774,1.1582068991661072,220,17.0,1.8396333795785904,154,0.5328872819351386
1240000,472.11,6.0,0.7656307047605515,11.49,-0.0034771246323361993,0.019965672553516924,1.1354195702075958,221,16.0,1.750539470911026,155,0.5137534674004438
1248000,474.53,6.0,0.718606123328209,11.49,-0.010703541302937082,0.022631259206682443,1.1566035783290862,221,16.0,1.8412519544363022,156,0.5848162340443586
1256000,482.41,6.9,0.7470813620090485,11.78,-0.004476254317560233,0.025588002409785985,1.1471899104118348,221,16.10000000000001,1.952676659822464,157,0.5824691402908103
1264000,501.17,7.0,0.7747664362192154,12.63,-0.004537487423513085,0.021123243318870662,1.1201129561662675,221,17.0,1.782075492143631,158,0.5094865472382167
1272000,504.31,7.0,0.7875944525003433,12.42,-0.0065576541393238584,0.0206882543861866,1.146060929298401,221,17.0,1.7723076057434082,159,0.5094292255286056
1280000,503.73,7.0,0.8028208059072495,12.58,-0.002825188442948274,0.017912152633070947,1.1817629492282868,221,18.10000000000001,1.6486395817995072,160,0.48017756670441114
1288000,503.45,7.0,0.8330606216192246,12.58,-0.0034802368041709996,0.01697691827779636,1.1946001482009887,221,19.0,1.5943954646587373,161,0.45280149350899884
1296000,505.13,8.0,0.8303498107194901,12.84,-0.006741503531811759,0.016297637294046582,1.181135059595108,221,19.0,1.5702909874916076,162,0.476061200081759
1304000,512.19,8.0,0.7411856818199157,13.13,-0.00530883004394127,0.02346567945089191,1.1876520109176636,221,19.0,1.8702082550525665,163,0.5551423041962912
1312000,513.38,8.0,0.7763683259487152,13.07,-0.0031978548793267694,0.020449175350368023,1.1433929932117461,221,19.0,1.7525260275602341,164,0.5162407216500337
1320000,511.16,8.0,0.7636553907394409,13.18,-0.005527032372774556,0.020680483784526586,1.1457309055328369,221,19.0,1.7744460129737853,165,0.4904746196839042
1328000,516.11,8.0,0.7708450192213059,13.22,-0.005903810350719141,0.02069137018173933,1.1763063883781433,221,19.0,1.7770610415935517,166,0.4877582959532944
1336000,524.19,8.0,0.7373886078596115,13.57,-0.004010834591026651,0.022791430605575442,1.186430858373642,222,19.0,1.850643733739853,167,0.5465705509042992
1344000,539.87,9.0,0.7396457082033158,14.23,-0.00777487937535625,0.023604403105564414,1.1816388177871704,221,21.0,1.8882423907518386,168,0.5302085479831098
1352000,535.37,9.0,0.7653727126121521,14.45,-0.003930384319392033,0.02231161882635206,1.175571757555008,222,21.10000000000001,1.8463289427757263,169,0.5685858101226317
1360000,530.58,9.0,0.7581563603878021,14.35,-0.006250755742657929,0.021799229914322496,1.1777575755119323,222,21.0,1.8257396495342255,170,0.5333337054261396
1368000,537.09,9.0,0.7360049271583557,14.5,-0.007471552558781696,0.022547386018559337,1.135638597011566,222,22.0,1.8470163255929948,171,0.6049722691397267
1376000,454.22,1.0,0.6254136604070664,11.53,-0.006282537212537136,0.020933108157478272,1.2131637239456177,222,21.10000000000001,1.72465496301651,172,0.6349725423102326
1384000,429.01,1.0,0.770469114780426,10.32,-0.00031727600377053024,0.021101063964888454,1.1846734714508056,222,20.10000000000001,1.784514398574829,173,0.5389822374570791
