frames,episode_length,P01:episode_rewards,explained_variance,PMM:episode_rewards,policy_loss,value_loss,policy_entropy,fps,P09:episode_rewards,advantage_norm,epoch_idx,grad_norm
2688000,190.03,0.0,-0.0018740707635879516,1.56,0.003180757901864126,0.017707452231697972,1.3836572360992432,221,4.0,1.4933059775829316,336,0.20209686890163764
2696000,192.21,0.0,-0.004190332293510437,1.62,0.0032735129224602134,0.014210150200597127,1.3759779417514801,221,3.1000000000000085,1.2206881094351412,337,0.1839741514646664
2704000,186.61,0.0,-0.004677817225456238,1.48,-0.0020853747008368374,0.013073018386612602,1.3747524285316468,221,3.0,1.1972003154456616,338,0.196252237357183
2712000,185.94,0.0,-0.031505193114280704,1.44,0.0006604003149550408,0.01581818208160712,1.3410020911693572,221,5.0,1.3138063447736203,339,0.1982029611965906
2720000,191.31,0.0,-0.011635404825210572,1.64,0.0003863975504646078,0.016637949992746145,1.3501158475875854,221,5.0,1.410143160112202,340,0.19239160657383422
2728000,201.35,0.0,-0.06714489281177521,1.85,0.001758091652300209,0.015461792955611599,1.3643797767162322,221,5.0,1.3255340775847435,341,0.18248078824697284
2736000,196.96,0.0,-0.031483789086341855,1.69,0.0017772812617477029,0.015203418532964861,1.3806116485595703,221,4.0,1.2462253587692975,342,0.19022327441572298
2744000,183.16,0.0,-0.03743510067462921,1.39,0.0009619933110661805,0.014072333790390985,1.3806313979625702,220,3.0,1.217126493640244,343,0.18982530260828134
2752000,179.83,0.0,-0.0030253624916076662,1.36,0.0022232867404818535,0.014929916829514696,1.376302958726883,220,3.0,1.2957721396163107,344,0.18509994891476367
2760000,190.97,0.0,-0.010460337400436401,1.64,-0.002423663253430277,0.01127386631354966,1.360039817094803,220,4.0,1.089233035966754,345,0.15943825320584398
2768000,185.5,0.0,-0.02781623661518097,1.48,0.00026882839505560697,0.012858584347568466,1.3570830810070038,220,4.0,1.1596037250570952,346,0.16524018937307225
2776000,181.15,0.0,-0.005030727982521057,1.4,0.0042376638459973035,0.01866953278935398,1.350566692352295,220,3.1000000000000085,1.4986180222034455,347,0.21187705677613092
2784000,203.55,0.0,-0.025566105842590333,2.02,-0.0015592603269033135,0.021136315493022265,1.3322434985637666,219,5.0,1.6040024889260531,348,0.20448166393231992
2792000,219.72,0.0,-0.01362583577632904,2.52,0.001342874183319509,0.015180006563869029,1.361375858783722,219,8.100000000000009,1.2499123788625002,349,0.19810496613126194
2800000,205.27,0.0,-0.03710038900375366,2.14,0.0020799246558453888,0.015849572448096295,1.3750701415538789,219,6.0,1.3445575084909798,350,0.1898808494006653
2808000,191.17,0.0,-0.017005212306976318,1.66,-0.0004997651220764965,0.01516055630365372,1.3744929695129395,219,5.0,1.347902231477201,351,0.18557827236233682
2816000,196.16,0.0,-0.009894769191741943,1.78,0.0019379467540420591,0.017531490594683417,1.380509318113327,219,5.0,1.4751614973694087,352,0.21123060403845634
2824000,184.47,0.0,-0.07402680158615112,1.45,-0.0013969605788588524,0.008439511451329054,1.38366956949234,219,4.0,0.8613727123104036,353,0.13656867446805981
2832000,173.82,0.0,-0.0038546663522720337,1.21,0.0016834199603181332,0.014476399677678274,1.3785969138145446,219,4.0,1.2539941960200667,354,0.17824799524136772
2840000,182.56,0.0,-0.04029936909675598,1.41,-0.0006732373990234919,0.01311729762417599,1.3821436476707458,218,4.0,1.1495898803696036,355,0.17470892776566174
2848000,189.97,0.0,-0.003246663808822632,1.53,0.0018895698455162347,0.01392636592963754,1.3769460213184357,218,4.0,1.2399134477600455,356,0.19196944507936592
2856000,186.85,0.0,-0.10998264133930206,1.48,0.0023324169192346744,0.014376455083329347,1.3743974912166594,218,4.0,1.2422457193955778,357,0.17235637201950035
2864000,188.97,0.0,-0.026883625388145448,1.56,0.00032752992818132045,0.013641268009473606,1.3804926013946532,217,4.0,1.190950252637267,358,0.1814549339509672
2872000,189.75,0.0,-0.0024723774194717408,1.57,-0.0006628211915085558,0.01358747961701738,1.3819703912734986,217,4.1000000000000085,1.2047023933753371,359,0.17188167164208618
2880000,179.98,0.0,-0.00368294358253479,1.32,0.0007842436828650535,0.013418652804684825,1.3687747097015381,217,3.0,1.2278288293629884,360,0.17404501806839168
2888000,189.42,0.0,-0.003350881338119507,1.61,-0.0002810477442108095,0.01686935602723679,1.3498429667949676,217,4.0,1.4262912371009588,361,0.19892714044224113
2896000,201.23,0.0,-0.024335680603981016,1.89,0.0007538815308362246,0.01576213930000449,1.3735772681236267,217,5.0,1.335133535824716,362,0.1938910339053705
2904000,196.89,0.0,-0.0030297446250915528,1.77,0.0013323262642370537,0.012369049708358943,1.3790369832515716,216,5.0,1.1507476310431957,363,0.1644909353034933
2912000,193.08,0.0,-0.003984824419021606,1.72,-0.000496686901897192,0.013370945924689294,1.3748842358589173,216,4.0,1.2094964449480177,364,0.18473822930328962
2920000,193.05,0.0,-0.0016957235336303711,1.66,0.0008448365595540963,0.014401686571545724,1.372909119129181,216,4.0,1.2823668655753135,365,0.18142296120497595
2928000,182.11,0.0,-0.004808322787284851,1.38,0.0004006294225109741,0.011270265054517949,1.3742087483406067,216,4.0,1.0578396425023675,366,0.15269986081889864
2936000,171.13,0.0,-0.0024073028564453123,1.18,0.002603967885952443,0.014252723387035076,1.356091285943985,216,3.0,1.2421441585570574,367,0.17555700235468474
2944000,171.1,0.0,-0.003605724573135376,1.28,-0.0003473426467826357,0.013786478098318185,1.365595736503601,216,3.0,1.2277765720710159,368,0.18156845733623253
2952000,167.86,0.0,-0.004721304178237915,1.1,-0.0016490327578503638,0.007570694726805414,1.374005410671234,216,2.0,0.8335589084215462,369,0.12233644959498535
2960000,157.38,0.0,-0.004368602037429809,0.77,0.0021212724526412786,0.008937586275296781,1.3760480892658233,215,2.0,0.919576662555337,370,0.13194564322891789
2968000,168.75,0.0,-0.004719801545143128,1.02,0.0018922447634395212,0.012730394852615063,1.3709083557128907,215,3.0,1.1324646995961667,371,0.1720974012658036
2976000,190.31,0.0,-0.006802891492843628,1.62,-0.0005589224369032308,0.01949042296546395,1.3386890482902527,215,5.0,1.5032735474407672,372,0.20259854177898926
2984000,205.26,0.0,-0.008187336325645446,2.01,0.0031229059101315214,0.01744698638267437,1.3546505439281464,215,5.1000000000000085,1.4368194214254617,373,0.2137123096768984
2992000,214.68,0.0,-0.004255868792533875,2.3,8.96720081800595e-05,0.01771047540805739,1.3731817054748534,215,7.0,1.4408180250227451,374,0.21423489138518828
3000000,210.38,0.0,-0.06537061810493469,2.16,0.0018216794356703757,0.018855242793470096,1.374689279794693,215,5.1000000000000085,1.4682625684887172,375,0.21560781723674624
3008000,193.71,0.0,-0.012875081300735473,1.7,0.0014564178651198744,0.013419665527094367,1.373634819984436,214,4.0,1.239037567973137,376,0.17920228006976133
3016000,188.95,0.0,-0.01654753625392914,1.54,0.0011724065648741088,0.01495192763657542,1.3784966731071473,214,4.0,1.288878733329475,377,0.17120845943716267
3024000,196.63,0.0,-0.0023443979024887086,1.74,0.0005246627907035872,0.01805827355610745,1.3737716364860535,214,4.0,1.4380363461002708,378,0.21387299223993414
3032000,193.09,0.0,-0.005944347977638245,1.63,-0.0005651645544276108,0.013431197321297076,1.372537786960602,214,4.1000000000000085,1.2056852907687425,379,0.17001005432261704
3040000,174.5,0.0,-0.005209706425666809,1.22,-0.0007172523532062769,0.012620124030372609,1.3750935399532318,214,3.0,1.1592340473458171,380,0.16451896648199044
3048000,170.08,0.0,-0.019710051417350768,1.15,0.0011858228361234068,0.014012158675432146,1.3709090638160706,213,3.0,1.2333179144188762,381,0.18175983022530243
3056000,182.78,0.0,-0.0025221890211105345,1.45,0.000581641229618981,0.01393989687753674,1.3809072732925416,213,3.0,1.2792956930212676,382,0.1700264388189496
3064000,190.07,0.0,-0.011707031726837158,1.59,-0.0007863709202501922,0.010877991329798532,1.382027838230133,213,4.0,1.0590850561112166,383,0.15397415981507065
3072000,184.11,0.0,-0.012592474818229676,1.41,0.0038056402624351902,0.015754466516027604,1.3818749237060546,213,4.0,1.3230179720371962,384,0.19807005868586675
3080000,185.34,0.0,-0.0026936954259872436,1.44,-0.0012308904016390442,0.010806850778385524,1.3742543613910676,213,5.0,1.0854656619206071,385,0.15804275294799677
3088000,178.77,0.0,-0.00623559057712555,1.24,0.0006882933009183034,0.01158307855052044,1.3801907074451447,213,4.0,1.106681231558323,386,0.15611048656830903
3096000,173.79,0.0,-0.008884859085083009,1.12,0.0021015145583078267,0.012043984479078063,1.3793700277805327,213,3.0,1.0907391953840853,387,0.15957158164858215
3104000,178.94,0.0,-0.0050009417533874514,1.28,-0.0015799124591285363,0.014050617176353626,1.3820139145851136,213,3.0,1.2556173064932228,388,0.16340852516671744
3112000,179.28,0.0,-0.002810676097869873,1.3,0.001256409112829715,0.013345609536008851,1.3802188837528229,213,3.0,1.2111238911375404,389,0.1745132259612265
3120000,179.86,0.0,-0.007993875741958619,1.3,0.0005354872741736472,0.01520076510319086,1.3752845644950866,213,3.0,1.3147803712263704,390,0.17975260047445182
3128000,186.38,0.0,-0.0024734783172607423,1.5,0.0005866433260962367,0.01326788298858446,1.3789956867694855,213,3.1000000000000085,1.2332960657775403,391,0.1625435319986307
3136000,183.56,0.0,-0.003030572533607483,1.47,-0.00034499535569921136,0.016386875136377058,1.3821322631835937,212,3.0,1.3463180588185788,392,0.20232040138436103
3144000,190.49,0.0,-0.007192798256874085,1.57,0.0039119053432659714,0.018964210160825133,1.3595818412303924,212,4.0,1.50882988486439,393,0.20641580297035741
3152000,201.68,0.0,-0.0018659782409667968,1.83,0.001728528287494555,0.019416653522421258,1.3509091174602508,212,5.0,1.5555340296775102,394,0.22065717427055315
3160000,200.87,0.0,-0.024359901547431947,1.78,-0.001074100118239585,0.013097524361937759,1.3751585614681243,212,5.0,1.2302850577607751,395,0.1699044668083875
3168000,185.94,0.0,-0.009481014609336853,1.43,-1.2033505627186968e-05,0.014249582268130325,1.35904865026474,212,4.0,1.2618486742675303,396,0.18608219244560065
3176000,180.92,0.0,-0.025875166654586793,1.34,0.0003266694105695933,0.013334087540470137,1.3488186144828795,211,4.0,1.1878131348267198,397,0.17729430647300443
3184000,195.01,0.0,-0.046488730907440184,1.78,-0.00042827015684451905,0.014875635587559373,1.3464453577995301,211,5.1000000000000085,1.3192754473537207,398,0.1712892554732931
3192000,197.81,0.0,-0.011061213612556457,1.85,0.00021251765545457602,0.013364478468138258,1.379395272731781,211,5.0,1.2003887450695039,399,0.17879153808670797
3200000,182.67,0.0,-0.009105104207992553,1.35,0.001981168850325048,0.011506266744245295,1.3815338039398193,211,3.0,1.0988258907198907,400,0.15596093542570377
3208000,177.76,0.0,-0.04509031891822815,1.21,0.00022725977585650982,0.013474968989748959,1.3810375893115998,211,3.0,1.1694738330133259,401,0.1787046462030263
3216000,182.8,0.0,-0.002660513520240784,1.38,-0.0012049413440399803,0.01401389002428914,1.3621535217761993,211,3.1000000000000085,1.2386399940401316,402,0.17206503576888182
3224000,170.9,0.0,-0.008172162175178528,1.18,0.001894509035628289,0.01048545366453709,1.361918910741806,211,3.0,1.0087361461482942,403,0.14947327647184377
3232000,163.19,0.0,-0.0038109034299850463,0.98,-0.0005197070326539688,0.011932945822786678,1.3777140700817108,211,2.0,1.1115500832535326,404,0.1534898820505847
3240000,168.89,0.0,-0.004847148656845093,1.07,0.0005734192102681845,0.01050878878848721,1.3680706381797791,210,2.1000000000000085,0.9974769972637296,405,0.15617577190819956
3248000,172.35,0.0,-0.002900000810623169,1.15,0.0001866978476755321,0.013398793104847755,1.3696521854400634,210,3.0,1.221824086457491,406,0.16735134465824822
3256000,171.27,0.0,-0.0034649521112442017,1.11,0.0012250767409568652,0.010745174709445564,1.3776697969436646,210,3.0,1.041926576308906,407,0.14549087018761697
3264000,173.23,0.0,-0.01128053605556488,1.15,-0.0005984939029440284,0.011809388139090516,1.374797351360321,210,3.0,1.0860453524813056,408,0.16330997292590094
3272000,179.53,0.0,-0.010534937977790832,1.3,-0.0006757655995897949,0.01296884149966445,1.36251727104187,210,4.0,1.1618190727196633,409,0.1698703026077693
3280000,179.26,0.0,-0.009336774945259094,1.34,0.0024488754596131914,0.015580726462376333,1.3630674636363984,210,4.0,1.3350793744251133,410,0.20348573784526955
3288000,180.72,0.0,-0.0038693124055862427,1.37,0.0008921063393427176,0.014598849415233418,1.3756218719482423,210,4.1000000000000085,1.277658489048481,411,0.19120236465166932
3296000,179.5,0.0,-0.005682364702224731,1.33,0.0004645359516143799,0.012108352094373913,1.3796952307224273,210,4.0,1.1133000769466161,412,0.15808093597830042
3304000,173.7,0.0,-0.006972891092300415,1.19,0.00035620562732219696,0.014774399295401964,1.3778428101539613,209,3.0,1.2541552492231132,413,0.18908098043605065
3312000,179.9,0.0,-0.03642207860946655,1.31,0.001960193100385368,0.013289140055667304,1.3696738696098327,209,3.0,1.1481899718381465,414,0.17089228709735413
3320000,180.81,0.0,-0.020975573658943175,1.39,-5.825291678775102e-05,0.01403323398626526,1.3568064165115357,209,4.0,1.2193839837238192,415,0.17449099118433162
3328000,184.7,0.0,-0.004179238677024842,1.48,0.0011989943735534324,0.013128494955126371,1.3733202564716338,209,4.0,1.1963967137783766,416,0.16707353899120497
3336000,178.42,0.0,-0.0038344454765319824,1.28,-6.568467710167169e-05,0.01374166202673223,1.3593651866912841,209,3.0,1.2306029319763183,417,0.16884600719568665
3344000,175.25,0.0,-0.0032738566398620604,1.23,-0.0015225571076007327,0.012107827870104303,1.3665075433254241,209,3.0,1.1706751792505383,418,0.1586619682537119
3352000,176.46,0.0,-0.012147935628890992,1.24,0.0011629365237604361,0.015767714143485136,1.3730869448184968,209,3.0,1.352044104002416,419,0.17878714832100026
3360000,189.59,0.0,-0.02564250648021698,1.53,0.001926229780074209,0.015363637468599336,1.376252384185791,209,4.0,1.3209959247335792,420,0.18646179969772564
3368000,187.3,0.0,-0.003809371590614319,1.51,-0.00020947036871802994,0.013028001617449263,1.3798230636119841,209,4.0,1.1967625737190246,421,0.16711769857568284
3376000,176.67,0.0,-0.01338862717151642,1.27,-3.974103834480047e-05,0.012261263954151218,1.3833825206756591,209,3.0,1.1200489799678326,422,0.1789656640311435
3384000,172.58,0.0,-0.004436044692993164,1.14,0.003482240298180841,0.012743528237001556,1.3781465601921081,209,3.0,1.1274969739094376,423,0.16401578320673157
3392000,176.01,0.0,-0.0017298352718353271,1.26,1.4539906987920404e-05,0.013297337580352177,1.3827714669704436,208,3.0,1.2063519727066159,424,0.17298677272054536
3400000,180.77,0.0,-0.009305222034454346,1.4,-0.0012177503062412143,0.012960457896515436,1.384145482778549,208,4.0,1.2113496485352515,425,0.16872801274559537
3408000,171.36,0.0,-0.006710978150367737,1.13,0.0019544164859689774,0.010891900667834306,1.3792938661575318,208,3.0,1.0092725418880582,426,0.15045721925130578
3416000,175.08,0.0,-0.006147124171257019,1.19,0.0015154078125488013,0.0161685522559128,1.3811651539802552,208,3.0,1.3734989498183132,427,0.18869802380185696
3424000,186.89,0.0,-0.01373760163784027,1.55,-0.0007522128577693365,0.01172393649141668,1.384503026008606,208,4.0,1.1000716587156056,428,0.14971672445897183
3432000,175.85,0.0,-0.011644598245620728,1.28,0.00013838152401149273,0.011293414554356786,1.3803249192237854,208,3.0,1.0791570492461324,429,0.15217481498798638
3440000,173.91,0.0,-0.005130381584167481,1.21,0.003049160259306518,0.014822046596245855,1.3788191998004913,208,3.0,1.2524268842861057,430,0.1914959644032795
3448000,180.18,0.0,-0.020084046125411988,1.33,-0.0013287854820373467,0.010367396963893043,1.3786614286899566,207,3.1000000000000085,1.022844165712595,431,0.15232099702637045
3456000,185.67,0.0,-0.004593377709388733,1.47,0.0021087537292623893,0.018267738092527,1.3710733318328858,207,4.0,1.4703257447108626,432,0.2039053485343577
3464000,190.48,0.0,-0.010613515973091125,1.62,-0.0005811350181465968,0.014044720141846483,1.3626324796676637,207,5.0,1.2285491358488798,433,0.1836643358236113
3472000,196.56,0.0,-0.011511256694793701,1.8,0.0003669458883814514,0.012768393461701635,1.364990861415863,207,5.0,1.1669495281577111,434,0.17871508818475246
3480000,189.25,0.0,-0.03390661239624024,1.61,0.0033029616967542095,0.014092201446928812,1.3623788857460022,207,4.0,1.223277799114585,435,0.17566787924314237
3488000,182.33,0.0,-0.12156636059284211,1.44,0.0006944285141071304,0.011348116597860098,1.3749354302883148,207,3.0,1.0432792312279344,436,0.16131709186006746
3496000,176.71,0.0,-0.014438501596450805,1.23,0.001613310226239264,0.012969290968467249,1.3813800179958344,207,3.0,1.1894616001844407,437,0.16066421957071683
3504000,181.77,0.0,-0.009713081121444702,1.37,-0.0007371354603674262,0.013631654062119197,1.3779099047183991,207,3.1000000000000085,1.1923990052565931,438,0.1896821764640663
3512000,183.61,0.0,-0.0026735645532608033,1.44,-0.0004477407783269882,0.014338670032993833,1.3697529196739198,206,3.0,1.2566953206807374,439,0.1826150476948007
3520000,174.43,0.0,-0.0040515118837356565,1.2,0.000540439029805384,0.010397262847109233,1.3613999199867248,206,3.0,1.015712204799056,440,0.13900099339648253
3528000,180.66,0.0,-0.00335329532623291,1.3,0.003403674935689196,0.01847783327804791,1.3560838425159454,206,3.0,1.4472302209585906,441,0.2044555975149608
3536000,190.02,0.0,-0.05260845839977264,1.58,0.0016274475416867063,0.01479537508013891,1.3737842524051667,206,4.0,1.3165310014411806,442,0.18400170046529973
3544000,196.53,0.0,-0.019682359099388123,1.76,0.004431592331093271,0.013333216673636343,1.3694800889492036,206,4.1000000000000085,1.1498311570473014,443,0.17178399906957662
3552000,180.61,0.0,-0.015128379464149475,1.37,-0.0038593788968864827,0.010700232879726173,1.3686096918582917,206,4.0,1.046788382679224,444,0.15177998625602776
3560000,177.09,0.0,-0.016487297415733338,1.26,0.0005275948392227292,0.011400130430392891,1.3692736387252809,206,3.1000000000000085,1.065775776989758,445,0.15293639216168015
3568000,175.89,0.0,-0.003477732539176941,1.28,0.0031068986700847744,0.013359473686286948,1.3559307992458343,206,3.1000000000000085,1.1850574180483817,446,0.1717518084956806
3576000,174.35,0.0,-0.0023907506465911865,1.25,-0.002137606819160283,0.013391952281112935,1.3739984500408173,206,3.0,1.2262916573882103,447,0.16062435924517857
3584000,173.03,0.0,-0.011605505943298339,1.16,-0.00040135640476364644,0.010223241015628446,1.374920015335083,206,3.0,0.9552614833973349,448,0.1396482754177752
3592000,175.36,0.0,-0.001326337456703186,1.26,0.0027858467982150616,0.01691736899229909,1.3703388369083405,206,3.0,1.4224194758199156,449,0.17951311891328298
3600000,196.01,0.0,-0.003088752031326294,1.76,0.00034796825726516543,0.019324041950731043,1.3564163994789125,206,5.0,1.5448243683204055,450,0.1889880695879447
3608000,217.26,0.0,-0.0022589296102523805,2.21,0.0008260457217693329,0.02111348392580112,1.3567690527439118,206,5.0,1.6215520645678043,451,0.24401476087066518
3616000,215.25,0.0,-0.0024591755867004396,2.18,0.0031544393382500857,0.018761397778107494,1.365359058380127,206,5.0,1.5063850176334381,452,0.19129740472872916
3624000,198.19,0.0,-0.008270751237869262,1.82,-0.0015635579533409328,0.011872569542238125,1.375004073381424,206,4.1000000000000085,1.1285096846520901,453,0.15097112007911584
3632000,188.58,0.0,-0.007033221125602722,1.58,0.00012409109622240065,0.01566339455655907,1.372575718164444,205,4.0,1.3284438894689083,454,0.18270870084477026
3640000,185.64,0.0,-0.008541557788848877,1.49,0.0019582240373711103,0.01446489691894385,1.3608224618434905,205,3.0,1.2791441667824983,455,0.1636246372247194
3648000,188.06,0.0,-0.003196014761924744,1.53,0.00029014736413955687,0.015759208404069795,1.3510698425769805,205,3.1000000000000085,1.345616370588541,456,0.16869365045811013
3656000,197.22,0.0,-0.0058404219150543215,1.72,-0.0013048765639541672,0.013562481330409356,1.3643630695343019,205,4.0,1.2018206732720136,457,0.16784878783700902
3664000,179.9,0.0,-0.005708432197570801,1.32,0.0033022920915391296,0.01284687103187025,1.3788031661510467,205,3.0,1.155790344774723,458,0.1642717030320209
3672000,175.49,0.0,-0.0031035363674163817,1.24,-0.0016372073837555945,0.01247048438528509,1.3771603643894195,205,3.0,1.1566102265566587,459,0.17065522046743797
3680000,178.05,0.0,-0.003025128245353699,1.28,0.0011598591595247854,0.012445188190085901,1.3826257753372193,205,3.0,1.140436640009284,460,0.1556742096506822
3688000,173.2,0.0,-0.002488645911216736,1.13,-0.00021658780897269026,0.014163390291432734,1.3812186872959138,205,3.0,1.2030445354431867,461,0.17294744393129197
3696000,176.26,0.0,-0.003004474639892578,1.21,0.0004931518365629017,0.01374677182864616,1.3802351450920105,205,3.0,1.2355243821814657,462,0.1706487978474879
3704000,180.78,0.0,-0.006919994950294495,1.37,0.002278956763911992,0.017222489162777493,1.3635669767856597,205,4.0,1.3916229010745882,463,0.19350723158505076
3712000,194.72,0.0,-0.035476950407028196,1.71,-0.0002178006712347269,0.014369395186040492,1.3827008867263795,205,5.0,1.3069365774095059,464,0.16716244470416594
3720000,204.0,0.0,-0.003542826771736145,1.96,0.0007270090996826184,0.016434474488942214,1.3749235653877259,204,5.0,1.4131991291046142,465,0.17688483383307127
3728000,192.52,0.0,-0.004334425330162048,1.67,-0.0003972760983742774,0.012610921840350784,1.382242453098297,204,4.0,1.1798134662210942,466,0.163254972617951
3736000,182.21,0.0,-0.005498565435409546,1.36,7.622863631695509e-05,0.01306412999633494,1.3772558927536012,204,4.0,1.1504839492402972,467,0.17231967656044708
3744000,169.23,0.0,-0.005262570977210998,1.06,0.0016608584008645266,0.011695582744505374,1.3686636471748352,204,3.0,1.0829464976862073,468,0.15003390121754698
3752000,166.98,0.0,-0.023017287254333496,1.08,0.0003193877439480275,0.013547598423224371,1.3561305630207061,204,3.0,1.2070033488236367,469,0.17374194967910675
3760000,166.04,0.0,-0.003011537790298462,1.1,-0.0004077461827546358,0.012978855954497704,1.3766300535202027,204,3.0,1.2232100059092046,470,0.16310808595820853
3768000,182.66,0.0,-0.0026819634437561034,1.44,0.0017832140857353806,0.01707820245712355,1.3738897907733918,204,4.0,1.3953287212923169,471,0.18758461231482396
3776000,198.09,0.0,-0.004550041556358337,1.73,0.0005973350792191922,0.017626350260306935,1.370646926164627,204,4.0,1.4791857618838549,472,0.20453354238309715
3784000,200.13,0.0,-0.028374213576316833,1.78,0.0018369732570135966,0.01544353648757351,1.3821566140651702,204,4.0,1.3427083370089532,473,0.18469470564567167
3792000,193.04,0.0,-0.0034161835908889772,1.61,-0.001090570726664737,0.015551468780904543,1.3745645093917847,204,4.0,1.401142294406891,474,0.17821878966444593
3800000,197.6,0.0,-0.0018769091367721558,1.81,0.0010524628954590297,0.019032822345980093,1.3654878723621369,203,4.1000000000000085,1.5180806792527437,475,0.2156480209678154
3808000,201.87,0.0,-0.028181753158569335,1.95,0.0014299805648624896,0.01841990930708562,1.3550833213329314,203,5.0,1.4485028267279267,476,0.20465399270675722
3816000,204.26,0.0,-0.007914304733276367,2.0,-0.0022377923876047132,0.014672791865668841,1.3768671882152557,203,5.0,1.3152182484418153,477,0.1820012407708562
3824000,183.54,0.0,-0.003638889789581299,1.44,0.00550805993610993,0.01254162882018136,1.3821699559688567,203,4.1000000000000085,1.1310183580964803,478,0.15102731046983353
3832000,179.13,0.0,-0.0053276681900024415,1.27,-0.005117852922558086,0.011495703666828377,1.37905779004097,203,4.0,1.0829627457074822,479,0.1667958048467134
3840000,191.19,0.0,-0.0013311749696731567,1.57,0.0011354217841289937,0.01673859742001241,1.3716596806049346,203,4.0,1.3891634866409004,480,0.18050108080545907
3848000,182.48,0.0,-0.005814184546470642,1.36,0.002427632356266258,0.011457597741682549,1.3748450219631194,203,4.0,1.0424587988853455,481,0.15379455683552584
3856000,177.41,0.0,-0.0021546483039855957,1.22,2.678712480701506e-06,0.014338030414010064,1.37677659034729,202,3.0,1.273657358698547,482,0.1816250207523526
3864000,180.32,0.0,-0.03849179089069366,1.34,-0.0007586866195197217,0.013985318574368648,1.3802201914787293,202,3.0,1.2327110732346773,483,0.17378492792222616
3872000,176.35,0.0,-0.00276259183883667,1.24,0.0008943390008062124,0.012632209318394417,1.3744610440731049,202,3.0,1.1391996960714459,484,0.17357219506747795
3880000,186.53,0.0,-0.0029699236154556276,1.55,0.0034313036839012058,0.017816812554738135,1.3574504566192627,202,4.0,1.481470138654113,485,0.19937898978673785
3888000,193.33,0.0,-0.005614622831344605,1.71,-0.0005724688182817772,0.015189977984737197,1.3825057172775268,202,4.1000000000000085,1.2950980587676169,486,0.18739526710817148
3896000,187.24,0.0,-0.004488091468811035,1.51,0.001987566736061126,0.013829940885352698,1.3763678348064423,202,4.0,1.2333990060538054,487,0.1741227777155129
3904000,193.2,0.0,-0.013867574334144593,1.66,-0.002502057661768049,0.01550818696218812,1.3626826047897338,202,5.0,1.3677954253926874,488,0.19206219366893287
3912000,196.67,0.0,-0.0067008775472640995,1.7,0.001468725596787408,0.013721280946228945,1.3695590722560882,202,4.0,1.2117632346227765,489,0.17139058985169733
3920000,179.46,0.0,-0.003232439160346985,1.27,-0.00014078540029004215,0.0133919595592306,1.3706132423877717,202,3.0,1.2181980107724666,490,0.1686907596718142
3928000,177.91,0.0,-0.011179015040397644,1.3,0.0003403899120166898,0.013099615728224307,1.380109841823578,202,3.0,1.2042937077954412,491,0.15992647686702008
3936000,175.61,0.0,-0.006572851538658142,1.25,0.0012805627950001508,0.011988998567485396,1.3774443995952605,202,3.0,1.109746624045074,492,0.15576412013354088
3944000,176.42,0.0,-0.0067709612846374514,1.23,0.0019492165668634697,0.014574611343305151,1.379241214990616,202,3.0,1.2724057547748089,493,0.17638857410536468
3952000,178.05,0.0,-0.0061407101154327395,1.23,-0.0015549636143259704,0.01485826233494663,1.3722836530208589,202,3.0,1.3213391595333814,494,0.17571366406534136
3960000,171.25,0.0,-0.005726632475852966,1.1,0.0005321199611353222,0.012258660891275213,1.3727542865276336,202,3.0,1.1413639113679528,495,0.15907767151436608
3968000,170.33,0.0,-0.010676991939544678,1.07,0.0007310168161347975,0.013388500658693374,1.3738890278339386,202,3.0,1.1828917576372624,496,0.17729371282055395
3976000,175.9,0.0,-0.005336434841156006,1.2,8.43403593171388e-05,0.014629794411061993,1.3528831958770753,202,3.0,1.2576552655734121,497,0.17593862932505114
3984000,187.4,0.0,-0.0043206125497818,1.52,0.0009576559870038182,0.017212473052495625,1.3534224724769592,202,3.0,1.4315337671339512,498,0.20058020983663735
3992000,194.9,0.0,-0.003950635194778443,1.74,-0.0009526710934005678,0.014900478724412096,1.3691343700885772,202,4.0,1.277963194809854,499,0.18284275571627095
4000000,193.04,0.0,-0.0031175750494003298,1.72,0.002103277408168651,0.014882745713002805,1.3775179278850556,202,5.0,1.3199443820118903,500,0.18245973484420733
4008000,182.12,0.0,-0.002014281749725342,1.42,0.001441551305615576,0.01645734698621709,1.3763846242427826,202,4.0,1.3537459450960159,501,0.19119640689623943
4016000,185.47,0.0,-0.0025479066371917724,1.46,-0.0020017045049462467,0.013018546226976468,1.3761235642433167,202,4.0,1.1936447091028095,502,0.17136125312802036
4024000,181.81,0.0,-0.0029620248079299926,1.33,0.0019307558494620026,0.01189722865310614,1.378332017660141,202,4.0,1.1445909596979618,503,0.1502285367339967
4032000,181.39,0.0,-0.011880739331245423,1.3,0.0001968753019173164,0.015040100055206267,1.3699618089199066,202,4.0,1.3329005943425,504,0.17532443187657656
4040000,186.69,0.0,-0.0053841018676757816,1.51,-0.00026052695233374834,0.011843748199862603,1.3602070724964141,201,3.0,1.1400510131567716,505,0.15622737192896027
4048000,181.62,0.0,-0.007257738709449768,1.4,1.6798599099274724e-05,0.014880716598254367,1.3712755918502808,201,3.0,1.2547178329154849,506,0.18530163446698228
4056000,174.53,0.0,-0.0033312880992889403,1.19,0.0002759456087369472,0.011239450503459807,1.3761724507808686,201,3.0,1.0792552447598427,507,0.14960371332256
