value_loss,frames,policy_loss,P09:episode_rewards,advantage_norm,episode_length,fps,explained_variance,P01:episode_rewards,policy_entropy,PMM:episode_rewards,epoch_idx,grad_norm
0.358772786074951,8000,-0.05160740247789363,2.0,3.4116684859618545,159.75,242,-0.95834816634655,0.0,1.3202041989564897,0.85,1,10.960769926023504
0.010107485350811202,16000,0.0003743437453522347,4.0,1.0342582534626126,185.0595238095238,247,-0.3009550827741623,0.0,1.3638680911064147,1.5714285714285714,2,0.14177681248276286
0.010552112064524409,24000,0.001130670016282238,5.0,1.0269016402214766,196.73,257,-0.36351964473724363,0.0,1.3781068992614747,1.81,3,0.1824726584050056
0.008123794709035792,32000,-0.0004774198366794735,4.1000000000000085,0.8506790213659405,193.43,259,-0.29125561356544494,0.0,1.3688484477996825,1.66,4,0.13101015526438844
0.00961626723057634,40000,-0.00021375692158471794,5.0,0.9601134867966175,190.76,263,-0.18746985077857972,0.0,1.3656227326393127,1.52,5,0.1352861179885498
0.009113972371033015,48000,-0.00041524613596266135,4.1000000000000085,0.935467389114201,186.89,266,-0.2487103009223938,0.0,1.368449637889862,1.43,6,0.134436334561061
0.010969719018685282,56000,-0.0004278877349861432,5.0,1.1011946373432875,194.54,269,-0.07846642732620239,0.0,1.3627828204631804,1.7,7,0.1442453701449238
0.010260153658446142,64000,0.0016954712520237082,5.0,0.9832228172942996,206.63,271,-0.8303494328260421,0.0,1.3582423448562622,2.02,8,0.15802123614038954
0.011266812912690511,72000,-0.00017748313024640083,5.1000000000000085,1.0984347437694668,205.25,270,-0.24343325197696686,0.0,1.366611351966858,1.96,9,0.16011186378275505
0.010957161975347844,80000,3.076330525800586e-05,5.0,1.049446461647749,206.64,271,-0.19569084286689759,0.0,1.3719153416156769,1.95,10,0.15712919342271395
0.008105196944179625,88000,0.000327718120533973,5.0,0.8374869367107749,194.72,273,-0.2148083430528641,0.0,1.3813911533355714,1.63,11,0.13800191374549073
0.007985828941438058,96000,-0.0007235874935577158,3.1000000000000085,0.796715532084927,170.72,269,-0.5752599620819092,0.0,1.3774912881851196,1.12,12,0.14223543887144025
0.009050574291541125,104000,0.0004913505972945131,3.0,0.9155657300353051,173.12,268,-0.18325467824935912,0.0,1.3768030869960786,1.19,13,0.13561914631566246
0.006732184011643767,112000,0.0005214678117772564,3.0,0.7340647688508034,170.01,268,-0.2105750000476837,0.0,1.3782282543182374,1.11,14,0.11293447697614624
0.008624698613698457,120000,-0.0005572421122997185,3.0,0.8988040585070849,166.71,269,-0.14790412843227385,0.0,1.3804542005062104,1.04,15,0.14218420976486792
0.008412166096036344,128000,0.0003474902524612844,3.0,0.8738394634239376,175.76,267,-0.1566559088230133,0.0,1.3811329185962677,1.26,16,0.1267324814253003
0.00848355229565641,136000,0.0012345267890486865,3.0,0.8734515319764614,172.93,269,-0.21923048317432403,0.0,1.3840787982940674,1.29,17,0.13118107325556777
0.010346398822230185,144000,0.0004198911456478527,3.0,1.0266425131633878,177.03,270,-0.19756139636039735,0.0,1.3847266709804535,1.42,18,0.15560680908724048
0.00813076765900405,152000,-0.0001307498477399349,3.0,0.8351721140369773,183.66,271,-0.22586142838001252,0.0,1.383588662147522,1.47,19,0.11793812653777241
0.008467474101526023,160000,0.0009519405089667998,3.0,0.8974969313293696,182.39,271,-0.13465019822120666,0.0,1.3821992468833924,1.35,20,0.11548682832807215
0.007488340292575231,168000,-0.0003503824153449386,3.0,0.8110987488925457,173.63,271,-0.2808776420354843,0.0,1.380441781282425,1.14,21,0.11842775220153406
0.009651396321387437,176000,0.0009640189789934083,3.0,0.986810097694397,175.14,271,-0.12244892418384552,0.0,1.3795969414710998,1.19,22,0.13367186009444215
0.007751744377369505,184000,-0.0005866321924258954,3.1000000000000085,0.8014223666861653,180.54,271,-0.2876235473155975,0.0,1.3791746127605438,1.29,23,0.10890553615046157
0.008590983645353845,192000,-0.00011254149285377935,3.0,0.8730677743628621,178.25,270,-0.18929049253463745,0.0,1.3836980557441712,1.25,24,0.11978759488400385
0.007715501729926473,200000,0.0006228085490874946,3.0,0.8103731809370219,176.05,271,-0.24937900364398957,0.0,1.3840838277339935,1.23,25,0.10912829172249974
0.007286871598507787,208000,-0.0003466362622566521,3.0,0.7730114199966193,170.74,270,-0.22478165805339814,0.0,1.3846694481372834,1.11,26,0.11107905346613382
0.008134325391765743,216000,0.0003497274362598546,3.0,0.8326056202873587,172.02,271,-0.2363736289739609,0.0,1.3835975575447081,1.11,27,0.10785135881997954
0.008828404532614513,224000,-0.0005839404743164778,3.0,0.9258315112441778,179.97,271,-0.15560150921344756,0.0,1.3685166800022126,1.31,28,0.1225031409319808
0.00917818521591471,232000,0.0003064164472743869,3.0,0.9398437185585499,178.22,272,-0.18162931323051454,0.0,1.365768222808838,1.35,29,0.1160324029328282
0.008819817169423913,240000,-0.00045658830844331534,3.0,0.8864897299930453,179.17,271,-0.19783255577087402,0.0,1.376297059059143,1.36,30,0.11585554220094471
0.006675013309067026,248000,0.0019141563802259043,3.0,0.7172869329340756,173.04,271,-0.30221963942050933,0.0,1.3812008380889893,1.13,31,0.08451944427762069
0.009501078724242688,256000,-9.203705267282202e-05,3.0,1.0047524817287923,172.3,272,-0.1089602667093277,0.0,1.3844820952415466,1.07,32,0.11464570802464094
