epoch_idx,grad_norm,explained_variance,fps,value_loss,P01:episode_rewards,policy_entropy,advantage_norm,P09:episode_rewards,episode_length,PMM:episode_rewards,frames,policy_loss
1080,1.1456561604566096,0.9229686880111694,277,0.09605615380220116,192.0,0.9207478564977646,3.4166876447200774,403.20000000000005,1929.31,313.95,8640000,-0.02120874684618684
1081,1.6979662515586194,0.8837235426902771,277,0.1543385589122772,192.0,0.9155328267812729,4.285690813064575,401.40000000000003,1935.38,313.46,8648000,-0.01450522508006543
1082,1.059038575932694,0.7641755694150925,277,0.08969895843416452,192.0,0.9745700424909591,3.389448654651642,405.1,1936.77,313.24,8656000,-0.01946695375489071
1083,1.1545241997374072,0.8869500160217285,277,0.09679595931433141,187.4,0.9509322410821914,3.2342640244960785,405.1,1928.55,310.12,8664000,-0.022056097968597897
1084,1.427207139906063,0.9145733088254928,277,0.13073874175548553,187.4,0.8863380306959152,4.001536935567856,401.40000000000003,1928.64,308.3,8672000,-0.007956045642495156
1085,1.151812410540394,0.9276528179645538,277,0.0870028721773997,154.1,0.9650953549146652,3.107691947221756,394.70000000000005,1920.43,306.82,8680000,-0.022620009658967318
1086,0.9068989808559779,0.9171779894828797,277,0.06260101970285177,154.1,0.9380853426456451,2.7655999565124514,391.30000000000007,1906.72,305.29,8688000,0.00037995829770807175
1087,1.309398026345008,0.9047055500745773,277,0.11328062056563795,154.1,0.9394741451740265,3.6644962549209597,394.70000000000005,1909.7,306.69,8696000,-0.00993398084945511
1088,1.8564792516202453,0.9054390370845795,277,0.14566800376400352,154.1,0.9374067360162734,4.4110939407348635,394.70000000000005,1908.63,307.62,8704000,-0.024781627340707928
1089,1.2541399130838848,0.923859515786171,277,0.09111911992542446,184.70000000000002,0.9787696558237076,3.2105931544303896,394.70000000000005,1916.95,314.23,8712000,-0.027845476700458675
1090,1.5857227085201837,0.9057014113664628,277,0.10629547788761556,207.8,0.964524683356285,3.6010435903072358,401.0,1926.07,318.16,8720000,0.0021038518799468874
1091,1.6085967698104295,0.8583240938186646,277,0.14851286656223237,207.8,0.9732801640033721,3.9861336970329284,401.0,1926.62,319.27,8728000,-0.028312608547857963
1092,1.5105998213664256,0.8538784366846085,277,0.14676369773223996,207.8,0.9794706255197525,4.188634370565414,394.70000000000005,1912.54,318.19,8736000,-0.014633868509497461
1093,1.71094345221331,0.8921870195865631,277,0.1463568074349314,186.10000000000002,0.9732875776290894,4.143369516134262,401.0,1907.16,317.6,8744000,-0.016195262228138746
1094,1.017124929946816,0.9070989781618118,277,0.0738946531014517,186.10000000000002,1.0108057421445846,3.032090683579445,401.40000000000003,1906.25,318.9,8752000,-0.009134507388116617
1095,1.1543863960139484,0.9249006086587905,277,0.0937048112694174,186.10000000000002,1.0007861465215684,3.244496442079544,401.40000000000003,1905.25,319.59,8760000,-0.013500504521653056
1096,1.583091688951776,0.9074290150403976,277,0.12256706153973937,167.6,0.9587059545516968,3.84184677362442,401.40000000000003,1901.07,316.51,8768000,-0.021540467054583134
1097,1.2202867562714983,0.9277565294504165,277,0.10117993933148682,154.20000000000002,0.9821404182910919,3.4573649537563322,401.40000000000003,1895.45,313.21,8776000,-0.02506748269777745
1098,1.1230717670087338,0.8742623740434646,277,0.09438166121020913,167.6,0.9650102090835572,3.4805706930160523,405.5,1896.81,316.9,8784000,-0.004894810225814581
1099,1.0498638055750629,0.930467301607132,277,0.07715145960450172,186.10000000000002,0.9775408571958542,3.069962282180786,405.40000000000003,1914.97,321.23,8792000,-0.01791397755150683
1100,1.33240673975287,0.9136390399932861,277,0.10226332097314299,186.10000000000002,0.973109478354454,3.39725808262825,401.40000000000003,1888.36,320.49,8800000,-0.019322324171662332
1101,1.5547178599172735,0.8928502386808396,277,0.12831627356819808,167.6,0.9596519941091537,3.733841506242752,408.1,1903.12,321.65,8808000,-0.033602038548851854
1102,1.296107435104833,0.8991931498050689,277,0.11667527041397989,167.6,0.9543833416700364,3.6266936802864076,409.0,1907.15,321.49,8816000,-0.019484827849082648
1103,0.9551841545709461,0.8922616785764694,277,0.08092351267114281,167.6,0.9999900090694428,2.917837485074997,405.3,1906.64,318.07,8824000,-0.017159033142961563
1104,1.2516991675812035,0.927837935090065,277,0.10362796216271818,154.20000000000002,0.9367302125692367,3.532694104909897,408.1,1905.74,316.81,8832000,-0.0066972712753340605
1105,1.2378592518189435,0.9210494142770768,277,0.10784570301882923,154.20000000000002,0.9728654152154923,3.706845248937607,408.1,1896.57,317.42,8840000,-0.013586179127378273
1106,1.058436622955853,0.9018010288476944,277,0.07423078698571771,154.20000000000002,1.0107936757802962,2.9540940177440644,405.3,1893.73,315.61,8848000,-0.011042592215817422
1107,1.2253571632409457,0.9258588755130768,277,0.09188878138083964,154.20000000000002,0.9660079491138458,3.2977402102947235,401.40000000000003,1893.66,316.41,8856000,-0.014436609818367287
1108,1.5254836975823292,0.913528083562851,277,0.14306888036429882,154.20000000000002,0.9636653453111649,4.297068753242493,401.40000000000003,1896.56,318.75,8864000,-0.009761325945146383
1109,1.31282672128548,0.8781370621919632,277,0.10409468232654034,154.20000000000002,0.994138758778572,3.42448801279068,401.40000000000003,1896.59,320.79,8872000,-0.019991286969743668
1110,1.5771255794321453,0.8935587722063064,277,0.13579806055873633,166.8,1.0003637969493866,4.030603772401809,403.20000000000005,1920.45,324.49,8880000,-0.023420632702764125
1111,1.5056721868650427,0.9147706860303879,277,0.11827293899841607,144.20000000000002,1.0071591925621033,3.7599359595775605,403.20000000000005,1894.74,317.6,8888000,-0.012828363662119955
1112,1.084075212871907,0.8826600551605225,277,0.08236442552879453,144.20000000000002,0.9642101311683655,3.0310799086093905,403.20000000000005,1894.97,317.47,8896000,-0.013921250618586782
1113,1.4594519930362475,0.920080354809761,277,0.1312189546972513,144.20000000000002,0.9261073905229569,3.871465792655945,403.20000000000005,1896.25,317.51,8904000,-0.006334268763894215
1114,1.5337116600500027,0.9115279591083527,277,0.13545077349990606,144.20000000000002,0.9534054666757583,4.01387620806694,403.1,1892.32,317.58,8912000,-0.032241410489659755
1115,1.2972952581849972,0.9000031691789627,277,0.09045991792809219,144.20000000000002,0.998408408164978,3.1607285130023954,404.1,1911.57,316.6,8920000,-0.027984283560654147
1116,0.9953557997219292,0.938007892370224,277,0.06946039837785065,136.70000000000002,0.9417159873247146,2.819742224216461,403.1,1898.91,312.45,8928000,-0.007984900072187884
1117,1.4452480662106175,0.8642442280054092,277,0.1376831871829927,108.9,0.9515905636548996,4.056753801107407,403.1,1889.92,309.76,8936000,-0.026959414524026216
1118,1.1196459955924316,0.921748189330101,277,0.09550249588675797,108.9,0.9744469428062439,3.3804318046569826,403.1,1898.07,310.9,8944000,-0.01891281370451907
1119,1.2675229249356283,0.8591606444120408,277,0.08113890795502812,131.70000000000002,0.9896754187345504,3.072009756565094,408.1,1908.18,311.89,8952000,-0.02781438164645806
1120,1.4832614762208172,0.867353857755661,277,0.11606799642555415,131.70000000000002,0.9660444015264511,3.554486405849457,408.1,1915.6,312.88,8960000,-0.013442320110625587
1121,1.7435895946641253,0.9163581007719039,277,0.13978762744925916,129.9,0.9785613656044007,4.160136536359787,399.40000000000003,1868.09,306.81,8968000,-0.006099222775083036
1122,0.9186290336681954,0.9390906602144241,277,0.060328146484680475,108.9,0.9780658584833145,2.7127918124198915,398.50000000000006,1860.33,303.82,8976000,-0.007357873272849247
1123,1.2361630519504927,0.9256558650732041,277,0.09899075486231595,108.9,0.9656513655185699,3.2492323887348173,398.50000000000006,1871.0,305.94,8984000,-0.019343607649207114
1124,1.4544697332044587,0.9260111939907074,277,0.1341736466716975,129.9,0.9383002626895904,4.114889136552811,398.0,1859.51,305.55,8992000,0.0017451302579138427
1125,1.176606796057884,0.9403532481193543,277,0.09952230602502823,129.9,0.9608560448884964,3.491646651029587,398.0,1861.81,307.29,9000000,-0.018185345586680342
1126,1.1305643282461084,0.9162436652183533,277,0.09333765876945108,129.9,0.9809453612565995,3.40529195189476,396.20000000000005,1855.15,309.52,9008000,-0.012881351883988828
1127,1.1365790970789353,0.9315968924760818,277,0.08123053002636879,143.70000000000002,0.99540258705616,3.1155626356601713,392.40000000000003,1856.7,311.45,9016000,-0.01644829007505905
1128,1.3228524669000288,0.8971140891313553,277,0.11958341893739999,143.70000000000002,0.9742206817865372,3.680308645963669,392.40000000000003,1863.56,311.36,9024000,-0.01244462774368003
1129,1.2837640134626982,0.9459700691699982,277,0.08919220632873476,143.70000000000002,0.9705387866497039,3.3392451298236847,396.20000000000005,1866.46,311.22,9032000,-0.016657566293142734
1130,1.325054406589395,0.9344627213478088,277,0.10078591181896628,156.3,0.9788834792375565,3.598026884794235,398.0,1863.16,312.28,9040000,-0.018115016957744957
1131,1.0564097856534957,0.94103779733181,277,0.07116470239125192,156.3,1.001672359108925,3.024763329029083,398.0,1865.68,311.9,9048000,-0.011115360191761283
1132,1.121781878413104,0.8767316514253616,277,0.09271009331569076,129.9,0.9942705583572388,3.463109602928162,398.0,1870.01,309.39,9056000,-0.00584899332956411
1133,1.1205867393495201,0.9076790636777878,277,0.09221473682206124,129.9,1.0295430260896683,3.381347361803055,396.20000000000005,1854.1,307.53,9064000,-0.008507693157080212
1134,1.411018207421239,0.9122891569137573,277,0.10423080399632453,139.20000000000002,0.9997520923614502,3.6909923648834226,396.20000000000005,1879.54,309.43,9072000,-0.014261074480600655
1135,1.2195939493876045,0.9153198379278183,277,0.08185387397184968,139.20000000000002,0.9861856651306152,2.9137386071681974,398.0,1884.59,308.53,9080000,-0.02805809926125221
1136,1.3174389214120015,0.905260523557663,277,0.10627818818204104,129.9,0.9511328786611557,3.5301803731918335,398.0,1867.96,304.26,9088000,-0.007919077235274017
1137,1.3247952500056244,0.9152823173999787,277,0.12629930386319757,120.9,0.932118502855301,3.800083965063095,398.0,1858.77,301.67,9096000,-0.02065603746348643
1138,1.3797995193398982,0.891688072681427,277,0.1205308604799211,131.0,0.9758644729852677,3.8662447929382324,398.0,1858.48,306.5,9104000,-0.01865314136550296
1139,1.0850249031985482,0.8885066348314286,277,0.06709463980980218,139.20000000000002,0.9777447474002838,2.842890363931656,399.50000000000006,1874.91,310.29,9112000,-0.006541845586471026
1140,1.420325975089626,0.9008342623710632,277,0.09876193353906274,157.1,0.9220424365997314,3.3426291394233703,398.1,1875.77,312.96,9120000,-0.016906991896103136
1141,1.5210733473747253,0.9298199063539505,277,0.11576834471896291,177.0,0.9241704297065735,3.637975410223007,398.1,1890.25,313.63,9128000,0.0025572033488424494
1142,1.2475486572783692,0.920925155878067,277,0.11353191708214581,146.29999999999998,0.9242758756875992,3.5787249171733855,399.20000000000005,1880.54,311.67,9136000,-0.015334422417581664
1143,0.713144279761051,0.893283520936966,277,0.05109154274687171,146.29999999999998,0.9821554088592529,2.4494560635089875,401.3,1883.89,313.61,9144000,-0.0081635655881837
1144,1.2377556124303213,0.912465695142746,277,0.09101825287565589,146.29999999999998,0.9433100140094757,3.1176275253295898,404.20000000000005,1890.95,313.88,9152000,-0.012975599668234281
1145,1.362049542469275,0.9122495257854462,277,0.11894718405790627,146.29999999999998,0.9214412808418274,3.7131543493270875,404.20000000000005,1907.82,314.58,9160000,-0.013466003473149612
1146,1.176636296337132,0.9029647254943848,277,0.09533039845526219,188.89999999999998,0.9838116961717606,3.3016390919685366,404.20000000000005,1928.44,318.92,9168000,-0.01921783108380623
1147,1.0074760366178048,0.9325926280021668,277,0.07670310980640352,188.89999999999998,0.9751971435546875,3.0207964730262757,406.0,1932.18,319.79,9176000,-0.0034126023517455904
1148,1.1515871247578433,0.8895790845155715,277,0.10761259797960519,175.8,0.9704003995656967,3.321521807909012,406.4000000000001,1932.1,318.12,9184000,-0.032706559780053795
1149,1.489814061700658,0.892630769610405,277,0.13605634146369994,175.8,0.9544168943166733,4.044881982803345,406.4000000000001,1939.7,318.67,9192000,-0.022648822405608372
1150,1.044519499157258,0.9079645550251008,277,0.08688394331373274,148.8,0.9744639587402344,3.1556422209739683,406.4000000000001,1943.53,314.73,9200000,-0.023008289719000458
1151,1.0381324315937994,0.9239205843210221,277,0.0839633322134614,148.8,0.9471307235956192,3.178534141778946,406.4000000000001,1941.37,315.53,9208000,-0.0053241254918975755
1152,0.978795075263848,0.939255621433258,277,0.08132215460762382,157.1,0.930830706357956,3.0794533598423004,406.4000000000001,1940.8,314.98,9216000,-0.01491749077453278
1153,1.2161996280768685,0.9069907373189926,277,0.10757890548091381,157.1,0.9423828613758087,3.5953588378429413,406.50000000000006,1949.48,317.17,9224000,-0.016882803208427503
1154,1.2364401473863815,0.9485793340206147,277,0.09458465240895748,157.1,0.9118733805418014,3.382992894649506,406.50000000000006,1957.62,318.71,9232000,-0.013292773666325957
1155,1.266792646313881,0.9442911779880524,277,0.10371253686025739,157.1,0.9177703082561492,3.53084285736084,406.50000000000006,1973.59,321.22,9240000,-0.012434409502602647
1156,1.096559986834452,0.9340177512168885,277,0.09464053544215859,157.1,0.954526355266571,3.1920934545993807,406.50000000000006,1982.31,323.45,9248000,-0.017465744880901184
1157,1.1732248825298364,0.9396161156892776,277,0.07783692921511828,176.9,0.9695522272586823,2.9890686440467835,411.1,2005.64,327.19,9256000,-0.00867974796157796
1158,1.3362119124307532,0.9009776866436005,277,0.10836476349271834,176.9,0.9392163473367691,3.4479566955566407,411.1,2003.5,328.32,9264000,-0.033075665335763914
1159,1.2223435547673136,0.9243535089492798,277,0.0983203535526991,211.60000000000002,0.9502427697181701,3.4607937824726105,411.1,2001.68,331.78,9272000,-0.011123896364006213
1160,1.2589650586220151,0.9277197468280792,277,0.11196577888913453,188.89999999999998,0.95398597240448,3.500679235458374,406.6000000000001,1990.57,328.8,9280000,-0.006148689058609307
1161,1.1739133702813438,0.9372576022148132,277,0.09860395081341267,244.60000000000002,0.9154145795106888,3.3532766604423525,412.1,2014.19,336.28,9288000,-0.016629334781318904
1162,1.1716659152497355,0.9266797512769699,277,0.10875163476914168,254.3,0.9417922586202622,3.641492999792099,412.1,2025.17,338.34,9296000,-0.012480557333328762
1163,1.5156906345282914,0.915231716632843,277,0.13508973781950773,254.3,0.9049150341749191,4.048615744113922,412.1,2030.83,339.31,9304000,-0.021914545032195747
1164,0.8762772680655033,0.9406554472446441,277,0.05869688333012164,244.60000000000002,0.9468283426761627,2.6759605705738068,412.0,2033.02,335.82,9312000,-0.008864795182453235
1165,0.9737448478109115,0.943567823767662,277,0.07387601684778929,211.60000000000002,0.8930120325088501,2.9874348616600037,409.3,2022.65,334.1,9320000,-0.010479109192965552
1166,1.008803282162253,0.925689662694931,277,0.08538109678775072,242.20000000000005,0.8820519578456879,3.369582027196884,409.3,2028.54,335.93,9328000,-0.01161296075239079
1167,1.1189817653905576,0.9375558125972748,277,0.10113002495840191,254.3,0.8613108938932419,3.520775306224823,412.0,2047.59,339.58,9336000,-0.010276236241916195
1168,1.0568803524716237,0.9471747851371766,277,0.0858021299354732,256.8,0.899681054353714,3.113979580402374,412.70000000000005,2066.91,344.14,9344000,-0.005461707679496612
1169,0.8312771250574268,0.9576033782958985,277,0.06687066013924778,256.8,0.924876714348793,2.7978514206409453,419.1,2077.94,344.48,9352000,-0.016650576174724846
1170,1.179738563172436,0.9639347964525222,277,0.09059442392550408,256.8,0.8905286437273026,3.2613933086395264,412.80000000000007,2088.57,344.4,9360000,-0.015115250699454918
1171,1.1718619977268714,0.9275942921638489,277,0.10167100842110813,285.8,0.9449602514505386,3.5529806339740753,420.1,2107.15,348.13,9368000,-0.03538570963108214
1172,1.1223919754841092,0.8720155149698258,277,0.10319079269655049,285.8,1.0044064044952392,3.554109627008438,420.1,2109.62,349.5,9376000,-0.026362310430267825
1173,0.7429916536287985,0.8994742548465728,277,0.05924481182359159,247.90000000000003,0.9723425328731536,2.5157350158691405,414.6000000000001,2086.46,342.38,9384000,-0.0011820262245601043
1174,1.2607244447584862,0.9156585574150086,277,0.1227933197375387,247.90000000000003,0.9571790951490402,3.6723321080207825,414.6000000000001,2083.08,342.38,9392000,-0.02004056025063619
1175,1.339961377977117,0.925326024889946,277,0.12021575711667537,181.40000000000003,0.9956776106357574,3.866440110206604,414.6000000000001,2076.74,341.02,9400000,-0.02110534034552984
1176,0.9441020048833957,0.911229001879692,277,0.07931614750996233,181.40000000000003,1.0142246025800705,2.9911783921718595,414.6000000000001,2075.8,341.28,9408000,-0.01712959794793278
1177,1.312447356914853,0.8821876913309097,277,0.14359570616856218,182.3,1.033563682436943,3.740881768465042,414.6000000000001,2072.11,339.66,9416000,-0.018550908914767204
1178,1.1190465454364718,0.9211014360189438,277,0.0880300380755216,164.9,1.0212338572740556,3.1405527138710023,414.6000000000001,2067.65,338.23,9424000,-0.016388959622127004
1179,1.6138156346968293,0.8641914552450181,277,0.1571468331106007,145.8,0.9887211805582047,4.02322656750679,413.1,2028.43,329.93,9432000,-0.03448835041257553
1180,1.1675715489684635,0.93171237885952,277,0.10097528253681957,145.8,1.001498930454254,3.3663288486003875,413.1,2018.2,328.15,9440000,-0.009505426585674286
1181,1.020799065746068,0.9211242759227752,277,0.08682693951763212,145.8,0.9829067945480346,3.1676897752285003,413.1,2019.45,326.75,9448000,-0.013586518437950872
1182,0.9583652391943254,0.9441646826267243,277,0.06627008470706641,145.8,0.9799070757627487,2.8403787207603455,412.1,2005.26,325.42,9456000,-0.002464554768521339
1183,1.023475921314847,0.900361915230751,277,0.07376197420991958,145.8,0.9686625838279724,2.968406674861908,412.1,2005.26,325.42,9464000,-0.01827193738979986
1184,1.258891557192011,0.9522623813152313,277,0.09010027538053691,145.8,0.8850149112939835,3.355037581920624,413.1,2032.86,328.25,9472000,-0.012214468796155415
1185,1.0861661602477513,0.9153573298454285,277,0.09864886588416993,156.79999999999998,0.9856747519969941,3.4272647523880004,414.6000000000001,2057.57,333.03,9480000,-0.007375853898265632
1186,1.066412927097904,0.8742090147733689,277,0.07052655047737062,156.79999999999998,1.0168886798620225,2.817623819112778,413.1,2058.67,329.1,9488000,-0.030146663527120837
1187,1.196554524043995,0.9161105382442475,277,0.07833179821260274,156.79999999999998,0.9448937821388245,3.1321494674682615,414.1,2064.11,329.86,9496000,-0.005825553059112281
1188,1.2712506886331538,0.9234765964746475,277,0.10903586462140083,156.79999999999998,0.9272348397970199,3.4397390866279602,415.40000000000003,2055.53,326.56,9504000,-0.011417329320902354
1189,1.5444343754027354,0.8666270315647125,277,0.1370776519551873,156.79999999999998,0.9581964874267578,4.106938735246659,415.40000000000003,2038.83,323.98,9512000,-0.022070133470697327
1190,1.0852873091720976,0.9361828923225403,277,0.06873853147029876,168.79999999999998,0.8948985332250595,2.84449525475502,419.1,2063.88,329.43,9520000,-0.02206225151690887
1191,1.1649940834039085,0.9552947723865509,277,0.0929129129741341,168.79999999999998,0.9153092986345291,3.2348999071121214,420.0,2070.07,330.18,9528000,0.000618296928005293
1192,0.8448735235483866,0.9690285515785217,277,0.05575356033630669,168.79999999999998,0.8821377807855606,2.5784470999240874,420.0,2065.54,330.25,9536000,-0.012219329617164477
1193,1.4329596494615329,0.9499225056171418,277,0.10278102178126573,168.79999999999998,0.8451446098089218,3.540778878927231,415.40000000000003,2070.05,329.36,9544000,-0.001427385142596904
1194,1.141936838807702,0.9431003087759018,277,0.08938005226664245,168.79999999999998,0.870550354719162,3.332660232782364,419.1,2073.85,329.74,9552000,-0.018408587803714908
1195,1.2342048817397764,0.9407107335329056,277,0.10064645873382688,168.79999999999998,0.9321035116910934,3.322641360759735,415.40000000000003,2066.87,329.37,9560000,-0.022885279002366588
1196,0.8884561659652626,0.9590260481834412,277,0.05896995834074915,168.79999999999998,0.9141439509391784,2.820130481719971,419.1,2062.36,329.48,9568000,-0.0036623383876576553
1197,1.3607307448046635,0.9535787981748581,277,0.09464335354976355,168.79999999999998,0.9642360645532608,3.332235155105591,415.40000000000003,2085.71,332.08,9576000,-0.02837462897587102
1198,0.9009408268471887,0.9045525360107421,277,0.06337485268712044,168.79999999999998,0.9615882438421249,2.7413129901885984,415.40000000000003,2085.54,331.47,9584000,-0.009060057114693336
1199,1.189190882414895,0.8840826493501663,277,0.08874720351770521,166.10000000000002,0.9622916615009308,3.0297235715389252,415.40000000000003,2082.52,329.37,9592000,-0.024104909541783855
1200,1.2788785654399089,0.8789082789421081,277,0.11579990735277533,189.39999999999998,0.934113826751709,3.704314812421799,419.1,2112.13,336.4,9600000,-0.0019005191186442971
1201,1.1514634415639025,0.9277879774570466,277,0.09544909509830177,220.60000000000002,0.8949265050888061,3.330980803966522,419.1,2111.91,338.17,9608000,-0.021153689738712275
1202,0.7892376183247812,0.9528645062446595,277,0.05453776681330055,220.60000000000002,0.886054916381836,2.568785153627396,419.1,2126.9,339.42,9616000,-0.008245632087055128
1203,1.07263269056367,0.9391251945495606,277,0.08929885357618332,220.60000000000002,0.9371715140342712,3.152528526186943,419.1,2135.7,341.47,9624000,-0.01566712693515001
1204,1.531401240199309,0.9224169045686722,277,0.12333349023014308,233.9,0.9567852008342743,3.736930500268936,419.1,2154.38,342.78,9632000,-0.01875518530025147
1205,1.3691277637774686,0.8902376902103424,277,0.10490808757953346,194.5,0.9621825438737869,3.3696523094177246,419.1,2150.94,338.14,9640000,-0.028103434333170297
1206,0.8498447660076712,0.9434694486856461,277,0.059042259426787494,221.10000000000002,0.915465504527092,2.627063839435577,419.1,2160.14,340.17,9648000,-0.004107980081462301
1207,0.908280399991596,0.9403405046463013,277,0.07081349081825465,249.20000000000002,0.9313031792640686,2.952513202428818,419.1,2177.39,344.66,9656000,-0.00404919762571808
1208,1.0385805502094116,0.9014535462856292,277,0.08920743967406451,225.8,0.9292017495632172,3.325230840444565,419.1,2168.97,343.28,9664000,-0.01252309987146873
1209,0.9675932685124699,0.9426299476623535,277,0.06617459879722447,225.8,0.9228073930740357,2.867376670241356,420.0,2174.13,343.63,9672000,-0.02947541845671367
1210,1.1932367917042177,0.934485474228859,277,0.09791469775605947,222.7,0.9220821589231492,3.3115065693855286,420.0,2181.35,343.15,9680000,-0.012428552609635516
1211,1.1308831119101435,0.9284715402126312,277,0.10518476541154087,209.39999999999998,0.9213880509138107,3.5171025598049166,419.1,2154.61,340.05,9688000,-0.016662673185928723
1212,1.4075855317976156,0.9238063329458237,277,0.1263694990426302,189.39999999999998,0.9324136996269226,3.6903824520111086,420.40000000000003,2162.27,335.91,9696000,-0.02224897632811917
1213,0.9496435532819197,0.9298344039916993,277,0.0668436846230179,189.39999999999998,0.9921171677112579,2.919177453517914,424.0,2158.51,338.35,9704000,-0.012133852660190314
1214,1.0048003839326753,0.9312219715118408,277,0.07352265205234289,194.5,0.9739399421215057,2.9069697511196138,424.0,2170.48,341.98,9712000,-0.01490338311647065
1215,1.2110919474849349,0.938536137342453,277,0.08849723559804261,209.39999999999998,0.9473615342378616,3.454070621728897,424.0,2188.54,344.89,9720000,-0.005332190156186698
1216,1.2559032048738759,0.9367267471551896,277,0.10416713650338352,209.39999999999998,0.9890017241239548,3.366443004608154,424.0,2191.26,344.64,9728000,-0.012460477678105234
1217,0.8526295144705004,0.9019400578737259,277,0.06476014351472259,209.39999999999998,1.0124254959821701,2.8554488611221314,420.40000000000003,2180.76,343.16,9736000,-0.016982050812075614
1218,0.9655971223125367,0.9381548869609833,277,0.0853957056812942,209.39999999999998,0.9690085649490356,2.996747144460678,419.50000000000006,2175.51,342.98,9744000,-0.0085259216662962
1219,1.4825969941478143,0.9004631125926972,277,0.1479617588315159,193.39999999999998,0.9271875405311585,4.153003681898117,419.50000000000006,2167.65,339.65,9752000,-0.02313067725102883
1220,0.770516344700296,0.9638335901498795,277,0.05511941630393267,193.39999999999998,0.9512952882051467,2.5735242879390716,419.50000000000006,2156.48,339.34,9760000,-0.01307648372137919
1221,0.8092943968982037,0.9107938450574875,277,0.05661555293016136,193.39999999999998,0.9765517294406891,2.5338193595409395,419.50000000000006,2153.8,337.0,9768000,-0.005777797519695014
1222,1.039802525871013,0.9437711399793625,277,0.07962557145394385,193.39999999999998,0.9192727661132812,3.0070805525779725,416.20000000000005,2151.32,337.48,9776000,-0.0066401530499570075
1223,1.6873075153736525,0.937908086180687,277,0.1584499051235616,193.39999999999998,0.8939037275314331,4.5330317735672,416.20000000000005,2149.05,336.6,9784000,0.0008637691347394139
1224,0.8649509612720542,0.9642998397350311,277,0.07868956422433257,193.39999999999998,0.9520544028282165,2.911737188100815,416.20000000000005,2114.91,335.9,9792000,-0.005369911235757172
1225,1.0412550146957626,0.9127598142623902,277,0.08298696854151785,195.89999999999998,0.9732543581724167,3.0893827164173127,417.1,2131.14,340.3,9800000,-0.018226113991549938
1226,1.0184887269122247,0.9470969641208649,277,0.07159215263091027,193.39999999999998,0.9548661375045776,2.8290309953689574,417.1,2124.38,340.15,9808000,-0.011038200661423615
1227,1.2486072620959434,0.9374937504529953,277,0.11145500097423792,178.29999999999998,0.9323915845155716,3.5399407815933226,417.1,2110.54,336.47,9816000,-0.009393412044155412
1228,1.3233627195863975,0.9254857063293457,277,0.11448789991438389,178.29999999999998,0.9476638799905777,3.6822375333309174,417.1,2111.46,334.8,9824000,-0.006929854975169292
1229,1.2624542812045632,0.9289711529016494,277,0.08916028626263142,178.29999999999998,1.0058974248170853,3.137940583229065,416.1,2114.26,335.29,9832000,-0.024226538764196448
1230,0.7296229074737934,0.929486278295517,277,0.05627096417360008,170.4,1.0024367475509643,2.4812569999694825,416.0,2080.69,331.93,9840000,-0.0062757688316924035
1231,1.0952495449410544,0.9443649876117707,277,0.08453445768915117,178.29999999999998,0.9288286900520325,2.9222662794589995,416.0,2091.79,335.78,9848000,-0.019624015358276667
1232,1.0291408352689777,0.938611096739769,277,0.08811103767715395,170.4,0.9114809781312943,3.2560413455963135,416.0,2088.27,332.9,9856000,-0.014041070788225625
1233,1.014862246245526,0.9046000665426255,277,0.09095913686789572,170.4,0.98853297829628,3.3039393424987793,416.0,2085.72,332.97,9864000,-0.012890686970786191
1234,1.0474471326662953,0.9448111367225647,277,0.09576879093423486,155.9,1.0167250746488572,3.2980041790008543,416.0,2087.65,331.28,9872000,-0.0048642640268371905
1235,0.8309999268084215,0.9544946247339249,277,0.06804262326098978,155.9,0.9576371836662293,2.89444962143898,416.0,2073.49,332.69,9880000,-0.011204460267908872
1236,1.112606179423255,0.9456670862436295,277,0.10629818444140256,155.9,0.9149717205762863,3.4212615633010866,414.20000000000005,2068.24,333.36,9888000,-0.015186426625004969
1237,1.308324774570828,0.9401954281330108,277,0.12736283790320158,155.9,0.9427718675136566,3.8898430371284487,414.20000000000005,2068.27,335.28,9896000,-0.015331454393526655
1238,0.8803606909185548,0.9574353098869324,277,0.08222389009781182,193.6,0.964999624490738,2.9002380681037905,413.1,2069.07,339.26,9904000,-0.02418526389519684
1239,1.3243105935152821,0.9107827270030975,277,0.11284332320094109,170.4,1.004288428425789,3.667290960550308,413.0,2063.78,335.56,9912000,-0.011383679480059073
1240,1.1000566828846547,0.9531894457340241,277,0.09687209391966461,192.0,0.9508488065004349,3.263166651725769,413.1,2071.97,337.48,9920000,-0.016769065299304203
1241,1.417511385589614,0.9178322941064835,277,0.13236689602956175,192.0,0.9844603329896927,3.7396273040771484,413.0,2053.35,335.37,9928000,-0.03575000571436249
1242,0.9876138205270302,0.927804889678955,277,0.07202929409220815,205.0,0.984735398888588,2.850597627162933,413.0,2056.1,337.61,9936000,-0.006300949118449353
1243,1.2550842758398888,0.9516435843706131,277,0.10103123259264976,192.0,0.9206715893745422,3.45145330786705,413.0,2051.54,335.43,9944000,-0.007521064737811684
1244,1.6236419657568804,0.9510392498970032,277,0.1367752009164542,205.0,0.9522502386569976,3.978349070549011,413.1,2056.3,337.99,9952000,-0.026342937593581153
1245,1.0808918124427438,0.9399773335456848,277,0.07627308199647814,205.0,0.9906973028182984,3.050114560127258,413.1,2047.05,338.06,9960000,-0.009019771279999986
