explained_variance,grad_norm,P01:episode_rewards,PMM:episode_rewards,clip_fraction,policy_entropy,epoch_idx,episode_length,fps,advantage_norm,frames,policy_loss,value_loss,P09:episode_rewards,approx_kl_divergence
-7.82310962677002e-09,0.04860396187359593,0.0,75.75,0.2268310546875,1.5639695622026921,35,296.71,455,15.968717437982558,358400,-0.001084078738495009,0.00699885037029162,152.50000000000023,0.0034129095840739867
-1.601874828338623e-08,0.05186311590096541,22.500000000000007,117.0,0.183642578125,1.5995806530117989,36,311.32,455,15.968717628717423,368640,-0.001032793254853459,0.010567454070405801,252.50000000000023,0.0028311507599710238
-1.6763806343078613e-08,0.0495213210036213,22.500000000000007,138.75,0.20322265625,1.5920007079839706,37,314.68,456,15.96871645450592,378880,-0.0013094572896079626,0.0064810179577762025,355.00000000000045,0.0027600690836834473
4.097819328308106e-09,0.0555196480163635,25.0,148.75,0.247802734375,1.5652514472603798,38,321.7,457,15.96871738433838,389120,-0.0013791429038974457,0.008710671271091996,302.5000000000002,0.003563904997491818
9.685754776000977e-09,0.050509530392945604,25.0,125.75,0.2169189453125,1.4602800555527211,39,315.96,457,15.968716955184936,399360,-0.0011894416657014517,0.007712737261806523,250.0,0.0027241401994956504
-8.195638656616212e-09,0.050505430979904974,47.50000000000001,137.5,0.1996826171875,1.389293733984232,40,331.45,457,15.968717575073242,409600,-0.00142665734529146,0.009987986248233938,250.0,0.002885451917958903
-1.1175870895385742e-09,0.04965357646191281,50.0,163.75,0.145068359375,1.3110437646508217,41,348.96,456,15.968717658519745,419840,-0.001443003031090484,0.01055894312721648,300.0,0.0021295186171016666
-1.0430812835693359e-08,0.04942607125605184,75.0,191.75,0.142626953125,1.284984651952982,42,365.88,456,15.968717640638351,430080,-0.0011306481756037101,0.009881410608795705,300.0,0.00214620161572725
-1.862645149230957e-08,0.04926080419867527,125.0,206.0,0.1413818359375,1.307083934545517,43,382.16,456,15.968717509508133,440320,-0.0009142484665062512,0.008993866265791439,300.0,0.0021894037069728257
-1.0430812835693359e-08,0.05157429063616272,125.0,215.5,0.2212646484375,1.4279821895062923,44,380.68,456,15.968717730045318,450560,-0.0014283187254477525,0.00948439888034045,362.5000000000011,0.003004949575745286
1.1920928955078126e-08,0.04951829962650922,125.0,209.0,0.178466796875,1.5010236985981464,45,378.91,457,15.968717908859253,460800,-0.000926211746991612,0.010116396825469564,477.5000000000002,0.0024123229398355763
1.080334186553955e-08,0.05051481210145183,125.0,215.5,0.15986328125,1.4523255407810212,46,375.97,458,15.968717736005782,471040,-0.000920025298546534,0.011309443564096,500.0,0.0022163744225281333
-2.2351741790771484e-09,0.05088392194184781,97.5,207.75,0.200341796875,1.4673909954726696,47,368.67,459,15.96871770620346,481280,-0.0018377469954430127,0.009483847204955964,475.0,0.002795780497956457
-1.9744038581848144e-08,0.04879345504688343,122.5,224.75,0.146240234375,1.4114024110138417,48,378.52,459,15.968717861175538,491520,-0.0008661809777549933,0.01133996649296023,502.5000000000002,0.002146266436787414
1.1175870895385742e-09,0.04741239931261641,100.0,233.5,0.1357666015625,1.4075972132384778,49,385.03,459,15.968718016147614,501760,-0.0009654663441324374,0.012349493664805778,500.0,0.002212929394647745
-1.2293457984924316e-08,0.05222898729690467,100.0,250.25,0.16328125,1.416652313619852,50,391.25,459,15.96871783733368,512000,-0.0006800639599532588,0.01340110312885372,525.0,0.002394043653180233
4.097819328308106e-09,0.053180084033081124,125.0,269.0,0.1754150390625,1.422812883555889,51,392.24,459,15.968717670440673,522240,-0.001285953943079221,0.013172692600346637,525.0,0.0022920783056122216
-3.3527612686157227e-09,0.056598237925685836,147.5,287.25,0.202392578125,1.5225941762328148,52,387.12,460,15.96871783733368,532480,-0.0013241598946478917,0.014755093251005746,550.0,0.0028850918627426835
2.421438694000244e-08,0.05451532391220021,172.5,309.75,0.20859375,1.5618043661117553,53,380.65,460,15.96871782541275,542720,-0.0021279200773278717,0.015544879068329465,550.0,0.0031649602607217277
-1.30385160446167e-08,0.05745432585138146,175.0,304.25,0.217333984375,1.5983634158968925,54,377.54,460,15.96871793270111,552960,-0.0013399476349150064,0.014690500451251864,525.0,0.0027194954994911313
-1.0058283805847169e-08,0.05712714877090917,175.0,304.25,0.206982421875,1.615310051292181,55,373.0,460,15.968718028068542,563200,-0.0015436442550708306,0.01599770998218446,502.5000000000002,0.0028380156202842954
9.313225746154785e-09,0.05633693266803678,150.0,300.5,0.1846923828125,1.5618155375123024,56,370.97,460,15.968718093633651,573440,-0.0015389502041216474,0.015948229740024543,475.0,0.0026118245388545348
3.3527612686157227e-09,0.05406985128135659,150.0,306.75,0.174169921875,1.5682771749794484,57,371.06,460,15.968717950582505,583680,-0.0012840231571317417,0.014637988567119464,577.5000000000002,0.002258560382563246
-1.899898052215576e-08,0.054954326444739854,172.5,308.75,0.1802490234375,1.6003462933003902,58,368.11,460,15.968718004226684,593920,-0.0013429310234641888,0.0163261648878688,575.0,0.0024623319722877567
-7.450580596923828e-09,0.055332621352141086,150.0,282.25,0.1830078125,1.613912156969309,59,357.27,461,15.96871787905693,604160,-0.0012973856191820232,0.01581329012697097,375.0,0.002346027725809563
8.940696716308593e-09,0.05704152265824107,172.5,271.25,0.1725341796875,1.5942996121942996,60,349.63,461,15.968718034029006,614400,-0.0012383571280224714,0.01664711717166938,350.0,0.0022425389675390763
-2.9802322387695314e-09,0.05591595200833808,197.5,283.5,0.167578125,1.6389166556298733,61,351.48,461,15.968718039989472,624640,-0.0010526507216127357,0.01664001352037303,352.5000000000002,0.002409075392012028
-1.862645149230957e-09,0.056499027330445165,175.0,292.0,0.1546142578125,1.6447919674217701,62,353.27,461,15.968718004226684,634880,-0.0013323307030077558,0.01598816171172075,377.5000000000002,0.002014662985425275
1.2665987014770507e-08,0.057355232043338346,172.5,283.5,0.178857421875,1.6471451580524445,63,351.47,461,15.968717986345291,645120,-0.0013003520951315295,0.016100396677211394,377.5000000000002,0.0024339811664390253
-7.82310962677002e-09,0.05439852538509217,97.5,256.0,0.2361083984375,1.6828902445733547,64,345.67,460,15.968717628717423,655360,-0.0009183294409012887,0.00913855376529682,400.0,0.003305068094834951
-4.097819328308106e-09,0.05309938777475369,50.0,229.25,0.2503662109375,1.6273348331451416,65,344.26,457,15.968717902898788,665600,-0.0014808173720666673,0.010509187674324494,402.5000000000002,0.0034204166454856024
5.960464477539063e-09,0.05196119827931731,25.0,206.25,0.2443359375,1.6330324783921242,66,343.14,457,15.968717730045318,675840,-0.0017829430536949076,0.010506752496803528,477.5000000000002,0.0030534167314158365
-2.5331974029541015e-08,0.05133897487814869,25.0,177.0,0.219482421875,1.6659081660211086,67,337.55,457,15.968714898824691,686080,-0.0009386385449033696,0.006328624624472923,477.5000000000002,0.0026271291983107404
-2.123415470123291e-08,0.04892142374560667,25.0,142.0,0.21220703125,1.6729227215051652,68,324.88,457,15.96871663928032,696320,-0.0008999924837553408,0.005619349586049793,375.0,0.002922665230221355
-1.564621925354004e-08,0.04783668212540154,25.0,111.0,0.2771484375,1.6441802643239498,69,314.53,457,15.968712818622588,706560,-0.001125231708647334,0.006308543158206703,202.50000000000023,0.003688415027886549
1.3783574104309083e-08,0.050953758524827274,25.0,111.75,0.229736328125,1.6062437132000924,70,316.52,457,15.96871746778488,716800,-0.0011882262033395818,0.007120632450823905,200.0,0.0029984730354698287
-1.7881393432617187e-08,0.049807563787355055,25.0,115.75,0.2256103515625,1.4994254216551781,71,324.62,456,15.968717223405838,727040,-0.0013708275495446288,0.00634705836860121,200.0,0.0028710071201317076
6.332993507385254e-09,0.04807699393162056,25.0,129.5,0.2049560546875,1.5253488257527352,72,330.29,455,15.968717569112778,737280,-0.0011278754882368958,0.008676524127872653,225.0,0.00269356634269684
-1.601874828338623e-08,0.04785140783500685,25.0,123.0,0.2438232421875,1.451051577925682,73,329.3,453,15.96871730685234,747520,-0.0014878316454996821,0.005644470585048111,225.0,0.002908476827388995
-1.6391277313232423e-08,0.0486999890228577,25.0,120.0,0.2467529296875,1.404384983330965,74,322.76,451,15.968717622756959,757760,-0.0011324906834488501,0.006916993730737886,225.0,0.0033451343624562925
3.3527612686157227e-09,0.04670620071233687,0.0,98.25,0.21025390625,1.3916130989789963,75,319.07,450,15.968717563152314,768000,-0.0013144387725333218,0.0062321846838131025,200.0,0.002686734528742818
-5.215406417846679e-09,0.048631924057081756,0.0,113.75,0.1802978515625,1.3855463452637196,76,325.19,450,15.968717461824417,778240,-0.0007071776548400521,0.008837554316232853,225.0,0.0022942478918253073
2.2351741790771484e-09,0.051575164767724356,25.0,118.0,0.2173095703125,1.4022733479738236,77,328.29,448,15.968717604875565,788480,-0.0014284482254879548,0.007129992063255486,225.0,0.0027345843006571615
-8.195638656616212e-09,0.05274342199185925,25.0,141.5,0.217236328125,1.4193338550627232,78,333.03,446,15.968717610836029,798720,-0.001145117301348364,0.009783955814054935,250.0,0.0028434614501179566
-4.097819328308106e-09,0.05356946576526499,25.0,161.5,0.2285400390625,1.427838545292616,79,333.76,441,15.968717807531357,808960,-0.0016379110973502975,0.011517697017734464,300.0,0.002785452558441648
-1.1920928955078126e-08,0.05833760129456831,47.50000000000001,194.75,0.1809326171875,1.4868137545883655,80,341.74,436,15.9687180519104,819200,-0.0014333957675262353,0.014082961124950088,350.0,0.0021989803493625004
1.1548399925231934e-08,0.051743600719788695,75.0,234.5,0.1662841796875,1.5190097600221635,81,355.44,432,15.968717974424361,829440,-0.001450924206073978,0.012917918054154143,425.0,0.002647855525810883
-1.4901161193847657e-09,0.056767044342028686,125.0,259.75,0.1845458984375,1.517869658023119,82,363.92,429,15.968717992305756,839680,-0.0009948401671863393,0.014211025244730991,425.0,0.002481547497313841
-1.1920928955078126e-08,0.051012351373611445,100.0,254.75,0.2082763671875,1.6068218618631362,83,365.64,425,15.968717783689499,849920,-0.0011522319244249956,0.011215773296044063,425.0,0.0027095604797040098
1.4901161193847657e-09,0.055643183567554176,75.0,242.75,0.2579345703125,1.6639951519668101,84,362.97,421,15.96871777176857,860160,-0.0010313412949471967,0.010349573317216709,455.0000000000004,0.0030966481652740185
-6.7055225372314455e-09,0.053556304974053115,50.0,220.25,0.2407958984375,1.6659410625696183,85,357.37,417,15.96871526837349,870400,-0.0009243552634870866,0.010509627072980265,455.0000000000004,0.003010517514621824
-1.1920928955078126e-08,0.05117307895229274,50.0,202.25,0.208251953125,1.668276807665825,86,346.51,414,15.968717753887177,880640,-0.0010726046250056243,0.009709267634389108,455.0000000000004,0.0027198940431617303
7.450580596923828e-09,0.05273693255005911,50.0,196.75,0.2568359375,1.6776197031140327,87,339.57,411,15.968717736005782,890880,-0.0013769881286862073,0.010183078805130207,427.5000000000002,0.0032867010636152827
-1.30385160446167e-08,0.05076756204684205,50.0,206.25,0.2024169921875,1.6210722461342812,88,341.48,408,15.968717843294144,901120,-0.0016107605366414645,0.012116013333434239,427.5000000000002,0.0025720442533724965
-2.9802322387695314e-09,0.053009287131471974,50.0,206.75,0.20458984375,1.6191054306924344,89,335.49,405,15.968717682361603,911360,-0.0009716046599351103,0.010957725121988915,427.5000000000002,0.0025232827751551666
-4.470348358154297e-09,0.05197989393461504,50.0,191.0,0.2466796875,1.6726336158812045,90,330.25,402,15.968717563152314,921600,-0.0009701141309051309,0.009224132971576182,375.0,0.0029071081520669396
-4.097819328308106e-09,0.05528536562440317,47.50000000000001,165.75,0.2601806640625,1.6909445017576217,91,320.26,399,15.968717813491821,931840,-0.0013225570808572229,0.010275714130330016,277.5000000000002,0.0030271556952129685
-2.6077032089233397e-09,0.05636700325287029,50.0,174.25,0.1958251953125,1.6797409534454346,92,327.73,397,15.96871793270111,942080,-0.0014314308333268854,0.012787529340130277,325.0,0.0023833021906682463
-5.215406417846679e-09,0.05156129429251597,50.0,189.5,0.2409912109375,1.6703611426055431,93,334.43,394,15.968717831373215,952320,-0.0015693873152486048,0.010043163290174562,350.0,0.0031302298603009147
6.332993507385254e-09,0.05216821065854086,50.0,204.25,0.2190673828125,1.6969519510865212,94,342.66,392,15.968717640638351,962560,-0.0005890509590244619,0.010010195367431151,375.0,0.0027063716851671417
1.4901161193847657e-09,0.052605662882977966,47.50000000000001,173.25,0.312841796875,1.693511288613081,95,330.69,390,15.968717414140702,972800,-0.001787599541421514,0.007626027961305226,327.5000000000002,0.004074646841922913
-2.2351741790771484e-08,0.057148732569811664,50.0,165.0,0.2260986328125,1.6576163902878762,96,332.18,388,15.968717670440673,983040,-0.0016205033243750222,0.01062540912971599,302.5000000000002,0.0028454178144556863
-1.601874828338623e-08,0.052805272482008024,50.0,164.25,0.2205810546875,1.7119184240698815,97,330.49,386,15.968712550401687,993280,-0.0015846714632061776,0.012319022042879624,300.0,0.002579303054483262
0.0,0.05397919520870285,50.0,202.25,0.2342041015625,1.7127789333462715,98,340.89,384,15.968716531991959,1003520,-0.0015787061500304844,0.010637741341815854,455.0000000000004,0.00277770812922995
6.7055225372314455e-09,0.052941548809746844,47.50000000000001,212.5,0.228369140625,1.7252629190683364,99,341.06,382,15.96871777176857,1013760,-0.0009700138794869418,0.009410507535267242,500.0,0.0030488592435403915
-5.215406417846679e-09,0.05681249386336497,25.0,210.75,0.2214111328125,1.6710649237036705,100,340.73,380,15.968717688322068,1024000,-0.0012437790574040264,0.010325119784465642,500.0,0.002841849920787354
-5.587935447692871e-09,0.052555283547033316,25.0,161.75,0.223828125,1.6986576229333878,101,327.18,378,15.968716865777969,1034240,-0.0010197850118856878,0.006608029898870882,330.0000000000004,0.0029108948360430987
-2.9429793357849122e-08,0.04655289899668865,25.0,133.0,0.3357666015625,1.7212341338396073,102,319.83,377,15.968712949752808,1044480,-0.0019514318431902212,0.005177270981502602,302.5000000000002,0.003934005559545995
-7.450580596923829e-10,0.04786264165556616,0.0,82.25,0.2718505859375,1.7067650713026523,103,306.88,375,15.968695175647735,1054720,-0.001412245861865813,0.004423722128608709,152.50000000000023,0.0032078824273412466
-1.9744038581848144e-08,0.048016483640006845,0.0,74.0,0.3337646484375,1.6828901506960392,104,306.64,373,15.968672567605973,1064960,-0.0011310945774312131,0.003317776191196997,150.0,0.00408993722858213
-4.8428773880004884e-09,0.046182010124852464,0.0,60.0,0.2525146484375,1.6481145791709424,105,303.95,372,15.96846907734871,1075200,-0.0008890613469702657,0.003202715718815783,127.50000000000021,0.0031569141148111157
1.2293457984924316e-08,0.053216156726103116,0.0,66.0,0.2575439453125,1.6823969148099422,106,308.09,370,15.968717724084854,1085440,-0.0010975209355819971,0.007027272200957668,127.50000000000021,0.003186333307144196
4.470348358154297e-09,0.05258300805722706,0.0,80.5,0.2375732421875,1.6766304045915603,107,317.41,369,15.968717622756959,1095680,-0.0013049254004727118,0.007053090987574251,175.0,0.0032492992924630926
-1.9371509552001954e-08,0.054138625846166924,25.0,112.25,0.21611328125,1.5760598927736282,108,339.02,367,15.968717682361603,1105920,-0.0010653531913703772,0.009403852594005002,225.0,0.0024163895529
-1.2665987014770507e-08,0.05407470154024718,50.0,148.5,0.207275390625,1.612467183917761,109,355.25,366,15.968717694282532,1116160,-0.0009880687910481356,0.0097886098024901,252.50000000000023,0.0023524040185293415
-2.6077032089233397e-09,0.054424330888626984,50.0,189.5,0.2422607421875,1.6339927196502686,110,369.51,364,15.968717533349992,1126400,-0.0014205446874257176,0.011114203494798858,327.5000000000002,0.0026780310763911074
-1.2665987014770507e-08,0.05295598866769381,75.0,220.5,0.2373291015625,1.627126857638359,111,383.02,363,15.96871770620346,1136640,-0.0014565334211511071,0.01131538109802932,505.00000000000045,0.002698703681249981
-2.9802322387695314e-09,0.0556025230032768,75.0,235.25,0.2088134765625,1.6833481021225452,112,378.47,361,15.968717700242996,1146880,-0.0006535675649502082,0.01102851422083404,550.0,0.0024069540185280404
-2.2351741790771484e-09,0.05486826165882973,75.0,228.0,0.265185546875,1.7225749865174294,113,370.51,360,15.968717670440673,1157120,-0.001120594466192415,0.01082553880441992,550.0,0.0036717355435712308
9.313225746154785e-09,0.051054911822056105,50.0,205.75,0.2558837890625,1.7037211701273918,114,357.06,359,15.968717712163926,1167360,-0.0014180158439558,0.008604731647756126,477.5000000000002,0.003277874630612132
4.470348358154297e-09,0.05176941355316661,25.0,171.0,0.244482421875,1.7243408150970936,115,339.92,358,15.968717724084854,1177600,-0.0013887363915273455,0.008358785751261167,350.0,0.002724692846436483
1.1548399925231934e-08,0.05022795487861664,25.0,161.75,0.2154052734375,1.706209209561348,116,337.87,356,15.968717551231384,1187840,-0.001290658141078893,0.008253026231977855,327.5000000000002,0.0023317811455967783
1.4156103134155273e-08,0.05146828019624107,25.0,129.5,0.27685546875,1.711157763004303,117,325.6,355,15.968701112270356,1198080,-0.0012861937608249717,0.0058725465902959685,225.0,0.002864156190639733
-1.1175870895385742e-09,0.04617859817235035,0.0,111.25,0.249951171875,1.6605920284986495,118,319.62,354,15.968667733669282,1208320,-0.001095512171741575,0.0038020415961383947,177.50000000000023,0.003110635251982785
-1.0058283805847169e-08,0.04810878473655709,0.0,72.75,0.3474609375,1.6399023801088333,119,306.76,352,15.968643260002136,1218560,-0.0012767757463734597,0.003388710654898075,150.0,0.004163540659598652
1.1175870895385742e-08,0.04984876969803047,0.0,58.5,0.2706298828125,1.633084588497877,120,307.86,351,15.968714278936385,1228800,-0.0010969970549922436,0.004284689012469478,125.0,0.0030665317294506166
-5.960464477539063e-09,0.04574915829102948,0.0,54.75,0.3544921875,1.6539083823561669,121,308.6,350,15.968716692924499,1239040,-0.002119410693740065,0.004475498806607447,100.0,0.004300399449329006
-1.0058283805847169e-08,0.04614374044673959,0.0,59.25,0.28681640625,1.6208544418215751,122,309.71,349,15.96871588230133,1249280,-0.0013453357518301346,0.003912623314533903,102.50000000000021,0.004020454356259506
-1.4528632164001465e-08,0.04469728324263149,0.0,55.75,0.258203125,1.5418766625225544,123,307.42,348,15.968705958127975,1259520,-0.0014503874419460772,0.003935351581623081,100.0,0.003422971412192055
1.899898052215576e-08,0.04631387596198965,0.0,51.75,0.3000732421875,1.552090609818697,124,305.4,347,15.96871508359909,1269760,-0.0011450580263044686,0.00346065148613377,125.0,0.0041159336609325695
-1.4528632164001465e-08,0.053829764397182955,0.0,75.25,0.3013916015625,1.626625918596983,125,311.49,346,15.968717634677887,1280000,-0.001421456041134661,0.006797014000403579,152.50000000000023,0.0034443981741560494
1.2293457984924316e-08,0.05035577060789591,0.0,92.75,0.2738037109375,1.615663618594408,126,316.19,345,15.968717628717423,1290240,-0.001246912877104478,0.006698062701070739,200.0,0.0030538921814468266
1.0058283805847169e-08,0.049874065888013006,0.0,103.5,0.2952880859375,1.6512943789362908,127,316.19,344,15.96871538758278,1300480,-0.001433103049203055,0.005476880328558309,225.0,0.0032881280593642257
1.862645149230957e-09,0.05308209566732206,22.500000000000007,108.25,0.2409912109375,1.6230089947581292,128,316.38,343,15.968717479705811,1310720,-0.0016457095931400544,0.009824290070105235,225.0,0.00277789553765615
-2.0861625671386717e-08,0.05167967110836754,25.0,139.25,0.20966796875,1.57220304235816,129,328.1,342,15.968717640638351,1320960,-0.0014440408838709117,0.009885940221283817,252.50000000000023,0.002435364539405782
3.3527612686157227e-09,0.04447172384024893,25.0,150.0,0.186572265625,1.4212204851210117,130,328.9,341,15.96871771812439,1331200,-0.0013004303255002014,0.006903928925294167,275.0,0.002237930833641144
7.82310962677002e-09,0.04131747313997956,25.0,133.5,0.2,1.2967502512037754,131,323.86,340,15.968717616796493,1341440,-0.0010524154451559298,0.0055032517677773285,252.50000000000023,0.0024799957628601987
3.725290298461914e-09,0.041191702391673,0.0,78.5,0.21318359375,1.3465434618294239,132,300.92,339,15.968712943792344,1351680,-0.0005159451848157914,0.003935202569459761,125.0,0.002910719512937021
1.2293457984924316e-08,0.04858733290702751,0.0,59.0,0.2683349609375,1.4637080334126948,133,297.68,338,15.96871058344841,1361920,-0.0008261828173999674,0.0035675608494685207,125.0,0.0030356072361314547
-8.940696716308593e-09,0.05204006667701592,0.0,61.25,0.268505859375,1.586747232079506,134,302.51,338,15.968715691566468,1372160,-0.0011024603387340902,0.0057232686822260345,125.0,0.003305050099595519
-8.195638656616212e-09,0.05116250866387749,0.0,76.25,0.2155517578125,1.6619092151522636,135,311.71,337,15.968712168931962,1382400,-0.0006635867292061448,0.006393130758749521,152.50000000000023,0.0025210418474671315
-3.725290298461914e-09,0.05263805330121257,0.0,91.0,0.3211181640625,1.7062958113849163,136,317.07,336,15.968717485666275,1392640,-0.0012493865440774243,0.006192897615619586,200.0,0.003672622990052332
3.725290298461914e-09,0.05065773251799886,0.0,104.25,0.2661376953125,1.656227708607912,137,319.53,335,15.968716472387314,1402880,-0.001281955002923496,0.005675372530193812,202.50000000000023,0.0029241248059037163
