fps,approx_kl_divergence,advantage_norm,PMM:episode_rewards,episode_length,value_loss,frames,P09:episode_rewards,epoch_idx,policy_entropy,grad_norm,clip_fraction,P01:episode_rewards,explained_variance,policy_loss
295,0.0018272890076445948,15.968717324733735,92.75,305.77,0.007061462700494303,2734080,202.50000000000023,267,1.4350579962134362,0.05085486957495321,0.22041015625,0.0,2.2351741790771484e-09,-0.0014223391968698706
295,0.0019197958666836712,15.968717008829117,90.25,306.61,0.006426687091561689,2744320,202.50000000000023,268,1.4427975058555602,0.054869176126139285,0.2514892578125,0.0,2.2724270820617674e-08,-0.0010484375939995515
295,0.0019721786062234514,15.968717157840729,118.25,313.64,0.008229590100378914,2754560,300.0,269,1.4650577284395694,0.05118557109003273,0.2420166015625,0.0,-1.3411045074462891e-08,-0.001457198731804965
295,0.0018899676717865077,15.968717122077942,124.5,316.63,0.007848647589867142,2764800,300.0,270,1.4439012005925178,0.05210538241397642,0.2119384765625,25.0,4.470348358154297e-09,-0.0011769516568165272
295,0.0015129892959748759,15.968717747926712,137.75,319.01,0.008947976917988853,2775040,302.5000000000002,271,1.3999596908688545,0.05195461458267436,0.1646728515625,25.0,1.2293457984924316e-08,-0.0008853706200170564
295,0.0014599917269464413,15.968716114759445,125.25,312.76,0.00577431976621483,2785280,275.0,272,1.3621170856058598,0.04943549745437911,0.1495361328125,25.0,-3.7252902984619143e-10,-0.0004480859419345506
295,0.001469290884244856,15.968717575073242,112.75,310.71,0.0061868237309681716,2795520,207.50000000000063,273,1.3895298331975936,0.0500646551121694,0.176611328125,22.500000000000007,-3.725290298461914e-09,-0.0006910492051247274
295,0.0016386184344227672,15.968717342615127,101.75,309.62,0.0065137535918438514,2805760,200.0,274,1.3871559463441372,0.0513926061804366,0.1849609375,22.500000000000007,-8.940696716308593e-09,-0.0006050378113286569
294,0.001955833218750058,15.96871775984764,99.0,309.05,0.006225753522812738,2816000,177.50000000000023,275,1.4020693503320216,0.05265566937897974,0.234765625,22.500000000000007,-1.1920928955078126e-08,-0.0008219601480959682
294,0.0021299087229124324,15.968717259168624,96.75,306.74,0.0058985763561395285,2826240,175.0,276,1.423069852590561,0.05166645226474803,0.2390625,0.0,7.078051567077636e-09,-0.001107058131674421
295,0.0016167900258921009,15.96871789097786,113.75,313.08,0.009334116734316921,2836480,202.50000000000023,277,1.365349044650793,0.0521581016270346,0.20126953125,25.0,7.450580596923828e-09,-0.001260659346007742
293,0.0018643306644008817,15.968717855215072,137.0,319.19,0.00824817857974267,2846720,400.0,278,1.3675551205873488,0.0520233653465811,0.1958984375,22.500000000000007,-1.1920928955078126e-08,-0.0010996812259691068
293,0.0016828967901005853,15.968716531991959,136.25,318.93,0.005161670489275139,2856960,402.5000000000002,279,1.2964992441236973,0.04213498371661769,0.187744140625,22.500000000000007,3.725290298461914e-09,-0.0009221729433193104
292,0.001651833836433525,15.96871719956398,109.0,314.66,0.005985335816035331,2867200,252.50000000000023,280,1.309256511926651,0.04966034314099195,0.2089599609375,0.0,-1.4901161193847657e-09,-0.0010427756380522624
292,0.0014897132690663284,15.968717801570893,99.5,320.02,0.0077345434056041995,2877440,202.50000000000023,281,1.3078751876950263,0.04653654799528151,0.17490234375,0.0,0.0,-0.0010183575599512552
292,0.001794453299397958,15.968718075752259,128.0,331.69,0.009569054559142387,2887680,255.00000000000043,282,1.275418931990862,0.05154495838213572,0.2217041015625,22.500000000000007,3.7252902984619143e-10,-0.0015232480498525546
292,0.0014254847723080388,15.968717765808105,147.5,337.43,0.009993862095871008,2897920,302.5000000000002,283,1.2358879342675209,0.050566388328735425,0.160205078125,25.0,4.097819328308106e-09,-0.0008553494059015066
292,0.0013622721176687947,15.968717604875565,167.25,341.12,0.009652424776959379,2908160,332.5000000000006,284,1.204556841403246,0.048707897347658465,0.1615234375,50.0,-2.16066837310791e-08,-0.0008049313706578687
292,0.0015808866778456831,15.968717682361603,175.25,345.07,0.010657449802238261,2918400,325.0,285,1.1662603206932545,0.05120037393311734,0.1718017578125,50.0,-1.4156103134155273e-08,-0.0009021539244713495
292,0.0012901913553054812,15.968717688322068,175.5,351.48,0.009196195279582754,2928640,300.0,286,1.1231230184435845,0.04696190218847056,0.1271484375,50.0,-1.6391277313232423e-08,-0.00040481408359482884
292,0.0013417789917809842,15.96871782541275,184.5,354.25,0.011728516565926838,2938880,310.00000000000085,287,1.1763991855084897,0.04813683211527331,0.1539794921875,50.0,1.3411045074462891e-08,-0.0008845556585583836
291,0.0014948977580360179,15.968717634677887,215.5,361.85,0.011363600791810313,2949120,477.5000000000002,288,1.164954300969839,0.04659403425160723,0.135205078125,50.0,2.9802322387695314e-09,-0.0008865910411259392
291,0.0013178385520376424,15.968717014789581,216.75,367.32,0.009682435870081463,2959360,475.0,289,1.1539212942123414,0.044539800975056075,0.137158203125,50.0,4.8428773880004884e-09,-0.0006816727203840855
291,0.0012893517384156895,15.968717408180236,207.5,358.81,0.00987395601003982,2969600,475.0,290,1.1664869748055935,0.04831548624854435,0.1515869140625,50.0,1.4901161193847657e-09,-0.0006304783644736744
292,0.0014383404610562422,15.968717652559281,159.75,347.54,0.007983248567052214,2979840,275.0,291,1.1386921480298042,0.04686986641657899,0.1689453125,50.0,-1.9371509552001954e-08,-0.0007808681304595666
292,0.0016360391298803733,15.968717765808105,146.0,339.0,0.007645488863636274,2990080,252.50000000000023,292,1.1054896280169486,0.04750412303560725,0.188623046875,47.50000000000001,-1.4901161193847657e-09,-0.0010888744491239777
292,0.001380067141951713,15.968717747926712,135.0,332.85,0.009228457296194393,3000320,225.0,293,1.1080589585006237,0.047938054530296016,0.1673828125,47.50000000000001,1.9371509552001954e-08,-0.000934173482528422
292,0.001144699887100842,15.96871401667595,134.0,327.48,0.006269244530409423,3010560,225.0,294,1.1638726957142354,0.046973029939819395,0.118408203125,0.0,9.313225746154785e-09,-0.00041080438313656487
292,0.0013571525810490924,15.968717867136002,110.5,316.96,0.0071187644243764225,3020800,202.50000000000023,295,1.2231264390051364,0.05274377564639225,0.18984375,22.500000000000007,-2.2351741790771484e-09,-0.0005913364933803677
292,0.0012233343487395131,15.968717592954636,103.25,316.2,0.006777673415672325,3031040,200.0,296,1.1982481710612773,0.04948977662927796,0.1753173828125,0.0,-1.1175870895385742e-09,-0.0008419531484832987
292,0.001602770810882248,15.968717789649963,120.75,319.25,0.007353372168290661,3041280,227.5000000000002,297,1.2181746259331703,0.04896654242893383,0.162939453125,25.0,1.3411045074462891e-08,-0.000693422272161115
292,0.0015075456609281446,15.968717527389526,121.5,321.57,0.005837973192137724,3051520,220.0000000000017,298,1.215453415364027,0.0491200700498617,0.203125,0.0,1.601874828338623e-08,-0.0006159011900308542
292,0.0015339838363246372,15.968717646598815,133.0,319.06,0.008756733132395311,3061760,425.0,299,1.21824679300189,0.04764898366526532,0.1413818359375,25.0,-1.7136335372924803e-08,-0.00087808951138868
292,0.002018362586500189,15.96871749162674,106.0,314.3,0.006360844079426897,3072000,175.0,300,1.2105352848768234,0.04902842243444143,0.27568359375,25.0,-9.313225746154785e-09,-0.0007888534157245886
292,0.0016937842898030909,15.96871749162674,108.0,316.79,0.006135117141639057,3082240,177.50000000000023,301,1.2222194641828537,0.047840603804966714,0.1850341796875,25.0,-7.82310962677002e-09,-0.0006381049683113815
292,0.0019735761933759475,15.968716514110564,92.25,316.26,0.006126287062033953,3092480,175.0,302,1.2150005407631397,0.04697849897018587,0.2009765625,25.0,-1.862645149230957e-09,-0.0007744813497993164
292,0.0017100434524600417,15.968714910745621,80.5,311.02,0.004076691783504316,3102720,150.0,303,1.1937678955495357,0.04485961059468505,0.223486328125,0.0,-1.4156103134155273e-08,-0.000951891392833204
292,0.001618772624271969,15.968717533349992,78.75,307.06,0.005726350004806591,3112960,150.0,304,1.2430100493133067,0.0482963186841935,0.2086669921875,0.0,-7.078051567077636e-09,-0.0007326757913688198
292,0.0015535166833998914,15.968717271089554,75.75,302.33,0.0066026223520566415,3123200,150.0,305,1.23886845856905,0.04630406879398428,0.194140625,0.0,-6.332993507385254e-09,-0.0009150366910034791
292,0.00202294856973424,15.968717223405838,88.25,305.71,0.006157873478423425,3133440,175.0,306,1.2410130321979522,0.0489112807974286,0.2678955078125,0.0,3.3527612686157227e-09,-0.0016542843983188503
292,0.00166966144612104,15.968716913461686,90.25,306.31,0.005686769859244123,3143680,175.0,307,1.2647883154451847,0.050221348805365454,0.2124755859375,0.0,-1.0058283805847169e-08,-0.0002323079294001218
292,0.0013499988247133387,15.968717396259308,86.0,304.53,0.006412182006289413,3153920,175.0,308,1.2773109756410121,0.04684252226751031,0.1833984375,0.0,-7.450580596923829e-10,-0.0008151104917487828
292,0.0018179723660466606,15.968717223405838,85.75,307.18,0.0057191921906678544,3164160,175.0,309,1.2983016110956669,0.05518514910229229,0.2291015625,0.0,-1.1920928955078126e-08,-0.0007177243678597733
292,0.0017610777327718096,15.968712651729584,81.75,304.09,0.00499109313125814,3174400,175.0,310,1.3409112192690373,0.04918457497567963,0.2250244140625,0.0,5.215406417846679e-09,-0.0010185771399847
292,0.0014264141473834258,15.968717783689499,95.25,307.34,0.008513349161876248,3184640,202.50000000000023,311,1.3688080325722694,0.052569633700134545,0.169873046875,0.0,-4.470348358154297e-09,-0.0008300479494209867
292,0.0014582418689428778,15.968717843294144,121.0,314.5,0.009802295121335191,3194880,252.50000000000023,312,1.3093046449124812,0.05468239710127846,0.1892822265625,0.0,-1.4156103134155273e-08,-0.0009763069952896331
292,0.0013413350958785485,15.968717950582505,171.25,330.49,0.011099454071518267,3205120,425.0,313,1.2964830048382283,0.05303277595267926,0.187451171875,25.0,-1.3411045074462891e-08,-0.0007135363062843681
292,0.0017665773256908325,15.96871645450592,171.0,329.72,0.008539860990504166,3215360,427.5000000000002,314,1.3201362736523152,0.046778330819427595,0.2015869140625,25.0,1.601874828338623e-08,-0.0006157453753985465
292,0.001578449660446779,15.96871775984764,174.5,332.96,0.009198312602620717,3225600,427.5000000000002,315,1.3494719371199608,0.05634690756208853,0.2016357421875,47.50000000000001,-1.080334186553955e-08,-0.0012013869687507394
292,0.0017023113134911228,15.96871783733368,149.0,330.72,0.009159125892620069,3235840,327.5000000000002,316,1.3795852743089199,0.053323454306875295,0.2052001953125,22.500000000000007,-1.601874828338623e-08,-0.0013403075983660529
292,0.0015190020567729333,15.96871787905693,154.5,333.99,0.011919549899175763,3246080,300.0,317,1.3506233505904675,0.05601886020521827,0.2021728515625,25.0,-2.9802322387695314e-09,-0.0010352908197091893
292,0.0012788430861888854,15.968717968463897,192.25,337.09,0.014105338449007831,3256320,450.0,318,1.3676520586013794,0.053724451013070364,0.1518798828125,50.0,-3.7252902984619143e-10,-0.0006411921538528986
292,0.0013629209739463022,15.968717950582505,227.75,348.87,0.013534533907659352,3266560,502.5000000000002,319,1.3827092133462429,0.054983910630648926,0.1672119140625,50.0,-1.1175870895385742e-08,-0.0010332032146834536
292,0.0011602579521195367,15.9687180519104,240.0,347.35,0.01179370524478145,3276800,550.0,320,1.4035325437784194,0.053738808147586484,0.152880859375,50.0,0.0,-0.0007235734967252939
292,0.0015620329062159045,15.968717658519745,209.5,342.09,0.009073031623120186,3287040,502.5000000000002,321,1.445626037567854,0.055644535323111276,0.2123291015625,50.0,-8.195638656616212e-09,-0.0008383672346099047
293,0.0015802906429570386,15.968717312812805,161.0,324.12,0.00897281584675511,3297280,352.5000000000002,322,1.4643446967005729,0.053314215848339785,0.1979736328125,50.0,-7.450580596923829e-10,-0.0008238526777859078
293,0.0011110307967399536,15.968717676401138,136.0,321.23,0.0080743985162826,3307520,250.0,323,1.431698352843523,0.051289231881487186,0.152880859375,25.0,9.313225746154785e-09,-0.0006168594169139397
293,0.0016918064825631519,15.968716073036195,116.75,317.19,0.00520769991446457,3317760,250.0,324,1.3741793632507324,0.0505205739013986,0.2397216796875,0.0,1.5273690223693846e-08,-0.0010347963783715387
293,0.0012907092118695119,15.968712556362153,91.5,310.28,0.005535071508472811,3328000,200.0,325,1.3674948632717132,0.053049129068903814,0.1881591796875,0.0,-1.3783574104309083e-08,-0.0006943860364117427
293,0.0014972628643565855,15.968715673685073,69.25,301.9,0.004686221513048849,3338240,150.0,326,1.3548945106565953,0.05234081286966361,0.2273193359375,0.0,-1.4528632164001465e-08,-0.0007910853524663253
293,0.0011149908924608098,15.968717205524445,74.0,301.5,0.006671805261839836,3348480,150.0,327,1.3859651997685432,0.05415999257820636,0.1451171875,0.0,1.4156103134155273e-08,-0.0004473228746064706
293,0.0013378682183486034,15.968717765808105,84.5,307.39,0.007380492019274243,3358720,177.50000000000023,328,1.4033528029918672,0.050617582854837605,0.1826416015625,0.0,8.195638656616212e-09,-0.0008938213934015949
293,0.0013355444127682858,15.968717056512833,110.25,313.15,0.00787404192909662,3368960,227.5000000000002,329,1.4038522385060788,0.05150218169604257,0.1883056640625,0.0,0.0,-0.0007001535959716421
293,0.001627503642237116,15.968717026710511,129.75,317.26,0.007529388275247584,3379200,250.0,330,1.4076148822903634,0.052681708117980605,0.221923828125,0.0,-1.4901161193847656e-08,-0.0009913364978274331
293,0.00154405510143647,15.968717896938324,134.0,317.15,0.00828421564456221,3389440,310.00000000000085,331,1.4545628793537617,0.0521253424754314,0.203955078125,22.500000000000007,-6.7055225372314455e-09,-0.0007380819144600537
293,0.0015905725946083749,15.968717640638351,136.75,321.86,0.009085966769998777,3399680,300.0,332,1.4973598323762416,0.050704931293825105,0.1969482421875,22.500000000000007,-1.1548399925231934e-08,-0.000804304598204908
293,0.0013143450979413273,15.968712973594666,121.5,321.07,0.0050691030582108,3409920,227.5000000000002,333,1.4792470514774323,0.05016076526056601,0.1758544921875,0.0,6.7055225372314455e-09,-0.0006710359495627927
293,0.0018351822133467976,15.968717676401138,118.25,319.21,0.007759748618809681,3420160,227.5000000000002,334,1.503352015465498,0.05464181295292768,0.2701416015625,0.0,-2.3096799850463868e-08,-0.0013090179290884407
293,0.0022041760157662793,15.968712031841278,95.75,310.78,0.006322349990854015,3430400,175.0,335,1.5436794854700566,0.05164342685259542,0.2387451171875,0.0,-2.6077032089233397e-09,-0.00022692725142405834
293,0.0016580967312378903,15.968717020750045,98.0,309.17,0.004974279892576305,3440640,177.50000000000023,336,1.5800948485732078,0.05259798034299897,0.256982421875,0.0,1.4156103134155273e-08,-0.0008258914429461583
293,0.0016868354382154394,15.968714886903763,82.25,305.92,0.005306690293456029,3450880,175.0,337,1.5484909847378732,0.052084024112222085,0.263525390625,0.0,1.1548399925231934e-08,-0.001158992884302279
293,0.0014786568827418022,15.968716669082642,73.75,304.47,0.006111173019257876,3461120,150.0,338,1.4610247805714607,0.051793653088560654,0.20830078125,0.0,8.568167686462402e-09,-0.0010407872483483515
293,0.002083054730655931,15.968717062473297,73.0,305.25,0.005231366447310393,3471360,150.0,339,1.4960166312754155,0.04973202335594862,0.294287109375,0.0,1.4901161193847657e-09,-0.0010041951823950511
293,0.0013728132947449013,15.968717324733735,89.75,310.97,0.006871080492146575,3481600,175.0,340,1.4939875431358813,0.04974726224426053,0.196337890625,0.0,5.215406417846679e-09,-0.0007593080579681554
293,0.001370882942815399,15.968715822696685,77.5,309.39,0.004531012523594313,3491840,152.50000000000023,341,1.4631246581673623,0.047174621757207755,0.2107666015625,0.0,-2.0861625671386717e-08,-0.0007961177067045355
293,0.0015846193507172758,15.968717002868653,82.25,310.35,0.006144888064807219,3502080,175.0,342,1.4150550067424774,0.048812340007941435,0.2158447265625,0.0,-7.82310962677002e-09,-0.0010640257845807356
293,0.0021646026216671998,15.968717187643051,66.5,307.89,0.004292473477471503,3512320,150.0,343,1.4160338908433914,0.045592444796200046,0.2651123046875,0.0,1.1175870895385742e-08,-0.0011942338074732105
293,0.0016981536595608304,15.968717169761657,76.75,312.53,0.006247088649075749,3522560,150.0,344,1.4532122641801835,0.04870192817176268,0.208837890625,0.0,2.60770320892334e-08,-0.0007214972953079269
293,0.001602929300725009,15.96871709227562,75.5,311.03,0.004962083246164184,3532800,150.0,345,1.3384492695331573,0.041714441086182885,0.181298828125,0.0,1.4528632164001465e-08,-0.0006316753770079231
293,0.0016738206544346212,15.968717241287232,76.25,307.63,0.0046402372462580384,3543040,150.0,346,1.342869609594345,0.04459443478331097,0.2220458984375,0.0,1.30385160446167e-08,-0.0008077718550339342
293,0.0014361276938963385,15.96871098279953,63.25,301.17,0.004780225664021032,3553280,125.0,347,1.3833717957139016,0.045651963524561294,0.1762451171875,0.0,-7.82310962677002e-09,-0.0005471561795275193
293,0.002151833074557885,15.968702203035354,60.5,302.62,0.005259279826893249,3563520,125.0,348,1.406973050534725,0.04657518329329889,0.2403564453125,0.0,7.450580596923828e-09,-0.0005958651827313588
293,0.0015109525189245688,15.968717312812805,62.0,303.24,0.004714969204906083,3573760,125.0,349,1.3818135008215904,0.04542379279814308,0.23505859375,0.0,1.6391277313232423e-08,-0.0012337008185568266
293,0.0011791223037107557,15.968717581033706,68.75,303.8,0.006432778696034802,3584000,125.0,350,1.3531864978373052,0.049073212741011875,0.170263671875,0.0,-1.0430812835693359e-08,-0.0006656906760326819
293,0.0013276632486764583,15.968717801570893,79.75,308.94,0.008039950872989721,3594240,175.0,351,1.3484111167490482,0.05129957562780211,0.1681884765625,0.0,-2.0861625671386717e-08,-0.0002455029563861899
293,0.0011826210204276323,15.968717777729035,123.5,325.21,0.009542721694742795,3604480,225.0,352,1.3279159255325794,0.05008948287943347,0.1715087890625,25.0,6.7055225372314455e-09,-0.0011462432448752224
293,0.0017371598272049483,15.968716818094254,127.75,333.66,0.007481363801434782,3614720,225.0,353,1.284414069354534,0.04895214843469882,0.22216796875,25.0,-1.2293457984924316e-08,-0.0008172842139174463
293,0.0016317484573733054,15.968717694282532,143.5,338.49,0.00779134869480913,3624960,250.0,354,1.39258186891675,0.051784565686441894,0.222705078125,25.0,1.3411045074462891e-08,-0.0008013240760192275
293,0.0014324530312990191,15.968717581033706,112.25,327.66,0.00744267054269585,3635200,200.0,355,1.4333853781223298,0.05212454162168588,0.2039306640625,25.0,-5.587935447692871e-09,-0.0009354338340926916
293,0.001544266187532628,15.968717217445374,107.75,320.73,0.006811465147779927,3645440,200.0,356,1.4222263023257256,0.049546878997116066,0.2130859375,25.0,-1.2293457984924316e-08,-0.00071122464905784
293,0.001661929991581701,15.968716984987259,87.75,314.87,0.005632167914336605,3655680,175.0,357,1.3640338018536569,0.05019873528540345,0.2251953125,22.500000000000007,-1.4901161193847657e-09,-0.001246031585469609
293,0.0012316382436182494,15.968717563152314,84.75,314.25,0.006881178874209581,3665920,175.0,358,1.309193528443575,0.04709614394177419,0.17216796875,0.0,-1.4156103134155273e-08,-0.0009977457328204764
293,0.0012219635994995316,15.968717640638351,88.0,312.39,0.008068120494317554,3676160,177.50000000000023,359,1.3438031300902367,0.04580921528576077,0.16103515625,22.500000000000007,-2.2724270820617674e-08,-0.0006773611872631591
293,0.0015188182421383089,15.968717724084854,109.5,318.66,0.008932966258180386,3686400,225.0,360,1.3952554136514663,0.04948200879846255,0.15888671875,25.0,1.4901161193847656e-08,-0.0004092349357961211
293,0.0013850277564642966,15.968717700242996,123.0,320.44,0.008964810214729368,3696640,225.0,361,1.5102847963571548,0.052043847105010796,0.2080078125,25.0,-4.470348358154297e-09,-0.0007029950786090922
293,0.0017192171908504861,15.968717610836029,127.0,321.61,0.006997483017630657,3706880,275.0,362,1.5625399738550185,0.05010721226059448,0.1974609375,25.0,3.7252902984619143e-10,-0.0005597742267127615
293,0.001312842627464761,15.968717652559281,113.0,316.48,0.007588885137988654,3717120,202.50000000000023,363,1.5502461090683937,0.049674907460714034,0.2086669921875,25.0,2.9802322387695314e-09,-0.0009683994876468205
293,0.0018361688496497663,15.968716377019883,102.75,310.92,0.005723593015727601,3727360,200.0,364,1.5640158571302891,0.04766185258723545,0.2568359375,25.0,4.470348358154297e-09,-0.001059453413472511
293,0.001755399966953064,15.96871662735939,88.75,310.17,0.0046747867246040185,3737600,175.0,365,1.5779147110879421,0.04861613899734796,0.2447998046875,0.0,-7.450580596923829e-10,-0.0007178901942097582
293,0.001343305844179099,15.9687149643898,74.5,306.9,0.004315879443447556,3747840,125.0,366,1.5606192819774152,0.049880936100913105,0.209765625,0.0,-4.470348358154297e-09,-0.0006945284207176883
293,0.0014412612139210524,15.968717271089554,66.75,307.85,0.005132609934184984,3758080,125.0,367,1.561704258620739,0.04869928206845508,0.2436767578125,0.0,1.1548399925231934e-08,-0.00076160259268363
293,0.0014336059168613246,15.96871758699417,65.0,310.3,0.005351155355310766,3768320,125.0,368,1.5416201889514922,0.05285080617617384,0.233203125,0.0,4.8428773880004884e-09,-0.0009399669470440131
293,0.0013640975817757806,15.968716686964035,64.25,308.62,0.004371915271997295,3778560,125.0,369,1.5213361009955406,0.049733837894324305,0.1998046875,0.0,-9.685754776000977e-09,-0.000639583289193979
293,0.0016611324730376963,15.968690884113311,58.75,307.57,0.004232332276512807,3788800,100.0,370,1.5430282332003116,0.04707735480121293,0.280810546875,0.0,1.6763806343078613e-08,-0.0013219764226960252
293,0.0022564726299350467,15.968713241815568,56.5,302.5,0.003603232662596589,3799040,100.0,371,1.4921174325048923,0.045640536077102514,0.2942138671875,0.0,-1.1920928955078126e-08,-0.0013430164664896438
293,0.0015254831039072769,15.96870585680008,57.5,303.75,0.004758516855701922,3809280,125.0,372,1.50230021327734,0.04544707383134111,0.185205078125,0.0,1.7508864402770997e-08,-0.0008466165891150013
293,0.0016853775035542639,15.96871663928032,58.5,304.06,0.00469168039081751,3819520,125.0,373,1.5364033453166486,0.05085357426867634,0.2719482421875,0.0,-2.2351741790771484e-09,-0.0009921117558405967
293,0.0019444954819050509,15.96871730685234,69.5,307.82,0.00693119257575745,3829760,150.0,374,1.5941380612552165,0.05137154372590695,0.2892333984375,0.0,-2.0116567611694337e-08,-0.001191618072334677
293,0.0014745338482214266,15.968717294931412,88.75,315.34,0.007497035405776842,3840000,177.50000000000023,375,1.5901031613349914,0.05201814503225124,0.2590576171875,0.0,-2.2351741790771484e-08,-0.0011198529557077564
293,0.001746643818663074,15.9687175989151,108.0,321.37,0.0076596205934038155,3850240,200.0,376,1.541150339692831,0.05279744161177631,0.2176513671875,25.0,-1.1548399925231934e-08,-0.001282560481922701
293,0.0016681963842700043,15.968717235326768,114.5,328.1,0.00667917465143546,3860480,200.0,377,1.5509015545248985,0.04848763092231258,0.2383544921875,25.0,-1.080334186553955e-08,-0.0009058837236807449
293,0.001200209857512391,15.968718069791795,124.0,333.43,0.009412306816739147,3870720,200.0,378,1.5451385773718358,0.04994047748197355,0.15478515625,47.50000000000001,-1.1175870895385742e-09,-0.0002130514883901924
293,0.0013495877613337371,15.968717747926712,113.25,331.68,0.007761590572044952,3880960,200.0,379,1.6245263151824474,0.04991583955109397,0.212060546875,47.50000000000001,6.7055225372314455e-09,-0.0006988066379562952
293,0.0018102552933896732,15.968717020750045,113.75,335.03,0.0060436666406531005,3891200,200.0,380,1.6510621957480907,0.04952834964989875,0.31220703125,25.0,-3.725290298461914e-09,-0.001652170781744644
294,0.0014777252128851614,15.968717712163926,103.25,329.22,0.006618068469470018,3901440,177.50000000000023,381,1.605906744301319,0.054023689248017724,0.2447021484375,25.0,1.4901161193847656e-08,-0.0009606751784303925
294,0.0014037393757689643,15.968717813491821,112.5,336.73,0.00868096965859877,3911680,200.0,382,1.5711013220250607,0.05394066990282209,0.221435546875,25.0,-3.2782554626464846e-08,-0.0005974489824438934
294,0.0016843399051850838,15.968717843294144,125.0,339.38,0.00724970426526852,3921920,225.0,383,1.612937729805708,0.05347812137720069,0.286865234375,50.0,-7.450580596923829e-10,-0.0011059677355660825
294,0.0018465288779196953,15.96871750354767,116.75,338.79,0.005800000269118755,3932160,200.0,384,1.6573062546551227,0.05220228012352383,0.27353515625,25.0,8.195638656616212e-09,-0.0008638442770461552
294,0.001586102422862723,15.968717396259308,103.75,330.75,0.0068248538550506055,3942400,175.0,385,1.6560833796858787,0.05048457993307519,0.215087890625,25.0,0.0,-0.0009257671150407987
294,0.0018401185094830907,15.968717670440673,85.0,320.39,0.0054835515502418275,3952640,175.0,386,1.6577708818018437,0.05233468785189287,0.2960205078125,22.500000000000007,-1.2665987014770507e-08,-0.0006335171437967801
294,0.0015519035877275655,15.96871589422226,93.5,319.71,0.0073780151053824735,3962880,175.0,387,1.6310086667537689,0.05481371263343946,0.2676025390625,25.0,-4.8428773880004884e-09,-0.0008924893587391125
294,0.0016900173875683323,15.968717938661575,101.0,324.38,0.007398791809828253,3973120,200.0,388,1.6102282576262952,0.05476581020668202,0.278076171875,25.0,3.7252902984619143e-10,-0.0011083831515861676
294,0.0014525651913160687,15.968717437982558,121.75,332.82,0.007779532057031702,3983360,227.5000000000002,389,1.6259769670665265,0.05118273535777716,0.2514892578125,22.500000000000007,9.685754776000977e-09,-0.0008812778665742371
294,0.0013487434635521822,15.968717753887177,127.25,338.98,0.008298397781891254,3993600,227.5000000000002,390,1.6142292357981205,0.051874241371374544,0.2194580078125,22.500000000000007,7.450580596923829e-10,-0.0010330301152862375
294,0.0013576863289813446,15.968717819452285,156.0,344.39,0.009807335418008734,4003840,310.00000000000085,391,1.6218932367861272,0.05586766340422229,0.23486328125,25.0,-1.2665987014770507e-08,-0.0013946982779089012
294,0.0013601394904810605,15.96871758699417,158.5,346.76,0.010674117310554721,4014080,275.0,392,1.6380262441933156,0.05739843243317686,0.25009765625,25.0,-1.9371509552001954e-08,-0.001306564793776488
294,0.0012287620796229248,15.968717449903489,169.75,350.0,0.007104070816626518,4024320,402.5000000000002,393,1.6480700381100177,0.05241629418508178,0.2120849609375,25.0,2.9802322387695314e-09,-0.0007274327763298061
294,0.0011607790563573418,15.968717783689499,152.25,338.37,0.007393839685983039,4034560,332.5000000000006,394,1.6412615932524204,0.04961972396237534,0.1935302734375,25.0,-9.685754776000977e-09,-0.0006548986777488608
294,0.0015366323885160683,15.96871638894081,113.0,325.08,0.0049738075027221385,4044800,227.5000000000002,395,1.6317777045071125,0.05068051687794367,0.2580322265625,0.0,-1.1175870895385742e-09,-0.0009441442070965422
294,0.0020489387297743635,15.96871675848961,82.75,305.82,0.004666321436644694,4055040,175.0,396,1.6304140962660312,0.04853625027426384,0.3290771484375,0.0,-2.458691596984863e-08,-0.0008043097539484733
294,0.0017330118046231745,15.968670916557311,53.0,298.51,0.003589532529818751,4065280,127.50000000000021,397,1.604015478491783,0.049180884377799335,0.2762939453125,0.0,-1.1175870895385742e-09,-0.0011714641303115058
294,0.001376435073450466,15.9687071621418,49.25,293.32,0.003952551340746879,4075520,100.0,398,1.5823269084095954,0.04971198357164142,0.2447265625,0.0,2.6077032089233397e-09,-0.0009573106148309307
294,0.001886646281184312,15.968713992834092,52.5,297.62,0.003475440854003864,4085760,100.0,399,1.5798852823674678,0.04682704843480477,0.2612548828125,0.0,-7.078051567077636e-09,-0.0009345748352643568
294,0.0016099275320527796,15.968715363740921,59.75,299.5,0.005247208010143822,4096000,100.0,400,1.6367249809205533,0.04890747228736393,0.2693603515625,0.0,-4.8428773880004884e-09,-0.0011835360281111206
294,0.0016915272673600156,15.968716394901275,59.0,299.2,0.005070315185821528,4106240,127.50000000000021,401,1.659115158766508,0.0519923922681196,0.3040283203125,0.0,-1.862645149230957e-08,-0.0008792700889898696
294,0.001171746894058856,15.968717628717423,68.75,304.8,0.0071413488247344505,4116480,150.0,402,1.6824668802320957,0.05357010421840046,0.2133056640625,0.0,-5.215406417846679e-09,-0.0008388325702981092
294,0.0011527509479265063,15.968717855215072,101.25,315.42,0.009737170430162223,4126720,202.50000000000023,403,1.688663387298584,0.057677585655732735,0.23857421875,0.0,1.1548399925231934e-08,-0.0011164533283590573
