fps,approx_kl_divergence,advantage_norm,PMM:episode_rewards,episode_length,value_loss,frames,P09:episode_rewards,epoch_idx,policy_entropy,grad_norm,clip_fraction,P01:episode_rewards,explained_variance,policy_loss
296,0.0033864862155951413,15.968714636564254,49.5,297.0,0.005880722841629904,204800,125.0,20,1.5212129339575768,0.04733035186620889,0.23115234375,0.0,-2.2351741790771484e-09,-0.0017904357082443312
296,0.003120264689641772,15.968717777729035,78.25,307.39,0.008736613423934614,215040,152.50000000000023,21,1.5454128190875054,0.05512025945949948,0.199658203125,0.0,4.097819328308106e-09,-0.0007533001862611854
295,0.003355741250288702,15.968717741966248,109.5,324.2,0.010254741746393847,225280,202.50000000000023,22,1.538490179181099,0.05869921726624909,0.262744140625,0.0,-5.587935447692871e-09,-0.0018138046962121734
294,0.0024065821182375656,15.96871766448021,155.5,335.53,0.010552689777250634,235520,300.0,23,1.5139489725232125,0.055296498332229736,0.1776611328125,47.50000000000001,-1.0430812835693359e-08,-0.0013043932645814492
294,0.003113272735731698,15.968717813491821,180.25,345.11,0.010130472061428008,245760,382.5000000000007,24,1.4271965458989144,0.057118026450241985,0.198193359375,47.50000000000001,-9.313225746154785e-09,-0.0014192970244039315
294,0.0023706303357499793,15.968717873096466,194.25,340.58,0.011892454244298278,256000,500.0,25,1.4597104355692863,0.05385120298540643,0.160888671875,50.0,-1.564621925354004e-08,-0.00042692112183431166
294,0.0028441234118304235,15.968716728687287,179.5,336.6,0.009688845329856121,266240,477.5000000000002,26,1.5041667751967907,0.054135153497181676,0.2091552734375,50.0,-1.5273690223693846e-08,-0.0015324780102673684
294,0.002060921248141767,15.968717765808105,181.75,343.94,0.010994491237215697,276480,325.0,27,1.438069661706686,0.051048583521788204,0.1286376953125,50.0,7.450580596923828e-09,-0.0008875465944583993
294,0.0023945070990748717,15.968717938661575,180.75,346.27,0.01118991628063668,286720,325.0,28,1.4263672918081283,0.05088600815627755,0.16044921875,50.0,1.4156103134155273e-08,-0.0012255131638085003
293,0.00217036529377026,15.968717861175538,190.5,351.18,0.012355561116419268,296960,325.0,29,1.380624856054783,0.05444857066415153,0.1551025390625,50.0,1.4901161193847657e-09,-0.0009293037539464422
294,0.0024268448815064404,15.968717777729035,201.0,349.02,0.011130608562962153,307200,402.5000000000002,30,1.4466636583209038,0.051933071039534005,0.1760498046875,50.0,3.725290298461914e-09,-0.0013415380628430285
293,0.0029812360289753316,15.968717634677887,191.25,347.96,0.008525075945362915,317440,320.0000000000017,31,1.371738787740469,0.0502162939675835,0.218359375,50.0,-1.1175870895385742e-09,-0.0014496130948828067
293,0.002836798684890596,15.968717235326768,151.75,331.61,0.007178812784673028,327680,277.5000000000002,32,1.3094796441495418,0.04660410228688762,0.1848876953125,25.0,7.078051567077636e-09,-0.0017614448217500467
293,0.002256158290521171,15.96871787905693,148.5,330.68,0.011021068275294966,337920,255.00000000000043,33,1.3779297314584256,0.05155742135444584,0.15732421875,25.0,3.7252902984619143e-10,-0.0011227876399061642
293,0.002494716540218178,15.968717938661575,175.25,331.98,0.01431872414832469,348160,452.50000000000017,34,1.4038997687399388,0.05820160234968709,0.189501953125,25.0,-8.195638656616212e-09,-0.001627662646205863
294,0.0024428495153188123,15.968718218803406,234.0,344.33,0.01494797562045278,358400,525.0,35,1.4684076964855195,0.056638723068644016,0.1564208984375,50.0,-1.7881393432617187e-08,-0.0012566888490255224
294,0.0022369490193341335,15.968717789649963,258.0,345.3,0.014952508865462733,368640,502.5000000000002,36,1.4228975355625153,0.05296007514432126,0.1432861328125,75.0,3.3527612686157227e-09,-0.001406272231542971
294,0.002441109748011172,15.968717962503433,254.0,343.7,0.014194966999639291,378880,500.0,37,1.4712881661951542,0.05594079176530925,0.1748291015625,97.5,-5.960464477539063e-09,-0.0015877409827226075
294,0.0023222621296270065,15.968717789649963,240.0,340.21,0.01423937036161078,389120,402.5000000000002,38,1.4575791291892528,0.050855807062252845,0.148095703125,75.0,-1.0430812835693359e-08,-0.0011867879948113114
294,0.002305905329592406,15.968717867136002,250.25,350.02,0.014982393279206007,399360,435.00000000000085,39,1.5116125039756299,0.05962051338995146,0.176806640625,125.0,8.568167686462402e-09,-0.0013772874037385919
294,0.0020905479063060284,15.968717944622039,244.25,346.41,0.013880723063630284,409600,435.00000000000085,40,1.522077787667513,0.05263876542141523,0.1380859375,100.0,6.332993507385254e-09,-0.000819909866550006
293,0.0023272218044212423,15.968717747926712,253.25,353.59,0.013935341549222357,419840,425.0,41,1.4945103704929352,0.05599869351520527,0.1548095703125,122.5,-1.862645149230957e-09,-0.0012263941400306067
293,0.0020196864527633807,15.968717813491821,243.0,349.47,0.014031375244667289,430080,402.5000000000002,42,1.5330106534063817,0.052912247676660494,0.1318603515625,75.0,-2.9802322387695314e-09,-0.0006924988701939583
293,0.00260799591673333,15.968717962503433,247.75,352.92,0.01531912399805151,440320,402.5000000000002,43,1.533948762714863,0.055449623412782215,0.1880126953125,97.5,7.82310962677002e-09,-0.0017922107192134718
293,0.0022227062623755957,15.968717867136002,254.25,351.86,0.013983195899345446,450560,435.00000000000085,44,1.543554073572159,0.05515649078913334,0.1513916015625,100.0,-1.3411045074462891e-08,-0.000758073451652308
293,0.002154853035005999,15.96871801018715,253.25,348.97,0.014359419204993173,460800,430.0000000000004,45,1.4275034233927726,0.04851003291939594,0.1267822265625,122.5,-1.1175870895385742e-08,-0.0010989331156451953
294,0.0022419619296442763,15.96871793270111,241.5,345.43,0.014547976084577386,471040,350.0,46,1.380467174947262,0.050326452104138816,0.1642333984375,125.0,-2.7194619178771972e-08,-0.001422847709909547
294,0.0028171148866704245,15.9687175989151,223.0,337.0,0.013949601564672776,481280,325.0,47,1.482153058052063,0.05606663852256154,0.21220703125,122.5,-1.564621925354004e-08,-0.0016023045940528392
294,0.0022624983416562826,15.96871777176857,231.75,348.06,0.014723776116443332,491520,350.0,48,1.5247236520051957,0.054811597467031736,0.140771484375,122.5,7.450580596923828e-09,-0.0008429444453213364
294,0.0025056017568658717,15.968717950582505,216.0,340.13,0.01111130074277753,501760,350.0,49,1.5391739934682847,0.05217070871866085,0.1800537109375,50.0,8.568167686462402e-09,-0.0013297906079969835
294,0.0025418528511764295,15.968717926740647,214.5,342.77,0.01597687124449294,512000,352.5000000000002,50,1.5869538456201553,0.0571750324179625,0.18544921875,72.50000000000001,-3.725290298461914e-09,-0.0017438142371247523
294,0.0025627955985783046,15.96871789097786,230.0,349.18,0.014382586453575642,522240,375.0,51,1.6072906740009785,0.057777540601670827,0.183154296875,72.50000000000001,3.2782554626464846e-08,-0.0013753742019616765
294,0.0026191921871770774,15.968718039989472,238.5,345.5,0.01304970822238829,532480,377.5000000000002,52,1.6434020444750785,0.05971748901719105,0.2016357421875,75.0,-1.0430812835693359e-08,-0.0013639490614878013
294,0.0026662498043720007,15.96871789097786,230.75,344.49,0.012607934211700922,542720,405.00000000000045,53,1.657213355600834,0.05916487182754808,0.2115966796875,75.0,9.313225746154785e-09,-0.0015561498305032729
294,0.0031576768914646893,15.968717765808105,201.25,334.49,0.010193878166319337,552960,355.00000000000045,54,1.6343609400093555,0.05478005790441652,0.2292724609375,25.0,-4.470348358154297e-09,-0.0016897950459679122
295,0.002722248884003875,15.968717855215072,188.0,334.2,0.011630219082144322,563200,350.0,55,1.6766613267362118,0.05961807549981799,0.196435546875,25.0,-1.1175870895385742e-08,-0.0015759120316943154
294,0.0021386691447048633,15.968717634677887,205.75,340.44,0.011519099913675746,573440,525.0,56,1.6695047192275525,0.05595448363996523,0.1669921875,25.0,-8.940696716308593e-09,-0.0011371651951776584
294,0.0026263337031309673,15.968717944622039,202.25,338.55,0.014589793067716527,583680,405.00000000000045,57,1.6842940255999566,0.05979626784278145,0.1966796875,50.0,8.195638656616212e-09,-0.0018367014723480678
294,0.002675284520205423,15.968717938661575,225.0,340.19,0.014605951530393213,593920,450.0,58,1.542771326750517,0.056808944258124126,0.1900390625,50.0,-1.0058283805847169e-08,-0.002176264441732201
294,0.002061031386807599,15.968717980384827,232.0,341.37,0.0151381139527075,604160,377.5000000000002,59,1.4766500636935234,0.05454774557857508,0.14462890625,75.0,6.332993507385254e-09,-0.0011126720339234453
294,0.002490339839152966,15.96871787905693,224.75,337.62,0.013619414471031632,614400,352.5000000000002,60,1.4729855976998807,0.055178823397119936,0.1748046875,75.0,9.313225746154785e-09,-0.0013746956676186528
294,0.0022110652060462143,15.96871799826622,241.5,341.92,0.017461734614335,624640,375.0,61,1.5315442465245723,0.05618290493336899,0.1542236328125,125.0,6.332993507385254e-09,-0.0013009213384066244
294,0.002210752255098214,15.968717849254608,251.25,343.81,0.014522528051020344,634880,402.5000000000002,62,1.5919038109481334,0.059392033518928786,0.169091796875,122.5,3.725290298461914e-09,-0.0013742689545324538
295,0.0021428821790436814,15.968717902898788,258.75,346.3,0.014149464316142257,645120,430.0000000000004,63,1.6020042061805726,0.05856929119817916,0.1792724609375,122.5,-9.313225746154785e-09,-0.0018907722129370085
295,0.0018166692088357195,15.968718039989472,259.25,350.64,0.01226484547223663,655360,575.0,64,1.5600430808961392,0.05326226890464063,0.1233154296875,75.0,-1.2665987014770507e-08,-0.0008157926513376879
295,0.002188016232656764,15.968717873096466,214.75,345.68,0.009647737240629794,665600,427.5000000000002,65,1.5567507781088352,0.05329016539848277,0.1531494140625,50.0,-7.078051567077636e-09,-0.0006358519371133297
295,0.0031384860172238406,15.96871749162674,173.0,337.11,0.006105084902628732,675840,355.00000000000045,66,1.5863143786787988,0.04925251594084695,0.249365234375,25.0,-2.868473529815674e-08,-0.0014418914273846895
295,0.0032587480551001134,15.968717217445374,111.5,317.37,0.005562969187485578,686080,225.0,67,1.5849140755832196,0.05120584408736336,0.2456298828125,22.500000000000007,-1.3783574104309083e-08,-0.0015720146242529155
295,0.003959084336133856,15.968716651201248,79.5,302.87,0.005471766628124897,696320,150.0,68,1.6163851901888848,0.04944879764659972,0.2568603515625,0.0,-1.564621925354004e-08,-0.0007561031339719193
295,0.0033868217504732455,15.968716365098953,79.0,301.84,0.005246746546902159,706560,152.50000000000023,69,1.581236870586872,0.04913053875879291,0.2453369140625,0.0,7.450580596923828e-09,-0.0017310953582637012
295,0.0030965651456767774,15.968715345859527,79.25,302.94,0.005555675492837508,716800,175.0,70,1.4501166366040708,0.04715768904835756,0.2080078125,0.0,1.0058283805847169e-08,-0.000844127682648832
295,0.0028196503504204886,15.96871621608734,80.5,306.38,0.006030304036744383,727040,175.0,71,1.4002717927098274,0.04541069565143833,0.191845703125,0.0,-1.7136335372924803e-08,-0.0012970624164154287
294,0.003914309578307495,15.96871738433838,76.75,304.52,0.005475416605349892,737280,150.0,72,1.3552508361637592,0.04400585789610595,0.2392578125,0.0,2.6077032089233397e-09,-0.0009213714642100967
294,0.0026461853627893104,15.968712997436523,78.0,300.78,0.005033647537308639,747520,152.50000000000023,73,1.2801944591104983,0.04276992795982096,0.19375,0.0,-2.6077032089233397e-09,-0.0009563406281813513
294,0.0025761734329023513,15.968703013658523,73.25,298.3,0.00595346908244494,757760,150.0,74,1.2916008464992046,0.04036448992138969,0.1582275390625,0.0,-4.470348358154297e-09,-0.001123780009584152
294,0.003155759230332933,15.968717151880265,74.25,299.59,0.005291173579234964,768000,150.0,75,1.260515819489956,0.039835975425079176,0.1947021484375,0.0,-1.5273690223693846e-08,-0.0015829970590857557
294,0.002373405162200015,15.968696027994156,79.75,304.68,0.005568490693832295,778240,127.50000000000021,76,1.2344074323773384,0.04039246998985206,0.1622802734375,0.0,4.470348358154297e-09,-0.0009859980371402343
294,0.0026240330059238205,15.96871183514595,76.5,303.42,0.004155772618601361,788480,127.50000000000021,77,1.269476281106472,0.03910403093944802,0.150732421875,0.0,2.6077032089233397e-09,-0.000820559595922532
294,0.0031988848958633296,15.968715453147889,67.5,304.31,0.004085347826820396,798720,127.50000000000021,78,1.2439576059579849,0.04044458402498563,0.20244140625,0.0,-8.940696716308593e-09,-0.0007100840517523466
294,0.0034435201361119995,15.968716591596603,58.25,300.73,0.004891371017407664,808960,125.0,79,1.2417060434818268,0.04150276705222081,0.228076171875,0.0,-1.1175870895385742e-08,-0.000603901259455597
295,0.0032139844777645974,15.968715953826905,64.0,301.46,0.00500299290532098,819200,150.0,80,1.3420294009149074,0.04390573537228357,0.2066650390625,0.0,9.313225746154785e-09,-0.0008158813452610048
295,0.003076198612393455,15.968716871738433,66.5,297.89,0.004393433934910718,829440,150.0,81,1.329833061248064,0.04631941629568332,0.208349609375,0.0,-1.1175870895385742e-08,-0.0008287029573693872
295,0.002634933356284819,15.968710839748383,64.0,294.2,0.004006835913457962,839680,127.50000000000021,82,1.2710497394204139,0.0403258647687698,0.1682861328125,0.0,1.7508864402770997e-08,-0.0008379972652619472
295,0.002815026715589397,15.968680465221405,49.25,287.12,0.003960038509308106,849920,100.0,83,1.2667828507721424,0.04383144828360712,0.2072998046875,0.0,8.195638656616212e-09,-0.000636114311782876
295,0.003443461073240428,15.968717634677887,57.5,291.58,0.005607317639532994,860160,125.0,84,1.3751464374363422,0.04928725053021839,0.201220703125,0.0,1.6763806343078613e-08,-0.0008117798824969213
295,0.002778156511635643,15.968717324733735,84.0,300.52,0.006971738872834976,870400,175.0,85,1.3685843035578729,0.049976153453821615,0.22587890625,0.0,-3.3527612686157227e-09,-0.0012032100490614538
295,0.0031778363321336655,15.96870990395546,81.5,300.47,0.0035944048055053914,880640,152.50000000000023,86,1.2154259093105793,0.04337924798075521,0.2443115234375,0.0,3.7252902984619143e-10,-0.0014813635258178691
295,0.0037705295322211898,15.968714112043381,71.0,295.65,0.004244964918268579,890880,150.0,87,1.3231373466551304,0.04924013743793132,0.27109375,0.0,-1.4901161193847656e-08,-0.0008770283482590457
295,0.002149787132742631,15.968717288970947,60.25,293.04,0.006107599032884536,901120,150.0,88,1.340567947924137,0.04898883116174922,0.1744384765625,0.0,-1.4156103134155273e-08,-0.0006659644324827241
295,0.0028223154392520654,15.968713730573654,75.5,298.59,0.00700234006683047,911360,152.50000000000023,89,1.3106811620295047,0.05223665821909662,0.2297607421875,0.0,1.4901161193847657e-09,-0.0019287567860374112
295,0.0025553484899262457,15.96871758699417,88.25,306.15,0.006871662821504287,921600,175.0,90,1.3751628391444684,0.05466172235957889,0.1861083984375,22.500000000000007,-7.078051567077636e-09,-0.0010195674905844499
295,0.003072625397715001,15.96871577501297,90.25,305.01,0.005217505835435077,931840,175.0,91,1.3466435581445695,0.04981852893283785,0.24658203125,25.0,-3.725290298461914e-09,-0.001677874342931318
294,0.0028163203048507056,15.968717354536057,88.0,302.99,0.0067251667975142485,942080,152.50000000000023,92,1.3158026829361915,0.05124224461729562,0.2422607421875,25.0,-1.4528632164001465e-08,-0.0012437585271982243
294,0.0022510535306651037,15.96871652007103,78.75,299.87,0.005590257863150328,952320,150.0,93,1.308644462376833,0.047548626525849694,0.193408203125,0.0,-2.2351741790771484e-09,-0.0010578041532426142
294,0.0028073163737190043,15.968717813491821,85.75,301.57,0.007404405676061288,962560,175.0,94,1.3570480898022652,0.05290476131241505,0.205419921875,25.0,-1.1175870895385742e-09,-0.001271774183260277
294,0.002301440087398987,15.968717670440673,89.25,306.59,0.007920853709583753,972800,200.0,95,1.3393392004072666,0.049078872269286124,0.1775634765625,25.0,-1.2665987014770507e-08,-0.0009089101709832903
294,0.001869434751421295,15.968717873096466,115.0,316.74,0.008649369634804316,983040,225.0,96,1.2002507448196411,0.04249788189499672,0.13828125,25.0,2.2351741790771484e-09,-0.0008427960237895604
294,0.0019597909111382706,15.968717849254608,128.75,322.08,0.007561544357304229,993280,227.5000000000002,97,1.2125461235642434,0.04375555707637063,0.1067138671875,25.0,1.1175870895385742e-08,-0.000425139926301199
295,0.002475435142821425,15.968717801570893,135.75,323.88,0.008855753815441857,1003520,252.50000000000023,98,1.3397327490150928,0.0493442361404,0.1858154296875,25.0,-1.5273690223693846e-08,-0.0016251095108600565
295,0.0028965818654270946,15.968717694282532,127.0,321.67,0.00693517616691679,1013760,250.0,99,1.252445101737976,0.05042286201914916,0.218115234375,25.0,9.685754776000977e-09,-0.0015103542544238735
295,0.003005127190806434,15.96871657371521,101.75,311.62,0.005745914954673026,1024000,202.50000000000023,100,1.2478340074419976,0.04513219582879096,0.2024658203125,25.0,-2.6077032089233397e-09,-0.0011034114813810447
294,0.0026218537997181103,15.968717002868653,87.75,307.58,0.00627500998175492,1034240,175.0,101,1.2724975116550923,0.04293832839421443,0.164453125,25.0,3.7252902984619143e-10,-0.000753192238516931
295,0.003500983955950687,15.968717437982558,95.25,305.77,0.007099918396488647,1044480,200.0,102,1.3815245419740676,0.046890751137588595,0.2280517578125,0.0,-1.1175870895385742e-09,-0.0013293482625158504
294,0.0034708271375961885,15.968716448545456,89.25,305.94,0.0050574206259966555,1054720,175.0,103,1.3749828688800334,0.04907865065673342,0.2666259765625,0.0,-7.82310962677002e-09,-0.001606718121911399
294,0.002096755528405936,15.968716788291932,74.25,297.47,0.004379247991255397,1064960,150.0,104,1.291817808151245,0.04967763462446609,0.1706787109375,22.500000000000007,3.7252902984619143e-10,-0.0006773416396754328
294,0.0031856333489997724,15.968703007698059,47.75,290.48,0.0024028645963221963,1075200,125.0,105,1.2394990496337415,0.043323685517483265,0.2652587890625,0.0,-2.421438694000244e-08,-0.001303118300256756
294,0.00341964165441766,15.968671572208404,34.0,286.27,0.0018456767496640048,1085440,77.50000000000021,106,1.2407029017806053,0.04131975587169546,0.24306640625,0.0,9.313225746154785e-09,-0.0008687963727425085
294,0.003126097701897379,15.96871730685234,34.0,286.71,0.004856149562101564,1095680,100.0,107,1.4290628083050252,0.04534554512688237,0.2236328125,0.0,-1.862645149230957e-09,-0.0015854786754061934
294,0.0024856554577695534,15.968717610836029,52.5,291.44,0.006405761597852689,1105920,125.0,108,1.5101145431399345,0.05226568629568359,0.2116943359375,0.0,2.9802322387695314e-09,-0.0006985698984863121
295,0.0034211863877317227,15.968716126680373,90.0,302.76,0.007092727329438731,1116160,175.0,109,1.5561956286430358,0.05163232862027354,0.2585205078125,0.0,1.3783574104309083e-08,-0.000915820078807883
295,0.0024300536127384474,15.968717831373215,118.75,310.75,0.011252954212250189,1126400,252.50000000000023,110,1.5761552356183528,0.06091190790255656,0.2166015625,25.0,-2.7194619178771972e-08,-0.0007922775836050278
295,0.002167328348588171,15.968717831373215,158.75,322.47,0.011537618117290548,1136640,302.5000000000002,111,1.5559184201061727,0.05786757511323637,0.1770263671875,25.0,-1.2293457984924316e-08,-0.0009351726908789715
295,0.002683062398014613,15.968717741966248,179.75,329.1,0.011381234729196877,1146880,330.0000000000004,112,1.498430183529854,0.05919026305108919,0.221630859375,25.0,8.568167686462402e-09,-0.0015215822462778307
295,0.0018609638072831559,15.968717819452285,196.0,332.34,0.012329642522672657,1157120,380.00000000000045,113,1.439070998877287,0.05322554904212855,0.14169921875,47.50000000000001,7.078051567077636e-09,-0.0006981783400988207
295,0.0023052281358445724,15.968717885017394,183.25,327.81,0.010547118203976424,1167360,302.5000000000002,114,1.4737809605896472,0.053660025641835515,0.1812744140625,25.0,1.080334186553955e-08,-0.0008618729691079352
295,0.002605949889675685,15.968714809417724,159.5,323.15,0.006890437415691508,1177600,277.5000000000002,115,1.535183607786894,0.05273219419725228,0.223583984375,25.0,-1.7508864402770997e-08,-0.000698947603450506
295,0.0021507462065414986,15.968717688322068,128.0,316.94,0.006648960959319083,1187840,250.0,116,1.4843323223292828,0.05021408899515796,0.186279296875,22.500000000000007,-1.564621925354004e-08,-0.001183683847921202
295,0.002115265684165024,15.968717747926712,109.75,315.01,0.006165817377404892,1198080,227.5000000000002,117,1.4140615828335286,0.04701601855819592,0.1689208984375,0.0,-9.685754776000977e-09,-0.0007454877744748955
295,0.001967356743665505,15.968716239929199,90.75,304.36,0.005303032004883334,1208320,200.0,118,1.4225990615785122,0.042345863799087176,0.1771728515625,0.0,1.862645149230957e-09,-0.001087677482064464
295,0.0024748842066713906,15.968708002567292,75.25,301.35,0.005002139354762391,1218560,152.50000000000023,119,1.4186986729502677,0.04562848948167687,0.20869140625,0.0,-3.3527612686157227e-09,-0.0009578885867085774
295,0.0025709400453763466,15.96871771812439,87.5,303.27,0.00933531442151434,1228800,177.50000000000023,120,1.4583532996475697,0.04977005684747675,0.195361328125,0.0,2.2351741790771484e-09,-0.0014552779433870456
295,0.0024856915463033146,15.96871766448021,105.75,309.84,0.007540215599328803,1239040,227.5000000000002,121,1.3997442990541458,0.0467728521892457,0.1655517578125,25.0,-1.080334186553955e-08,-0.000721768306902959
295,0.002188502873525522,15.968708038330078,106.75,312.49,0.005663850933209602,1249280,225.0,122,1.4482748933136462,0.049422120150319236,0.1759521484375,0.0,-6.7055225372314455e-09,-0.0006757990004189196
295,0.002503452840898035,15.9687175989151,112.25,315.68,0.008740032181231072,1259520,227.5000000000002,123,1.4630433388054371,0.0518289209557922,0.210107421875,0.0,-1.9371509552001954e-08,-0.0011650681182800327
295,0.0022800749223847562,15.9687175989151,99.5,314.37,0.006198151320495527,1269760,202.50000000000023,124,1.405890527367592,0.0470376068775426,0.1920166015625,0.0,-2.6077032089233397e-09,-0.0012451376194803742
295,0.0020114257326468987,15.968715697526932,88.5,310.77,0.004268947137620671,1280000,177.50000000000023,125,1.365653460472822,0.04177567398142474,0.1564697265625,0.0,-8.568167686462402e-09,-0.0009443698265386047
295,0.002529486883258869,15.968716418743133,58.0,300.12,0.004047558773305582,1290240,125.0,126,1.252584456652403,0.03699617441255596,0.1829345703125,0.0,-4.097819328308106e-09,-0.0014667218696558849
295,0.0022411388433326352,15.968702805042266,56.75,296.54,0.003977321248600641,1300480,125.0,127,1.2603493861854076,0.038629999795844895,0.147216796875,0.0,1.4901161193847657e-09,-0.0008571854865294881
295,0.002628717839860428,15.968708485364914,54.5,294.95,0.004265243171644251,1310720,100.0,128,1.2416530176997185,0.03983097396533461,0.1788818359375,0.0,3.3527612686157227e-09,-0.0012347340849373722
295,0.0024869172168564546,15.96871621608734,61.25,295.59,0.0045494031790667576,1320960,125.0,129,1.222120039910078,0.04069027823877353,0.198291015625,0.0,-7.078051567077636e-09,-0.0009724929441290442
295,0.002297189634134611,15.968717741966248,76.75,305.86,0.008663989132401184,1331200,150.0,130,1.321255949139595,0.050005101531208886,0.197314453125,0.0,2.6077032089233397e-09,-0.001355245189552079
295,0.0017017623488868594,15.968717622756959,114.75,318.23,0.008429837271796714,1341440,227.5000000000002,131,1.3187222339212894,0.04720362170987813,0.12978515625,0.0,1.1920928955078126e-08,-0.0006522085150209023
295,0.002244498907180059,15.96871766448021,133.5,328.31,0.009661571198739694,1351680,252.50000000000023,132,1.2767432816326618,0.051386464360863346,0.187744140625,0.0,-2.570450305938721e-08,-0.0012290432783629512
295,0.0029001499220356664,15.96871663928032,156.25,344.45,0.009099778695315308,1361920,280.00000000000045,133,1.3007531352341175,0.05410408337111048,0.2189453125,25.0,-3.7252902984619143e-10,-0.001193599471298512
295,0.001822366517646401,15.968717563152314,152.5,352.31,0.0077488168763011345,1372160,275.0,134,1.2006873354315757,0.04828806973863032,0.14521484375,25.0,-7.450580596923828e-09,-0.0010868997498619138
295,0.0021382864338960416,15.968715757131577,152.5,362.52,0.009340583220897258,1382400,275.0,135,1.1813358560204505,0.049382510227647204,0.17001953125,25.0,-1.4901161193847657e-09,-0.0009479321262915619
295,0.0017349206657399918,15.968717855215072,157.75,366.5,0.011193586891386076,1392640,275.0,136,1.2088576018810273,0.049007156754027704,0.1310546875,50.0,-1.3411045074462891e-08,-0.0008180419441487175
295,0.002187480774676942,15.968717885017394,166.25,370.88,0.01096305689352448,1402880,275.0,137,1.186687956750393,0.05017978003689949,0.174853515625,50.0,2.16066837310791e-08,-0.0009219495652359911
