explained_variance,policy_entropy,policy_loss,P01:episode_rewards,fps,grad_norm,advantage_norm,episode_length,frames,value_loss,P09:episode_rewards,PMM:episode_rewards,epoch_idx,approx_kl_divergence,clip_fraction
-0.1671599466353655,1.672831583302468,0.012442416418343783,17.500000000000004,179,99.20180958702706,15.968718135356903,325.39285714285717,10240,11.214395243112813,272.50000000000006,135.71428571428572,1,0.16831764964724732,0.2748291015625
8.568167686462402e-09,1.7597598262131213,-0.0008857099343003938,25.0,175,0.380897257351978,15.968717992305756,330.21311475409834,20480,0.019273328219424003,300.0,158.60655737704917,2,0.002090074865282077,0.14892578125
7.078051567077636e-09,1.7625069692730904,-0.0019340491788170766,25.0,182,0.2351360332231381,15.968718260526657,335.6741573033708,30720,0.022785285220015793,325.0,162.64044943820224,3,0.0015676888981147386,0.1046142578125
2.458691596984863e-08,1.7649251230061054,-0.0012616492833330995,25.0,188,0.1435722274566375,15.968718087673187,346.46,40960,0.01988234110904159,352.5000000000002,188.0,4,0.0009345547189667514,0.0477294921875
-7.078051567077636e-09,1.777456022799015,-0.0006556747306603938,25.0,190,0.10503426314335115,15.96871811747551,344.71,51200,0.0168109140402521,327.5000000000002,176.25,5,0.00035774569731614745,0.009130859375
6.7055225372314455e-09,1.7759255170822144,-0.0005264306764729554,50.0,191,0.07973827584112995,15.968718153238296,334.58,61440,0.02068018104764633,277.5000000000002,162.25,6,0.0002353855730753196,0.0
-1.3783574104309083e-08,1.7830608770251275,-0.0012415471355780028,50.0,192,0.07598498082414515,15.968718063831329,330.07,71680,0.01858250532823149,250.0,158.5,7,0.00038917050102256213,0.0025634765625
-4.6938657760620116e-08,1.7865635685622692,-0.000605372549034655,50.0,191,0.0683177621746913,15.96871787905693,327.7,81920,0.0181372948049102,280.00000000000045,162.75,8,0.00016365246763712095,0.0
1.4156103134155273e-08,1.7802209086716174,-0.0009960883875464789,50.0,192,0.08237635249822534,15.968718075752259,332.43,92160,0.019638465298339725,325.0,170.25,9,0.00030283501324888105,0.002490234375
-1.1175870895385742e-08,1.7819444768130779,-0.0008275740721728653,50.0,191,0.07308698761352553,15.968718302249908,334.55,102400,0.02405724789132364,410.00000000000085,186.5,10,0.00021780140409646264,0.0
-1.825392246246338e-08,1.7847308747470378,-0.0004584842532494804,47.50000000000001,191,0.06730012261848926,15.968718034029006,337.53,112640,0.019280500095919705,400.0,189.5,11,0.00013096155194425307,0.0
-3.3527612686157227e-09,1.7819041274487972,-0.000700275729468558,47.50000000000001,192,0.06814721944248255,15.968718081712723,345.5,122880,0.022200822783634066,527.5000000000002,211.0,12,0.00016871079163491843,0.0
-1.1548399925231934e-08,1.7730044536292553,-0.0005960032662187586,25.0,191,0.05818828173803899,15.968717986345291,335.5,133120,0.01755969668738544,550.0,193.0,13,0.0001330750170556172,0.0026123046875
-4.097819328308106e-09,1.77321305423975,-0.0003922289062757045,25.0,191,0.05745705319184086,15.968718200922012,334.93,143360,0.021957350440789013,457.5000000000006,183.75,14,0.00010962587497687082,0.0
-2.9802322387695314e-09,1.7763081289827825,-0.0005270764657325344,25.0,190,0.055598015640171694,15.968718206882476,331.02,153600,0.019927997827471698,427.5000000000002,172.5,15,0.00012274756617056682,0.0
-1.3411045074462891e-08,1.7846875496208667,-0.0003867076095048105,50.0,190,0.05339227621992658,15.968718039989472,336.36,163840,0.020823408989235757,357.5000000000007,178.25,16,0.0001006348932378387,0.0
-6.332993507385254e-09,1.7777181401848794,-0.0004685163134126924,25.0,191,0.05499724939055126,15.968717956542969,335.58,174080,0.019268702706904152,350.0,172.0,17,0.0001012215261797067,0.0
-1.601874828338623e-08,1.7799697533249854,-0.000728128376067616,25.0,190,0.05555571682320369,15.968718034029006,331.85,184320,0.018323224468622355,300.0,162.0,18,0.0001721355589261009,0.0
2.6077032089233397e-09,1.7747803710401058,-0.0005568186643358786,25.0,191,0.056037147826514644,15.968718123435973,338.37,194560,0.021817899774760008,325.0,173.5,19,0.00013506797432683015,0.0
2.2351741790771484e-09,1.7821318440139293,-0.00037415483930089974,25.0,191,0.05500570901242032,15.968718022108078,343.17,204800,0.019839544431306422,425.0,180.75,20,9.720659059198056e-05,0.0
-1.862645149230957e-09,1.7851907268166542,-0.0005336144233297091,25.0,191,0.05564320063856495,15.968717867136002,338.38,215040,0.015087213469087146,425.0,168.25,21,0.0001272892030005579,0.0
-8.195638656616212e-09,1.785463635623455,-0.0004951727813022444,25.0,191,0.055727058627990655,15.968718189001084,336.57,225280,0.023095008492236956,425.0,170.0,22,0.00010775901828328217,0.0
-9.313225746154785e-09,1.76795434653759,-0.0004693972758104792,25.0,191,0.05458355085076365,15.96871812939644,332.37,235520,0.022391757409786807,355.00000000000045,171.5,23,0.00010878032763450562,0.0
-4.0233135223388675e-08,1.767535163462162,-0.000595044707733905,47.50000000000001,190,0.055360648511662634,15.968718302249908,338.18,245760,0.024009055498754605,425.0,191.5,24,0.00015229347973324536,0.0
5.960464477539063e-09,1.7809952653944492,-0.0007620426127687097,25.0,191,0.057344503225506924,15.968717914819717,336.13,256000,0.0178656534088077,502.5000000000002,195.75,25,0.00018206608230428856,0.0
-1.1175870895385742e-08,1.7822629868984223,-0.0005381213897635462,25.0,191,0.053200040155215476,15.968717956542969,333.99,266240,0.017613460804568604,340.00000000000125,172.5,26,0.0001198947721178456,0.0
-1.0430812835693359e-08,1.7843326188623905,-0.0006141950110759353,25.0,191,0.05595304687292686,15.968718075752259,329.75,276480,0.021153281518490986,302.5000000000002,163.25,27,0.0001444930583922144,0.0
-1.0058283805847169e-08,1.7830142617225646,-0.0005109384517709259,25.0,191,0.055733787299833894,15.968718153238296,329.98,286720,0.02301535054575652,325.0,168.75,28,0.00011508865299170168,0.0
1.4528632164001465e-08,1.785689651966095,-0.0005065607783762971,25.0,190,0.056368645796154505,15.968718099594117,333.44,296960,0.022032040869817138,325.0,179.5,29,0.00010499229011724509,0.0
-2.9429793357849122e-08,1.783870242536068,-0.000711986234455253,25.0,190,0.05661003148960784,15.968718165159226,338.3,307200,0.021323300420772285,427.5000000000002,195.75,30,0.0001566086303647296,0.0
-1.0058283805847169e-08,1.778284990042448,-0.0008597577565524261,47.50000000000001,190,0.05876471703447935,15.968718099594117,339.93,317440,0.022181986848590896,380.00000000000045,190.5,31,0.00019476040969230725,0.0009521484375
-8.568167686462402e-09,1.7809423260390758,-0.0003603680492233252,50.0,190,0.057978450466548634,15.96871845126152,345.07,327680,0.026051609648857266,502.5000000000002,214.0,32,8.467019870419534e-05,0.0
-4.6193599700927736e-08,1.7828319303691387,-0.00017178908674395644,50.0,190,0.05552371809797927,15.968718284368515,348.3,337920,0.022540538414614276,525.0,221.75,33,5.87065227225736e-05,0.0
-1.1920928955078126e-08,1.782987079769373,-0.0006978652781981509,47.50000000000001,190,0.0581040722463223,15.968718147277832,351.0,348160,0.021819552429951726,527.5000000000002,223.25,34,0.00014620421930295892,0.0
1.1175870895385742e-08,1.7817224390804767,-0.0004098615998373134,25.0,191,0.052601572303681454,15.968718045949936,342.39,358400,0.019043367556878365,475.0,196.0,35,0.00010433999236205693,0.0
6.7055225372314455e-09,1.786076807230711,-0.00048383381454186747,25.0,191,0.05384773409799546,15.968717920780183,333.65,368640,0.016231730081199203,305.00000000000045,170.5,36,0.00011601272546135633,0.0
2.7939677238464355e-08,1.7869847171008586,-0.0004252243095834274,25.0,191,0.05783284420588426,15.968718123435973,331.13,378880,0.01894301647262182,300.0,165.0,37,0.0001047041554279815,0.0
-1.7881393432617187e-08,1.7880055472254752,-0.0003075878481467953,25.0,190,0.05620203358912653,15.968718189001084,327.1,389120,0.019837924995226786,300.0,161.5,38,7.676894511536858e-05,0.0
2.6077032089233397e-09,1.788048829138279,-0.0005569003056734801,25.0,190,0.05641445591959708,15.96871787905693,327.63,399360,0.01570081860409118,300.0,160.0,39,0.00012930421216106325,0.0
-2.7567148208618165e-08,1.787871740758419,-0.0007835859392798739,22.500000000000007,191,0.058353346771188086,15.968718177080154,333.28,409600,0.020596075063804165,385.00000000000085,169.25,40,0.00017450123548385933,0.0
-5.587935447692871e-09,1.7825603544712068,-0.0007099823240423575,0.0,191,0.05619442246212049,15.968718099594117,335.82,419840,0.01905979805451352,350.0,163.25,41,0.00016056079383428568,0.0
-1.564621925354004e-08,1.7822427488863468,-0.000313850746533717,22.500000000000007,191,0.05502323791777104,15.968718206882476,339.44,430080,0.023297895802534184,407.5000000000006,180.5,42,7.275472488288415e-05,0.0
2.2351741790771484e-09,1.7876795776188374,-0.0005553706538194092,25.0,191,0.055413980447407266,15.968718093633651,336.31,440320,0.020493210791028105,327.5000000000002,178.75,43,0.00013296266137459157,0.0
-1.4901161193847657e-09,1.7859987623989582,-0.00038009483796486165,25.0,191,0.05322148390231153,15.968718254566193,332.23,450560,0.019505537493387237,402.5000000000002,173.25,44,8.649509263278788e-05,0.0
2.2351741790771484e-09,1.7835012078285217,-0.00041245662105211524,25.0,191,0.05493140580271486,15.968718248605729,346.28,460800,0.023238642970682122,550.0,205.25,45,0.00010145921105504385,0.0
-5.587935447692871e-09,1.78784464225173,-0.0005094260841360665,25.0,191,0.05489145623697052,15.968718057870865,342.05,471040,0.018266120893531478,432.5000000000006,192.0,46,0.00011430229202105124,0.0
1.1175870895385742e-09,1.7890063755214214,-0.0005043948556703981,25.0,191,0.054299271991348895,15.968718075752259,339.19,481280,0.017750517824606505,400.0,174.0,47,0.00011444983914792317,0.0
1.3411045074462891e-08,1.7839150793850422,-0.0003985854229540564,25.0,191,0.05414125166529814,15.968718039989472,339.6,491520,0.019844797276891767,300.0,159.0,48,8.935755476322527e-05,0.0
-4.470348358154297e-09,1.7842359513044357,-0.00048633964906912296,25.0,191,0.05563900889673732,15.968718236684799,335.89,501760,0.01988187972456217,277.5000000000002,156.75,49,0.00010508463405756174,0.0
