explained_variance,policy_entropy,policy_loss,P01:episode_rewards,fps,grad_norm,advantage_norm,episode_length,frames,value_loss,P09:episode_rewards,PMM:episode_rewards,epoch_idx,approx_kl_divergence,clip_fraction
1.1920928955078126e-08,1.7837021008133889,-0.0005490033548994688,25.0,191,0.05414555340875288,15.968718045949936,340.17,512000,0.019524879334494472,302.5000000000002,163.75,50,0.00012945070429299933,0.0
-2.6077032089233397e-09,1.7854348860681057,-0.0005652361858665244,47.50000000000001,191,0.05543801453057583,15.968718153238296,340.16,522240,0.020637483685277402,300.0,170.5,51,0.00013828703507030583,0.0
1.3411045074462891e-08,1.7892682299017906,-0.0002735009678872302,50.0,191,0.05401394271256834,15.968718242645263,345.16,532480,0.022473902293131686,355.00000000000045,184.0,52,7.811274815381353e-05,0.0
-1.6763806343078613e-08,1.7823714569211007,-0.0006664532438662718,50.0,191,0.0561626794495194,15.968718135356903,344.87,542720,0.021685389772756025,452.50000000000017,195.0,53,0.000124032011157027,0.001220703125
-3.5762786865234374e-08,1.7714848704636097,-0.00036428807543416043,50.0,191,0.054057813367995686,15.968718373775483,340.42,552960,0.025902475352631883,450.0,199.0,54,7.869129120585683e-05,0.0
-6.7055225372314455e-09,1.7733567997813224,-0.0006069288603612222,50.0,191,0.05354197350937889,15.968718338012696,335.56,563200,0.02333157616085373,407.5000000000006,200.75,55,0.00015469263735923278,0.0
1.4528632164001465e-08,1.7851275317370892,-0.0005433856036688667,50.0,191,0.056617096662513966,15.968718206882476,336.52,573440,0.021493935282342135,355.00000000000045,201.75,56,0.00012469831963279887,0.0
-1.601874828338623e-08,1.780103351175785,-0.0006163332618598361,50.0,191,0.05716466395611325,15.968718183040618,337.71,583680,0.020744193717837332,407.5000000000006,196.5,57,0.00011536456942797812,0.0
-3.3527612686157227e-09,1.7865535207092762,-0.0007547971603344194,25.0,191,0.05907068284844745,15.96871811747551,335.12,593920,0.021464213490253313,350.0,177.5,58,0.00017631040906920247,0.0
-2.3469328880310058e-08,1.7804269723594188,-0.00040726784536673224,25.0,191,0.05448308506740342,15.96871811747551,343.75,604160,0.01926254743593745,505.00000000000045,198.5,59,8.929481997803635e-05,0.0
-6.7055225372314455e-09,1.7776112996041775,-0.0006334904799587093,25.0,191,0.05609359430005957,15.968717992305756,341.45,614400,0.0177290728490334,527.5000000000002,193.25,60,0.0001510943798546549,0.0
-7.450580596923828e-09,1.787949500977993,-0.0006378077243425651,22.500000000000007,190,0.056784995634717915,15.968717992305756,341.51,624640,0.01789390525082126,550.0,190.25,61,0.0001469966294273206,0.0
1.4528632164001465e-08,1.786738220602274,-0.0002443395598675124,0.0,190,0.055951181612462056,15.968718069791795,338.22,634880,0.02004827241471503,475.0,175.0,62,5.893007101640535e-05,0.0
-4.097819328308106e-09,1.7810116916894914,-0.0005130238343554084,0.0,190,0.05378221258232294,15.968718123435973,336.86,645120,0.018319568547303787,300.0,149.5,63,0.00011343992512529155,0.0
-3.3527612686157227e-08,1.782189390808344,-0.0006607439267099835,25.0,191,0.05612247880625511,15.968717807531357,336.9,655360,0.016893459926359357,300.0,151.25,64,0.0001498986469119501,0.0
-9.313225746154785e-09,1.7818334333598613,-0.0007795544774126028,25.0,191,0.05767431078087435,15.968718063831329,332.65,665600,0.019045120468945242,277.5000000000002,141.5,65,0.00016633660004394812,0.0
-8.568167686462402e-09,1.785761232674122,-0.0005575478455284611,25.0,191,0.05525750491993039,15.968718045949936,331.08,675840,0.019298460299614816,252.50000000000023,145.0,66,0.00012098244611742359,0.0
-4.097819328308106e-09,1.7818042524158955,-0.0006606174974876922,25.0,191,0.055739004348605736,15.968717914819717,328.72,686080,0.018498146760975942,252.50000000000023,148.5,67,0.00012305199938253964,0.0
1.4901161193847657e-09,1.780340877920389,-0.0005500845174537972,25.0,191,0.0562906518090006,15.968717968463897,326.8,696320,0.017791757464874536,250.0,141.0,68,0.00014014307420282535,0.0
-8.940696716308593e-09,1.7683208659291267,-0.00052140096668154,25.0,191,0.055134488803157675,15.968718111515045,326.88,706560,0.02185572386952117,275.0,154.25,69,0.00011666211401433202,0.0
2.9802322387695314e-09,1.7797876000404358,-0.00035458892198221293,47.50000000000001,191,0.05155003224420159,15.968718105554581,330.24,716800,0.018959405866917224,252.50000000000023,160.5,70,9.790157225388895e-05,0.0
1.2293457984924316e-08,1.7801818013191224,-0.00043884680217161077,25.0,191,0.05490069556584316,15.96871812939644,330.66,727040,0.020739294996019453,302.5000000000002,166.0,71,8.893793084627788e-05,0.0
6.7055225372314455e-09,1.7849964953958988,-0.0004897245373285842,25.0,191,0.057469457636343625,15.96871811747551,332.99,737280,0.02041868881788105,325.0,168.5,72,0.00012119661993530429,0.0
2.1979212760925294e-08,1.7836176760494709,-0.0006190208765474381,25.0,191,0.0540102907866686,15.968718183040618,331.27,747520,0.02203583144582808,335.00000000000085,175.75,73,0.0001306505885921183,0.0
-1.2293457984924316e-08,1.7702354200184345,-0.00046687808135175145,25.0,191,0.05678470940186373,15.96871812939644,337.4,757760,0.02433890163083561,425.0,190.0,74,9.002100976083228e-05,0.0
-2.6077032089233397e-09,1.7633081771433354,-0.0007412923923766357,25.0,191,0.06065102055708438,15.968718421459197,338.43,768000,0.023572166077792646,500.0,201.75,75,0.00016390825305947487,0.0018310546875
-1.1920928955078126e-08,1.7844854094088078,-0.0006869491249744897,50.0,191,0.05510574576880527,15.968718093633651,344.06,778240,0.022452125704148784,530.0000000000005,215.0,76,0.00015098053711630753,0.0012451171875
7.078051567077636e-09,1.7807681292295456,-0.0007059221832605544,50.0,191,0.05473091866951339,15.968718045949936,337.98,788480,0.01810913283698028,552.5000000000002,200.5,77,0.0001482395882806742,0.0
-2.4959444999694825e-08,1.7848552405834197,-0.0006633269587837276,50.0,191,0.058402415987695876,15.968718248605729,340.86,798720,0.022077982846531084,377.5000000000002,185.25,78,0.00013428878628065632,0.0
-4.470348358154297e-09,1.787483610957861,-0.0006939667359802115,25.0,191,0.057890011059205534,15.968718177080154,343.02,808960,0.020262709943926892,327.5000000000002,175.75,79,0.00014138221549215847,0.0030029296875
4.097819328308106e-09,1.786284936964512,-0.0003976670046540676,25.0,191,0.05614684761315093,15.968718105554581,344.45,819200,0.019998439686605706,327.5000000000002,176.25,80,9.207960689892048e-05,0.0
-7.82310962677002e-09,1.7871111534535884,-0.0006772719327273081,25.0,191,0.057489817032473356,15.968718081712723,338.08,829440,0.02021490120096132,425.0,180.25,81,0.00014113256030654498,0.0
-2.0861625671386717e-08,1.7872491978108882,-0.00033756045304471626,25.0,191,0.055552102862045906,15.968718016147614,327.09,839680,0.018534175810054877,335.00000000000085,166.0,82,7.817560076386342e-05,0.0
-5.215406417846679e-09,1.7861646503210067,-0.0004692655791586731,50.0,191,0.056760335169258026,15.96871822476387,328.24,849920,0.022314340400043875,300.0,169.75,83,0.00010305941777275507,0.0
-6.7055225372314455e-09,1.782892505079508,-0.0004546775984636042,50.0,191,0.05608047891543787,15.968718242645263,332.65,860160,0.02087040644546505,335.00000000000085,179.0,84,8.98640453584676e-05,0.0
1.0058283805847169e-08,1.7842005118727684,-0.0004055833709571743,50.0,191,0.05404579412285652,15.968718111515045,333.33,870400,0.019795014476403593,327.5000000000002,179.75,85,0.00010652682604685992,0.0
-2.644956111907959e-08,1.785938424617052,-0.000880198926461162,25.0,191,0.05557549736753854,15.968717956542969,330.91,880640,0.0167983426945284,327.5000000000002,165.75,86,0.00017574267309825587,0.0
-2.868473529815674e-08,1.7790396310389043,-0.0006799789844080806,25.0,191,0.0569845029122195,15.968718147277832,331.47,890880,0.022704264480853453,475.0,188.75,87,0.00014573863951099496,0.0
-3.4645199775695803e-08,1.7813558407127856,-0.0004678909437643597,0.0,191,0.05696951987351976,15.968717962503433,329.4,901120,0.016876418457832186,475.0,179.25,88,0.000106133243155071,0.0
-1.30385160446167e-08,1.7772505640983582,-0.00068298111364129,25.0,192,0.05780765881779147,15.96871789097786,327.56,911360,0.018438969983253627,475.0,175.75,89,0.00015040485807062964,0.0
1.1920928955078126e-08,1.7873780757188797,-0.0004844458344450686,25.0,192,0.0574044780824174,15.968718045949936,329.39,921600,0.019354279052640776,400.0,158.75,90,0.00010944352809794111,0.0
5.215406417846679e-09,1.786975011229515,-0.0004019751850137254,25.0,192,0.05772061018926713,15.968717992305756,327.33,931840,0.018658012594096364,402.5000000000002,150.25,91,8.583791927172513e-05,0.0
-1.0058283805847169e-08,1.7805087760090827,-0.0005150231751031243,25.0,192,0.05432558266667714,15.968718016147614,332.09,942080,0.01715834275528323,335.00000000000085,160.0,92,0.00010447464149905272,0.0
-1.080334186553955e-08,1.78656370267272,-0.0006211824402271304,25.0,191,0.057192676587270806,15.968717896938324,328.98,952320,0.017472570698009803,300.0,155.0,93,0.00013641892830023038,0.0
-7.450580596923829e-10,1.7898176573216915,-0.0004093125528015662,25.0,191,0.054812163383148406,15.9687180519104,334.88,962560,0.019949257586267775,277.5000000000002,159.0,94,0.00010502185207101888,0.0
1.30385160446167e-08,1.7845785319805145,-0.0005205018915148685,25.0,191,0.05550783249586276,15.968718302249908,343.46,972800,0.02408748634625226,307.5000000000006,171.5,95,0.00010358950481457186,0.0
1.4528632164001465e-08,1.7836177565157414,-0.00034148081831517627,25.0,192,0.05438023025970408,15.968718016147614,346.08,983040,0.018894772231578826,375.0,173.5,96,7.053098909750588e-05,0.0
-3.6135315895080564e-08,1.7863740354776383,-0.0005608334908174583,25.0,192,0.05443394757534725,15.968717795610427,347.19,993280,0.016525349719449876,375.0,169.5,97,0.00011196802740798262,0.0
-5.215406417846679e-09,1.7819484241306782,-0.0005604489742836449,25.0,192,0.054841833318795795,15.968717783689499,330.51,1003520,0.01587241786182858,275.0,144.5,98,0.00011003513522389596,0.0
-2.9802322387695314e-09,1.776581310480833,-0.0007710922662226948,25.0,192,0.059554517693365915,15.96871812939644,331.74,1013760,0.018836294754873962,275.0,147.75,99,0.00016782711735743305,0.0
-1.1175870895385742e-09,1.7769639439880849,-0.000478519265743671,25.0,192,0.054415749611403,15.968718093633651,330.32,1024000,0.019486850878456606,305.00000000000045,156.75,100,0.00010044400715436552,0.0
-7.82310962677002e-09,1.768372367322445,-0.0007467587580322288,25.0,192,0.058834929968967456,15.968718254566193,335.62,1034240,0.02321977916872129,435.00000000000085,179.75,101,0.0001557132398122718,0.0
1.1920928955078126e-08,1.7757322676479816,-0.0005485942474479089,50.0,192,0.05834630074686279,15.968717855215072,340.49,1044480,0.02096178102074191,525.0,194.0,102,0.00013118194735355359,0.0
-1.30385160446167e-08,1.778649701923132,-0.000232092865917366,25.0,192,0.051558814674060795,15.968718028068542,336.79,1054720,0.01861284671467729,367.50000000000153,183.75,103,5.446642867390494e-05,0.0
-8.195638656616212e-09,1.7833629585802555,-0.00044732858186762313,25.0,192,0.0538188231542812,15.968718028068542,337.27,1064960,0.02263559644925408,300.0,172.5,104,9.954689142723793e-05,0.0
-1.080334186553955e-08,1.7843403473496438,-0.0005242642004304798,25.0,192,0.05427524111281171,15.968718028068542,334.72,1075200,0.01863126493990421,355.00000000000045,170.0,105,0.00011280587219175686,0.0
-7.82310962677002e-09,1.7786334320902824,-0.0007114303423804813,25.0,192,0.05563548264573172,15.968718111515045,332.56,1085440,0.019619333810987884,475.0,178.25,106,0.00014428510166979435,0.0
6.7055225372314455e-09,1.7677308380603791,-0.00040012619174376594,25.0,192,0.05593062216568397,15.96871838569641,339.55,1095680,0.024367284175241366,477.5000000000002,200.75,107,9.290323834409975e-05,0.0
8.568167686462402e-09,1.7709561742842197,-0.0005628679937217385,50.0,192,0.055729475228872824,15.968718141317368,343.32,1105920,0.025790765712736176,452.50000000000017,210.0,108,0.0001249214727600645,0.0
2.0861625671386717e-08,1.778945166617632,-0.0002005404069677752,50.0,192,0.05449915040611979,15.968718099594117,348.13,1116160,0.020527808312908746,450.0,216.0,109,6.042595225554948e-05,0.0
8.940696716308593e-09,1.7817661114037038,-0.0005898823699681088,50.0,192,0.05582935492464267,15.968718081712723,344.88,1126400,0.018177228432614358,325.0,188.5,110,0.00013037287751060944,0.0
-1.6391277313232423e-08,1.776847206801176,-0.0003923087388102431,50.0,192,0.05678137364339675,15.968718409538269,346.42,1136640,0.0245562145661097,402.5000000000002,191.25,111,9.247920547181821e-05,0.0
-1.9371509552001954e-08,1.785605935752392,-0.0006525651679112343,50.0,192,0.05929313679005767,15.96871822476387,339.62,1146880,0.022621441941009835,402.5000000000002,187.5,112,0.00013734631979787082,0.0009765625
-5.215406417846679e-09,1.7807509072124958,-0.00043476333339640403,25.0,192,0.05667593151667405,15.968718123435973,336.27,1157120,0.02058105909381993,427.5000000000002,193.5,113,9.410516043004691e-05,0.0
1.1920928955078126e-08,1.7844999074935912,-0.00046118039463181046,25.0,192,0.05533596190850261,15.968717992305756,333.59,1167360,0.018154290183156264,327.5000000000002,172.0,114,0.00010640941340227528,0.0
-1.601874828338623e-08,1.7753424882888793,-0.0005608441715594381,25.0,192,0.054944322442628736,15.968718087673187,332.86,1177600,0.02055314411991276,350.0,166.25,115,0.00011368670374833911,0.0
-2.0489096641540527e-08,1.7764825709164143,-0.00046698005753569304,25.0,192,0.06017885191889315,15.968718254566193,337.46,1187840,0.022930821517365984,325.0,160.5,116,0.00011795981515998477,0.0
2.421438694000244e-08,1.7812896847724915,-0.00020097122505831068,25.0,192,0.052803581468470515,15.968718045949936,342.41,1198080,0.02014940429944545,355.00000000000045,175.5,117,4.179553788272727e-05,0.0
-9.685754776000977e-09,1.780080582946539,-0.0003916966041288106,47.50000000000001,192,0.054322244231111386,15.968718016147614,339.25,1208320,0.019016079479479232,400.0,179.0,118,9.157203109868561e-05,0.0
2.6077032089233397e-09,1.7801337108016013,-0.00044629107951550396,50.0,192,0.05873355041005279,15.96871817111969,335.18,1218560,0.022357330593513323,405.00000000000045,181.75,119,9.802398640559317e-05,0.0
1.862645149230957e-09,1.774383545666933,-0.0004640561335691018,50.0,192,0.055418504917436696,15.968717956542969,325.35,1228800,0.02014737495628651,325.0,165.75,120,9.350012119195839e-05,0.0
7.82310962677002e-09,1.7751504920423031,-0.0003795888063905295,50.0,192,0.055074688450954,15.968718105554581,331.39,1239040,0.021256555389845742,302.5000000000002,169.75,121,9.306953061010148e-05,0.0
1.1175870895385742e-08,1.78188241943717,-0.0003733257992280414,47.50000000000001,192,0.05394545337711783,15.968718206882476,331.4,1249280,0.021518003300298006,325.0,171.5,122,8.791256278044557e-05,0.0
2.6077032089233397e-09,1.7836861111223699,-0.0005737468512961641,25.0,192,0.0555046261092144,15.968718236684799,335.08,1259520,0.020814381244417746,425.0,190.25,123,0.00011316908235663448,0.0
-1.7136335372924803e-08,1.7849709540605545,-0.00045730736765108303,25.0,192,0.057685180154594395,15.96871833205223,340.32,1269760,0.021931049827253447,477.5000000000002,201.25,124,0.00010408657129907794,0.0
-7.450580596923829e-10,1.78436848372221,-0.0004560583780403249,50.0,192,0.056580071507719584,15.968717974424361,343.13,1280000,0.02151383094023913,550.0,213.75,125,0.00010429474268534023,0.0
4.097819328308106e-09,1.7846123062074184,-0.00026560979240457526,50.0,192,0.05371241544248555,15.968718183040618,340.04,1290240,0.021343955717748032,427.5000000000002,194.75,126,5.973898403670575e-05,0.0
-4.8428773880004884e-09,1.780612337589264,-0.0005328688712324947,50.0,192,0.05647175953590167,15.968718230724335,337.37,1300480,0.022047711588675155,300.0,177.75,127,0.00011754947206998878,0.0
-1.1548399925231934e-08,1.7854899019002914,-0.0003273184338468127,47.50000000000001,192,0.05551348739162056,15.968718278408051,331.49,1310720,0.020145663677249105,300.0,169.5,128,7.37235469728148e-05,0.0
-1.4901161193847656e-08,1.78172100558877,-0.000622465676133288,25.0,192,0.05787234777362893,15.968718028068542,330.17,1320960,0.020249031389539596,277.5000000000002,164.5,129,0.00011790864631251452,0.0
-1.3783574104309083e-08,1.783020843565464,-0.00033956678889808246,47.50000000000001,192,0.05377710201901111,15.968718242645263,335.24,1331200,0.022765629936475306,430.0000000000004,179.25,130,8.889217896452805e-05,0.0
1.0430812835693359e-08,1.786063802242279,-0.00043474690755829215,50.0,192,0.05188754865018634,15.968718093633651,345.19,1341440,0.021969377645291388,477.5000000000002,200.75,131,9.400804765569148e-05,0.0
-5.215406417846679e-09,1.7874518565833568,-0.00040811875487634097,25.0,192,0.05433333411112633,15.968717789649963,344.33,1351680,0.014094970505902893,475.0,184.5,132,8.580448457351508e-05,0.0
-1.862645149230957e-09,1.7857962191104888,-0.0005357270783861168,25.0,192,0.0572570012900581,15.968718099594117,341.53,1361920,0.019246298965299502,377.5000000000002,166.5,133,0.00011191440777693628,0.0
1.1548399925231934e-08,1.7839154988527297,-0.00040552439677412624,25.0,192,0.05501883899575699,15.968718123435973,337.61,1372160,0.019665100978454576,277.5000000000002,157.25,134,9.553035260729814e-05,0.0
-3.203749656677246e-08,1.7865313768386841,-0.0006446243538448471,25.0,192,0.055549992551640705,15.96871777176857,331.86,1382400,0.017048587874160148,277.5000000000002,158.0,135,0.00011871640733396305,0.0020751953125
1.4528632164001465e-08,1.7695777371525765,-0.000718577593943337,25.0,192,0.058144348478734044,15.968718147277832,330.95,1392640,0.022534720902331173,352.5000000000002,171.25,136,0.0001521424860584375,0.0
7.450580596923829e-10,1.7737388499081135,-0.0006044339705113088,25.0,192,0.05927029304360135,15.9687180519104,330.55,1402880,0.019661971903406083,330.0000000000004,168.75,137,0.00013135527766898746,0.0
7.450580596923828e-09,1.7761163480579854,-0.0006445864848501515,50.0,192,0.05363572239071238,15.968718236684799,339.09,1413120,0.024838221678510308,455.0000000000004,198.5,138,0.000132708652836655,0.0
-3.7252902984619143e-10,1.7766591280698776,-0.0005382189090596512,50.0,192,0.053244747756842445,15.968718302249908,343.56,1423360,0.026147676969412715,450.0,206.25,139,0.00011789589505077913,0.0
-1.1548399925231934e-08,1.7706350907683372,-0.0008058571453148034,50.0,192,0.05865595561985478,15.96871833205223,347.49,1433600,0.026211099105421454,450.0,220.75,140,0.0001475404650193468,0.0
