q_loss,rollout_prob_std,policy_gradient_bias_correction,grad_norm,advantage_norm,avg_q_retraced,frames,fps,PMM:episode_rewards,P01:episode_rewards,policy_entropy,model_prob_std,episode_length,policy_gradient_loss,avg_q_selected,policy_loss,P09:episode_rewards,explained_variance,epoch_idx
0.0005371433226779725,0.03972790458550056,0.0,0.03195090400928714,0.08442339487373829,0.0026422297766354554,7200,488,0.0,0.0,2.134735894203186,0.039727903840442495,0,-0.00020594438249948627,0.003413981532988449,-0.00020594438249948627,0.0,-12.172045103708903,1
0.06801491108526533,0.07567144682010014,1.6796187866467231e-10,1.6321092547277656,0.16443866423020762,0.2031319257247863,14400,243,0.0,0.0,1.8494553568349148,0.0756714462613066,0,0.0007480268775367449,0.20746509808038052,0.0007480270249961526,0.0,-374.7980240503947,2
2.4172519579224173e-05,0.01189763811416924,0.0,0.003930592754087434,0.01640510872627298,-0.004680687251190345,21600,303,0.0,0.0,2.189858396848043,0.011897638238345583,0,0.00012185174233915556,-0.004633872381721933,0.00012185174233915556,0.0,-22.841250292460124,3
3.977969205758806e-05,0.010857755535592635,0.0,0.004467249144251049,0.03777912075941761,-0.004900002370898922,28800,345,0.0,0.0,2.1924400329589844,0.010857755473504463,0,0.0001109481135055527,-0.004777662199921906,0.0001109481135055527,0.0,-14.660294659932454,4
1.2927333955303766e-05,0.010943625525881847,0.0,0.0019276671568193278,0.018329856172204017,-0.005790880555287004,36000,376,0.0,0.0,2.1923532088597617,0.010943625494837761,0,0.0001314526233424355,-0.0057514777407050134,0.0001314526233424355,0.0,-9.706685034434,5
2.475552124299914e-05,0.009822035394608974,0.0,0.0036745112295149276,0.030854241860409578,-0.004964260462050636,43200,376,0.0,0.0,2.1932764848073325,0.009822035705049833,3324.5833333333335,0.00014180340977721547,-0.0049446155317127705,0.00014180340977721547,0.0,-17.97603588104248,6
9.716249140486373e-06,0.012868759036064149,0.0,0.0024015587561739544,0.01290846240396301,-0.005884434189647436,50400,358,0.0,0.0,2.1881781498591106,0.012868759067108234,3324.5833333333335,0.0001131893406030334,-0.005941412349541982,0.0001131893406030334,0.0,-30.212903849283855,7
5.08150840990614e-06,0.021330226383482417,0.0,0.0017803538513307038,0.01159832055370013,-0.009568863579382499,57600,369,0.0,0.0,2.1763760964075725,0.021330226787055533,3324.5833333333335,0.0002349771952140145,-0.009646795270964504,0.0002349771952140145,0.0,-11.793448734283448,8
1.5900529607885498e-05,0.00921400689209501,0.0,0.0019805492216850135,0.02358462099606792,-0.005325564090162516,64800,381,0.0,0.0,2.1937840938568116,0.009214006830006838,3324.5833333333335,0.0001170428914065269,-0.005458508245646953,0.0001170428914065269,0.0,-7.63172086874644,9
1.1142828111587732e-05,0.009664896068473657,0.0,0.0018110979555086355,0.01944853230379522,-0.005458162988846501,72000,392,0.0,0.0,2.1934694766998293,0.009664895944297314,3324.5833333333335,0.00011882910686532948,-0.00544649960162739,0.00011882910686532948,0.0,-9.493701823552449,10
