advantage_norm,grad_norm,P09:episode_rewards,policy_gradient_loss,q_loss,policy_gradient_bias_correction,epoch_idx,rollout_prob_std,avg_q_selected,explained_variance,model_prob_std,policy_loss,avg_q_retraced,PMM:episode_rewards,P01:episode_rewards,episode_length,policy_entropy,fps,frames
0.028615026113887627,0.08513711225822315,0.0,1.4610555869391343e-05,0.0006344730166650455,0.0,1,0.012145792692899704,-0.005666911493365964,-171.66495933532715,0.012145792747226854,1.4610555869391343e-05,-0.006221826917802294,0.0,0.0,0,2.171759792168935,326,7200
0.011411921478187044,0.07324701439120908,0.0,5.1583203821792266e-05,0.00037460171261045617,0.0,2,0.007588641442513714,-0.0025839359887565175,-379.15902010599774,0.007588641229085624,5.1583203821792266e-05,-0.0027265138409954186,0.0,0.0,0,2.187917407353719,180,14400
0.01133105104478697,0.002362101546578878,0.0,3.8274324818606446e-05,1.5853904142204555e-05,0.0,3,0.0018547387522024413,-0.0014258182663373494,-79.06108530362447,0.0018547387890672931,3.8274324818606446e-05,-0.001468049061562245,0.0,0.0,0,2.197028112411499,216,21600
0.023554023432855804,0.002433639280092748,0.0,3.493642364749879e-05,1.9719980931161746e-05,0.0,4,0.00341873235690097,-0.0014570020837709307,-66.54961013793945,0.003418732314215352,3.493642364749879e-05,-0.0015163675571481386,0.0,0.0,0,2.1967052380243937,246,28800
0.01051144403560708,0.0010137421989069614,0.0,3.615986619630955e-05,8.610558052168926e-06,0.0,5,0.0014690040591328094,-0.0014613124949391931,-160.48913167317707,0.0014690040474912773,3.615986619630955e-05,-0.0013501344384470335,0.0,0.0,0,2.197076137860616,272,36000
0.01697434646387895,0.001633487982438043,0.0,1.6157914194536717e-05,1.0447617311607852e-05,0.0,6,0.0021701421996112914,-0.0008634535717040611,-76.22442722320557,0.0021701422015515466,1.6157914194536717e-05,-0.0008196779080511381,0.0,0.0,3324.6666666666665,2.196975580851237,293,43200
0.005541608381705979,0.0008626713805874773,0.0,1.691507743165251e-05,3.7651482368043313e-06,0.0,7,0.00087274262526383,-0.0012958964856807143,-155.85589249928793,0.000872742646606639,1.691507743165251e-05,-0.0012839515247227004,0.0,0.0,3324.6666666666665,2.1971839427948,311,50400
0.00417642902272443,0.0006736325630502612,0.0,8.246396805210073e-05,3.2853738654618306e-06,0.0,8,0.0006395991649090622,-0.0031370798591524363,-234.08847754796346,0.0006395991959531482,8.246396805210073e-05,-0.003103477709616224,0.0,0.0,3324.6666666666665,2.1971988042195636,327,57600
0.011708151828497649,0.0008634217303892163,0.0,1.9861478987574324e-05,4.707773181659529e-06,0.0,9,0.0015266017600273094,-0.0008173389825969935,-35.789068412780765,0.0015266017561467984,1.9861478987574324e-05,-0.0007885674946010113,0.0,0.0,3324.6666666666665,2.197095251083374,341,64800
0.007668403761150936,0.0006010258985181572,0.0,1.4253370746549384e-05,3.647427259541776e-06,0.0,10,0.0010136207832450357,-0.0007503103086492046,-237.3498685201009,0.0010136207808197166,1.4253370746549384e-05,-0.0007039394598299017,0.0,0.0,3324.6666666666665,2.197148100535075,352,72000
