P01:episode_rewards,frames,policy_loss,fps,P09:episode_rewards,clip_fraction,episode_length,policy_entropy,approx_kl_divergence,value_loss,advantage_norm,explained_variance,grad_norm,epoch_idx,PMM:episode_rewards
0.0,174080,-0.0019792712184425907,232,200.0,0.2494140625,317.35,1.6500673867762088,0.004054413991252659,0.007270069314108696,15.96871771812439,-2.384185791015625e-08,0.050064464596761636,17,112.75
0.0,184320,-0.000745910158730112,233,332.5000000000006,0.228271484375,325.82,1.6700380109250546,0.00371854484310461,0.008958674719224291,15.968715053796767,-3.7252902984619143e-10,0.05216490128162343,18,141.5
25.0,194560,-0.0011983585445705103,233,455.0000000000004,0.2566162109375,333.8,1.7186026990413665,0.0035887397828219037,0.009539993509315536,15.968717658519745,1.1175870895385742e-08,0.05478146556962327,19,172.25
25.0,204800,-0.0012747566506732255,233,500.0,0.27333984375,339.38,1.6844790615141392,0.0034041842594547235,0.010620450241549406,15.968717747926712,-2.2351741790771484e-09,0.058262834440203526,20,185.75
50.0,215040,-0.0014081810048082843,234,502.5000000000002,0.2564453125,344.97,1.6735363863408566,0.003207453939057814,0.010120177573935508,15.968717753887177,-1.080334186553955e-08,0.05472850638163692,21,196.75
50.0,225280,-0.0008000708978215699,234,550.0,0.1642333984375,351.85,1.682368601113558,0.002184820269121701,0.01149040640630119,15.968717801570893,-3.203749656677246e-08,0.05297244802578778,22,216.5
75.0,235520,-0.0018599476952658733,234,552.5000000000002,0.24521484375,361.76,1.700343295186758,0.0031613506007602153,0.012803546799113974,15.968718022108078,-5.215406417846679e-09,0.0553689291563671,23,239.25
75.0,245760,-0.001482117439445574,234,552.5000000000002,0.2149169921875,363.53,1.7171518318355083,0.0029284934612064718,0.011862958262645407,15.968717849254608,4.8428773880004884e-09,0.055756955402032,24,247.0
75.0,256000,-0.0016761160353780725,234,577.5000000000002,0.2199951171875,360.58,1.6967720836400986,0.003032459499104334,0.015436601708643138,15.968717956542969,1.1920928955078126e-08,0.058948409378329125,25,266.0
50.0,266240,-0.0019497531684464775,234,550.0,0.2467041015625,351.03,1.7219557620584964,0.003912185216290709,0.011820698897645343,15.96871799826622,-1.1548399925231934e-08,0.05406759032326234,26,251.5
50.0,276480,-0.0015027793258923338,234,552.5000000000002,0.185546875,341.99,1.717463131248951,0.002379814026835447,0.011502573086181656,15.96871758699417,-1.1920928955078126e-08,0.05386614572755501,27,250.25
50.0,286720,-0.002146530774189159,234,575.0,0.2605224609375,347.69,1.6710221007466317,0.0031856370230229913,0.011690167570486664,15.968717801570893,-6.7055225372314455e-09,0.05820920364908997,28,252.0
75.0,296960,-0.0014771224778087344,235,577.5000000000002,0.1972900390625,357.37,1.6608449086546897,0.00264104707057129,0.011231910802598577,15.968717753887177,-1.6391277313232423e-08,0.05095885959346812,29,262.75
75.0,307200,-0.0012426605724613182,235,527.5000000000002,0.2715087890625,353.69,1.6970692045986653,0.0037407163377565665,0.012091959824465448,15.968717777729035,-1.4528632164001465e-08,0.05631428562235761,30,245.5
72.50000000000001,317440,-0.0013611686947115232,235,527.5000000000002,0.1978515625,348.08,1.7096583291888237,0.0028212549024431155,0.011474305707270104,15.968717753887177,-2.421438694000244e-08,0.0543551000065125,31,236.0
50.0,327680,-0.0013128231235896236,235,350.0,0.213818359375,340.23,1.7038678258657456,0.002764620652146732,0.009931879455143644,15.96871787905693,-3.203749656677246e-08,0.0536658387770657,32,201.75
50.0,337920,-0.0012105050016543828,234,327.5000000000002,0.2257080078125,339.04,1.674463627487421,0.0031329759303389436,0.010000626183136773,15.968717765808105,4.8428773880004884e-09,0.05456302390986632,33,188.25
50.0,348160,-0.001446275222406257,234,305.00000000000045,0.2292236328125,333.56,1.7162481464445591,0.003148328111274168,0.009535022724776354,15.96871783733368,-3.7252902984619143e-10,0.05415137205330852,34,172.0
50.0,358400,-0.0016146922713232924,234,450.0,0.2531005859375,332.51,1.7197756156325341,0.003524965642054667,0.008656420584338775,15.968717509508133,-3.3527612686157227e-09,0.052238070402099976,35,175.0
25.0,368640,-0.0008080510968284215,234,450.0,0.249951171875,330.48,1.6855454482138157,0.003216998193113341,0.008629146151645273,15.968717533349992,5.587935447692871e-09,0.05585033408563822,36,170.5
25.0,378880,-0.0017267329531023279,235,335.00000000000085,0.2630859375,328.55,1.714460125565529,0.003366511837066355,0.010361248251729193,15.968717390298844,-1.6391277313232423e-08,0.054806098273850204,37,167.0
25.0,389120,-0.0016647779455524869,235,350.0,0.2820556640625,334.81,1.7496943078935145,0.0037258088694443357,0.011005853886672412,15.96871771812439,8.940696716308593e-09,0.05729884194314501,38,176.5
47.50000000000001,399360,-0.0018414579219097505,235,305.00000000000045,0.2283203125,336.36,1.747698263823986,0.002927683675108028,0.010790843638824299,15.968717652559281,-6.7055225372314455e-09,0.05440894160273024,39,178.75
72.50000000000001,409600,-0.0017416190916264896,235,350.0,0.2399658203125,348.64,1.6780486226081848,0.003198513179404472,0.011673681643151213,15.968717807531357,1.6391277313232423e-08,0.05678690645105559,40,204.25
50.0,419840,-0.0015968212002917426,236,300.0,0.2537841796875,344.37,1.6661546431481837,0.003240047983729255,0.009271668848668924,15.96871789097786,1.2293457984924316e-08,0.05583882404593441,41,182.75
50.0,430080,-0.0009838602898526005,236,327.5000000000002,0.2048828125,344.91,1.717338915169239,0.002906426893355274,0.00999920719077636,15.968717867136002,1.9371509552001954e-08,0.054326331475050116,42,194.75
50.0,440320,-0.0019870363372319843,236,380.00000000000045,0.25595703125,346.26,1.704744152724743,0.003453318861579646,0.010996741821873001,15.968717783689499,-7.450580596923828e-09,0.054029119058719176,43,190.75
50.0,450560,-0.0011841166717204033,236,427.5000000000002,0.1841796875,342.3,1.6930392667651177,0.0026130879909032957,0.011467827200249303,15.968717783689499,-4.470348358154297e-09,0.052024048929690925,44,207.25
25.0,460800,-0.001461385004586191,236,427.5000000000002,0.242236328125,348.04,1.6340592563152314,0.0036349685454865723,0.009508167055719241,15.968717730045318,-1.1920928955078126e-08,0.05192260783725472,45,203.75
25.0,471040,-0.0018145681780879386,236,352.5000000000002,0.2513427734375,340.81,1.5623803541064263,0.0035058127578736276,0.006821410420980101,15.96871738433838,-1.0058283805847169e-08,0.0478455355119831,46,172.0
25.0,481280,-0.0017186851182486862,236,300.0,0.2897216796875,328.12,1.6731594055891037,0.003767544662059663,0.007898077469707231,15.968711793422699,5.960464477539063e-09,0.053839412652301556,47,139.5
25.0,491520,-0.0015860498333495343,236,225.0,0.2236083984375,317.47,1.640793116390705,0.0030131623109241447,0.007905056224626606,15.968717992305756,-2.60770320892334e-08,0.05033538539356219,48,130.5
25.0,501760,-0.0014191021058650223,236,202.50000000000023,0.245849609375,316.07,1.6220144048333167,0.0031963986534492505,0.006668942801115918,15.96871766448021,-4.097819328308106e-09,0.049646423674489584,49,121.0
25.0,512000,-0.0012898475972178858,236,177.50000000000023,0.2607177734375,314.36,1.6001834027469157,0.0040299110967225715,0.004511664481520938,15.968714344501496,1.2293457984924316e-08,0.04478761092857653,50,103.0
0.0,522240,-0.0012539278508484132,236,175.0,0.2879638671875,306.69,1.6490910969674588,0.0037600216269993323,0.005589696759028584,15.96870310306549,-8.940696716308593e-09,0.05171755779832917,51,85.5
0.0,532480,-0.0012690728584857426,236,175.0,0.355712890625,298.41,1.656007005274296,0.005172148929443665,0.003764809631530852,15.968716204166412,3.7252902984619143e-10,0.046195280582957146,52,78.0
0.0,542720,-0.0012153839765232989,237,200.0,0.2464111328125,305.37,1.6038066402077675,0.0032429791995980395,0.005897492897884149,15.968717294931412,-7.450580596923829e-10,0.049422511338472384,53,90.5
0.0,552960,-0.0017165241104521555,237,175.0,0.2560791015625,313.68,1.5597687646746636,0.0037473020909459366,0.006307972260719908,15.968716669082642,1.862645149230957e-09,0.048384122931364,54,90.75
0.0,563200,-0.0012583934534632136,237,225.0,0.2395751953125,322.52,1.5842644065618514,0.003052686352020828,0.005731231851086704,15.968717020750045,5.587935447692871e-09,0.05002931028511468,55,108.0
25.0,573440,-0.0014301470157079166,236,227.5000000000002,0.2015869140625,324.03,1.580377645045519,0.002982208353546412,0.008195437731501443,15.968717437982558,-2.4959444999694825e-08,0.04854920128823196,56,118.25
22.500000000000007,583680,-0.0007602215395309031,236,377.5000000000002,0.1865234375,325.39,1.5515025742352009,0.0025723786076298437,0.00804444120003609,15.96871738433838,7.82310962677002e-09,0.05062593395478678,57,140.0
22.500000000000007,593920,-0.0007415347019559704,236,352.5000000000002,0.18974609375,329.99,1.5876108333468437,0.0028566861623232852,0.007757701851642196,15.9687169611454,-4.8428773880004884e-09,0.05069804243509564,58,150.0
25.0,604160,-0.0009378691425808938,236,380.00000000000045,0.216845703125,330.3,1.6358847208321095,0.003044245758701436,0.007903965655310685,15.96871645450592,1.3411045074462891e-08,0.052932467824259075,59,161.5
25.0,614400,-0.0015601643986883572,236,275.0,0.277001953125,320.86,1.6399963200092316,0.0034978753593122745,0.00573066955403192,15.968717408180236,9.313225746154785e-09,0.04833997474156202,60,133.75
0.0,624640,-0.0017044689680915325,237,225.0,0.3545166015625,310.06,1.5623607136309148,0.004641612060413536,0.003759313833734268,15.9687129676342,1.862645149230957e-09,0.04739135957619049,61,103.0
0.0,634880,-0.0009517567188595422,237,175.0,0.21494140625,305.93,1.527509892731905,0.00366491954130197,0.006223642442910205,15.968716269731521,1.4528632164001465e-08,0.04917959472765239,62,82.25
22.500000000000007,645120,-0.0027152617876708973,237,175.0,0.280908203125,303.32,1.5337757147848605,0.0032584545476311176,0.007214177117657527,15.968717008829117,-1.9371509552001954e-08,0.05274906326296238,63,85.0
25.0,655360,-0.0017091740417527034,237,202.50000000000023,0.2385009765625,309.86,1.5091945439577104,0.0032316501755161654,0.007127864307267373,15.968716204166412,-2.7194619178771972e-08,0.0486668021728091,64,108.75
22.500000000000007,665600,-0.0007467597562936135,237,225.0,0.2004150390625,310.58,1.5550129935145378,0.0029668007442296583,0.007887987264621189,15.968717628717423,1.3783574104309083e-08,0.051324174680294724,65,116.75
25.0,675840,-0.0009758820960996673,237,227.5000000000002,0.1826171875,314.78,1.493546149134636,0.0023807908865933316,0.007740128405930591,15.96871771812439,-3.3527612686157227e-09,0.04803429065768947,66,122.0
25.0,686080,-0.0018899382801464526,237,225.0,0.208349609375,310.81,1.4133308753371239,0.0025655861669065414,0.008071867039870995,15.968717640638351,-1.7136335372924803e-08,0.052367876841270714,67,118.0
25.0,696320,-0.0012014551692118402,237,200.0,0.196923828125,305.96,1.329413952678442,0.002457579456046588,0.0042777351221559455,15.96871085166931,1.4156103134155273e-08,0.04651934066842025,68,98.0
0.0,706560,-0.0008447714768408332,237,175.0,0.299560546875,302.06,1.4237097576260567,0.004398845388345762,0.003514716342930058,15.968713927268983,-5.587935447692871e-09,0.04625635676541417,69,71.5
0.0,716800,-0.0011059409049266832,237,102.50000000000021,0.2474609375,293.63,1.4968591451644897,0.0037840822847101663,0.004935502682542392,15.968717056512833,-3.7252902984619143e-10,0.04411071529441454,70,51.75
0.0,727040,-0.0010669197825336596,237,150.0,0.234130859375,296.53,1.527367068082094,0.003406661862206306,0.004773934211390695,15.968588787317277,-1.4901161193847657e-09,0.04544572314253424,71,65.5
0.0,737280,-0.0013652630419528577,237,175.0,0.3197021484375,300.73,1.60891175493598,0.004007171524057185,0.00499373087415087,15.968708825111388,-2.9802322387695314e-09,0.04448504551277655,72,82.25
0.0,747520,-0.0010774581278383266,237,175.0,0.2955810546875,306.2,1.6549810118973256,0.004256156401459066,0.004112214988135338,15.968650674819946,-9.313225746154785e-09,0.048298604676949505,73,78.75
0.0,757760,-0.001042212306492729,237,202.50000000000023,0.2287353515625,313.2,1.7306187108159066,0.003424336667933403,0.007451301023195356,15.968715792894363,7.078051567077636e-09,0.05182405654567439,74,96.0
0.0,768000,-0.0012791027736966498,237,227.5000000000002,0.2415283203125,320.74,1.7417171694338323,0.002807738617320865,0.008602357573727204,15.968717646598815,-8.568167686462402e-09,0.05554586813792443,75,109.25
0.0,778240,-0.0007734605263976846,237,302.5000000000002,0.2125244140625,331.5,1.689733588695526,0.002887210886910907,0.008780681594726048,15.968717807531357,4.8428773880004884e-09,0.05329847327085156,76,141.75
25.0,788480,-0.0017645715168328024,237,277.5000000000002,0.27392578125,336.54,1.6810514524579048,0.003504223885124702,0.009810566104533791,15.96871777176857,3.091990947723389e-08,0.054456536242147836,77,151.0
25.0,798720,-0.0011027456523152069,237,405.00000000000045,0.2189208984375,343.66,1.612674956023693,0.002867328129809721,0.010616234633198473,15.968717849254608,8.195638656616212e-09,0.054011474361525466,78,179.5
25.0,808960,-0.0013286470020830166,237,480.00000000000045,0.2053466796875,348.06,1.601479773968458,0.0028257172201847426,0.01216210707425489,15.968717920780183,5.587935447692871e-09,0.05599699617952127,79,200.0
50.0,819200,-0.0012264575299923309,237,525.0,0.201123046875,350.65,1.6451313234865665,0.0024956760381087406,0.01166054846107727,15.968717557191848,-1.7508864402770997e-08,0.05447802429627489,80,225.75
72.50000000000001,829440,-0.0014898252949933522,237,402.5000000000002,0.194189453125,357.3,1.6587496936321258,0.0022568879613800163,0.012569063235423528,15.96871801018715,2.9802322387695312e-08,0.054167116054423925,81,230.0
25.0,839680,-0.0016644113067741273,237,375.0,0.213427734375,344.7,1.5975856095552445,0.002562378368480722,0.01174302802864986,15.968717795610427,-9.313225746154785e-09,0.05313487202555893,82,217.0
75.0,849920,-0.001016424302724772,237,375.0,0.167041015625,346.27,1.546724546700716,0.0021005639825943945,0.014405313794850372,15.968717855215072,-7.078051567077636e-09,0.05404370500259596,83,225.5
75.0,860160,-0.0011808601258962881,237,502.5000000000002,0.1859619140625,341.3,1.6025142811238766,0.0022288791089295048,0.012365278793004109,15.968717807531357,-1.0058283805847169e-08,0.054142951232233484,84,240.0
125.0,870400,-0.0013636668620165438,237,525.0,0.1833740234375,349.61,1.6088770277798177,0.002348783147431277,0.015472041856264695,15.968717980384827,1.862645149230957e-09,0.0564965863563187,85,269.75
125.0,880640,-0.0009771010481927078,237,550.0,0.233837890625,350.82,1.6599930681288242,0.0029096487298147624,0.01326695069001289,15.968717801570893,4.097819328308106e-09,0.056579426556534494,86,273.0
100.0,890880,-0.001538555276056286,237,577.5000000000002,0.1974609375,350.44,1.689067180454731,0.002344571755918423,0.011886585171305341,15.968717962503433,-1.2293457984924316e-08,0.05355587577198313,87,267.5
72.50000000000001,901120,-0.001260786310376716,237,505.00000000000045,0.21455078125,344.03,1.63099395185709,0.0024010204991839145,0.0104203743954713,15.968718004226684,-1.7136335372924803e-08,0.052772941644684976,88,238.25
25.0,911360,-0.001202492372249253,237,300.0,0.22880859375,323.82,1.5132541514933109,0.002790371689695803,0.00399694830989219,15.968706506490708,2.9802322387695314e-09,0.042042110693715884,89,167.25
0.0,921600,-0.0004629733215551823,236,225.0,0.2560791015625,305.78,1.5222345799207688,0.0038794952226737676,0.0038509217032032693,15.96869603395462,2.2351741790771484e-08,0.044306507174609364,90,101.5
0.0,931840,-0.0009665362998930504,236,100.0,0.3219970703125,293.65,1.6456653341650962,0.004686025469254673,0.0029669415754447924,15.968632733821869,-5.587935447692871e-09,0.04337783437853008,91,55.5
0.0,942080,-0.0014982990816861275,236,100.0,0.2869873046875,297.88,1.6798487149178982,0.0036173023490562173,0.005633621955018953,15.968715804815293,-9.685754776000977e-09,0.051601379257238775,92,52.75
0.0,952320,-0.0015679104148148327,236,152.50000000000023,0.3037353515625,307.58,1.6932555422186852,0.0036163780402091563,0.005824670022184364,15.96871680021286,-1.4901161193847657e-09,0.051084382072581404,93,75.5
0.0,962560,-0.0012592671111633536,236,175.0,0.302197265625,311.77,1.6824313946068288,0.0037147758698893086,0.004711501441443033,15.968716067075729,-1.601874828338623e-08,0.04897815266238785,94,82.5
0.0,972800,-0.0017969874876143876,236,152.50000000000023,0.3519775390625,310.09,1.7533803284168243,0.0048353882978972255,0.005909488584438805,15.968717485666275,1.0430812835693359e-08,0.05158083158548467,95,87.75
0.0,983040,-0.000650543776282575,236,200.0,0.2287109375,316.82,1.760088013112545,0.0028737460631077737,0.009778961772281037,15.968716549873353,-1.3411045074462891e-08,0.05525023604505526,96,99.75
25.0,993280,-0.002201503762626089,236,300.0,0.2787109375,327.22,1.7616876237094403,0.0031554596424541613,0.00888416256821074,15.968717694282532,-3.3527612686157227e-09,0.052634579607104284,97,141.5
25.0,1003520,-0.0015904809319181369,236,302.5000000000002,0.207861328125,337.03,1.713931093364954,0.002525229882712665,0.010882167940872023,15.96871770620346,-1.862645149230957e-09,0.053872382578468506,98,167.0
47.50000000000001,1013760,-0.0013956303631857737,236,330.0000000000004,0.232373046875,343.19,1.7105447076261044,0.0027755231098581133,0.010523659120372031,15.968717634677887,-1.862645149230957e-09,0.05527044392277425,99,193.5
50.0,1024000,-0.0007762036395433825,236,377.5000000000002,0.196142578125,344.61,1.704066476225853,0.0023563672997170214,0.009667243512558344,15.96871787905693,-2.6077032089233397e-09,0.051745772858459924,100,196.25
50.0,1034240,-0.0014535415386490059,236,480.00000000000045,0.2025390625,348.31,1.7189088493585587,0.002533617452559156,0.011566968416809686,15.968717765808105,2.2351741790771484e-09,0.054359904320786925,101,209.75
50.0,1044480,-0.001308152851925115,236,477.5000000000002,0.201611328125,349.63,1.6845488488674163,0.0027677026883793586,0.011389914440223947,15.968717551231384,8.568167686462402e-09,0.05202827385106048,102,209.25
72.50000000000001,1054720,-0.0018170765230024698,236,352.5000000000002,0.27138671875,351.16,1.6710991084575653,0.00293896035891521,0.012327441015077056,15.968717795610427,7.450580596923828e-09,0.05707024596297265,103,207.0
75.0,1064960,-0.0015604042029735866,236,410.00000000000085,0.20546875,353.3,1.6766106463968753,0.0024338426088206687,0.014269705084734597,15.968717753887177,5.215406417846679e-09,0.056809543024876064,104,234.75
97.5,1075200,-0.0010142241972062038,236,455.0000000000004,0.19453125,350.78,1.6739092104136943,0.0022850529962170187,0.013356700230724527,15.968717873096466,-2.9802322387695314e-09,0.056843502842547265,105,242.75
125.0,1085440,-0.001090651989215985,236,575.0,0.171337890625,358.26,1.6378210254013539,0.0021553155274887104,0.014955301080772188,15.968717992305756,2.2351741790771484e-08,0.05638459573066977,106,273.0
125.0,1095680,-0.0014561515894456535,236,452.50000000000017,0.177001953125,354.66,1.594647478312254,0.002089338328357826,0.014321584042045287,15.9687175989151,-1.1920928955078126e-08,0.053706086072141876,107,264.0
147.5,1105920,-0.0009763408655999228,236,400.0,0.1806884765625,350.97,1.6028522960841656,0.0022153597790747883,0.016082409078080673,15.968717926740647,-1.1175870895385742e-08,0.05632095518585586,108,268.0
175.0,1116160,-0.0014496285577479285,236,400.0,0.176416015625,353.81,1.5925451599061489,0.0020161265049182474,0.015180140853044578,15.968717986345291,-1.3783574104309083e-08,0.056153582683576043,109,280.0
150.0,1126400,-0.001531150315349805,236,412.5000000000011,0.2148193359375,348.9,1.5406012915074825,0.002614738481429413,0.015866715606534854,15.96871793270111,-1.3783574104309083e-08,0.05518654045496726,110,282.0
150.0,1136640,-0.0012973328035513986,236,400.0,0.1845947265625,349.25,1.507049871981144,0.002203629980937194,0.013953286880860106,15.968717783689499,-1.7881393432617187e-08,0.054825170890814866,111,277.5
150.0,1146880,-0.0013963013025204418,236,375.0,0.172314453125,350.03,1.497525092214346,0.0021536457223419346,0.015008818035130388,15.96871789097786,-3.725290298461914e-09,0.05298093988658316,112,260.75
150.0,1157120,-0.001129659121579607,236,377.5000000000002,0.197314453125,353.84,1.6069470360875129,0.0021877055899153673,0.014600858867925125,15.968717831373215,3.3527612686157227e-09,0.05759132178723671,113,267.75
150.0,1167360,-0.0009179989490803564,236,352.5000000000002,0.1681640625,357.79,1.6081449590623378,0.0021447764354434184,0.015518060317845084,15.968717873096466,-1.0058283805847169e-08,0.055187338040194725,114,260.75
150.0,1177600,-0.0015589469010592438,236,425.0,0.2156982421875,362.0,1.64375396668911,0.002640176143751205,0.01432079562509898,15.96871789097786,-4.470348358154297e-09,0.05778210099837498,115,281.0
150.0,1187840,-0.0009025096333061811,236,402.5000000000002,0.193115234375,357.54,1.6451139643788337,0.002264436016577065,0.015440868877340109,15.968717902898788,1.601874828338623e-08,0.05483421758561106,116,275.75
122.5,1198080,-0.0011816446945886127,236,377.5000000000002,0.21103515625,354.27,1.674087291955948,0.002516302903063661,0.01195104033977259,15.96871787905693,5.587935447692871e-09,0.05265732879785042,117,257.25
122.5,1208320,-0.001204397300898563,236,425.0,0.200048828125,360.59,1.7040608786046505,0.002166867397409078,0.012434464626130648,15.96871793270111,-1.1175870895385742e-08,0.054992216874347286,118,263.75
72.50000000000001,1218560,-0.0013606407781480811,236,380.00000000000045,0.2598876953125,349.43,1.755321054160595,0.003027609528709263,0.007985819650866689,15.968717670440673,-4.470348358154297e-09,0.05390985199649055,119,218.75
50.0,1228800,-0.0016711124160792678,236,425.0,0.280908203125,340.5,1.750292044132948,0.0035211092108170306,0.008307265559960798,15.968717694282532,2.6077032089233397e-09,0.0533281727762697,120,188.5
50.0,1239040,-0.0014770646579563619,236,275.0,0.23095703125,329.61,1.712479692697525,0.002742019540983165,0.008050997594364163,15.968717175722123,7.078051567077636e-09,0.05326268104451015,121,145.0
25.0,1249280,-0.0008986156346509234,236,252.50000000000023,0.2846435546875,322.96,1.67439286634326,0.0037389763520423005,0.005144592045483875,15.968699860572816,1.0058283805847169e-08,0.04813254127489603,122,131.0
0.0,1259520,-0.0016809390905109466,236,202.50000000000023,0.292041015625,313.36,1.690636570751667,0.004524962276582301,0.005981666618208692,15.968717592954636,1.1175870895385742e-09,0.047393083102128544,123,109.0
0.0,1269760,-0.0007781645083014155,236,175.0,0.2700927734375,303.79,1.648118744790554,0.0034180326021441944,0.00400949735391265,15.968611770868302,5.960464477539063e-09,0.047741226360220185,124,75.25
0.0,1280000,-0.0014249758045480122,236,175.0,0.31748046875,304.36,1.680160353332758,0.0040802598738309825,0.0051263234370253485,15.968717235326768,-7.078051567077636e-09,0.049280358055160546,125,79.5
0.0,1290240,-0.0013086357626889366,236,125.0,0.308935546875,301.19,1.6186950340867043,0.0033775900785940395,0.00449806253072893,15.968707287311554,-2.7194619178771972e-08,0.046351207160941404,126,65.5
0.0,1300480,-0.0014270418250816874,236,150.0,0.3197998046875,300.82,1.6800093166530132,0.00456107463646731,0.004534713207834784,15.968702578544617,5.587935447692871e-09,0.04718697787325107,127,67.5
0.0,1310720,-0.001252718882096815,236,175.0,0.25224609375,304.65,1.7327824339270592,0.0028734301498275273,0.007846172741301416,15.968717581033706,-1.4901161193847657e-09,0.053897894330120134,128,77.25
0.0,1320960,-0.001046106518333545,236,175.0,0.241552734375,311.3,1.7116573505103587,0.0029166783874188694,0.006221087579797313,15.96871725320816,-2.16066837310791e-08,0.05202115667613692,129,95.75
25.0,1331200,-0.001346758766885614,236,227.5000000000002,0.2208251953125,323.37,1.6761912010610103,0.0023919525405517563,0.008880960051101283,15.96871749162674,5.587935447692871e-09,0.05370998655098432,130,127.0
25.0,1341440,-0.0014296343688329216,236,275.0,0.2466796875,329.19,1.701582144200802,0.0029720935254090365,0.009349957899212313,15.968717592954636,-1.2293457984924316e-08,0.05460637747307293,131,148.75
50.0,1351680,-0.00182518504516338,236,327.5000000000002,0.2717529296875,334.64,1.7042411804199218,0.0035886881601982167,0.010282932718109806,15.968717712163926,9.685754776000977e-09,0.05421130524574167,132,168.25
50.0,1361920,-0.0014658940199296921,236,407.5000000000006,0.2483642578125,335.37,1.656071811169386,0.0028045148455703383,0.010249278650735504,15.968717688322068,1.3783574104309083e-08,0.05292171960522758,133,185.25
47.50000000000001,1372160,-0.0008091622024949174,236,327.5000000000002,0.2033935546875,334.55,1.5328689686954022,0.0026708673843927498,0.008075530307996815,15.968717241287232,-1.5273690223693846e-08,0.049176671144758835,134,175.5
50.0,1382400,-0.001278642647594097,236,275.0,0.230859375,333.1,1.4141747936606408,0.0027173240517896604,0.009229357157528284,15.968717652559281,1.1548399925231934e-08,0.050335886626826955,135,164.0
50.0,1392640,-0.0009864022980764276,237,335.00000000000085,0.1485595703125,338.85,1.379775132238865,0.001779420441766888,0.01194264396035578,15.96871783733368,-1.862645149230957e-08,0.04973626095211854,136,173.0
47.50000000000001,1402880,-0.001378152165125357,237,475.0,0.1653564453125,344.06,1.3878880962729454,0.00190537333689349,0.008860696783631283,15.968717622756959,7.450580596923828e-09,0.048199330995438036,137,190.75
