explained_variance,value_loss,advantage_norm,policy_loss,P09:episode_rewards,epoch_idx,fps,frames,policy_entropy,P01:episode_rewards,episode_length,PMM:episode_rewards,grad_norm
0.9481680345535278,0.004296626655268483,0.7279540400207043,-0.001531642459303839,6.1000000000000085,29,269,232000,1.3591476893424987,0.0,202.85,2.06,0.20991561946068585
0.959161034822464,0.00455003527487861,0.7681889542937279,-0.0006608194252476096,6.0,30,269,240000,1.3452651524543762,0.0,199.12,1.96,0.22894656052479312
0.951566281914711,0.0048496339094708674,0.7613222879171372,-0.0009206224160152488,5.0,31,269,248000,1.3484578239917755,0.0,203.23,1.93,0.21466386456161776
0.9623576778173447,0.00433239510981366,0.7320808464288712,-0.0005652918308624066,5.1000000000000085,32,270,256000,1.3410430681705474,0.0,207.01,2.07,0.20588894588822218
0.9148747861385346,0.007641062400653027,0.9730773493647575,-0.0005439264239976183,6.0,33,270,264000,1.3644445085525512,0.0,213.99,2.28,0.2740235268086754
0.9414305913448334,0.005274530971073546,0.815678577721119,5.8585485749063084e-06,9.0,34,270,272000,1.3637531614303589,0.0,217.14,2.47,0.23140772170665624
0.9516368967294693,0.004729772181599401,0.7748336669802666,-0.0020712826398084873,6.1000000000000085,35,271,280000,1.350378761291504,0.0,210.83,2.25,0.21796742925747484
0.9561773663759232,0.004043547602486796,0.7026545563340187,0.00027397235018725044,5.200000000000017,36,271,288000,1.3520217382907866,0.0,203.23,2.06,0.18326440828997165
0.961678935289383,0.004304504607571289,0.72419035166502,-0.000938550672144629,5.0,37,271,296000,1.3573802149295806,0.0,198.42,1.93,0.1985755699496366
0.9074690896272659,0.006373041531769558,0.8943206095695495,5.597225928795524e-05,9.0,38,272,304000,1.3335604357719422,0.0,222.62,2.7,0.241687769524718
0.9738894611597061,0.003240804805827793,0.636563911139965,-0.00035026761463086587,8.100000000000009,39,272,312000,1.348540941476822,0.0,207.64,2.29,0.17141839108919427
0.9554593396186829,0.0050233686750289054,0.7879131942987442,-0.0016212174339489138,5.0,40,272,320000,1.3538675856590272,0.0,205.22,2.03,0.22208046311921342
0.9295435124635696,0.006911496767424978,0.957371945977211,-0.0014178450219333172,6.0,41,272,328000,1.3628835189342499,0.0,214.67,2.35,0.2862503259912398
0.9071020412445069,0.009012015493935906,1.0880174669623375,-0.0016519473429070786,6.0,42,272,336000,1.3509073388576507,0.0,211.06,2.19,0.32863869609951846
0.9719535708427429,0.0032071173071744853,0.6459846769273281,-0.00044088684022426607,6.0,43,271,344000,1.3509650754928588,0.0,207.32,2.07,0.17205816547124755
0.9214007824659347,0.005642711029795464,0.8250693367421627,0.0013036275728791225,6.0,44,271,352000,1.3562280595302583,0.0,210.12,2.1,0.2171320133518594
0.9271192598342896,0.00630922952259425,0.9269976213574409,-0.001964171416911995,7.0,45,271,360000,1.3582133102416991,0.0,215.82,2.38,0.24538152255165638
0.9712508255243302,0.0030876113986596466,0.6227545309066772,0.0004431859752367018,7.200000000000017,46,271,368000,1.350168194770813,0.0,215.21,2.39,0.16801948545471074
0.9564739245176316,0.004140171351027675,0.7358137254416942,-0.00029881017369916664,5.0,47,271,376000,1.3533970737457275,0.0,203.12,1.95,0.20502647792018558
0.9317528766393661,0.007109086832206231,0.947958056628704,0.0004701049951836467,6.1000000000000085,48,271,384000,1.350228375196457,0.0,221.28,2.55,0.24576499816620123
0.9342672252655029,0.006084895332460292,0.8946243172883988,-0.0021283504182883915,10.0,49,271,392000,1.3380483746528626,0.0,241.52,3.21,0.24554669600685253
0.9380050146579743,0.0055366384086664765,0.8408019933104515,-0.000600306623546203,10.0,50,271,400000,1.3555510365962982,0.0,244.06,3.3,0.23114296483792113
0.9461129701137543,0.005459123487817123,0.8320512327551842,-0.0005770161790132988,9.100000000000009,51,271,408000,1.343709146976471,0.0,222.34,2.65,0.21092211285885176
0.9833594816923141,0.0016557428169471677,0.44901102378964425,-0.0003669315270371953,7.200000000000017,52,271,416000,1.3530533909797668,0.0,210.4,2.28,0.11584897593546759
0.9646370303630829,0.004073575994407292,0.7241436696052551,-0.0010116272768937052,9.0,53,270,424000,1.3545257222652436,0.0,214.55,2.49,0.1849058551860628
0.9547752749919891,0.004811498104245402,0.7374060872197151,-0.0006462901760824025,8.100000000000009,54,270,432000,1.3433905041217804,0.0,208.07,2.23,0.20289116939239038
0.9351518154144287,0.007772489666822366,0.9813379776477814,-0.0019214184382144596,8.100000000000009,55,270,440000,1.357408847808838,0.0,224.83,2.63,0.258423423146122
0.9293776923418045,0.006780247490969487,0.9601883745193481,-0.0014043148659402505,8.100000000000009,56,270,448000,1.362539005279541,0.0,221.3,2.52,0.26054625578613455
0.9207206308841706,0.007043159558670595,0.9590251526236534,-0.0003602666308870539,5.200000000000017,57,270,456000,1.3545427644252777,0.0,217.0,2.39,0.25868979131776526
0.9362023055553437,0.005808202677872032,0.8607635894417762,-0.00039087203971575944,5.1000000000000085,58,270,464000,1.3530608785152436,0.0,215.24,2.37,0.23107635948210223
0.9098043251037597,0.007989475696231239,1.0530108723044396,0.0001687424606643617,5.0,59,270,472000,1.3646663153171539,0.0,217.17,2.41,0.2689397867761604
0.9222952502965928,0.007190138755249791,0.9909416735172272,-0.0003490765602327883,5.0,60,270,480000,1.3512848031520843,0.0,210.54,2.19,0.24080712253492506
0.9058641922473908,0.008788422570796683,1.0944474378228188,-0.0005138433654792607,5.1000000000000085,61,271,488000,1.3570072591304778,0.0,215.14,2.37,0.29945487035851287
0.9089868927001953,0.007979992426699027,1.0513611456751824,-0.0012079971748244133,6.200000000000017,62,270,496000,1.360960032939911,0.0,224.53,2.65,0.27846717127968756
0.9401185715198517,0.006344447780866176,0.9424442994594574,-0.0021284591469157023,9.0,63,270,504000,1.3480480265617372,0.0,250.08,3.33,0.2553365809849598
0.9094992065429688,0.008517788802273572,1.0590473699569702,-4.495378401770722e-05,9.100000000000009,64,270,512000,1.322182195186615,0.0,254.05,3.51,0.2729955547662302
0.9074742239713669,0.007843242638627998,1.0111585649847985,-0.0023578327074756087,9.0,65,270,520000,1.333553396463394,0.0,238.67,3.12,0.26486890770305954
0.9559236288070678,0.0045110496395500375,0.7734547534584999,-2.015042660787003e-05,6.200000000000017,66,270,528000,1.330996069908142,0.0,213.1,2.35,0.21101971039503464
0.9596868979930878,0.004190951454220339,0.7388138234615326,-0.0015682520342306817,9.0,67,270,536000,1.342391518354416,0.0,229.52,2.93,0.18913388193131633
0.9335666632652283,0.006482590362720657,0.9168127653002739,-0.0007361288258107379,9.0,68,270,544000,1.3237276732921601,0.0,232.84,2.96,0.2426507243591813
0.9218768638372421,0.006220468877581879,0.9321007952094078,-0.0016803208706551232,9.100000000000009,69,270,552000,1.341982604265213,0.0,258.26,3.73,0.24318926697031862
0.9404238480329513,0.004816022557788529,0.7661385789513588,-3.471063857432455e-05,9.0,70,270,560000,1.356400738954544,0.0,229.95,2.85,0.1897624044849224
0.9217564886808396,0.007806427689502016,1.0173336097598076,-0.0020157819455198477,8.100000000000009,71,271,568000,1.3470456194877625,0.0,218.3,2.52,0.27422802392011153
0.941385789513588,0.005533723082044162,0.841358331143856,-0.0005746377527248114,9.0,72,271,576000,1.3516140007972717,0.0,220.07,2.64,0.2133130286782098
0.9551424580812454,0.004829149274737574,0.78676270455122,-0.0015173674732795917,9.0,73,271,584000,1.3453566873073577,0.0,237.01,2.99,0.20755003311696807
0.9360757344961166,0.0063569147163070735,0.9297250509262085,-0.0003470238024601713,7.0,74,270,592000,1.3493221187591553,0.0,230.2,2.75,0.2350317167493727
0.9175136941671371,0.007525179728399962,1.0102875462174417,-0.0005665188445709646,6.0,75,270,600000,1.3344618916511535,0.0,231.08,2.73,0.2683851415651086
0.9312134927511215,0.006853298265486956,0.9853860342502594,-0.0019797611401736505,9.0,76,271,608000,1.3396050024032593,0.0,233.14,2.89,0.2750913176516729
0.9326699370145798,0.0077326370758237315,1.010844625532627,-0.0007555564779340784,10.0,77,271,616000,1.3306010341644288,0.0,243.87,3.29,0.27340395320442523
0.9269341343641281,0.007757125255302526,1.0292586082220077,0.0006889079199754633,10.0,78,271,624000,1.3499542355537415,0.0,248.86,3.46,0.2543412053945426
0.9308285236358642,0.006834248999366537,0.9759619504213333,-0.001782413316941529,9.0,79,271,632000,1.3482137989997864,0.0,247.22,3.3,0.2607411290631757
0.8857507628202438,0.012370707632508129,1.2099975547194481,-0.0021232443307474115,7.1000000000000085,80,271,640000,1.340735125541687,0.0,244.19,3.13,0.32630125706669133
0.9089116317033767,0.009021398273762315,1.105327000617981,-0.0008652740143588744,7.0,81,271,648000,1.3449998879432679,0.0,240.53,2.95,0.2817826213771444
0.9007635748386383,0.009997476114658638,1.1953598764538764,-0.0009590573189780116,10.0,82,271,656000,1.3204033303260803,0.0,252.5,3.47,0.3253562968064399
0.8874879890680313,0.008799660166259856,1.1087474083900453,-0.0026925609265163073,9.100000000000009,83,272,664000,1.3357703113555908,0.0,248.03,3.31,0.28850523460743077
0.9325285851955414,0.006462063143262639,0.9520691186189651,-0.0014218638242891758,10.0,84,272,672000,1.3345941472053529,0.0,247.9,3.39,0.2420329298654897
0.8418587952852249,0.012777382468339055,1.3670655035972594,-0.0023636944853933526,9.0,85,272,680000,1.334965670108795,0.0,248.41,3.28,0.3724405499049393
0.8931911319494248,0.011551689847838133,1.2974129873514175,-0.00477514655343839,8.100000000000009,86,272,688000,1.3280306959152222,0.0,249.12,3.29,0.3758554686473007
0.843900740146637,0.014816300547681748,1.4858990120887756,-0.004106571087613702,9.0,87,272,696000,1.299701064825058,1.0,267.88,3.77,0.42568820065498403
0.8718398308753967,0.013781049547251314,1.4221550279855728,-0.003139476830838248,8.100000000000009,88,272,704000,1.3127655327320098,1.0,282.66,4.12,0.40306620962636147
0.8176049226522446,0.01734753692522645,1.5842324000597001,-0.004344773280899971,9.0,89,273,712000,1.2923916578292847,1.0,286.5,4.29,0.4320701180037886
0.8843084383010864,0.01142103185178712,1.2838171410560608,-0.0032125573062512557,9.0,90,273,720000,1.2852633011341095,1.0,293.88,4.59,0.34340411294414414
0.9030157053470611,0.012176800644956529,1.3098589760065078,-0.0026574809402154643,9.0,91,273,728000,1.2955455851554871,0.0,276.34,4.21,0.3667604677233121
0.8462005561590195,0.014762462181970477,1.4685515838861465,-0.003660797744523734,10.0,92,273,736000,1.3034146857261657,0.9000000000000004,296.37,4.82,0.41574357572085163
0.7420809102058411,0.021924452730454503,1.71036885201931,-0.0055152119527338075,10.0,93,274,744000,1.223747650384903,1.0,296.88,4.68,0.5427542636885783
0.8776128250360489,0.012125469609163702,1.340340240597725,-0.0008662270489730872,10.0,94,273,752000,1.2833725547790527,2.0,314.54,5.24,0.345935973130983
0.8316234564781189,0.01662066521588713,1.561123081445694,-0.0077570816389925315,10.0,95,274,760000,1.241406457424164,2.0,321.77,5.45,0.45313213695789334
0.8668273800611496,0.015934280916117132,1.5440412706136704,-0.0003180713939946145,10.0,96,274,768000,1.2588755440711976,2.0,316.9,5.42,0.44701644165942483
0.8220284324884415,0.01804326514247805,1.6281738007068634,-0.0030163460608309835,10.0,97,274,776000,1.2473783993721008,2.0,322.29,5.62,0.4840423236758813
0.8464646822214127,0.014074281498324126,1.4501991581916809,-0.0009408576969872228,10.0,98,274,784000,1.242231318950653,2.0,316.66,5.3,0.37520717298996553
0.8013007235527039,0.016298049236647783,1.560550183057785,-0.0023504596331622453,10.0,99,274,792000,1.2781151151657104,2.0,326.11,5.55,0.4091906044331982
0.7382807898521423,0.020220284326933326,1.7358637636899947,-0.0021589737792965026,10.100000000000009,100,274,800000,1.2427409529685973,1.0,325.42,5.57,0.47647456321348436
0.7996480643749238,0.02213658018037677,1.824292198419571,-0.010552579064533347,11.0,101,275,808000,1.2224219477176665,1.9000000000000004,324.37,5.54,0.588081069942681
0.7900222969055176,0.017624459085054694,1.6276099908351898,-0.002174434675835073,11.0,102,274,816000,1.2634259617328645,1.9000000000000004,331.25,5.9,0.4416126484621663
0.8486389392614364,0.012694539031945168,1.3807697236537932,-0.0018526521907188,11.100000000000009,103,274,824000,1.2788917016983032,1.9000000000000004,333.2,6.0,0.3571378491592996
0.8683646053075791,0.012896375937853009,1.3880020970106124,-0.0031022189615759997,11.100000000000009,104,274,832000,1.2728918063640595,2.0,333.76,6.06,0.3734886736918865
0.8377168023586273,0.017650611973367633,1.6215445023775101,-0.007781783918362635,11.100000000000009,105,274,840000,1.191960563659668,2.0,337.19,6.07,0.4668336975415926
0.8381282305717468,0.01881065037799999,1.6014777499437332,-0.005565570462495089,11.0,106,274,848000,1.2062724167108536,2.0,340.61,6.0,0.457734526645869
0.8719521868228912,0.01173205467639491,1.320995689034462,-0.00045820889296010136,11.0,107,274,856000,1.2487151992321015,1.8000000000000007,331.7,5.67,0.3295946768525031
0.8059038949012757,0.01758011637721211,1.628266268968582,-0.005710625487117795,12.0,108,274,864000,1.239811658859253,1.8000000000000007,348.63,6.18,0.45029214802223877
0.8443979942798614,0.013896354455500842,1.4578383076190948,-0.00410293705368531,12.0,109,274,872000,1.2370322918891907,2.0,354.51,6.47,0.3797766729545451
0.9152638578414917,0.009975410880288109,1.204383580684662,-0.0017504221678245812,12.0,110,274,880000,1.284576427936554,1.8000000000000007,352.46,6.45,0.31274730075357754
0.8439949911832809,0.015190217685885727,1.5039962750673295,-0.004419437804790505,13.0,111,274,888000,1.2445926237106324,2.0,362.95,6.85,0.40443243657169675
0.8315069586038589,0.019084105230867864,1.6807866889238356,-0.004555860214168206,13.0,112,274,896000,1.2279201912879945,2.0,361.25,6.94,0.4704692891931979
0.8135690414905548,0.01982387015130371,1.7106626671552658,-0.009837628418463282,12.200000000000017,113,274,904000,1.1645394659042358,2.0,348.94,6.89,0.5270888157445249
0.8235880410671235,0.01763802712317556,1.6164553844928742,-0.0014920010788046056,14.100000000000009,114,274,912000,1.2011604189872742,2.0,361.87,7.42,0.45279030063105247
0.8241568624973297,0.018694141367450356,1.6734777414798736,-0.0023221513553289695,14.100000000000009,115,275,920000,1.189451299905777,2.0,368.68,7.74,0.47437298710620474
0.8439988243579865,0.01819651653058827,1.6324020409584046,-0.0067549829848576335,13.100000000000009,116,275,928000,1.2325961375236512,2.0,363.12,7.52,0.48242674049310935
0.8676119327545166,0.016167578308377416,1.544581088423729,-0.005393904927041148,12.100000000000009,117,275,936000,1.247236270904541,2.0,360.57,6.95,0.41667372456979557
0.8871783488988876,0.012939480061177164,1.389226964712143,-0.00233339685422834,12.0,118,275,944000,1.2791297900676728,2.0,353.61,6.6,0.3754241023602775
0.8756375640630722,0.014350622035562992,1.438601235151291,-0.0007614860518515343,12.0,119,275,952000,1.2703037655353546,2.0,340.43,6.17,0.3973717293793294
0.8705196464061737,0.014474833286367356,1.4548631632328033,-0.005769679411314428,12.0,120,275,960000,1.26577902674675,2.0,328.11,5.87,0.3975864181981471
0.8546267163753509,0.01512223107740283,1.5113247376680374,-0.0018985586366034113,12.0,121,275,968000,1.2453158676624299,0.0,333.13,5.96,0.41798937600352093
0.8537060141563415,0.016540363221429287,1.5826045870780945,-0.0021647066477453337,12.0,122,275,976000,1.2388543140888215,0.9000000000000004,342.33,6.22,0.4517696058616111
0.7744390398263932,0.01903526298236102,1.7116409611701966,-0.005026083964912687,11.0,123,275,984000,1.201075825691223,1.0,337.57,6.0,0.4675286334900409
0.7965106678009033,0.018619462857022883,1.6726598978042602,-0.006130048056947998,12.100000000000009,124,275,992000,1.1826167714595794,0.9000000000000004,352.95,6.63,0.45432555606273506
0.8336190360784531,0.01625535766594112,1.5731293612718582,-0.0023156507103703917,13.0,125,275,1000000,1.1901300311088563,0.0,351.97,6.59,0.45771422058952266
0.8282985353469848,0.016170808803290127,1.5641538614034654,-0.005487388462643139,12.100000000000009,126,275,1008000,1.1973137211799623,2.0,368.81,7.07,0.4329051173523859
0.8369845098257065,0.01619440536480397,1.5618263387680054,-0.0010314539598766715,11.100000000000009,127,275,1016000,1.2150315487384795,0.0,368.04,7.06,0.4452205559835736
0.8315514236688614,0.016788237495347857,1.596495223045349,-0.006910328803605807,13.0,128,275,1024000,1.1781711089611053,0.0,372.01,6.98,0.45758459253388556
0.8592574429512024,0.013321016377303749,1.4109030669927598,-0.00390390379820019,13.0,129,274,1032000,1.2417704451084137,0.0,376.99,7.21,0.3884445337003786
0.8243657404184341,0.018106560464948417,1.6568297201395035,-0.00527098263039079,13.100000000000009,130,274,1040000,1.199128921031952,0.0,374.68,7.35,0.5124042144447479
0.7854002606868744,0.0206124147772789,1.7578690207004548,-0.006286852770135738,15.0,131,274,1048000,1.156830518245697,2.0,387.71,7.92,0.5006537444405883
0.8011002731323242,0.01980859886854887,1.7193337297439575,-0.0019310618541203439,16.0,132,275,1056000,1.1750792586803436,2.0,409.22,9.03,0.48729730746740174
0.8099837672710418,0.018591963541693984,1.6690601646900176,-0.004387116813159082,16.0,133,275,1064000,1.181978681087494,2.0,406.05,9.04,0.4883636186337344
0.8206209862232208,0.01658843067474663,1.5874625462293626,-0.004035882204480003,16.0,134,275,1072000,1.1590390503406525,2.0,424.76,9.63,0.4765727174421739
0.8267102867364884,0.017436174280010163,1.6156243658065796,-0.006614985009946395,16.0,135,275,1080000,1.1961062967777252,2.0,430.72,9.9,0.47600608593877053
0.7898931306600571,0.020002211350947617,1.7339282041788102,-0.004920294270268641,16.0,136,275,1088000,1.1347360175848007,2.0,429.9,9.56,0.5163093526445892
0.8037512654066086,0.020668039908632637,1.7527478116750717,-0.004404887708660681,15.0,137,275,1096000,1.2080015778541564,2.0,417.99,8.73,0.485081020445986
0.8826692324876785,0.01259267283603549,1.3737199074029922,-0.002007599861244671,15.0,138,275,1104000,1.2369311034679413,1.8000000000000007,411.1,8.38,0.3884351212689021
0.866656818985939,0.013542664120905101,1.424645259976387,-0.0022388422396034,13.100000000000009,139,275,1112000,1.2581579029560088,0.0,399.77,8.0,0.42417388395131866
0.7917147201299667,0.018702298467978835,1.6755292946100235,-0.002874972417484969,12.100000000000009,140,275,1120000,1.2325011706352234,0.9000000000000004,397.52,7.72,0.4730747115139421
0.8428704541921616,0.015122940968722106,1.5061753731966019,-0.003906657140469179,13.100000000000009,141,275,1128000,1.2376655447483063,0.9000000000000004,408.15,8.3,0.4060405822910462
0.8358349192142487,0.01900863991584629,1.662573310136795,-0.005427626156524638,13.100000000000009,142,275,1136000,1.1914631253480912,1.9000000000000004,398.12,8.26,0.5020175125508434
0.8139074337482453,0.020356446565128864,1.761436631679535,-0.00780966174279456,14.0,143,275,1144000,1.1421060168743133,1.9000000000000004,404.92,8.5,0.5548336322398254
0.8346201139688492,0.01691890456713736,1.6086178159713744,-0.005972357241407735,14.0,144,275,1152000,1.1735157096385955,2.0,407.89,8.57,0.47434652542749284
0.8182701742649079,0.016869577504694463,1.594794436097145,-0.002760421769344248,14.0,145,275,1160000,1.1994405496120453,1.9000000000000004,393.88,8.17,0.45642545081563207
0.7733396422863007,0.02213426845148206,1.830174765586853,-0.005118917946529109,16.0,146,275,1168000,1.1578323173522949,1.9000000000000004,401.5,8.76,0.5762621341596448
0.7693109792470932,0.020386277665384114,1.7548853981494903,-0.006744244262808934,17.0,147,275,1176000,1.1822510385513305,2.0,421.38,9.34,0.5216927452127202
0.8387020772695541,0.019209925727918745,1.6961589241027832,-0.0063977190996502035,17.0,148,276,1184000,1.1922393333911896,2.0,428.66,9.51,0.5097411149085818
0.8351194882392883,0.01744741205824539,1.599259768128395,-0.0014991082912274578,18.10000000000001,149,276,1192000,1.212637711763382,2.0,432.99,9.88,0.46859512308496243
0.845743442773819,0.01759390357416123,1.6162222397327424,-0.006068164620082825,17.0,150,276,1200000,1.1944285440444946,2.0,430.53,9.86,0.47313753690288907
0.8668335419893265,0.01563056542072445,1.5343435251712798,-0.0037634560093283654,17.0,151,276,1208000,1.202842391729355,2.0,426.19,9.2,0.4125640489018887
0.8481808519363403,0.013392960026394576,1.420918362736702,-0.004872588136931881,14.100000000000009,152,276,1216000,1.2267396807670594,2.0,406.38,8.57,0.40984693919567083
0.8497742152214051,0.01578037747181952,1.5511973261833192,-0.003172863996005617,14.0,153,276,1224000,1.2065514862537383,2.0,402.79,8.42,0.41762173803113883
0.8452881467342377,0.01697988459840417,1.5987063485383988,-0.00412157922051847,14.0,154,276,1232000,1.2041042959690094,2.0,410.84,8.54,0.42184936097172093
0.8220271718502045,0.021040214984677733,1.752930456995964,-0.0035750161499890965,14.100000000000009,155,276,1240000,1.2030732667446136,2.0,414.2,8.88,0.481312287395535
0.8289656144380569,0.018346067094244065,1.6589268624782563,-0.004423496696399525,17.0,156,276,1248000,1.1697038584947586,0.0,417.02,9.01,0.47591904377653543
0.8051906341314315,0.01982909715734422,1.7346101474761964,-0.006297115879497142,17.10000000000001,157,276,1256000,1.1324741232395172,1.0,429.93,9.55,0.4685181379412529
0.7812079119682313,0.023244338631629943,1.880172249674797,-0.007683464566071052,18.10000000000001,158,276,1264000,1.1613399529457091,0.9000000000000004,429.46,9.74,0.6468684254395969
0.8029377698898316,0.020145437777973712,1.7449202996492386,-0.004061106366571039,19.0,159,277,1272000,1.1645938956737518,0.9000000000000004,437.9,10.08,0.5031501800262251
0.8656180441379547,0.0161251673148945,1.5580685114860535,-0.005075560852183116,19.0,160,277,1280000,1.2221450543403625,1.0,440.86,10.08,0.4643083350143091
0.8256555819511413,0.01639676805585623,1.5740868902206422,-0.0008081713870342355,17.10000000000001,161,277,1288000,1.2335276257991792,2.0,455.86,10.23,0.44031837992968553
0.842497987151146,0.015551175186410547,1.528323667049408,-0.0011510190390981734,17.0,162,277,1296000,1.25215926527977,2.0,460.04,10.29,0.41383270647003956
0.8319719207286834,0.018498885803855957,1.6672011971473695,-0.00761299513047561,17.0,163,277,1304000,1.2187335968017579,2.0,461.43,10.16,0.5249749450601453
0.8152494138479233,0.017827175261918456,1.637005271911621,-0.009532091720029712,16.10000000000001,164,277,1312000,1.2059427118301391,3.0,459.77,9.98,0.5053754420194383
0.85626156270504,0.01756377026438713,1.6126915669441224,-0.0024062155943829567,15.100000000000009,165,277,1320000,1.2227088809013367,2.0,441.94,9.53,0.5370241330637484
0.8374583435058593,0.017230002847500144,1.6123896205425263,-0.005520721891662106,16.0,166,277,1328000,1.2155547213554383,2.0,434.73,9.63,0.4606261908483153
0.8379055118560791,0.018265181346796455,1.6537898087501526,-0.005469066343503073,15.100000000000009,167,277,1336000,1.193580082654953,2.0,431.32,9.49,0.5120186651616818
0.7953975677490235,0.0216371209314093,1.791211678981781,0.0002265870285918936,18.0,168,277,1344000,1.2093369686603546,2.0,427.74,9.76,0.5234728087490101
0.8301539820432663,0.019468444138765334,1.7048213028907775,-0.0036115765484282746,19.0,169,277,1352000,1.2210691845417023,1.9000000000000004,426.89,9.75,0.5750818549048384
0.8180889940261841,0.019955350663512946,1.7202810227870942,-0.002706265122978948,18.10000000000001,170,277,1360000,1.233020271062851,1.9000000000000004,429.61,9.77,0.49245330734402865
0.8063199585676193,0.022390975430607796,1.828118246793747,-0.007421672462078277,19.0,171,277,1368000,1.172086261510849,1.9000000000000004,429.76,9.62,0.5617426788412518
