episode_length,explained_variance,grad_norm,policy_gradient_loss,PMM:episode_rewards,avg_q_retraced,model_prob_std,q_loss,P09:episode_rewards,policy_gradient_bias_correction,policy_entropy,frames,advantage_norm,fps,policy_loss,avg_q_selected,rollout_prob_std,P01:episode_rewards,epoch_idx
3325.1666666666665,-15.074846884863717,0.0005224186821775146,9.310907641296102e-06,0.0,-0.00014129021117858498,0.0011345379030420206,1.5465821226402094e-06,0.0,3.4920583099543974e-07,2.1971648725346915,122400,0.009250464498888635,403,9.660113466038766e-06,-0.00017068721359518826,0.003180745586908574,0.0,17
3325.1666666666665,-19.294512162530232,0.00023990239231443705,-2.2364400785572043e-06,0.0,4.8253062410089514e-05,0.0005486432809605036,5.488308923840119e-07,0.0,4.009562835614855e-07,2.197207031978501,129600,0.0043442356716053045,400,-1.8354837914982693e-06,4.4224272789503946e-05,0.004656367160220662,0.0,18
3325.1666666666665,-52.22328989426296,0.0001823956732553487,1.324342772752588e-07,0.0,-9.001430658206535e-06,0.00041221018604639014,4.0082876363980875e-07,0.0,4.1376256116147184e-08,2.1972156699498493,136800,0.0032733861158051277,399,1.73810536715167e-07,-1.337166180288055e-05,0.004034966631814544,0.0,19
3325.1666666666665,-17.207792573807733,0.0001480871652975397,-7.535415741583976e-07,0.0,1.440568978514267e-05,0.00042882611886001075,3.383474708586209e-07,0.0,5.614386226896491e-08,2.197215426308768,144000,0.0036456636889904206,397,-6.973977114439337e-07,1.6883414760743095e-05,0.004933445525667984,0.0,20
3325.1666666666665,-22.046307293119884,0.0001403878733268758,-1.9168912979360636e-06,0.0,-1.5066905005902578e-06,0.00039777537056579604,2.862278850580494e-07,0.0,1.3043451322369309e-07,2.1972165597904296,151200,0.003480525778881172,395,-1.78645676974304e-06,2.5887393189060775e-06,0.0038817170510394914,0.0,21
3325.1666666666665,-13.351374642520986,0.0001395134752536425,5.692562635372448e-07,0.0,-3.6818398610203905e-05,0.00041783844184474744,3.032106501024803e-07,0.0,6.776527246586416e-08,2.1972163981483095,158400,0.003816738465419606,394,6.370215383707622e-07,-3.1640755024895756e-05,0.00404853839259597,0.0,22
3324.8541666666665,-16.216323908832337,0.00010630302175324405,4.759341474463026e-07,0.0,-3.51516365939093e-05,0.0002960515157108256,1.9361450189953146e-07,0.0,3.131261103640605e-08,2.197220191766345,165600,0.0028065328544148037,392,5.072467597729641e-07,-3.340981840848385e-05,0.003351441052112181,0.0,23
3324.8541666666665,-46.857988564315306,0.00010769679130480974,-1.2169097868993187e-07,0.0,-3.271983526149166e-05,0.0002767999844462596,1.978555530505735e-07,0.0,7.640280369681729e-08,2.19722074580571,172800,0.002694513528663914,389,-4.5288177773159996e-08,-3.5254933480916194e-05,0.004294223349739628,0.0,24
3324.8541666666665,-25.91241647262422,8.398436699937654e-05,1.1374770144566142e-06,0.0,-4.37180274975954e-05,0.0002398617367003036,1.514339675971585e-07,0.0,4.704964838866644e-08,2.1972219548275858,180000,0.0023474598960460053,388,1.1845266605083845e-06,-4.5987321179620184e-05,0.0035816651810894238,0.0,25
3324.8541666666665,-11.031473794759263,9.938827751005659e-05,1.4600784045109443e-06,0.0,-6.52379123707207e-05,0.00028914899495541935,1.801473883298486e-07,0.0,9.192044692163861e-08,2.197220969237979,187200,0.002959913633671089,386,1.5519988615561484e-06,-6.458633345630159e-05,0.0049437932143390996,0.0,26
3324.8541666666665,-14.070266525518326,7.18301343411679e-05,1.6544577915385012e-07,0.0,-5.213471613265701e-05,0.0002182167749752427,1.2606572362844322e-07,0.0,1.8170238718084876e-08,2.1972225011845743,194400,0.0022205131284182057,385,1.8361601749297892e-07,-4.987440334957983e-05,0.00242200136807908,0.0,27
3324.8,-11.283430912929868,8.946266137252618e-05,2.5572458761972137e-06,0.0,-8.952826063994016e-05,0.00026899214620373506,1.6541138952661977e-07,0.0,2.4571545730023466e-08,2.1972212982366957,201600,0.002772902654348096,384,2.5818174173305614e-06,-8.617524546626344e-05,0.0029547586688132145,0.0,28
3324.8,-14.008833430418893,6.518101365952235e-05,1.2334787957073517e-06,0.0,-6.384096231793969e-05,0.0001950949301064332,1.0224192162938594e-07,0.0,-1.9030991265653167e-08,2.197222952010139,208800,0.0020457458438163266,383,1.2144478118854794e-06,-5.6970182358457224e-05,0.002955493528239631,0.0,29
3324.8,-42.43620811367218,7.123012059870394e-05,1.5256302618173743e-06,0.0,-6.382564004316028e-05,0.00019758290368097236,1.2062903266044943e-07,0.0,-1.973152871312601e-08,2.1972229219973802,216000,0.0020808622956441773,381,1.5058987347415042e-06,-6.57171673270205e-05,0.00293716253240095,0.0,30
3324.8,-12.109623488345475,6.096738186040953e-05,1.4646764251833005e-06,0.0,-8.443548327805829e-05,0.00019520959183181436,1.0171354056697863e-07,0.0,8.3092844249677e-08,2.1972229531706953,223200,0.0020726736126183937,380,1.5477692696435085e-06,-8.819359180475303e-05,0.002276713781695107,0.0,31
3324.8,-11.728381072112493,6.959633879018859e-05,1.9050677390737858e-06,0.0,-6.709655088227934e-05,0.00021155762006841658,1.1421070106458552e-07,0.0,8.216139220148681e-08,2.1972225796135643,230400,0.002189557580915991,379,1.987229142588974e-06,-7.196070362329776e-05,0.0033951824629268293,0.0,32
3324.8,-10.142967795505728,6.872792159422717e-05,1.23335881080905e-06,0.0,-7.723316152690144e-05,0.00022218966527092293,1.24508566503049e-07,0.0,3.5848466845217685e-09,2.197222335748571,237600,0.0023124696718015776,378,1.236943656272491e-06,-7.533433596587164e-05,0.002362596403845648,0.0,33
3324.8611111111113,-12.523946936881101,6.403990083240634e-05,1.3900084311264815e-06,0.0,-6.994055849736348e-05,0.00019811398779378452,1.0501247716273922e-07,0.0,-4.899440248216197e-08,2.1972227697996867,244800,0.002168422275983233,377,1.3410140331867175e-06,-7.128981443018451e-05,0.002668459053560745,0.0,34
3324.8611111111113,-31.526153394191983,5.4293656856258015e-05,2.3675833371125266e-06,0.0,-4.7825683564547546e-05,0.00015886289583235452,8.387018854710915e-08,0.0,2.4995504190883366e-08,2.1972235741123325,252000,0.0017077014449242839,376,2.392578842061322e-06,-4.844527519867009e-05,0.001875967785004572,0.0,35
3324.8611111111113,-17.171798710923973,5.681811748237196e-05,5.451074063347515e-07,0.0,-5.360092328763651e-05,0.0001586710278758209,7.599309683482376e-08,0.0,-7.76288557118627e-08,2.1972236024702667,259200,0.0016938518501741803,375,4.674785475932136e-07,-5.2638199511648664e-05,0.004187333985219709,0.0,36
3324.8611111111113,-10.207489407693267,6.388566409498265e-05,2.312618601221193e-06,0.0,-7.613180465444891e-05,0.00020658363607778228,1.0906326316343261e-07,0.0,7.06321240310596e-09,2.1972227670717492,266400,0.0022447191434573606,373,2.3196818143822112e-06,-7.816991204807044e-05,0.0016667081416592562,0.0,37
3324.8611111111113,-10.4642617509794,5.2244590260969046e-05,1.1969712114212958e-06,0.0,-5.7900261486028046e-05,0.0001595261662879195,7.502607845285189e-08,0.0,5.968248332454182e-08,2.1972235675778973,273600,0.0017362513638733027,372,1.2566536941458238e-06,-5.5154647721283084e-05,0.0020958831764926883,0.0,38
3324.8928571428573,-10.325251613319237,6.492781716398716e-05,2.1846859265154416e-06,0.0,-7.7099998515555e-05,0.00019901027622634297,1.1015236900706158e-07,0.0,4.8302029326716024e-08,2.197222799497937,280800,0.0022225777175947014,371,2.2329879568349432e-06,-7.690281027872286e-05,0.002361608016420625,0.0,39
3324.8928571428573,-13.512710670078528,4.551475481805429e-05,1.7480730982174493e-06,0.0,-5.528999820602972e-05,0.00014404045692825983,6.531178370103402e-08,0.0,3.201031972821511e-10,2.197223811994498,288000,0.0016173564062536318,370,1.7483932009410362e-06,-5.487894647804025e-05,0.0014816520448603955,0.0,40
3324.8928571428573,-30.333793587749998,5.506017260734915e-05,1.7024242573875352e-06,0.0,-3.385382692007674e-05,0.00015250704233835184,7.56968208644052e-08,0.0,-1.0359990931123542e-07,2.1972236758092096,295200,0.0016726487846912982,369,1.5988243473872888e-06,-3.388516775453666e-05,0.0023984862859843126,0.0,41
3324.8928571428573,-12.226382917828031,4.743525985834771e-05,1.3737140881060343e-06,0.0,-4.467213462281247e-05,0.00015166643454629975,6.935097427969372e-08,0.0,-5.378151444895752e-08,2.197223723379393,302400,0.0016819231457269603,368,1.3199325683336453e-06,-4.584880786310241e-05,0.0020338263601669972,0.0,42
3324.8928571428573,-10.274997809425233,5.47337236289812e-05,9.57724334879548e-07,0.0,-4.709727444794836e-05,0.0001651290892741166,7.938168928262137e-08,0.0,7.413296823676954e-09,2.197223448526292,309600,0.0018972483372778346,367,9.651376321036101e-07,-4.780944597488213e-05,0.0017668788413231508,0.0,43
3324.8928571428573,-9.799625093274647,5.4246987726810636e-05,1.0452272511077142e-06,0.0,-4.5859250102918724e-05,0.0001645605616054535,8.236886099254027e-08,0.0,-1.5524845290807814e-08,2.1972234018454477,316800,0.0018772060438575903,366,1.0297024058169065e-06,-4.6540678961735784e-05,0.0015761835416228604,0.0,44
3324.96875,-12.969740783827644,4.839393459210278e-05,9.439555782979227e-07,0.0,-3.323297102224749e-05,0.00014685554740878165,6.661777471527592e-08,0.0,2.139936188743579e-08,2.1972236789975854,324000,0.001705965635113581,366,9.653549390169104e-07,-3.3723644566296776e-05,0.0017914595075638766,0.0,45
3324.96875,-22.201601826293132,4.7571385616807124e-05,8.154692325679869e-07,0.0,-2.63546847968512e-05,0.0001365061708947521,6.205200149992273e-08,0.0,-4.3039356150695804e-08,2.197223876818778,331200,0.0015553235327854208,365,7.724298777105543e-07,-2.833301063513092e-05,0.0024967793792526477,0.0,46
3324.96875,-16.03871245132552,4.697219241389763e-05,2.8850987327950446e-07,0.0,-2.3051852304093397e-05,0.00013641475493843833,5.990289273829567e-08,0.0,-1.2704752047435856e-07,2.1972239222854535,338400,0.0015253277568470888,364,1.6146235291041158e-07,-2.089756733518262e-05,0.002371399318961738,0.0,47
3324.96875,-10.259909474282038,4.919225489940637e-05,4.886064448723614e-07,0.0,-4.9247871504389845e-05,0.00016316231906414572,7.863066572801727e-08,0.0,3.376137404605591e-08,2.1972235003350273,345600,0.0018272321507088018,364,5.223678189184173e-07,-4.6382731787471085e-05,0.0013572855441873282,0.0,48
3324.96875,-11.720958634784669,4.337293777482596e-05,2.4184760117642536e-07,0.0,-2.8163165191839636e-05,0.00012849600816682344,5.654510125285913e-08,0.0,-1.4781723052692543e-07,2.1972239877080733,352800,0.0014886513954479423,363,9.403036656387926e-08,-2.9386537518678208e-05,0.003099959350298392,0.0,49
3324.96,-9.950957105639121,5.693064629029476e-05,1.4992477035732993e-06,0.0,-5.484002276387156e-05,0.00018555953668573038,9.897206846010965e-08,0.0,-6.573515896945992e-08,2.1972230230595073,360000,0.0021137385508136408,362,1.4335125472328475e-06,-5.30716299749987e-05,0.0017069780307273114,0.0,50
3324.96,-12.801727831779965,4.185159949996195e-05,3.347221954487111e-07,0.0,-2.3187490169864462e-05,0.0001296426618706805,5.520205085757793e-08,0.0,-5.8301704357399146e-08,2.197223985636676,367200,0.0015270565686571575,361,2.7642049043716145e-07,-2.171604840991896e-05,0.002548436857443025,0.0,51
3324.96,-25.43400771455675,4.689107718143879e-05,-3.72653704783053e-07,0.0,-1.5344743117870377e-05,0.00012846278879605251,5.978484511822477e-08,0.0,6.627542894594148e-09,2.1972240400821788,374400,0.0014349676829132887,360,-3.6602616280878084e-07,-1.1659869192721949e-05,0.001463013214022487,0.0,52
3324.96,-11.536019986369618,4.136607937137645e-05,9.229567953251937e-07,0.0,-2.7657665227379736e-05,0.00012387151769939077,5.3707548065439716e-08,0.0,-3.4301783447939926e-08,2.1972240856084873,381600,0.001452458583142038,360,8.886550114915306e-07,-2.8034808145137608e-05,0.0022021329558489524,0.0,53
3324.96,-10.195572365957593,4.750752574829922e-05,8.863804705921052e-07,0.0,-3.239100409589187e-05,0.00014664981913685754,6.957659451067502e-08,0.0,2.003933777435426e-08,2.1972237040756872,388800,0.0017407972380989658,360,9.064198091559515e-07,-3.4754241948994896e-05,0.0019211882777081793,0.0,54
3324.96,-9.903505535655551,5.0238423894478196e-05,3.1058358724602083e-07,0.0,-3.3574513633461434e-05,0.0001496228813161112,7.025663484082499e-08,0.0,-2.3374865954504037e-08,2.1972236632827724,396000,0.00179515711423139,359,2.8720872084037856e-07,-3.232695541490622e-05,0.0018765548793437611,0.0,55
3324.84,-12.026556586039758,4.5408987768146156e-05,1.57075310918836e-07,0.0,-3.573160486379061e-05,0.00014346164218459213,7.024287670073629e-08,0.0,-8.28272712458772e-08,2.197223742866011,403200,0.0016925338950467348,359,7.424803587388136e-08,-2.999105129052297e-05,0.0022410475608997393,0.0,56
3324.84,-19.923805212615026,3.835953661000088e-05,1.1854010521504159e-07,0.0,-2.2824450240219694e-05,0.00011457935344388096,4.933808496571014e-08,0.0,-2.6696036653241945e-08,2.1972241924584854,410400,0.0013739831405271414,358,9.184406749598559e-08,-2.0243098343354763e-05,0.0016411803456610377,0.0,57
3324.84,-18.363088408892636,4.080076273198618e-05,7.832909777349801e-07,0.0,-2.5866242742071255e-05,0.00011472078677505315,5.153553591773276e-08,0.0,-2.1125520296057705e-09,2.197224215809229,417600,0.0013472114553021834,358,7.811784258632728e-07,-2.4793300880225806e-05,0.0021080594033737773,0.0,58
3324.84,-10.63006511992563,4.237711811846779e-05,9.177256214230974e-07,0.0,-3.5579697983477615e-05,0.0001355621140439768,5.998648252016445e-08,0.0,1.2271608406692956e-09,2.1972238826562487,424800,0.0016461776735808666,358,9.189527806988809e-07,-3.618974598261189e-05,0.0012986968351564158,0.0,59
3324.84,-10.504051169138105,4.138790506249983e-05,6.725893629446649e-07,0.0,-2.4784611835658982e-05,0.000123258138174346,5.348200069311463e-08,0.0,-7.00534363002387e-08,2.197224035017074,432000,0.001500008077476643,358,6.025359256970359e-07,-2.4108259352367944e-05,0.0019437300159166795,0.0,60
3324.72,-9.256280934526808,4.8573068794989044e-05,1.095974451360589e-06,0.0,-3.1984783363713426e-05,0.0001477689142123059,7.092416742991809e-08,0.0,7.653138362052737e-09,2.1972236593690497,439200,0.0018296482084240767,357,1.103627588996309e-06,-3.328183020938934e-05,0.001621328029423576,0.0,61
3324.72,-11.148762661452018,3.5235184035224794e-05,5.87569591741668e-07,0.0,-8.954356870152882e-06,0.00010052875192787056,3.9231143252048323e-08,0.0,2.4173020786701338e-11,2.19722436014622,446400,0.0012869909375072298,357,5.875937640897418e-07,-7.443949959039667e-06,0.001041374746326005,0.0,62
3324.72,-22.27620884137351,4.051194114860604e-05,-2.4926380007786082e-08,0.0,-1.127796321435341e-05,0.0001108072681475918,4.870046661145058e-08,0.0,-1.458433611254523e-08,2.1972242662957107,453600,0.0013559813888030007,356,-3.951071630417015e-08,-9.254583814920752e-06,0.0014457616966999573,0.0,63
3324.72,-11.092339637136737,3.6353945123405376e-05,2.2098652101394264e-07,0.0,-6.600606335282725e-06,0.00010904704600927124,4.439159089642035e-08,0.0,-5.6821856754633397e-08,2.1972242594427533,460800,0.0013832526834650384,356,1.6416466396719723e-07,-7.289566457915637e-06,0.0019142374418600213,0.0,64
3324.72,-9.839595679044724,4.519365630301136e-05,5.9847852837729e-07,0.0,-1.008719787101823e-05,0.00012996822509324244,5.8581981627081445e-08,0.0,-4.9273439041523175e-08,2.197223973766206,468000,0.0016353990489398479,356,5.492050913252865e-07,-1.285602479233337e-05,0.0021627733640401394,0.0,65
3324.72,-8.981172587650793,3.953254643221375e-05,7.200149099240455e-07,0.0,-2.508988661538547e-06,0.00011863898856635959,5.044107473820752e-08,0.0,3.9294875031684506e-10,2.1972241003235813,475200,0.0015230463163537762,356,7.204078590648789e-07,-3.4723607475232605e-06,0.0012423091601739683,0.0,66
3324.78,-9.5653547765063,4.264475060833829e-05,2.3360633941883076e-07,0.0,5.65104676979592e-06,0.00012216173270443705,5.151276644035979e-08,0.0,-2.105178206572115e-08,2.197224034280832,482400,0.0015737097837917613,355,2.1255455789447547e-07,5.6551486080927675e-06,0.0012971218894954038,0.0,67
3324.78,-13.631139532441185,3.817313284636022e-05,-3.2751362048462816e-07,0.0,1.610577645678065e-05,9.979124938726027e-05,3.806927443024873e-08,0.0,1.390552597513306e-08,2.1972243866371732,489600,0.0013181869024415465,355,-3.136080945094951e-07,1.539073836693792e-05,0.0012092094670973145,0.0,68
3324.78,-15.328350110480622,3.807371956462661e-05,-3.815280365241372e-08,0.0,2.0351937954587946e-05,0.00010681004494226869,4.393509723039232e-08,0.0,0.0,2.1972243406676286,496800,0.0013083852542916249,355,-3.815280365241372e-08,1.6949710853746194e-05,0.0010407339696131173,0.0,69
3324.78,-9.640538552778738,4.082993557494549e-05,-6.542691945146775e-07,0.0,1.6986898925515398e-05,0.00012660006854636616,5.560872160789196e-08,0.0,7.57502751487967e-09,2.1972239752421303,504000,0.0016070043599907037,355,-6.466941647260612e-07,1.770571155832109e-05,0.001183469866039862,0.0,70
3324.78,-9.561945940981467,3.762001364329401e-05,-3.372492293321644e-07,0.0,2.8867510777308656e-05,0.00010787258987644265,4.4516950366078916e-08,0.0,8.487193867865616e-09,2.1972242423718567,511200,0.0013718023525840304,354,-3.2876203320108864e-07,2.9046920375941424e-05,0.0015019098227351429,0.0,71
3324.72,-8.186967280913914,4.678205293395821e-05,-5.919421351012013e-07,0.0,1.8029979936944615e-05,0.00013768444630891786,6.096763733721294e-08,0.0,-4.176920266255971e-08,2.1972238141109073,518400,0.0017736424854101931,354,-6.337113379532391e-07,1.7201573456081374e-05,0.0020295862697791264,0.0,72
3324.67,-9.723479724261496,3.4677647250561484e-05,-1.105108404183504e-06,0.0,4.046899567505704e-05,9.69538892253955e-05,3.5088494633184195e-08,0.0,-9.537334184036203e-08,2.1972244100722054,525600,0.0012659686558144463,354,-1.2004817424553624e-06,4.025330013362127e-05,0.0018723237287768207,0.0,73
3324.67,-16.66300535940161,3.8986538143183826e-05,-1.3828411649415692e-06,0.0,4.2129805091240456e-05,0.00010223894034455216,3.960385859596863e-08,0.0,0.0,2.1972243985993867,532800,0.0012906487973564904,353,-1.3828411649415692e-06,4.153103571686879e-05,0.0008860675838009444,0.0,74
3324.67,-10.257451371389722,3.5160736851253294e-05,-9.800791275799225e-07,0.0,3.988909387880129e-05,0.00010246387228035596,4.0884168929416594e-08,0.0,-2.1037503607939945e-08,2.1972243135316036,540000,0.0013221046901682192,354,-1.0011166311878625e-06,4.2567742456239576e-05,0.0010609222788774612,0.0,75
3324.67,-9.148614931724689,4.2940055915383955e-05,-6.371416245358541e-07,0.0,3.0154675995354697e-05,0.0001268905696882044,5.6955105687784725e-08,0.0,-3.388184869853224e-08,2.1972239424438076,547200,0.0016534470950791344,353,-6.710234732817559e-07,2.7360230726150837e-05,0.0015310998778110686,0.0,76
3324.67,-9.148077159684801,3.467729218805228e-05,-7.540146482260773e-07,0.0,3.7483823852891784e-05,0.00010236048979528452,4.258129609310427e-08,0.0,0.0,2.1972242793582732,554400,0.001331712272827096,353,-7.540146482260773e-07,3.849582656948588e-05,0.0009125767905459811,0.0,77
3324.65,-9.362661141031003,4.544470489026702e-05,7.128187510352321e-08,0.0,3.0160324463659895e-05,0.00012812179411886211,5.853754965937024e-08,0.0,4.385539240401057e-09,2.197223930879245,561600,0.001682843814957234,353,7.566741392286187e-08,2.8611341801280866e-05,0.0012018444264283916,0.0,78
3324.65,-12.9294031318218,3.5094844951970275e-05,-7.494382213626486e-07,0.0,3.714233198196318e-05,9.086099313908418e-05,3.473471848196187e-08,0.0,-6.31309194432106e-08,2.1972244944364308,568800,0.001219818548839641,353,-8.125691427006398e-07,4.002219880313696e-05,0.0013873034064527884,0.0,79
3324.65,-15.795810059138706,3.620461711392687e-05,-3.058792329848167e-07,0.0,3.607472296438788e-05,9.510424281430344e-05,3.551816364230411e-08,0.0,-1.1651939265296582e-08,2.1972244968963044,576000,0.0012130361013340816,353,-3.175311722501133e-07,3.6727738107332574e-05,0.0013286320920513624,0.0,80
3324.65,-9.481597885921518,3.791516605791418e-05,-4.935222802719164e-07,0.0,2.806910438572212e-05,0.00010974079628872147,4.407270612755818e-08,0.0,-1.809540432557494e-08,2.1972241997592667,583200,0.0014504974769017531,353,-5.116176854471351e-07,2.69145069822444e-05,0.0019754547893709065,0.0,81
3324.65,-9.437611956539607,3.7624246243249516e-05,-7.24904315875576e-07,0.0,2.4942311704028236e-05,0.00010834303316909109,4.41808060900346e-08,0.0,-2.016973011015421e-08,2.197224210415568,590400,0.001436786765443685,352,-7.450740465383745e-07,2.832488880311787e-05,0.0014759926519265344,0.0,82
3324.65,-8.880724349399205,4.3990752751010075e-05,-3.563800845767691e-07,0.0,1.2012676600470691e-05,0.00013332217225054307,6.354630044978573e-08,0.0,4.576485848485303e-09,2.197223868087945,597600,0.0017333888051711216,352,-3.5180359818691787e-07,8.225126077342617e-06,0.001102136086889908,0.0,83
3324.61,-10.395427724999728,3.201240744375789e-05,-5.84307746904038e-07,0.0,3.2224132144703554e-05,9.021237307657217e-05,3.3793152780629196e-08,0.0,-8.946377439690003e-09,2.1972244585948015,604800,0.0012256141003335532,352,-5.932541252253274e-07,3.3678289381256904e-05,0.0008648015123413815,0.0,84
3324.61,-17.73656795979177,3.501099979068152e-05,-4.813461230290537e-07,0.0,2.9577792148492714e-05,9.500948232214695e-05,3.7638015980721194e-08,0.0,0.0,2.197224428478831,612000,0.0012555240116717068,352,-4.813461230290537e-07,2.9031564112676253e-05,0.0005185076925611472,0.0,85
3324.61,-10.99546164177713,3.4099103139697426e-05,-7.643232102301845e-07,0.0,2.534377587289602e-05,9.652725298384746e-05,3.7181731216716105e-08,0.0,0.0,2.1972244382283046,619200,0.0012578056790027796,352,-7.643232102301845e-07,2.517299222198571e-05,0.0005252592449621968,0.0,86
3324.61,-9.325244017990807,4.1959812984253197e-05,-5.260942363448527e-07,0.0,1.4231130879430159e-05,0.0001243539033640402,5.603132340609192e-08,0.0,0.0,2.1972238822746535,626400,0.0016506312980091602,352,-5.260942363448527e-07,1.2635087115712088e-05,0.00043044221880740634,0.0,87
3324.61,-10.453377237471324,3.3948433119183796e-05,-6.931835567464922e-07,0.0,2.515443119936179e-05,9.66183913194058e-05,3.9021791221263746e-08,0.0,0.0,2.197224395294038,633600,0.0012578388500846882,352,-6.931835567464922e-07,2.585560334847734e-05,0.0004257848668559803,0.0,88
3324.39,-10.024511590735623,3.911709985452101e-05,2.734365481618107e-07,0.0,1.6813596281686404e-05,0.00011453950407937877,5.131140081374855e-08,0.0,0.0,2.197224129233411,640800,0.0015091233182477207,352,2.734365481618107e-07,1.5229729139050962e-05,0.0003873580890651389,0.0,89
3324.39,-11.708220898499563,3.177250046413626e-05,-9.804614842986255e-07,0.0,2.706303851752748e-05,9.03901542448246e-05,3.5851536982348684e-08,0.0,0.0,2.1972245148250034,648000,0.001223722414114967,351,-9.804614842986255e-07,2.7495845936990853e-05,0.00030619037873842145,0.0,90
