frames,clip_fraction,episode_length,policy_entropy,value_loss,policy_loss,PMM:episode_rewards,advantage_norm,P01:episode_rewards,approx_kl_divergence,epoch_idx,explained_variance,grad_norm,fps,P09:episode_rewards
419840,0.12958984375,424.45,1.7091726787388324,0.1314530494622886,-0.011932845985575114,464.75,15.968719351291657,250.0,0.0021857877096752823,41,0.8566906306892633,1.8055283764480858,236,725.0
430080,0.1534912109375,424.66,1.6961191862821579,0.15750090819783508,-0.012272199895960512,496.75,15.968719166517257,247.5,0.0025155245088174702,42,0.8804097790271044,1.860702549089098,236,725.0
440320,0.15078125,430.38,1.6991830341517926,0.13151908901054413,-0.012170593703194755,504.0,15.968719279766082,225.0,0.002436436092330347,43,0.8869939833879471,1.6892161774204808,236,725.0
450560,0.148828125,434.6,1.6910955362021922,0.12857937647495418,-0.012087461708870251,515.5,15.96871913075447,225.0,0.0024515649039588763,44,0.8736855287104845,1.6635952283913429,236,702.5000000000002
460800,0.15419921875,441.82,1.6871462546288967,0.1180594704579562,-0.012550128305520047,515.75,15.968719244003296,225.0,0.002547908703104747,45,0.8604325339198112,1.6266960540918798,236,700.0
471040,0.1573486328125,459.04,1.6830464638769627,0.10724271761719137,-0.012628480654529994,552.75,15.968719428777694,272.5,0.0026144693948484646,46,0.898055124282837,1.6396686517662904,236,750.0
481280,0.1874755859375,451.07,1.6575497023761272,0.10890295824501664,-0.012677330655787956,547.0,15.968719160556793,275.0,0.0029681587397593426,47,0.9073203712701797,1.8128986262950764,237,750.0
491520,0.1347412109375,446.87,1.6604829862713815,0.1752766564488411,-0.01028805475216359,549.75,15.968719267845154,300.0,0.0022763199879367426,48,0.8744404423981905,2.076697401676002,236,750.0
501760,0.143017578125,435.04,1.6800094999372959,0.15408230654429644,-0.013113577044350677,542.5,15.9687191426754,275.0,0.0024359532635119785,49,0.8625945102423429,1.6871367294201072,236,750.0
512000,0.1439697265625,429.83,1.7077667832374572,0.0955252676969394,-0.0132820440659998,513.0,15.96871938109398,272.5,0.0023224638796594576,50,0.91327112801373,1.734345340544468,236,750.0
522240,0.153564453125,434.18,1.6934817142784595,0.12916706337127834,-0.013000693711364874,510.0,15.968719327449799,275.0,0.002483811669003765,51,0.8989753991365432,1.9473543152453794,236,750.0
532480,0.1641357421875,437.58,1.6816702842712403,0.16886378605850041,-0.012975745985750109,524.0,15.968719273805618,250.0,0.002662205798435808,52,0.8648579169064761,1.9606907578390544,236,752.5000000000002
542720,0.1413818359375,447.23,1.6744095787405968,0.1314663138007745,-0.011409337374425376,512.0,15.968719321489335,297.5,0.00233835323035729,53,0.8884175263345242,1.7952969307235462,236,750.0
552960,0.1562744140625,457.91,1.68413999825716,0.11737041214946657,-0.012818914355011656,523.5,15.968719214200974,297.5,0.002473823573791687,54,0.8987251654267311,1.6912568140180153,236,752.5000000000002
563200,0.1525634765625,455.45,1.6761751666665077,0.14421320192050188,-0.012800037163106025,511.5,15.968719321489335,250.0,0.002503877001300096,55,0.8665976036339998,1.6812268111379418,236,752.5000000000002
573440,0.15654296875,457.05,1.6774613119661808,0.10425789707805962,-0.01433352276289952,515.75,15.968719255924224,275.0,0.002634527756140745,56,0.9111512295901776,1.531315721707731,236,775.0
583680,0.1494140625,460.85,1.6709105908870696,0.10855636107735336,-0.01339095712537528,538.75,15.968719345331191,297.5,0.0024701671789901995,57,0.9280370779335498,1.598359370710023,236,775.0
593920,0.1608154296875,464.64,1.658263172954321,0.10994661254808306,-0.012997934112718212,547.25,15.968719357252121,300.0,0.00262613738810872,58,0.9048519596457482,1.8200484113897932,236,775.0
604160,0.178857421875,463.69,1.6495945513248444,0.11644799001514912,-0.013466091019654413,553.75,15.968719232082368,325.0,0.0029254878099894644,59,0.9204960044473409,1.7454942182939,236,752.5000000000002
614400,0.1716552734375,468.43,1.6562882229685782,0.13280684971250595,-0.012650087558085943,553.25,15.968719273805618,325.0,0.0029330853923742,60,0.9124262664467097,1.748383639686208,235,750.0
624640,0.173046875,468.0,1.6552985265851021,0.16549874022603034,-0.012615219417057233,546.25,15.968719279766082,325.0,0.0027959140623355816,61,0.8957511268556118,1.8601428394744892,235,750.0
634880,0.177490234375,463.26,1.6603236839175224,0.13466535988263786,-0.012140159415139351,534.5,15.968719226121902,322.5,0.002992603609641614,62,0.9237928934395313,1.7888160579446226,235,750.0
645120,0.15634765625,459.26,1.6584638684988022,0.1657805283088237,-0.01259375439985888,552.75,15.96871938109398,300.0,0.002632945094649486,63,0.890893068537116,1.9409929078178287,235,752.5000000000002
655360,0.1616455078125,448.04,1.6640743404626845,0.13190143080428243,-0.012718950038834009,530.25,15.968719238042832,297.5,0.0026423509963937144,64,0.898277523368597,1.818253496611208,235,752.5000000000002
665600,0.1521240234375,445.84,1.6747263811528683,0.1987836169428192,-0.013313873156221234,518.0,15.968719232082368,250.0,0.002584004728123853,65,0.8355624537914992,1.868201931339641,235,775.0
675840,0.17236328125,451.36,1.6746085926890373,0.10592410082463175,-0.01344256446682266,548.25,15.968719273805618,272.5,0.002689742760776762,66,0.8808407776057721,1.691198707183465,235,775.0
686080,0.156396484375,446.68,1.6682503029704094,0.15197505308315157,-0.013152493231609696,519.75,15.96871919631958,225.0,0.0025243373772813127,67,0.9040269915014505,1.6649051553737237,235,775.0
696320,0.14638671875,451.33,1.6898046165704728,0.15075814907904714,-0.012016784694424132,544.75,15.968719220161438,247.5,0.0023283089213694897,68,0.8743131652474403,1.8060966586942058,235,775.0
706560,0.1294189453125,451.31,1.6983791641891002,0.15964609528891743,-0.01187453349120915,545.5,15.968719255924224,272.5,0.0021564174954736017,69,0.8874391719698906,1.8430898377423628,235,775.0
716800,0.1614013671875,459.13,1.6826075069606303,0.15438244054093958,-0.012998863228131086,545.5,15.96871919631958,247.5,0.002630988732505881,70,0.8990243896842003,1.6500562110270216,235,775.0
727040,0.1341552734375,451.87,1.684315886348486,0.16284336200915278,-0.012076822145900223,535.25,15.968719232082368,275.0,0.0022976162892976667,71,0.9107430554926396,1.9537724567643475,235,777.5000000000002
737280,0.1407470703125,450.67,1.693055472522974,0.1042011671466753,-0.013315835343382787,531.25,15.968719267845154,275.0,0.0024005345070239174,72,0.93168321326375,1.6842117677180273,235,775.0
747520,0.1646728515625,461.37,1.677996177971363,0.09382543542888015,-0.01447885414963821,563.25,15.968719428777694,325.0,0.0025895012012145738,73,0.9427392017096281,1.6332069779433411,235,777.5000000000002
757760,0.17490234375,465.53,1.6657389968633651,0.08445744921918959,-0.015313264631549828,590.25,15.968719190359115,350.0,0.003056790643995901,74,0.9581497836858034,1.6338747738046475,236,800.0
768000,0.1546142578125,466.82,1.6665808707475662,0.11486741881817579,-0.013627058635029244,588.25,15.968719333410263,350.0,0.002525126206228698,75,0.9307100083678961,1.6440088984986698,235,777.5000000000002
778240,0.1645751953125,483.13,1.6621979907155038,0.08028434801381082,-0.014085271489602747,595.0,15.968719172477723,350.0,0.0027137349378793846,76,0.9570696722716093,1.603715116185954,235,800.0
788480,0.165478515625,486.4,1.6630321353673936,0.10407546632923186,-0.014327458889601985,602.5,15.968719285726547,350.0,0.0027633335378599013,77,0.9347203113138676,1.6131309209241853,235,802.5000000000002
798720,0.17841796875,492.28,1.6567722603678703,0.11570974981877953,-0.014577978091256227,592.5,15.968719279766082,372.5,0.002891325285463924,78,0.9281631208956241,1.6304091839574604,235,800.0
808960,0.149853515625,486.74,1.665599523484707,0.12622728212736548,-0.014117543074826244,580.25,15.968719404935836,350.0,0.0024125057011250397,79,0.933620336279273,1.787079551499677,235,775.0
819200,0.1783935546875,498.44,1.6605084508657455,0.08657087967731059,-0.01567339641333092,601.75,15.968719285726547,350.0,0.0029338501049554493,80,0.9503511030226945,1.5414155597620085,235,777.5000000000002
829440,0.155419921875,503.49,1.6610233560204506,0.16804567663930356,-0.011698854247151757,630.0,15.96871908903122,350.0,0.002398509157524442,81,0.9037654932588339,1.7557060260852446,235,842.5000000000015
839680,0.1357177734375,500.46,1.6653682239353658,0.21726776650175453,-0.009313953285163734,612.25,15.968719244003296,300.0,0.0021166573790086162,82,0.8644470557570457,2.1286542142905582,235,802.5000000000002
849920,0.172216796875,506.58,1.6638289272785187,0.0970991691807285,-0.014012828577688197,621.25,15.96871920824051,297.5,0.0027244285104419262,83,0.939193456992507,1.6319903730883563,235,825.0
860160,0.172216796875,505.39,1.6606541760265827,0.11392770928796381,-0.013261338863230776,618.0,15.968719124794006,322.5,0.0027714586380401416,84,0.932587293535471,1.6586029053261846,235,825.0
870400,0.1496826171875,499.58,1.6780333682894706,0.13188050689641387,-0.013711580832750769,594.0,15.968719214200974,275.0,0.002473003766590723,85,0.9248404797166586,1.6199410793687012,235,825.0
880640,0.1615234375,487.59,1.6767042636871339,0.1309274866944179,-0.012921787290542852,558.0,15.96871924996376,325.0,0.002591230774715192,86,0.9280314445495605,1.7366352732928294,235,775.0
890880,0.1605224609375,491.18,1.6838527530431748,0.22756796141620725,-0.012697290417781915,623.0,15.968719416856766,350.0,0.0023832471248855097,87,0.8950130872428417,1.80563377345998,235,800.0
901120,0.1482666015625,484.63,1.6783498108386994,0.1511237480212003,-0.013307717244606465,616.75,15.96871920824051,350.0,0.0024859647861834254,88,0.9203325733542442,1.766139975127992,235,800.0
911360,0.1602294921875,491.88,1.678494320064783,0.19800569722428918,-0.012207873267470859,627.0,15.96871920824051,372.5,0.0024992997575512777,89,0.8726165797561407,1.7006286060797682,235,802.5000000000002
921600,0.1587646484375,485.93,1.6706411033868789,0.2619582721963525,-0.012309956804529065,671.0,15.968719106912612,347.5,0.002565644821243363,90,0.8682920593768358,1.6966847836717656,235,827.5000000000002
931840,0.1549560546875,480.42,1.675453855842352,0.12843422126024961,-0.014043524167573197,645.25,15.968719244003296,350.0,0.0025193930968956516,91,0.9016338624060154,1.5912313955217283,235,825.0
942080,0.17109375,489.47,1.6676411502063275,0.08004839823115617,-0.014245829846913693,649.5,15.968719178438187,372.5,0.0031268925403541018,92,0.9388012863695622,1.5674561121935762,235,825.0
952320,0.14951171875,500.84,1.6439277604222298,0.3553269449970685,-0.012457614222512348,686.5,15.968719279766082,350.0,0.002541005008970704,93,0.8660319838672876,1.8546827413359537,235,850.0
962560,0.15703125,497.45,1.6535111248493195,0.18399950691964478,-0.012720580065797548,668.0,15.968719220161438,350.0,0.0026264978580005575,94,0.9072743024677038,1.7276679310462453,235,827.5000000000002
972800,0.151171875,510.69,1.6616544708609582,0.23405987466685474,-0.011723244762470131,667.75,15.96871913075447,375.0,0.0022877077321030543,95,0.8490213248878717,1.7214189695137745,235,827.5000000000002
983040,0.15673828125,525.27,1.6743129819631577,0.3151666686637327,-0.012536653311690316,699.0,15.96871930360794,375.0,0.002510877796271761,96,0.8814067661762237,1.78812862348765,235,850.0
993280,0.153076171875,514.28,1.6670236639678477,0.16265228944830595,-0.014071947716183785,687.0,15.968719202280045,375.0,0.0025314535625060005,97,0.9151638898998499,1.5678209726556347,235,850.0
1003520,0.148974609375,518.4,1.6642625503242017,0.2818574060918763,-0.014274449487857055,688.5,15.968719160556793,375.0,0.0025209500413328483,98,0.8680295951664447,1.7381223826913517,235,850.0
1013760,0.172607421875,538.34,1.6612493962049484,0.26947591854259373,-0.013882898227893747,756.5,15.968719124794006,397.5,0.002677121943407057,99,0.9060490377247333,1.684108465107488,235,852.5000000000002
1024000,0.1617431640625,532.55,1.6544594526290894,0.4857027830556035,-0.013206066934071715,804.25,15.968719065189362,397.5,0.002531209761582759,100,0.861599126458168,1.9254354817414654,235,882.5000000000006
1034240,0.142236328125,540.84,1.6549753569066525,0.46292125191539524,-0.011429235319519648,865.0,15.968719315528869,425.0,0.002288170833481102,101,0.8216490790247917,2.082615356219242,234,960.0000000000009
1044480,0.1614990234375,555.74,1.6458870194852353,0.7360567259602249,-0.011453921363136032,976.0,15.96871926188469,425.0,0.00253416064060762,102,0.7995116703212262,2.276710138763349,235,1327.5000000000002
1054720,0.155908203125,571.86,1.6511702090501785,0.8947880535153672,-0.011213377119202051,1091.25,15.968719106912612,425.0,0.0023531972499544257,103,0.7845836579799652,2.657121705672565,234,3907.500000000001
1064960,0.1579345703125,567.02,1.6290554732084275,0.5270446131238714,-0.0121537604216428,1146.0,15.968719118833542,420.00000000000006,0.002516486947684249,104,0.8133368067443371,2.2651046187863817,234,4075.0
1075200,0.13515625,572.18,1.6466161727905273,0.5724000797141343,-0.01042610733420588,1179.75,15.968719363212585,420.00000000000006,0.0020658169696620376,105,0.822877099364996,2.618852774376007,234,4052.5
1085440,0.1403076171875,566.46,1.6545942910015583,0.5714626908767968,-0.012353053034166806,1185.0,15.968719321489335,420.00000000000006,0.0023627931841363964,106,0.8343293439596892,2.3242269042802746,234,4052.5
1095680,0.1294189453125,562.08,1.6480354472994805,0.9196535861119628,-0.01120190765868756,1183.0,15.968719315528869,425.0,0.0021591506220946634,107,0.7690259005874396,2.353306969184303,234,3982.5000000000005
1105920,0.170361328125,560.77,1.6476860918104648,0.48573859591269863,-0.013230373978876742,1203.0,15.968719291687012,425.0,0.0027341720476218865,108,0.8609767656773328,2.0139638827741826,234,4052.5
1116160,0.1463134765625,568.42,1.6676191613078117,0.4204087199876085,-0.011540247403536342,1188.75,15.968719297647477,425.0,0.0023913113867255363,109,0.8440358366817236,1.9463968842186408,234,4052.5
1126400,0.1258544921875,572.73,1.6796632260084152,0.18386941086500883,-0.01272777006324759,1124.75,15.968719327449799,400.0,0.0021326936174094415,110,0.8724569987505675,1.6765999667578284,234,3960.000000000001
1136640,0.1384521484375,568.27,1.6637156911194324,0.4481090340996161,-0.01365946888254257,1044.0,15.968719184398651,400.0,0.0022668104488733484,111,0.8522401086986064,1.8373102490899036,234,1610.000000000022
1146880,0.1649169921875,577.74,1.6517295368015765,0.1104813108453527,-0.015223126892306028,1020.25,15.968719255924224,400.0,0.002869721561092193,112,0.9111296039074659,1.5755841386927165,234,1352.5
1157120,0.16015625,587.12,1.6512240201234818,0.3137743588304147,-0.013786065993190277,971.5,15.968719005584717,400.0,0.002737680942471247,113,0.9066749889403581,1.9073818689657294,234,1327.5000000000002
1167360,0.1514404296875,572.9,1.6488671369850636,0.37086677353363484,-0.012548849308950593,839.5,15.968719154596329,375.0,0.002390899759120976,114,0.8587062317878008,2.009258243875484,234,1050.0
1177600,0.1403564453125,576.65,1.633241131156683,0.6663088600384072,-0.011202750891607138,942.75,15.968719154596329,375.0,0.0023215083708922717,115,0.8025559350848198,2.3071075765508744,234,1350.0
1187840,0.1443603515625,583.95,1.6584202170372009,0.818647139519453,-0.0121922676662507,1032.25,15.96871930360794,445.0,0.002412833057644898,116,0.769887650385499,2.3358010131586804,234,1375.0
1198080,0.1559326171875,592.97,1.6783020593225957,0.308338357321918,-0.012190174961142474,1063.0,15.96871930360794,447.5,0.002435583614533565,117,0.8486682400107384,1.9830717023429538,234,1625.0000000000211
1208320,0.1246826171875,587.82,1.6814812496304512,0.2571283078752458,-0.012368173836148345,1037.25,15.968719172477723,400.0,0.0022738055694392794,118,0.8480822533369065,1.895384910387336,234,1625.0000000000211
1218560,0.1628662109375,579.13,1.6614735588431357,0.14038844434544445,-0.013508208982966608,1005.5,15.968719321489335,400.0,0.0028716325536950905,119,0.9343265533447266,1.5648188406570243,234,1352.5
1228800,0.14404296875,572.78,1.6668249808251858,0.285972811607644,-0.012344074848806485,918.25,15.968719202280045,425.0,0.00239830154296247,120,0.8975362565368414,1.7033769279877635,234,1327.5000000000002
1239040,0.145947265625,567.21,1.6501761734485627,0.658151905820705,-0.011963708899565972,904.75,15.968719351291657,425.0,0.002234606064826375,121,0.8286164112389087,2.2518926014209644,234,1300.0
1249280,0.1368896484375,566.1,1.651561689376831,0.37077987163793297,-0.011638936600502348,891.75,15.96871926188469,400.0,0.002236604041980047,122,0.8827383164316416,2.191588774173907,234,1305.0000000000005
1259520,0.134375,569.4,1.6504813380539418,0.8232902993448079,-0.010345768112165388,979.5,15.9687191426754,425.0,0.0022138126159692317,123,0.8010788105428219,2.3052271125655635,234,1380.0000000000005
1269760,0.1603515625,576.41,1.6484823033213616,0.1551428535487503,-0.01360244029056048,1006.75,15.968719083070756,450.0,0.0026029436965021627,124,0.9132091488689185,1.8222355899370775,234,1427.5000000000002
1280000,0.1305908203125,580.13,1.650633056461811,0.7798864230047912,-0.010650147198612103,1093.5,15.968719267845154,472.5,0.0022373205382340113,125,0.83004788197577,2.6369780366596745,234,3702.5000000000005
1290240,0.1481689453125,591.85,1.6393253579735756,0.5099278562003746,-0.012117713484622072,1160.5,15.968719315528869,472.5,0.002583081627767907,126,0.8396828748285771,2.229748982354137,234,3802.5000000000005
1300480,0.1325927734375,609.61,1.6194763213396073,1.1833515953971072,-0.010392245698312763,1315.5,15.968719321489335,500.0,0.0021078018660208473,127,0.7510698672384024,3.732852938917655,234,4027.5000000000005
1310720,0.1531494140625,615.76,1.657960259914398,0.35892738089896736,-0.013884575188421877,1364.5,15.968719214200974,500.0,0.002684455788540035,128,0.8991915225982666,1.8275767244517724,234,4125.0
1320960,0.1027587890625,628.34,1.6591771796345711,0.800707264058292,-0.009591832499063457,1397.25,15.968719184398651,500.0,0.0017590264969047549,129,0.7382270023226738,2.654552561980066,234,4080.0000000000005
1331200,0.14892578125,624.74,1.658151913434267,0.268414400704205,-0.01359929479767743,1410.25,15.968719285726547,500.0,0.0024755736246110057,130,0.9228570785373449,1.8929372009517578,234,4080.0000000000005
1341440,0.1246826171875,630.81,1.6492032453417778,0.746694537368603,-0.010638511975776055,1449.5,15.968719309568405,500.0,0.002572594985554473,131,0.8250558275729418,2.530522698653932,234,4127.5
1351680,0.1421875,628.53,1.6372368887066842,1.108258687518537,-0.010990929265972227,1508.25,15.96871930360794,500.0,0.002002363849806346,132,0.8138958044350147,2.89310811031593,234,4152.5
1361920,0.16630859375,612.99,1.64122159704566,0.695570437121205,-0.01288196572822926,1320.25,15.96871908903122,500.0,0.0025386158747554726,133,0.8585999991744757,2.2590069795783183,234,4002.5
1372160,0.1599853515625,622.42,1.6396086663007736,0.6516156553057953,-0.011095493649918353,1391.0,15.968719083070756,500.0,0.0022284474581059734,134,0.7890481874346733,2.4566932488502577,234,4025.0
1382400,0.1316650390625,625.64,1.6612383775413035,0.49477948802523314,-0.01183221941391821,1370.75,15.96871924996376,500.0,0.0021951734435905106,135,0.8448016431182623,2.065463830344308,234,4025.0
1392640,0.1614013671875,635.61,1.6536936976015568,0.4480052574770525,-0.013231104784063063,1401.75,15.968719184398651,500.0,0.002524922955922525,136,0.8997159667313099,1.9908743079646172,234,4027.5000000000005
1402880,0.1499755859375,630.2,1.6450931511819362,0.6640130333718843,-0.011433560284785926,1347.75,15.968719160556793,522.5,0.002270619164687927,137,0.8680480659008026,2.3236816287041404,234,4027.5000000000005
1413120,0.1296142578125,622.77,1.6426321126520633,1.2739458873867988,-0.010195485319491127,1382.5,15.968719345331191,497.5,0.0019287334162075697,138,0.7066783756017685,3.33418073677539,234,4050.0
1423360,0.13310546875,619.74,1.6518610715866089,0.6956846285611391,-0.011048392415978015,1423.0,15.968719106912612,475.0,0.0020684053723815385,139,0.7932672657072544,3.0138137479066365,234,4057.5000000000005
1433600,0.131103515625,614.28,1.6532491162419318,0.9466377432923764,-0.010844428544805851,1423.75,15.96871913075447,475.0,0.002499299127942201,140,0.7988547910004854,3.648180266218646,234,4127.5
1443840,0.1517822265625,615.98,1.6620079055428505,0.7642456750385463,-0.01183151318509772,1404.75,15.968719387054444,475.0,0.0024037834405365747,141,0.8419136270880699,2.7049669826492515,234,4125.0
1454080,0.172509765625,617.98,1.659883650392294,0.3781021881382912,-0.01453923872577434,1429.75,15.96871926188469,475.0,0.002700688992945628,142,0.8632065664976836,2.048913181541868,234,4125.0
1464320,0.141357421875,622.79,1.6558174297213555,0.6759442478884011,-0.011165991879533977,1426.25,15.968719255924224,475.0,0.0020368911868448706,143,0.8439903810620308,2.6550172993336743,234,4127.5
