episode_length,fps,advantage_norm,grad_norm,PMM:episode_rewards,P09:episode_rewards,frames,policy_loss,P01:episode_rewards,explained_variance,value_loss,epoch_idx,policy_entropy
187.4,262,0.9829585625976324,0.135331229022965,1.55,4.0,160000,0.0008662391433608718,0.0,-0.12879666388034822,0.009650622779117839,20,1.3850147354602813
191.89,261,0.8692777781561017,0.12517691608901202,1.64,4.1000000000000085,168000,0.00019830159842967987,0.0,-0.22658474147319793,0.008200591713266476,21,1.3857349181175231
180.61,261,0.8692540059238673,0.12246559780450669,1.3,3.1000000000000085,176000,-6.347678892780095e-05,0.0,-0.16256889641284944,0.008367636680104625,22,1.3850337028503419
181.66,261,0.9854480261355638,0.15037137493810915,1.33,4.0,184000,0.0019645375148684254,0.0,-0.18597948610782622,0.009528797171515179,23,1.383799661397934
191.11,261,0.9687074580788613,0.1480433969270857,1.58,4.0,192000,-0.00010418614954687655,0.0,-0.08112106621265411,0.008952186429378345,24,1.3845732843875884
193.32,261,0.9096712799370289,0.1444667552903176,1.7,4.1000000000000085,200000,0.0020743195491377264,0.0,-0.5322457438707352,0.008595795711589744,25,1.384550805091858
187.17,261,0.9000509330257773,0.15832901703176372,1.59,4.0,208000,0.00011801871936768293,0.0,-0.4829250019788742,0.00851371675743394,26,1.3852314162254333
182.51,261,0.8244351754337549,0.1308305692899188,1.39,4.0,216000,0.0010005436941355583,0.0,-0.2050052261352539,0.00648976909553312,27,1.385059756040573
177.39,261,0.7591009882837534,0.13717744562176837,1.23,3.0,224000,0.0008576333525707014,0.0,-0.4870114833116531,0.006140687284823798,28,1.3840803158283235
172.72,260,0.7884409435838461,0.14391764571745516,1.11,3.0,232000,0.00017263572197407485,0.0,-1.2683199888467789,0.006495922273679753,29,1.3851386713981628
179.01,261,0.8852242150902748,0.17294849735759218,1.28,3.0,240000,-0.0003347355098230764,0.0,-0.24634516775608062,0.007537455735364347,30,1.3830307710170746
181.58,261,0.7908667220920325,0.1492828056610897,1.35,3.0,248000,1.1633321337285452e-05,0.0,-0.7660522270202637,0.006460875742232019,31,1.378100632429123
182.13,262,0.9338684046268463,0.18499944440371432,1.41,4.0,256000,-0.0004349202799494378,0.0,-0.2496046817302704,0.008485828469856642,32,1.3780083763599396
178.52,262,0.7730014596879482,0.13459579401116442,1.36,3.0,264000,-0.00022920478568948965,0.0,-0.12501695036888122,0.006013077831303235,33,1.3784738206863403
172.85,262,0.8579264993220568,0.15562726917241945,1.22,3.0,272000,-9.423844694538275e-05,0.0,-0.3850798088312149,0.007062978872199892,34,1.3771499967575074
170.32,262,0.7584834395349026,0.13840146733278813,1.14,3.0,280000,0.00016511867557710501,0.0,-0.28713915348052976,0.005836005798628321,35,1.3802392995357513
170.11,262,0.8569216485321521,0.1420378536134188,1.09,3.0,288000,4.761946460348554e-05,0.0,-0.17891012251377106,0.00666170351782057,36,1.3833778810501098
179.59,263,0.8274837674200535,0.14433330149344378,1.31,4.0,296000,0.001004596673301421,0.0,-0.2260550504922867,0.0063995950671233,37,1.384769425392151
187.28,262,0.9050645144283771,0.15864747902282847,1.51,4.0,304000,-0.0005343423975864425,0.0,-0.13535166203975676,0.007538539089000551,38,1.3834799432754517
190.64,263,0.8713927839696407,0.1554202907775271,1.61,5.0,312000,0.00026014032191596926,0.0,-0.5073709309101104,0.007162885235593421,39,1.3805264401435853
190.7,263,0.7458987834304571,0.11446485722712615,1.66,4.1000000000000085,320000,-9.519994811853394e-05,0.0,0.1997631597518921,0.005341277430343325,40,1.38292360663414
183.23,263,0.8008115853369236,0.13220952762666002,1.44,3.1000000000000085,328000,-0.00013668926680111327,0.0,-0.07698265254497529,0.005851556851848727,41,1.3782056534290315
186.66,263,0.8240542653948069,0.13188388319221392,1.48,3.1000000000000085,336000,-0.00031632629157684277,0.0,-0.10498189508914947,0.00607106543298869,42,1.3813513314723969
189.32,263,0.7464284235239029,0.12436036973358348,1.6,3.1000000000000085,344000,0.00026117902207261067,0.0,0.13294676423072815,0.005508157950389432,43,1.3828606808185577
176.4,263,0.7079821629822254,0.11917298948167825,1.28,3.0,352000,0.0005869182105743676,0.0,-0.26105910003185273,0.005267738466573064,44,1.3830211067199707
173.55,263,0.8367980036139488,0.14817046802648945,1.14,3.0,360000,0.0005743752879789099,0.0,-0.22115580916404723,0.006288790561811765,45,1.384247351884842
180.27,263,0.877597175464034,0.1608663311458471,1.35,3.0,368000,-9.133753774221986e-05,0.0,-0.42252298653125764,0.006943590906303143,46,1.3843659687042236
175.66,262,0.7032423266768455,0.12504446823782084,1.29,3.0,376000,3.932449253625236e-05,0.0,-0.22403224766254426,0.00473682287891279,47,1.3796721732616424
174.87,262,0.8662509737163782,0.14461609982721488,1.19,3.0,384000,0.0002984232682501897,0.0,0.02869042694568634,0.00643227634827781,48,1.3794771873950957
180.6,263,0.7376848939806223,0.12491169416935191,1.32,3.1000000000000085,392000,-0.0006001724437737721,0.0,-0.09865008175373077,0.00499275942966051,49,1.3768590044975282
192.08,263,0.9347383518517017,0.1495214139209997,1.56,4.0,400000,0.0008175699322055152,0.0,0.22866878509521485,0.007111178581835702,50,1.3814696502685546
194.29,263,0.7236758926510811,0.11369639525522553,1.58,4.0,408000,0.00023063878246603052,0.0,0.19544931888580322,0.004580633524892619,51,1.3847292375564575
184.76,263,0.6840164144337177,0.11241663843465027,1.47,3.0,416000,-1.5630982152288197e-05,0.0,0.25314288198947904,0.00437221280139056,52,1.3844901871681214
183.38,263,0.9395260192453861,0.14363130171139096,1.5,3.0,424000,-0.00040013507357798515,0.0,-0.21173199772834778,0.007682336549842148,53,1.378991936445236
197.9,263,0.7518323653936386,0.1177707672135233,1.78,5.0,432000,-0.0003719519911101088,0.0,0.4532851427793503,0.0047374776142532935,54,1.3800872921943665
205.44,263,0.7553668503463268,0.12840435997100783,1.92,5.0,440000,0.0006620946613838896,0.0,-0.37390568435192106,0.004890651078967494,55,1.3794667327404022
206.67,264,0.8570924662053585,0.1476081527789628,2.02,5.1000000000000085,448000,0.0011906857785652391,0.0,0.3204697471857071,0.006562945743935416,56,1.3824894475936889
194.43,264,0.6843888791650534,0.1055948614456919,1.72,4.200000000000017,456000,-0.0007657601239043288,0.0,0.4142684072256088,0.0041358403611229735,57,1.3821918368339539
186.57,264,0.6981681180745363,0.11667980293544852,1.47,4.0,464000,0.0005346527359142783,0.0,0.5544881629943847,0.004255433762664324,58,1.381555244922638
186.89,263,0.6914982338994742,0.10954279723813704,1.49,4.0,472000,-0.0003407769638579339,0.0,0.15481922090053557,0.004281057431398949,59,1.3821677374839783
189.53,263,0.8869483339786529,0.15849525469642123,1.58,4.0,480000,-4.795627784915268e-05,0.0,0.19090230166912078,0.006796442170452792,60,1.3831326019763948
180.58,263,0.7051300145685673,0.11959937908656534,1.39,3.0,488000,0.0006551900540944189,0.0,-0.5178740113973618,0.004449592856763047,61,1.3808368039131165
175.46,263,0.6643683727085591,0.10637261956593584,1.28,3.0,496000,-0.00042670634467867786,0.0,0.01970921814441681,0.004174321199825499,62,1.3830927801132202
180.29,262,0.8687013575434684,0.148736941986959,1.39,3.0,504000,-0.00015715140994871035,0.0,0.16294828534126282,0.006384996602719184,63,1.3778574967384338
178.63,263,0.5662673894315958,0.09018624256731168,1.31,3.0,512000,0.00025031761004356667,0.0,0.44968782186508177,0.0028733972026748233,64,1.3816245794296265
181.57,263,0.7095716377347707,0.11558912729922939,1.32,3.0,520000,0.0005816114859771914,0.0,-0.6320158135890961,0.004202827062254073,65,1.383193085193634
178.58,263,0.8070976480841636,0.13736145562206706,1.33,3.0,528000,0.0003706295992287778,0.0,-0.25317905366420745,0.005725170883815736,66,1.3844540369510652
177.07,263,0.7744145146757364,0.1222174287426654,1.42,3.0,536000,-0.00014808988431468605,0.0,-0.06859062671661377,0.005198177901402232,67,1.3823896312713624
186.98,263,0.6951625960320235,0.10536218187084025,1.72,5.0,544000,0.0002961407951079309,0.0,0.28453604102134705,0.004367752346515772,68,1.384695097208023
189.79,263,0.6790447340905666,0.1046272431770816,1.68,4.1000000000000085,552000,0.0005474561361188535,0.0,0.18648317456245422,0.003900701181337354,69,1.3845001745224
186.13,263,0.7137243396043778,0.11503623535842591,1.45,4.0,560000,-0.00011729274407116463,0.0,0.31386142373085024,0.004314055992144858,70,1.384481327533722
185.7,263,0.7501825725287199,0.12037609455223436,1.46,3.0,568000,0.0008072550070937723,0.0,0.07814270913600922,0.00508280395224574,71,1.3834080410003662
189.91,263,0.8699342764914035,0.13641300258375713,1.54,4.0,576000,-0.00018582527642138302,0.0,-0.16227145195007325,0.006362144412851194,72,1.3805725181102753
186.22,264,0.7173021788150072,0.1083908999446002,1.5,4.0,584000,0.0005924701328331139,0.0,-0.01433339536190033,0.00486935943717981,73,1.3811317217350005
174.09,264,0.6723830762505532,0.11597299316215225,1.26,3.0,592000,-0.0010876907494093758,0.0,-0.4426849913597107,0.004400801329429669,74,1.3798604321479797
172.9,264,0.8365877618640661,0.13690027678199626,1.19,3.0,600000,-0.00023425055667757988,0.0,-0.8816382431983948,0.0060369815955345985,75,1.37663019657135
178.06,264,0.6639887528121471,0.10048323400337816,1.3,3.0,608000,1.8268993953824976e-05,0.0,0.026728325486183167,0.004016676724641002,76,1.3825345301628114
175.97,264,0.6845644465833902,0.11272061442499443,1.24,3.0,616000,-0.00043444843497127296,0.0,-0.07880384385585786,0.004350520126681658,77,1.380236278772354
169.91,264,0.6711652197688818,0.10764547096119009,1.1,3.0,624000,0.0004241800293675624,0.0,-0.4980076503753662,0.003938456335199589,78,1.3779798173904418
168.83,264,0.6783130868524313,0.11353377683600849,1.09,3.0,632000,-0.00034889769449364394,0.0,0.28681607127189634,0.004233085399755509,79,1.3845171594619752
179.9,265,0.7198573622852564,0.11725955510455523,1.38,3.1000000000000085,640000,1.6563478129683063e-05,0.0,0.283215799331665,0.004534173794818344,80,1.3824449741840363
185.78,265,0.7566651526093483,0.12502401403992655,1.49,3.0,648000,0.00031918099695758427,0.0,-0.1105840939283371,0.004940297928988003,81,1.3833537030220031
178.52,265,0.5633700281381607,0.08699455852369407,1.24,3.0,656000,0.0006285496514465194,0.0,-0.24946304738521577,0.0029914618196562517,82,1.3855269038677216
179.08,265,0.7429201228916645,0.12112578778440124,1.26,3.0,664000,-0.0003174574344302528,0.0,0.19235876262187956,0.004707223666118807,83,1.3847777652740478
187.11,265,0.7103836337476969,0.11252215360151066,1.46,3.1000000000000085,672000,-0.00020776235745870509,0.0,-0.7377748519182206,0.004302372319871211,84,1.3841914880275725
183.87,265,0.6416102278977632,0.11196809032352302,1.4,3.0,680000,0.00024574278882937505,0.0,-0.16180932700634001,0.0038128358307585584,85,1.382971167564392
190.62,265,0.730405680835247,0.11836721014188294,1.58,4.0,688000,0.00011738353641703725,0.0,0.36008228540420534,0.004753719226064277,86,1.384222638607025
191.75,265,0.4797105883806944,0.07315728844450718,1.61,4.0,696000,0.0004290665898588486,0.0,0.32080052435398104,0.002063397543533938,87,1.3833739650249481
178.35,265,0.6283980879932642,0.10183382987958187,1.27,3.1000000000000085,704000,-0.00012444065461750142,0.0,0.3153268784284592,0.0035968361938284944,88,1.38177854180336
181.61,265,0.7035300379246473,0.1173416351381365,1.38,3.0,712000,-0.0007750562843284569,0.0,-0.27518804669380187,0.004591206045697618,89,1.384550563097
172.92,265,0.5490033409744501,0.08280153372832082,1.16,3.0,720000,-0.00024219603787059896,0.0,0.23917103230953216,0.0026469397862820187,90,1.3845007872581483
172.97,264,0.6406751429289579,0.10520364700306323,1.14,3.1000000000000085,728000,0.00017667182204604613,0.0,0.06826597392559051,0.003906389250005304,91,1.3823451161384583
173.76,264,0.5587969401478767,0.08703841837373481,1.15,3.0,736000,-0.0003792347270064056,0.0,-0.019552260041236877,0.0028472097610938362,92,1.3821505844593047
167.56,264,0.49417415671050546,0.07757494602470245,0.97,2.0,744000,7.059951487462967e-05,0.0,-0.10875206649303436,0.0023588513091453932,93,1.384686369895935
178.83,264,0.766417416781187,0.1271384570104715,1.29,3.0,752000,-0.00013931510423390137,0.0,0.31054837107658384,0.0049601990274095445,94,1.383867530822754
186.03,264,0.5821686257421971,0.08806772814479613,1.4,3.0,760000,6.697760851238854e-05,0.0,0.20279854536056519,0.0029365597324067494,95,1.3819036746025086
181.75,264,0.5152787740528584,0.07984512930788665,1.31,3.0,768000,0.00026550746675638946,0.0,0.1727016496658325,0.002405332939742948,96,1.3819166147708892
180.72,264,0.5871268519759179,0.09507352476381044,1.31,3.0,776000,-0.00019101993515505456,0.0,0.3844330352544785,0.0031001114902755944,97,1.3841268610954285
179.92,264,0.6523342194408178,0.10599972819742812,1.29,3.1000000000000085,784000,0.00031030139012727887,0.0,-1.2862249398231507,0.00400782856191654,98,1.3850040996074677
175.34,264,0.5811469089984894,0.08882186476285683,1.2,3.0,792000,-0.00035247628446086307,0.0,0.009990800023078918,0.0032007166626863183,99,1.3817817974090576
170.27,264,0.5886558150500059,0.09037216778381225,1.1,3.0,800000,0.00031617629225365817,0.0,-2.221075635552406,0.0031935249430534896,100,1.3801516699790954
166.02,264,0.5415258959680795,0.08677247734333149,1.0,2.0,808000,-0.0001362294801947428,0.0,-0.6823798936605453,0.003155717376175744,101,1.379869933128357
168.97,264,0.5833255679160356,0.08805612497599061,1.04,3.0,816000,0.0002989811732550152,0.0,-0.21482757210731507,0.0031610348141839495,102,1.3829132914543152
166.95,264,0.5280926432460546,0.08100269368736851,0.97,3.0,824000,-0.0003329891641624272,0.0,0.19910431921482086,0.0026425687450318948,103,1.3831729686260223
177.87,264,0.6036120422184468,0.09801014436785511,1.28,4.0,832000,-0.00015845109885503916,0.0,0.4091350829601288,0.003598413064610213,104,1.3832398545742035
189.24,263,0.6001219020038843,0.09071084814040209,1.63,4.0,840000,8.225835525081493e-05,0.0,0.29572319269180297,0.003227674204026698,105,1.3834988451004029
185.62,263,0.60096305526793,0.09122193777261572,1.52,4.0,848000,-7.46431814332027e-05,0.0,-0.05786216914653778,0.003427285001598648,106,1.3847030544281005
179.0,263,0.5824207448214292,0.09032476984986566,1.34,4.0,856000,0.00030728293699212373,0.0,0.34907330632209776,0.0030231762366747716,107,1.383631591796875
181.0,263,0.5394360053539277,0.08191495427068912,1.38,3.1000000000000085,864000,-4.5244577777339145e-05,0.0,-0.3610729914903641,0.0026798144190979655,108,1.383521956205368
186.15,263,0.5873580995947123,0.09422461081223281,1.49,4.0,872000,-2.833059770637192e-06,0.0,0.5117853713035584,0.003326769725535996,109,1.3843439888954163
182.65,263,0.663907981812954,0.10619960499413555,1.41,3.0,880000,-0.000362186336205923,0.0,-0.5672475123405456,0.003893146450209315,110,1.382291328907013
180.33,263,0.6284595702588558,0.09504280137085555,1.3,3.0,888000,-0.000137358725478407,0.0,0.041808709502220154,0.003422945000056643,111,1.3803828179836273
179.14,263,0.7130513794720172,0.1035842867943712,1.28,3.0,896000,-0.00034781622205628084,0.0,0.4103313934803009,0.003944518720236374,112,1.3816694259643554
192.89,263,0.5920874878019095,0.09456881453684168,1.65,4.0,904000,0.0002856276665261248,0.0,0.4512318485975266,0.0033691277179605096,113,1.383538910150528
194.17,263,0.6404936864227057,0.0980587777277947,1.66,4.1000000000000085,912000,0.0004580877310218057,0.0,0.371767720580101,0.0035732454064418564,114,1.38324200630188
180.23,263,0.5877554457634687,0.08882288369641371,1.29,4.0,920000,0.00010274673390085809,0.0,-0.11216535687446594,0.00331839832568221,115,1.3830085909366607
171.81,263,0.703914208561182,0.11384798741382621,1.15,3.0,928000,-0.0014998730798106408,0.0,-0.10115832865238189,0.00418237577250693,116,1.3808367371559143
186.48,263,0.6000600326806307,0.09045497557526386,1.53,3.1000000000000085,936000,0.0007221363453572848,0.0,0.61384730219841,0.003154269221413415,117,1.3819765174388885
187.24,263,0.6782453480362892,0.09909440805910805,1.53,3.0,944000,-0.0008268262833007611,0.0,0.3655865561962128,0.0037757300431258047,118,1.3815698862075805
171.68,263,0.6685022681206465,0.10534313931013614,1.17,3.0,952000,0.0006895934778367519,0.0,0.0014067214727401733,0.004119587320983556,119,1.3797882974147797
177.02,263,0.6267226223647594,0.09823029854012252,1.32,3.0,960000,0.00043320286204107106,0.0,0.08719250917434693,0.003759269211877836,120,1.3839297139644622
183.02,263,0.6154086162149907,0.097738156249965,1.47,3.1000000000000085,968000,-0.0009578679758124053,0.0,-0.3958660691976547,0.0034174600883125094,121,1.3790174543857574
172.09,263,0.6217410686612129,0.09426989416142094,1.16,3.0,976000,0.0005606534442631528,0.0,-0.981132202744484,0.003481012516458577,122,1.3731491565704346
167.58,263,0.5228526584804059,0.07694114801896668,1.02,3.0,984000,1.7079284589271992e-05,0.0,-0.04167451322078705,0.0025503756539183085,123,1.3824370288848877
177.28,263,0.592301471978426,0.08947460841772151,1.25,3.0,992000,3.033639630302787e-05,0.0,0.6626830887794495,0.0032198065605552983,124,1.384576689004898
183.03,263,0.5922505225986242,0.09509909264528953,1.37,3.0,1000000,0.00011025905099813826,0.0,-6.936858694553376,0.0033376351900733427,125,1.382481894493103
168.17,263,0.38234171077609064,0.05465206661974507,1.02,3.0,1008000,-0.00011486124130897224,0.0,-0.23304858326911926,0.0014408303612071904,126,1.384405711889267
167.36,263,0.5399565133452415,0.08353354663757924,1.01,3.0,1016000,0.0003932311367316288,0.0,0.531293876171112,0.002462076877927757,127,1.3840234887599945
177.92,263,0.5008483604341746,0.07582619227928088,1.28,3.0,1024000,-0.00042549803212750705,0.0,0.3883047831058502,0.00245774511302443,128,1.385213178396225
178.78,263,0.49792298264801504,0.08071555900334407,1.26,3.1000000000000085,1032000,-0.0002989676559809595,0.0,0.4201497656106949,0.002499978596715664,129,1.3850761604309083
178.31,263,0.6834162840247154,0.09980407147345685,1.23,3.0,1040000,-3.545031479006866e-05,0.0,0.48829854547977447,0.004138735120577621,130,1.3843997168540954
190.94,263,0.5951277802884579,0.08857869283634438,1.56,3.1000000000000085,1048000,-0.0001862264944065828,0.0,0.15759241104125976,0.00330075641075382,131,1.379372626543045
193.66,263,0.5777344727516174,0.09042311073094547,1.62,4.0,1056000,0.00020772916584974155,0.0,0.5507659327983856,0.0028893110514763977,132,1.3836335837841034
179.07,263,0.6040888963639737,0.08936091904261012,1.28,3.0,1064000,0.00045563691444840517,0.0,0.05399252355098724,0.0032679421943976193,133,1.3839433550834657
181.06,263,0.529282258078456,0.08017980576689018,1.37,3.0,1072000,-0.000243817696464248,0.0,0.4878214555978775,0.002784582382773806,134,1.3849220299720764
186.22,263,0.5210357749462128,0.07600635705964527,1.48,4.0,1080000,0.00012322619906626642,0.0,-1.505470939874649,0.0027273549783421915,135,1.385746454000473
180.69,263,0.570415320545435,0.07974197434288638,1.31,3.1000000000000085,1088000,0.0001863937944290228,0.0,0.2580833888053894,0.002826426892897871,136,1.3852178859710693
183.79,263,0.5741851142048836,0.08852393583900195,1.44,4.0,1096000,1.9036345729546156e-05,0.0,0.5608685874938965,0.0029734734355588445,137,1.3827811908721923
186.67,263,0.553092394694686,0.07767013748296044,1.49,4.0,1104000,-0.000490992822451517,0.0,0.33207827746868135,0.002616012823382334,138,1.3808598601818085
171.04,263,0.5138515162467957,0.08185308400042553,1.1,3.0,1112000,-0.00024315186663443456,0.0,-0.7758980071544648,0.002637104280802305,139,1.3810680735111236
171.96,263,0.5837641456723213,0.08543633912331722,1.13,3.0,1120000,0.0004326435553957708,0.0,0.19231480240821838,0.002842964130322798,140,1.3815367579460145
181.96,263,0.7175369971990585,0.11814796740627692,1.38,3.0,1128000,9.438605036848457e-05,0.0,0.45869811534881594,0.004346419610810699,141,1.3832296991348267
193.05,263,0.5590181364864111,0.08054069489006493,1.61,4.0,1136000,0.00012390829449941522,0.0,0.4931528091430664,0.0026889206811756593,142,1.3820844972133637
180.37,263,0.46670401737093925,0.07071362816882458,1.3,3.0,1144000,0.0002820124315621797,0.0,0.0630090755224228,0.0021867143120471153,143,1.3834978330135346
174.27,263,0.605028432905674,0.0954058007249881,1.18,3.0,1152000,-0.0004010212763387244,0.0,-0.023203872442245484,0.0034019689635533725,144,1.3850798201560974
177.27,263,0.5400783170759678,0.07950525093131185,1.28,3.0,1160000,9.668462857007399e-05,0.0,0.44321354806423185,0.0028316200052358907,145,1.3846225690841676
170.58,263,0.4995806772261858,0.06977395186634083,1.1,3.0,1168000,0.00022277824886259622,0.0,0.4793588584661484,0.00238515019602346,146,1.38487251996994
170.93,263,0.544918300807476,0.0838074378303949,1.11,3.0,1176000,-0.0005616723353159613,0.0,0.20687270939350128,0.0025472950930270598,147,1.3853219318389893
181.05,263,0.47895902052521705,0.06956341896646395,1.37,3.0,1184000,-7.23626630497165e-05,0.0,0.6692769229412079,0.0020429951366531893,148,1.3836170578002929
191.46,263,0.7053675426542759,0.1123261346484718,1.64,4.1000000000000085,1192000,0.0002785615756874904,0.0,0.3212393593788147,0.004318967128929216,149,1.3820980298519134
198.0,263,0.5399588311463595,0.08093862898390582,1.82,5.0,1200000,-6.394768060999922e-06,0.0,0.558875560760498,0.0025925341577385554,150,1.3831208288669585
190.02,263,0.37717952944338323,0.05649558531905297,1.62,4.1000000000000085,1208000,-9.714126514154487e-05,0.0,0.5577963823080063,0.0013607877094000288,151,1.3834623968601227
184.49,263,0.4703377933055162,0.06925841033698639,1.48,4.1000000000000085,1216000,0.00029644383739650947,0.0,0.5347172898054123,0.0021931443474022673,152,1.3841969430446626
188.49,263,0.5202063239365816,0.07962318517126546,1.52,4.1000000000000085,1224000,-0.0004979201572132296,0.0,0.6498254483938217,0.0026218883335241117,153,1.384333679676056
193.81,263,0.6001400481909513,0.09088443086263949,1.65,4.1000000000000085,1232000,-0.00018513152695959434,0.0,-0.2785879170894623,0.003309415796175017,154,1.3831094443798064
198.88,263,0.5050483250617981,0.07259376175691827,1.77,4.1000000000000085,1240000,0.00043172353580303027,0.0,0.6911736077070236,0.0023418703626521165,155,1.3840248250961305
185.71,263,0.4686839575320482,0.07399646192388251,1.42,4.0,1248000,-0.00010724164836574346,0.0,-0.15035133957862853,0.002194601934606908,156,1.3851369059085845
179.89,263,0.6674236172437668,0.09963246572242747,1.33,4.0,1256000,0.0003269307356094941,0.0,0.359385312795639,0.0037492861157807054,157,1.3851175785064698
182.86,264,0.5176428095996379,0.07740327559341069,1.49,4.0,1264000,-0.0003277580105350353,0.0,0.6556791770458221,0.002473505224334076,158,1.3842707014083862
193.5,264,0.5476575057953597,0.08042890522525732,1.71,5.0,1272000,0.00029685234112548643,0.0,-0.3455354017019272,0.0027978159445046914,159,1.3854550039768219
184.65,264,0.537302317917347,0.08538324165047136,1.47,4.0,1280000,-8.608055322838481e-06,0.0,0.4003952515125275,0.0025107525366183836,160,1.3844617104530335
176.59,264,0.6095161873102188,0.0944005869121092,1.25,3.0,1288000,0.00016354253530153072,0.0,-1.7640117120742798,0.003229434315726394,161,1.3848766672611237
181.37,264,0.5377530955523252,0.07469775609270514,1.38,3.0,1296000,-3.196320925781038e-05,0.0,0.5713936853408813,0.0028098305408639137,162,1.385133410692215
179.52,264,0.48053965024650097,0.0717435461424191,1.31,3.0,1304000,-0.0002147237667668378,0.0,0.3722840905189514,0.0021105515988892876,163,1.3838977122306824
174.6,264,0.5276604955270886,0.07976963734891226,1.19,3.1000000000000085,1312000,-0.00012062675570632564,0.0,-0.6734653151035309,0.002533088575346483,164,1.3828817987442017
178.91,264,0.5709753689914941,0.08839130776901938,1.29,3.1000000000000085,1320000,7.994804662303067e-05,0.0,0.3932898646593094,0.0029577518507358036,165,1.3825138664245606
177.17,264,0.49285507209599017,0.07893763997743104,1.24,3.0,1328000,0.0001340566063299775,0.0,-0.27425807833671567,0.0026332023485883837,166,1.3843152511119843
167.98,264,0.47199092887341976,0.07602077488147517,1.03,3.0,1336000,-0.0005239566865202505,0.0,-0.021697679758071898,0.0021690200745433687,167,1.3833965420722962
176.04,264,0.5208082310855389,0.07461879828436657,1.18,3.0,1344000,-2.8853238618467003e-05,0.0,0.7093727248907089,0.002352504249283811,168,1.3847331142425536
188.52,264,0.5984404823184013,0.08826815813112729,1.48,4.0,1352000,-0.0002561420257552527,0.0,0.6210996466875076,0.003025165383296553,169,1.3825970566272736
194.27,264,0.6076303528249264,0.09712994039478781,1.66,5.0,1360000,3.267331681854557e-05,0.0,0.14008968114852904,0.003210552453674609,170,1.3834347915649414
195.78,264,0.5816209881007671,0.08906615737469903,1.71,5.0,1368000,0.0002413667358632665,0.0,0.24354179739952087,0.0031870848036851386,171,1.3839189875125886
184.43,264,0.5240232716500759,0.08345143257014738,1.41,3.0,1376000,-0.00043918388604652136,0.0,0.1632202923297882,0.002409603700725711,172,1.3844989323616028
