episode_length,explained_variance,frames,PMM:episode_rewards,approx_kl_divergence,grad_norm,clip_fraction,fps,value_loss,policy_loss,epoch_idx,policy_entropy,P09:episode_rewards,P01:episode_rewards,advantage_norm
330.51851851851853,-0.6125845696777106,10240,187.03703703703704,8633435.405445334,3136324121.568185,0.2268798828125,455,4286574790.89784,0.060680756520014256,1,0.3551713212582399,250.0,150.0,15.968717348575591
347.4107142857143,1.5273690223693846e-08,20480,181.69642857142858,0.006641912481518375,0.10577782129689768,0.195703125,377,0.011812767124501989,0.0021008458570577204,2,0.9818123543635011,250.0,150.0,15.96871793270111
359.14285714285717,-2.9802322387695312e-08,30720,213.0952380952381,0.0032119327381678886,0.05572995855725328,0.18310546875,418,0.013209625107992905,-0.0006940883951756405,3,1.3359669223427773,300.0,150.0,15.968717873096466
371.62,-1.0430812835693359e-08,40960,223.25,0.0027301273731382024,0.05097992960658042,0.1674072265625,448,0.010857244156068192,-0.00049001890438376,4,1.3569153741002082,330.0000000000004,150.0,15.968717914819717
383.76,-1.7136335372924803e-08,51200,257.25,0.0027113040358017317,0.052705080678351966,0.18330078125,468,0.011285780903926934,-0.0005733871133998036,5,1.4715910516679287,480.00000000000045,125.0,15.968717885017394
378.08,1.3783574104309083e-08,61440,260.0,0.0032185060307256207,0.05072126864909743,0.21689453125,478,0.009849820338422433,-0.0008038618201680947,6,1.5015248201787472,525.0,100.0,15.96871782541275
355.99,1.899898052215576e-08,71680,220.25,0.00435388979220761,0.05034176674449699,0.2557373046875,488,0.007526997268223567,-0.001274224478402175,7,1.5535561166703702,502.5000000000002,25.0,15.968717247247696
338.14,1.6763806343078613e-08,81920,174.75,0.0044464454236049274,0.053653636323599915,0.25576171875,496,0.007847234794007818,-0.0015138487149670254,8,1.5930624529719353,477.5000000000002,0.0,15.968717634677887
335.89,-4.8428773880004884e-09,92160,156.25,0.0035177950850538765,0.049133161426076065,0.22392578125,502,0.009274571505329732,-0.001501379141336656,9,1.585847796499729,427.5000000000002,22.500000000000007,15.968717139959335
339.8,-1.4901161193847656e-08,102400,165.25,0.002831824127088112,0.052272712072043426,0.1979248046875,505,0.010401784974965267,-0.0011837578047561692,10,1.595066037029028,325.0,25.0,15.96871782541275
346.07,-7.450580596923828e-09,112640,181.5,0.0035248989938054366,0.054580319064299734,0.231396484375,510,0.009936469578315154,-0.0007946398254716769,11,1.706121589243412,365.0000000000013,47.50000000000001,15.96871783733368
341.0,-2.3096799850463868e-08,122880,190.0,0.0039201703293883835,0.05198164670532951,0.2857666015625,514,0.00850410780662969,-0.0011345872095262165,12,1.73962444961071,502.5000000000002,47.50000000000001,15.968716621398926
330.97,-4.470348358154297e-09,133120,162.25,0.003852388034260912,0.04711407094466821,0.2193359375,517,0.005883879045277407,-0.0013882413768442348,13,1.688929433375597,352.5000000000002,25.0,15.968713361024857
318.36,6.332993507385254e-09,143360,109.5,0.004245042195816495,0.04831399264207241,0.265380859375,518,0.004846572933285031,-0.0014595598782761953,14,1.6210347816348076,202.50000000000023,0.0,15.968710613250732
309.37,6.7055225372314455e-09,153600,85.0,0.004294883152181228,0.04791615612899182,0.311181640625,519,0.006194878793832004,-0.0018801711907144637,15,1.710816676914692,152.50000000000023,0.0,15.96871445775032
315.88,-3.7252902984619143e-10,163840,107.75,0.0030394600726140197,0.05284030276375227,0.2275634765625,521,0.009346771991476998,-0.001286511974831228,16,1.7410293385386466,225.0,0.0,15.968717455863953
322.79,-1.1175870895385742e-09,174080,141.25,0.0032799785619658907,0.05354029658375513,0.225048828125,523,0.00961938673772238,-0.0014680522461276268,17,1.7205064572393893,300.0,25.0,15.968717670440673
332.81,-4.8428773880004884e-09,184320,180.75,0.0030496960470827615,0.05607580076792258,0.2310302734375,524,0.011175590711354743,-0.001634512971941149,18,1.6740326404571533,450.0,25.0,15.968717652559281
349.14,-7.450580596923829e-10,194560,212.0,0.0027407302720916958,0.05566513484152419,0.18603515625,527,0.013511360951815732,-0.0014099541294854134,19,1.647090946137905,450.0,47.50000000000001,15.968717807531357
351.05,-2.7939677238464355e-08,204800,216.25,0.00302842431725594,0.051932884032023285,0.2311279296875,528,0.008234176177302288,-0.0011439067151513883,20,1.6815954223275185,450.0,50.0,15.968717509508133
356.77,4.097819328308106e-09,215040,209.0,0.0030812461301366056,0.0539750123725395,0.2356201171875,529,0.010210181734510115,-0.0014286761550465598,21,1.5922136254608632,432.5000000000006,50.0,15.96871793270111
351.29,8.940696716308593e-09,225280,196.75,0.0030773571338841067,0.05276296711007966,0.228759765625,530,0.011912637556088157,-0.0019313620199682192,22,1.5547738566994667,350.0,50.0,15.968717861175538
350.96,-9.313225746154785e-09,235520,189.75,0.0028693686694282405,0.0521302540289049,0.20771484375,531,0.011165131148300134,-0.0013652417139383033,23,1.545571419596672,325.0,47.50000000000001,15.968717694282532
356.94,9.685754776000977e-09,245760,212.0,0.003872803090968091,0.054907799312593555,0.2606201171875,532,0.010661538217391353,-0.0019028899565455503,24,1.572400736808777,355.00000000000045,72.50000000000001,15.96871782541275
355.35,-2.9802322387695314e-09,256000,216.75,0.003039700153681224,0.05312691441798215,0.2121337890625,533,0.01299518595274094,-0.0019647034925583283,25,1.5769098311662675,405.00000000000045,47.50000000000001,15.968717521429062
