fps,PMM:episode_rewards,P01:episode_rewards,advantage_norm,episode_length,grad_norm,policy_loss,explained_variance,clip_fraction,frames,P09:episode_rewards,approx_kl_divergence,policy_entropy,value_loss,epoch_idx
187,310.25,150.0,15.968719214200974,372.37,2.6132361389133547,-0.006745487922307803,0.7741572074592113,0.152490234375,112640,575.0,0.0023221443912237356,1.721565944701433,0.10885306224226951,11
188,323.5,150.0,15.968719244003296,380.39,2.6030616656934256,-0.006714133339119144,0.8236408203840255,0.1354248046875,122880,575.0,0.002183777404207205,1.7286442205309869,0.10907761976122857,12
189,338.5,175.0,15.968719166517257,379.46,2.4180890442284957,-0.007181287558705662,0.7809443894773722,0.13095703125,133120,600.0,0.002107313966985474,1.7211071863770484,0.13097020876593887,13
189,350.75,200.0,15.96871942281723,385.97,2.5325336063348636,-0.006563224874844309,0.8112975884228945,0.13720703125,143360,600.0,0.0021366812165868657,1.7158612713217736,0.13936924692243338,14
189,364.0,200.0,15.968719232082368,386.6,2.156780395310959,-0.007432147984945914,0.8298859812319279,0.14677734375,153600,625.0,0.0023381871725635705,1.7217710748314858,0.12701050513423978,15
190,353.25,200.0,15.968719327449799,383.59,2.3930524429012747,-0.007423800761898747,0.8313865754753351,0.1383544921875,163840,602.5000000000002,0.0022888819289167374,1.723246907442808,0.13497670935466885,16
190,333.75,175.0,15.968719100952148,375.11,2.510644899573358,-0.006766941369278356,0.7597620047628879,0.1284423828125,174080,577.5000000000002,0.0020459530235373653,1.7276935935020448,0.1613193192984909,17
191,331.25,172.5,15.968719166517257,374.67,2.266367493907648,-0.008632738875894575,0.7252812203019857,0.145556640625,184320,600.0,0.00222287976132549,1.7059130541980267,0.16522647945676,18
191,336.0,150.0,15.96871936917305,376.77,2.294408686154512,-0.007254526086580881,0.7907814025878906,0.1245849609375,194560,600.0,0.002006100446579067,1.7079348683357238,0.13925336129032076,19
191,362.25,172.5,15.968719267845154,385.55,2.032854387497821,-0.00932624646302429,0.8198198340833187,0.13994140625,204800,627.5000000000002,0.00224911307204849,1.7191166318953037,0.13770149685442448,20
190,377.5,200.0,15.968719273805618,398.26,2.297917502184266,-0.007773633250326384,0.8551777113229037,0.1402587890625,215040,627.5000000000002,0.002275212741415389,1.7160548269748688,0.12733363145962356,21
191,391.5,195.0,15.968719255924224,400.47,2.428886566476696,-0.008545869954832596,0.7674719087779522,0.1496826171875,225280,650.0,0.002321927663763592,1.713870894163847,0.13686451143585146,22
191,406.5,150.0,15.968719339370727,404.9,2.0250021347722345,-0.008138142125244486,0.7682794190943241,0.1195068359375,235520,650.0,0.0019598184786562326,1.7291209675371646,0.1334764483384788,23
191,400.5,175.0,15.968719387054444,406.35,1.831064535809497,-0.00809172989684157,0.829044171795249,0.1345947265625,245760,650.0,0.0021254383166482023,1.7160311758518219,0.111897969734855,24
192,402.0,147.5,15.968719333410263,402.87,2.215933921428651,-0.007737052704396774,0.8077009502798319,0.109521484375,256000,650.0,0.0018448753033001764,1.7306809596717359,0.14754594517871739,25
192,408.75,175.0,15.968719220161438,409.02,2.1152266735438845,-0.008182563096488593,0.8068245064467192,0.1123291015625,266240,652.5000000000002,0.0018745167785030503,1.7329383753240108,0.1413137132767588,26
191,400.0,175.0,15.9687191426754,413.63,1.9335103199027137,-0.008999887889513048,0.8232760071754456,0.12236328125,276480,652.5000000000002,0.0019653829274832828,1.7374552503228187,0.11393234324641525,27
192,416.25,175.0,15.968719273805618,421.79,2.040661883286716,-0.00790861388995836,0.7917144730687141,0.1147216796875,286720,675.0,0.0018804589022468243,1.740458171069622,0.1458169518271461,28
192,440.25,197.5,15.968719106912612,425.76,2.2254062887872763,-0.008947982823883649,0.861827601864934,0.130322265625,296960,675.0,0.0021180281922855205,1.7316272504627706,0.14214163590222598,29
192,445.75,200.0,15.968719106912612,425.44,2.0303731592505545,-0.00884713122577523,0.7892739128321409,0.103173828125,307200,675.0,0.0018425567248757935,1.7394729539752007,0.15640741270035505,30
192,441.75,200.0,15.968719202280045,417.49,2.020937632634566,-0.00935317682015011,0.7817067380994558,0.1243408203125,317440,650.0,0.00199407735910907,1.7290232673287391,0.15156078652944416,31
192,426.25,200.0,15.968719244003296,419.97,1.752416006568288,-0.010670057345123496,0.8341226354241371,0.138134765625,327680,675.0,0.002201094760471579,1.7195615716278554,0.10011277343146503,32
192,424.5,200.0,15.968719273805618,426.52,1.8220525276707142,-0.010008806080440991,0.8150245759636163,0.1486328125,337920,675.0,0.002451893081274939,1.7039097018539906,0.12080034911632538,33
193,414.0,200.0,15.968719518184662,429.51,2.0798608622995265,-0.009494807680312078,0.803531390056014,0.126416015625,348160,700.0,0.002075265181474916,1.6761603377759458,0.15139587505254895,34
193,434.5,200.0,15.968719160556793,444.56,1.715645941821617,-0.01076539362766198,0.8864756114780903,0.135791015625,358400,700.0,0.002242578093421661,1.6735389597713948,0.11087925706524401,35
193,440.75,200.0,15.968719238042832,439.26,2.05388927768083,-0.009553184830292594,0.8104793876409531,0.1139404296875,368640,700.0,0.002000461515013165,1.6819266051054,0.14963921839371325,36
194,438.5,200.0,15.96871942281723,441.9,1.707908087974738,-0.010432947975641583,0.8560056470334529,0.1411376953125,378880,700.0,0.0022477769553918927,1.7040318086743356,0.11771902546752244,37
194,453.5,225.0,15.968719327449799,443.02,1.8434143788051593,-0.011958080765543855,0.906537989154458,0.169189453125,389120,725.0,0.0027149399649946237,1.6866085164248943,0.10292675271630287,38
194,478.0,225.0,15.96871924996376,449.81,2.1531876527472673,-0.011220884365320672,0.8815980732440949,0.1432373046875,399360,725.0,0.0023643897722425734,1.6838321544229984,0.1332346868235618,39
194,479.25,250.0,15.968719255924224,449.63,2.0490763150274156,-0.011100380883726757,0.8698410749435425,0.1422119140625,409600,702.5000000000002,0.0023031946277118,1.6784904167056083,0.14012084149289877,40
194,498.75,322.5,15.968719267845154,451.54,2.1778208142543045,-0.009540038522027316,0.8988434620201587,0.116064453125,419840,725.0,0.0019818934022399403,1.6858817346394062,0.16643995684571564,41
194,509.5,300.0,15.968719178438187,446.04,1.8844916617998173,-0.010265814413287444,0.9025991071015597,0.1443115234375,430080,702.5000000000002,0.0023307421742859596,1.6721084251999856,0.1262330612167716,42
194,507.5,297.5,15.968719244003296,437.2,2.093041984702919,-0.009817780880985083,0.8888123132288456,0.109521484375,440320,700.0,0.002043494888562528,1.68656257763505,0.15450579326134176,43
194,510.5,275.0,15.96871930360794,434.03,1.8679746640215522,-0.010413058932317653,0.9021925993263722,0.1209228515625,450560,725.0,0.002002119701785739,1.6870006963610649,0.13883624062873423,44
194,519.0,297.5,15.968719232082368,442.67,1.9382866128363818,-0.011222408218236524,0.9027836192399263,0.13271484375,460800,750.0,0.0021972086152120948,1.690523061156273,0.12130399625748396,45
194,521.5,300.0,15.96871924996376,443.89,1.947026080044796,-0.011103711366740755,0.9073093734681607,0.1445068359375,471040,750.0,0.0023157713540516403,1.6775606282055378,0.13545879288576543,46
195,512.25,300.0,15.968719178438187,451.74,2.044698616608246,-0.010161699885793496,0.8854636143893003,0.1108154296875,481280,750.0,0.0020322010477687477,1.6898361459374427,0.16482814229093493,47
194,517.5,300.0,15.968719238042832,462.47,2.0449758872487918,-0.011735663041326916,0.8944140803068876,0.1378173828125,491520,750.0,0.0023248413040963508,1.6872713394463061,0.12746774998959154,48
195,497.0,272.5,15.96871926188469,450.46,1.9829587174891927,-0.009893503643434087,0.8980125676840544,0.12412109375,501760,727.5000000000002,0.0021200973554530967,1.672579299658537,0.12821676377207042,49
195,499.25,250.0,15.9687191426754,448.01,1.8836875876326231,-0.009756611217744649,0.8861978478729725,0.12265625,512000,727.5000000000002,0.0019078813455624395,1.6718899361789226,0.13728674743324518,50
195,479.5,250.0,15.968719178438187,439.76,2.0843905972412182,-0.008912387095188023,0.8508522123098373,0.1013671875,522240,725.0,0.001757536197794976,1.7005931347608567,0.17377754042390733,51
195,460.25,250.0,15.968719327449799,431.79,2.147648945894726,-0.010396971107911667,0.8391217399388552,0.1055908203125,532480,725.0,0.0017712798096058853,1.7037020348012448,0.17552019865252078,52
195,473.25,250.0,15.968719279766082,438.04,1.9414602530848455,-0.011174471972481115,0.8730173174291849,0.125048828125,542720,750.0,0.0019840041937757838,1.684315600246191,0.14063929989933968,53
195,486.25,250.0,15.968719363212585,445.63,1.7079847902222371,-0.011250139593721542,0.8900129206478595,0.1173828125,552960,750.0,0.0019663394190959594,1.6986123375594615,0.12021377983037382,54
195,460.5,247.5,15.968719309568405,439.65,1.8557877623504608,-0.011906101995555219,0.8848104473203421,0.124951171875,563200,727.5000000000002,0.002162497508880112,1.70520703420043,0.1527840429218486,55
195,493.25,272.5,15.968719357252121,444.71,1.5566202276199135,-0.012063545128876285,0.8766786865890026,0.1315673828125,573440,750.0,0.0023498674977079576,1.6982877746224403,0.12041706671006977,56
195,492.75,250.0,15.968719226121902,451.61,1.770189465377419,-0.011666361548850545,0.9014755703508854,0.1401611328125,583680,750.0,0.002306379484037134,1.683495718240738,0.13067058317828922,57
195,493.0,275.0,15.968719393014908,456.08,1.6225656893289866,-0.013052451133262366,0.9020315296947956,0.154541015625,593920,750.0,0.0024930987565770254,1.6844219617545604,0.11578937834128737,58
195,517.5,275.0,15.96871938109398,464.61,1.8042405094113747,-0.011399251587499748,0.8703934326767921,0.1287109375,604160,752.5000000000002,0.002222634089298809,1.6768024802207946,0.1596234598197043,59
195,533.25,275.0,15.968719345331191,470.96,1.5714295447362914,-0.012399686876597116,0.9060345437377691,0.1402099609375,614400,775.0,0.0023349483015411682,1.6896944686770439,0.09995602590497583,60
195,528.5,275.0,15.968719238042832,467.36,1.8685022225708419,-0.011862976828706451,0.8864598449319601,0.136083984375,624640,775.0,0.0022484420950834817,1.6950695239007474,0.1476241247728467,61
195,537.5,275.0,15.968719154596329,463.79,1.6347179831702945,-0.012641357592656277,0.8906486202031374,0.136328125,634880,787.5000000000011,0.002266138258017087,1.6907095268368721,0.1308683219831437,62
195,550.75,322.5,15.968719118833542,459.77,1.6603633195811007,-0.012953113399998984,0.8939802311360836,0.15361328125,645120,775.0,0.0025139390137158698,1.68891598880291,0.11930676868651062,63
195,549.25,300.0,15.968719106912612,459.7,1.6821347708595753,-0.012375724026423996,0.9042706776410341,0.1558837890625,655360,785.0000000000009,0.002657548787658776,1.6796329773962497,0.11567712358664721,64
195,562.5,300.0,15.96871946454048,464.09,1.5500711834637388,-0.011058499797218246,0.8811108876019716,0.150341796875,665600,807.5000000000007,0.0024483030280296873,1.674023938924074,0.10180356251075864,65
195,576.25,325.0,15.968719124794006,468.04,1.6390641909014945,-0.013021106995438458,0.926259546354413,0.1342529296875,675840,777.5000000000002,0.002473127712062581,1.648578166216612,0.0929542341036722,66
195,546.0,300.0,15.968719220161438,467.78,1.6730867236957867,-0.013051084904873278,0.9070103753358125,0.1618408203125,686080,750.0,0.002712038689083188,1.6601811237633228,0.11118725752457977,67
195,593.75,350.0,15.968719226121902,473.96,1.684462683192864,-0.012810585195256862,0.8829364072531461,0.1563720703125,696320,750.0,0.0026408962345161216,1.6702758096158505,0.2676525470567867,68
195,620.0,350.0,15.968719244003296,482.33,1.795948747885617,-0.013137264994293218,0.9249432206153869,0.1506103515625,706560,775.0,0.0023776337136499357,1.6759430944919587,0.09661192102357745,69
195,572.25,325.0,15.968719220161438,470.0,1.8407245531277276,-0.011770401967078214,0.8772120330482721,0.136962890625,716800,775.0,0.0023044077554121452,1.6677466325461865,0.1729497427586466,70
195,596.25,347.5,15.968719112873078,480.17,1.8477912637731233,-0.011697235474639456,0.9147322896867991,0.1541748046875,727040,775.0,0.002328827890039817,1.6755602583289146,0.11356102820718661,71
195,609.0,325.0,15.96871930360794,470.84,1.997093838967627,-0.011014647762931418,0.8481225304305553,0.118408203125,737280,775.0,0.0019415559992697231,1.6788420051336288,0.20297323521226646,72
195,533.5,272.5,15.968719136714935,462.71,2.1222907090952954,-0.00951080437807832,0.8469813548028469,0.1099365234375,747520,775.0,0.0018439877077187801,1.6879641629755497,0.20559294028207659,73
195,535.0,275.0,15.968719160556793,463.15,1.7154146463522255,-0.011476907239557476,0.902112539112568,0.1313232421875,757760,775.0,0.002234333801914388,1.6645722463726997,0.12551372959278523,74
195,534.5,275.0,15.968719232082368,466.9,1.8461461566144344,-0.010932963400409789,0.8918395362794399,0.1304443359375,768000,775.0,0.002236310337866887,1.6627254091203212,0.16593143108766525,75
195,544.25,297.5,15.968719267845154,474.91,1.9551565165305624,-0.010679125262322486,0.8595677509903907,0.1340576171875,778240,775.0,0.0022596802544174377,1.6601923309266566,0.19106873734854163,76
195,571.75,297.5,15.968719333410263,487.0,1.4967463027974044,-0.013119891896349146,0.9417269565165043,0.155029296875,788480,800.0,0.0027148632417723427,1.6441220752894878,0.0814059866592288,77
195,628.25,322.5,15.968719136714935,497.8,1.5387392434352807,-0.013202113457373344,0.9617980577051639,0.173876953125,798720,802.5000000000002,0.0027720670512284096,1.6441997364163399,0.06732353024417534,78
195,653.75,350.0,15.968719482421875,494.75,1.832583846134116,-0.012351045999093913,0.9124947022646666,0.1511474609375,808960,802.5000000000002,0.002434437526995066,1.6632461108267307,0.1840646106749773,79
195,646.25,375.0,15.968719220161438,477.66,1.81034356335776,-0.012335913036804414,0.9309462059289217,0.1411376953125,819200,800.0,0.002559535322393766,1.6602336324751377,0.16284916820004583,80
195,661.0,375.0,15.96871907711029,487.33,2.079450591044103,-0.010839255432802019,0.9003800015896559,0.1305908203125,829440,825.0,0.0020651896887105177,1.6772941172122955,0.21723909853026271,81
195,634.0,325.0,15.968719172477723,476.62,2.005410574410161,-0.01116392898184131,0.8764847584068776,0.1077880859375,839680,800.0,0.0019361300390190264,1.6741862051188945,0.20678205646108835,82
195,629.75,322.5,15.968719285726547,467.74,1.7218110974738927,-0.012064203387490124,0.9198226887732744,0.1359375,849920,800.0,0.0022608835017084035,1.6721514463424683,0.13245697002857923,83
196,636.75,322.5,15.968719339370727,473.31,1.6130756912353743,-0.01236490807859809,0.9520162347704172,0.1468017578125,860160,802.5000000000002,0.0024236800541987723,1.6587457373738288,0.09667267821496353,84
196,650.25,347.5,15.968719190359115,476.22,1.8065769999999788,-0.011845663629355841,0.951197974011302,0.1572021484375,870400,800.0,0.0025072842756120287,1.6502474315464497,0.12703875426668673,85
196,688.5,397.5,15.968719214200974,469.83,1.7053485580717873,-0.01125140869335155,0.9221037462353706,0.15576171875,880640,800.0,0.002374154551455676,1.6504334330558776,0.24520097989588976,86
196,693.75,400.0,15.968719315528869,476.36,1.6356349031616932,-0.012052377184591023,0.9359787937253714,0.14521484375,890880,800.0,0.00238660538761935,1.6695886552333832,0.13646006199996918,87
196,693.75,400.0,15.96871926188469,483.49,1.7418707873546808,-0.011277893577243958,0.9079812288284301,0.11865234375,901120,800.0,0.002046624645777507,1.67153490036726,0.16775388370733707,88
196,674.0,375.0,15.968719309568405,485.69,2.018580973203154,-0.010770179354585708,0.8865170776844025,0.1190185546875,911360,800.0,0.002140788380075092,1.6849630989134312,0.2463781622936949,89
196,664.5,347.5,15.968719297647477,490.11,1.7528076056275554,-0.010925658722408116,0.9095931585878134,0.1311279296875,921600,802.5000000000002,0.0021986596201261977,1.650651752203703,0.2826781280571595,90
196,712.75,372.5,15.96871926188469,499.88,1.7848430953163512,-0.011337395079317502,0.8566766425967216,0.153955078125,931840,825.0,0.0024846905788879926,1.651726170629263,0.28572821519337593,91
196,730.75,375.0,15.968719059228897,504.04,1.6647046006471775,-0.012770674576495366,0.9056453734636307,0.1791259765625,942080,825.0,0.002767487612232221,1.6610268294811248,0.23900496159913018,92
196,779.75,397.5,15.968719327449799,507.88,1.702405871674446,-0.011880447757357615,0.9499029476195574,0.1571533203125,952320,825.0,0.0027057661889333152,1.659827357530594,0.11507415894884616,93
196,795.75,425.0,15.968719202280045,502.99,1.8754078953562865,-0.01188630957440182,0.936974860727787,0.1417724609375,962560,825.0,0.002612680293418954,1.6464733690023423,0.12473734186496585,94
195,763.75,447.5,15.968719112873078,500.12,1.7425792348158886,-0.011981069454486714,0.9636983409523964,0.152197265625,972800,825.0,0.0026002315370991314,1.6287869431078434,0.08435994838364422,95
195,737.75,472.5,15.96871938109398,495.31,1.9971503443498455,-0.011756337579208775,0.9670181978493929,0.1630615234375,983040,825.0,0.0027812637063792606,1.6242245472967625,0.09279940060805529,96
195,710.5,475.0,15.968719238042832,497.63,1.7346065265619504,-0.011218111132257036,0.9663369785994291,0.155712890625,993280,802.5000000000002,0.002481504126922453,1.646137138456106,0.11311729103326798,97
195,694.25,425.0,15.96871920824051,498.94,1.9519083246858764,-0.010719916822563392,0.9386480931192637,0.1066162109375,1003520,825.0,0.0017078665373791032,1.6672469712793827,0.15220456798560916,98
195,706.75,450.0,15.96871913075447,515.32,1.6733655475193294,-0.01050179790072434,0.9388557240366936,0.1266845703125,1013760,825.0,0.0019334909040938895,1.6671230264008046,0.12869047904387115,99
195,733.75,447.5,15.968719118833542,519.57,1.7725932346704965,-0.01121577184603666,0.8503677137196064,0.111474609375,1024000,802.5000000000002,0.0019476685132874983,1.678952956199646,0.32708422353025524,100
195,726.5,425.0,15.968719154596329,525.43,1.5635304784884099,-0.012090975662613346,0.9437439300119876,0.1356201171875,1034240,800.0,0.0020876927362340433,1.6723184876143933,0.1262506874743849,101
195,704.25,397.5,15.968719285726547,512.88,1.7646126335926209,-0.010594957789726323,0.9025906916707754,0.1379638671875,1044480,800.0,0.0021916355596206974,1.676675160974264,0.18376962104812264,102
195,746.5,447.5,15.96871903538704,519.6,1.5900541009828792,-0.013650441599020268,0.9162959460169077,0.1445556640625,1054720,800.0,0.0023958374775250642,1.672008492052555,0.28455222956836224,103
195,754.0,445.0,15.96871924996376,515.24,1.5107836118471911,-0.014135256403460517,0.9431851796805859,0.151953125,1064960,802.5000000000002,0.002641044318147884,1.663286554813385,0.0878940659458749,104
195,728.25,450.0,15.968719297647477,515.66,1.7297287722998405,-0.012409979056974408,0.9097484294325113,0.1303466796875,1075200,825.0,0.0020935284856480768,1.6700932003557682,0.2982737803598866,105
195,794.75,450.0,15.968719255924224,516.56,1.5825950972903198,-0.013403237919192179,0.9600726254284382,0.1517578125,1085440,825.0,0.002394633795802596,1.6676916241645814,0.1014326410018839,106
195,915.0,497.5,15.968719238042832,526.45,1.9188500936498945,-0.011368501180550083,0.8580239944159984,0.135009765625,1095680,840.0000000000013,0.002049374393448384,1.6556864894926548,0.653166301525198,107
195,907.5,497.5,15.968719244003296,515.71,1.7937756627869619,-0.012191303813597187,0.8868377447128296,0.1498779296875,1105920,825.0,0.0023437292637826053,1.6567976303398608,0.354469855572097,108
195,935.25,472.5,15.968719214200974,517.7,1.9994562286924573,-0.010506301345048995,0.8762764867395163,0.143115234375,1116160,842.5000000000015,0.0023605730626517,1.6543160542845725,0.3637228281702846,109
195,928.5,450.0,15.968719124794006,505.48,2.257191845536207,-0.010656894635758363,0.8282530386000871,0.126220703125,1126400,1005.0000000000005,0.0020785379644624566,1.6676845259964466,0.5579021300654858,110
195,976.5,450.0,15.968719285726547,506.71,1.795879299323806,-0.01222808472775796,0.9280057579278946,0.1508056640625,1136640,1300.0,0.002545790462204734,1.6475576542317867,0.20560900833224877,111
195,867.25,422.5,15.968719339370727,507.7,1.8307969682390541,-0.010870891863305587,0.9229206565767527,0.1286865234375,1146880,842.5000000000015,0.0021117696561307906,1.6564285911619663,0.22469783287961037,112
195,838.75,400.0,15.968719106912612,502.1,1.8699651121731975,-0.011146501625626115,0.9081021372228861,0.14365234375,1157120,825.0,0.002300618014237762,1.6493889048695565,0.23285562796518205,113
195,776.5,395.0,15.968719327449799,503.02,1.5929622298816803,-0.013414297147392062,0.9708966575562954,0.1428466796875,1167360,825.0,0.002475436801228509,1.6485283322632314,0.08718071740586311,114
195,807.25,450.0,15.968719315528869,506.03,2.016786215546858,-0.011184224847966107,0.8936037145555019,0.12236328125,1177600,825.0,0.002137863726148069,1.6518547058105468,0.3954534059157595,115
195,769.25,422.5,15.968719291687012,496.91,2.227927268230011,-0.010582818674447481,0.8549237359315157,0.11083984375,1187840,825.0,0.0018327873529532114,1.6509205020964146,0.47667323611676693,116
195,846.5,447.5,15.968719494342803,498.5,2.0178688570358845,-0.011276219288629364,0.833514766767621,0.140869140625,1198080,825.0,0.002412142576259013,1.6551750905811786,0.5427235631039367,117
195,918.25,450.0,15.968719112873078,510.1,1.8364073599048436,-0.011232027517689858,0.9355264101177454,0.1444091796875,1208320,825.0,0.002318397924455281,1.651916654407978,0.27233672379516066,118
195,952.75,447.5,15.968719285726547,513.2,1.9416997113733054,-0.011158655051258393,0.9240528397262097,0.1494384765625,1218560,872.5000000000041,0.0024088903523537116,1.6380576580762862,0.26369862717110665,119
195,939.75,447.5,15.968719244003296,519.59,1.9487048356827645,-0.011007663897180464,0.9253628008067608,0.1428955078125,1228800,825.0,0.0022272186511830432,1.6439665593206882,0.316819987189956,120
195,928.75,447.5,15.968719267845154,525.1,1.8156791605431017,-0.011506499063034425,0.8972559761255979,0.131103515625,1239040,895.0000000000039,0.0024679335832505037,1.667121947556734,0.2598166058305651,121
195,912.75,472.5,15.968719291687012,527.68,1.6288882841286463,-0.011176461348804878,0.9414735920727253,0.11396484375,1249280,1300.0,0.0018200449256826818,1.679102074354887,0.2194145456305705,122
195,892.25,472.5,15.96871926188469,528.06,1.726382674949781,-0.011319949555581844,0.9139814361929893,0.1192138671875,1259520,1300.0,0.001996674056238418,1.669098751246929,0.3221077695954591,123
195,885.5,422.5,15.96871913075447,529.42,1.966994888791455,-0.010612297458828834,0.8579231109470129,0.1158447265625,1269760,1300.0,0.0023249547475987465,1.6565234549343586,0.5283475250937044,124
195,909.75,422.5,15.968719410896302,528.53,1.904335651011177,-0.011402427842585893,0.9430744845420123,0.139404296875,1280000,1300.0,0.0022483702552793306,1.6463798440992832,0.27449296740815043,125
195,1026.5,475.0,15.968719345331191,539.31,2.0415340640332813,-0.010344985617484781,0.857599513232708,0.112158203125,1290240,1325.0,0.0019543382774148527,1.6424237094819545,0.5669164602877572,126
194,1086.5,472.5,15.968719166517257,538.53,2.0635090421066424,-0.009147905358622666,0.8818932168185711,0.0994384765625,1300480,1587.5000000000223,0.0019821172480536118,1.6411480575799942,0.5537571392953395,127
194,1126.0,472.5,15.968719345331191,542.94,1.7965501167627942,-0.011557784410979367,0.9416109457612037,0.11826171875,1310720,3950.0,0.0021681523570751546,1.6547121427953244,0.27459285475779327,128
194,1121.0,475.0,15.968719345331191,544.01,2.079218013616766,-0.009691745744203218,0.8439637359231711,0.1162109375,1320960,3950.0,0.0019868143689339623,1.6577105045318603,0.7356367967557162,129
194,1269.25,497.5,15.968719178438187,554.42,2.6747109469103654,-0.009714793926286802,0.8288208048790693,0.1182861328125,1331200,3952.5,0.0017766620336831817,1.6542630612850189,0.8167536194901913,130
194,1282.0,475.0,15.968719452619553,557.41,2.2342384072610573,-0.010683579602482497,0.8938335951417684,0.1309814453125,1341440,3952.5,0.0020757738114301214,1.639519190043211,0.48209433022420856,131
194,1311.25,475.0,15.968719363212585,563.76,2.57705522350126,-0.011036509442055831,0.841499711573124,0.12568359375,1351680,3977.5,0.0018779797892765026,1.6472056694328785,0.7982759583042934,132
194,1301.0,472.5,15.968719238042832,569.74,1.8067442590843839,-0.012437546707951696,0.9456074260175228,0.1442626953125,1361920,3977.5,0.0022795512378028,1.6344055466353893,0.21936154831200838,133
194,1357.0,470.0,15.968719279766082,568.59,2.624183280662777,-0.008422862441148028,0.8270640756934882,0.13046875,1372160,4052.5,0.0019581979951457168,1.637596246600151,0.9245094836456701,134
194,1376.5,520.0,15.968719315528869,566.48,2.8114100162427533,-0.010674285258573946,0.8572868846356869,0.123974609375,1382400,4075.0,0.0018961612975889198,1.6354052118957043,0.8961960171815008,135
194,1421.25,520.0,15.96871926188469,564.53,2.5585724612414915,-0.010567179897770984,0.8605486199259758,0.1309326171875,1392640,4075.0,0.0020604513179935955,1.6346235640347004,0.7254080953309312,136
194,1317.75,475.0,15.96871920824051,555.48,2.6959181255972458,-0.010318011124036275,0.8830781687051058,0.1354248046875,1402880,4075.0,0.002000141264580031,1.635145265609026,0.6657107085222378,137
194,1425.25,500.0,15.968719285726547,558.91,2.989786465748835,-0.008620922388217878,0.7873838793486356,0.1059814453125,1413120,4077.5000000000005,0.0017114718679525722,1.6393333710730076,0.9921956096542999,138
194,1602.25,475.0,15.968719297647477,570.73,4.014227067084237,-0.007735690944900853,0.8054140944033861,0.1202392578125,1423360,4125.0,0.0019242703835633552,1.636365330964327,1.2055869668954984,139
194,1642.75,447.5,15.968719339370727,575.89,3.7869612868287588,-0.007975317041564267,0.7434850472956895,0.127880859375,1433600,4102.5,0.0018460159833470235,1.6323206372559071,1.4888724425341935,140
194,1809.5,497.5,15.968719124794006,582.25,3.336948385533232,-0.009774025257502216,0.831908643990755,0.1316650390625,1443840,4102.5,0.001873375700961676,1.6273405864834785,1.3348850044887512,141
194,1877.0,447.5,15.9687191426754,589.13,3.3515543111995685,-0.010120736206772563,0.8420154761523009,0.1306884765625,1454080,4127.5,0.001950565249126469,1.64408013895154,1.0297194140497594,142
194,1938.0,425.0,15.96871926188469,598.84,3.55272858129587,-0.00923908634831605,0.7958784505724907,0.1194580078125,1464320,4125.0,0.0018153195833182072,1.6405961714684962,1.2583997908048332,143
194,1935.25,425.0,15.968719232082368,589.96,3.1315139010436353,-0.009923255637477268,0.8468283291906118,0.115966796875,1474560,4125.0,0.0017690332118721122,1.6486611261963844,1.0245996994432063,144
