policy_entropy,advantage_norm,value_loss,grad_norm,approx_kl_divergence,policy_loss,explained_variance,P01:episode_rewards,episode_length,PMM:episode_rewards,fps,epoch_idx,frames,P09:episode_rewards,clip_fraction
1.4065735962241888,15.968719309568405,0.4811759045347571,23.4486269702443,0.04554251039799165,0.015322377037227853,0.2131851926445961,175.0,377.1304347826087,270.6521739130435,164,1,10240,345.0,0.3529052734375
1.679188783466816,15.968719297647477,0.16124857012182475,4.85796453221905,0.00289225721280722,-0.001681365823606029,0.3188139721751213,175.0,378.1730769230769,267.3076923076923,152,2,20480,394.99999999999994,0.1917724609375
1.6777071483433246,15.968719214200974,0.16115502403117715,4.895171762262206,0.0024893753561632567,-0.003240246147470316,0.621389689296484,172.5,373.7125,280.625,162,3,30720,402.5000000000002,0.1619384765625
1.6738523691892624,15.968719309568405,0.19641754506155848,6.054196592719601,0.0020564764089163073,-0.0028528363571240336,0.7012956351041794,175.0,368.49,288.25,166,4,40960,427.5000000000002,0.1216796875
1.7127531565725804,15.968719333410263,0.17107494082301855,4.931519439232931,0.002380189588643971,-0.004278306400374276,0.7246710769832134,150.0,360.94,285.5,169,5,51200,427.5000000000002,0.15517578125
1.7176803305745125,15.968719029426575,0.1454859806690365,3.9947517746939747,0.002169605312224448,-0.004006716745789163,0.7270130101591349,147.5,357.46,282.0,172,6,61440,575.0,0.127197265625
1.7228498391807079,15.968719267845154,0.12241215915419161,4.219565035406789,0.002071696365465305,-0.0039779594873834865,0.7543365858495236,125.0,362.45,285.5,175,7,71680,600.0,0.1272705078125
1.696781999617815,15.968719118833542,0.1224210572661832,2.951680651106307,0.0021875887947548087,-0.004956261058396194,0.766395828127861,147.5,370.02,296.0,176,8,81920,600.0,0.1397705078125
1.6789655633270741,15.968719184398651,0.1348918167874217,3.020200319149269,0.0020953052774078927,-0.0061295987739868,0.7555541839450598,150.0,370.87,298.75,177,9,92160,577.5000000000002,0.12373046875
1.7157307006418705,15.968719333410263,0.12375437803566455,2.934244365324415,0.0020965666508803845,-0.005799391565960832,0.7846444081515074,172.5,379.49,334.75,179,10,102400,625.0,0.130517578125
1.7276263311505318,15.96871924996376,0.11973217034246772,2.616647798305558,0.002281134688292087,-0.005848612267072895,0.8109522864222527,175.0,386.69,367.75,179,11,112640,650.0,0.1448486328125
1.7340763859450816,15.968719154596329,0.11511304087471216,2.4557981755591576,0.0020829772122172734,-0.00651024826001958,0.8362293347716332,175.0,391.05,389.25,181,12,122880,650.0,0.1322998046875
1.7262003906071186,15.968719291687012,0.17026929813437164,3.3198521299003487,0.0019013845642124043,-0.005670065538288327,0.7493511088192463,175.0,396.74,399.75,182,13,133120,650.0,0.1145263671875
1.7098184175789357,15.96871919631958,0.12639612853527069,2.313258896733448,0.002169886366130254,-0.006956907401763602,0.7930979501456022,175.0,397.19,392.75,183,14,143360,627.5000000000002,0.140478515625
1.6971059873700143,15.968719404935836,0.10452881809324026,2.669265158663335,0.0019173990200900676,-0.006925723237145576,0.8594331618398428,175.0,398.13,384.25,183,15,153600,625.0,0.1157470703125
1.6984153740108012,15.968719238042832,0.1431113130878657,2.272358713214431,0.002228013001763756,-0.007629207945865346,0.8184428047388792,175.0,407.96,399.0,183,16,163840,677.5000000000002,0.133837890625
1.7131648294627666,15.96871924996376,0.15753604576457292,3.252191624414352,0.001905305995797208,-0.006755811407128931,0.8013517990708351,175.0,405.29,395.0,184,17,174080,700.0,0.1134521484375
1.7249729856848717,15.968719339370727,0.1379190047737211,2.1896780614355693,0.002128515289882963,-0.009089350982685573,0.7934750903397798,197.5,410.99,393.75,184,18,184320,677.5000000000002,0.130419921875
1.709950928390026,15.9687191426754,0.118919106957037,2.3435289081950006,0.0022422725819072798,-0.00843311490607448,0.8357358049601317,175.0,411.33,403.75,185,19,194560,700.0,0.1370849609375
1.6897422663867474,15.96871926188469,0.15380163975059985,2.3290640038334756,0.0023094059231883665,-0.009932553999897209,0.8180269807577133,172.5,408.53,395.0,185,20,204800,650.0,0.150732421875
1.6887165762484073,15.968719333410263,0.18078028396703302,2.8626695315763486,0.0020883989346661062,-0.007881069091672544,0.8171539209783077,197.5,415.66,419.25,186,21,215040,675.0,0.127197265625
1.7067978866398335,15.968719118833542,0.15882362928241492,2.5466783576769356,0.0020586014397739375,-0.009141371078294469,0.8067940954118967,175.0,409.23,425.5,186,22,225280,675.0,0.127490234375
1.701138935238123,15.968719184398651,0.1343446359038353,2.0000999794774694,0.002544478215145663,-0.009877437974500936,0.8412328504025937,175.0,408.41,416.0,187,23,235520,675.0,0.1556396484375
1.7113553389906884,15.968719232082368,0.12795359352603555,2.030810604857828,0.002302707954027358,-0.010191300122824033,0.8386179383844137,200.0,406.09,421.0,187,24,245760,700.0,0.1461181640625
1.6803055115044117,15.968719232082368,0.10157397189177572,2.024127341918742,0.002418512556323906,-0.009703202993841841,0.8700066700577735,225.0,414.56,431.25,187,25,256000,700.0,0.156787109375
1.690435102581978,15.968719160556793,0.1500652613118291,2.0394641463236156,0.002704242726759183,-0.009810017979179974,0.8317326169461012,250.0,423.26,454.25,187,26,266240,700.0,0.165966796875
1.7138337552547456,15.968719393014908,0.19106393184047193,2.782157341161809,0.002048038356997836,-0.008667565946961987,0.793093204125762,225.0,430.36,455.5,188,27,276480,700.0,0.1245849609375
1.6973180711269378,15.968719279766082,0.15593442348763348,2.312315940845335,0.002211788865088589,-0.009630516354445718,0.8378309227526188,225.0,435.86,454.0,188,28,286720,700.0,0.13837890625
1.7193325243890285,15.96871926188469,0.12170897661708295,1.9771692881880685,0.0020884448388418285,-0.010461493680122658,0.8651159178465605,225.0,430.47,454.25,189,29,296960,700.0,0.1288330078125
1.7097399204969406,15.968719255924224,0.17655730885453522,2.5559243314595417,0.0019546735885345367,-0.008718339092592942,0.8367785222828388,200.0,431.22,451.25,189,30,307200,725.0,0.1159423828125
1.7026377759873867,15.968719232082368,0.13462125656660645,2.2015553534728696,0.002132714287836595,-0.010414708039752441,0.876655949652195,222.5,427.29,462.25,190,31,317440,725.0,0.12763671875
1.704009612649679,15.968719273805618,0.1575010728323832,2.286394629454297,0.0023330457835758294,-0.010334444386171527,0.8646827068179845,222.5,439.27,481.25,190,32,327680,725.0,0.1431396484375
1.6980734504759312,15.968719351291657,0.13436745842918754,2.207477022622268,0.0024836654780987246,-0.009923261405492666,0.8767410770058632,222.5,437.02,483.25,190,33,337920,725.0,0.1528076171875
1.699214968085289,15.968719184398651,0.11165033222641796,2.2358544457457676,0.0024193707746238496,-0.00983668120315997,0.9057159848511219,247.5,442.22,499.5,190,34,348160,727.5000000000002,0.149609375
1.6899075306952,15.968719279766082,0.12874701139517128,2.074014080062248,0.0022477057986865453,-0.010840296511014457,0.8760050728917121,300.0,449.16,495.0,191,35,358400,730.0000000000005,0.1377197265625
1.6969876006245612,15.96871924996376,0.15213572811335324,2.6063625777815123,0.0020541050879561216,-0.009780390943342354,0.8422352321445942,300.0,440.96,492.75,191,36,368640,727.5000000000002,0.1255126953125
1.676965845376253,15.968719172477723,0.14600939804222435,2.627941070384464,0.0023576153665548043,-0.010312963325122836,0.8995089437812567,300.0,433.74,498.0,191,37,378880,725.0,0.1418701171875
1.688591481745243,15.968719220161438,0.1303657341748476,2.1554261801769607,0.0022995948802535067,-0.009647867481544382,0.8787510547786951,275.0,433.43,486.25,191,38,389120,702.5000000000002,0.1421875
1.689890632033348,15.96871903538704,0.14609404462389647,2.1608848977011514,0.0019843797779461507,-0.009626963627306395,0.8111278735101223,275.0,431.45,491.5,191,39,399360,700.0,0.114404296875
1.6828037813305854,15.968719226121902,0.11747987079434097,1.748123161266631,0.002300611411806472,-0.010726545974102919,0.8822633847594261,275.0,431.75,486.0,191,40,409600,725.0,0.137841796875
