frames,policy_entropy,policy_loss,advantage_norm,P09:episode_rewards,epoch_idx,explained_variance,P01:episode_rewards,grad_norm,PMM:episode_rewards,value_loss,episode_length,fps
352000,1.3565772366523743,-0.00024868167252861895,0.6440710814297199,5.0,44,0.970126628279686,0.0,0.15869930307620833,2.0,0.0032556535219191575,204.18,216
360000,1.3579096162319184,-0.0012836891203187406,0.8091503426432609,5.0,45,0.9511318516731262,0.0,0.19985205991386285,2.25,0.005023885951668489,212.19,215
368000,1.337445604801178,-0.0008598496705963044,0.7489996771514416,8.100000000000009,46,0.9524073344469071,0.0,0.17248212260148166,2.58,0.004919414381147362,221.51,216
376000,1.3556731355190277,-0.0012150200779433363,0.7719819615781307,8.0,47,0.9553083664178849,0.0,0.20093240382779784,2.52,0.004520564713457134,219.95,215
384000,1.3369851779937745,-0.0007149707901407964,0.8448738291859627,6.0,48,0.9441907811164856,0.0,0.19375949587336952,2.35,0.005541775916644838,216.17,215
392000,1.3451857256889344,-0.0014474022863123536,0.4893488518893719,6.0,49,0.9815292817354202,0.0,0.11291600023713155,2.09,0.001988747455034172,205.28,215
400000,1.353494771718979,-0.0002879713720176369,0.6524745380878448,6.300000000000026,50,0.9623685538768768,0.0,0.16243425121225194,2.47,0.003721743505448103,218.84,215
408000,1.3711337006092073,-0.0020500154013279826,0.8198372784256935,5.0,51,0.9435395687818527,0.0,0.22402560789022136,2.26,0.005257722964743152,214.11,215
416000,1.3576646721363068,-0.00042499057890381663,0.7390704609453678,4.1000000000000085,52,0.9555189597606659,0.0,0.18154725723442813,1.64,0.004308917052694597,192.58,215
424000,1.3549407517910004,-0.0017317181528778746,0.7886661092936993,5.0,53,0.9509417754411698,0.0,0.1857225552294943,1.69,0.0049224967771442606,193.02,215
432000,1.3555669224262237,0.0002666825382038951,0.6160685957968235,9.0,54,0.9672883594036102,0.0,0.13876087758813158,2.17,0.0031147453139419665,204.34,216
440000,1.3579604816436768,-0.0007725112877233187,0.7108607536554337,7.200000000000017,55,0.9599954789876938,0.0,0.17617546618052451,2.24,0.004058916193025652,209.51,216
448000,1.3525614798069001,-0.0005579443226451985,0.9009904864430428,6.0,56,0.9347430634498596,0.0,0.20891347496362617,2.29,0.006455787259037607,215.51,216
456000,1.36352618932724,0.0004337118851253763,0.6813712334632873,5.1000000000000085,57,0.9603262257575989,0.0,0.16315976973059343,2.27,0.003883529726881534,216.77,217
464000,1.3686518883705139,-0.0006257094850298017,0.9169311593472957,6.0,58,0.8546522587537766,0.0,0.2182053205568199,2.37,0.006938717214216013,220.75,217
472000,1.364208492040634,-0.0018266720476094634,0.9743220189213753,5.0,59,0.8762128317356109,0.0,0.26020437899897697,1.9,0.007312296142918058,199.02,217
480000,1.3729729282855987,-0.0002508852928804117,0.9392441181838512,5.0,60,0.9282979267835617,0.0,0.24606213897024262,1.8,0.006929066438169684,195.93,218
488000,1.3606244361400603,-0.0018221473664743826,0.8578035345673561,5.0,61,0.9427195340394974,0.0,0.19784293482994963,2.0,0.005506812414387241,202.6,217
496000,1.3698741602897644,-0.00020440743246581406,0.9721530485153198,6.0,62,0.9224658370018005,0.0,0.2249143427481645,2.4,0.007394876645412296,219.29,218
504000,1.3663744819164276,-0.0020286531979218127,0.8883466655015946,6.0,63,0.9418624663352966,0.0,0.21801304866505064,2.53,0.005913734954956454,226.73,218
512000,1.3737442231178283,-0.0007887414711876772,1.011756187081337,6.0,64,0.905792818069458,0.0,0.22971468503803494,2.53,0.007235917210928164,223.43,218
520000,1.362333950996399,-0.0017849849027697928,1.0033345887064933,5.0,65,0.9155374640226364,0.0,0.24442235471380624,2.22,0.007519582647364587,211.86,218
528000,1.3512135803699494,-0.0015589100657962263,0.9011827030777931,4.1000000000000085,66,0.9307865768671035,0.0,0.2074748328910772,2.01,0.006054541729972698,202.58,218
536000,1.3636269891262054,0.001931274288217537,0.9641606116294861,5.0,67,0.92136254966259,0.0,0.2216602430694153,2.14,0.006915355404489673,209.04,218
544000,1.3601024556159973,-0.003972933202749118,1.184774515926838,5.0,68,0.8640039402246475,0.0,0.29987479721327537,2.19,0.010186103896121495,210.46,218
552000,1.3520206344127654,-0.0019150798283953919,1.039213563501835,5.1000000000000085,69,0.9147907942533493,0.0,0.24246876195467407,2.53,0.007803839771659113,224.03,219
560000,1.3602393221855165,-0.0014288233290426432,0.9804207682609558,5.0,70,0.9270518034696579,0.0,0.23403557605961203,2.35,0.007201623728615231,215.65,219
568000,1.3499227893352508,-0.0014964093259186484,1.0987791761755943,5.1000000000000085,71,0.9026827675104141,0.0,0.263155366310536,2.43,0.008545197821222246,218.07,219
576000,1.3496065068244933,8.402719104196876e-05,0.9911889198422432,6.0,72,0.9266577190160752,0.0,0.2359137084298921,2.46,0.006999063708353788,221.46,220
584000,1.3532040095329285,-0.0018263020858285018,1.4091426241397857,6.1000000000000085,73,0.8255082589387893,0.0,0.3365161741040728,2.68,0.014044029490323738,228.43,220
592000,1.3483659255504608,0.001787996794155333,1.2285264244675635,6.1000000000000085,74,0.8867714965343475,0.0,0.2728120423750753,2.77,0.010817020706599578,227.56,220
600000,1.3537345576286315,-0.003958277241326869,1.2020481848716735,6.1000000000000085,75,0.8813385564088821,0.0,0.30211706016489503,2.98,0.01030988129787147,234.95,220
608000,1.3462767326831817,-0.00035605400509666654,1.0394273096323012,6.1000000000000085,76,0.9239122170209885,0.0,0.25386171555807296,2.96,0.007943200322333723,234.61,221
616000,1.349027874469757,-0.0007925508333937614,1.134308861196041,6.1000000000000085,77,0.8786915445327759,0.0,0.271234718598861,2.86,0.009789596361806617,236.82,221
624000,1.335628662109375,-0.0014980582164935185,1.0881880134344102,6.0,78,0.9081399071216584,0.0,0.26778931157824165,2.66,0.008516282527707517,227.38,220
632000,1.3277312433719635,-0.000902806386948214,1.1740194776654242,7.0,79,0.8964667224884033,0.0,0.27564576257204054,2.66,0.009741052360041066,225.59,220
640000,1.3342276334762573,-0.0007833174680126831,1.1656104105710983,8.100000000000009,80,0.9108124977350235,0.0,0.29473886450963427,2.88,0.010263188758981414,231.04,220
648000,1.3424172484874726,-0.0010081750576500781,1.0918784564733506,9.0,81,0.9030078798532486,0.0,0.2440046316884048,3.4,0.008590735241305082,247.65,220
656000,1.342364671230316,-0.0008031555279012537,1.2028869599103929,9.0,82,0.8655669152736664,0.0,0.27652515733829086,3.59,0.010206170760793611,253.98,220
664000,1.3326021802425385,-0.003299783134716563,1.1085771867632865,9.0,83,0.9184415608644485,0.0,0.2731562158262994,3.62,0.008666939470567741,257.0,219
672000,1.3246976339817047,-0.002105521373450756,0.9843062028288841,9.0,84,0.9301751881837845,0.0,0.24488340463595634,3.71,0.00669534771121107,262.19,220
680000,1.333096673488617,-0.0029374804138205947,1.3189815405011176,9.0,85,0.85443290412426,0.0,0.3115674523818989,3.55,0.012142178950598463,259.24,220
688000,1.3245286798477174,-0.0006514636814245022,1.137653522491455,9.0,86,0.9019565731287003,0.0,0.28581189432987997,3.51,0.008893818482756615,259.35,220
696000,1.3200528514385224,-0.0024177791995316513,1.2878237482905388,9.0,87,0.8579706299304962,0.0,0.32513002335453906,3.27,0.012011380126932637,245.63,220
704000,1.320191386938095,-0.0012332396793499356,1.210600129365921,9.0,88,0.8853380519151688,0.0,0.2992352121789558,3.17,0.010208311561727896,238.38,220
712000,1.3023522639274596,-0.0020332202770805452,1.2258175349235534,9.100000000000009,89,0.8922623455524444,0.0,0.3215841711162202,3.36,0.01051600610022433,242.75,219
720000,1.3225580728054047,-0.002122020672541112,1.1497842079401017,7.1000000000000085,90,0.8948931515216827,0.0,0.2642220957116471,3.57,0.008995637071784586,253.1,219
728000,1.329452064037323,-0.00138694074441446,1.1802933058142662,7.1000000000000085,91,0.9014869701862335,0.0,0.27871353497082735,3.68,0.00970875094179064,257.04,219
736000,1.322569923400879,-0.0029458788032934533,1.381375604867935,9.0,92,0.8642491203546524,0.0,0.3495959678250891,3.51,0.013102334914729,249.88,219
744000,1.321285891532898,-0.000990101433126256,1.0914749413728715,9.0,93,0.9132675504684449,0.0,0.26944623715894783,3.8,0.00826317467377521,260.18,219
752000,1.319431174993515,-0.0037070427229627966,1.069915377497673,9.0,94,0.9128964817523957,0.0,0.27126687756150974,3.73,0.007972382329171523,262.87,219
760000,1.313770570755005,-0.0014279954723315314,1.3900090146064759,9.0,95,0.8640464621782303,0.0,0.332289027293923,4.04,0.013002173041459173,272.92,219
768000,1.3128113198280333,-0.005258791153901257,1.2566748589277268,7.0,96,0.8881917625665665,0.0,0.3235589789455655,3.31,0.010924600745784118,250.59,220
776000,1.3065435564517975,0.00020526100241113454,1.2479368168115617,7.1000000000000085,97,0.8859726667404175,0.0,0.2892864090463354,3.59,0.011104905891697854,259.6,219
784000,1.2857914125919343,-0.00424084034137195,1.4544260865449905,9.100000000000009,98,0.836418679356575,0.9000000000000004,0.35749898229490923,3.93,0.014477473369333893,266.11,220
792000,1.2982600343227386,-0.0016970607626717537,1.3098633497953416,10.0,99,0.8789727926254273,0.0,0.34099198859627405,4.23,0.011563984984531999,270.83,220
800000,1.2568206971883773,-0.0034376309998333456,1.3628586614131928,10.0,100,0.8667580491304397,1.0,0.374865722078927,4.4,0.01272342398064211,270.48,220
808000,1.2826084446907045,-0.00330929753894452,1.4122526663541795,10.0,101,0.8401260948181153,1.0,0.3670763211049253,4.5,0.013486289051361382,274.8,220
816000,1.2972471451759338,-0.002196199043246452,1.388115177154541,10.0,102,0.8447962129116058,1.0,0.3533089076479053,4.98,0.013016743664629758,295.24,220
824000,1.2815662682056428,-0.005245433219242841,1.5009132820367812,9.0,103,0.8520354962348938,1.0,0.4534278788535222,4.87,0.015347780855372549,291.64,220
832000,1.2830153155326842,-0.003867361379088834,1.3574441051483155,10.0,104,0.881165097951889,2.0,0.368465831380679,5.56,0.012344156242907047,313.49,220
840000,1.2591451823711395,-0.0023877379009354625,1.3236175495386124,10.0,105,0.8743034756183624,2.0,0.3485293786980456,5.89,0.011879583247937262,320.86,220
848000,1.2587183916568756,-0.005520456101803575,1.578672108054161,11.0,106,0.8391178804636001,2.0,0.4074550140249586,5.86,0.01640163809992373,311.6,220
856000,1.2602760803699493,-0.0036556373751955107,1.5774488508701325,11.0,107,0.8224043422937393,2.0,0.40519573973383743,6.25,0.016925810542888938,322.86,220
864000,1.2579621970653534,-0.0019630894041620193,1.4401683807373047,11.0,108,0.8438722670078278,2.0,0.41183314983322306,6.33,0.013996928031556308,322.65,219
872000,1.2661119103431702,-0.00402653822384309,1.6331549859046937,11.0,109,0.8006358450651169,2.0,0.43362527384857485,6.39,0.01777116150595248,325.94,219
880000,1.2510493874549866,-0.0035682423118851146,1.6865489906072617,11.0,110,0.8072920936346054,3.0,0.477286979768992,6.57,0.018825512533076107,327.74,219
888000,1.24915234208107,-0.0029714013647753747,1.7128690963983535,11.0,111,0.7922368884086609,3.0,0.5168354739517693,6.58,0.020043368097394706,332.83,219
896000,1.255965429544449,-0.007554636339191348,1.6898798948526383,11.0,112,0.8149242949485779,3.0,0.5085003947705689,6.48,0.019636863495688887,339.48,219
904000,1.2248418164253234,-0.0058410933005507105,1.768279169201851,11.0,113,0.7853744125366211,3.0,0.5024602085010941,6.62,0.020613323375582696,344.98,219
912000,1.2229527473449706,-0.004649470457807183,1.6381953871250152,12.0,114,0.7989990496635437,3.0,0.4464987279438046,6.91,0.017870992054231465,362.24,219
920000,1.227709517478943,-0.006008462153113214,1.5688331371545792,11.0,115,0.8254205721616745,3.0,0.41442870796752496,6.92,0.016665753494016826,365.79,220
928000,1.2391902220249176,-0.004210023810737766,1.6010907685756683,11.100000000000009,116,0.8206737101078033,4.0,0.4069370918753898,7.26,0.016906432118266822,373.37,220
936000,1.2196124505996704,-0.0001786687271669507,1.7330169379711151,12.0,117,0.7743195581436157,4.0,0.4970778952802639,7.4,0.020085127353668214,375.32,220
944000,1.1795612132549287,-0.007492217956751119,1.6766341918706893,12.100000000000009,118,0.8138672906160355,4.0,0.45439752926797367,7.84,0.01862252586055547,374.45,220
952000,1.1910372912883758,-0.005788267755051492,1.6941732096672057,12.0,119,0.8075104719400406,4.0,0.4769176703974975,7.69,0.019120457330718637,369.21,220
960000,1.2246860206127166,-0.0029607763668900587,1.6344363260269166,13.0,120,0.8155620062351226,4.0,0.42130660103313283,7.93,0.01756004688795656,373.81,219
968000,1.249347027540207,-0.0006534323182995649,1.5043290013074875,13.0,121,0.8357066208124161,4.0,0.39565622154554814,7.93,0.015407250109128655,375.67,220
976000,1.2575640428066253,-0.0023556045978330078,1.503948427438736,12.0,122,0.8569379764795303,4.0,0.4101392901196971,7.85,0.014953949647024274,374.96,220
984000,1.231070169210434,-0.0024858432792825625,1.5941239130496978,13.0,123,0.8268572729825974,4.0,0.40160631909006606,8.05,0.017114052993711083,384.61,220
992000,1.2485887622833252,-0.0019077950726205017,1.7747364962100982,13.0,124,0.7605845284461975,4.0,0.4989759724376869,8.27,0.021422704672440885,388.6,220
1000000,1.2122868025302886,-0.006956305876374244,1.5701717764139176,12.0,125,0.8383991467952728,5.0,0.4471913320853364,8.26,0.016265878193080424,394.5,220
1008000,1.194883623123169,-0.0006115648138802499,1.6264362561702728,12.0,126,0.7938562649488449,5.0,0.43826183481843617,8.52,0.017406649691984057,402.12,221
1016000,1.2328836929798126,-0.003775102652143687,1.7395818191766739,13.0,127,0.8060477268695831,5.0,0.5739222505154162,8.84,0.02032973709516227,410.48,220
1024000,1.2279518485069274,-0.0035387349556549453,1.7533489257097243,13.0,128,0.7826322907209396,5.0,0.4649599717567593,9.13,0.02038522373419255,416.34,220
1032000,1.212503153681755,-0.005505246270913631,1.684276950955391,13.100000000000009,129,0.7974850410223007,5.0,0.44382521754795723,9.22,0.018669033646583556,418.88,220
1040000,1.16871801674366,-0.006214770165461232,1.7266572791337966,14.0,130,0.7516556233167648,3.9000000000000004,0.5800647274992144,8.63,0.020443868753500283,402.72,220
1048000,1.2170987904071808,-0.006336233060574159,1.752179788351059,13.100000000000009,131,0.7841942673921585,3.9000000000000004,0.5215976546422931,8.21,0.020119222765788435,386.55,220
1056000,1.2097016203403472,-0.005131571486708708,1.6440448188781738,13.0,132,0.7987138408422471,4.0,0.46284546178364366,8.18,0.018017837270162998,386.99,220
1064000,1.2039379680156708,-0.006217282931902446,1.843702295422554,15.0,133,0.747937992811203,4.0,0.5268028303784876,8.37,0.022835807455703617,391.96,220
1072000,1.1794612145423888,-0.010539869444910437,1.8866885566711427,15.100000000000009,134,0.7365815901756286,4.0,0.5380214991047281,9.1,0.02368409541901201,408.93,220
1080000,1.1920462155342102,-0.004686588498298078,1.819962693452835,16.0,135,0.7529527360200882,5.0,0.4663857179770893,10.01,0.021732746986672283,435.63,220
1088000,1.173093582391739,-0.008108917703502812,1.8293196702003478,16.0,136,0.7844803392887115,6.0,0.5254453541629113,10.54,0.022139807189814745,453.63,220
1096000,1.1682171392440797,-0.004917432798538357,1.8372089445590973,17.0,137,0.7727971881628036,6.0,0.5333409584934712,11.16,0.02265356859192252,459.02,220
1104000,1.2102353048324586,-0.0020876012911321597,1.5874154031276704,17.10000000000001,138,0.8251536899805069,6.0,0.41044445249952693,11.69,0.01663834831211716,464.83,220
1112000,1.2225390207767486,-0.0037209115974837915,1.7131446141004563,17.0,139,0.8083260190486908,6.0,0.4750883899767745,11.01,0.019614200633950533,458.12,220
1120000,1.1892791926860808,-0.00829768781317398,1.7225240689516068,16.10000000000001,140,0.777722235918045,6.0,0.4915665486278866,10.64,0.019459107359871268,450.12,220
1128000,1.1876194989681244,-0.0037466895824763923,1.805099972486496,17.0,141,0.777552318572998,6.0,0.50306691178091,10.9,0.02166346800979227,442.56,220
1136000,1.2188395130634309,-0.0010809517472080187,1.6615368711948395,17.10000000000001,142,0.8139034402370453,6.0,0.4428126800338784,11.56,0.01835965638048947,452.2,220
1144000,1.21777446269989,-0.004424009042122634,1.7004433995485306,17.0,143,0.7965663826465607,6.0,0.456808233424461,11.4,0.0191775960335508,450.09,220
1152000,1.232691798210144,-0.003049063265316363,1.5771947836875915,17.10000000000001,144,0.8150835734605789,6.0,0.41058203626122713,11.73,0.01653489289106801,461.81,220
1160000,1.221374043226242,-0.002715412888210267,1.5972043937444687,17.0,145,0.8142105156183242,6.0,0.4376436158282076,11.9,0.016659747194498777,461.41,220
1168000,1.1973881018161774,-0.006149099838803522,1.7928049659729004,18.0,146,0.7614106446504593,6.0,0.5074957362640835,12.3,0.020965626602992414,474.98,220
1176000,1.1496855664253234,-0.007191411406383849,1.762084572315216,18.10000000000001,147,0.8051014053821564,6.9,0.4931366404547339,12.65,0.020697852759622038,479.06,220
1184000,1.1603862011432649,-0.004358951990725473,1.7019115853309632,18.10000000000001,148,0.7888447225093842,6.0,0.4815181027966834,12.29,0.018961203237995505,479.23,220
1192000,1.2013581013679504,-0.0038559878039995965,1.7708993971347808,19.10000000000001,149,0.7591829991340637,7.0,0.5169092487890754,12.74,0.02093182100681588,494.05,220
1200000,1.1793286991119385,-0.00474123901600251,1.9011688530445099,20.10000000000001,150,0.7103578782081604,7.0,0.5190892278474337,13.28,0.024120951504446566,501.51,220
1208000,1.175509411096573,-0.008656103615649044,1.8682367658615113,21.0,151,0.7371703535318375,7.0,0.5521785125182447,13.87,0.023012133548036218,515.4,220
1216000,1.1852047216892243,-0.004801145169421943,1.9947856080532074,21.0,152,0.7207534617185593,7.0,0.5596264966106234,13.65,0.02615625934675336,512.37,220
1224000,1.1923810291290282,-0.00471795168472454,1.6815719664096833,20.10000000000001,153,0.7955763590335846,7.0,0.4509459290116072,13.72,0.018551017413847147,512.13,220
1232000,1.1919592070579528,-0.0009193825267720967,1.7111234664916992,20.0,154,0.7870288383960724,7.9,0.45899882304116907,13.89,0.019449453884735703,520.11,220
1240000,1.1808170831203462,-0.009095590475481004,1.9590470933914184,20.0,155,0.7639618009328842,7.0,0.5764444885143771,13.89,0.027002623109146952,516.08,220
1248000,1.1906065618991852,-0.004623711728854687,1.74487606883049,20.0,156,0.790895944237709,7.0,0.49274289253169906,13.23,0.020176134891808032,504.7,220
1256000,1.1518163621425628,-0.002897975869709626,1.9336978220939636,19.0,157,0.745444867014885,7.9,0.5721978862782914,13.07,0.024582402026280762,500.25,220
1264000,1.147276440858841,-0.008767032738396664,2.0881667232513426,20.0,158,0.6902330374717712,8.0,0.6526222105681307,13.65,0.02897967854514718,512.39,220
1272000,1.1443285834789276,-0.010434935081284492,2.01494860291481,21.10000000000001,159,0.7454991418123246,8.0,0.5633720065353803,14.11,0.026723752496764064,514.86,220
1280000,1.1060662651062012,-0.001556084576586727,2.0124702250957487,22.10000000000001,160,0.6849602717161178,8.0,0.6422421952708016,14.44,0.026952253300696612,522.43,220
1288000,1.1446383005380631,-0.007083305846899748,2.123283276557922,23.0,161,0.6548247700929641,8.0,0.7498311067936254,14.49,0.030552903739735484,522.54,220
1296000,1.1313305020332336,-0.010015597344608978,1.9699935746192931,23.10000000000001,162,0.7440230125188827,8.0,0.5691418029083851,15.04,0.02544686927460134,538.42,220
1304000,1.1552499186992646,-0.00688680220162496,1.8971028852462768,24.0,163,0.7455438017845154,8.0,0.5872816649542423,15.31,0.02357735765632242,537.4,220
1312000,1.1204485774040223,-0.003443230388802476,2.0040175914764404,24.0,164,0.7282603287696838,8.0,0.629577466411199,15.52,0.02645090159960091,540.04,220
1320000,1.1367688632011415,-0.006374007680860814,1.9951701807975768,23.0,165,0.7006513732671737,8.0,0.5556097590122858,14.85,0.02608399637043476,526.22,220
1328000,1.1047621631622315,-0.007599750802037306,1.9160741889476776,23.10000000000001,166,0.7367313748598099,8.0,0.5293971740247382,14.94,0.02422176624648273,531.01,220
1336000,1.1313239932060242,-0.008450505255023017,1.9838399332761765,23.0,167,0.7371904301643372,7.0,0.5660348689780139,14.57,0.02656698022969067,528.99,220
1344000,1.112650203704834,-0.00868673529868829,2.0562774670124053,23.0,168,0.710921420454979,8.0,0.6122255475081207,14.76,0.02832339344546199,531.56,220
1352000,1.0759748888015748,-0.00708682882868743,1.9995626592636109,24.0,169,0.7158021211624146,8.0,0.581435963815891,15.61,0.026803223504684864,541.74,220
1360000,1.148661149740219,-0.005787126424038434,2.0806610476970673,24.0,170,0.7287815338373185,8.0,0.5783153016598017,15.73,0.028461345760151743,547.24,220
1368000,1.110894945859909,-0.007888558655977249,2.155448804497719,24.0,171,0.6963822013139724,8.9,0.6397818176769511,15.57,0.03075986575335264,547.47,220
1376000,1.1177151155471803,-0.004586562272452284,1.9727074718475341,24.0,172,0.7653247821331024,10.0,0.5814794593981949,16.23,0.02616071063093841,548.59,220
1384000,1.125842980146408,-0.004303205099422485,1.9359424936771392,24.10000000000001,173,0.7350231802463532,9.9,0.5879133597392187,16.27,0.024673954071477055,541.9,220
