explained_variance,value_loss,policy_entropy,P09:episode_rewards,epoch_idx,fps,P01:episode_rewards,grad_norm,advantage_norm,episode_length,frames,approx_kl_divergence,PMM:episode_rewards,policy_loss,clip_fraction
0.03608416803181171,1.0448975475970657,1.081728546693921,50.0,1,205,0.0,26.12477310072176,15.968719327449799,285.78125,10240,0.012006748414024486,17.96875,0.011103171743889107,0.2862548828125
0.12676305547356606,0.03503863469668431,1.4729826115071774,75.0,2,196,0.0,2.8084197234044934,15.968718391656875,288.32394366197184,20480,0.0033802106192529525,33.45070422535211,-0.0001000508971628733,0.208056640625
0.196714698523283,0.05208954869012814,1.6888786010444163,100.0,3,212,0.0,2.036871664050744,15.96871885061264,293.09,30720,0.0035796731551957705,43.5,-0.0031378535160911268,0.2291259765625
0.245824259147048,0.09717398798093199,1.7482181541621684,200.0,4,220,0.0,2.1979847485019834,15.968719160556793,306.89,40960,0.00189484422437569,83.75,-0.004290337445854675,0.1201904296875
0.39456015191972255,0.12035106928087771,1.7460927605628966,302.5000000000002,5,226,0.0,2.541992467723607,15.968719273805618,322.78,51200,0.002026917542002839,143.75,-0.005023140483172028,0.131298828125
0.49090479910373686,0.1296753755537793,1.73207288980484,412.5000000000011,6,230,25.0,3.120475154710088,15.968719273805618,339.48,61440,0.0017533972215008377,207.5,-0.005057747453611228,0.1011962890625
0.5288236252963543,0.14510535090230406,1.7133360214531421,650.0,7,233,75.0,3.0094340823943626,15.968719357252121,359.69,71680,0.0017938146099371107,268.25,-0.006325350467886892,0.109228515625
0.6808098271489144,0.14904551138170063,1.696641243994236,580.0000000000005,8,235,125.0,2.649767696607625,15.968719333410263,355.68,81920,0.0019891258821192713,284.0,-0.005101636176550528,0.1274169921875
0.7504986587911844,0.16477171843871474,1.6914178647100926,575.0,9,238,150.0,3.0805055683127036,15.968719285726547,356.19,92160,0.001934332494613808,304.5,-0.006198647514611366,0.1143310546875
0.841448151320219,0.11458708837162704,1.6930785976350307,575.0,10,239,150.0,2.584634555630477,15.96871926188469,365.42,102400,0.0022942076022448975,325.25,-0.007203779780684272,0.1468994140625
0.8169824238866568,0.13153017922304572,1.69083943516016,575.0,11,241,175.0,2.8365662558821523,15.968719214200974,365.52,112640,0.0020188421008018624,323.25,-0.00652649503244902,0.1225341796875
0.7731843184679746,0.14838667996227742,1.7203839294612409,552.5000000000002,12,242,150.0,2.612647758525126,15.968719321489335,378.11,122880,0.001987633218857667,323.5,-0.007500925362546695,0.12587890625
0.7780518487095833,0.15106506207957865,1.7285194151103496,602.5000000000002,13,243,150.0,2.840952154949284,15.968719244003296,384.32,133120,0.0019912589457820257,337.5,-0.00724973459400644,0.119677734375
0.7263709623366594,0.1643909560982138,1.73964771181345,625.0,14,245,150.0,2.532176340122084,15.968719160556793,391.1,143360,0.002127431063900359,338.75,-0.007303767376106407,0.133984375
0.7206700928509235,0.15680750485043973,1.7371586173772813,652.5000000000002,15,246,147.5,2.3081221811187627,15.968719112873078,394.27,153600,0.0023116902687437,330.25,-0.008821843191981316,0.149267578125
0.7209324490278959,0.13874267912469804,1.7341161325573922,675.0,16,247,147.5,2.012249056973606,15.968719315528869,402.27,163840,0.0024288713025046554,345.25,-0.01005278637749143,0.1537353515625
0.7510208569467067,0.13797288266941904,1.7133721642196178,652.5000000000002,17,248,172.5,2.0664213382342247,15.968719148635865,404.01,174080,0.0024090786022955704,348.0,-0.009021582717832644,0.1533935546875
0.7895989660173655,0.1265041397185996,1.688409861922264,650.0,18,249,150.0,1.9444183860306943,15.968719363212585,396.66,184320,0.0023269060897977366,348.75,-0.009552387207077118,0.1480712890625
0.7818084947764874,0.1521094090305269,1.6784621812403202,650.0,19,250,175.0,2.1960592515415964,15.968719255924224,395.03,194560,0.002301790886565787,353.5,-0.00959526796505088,0.136962890625
0.8434156388044357,0.1479952862020582,1.6788672715425492,650.0,20,250,197.5,2.255982815091324,15.968719178438187,402.5,204800,0.002426966219673342,372.25,-0.010078170445194701,0.146630859375
0.8764436073601246,0.1260610803961754,1.6787494584918021,652.5000000000002,21,251,222.5,2.2870279511471674,15.968719393014908,411.23,215040,0.0025453859998382415,390.0,-0.010244802698798594,0.15078125
