grad_norm,value_loss,P09:episode_rewards,epoch_idx,advantage_norm,clip_fraction,episode_length,fps,PMM:episode_rewards,frames,policy_entropy,explained_variance,P01:episode_rewards,approx_kl_divergence,policy_loss
243172520.8029357,137209000.8587099,50.0,1,15.96871749162674,0.257177734375,321.125,244,12.5,10240,0.07963141488018927,-2.9228956937789916,0.0,569528.0365587397,0.05461980741356456
0.13303713054526428,0.0037507108362134223,25.0,2,15.966197764873504,0.040966796875,303.6875,232,6.25,20480,0.048882877697320734,-8.195638656616212e-09,0.0,0.005677757242660775,0.0005193639213757706
0.0001512661958586117,8.949996298261691e-09,0.0,3,12.834393386542796,0.0,292.5,240,2.75,30720,1.283975684032157e-05,-1.1548399925231934e-08,0.0,0.0,-9.865811989584472e-08
2.4646178137039583e-06,1.7412476085921268e-13,0.0,4,10.138582095503807,0.0,286.41,242,0.0,40960,1.3526622274184774e-05,1.862645149230957e-09,0.0,0.0,6.708251021336764e-08
0.03476973440469797,0.0005745376588330397,0.0,5,14.200862175226211,0.0,286.31,243,0.0,51200,0.00035040646288280185,-1.4901161193847657e-09,0.0,2.009684862969152e-09,-2.9734451345575508e-08
0.05386402692013207,0.0016551760977354002,0.0,6,15.967163568735122,0.133642578125,286.56,244,3.75,61440,0.5159149381826864,-8.195638656616212e-09,0.0,0.010459857971694398,0.0013444682356293924
0.027384439102086468,0.0014525173731105845,50.0,7,15.968544948101044,0.261181640625,286.9,246,10.0,71680,1.0290204241871834,4.8428773880004884e-09,0.0,0.009626579626819875,0.0011607729487877806
0.02960141321490415,0.0025589928151823925,50.0,8,15.968707966804505,0.2572021484375,290.31,246,20.5,81920,1.1898136101663113,-3.725290298461914e-09,0.0,0.006840950761329623,-0.0001984716574952472
0.03394685221803943,0.0031029125338115195,77.50000000000021,9,15.968678563833237,0.2015380859375,292.8,245,33.0,92160,1.1671253517270088,-8.568167686462402e-09,0.0,0.004646271733463436,-2.4090703300316817e-05
0.028909726409496572,0.00256803810963504,100.0,10,15.968707311153413,0.146533203125,293.37,245,36.75,102400,1.0580890167504549,-9.685754776000977e-09,0.0,0.0031300370053173763,-0.00014567981706932188
0.025285358320556107,0.0019336777997459088,75.0,11,15.968409693241119,0.1315185546875,291.54,245,32.0,112640,0.980723637342453,3.3527612686157227e-09,0.0,0.00416097910038502,-0.0003362670404385426
0.02433347287852922,0.0018294682208084057,75.0,12,15.968642175197601,0.1791015625,291.38,246,26.75,122880,1.0269411493092775,-6.332993507385254e-09,0.0,0.004382777954469929,-0.00015537634717475158
0.022386720375696754,0.0023465605891235695,75.0,13,15.968692153692245,0.115234375,292.41,247,26.25,133120,0.9372189044952393,-2.1979212760925294e-08,0.0,0.0027499130189880816,-0.0008255883356468984
0.03491462383519443,0.003188466808501289,75.0,14,15.968709927797317,0.2232421875,291.63,247,28.25,143360,1.1212234821170568,-1.4528632164001465e-08,0.0,0.004718661959805104,-0.0004061280000314582
0.043374088782875284,0.006214358620889015,125.0,15,15.968716782331466,0.20517578125,299.29,247,53.0,153600,1.3942425906658173,-1.6391277313232423e-08,0.0,0.003961491533164008,-0.0009791316457267384
0.04699673827795836,0.005865898048341478,125.0,16,15.968717056512833,0.2384521484375,302.74,248,67.5,163840,1.3993808135390282,5.587935447692871e-09,0.0,0.0043401783482750035,-0.0005055066663771868
0.04427938140894447,0.005666561584257579,150.0,17,15.968717610836029,0.201220703125,306.88,248,83.75,174080,1.2305194839835167,1.0058283805847169e-08,0.0,0.00327866761751352,-0.0011248221446294338
0.04939060060397125,0.008517213959680702,200.0,18,15.96871771812439,0.216162109375,310.86,248,97.0,184320,1.207626287639141,-1.080334186553955e-08,0.0,0.003425937278723268,-0.0016700817570381333
0.04817780786219693,0.011330387739508296,252.50000000000023,19,15.96871777176857,0.1466064453125,324.06,248,129.5,194560,1.118534117937088,5.587935447692871e-09,25.0,0.0026786596604779335,-0.0008402809660765342
0.05160680402115214,0.009972670697970898,277.5000000000002,20,15.968717813491821,0.1642578125,338.0,248,153.25,204800,1.15317158177495,2.6077032089233397e-09,25.0,0.002335492855161192,-0.0005607889106613584
0.0540424761498786,0.011305452427768614,450.0,21,15.968717789649963,0.138671875,351.99,248,190.5,215040,1.2385291650891304,3.725290298461914e-09,50.0,0.0020914490588324953,-0.0009189292090013623
0.04623206448061089,0.0075780550241688616,357.5000000000007,22,15.968717795610427,0.1765625,345.81,249,174.75,225280,1.2413528934121132,8.195638656616212e-09,25.0,0.002767148984821688,-0.0011450926947873085
0.044917533382762505,0.005982649873988066,325.0,23,15.96871738433838,0.17734375,334.45,249,146.0,235520,1.2390339739620686,-1.7881393432617187e-08,0.0,0.0026615404643678176,-0.0011227790351767907
0.04649917965149626,0.006568161436666742,225.0,24,15.968717175722123,0.1972412109375,318.27,249,106.25,245760,1.3023640185594558,9.685754776000977e-09,0.0,0.003063067205351899,-0.0010092344145959942
0.05186527900973651,0.006642252723759156,200.0,25,15.968717670440673,0.2050537109375,310.8,249,96.5,256000,1.375731061398983,-1.3411045074462891e-08,0.0,0.0026776240366189084,-0.0005778358379757264
0.05210518427852704,0.006673224538826616,202.50000000000023,26,15.968716901540756,0.213232421875,307.1,249,100.75,266240,1.4170713938772679,-2.2724270820617674e-08,25.0,0.0031339574907519817,-0.0014262963992223376
0.05083854777321868,0.00536199349025992,177.50000000000023,27,15.968717628717423,0.193408203125,306.7,250,92.75,276480,1.4070618249475957,1.4156103134155273e-08,25.0,0.002907565451164373,-0.0004835406187339686
0.04986825221224759,0.005127326991549807,152.50000000000023,28,15.968709015846253,0.1933349609375,303.3,250,80.5,286720,1.4175697967410088,-1.6763806343078613e-08,0.0,0.002971811330064611,-0.0008360929521586513
