epoch_idx,frames,grad_norm,advantage_norm,value_loss,P09:episode_rewards,episode_length,fps,PMM:episode_rewards,P01:episode_rewards,policy_loss,explained_variance,policy_entropy
19,152000,0.2970748612195973,1.2473329535126687,0.012636257020640187,4.1000000000000085,200.44,205,1.85,0.0,-0.002289176779158879,0.41293177723884583,1.3472042214870452
20,160000,0.415169639245197,1.6530651837587356,0.020534965394763276,5.0,204.11,205,1.97,0.0,-0.0037436233344487844,0.6665736019611359,1.3389443349838257
21,168000,0.38606188912797473,1.5098782342672348,0.01601880807429552,5.0,219.99,207,2.37,0.0,-0.005588680329674389,0.8028084355592727,1.3072347962856292
22,176000,0.4043936710383702,1.2767883098125459,0.012669508251128718,7.1000000000000085,228.57,207,2.63,0.0,-0.008504229186219164,0.8236213672161102,1.3130143940448762
23,184000,0.4097898467448938,1.3617525219917297,0.013608551409561187,6.1000000000000085,220.41,208,2.45,0.0,-0.0012605866190278903,0.7965205854177475,1.3422998654842377
24,192000,0.33149675041975185,1.1106969657540322,0.00899367009405978,6.1000000000000085,206.63,210,2.15,0.0,-0.002333626265753992,0.8528840798139572,1.3419433999061585
25,200000,0.26731264598286947,1.0004009628295898,0.007476560197537765,5.1000000000000085,196.58,211,1.87,0.0,0.0011289373611361952,0.8810357487201691,1.3583925127983094
26,208000,0.29109175088513867,1.0428497643768788,0.007983491634367965,8.100000000000009,206.75,211,2.22,0.0,-0.0016381040582928107,0.9171476483345031,1.3200593674182892
27,216000,0.2642081838598978,0.9084566792845726,0.006637362597393804,8.100000000000009,202.76,212,2.09,0.0,-0.001813704090891406,0.9325934690237045,1.3458172237873078
28,224000,0.3506418628116701,1.1079597821831704,0.010031307658646255,6.200000000000017,195.79,213,1.88,0.0,-0.002302297413116321,0.9017998725175858,1.350721048116684
29,232000,0.30631786294164043,1.1089249581098557,0.00937932229717262,7.1000000000000085,204.15,214,2.07,0.0,-7.718217471847311e-05,0.8795114606618881,1.3424240028858185
30,240000,0.2500264101335517,0.9273892989754677,0.006889193354872987,5.1000000000000085,197.42,214,1.87,0.0,-0.0013769151835003868,0.8978527474403382,1.367316129207611
31,248000,0.2528251939681049,0.8989947494864464,0.006155394702218473,5.0,192.15,214,1.74,0.0,-0.0009815829322906212,0.928274222612381,1.3608416318893433
32,256000,0.21565879139973823,0.8295726311206818,0.005219167907489464,5.0,202.21,215,1.98,0.0,-0.001311942597676534,0.9520363521575927,1.3514147257804872
33,264000,0.25337565020024244,0.8520253649353982,0.006000725508201867,5.0,205.88,215,2.07,0.0,-0.0009994098808965646,0.9221876841783524,1.345581305027008
34,272000,0.22211102018394047,0.8462998649477959,0.005991504436533433,5.0,209.62,216,2.15,0.0,-0.00035866284917574376,0.9418607938289643,1.3320213842391968
35,280000,0.18687013281683332,0.709162059277296,0.004163345832494087,5.0,218.36,216,2.34,0.0,-0.00014333773033285978,0.9598202639818192,1.337602175474167
36,288000,0.19489048546092888,0.7231045715510845,0.004443126755213598,5.0,206.57,215,2.02,0.0,-0.0007242666340607684,0.9454059284925461,1.3489912068843841
37,296000,0.1722704639492232,0.6515487875044346,0.003402741239988245,5.0,188.34,216,1.5,0.0,-0.0017654800603304466,0.9636989438533783,1.3263114476203919
38,304000,0.16363436963912686,0.6176360297203064,0.0030766639311332255,5.0,193.23,217,1.72,0.0,-0.000535332306753844,0.9700713640451432,1.3386292457580566
39,312000,0.19731639654547872,0.7775288888812065,0.00468598683772143,6.1000000000000085,204.56,217,2.08,0.0,-0.00037205496890237557,0.9527337688207627,1.350624417066574
40,320000,0.20270655871824642,0.7100831140577794,0.004222669559821952,6.0,210.12,216,2.14,0.0,-0.0016894867028167937,0.9561691832542419,1.3492725670337677
41,328000,0.17128580778432384,0.6438337375223636,0.0036396777399932034,6.1000000000000085,214.94,217,2.32,0.0,5.72663260390982e-05,0.9690395522117615,1.3436278748512267
42,336000,0.18573712625449468,0.6863491798937321,0.00397177165694302,5.1000000000000085,211.56,217,2.18,0.0,-0.0005889781910809688,0.9635745298862457,1.3574617648124694
43,344000,0.18812049597903774,0.7402427592873573,0.004980082982510794,6.0,214.96,217,2.34,0.0,0.0009664520526712295,0.9469707524776458,1.3554115295410156
44,352000,0.23605237924420652,0.9621677067875862,0.007757007854233961,5.0,198.06,217,1.86,0.0,-0.001754602625296684,0.7380544418096542,1.3808209228515624
45,360000,0.2985082438895637,0.7764059787988663,0.011353039395035012,4.0,184.63,217,1.5,0.0,-0.0046470899596533855,0.9312502890825272,1.3498787397146226
46,368000,0.1716372699793809,0.6601872773468495,0.003578801015391946,4.1000000000000085,189.51,217,1.73,0.0,-0.00032795931299915536,0.9562394082546234,1.3618375754356384
47,376000,0.2091168784523822,0.8158801504969597,0.005373012219788507,9.0,203.17,217,2.18,0.0,-0.0015156913028476992,0.9465405380725861,1.3392074823379516
48,384000,0.15996636051988994,0.6157143950462342,0.0032571950054261834,9.0,219.3,217,2.61,0.0,-0.00028869876405224204,0.966585123538971,1.3490106081962585
49,392000,0.26671668024653966,1.037412836253643,0.008805651945294812,9.0,219.41,217,2.48,0.0,-0.0026855397887993603,0.805178524851799,1.373915922641754
50,400000,0.19933111796607772,0.8048953703045845,0.005207855382468552,4.1000000000000085,194.43,217,1.71,0.0,0.0003922146886907285,0.9379170387983322,1.367087848186493
51,408000,0.18290088628975018,0.710937319546938,0.004009745493240189,5.0,200.44,217,1.81,0.0,-0.0010793712364102247,0.9527846747636795,1.358963623046875
52,416000,0.2237226356268704,0.891647666990757,0.00669450970744947,5.0,207.5,217,2.1,0.0,-0.0006621189054567367,0.8909772402048111,1.3638819563388824
53,424000,0.19163174291268567,0.7376179660856724,0.004704481401713565,5.0,210.87,217,2.15,0.0,-0.0002596049958083313,0.9530937230587005,1.3572270607948302
54,432000,0.24551718702994696,0.9295988300442696,0.007116611857782118,5.0,209.99,217,2.13,0.0,2.000097381824162e-05,0.898849955201149,1.3527548491954804
55,440000,0.23517339541403498,0.8813860565423965,0.0060437472478952255,6.0,217.88,217,2.44,0.0,0.0011751025303965434,0.9336054933071136,1.35947594165802
56,448000,0.14417561730227033,0.5579432681202888,0.00255922776152147,7.0,218.15,218,2.49,0.0,0.0008622744597960263,0.9747854286432266,1.3610538709163666
57,456000,0.23093507333082008,0.9458621047437191,0.007505906943697483,5.0,216.49,218,2.35,0.0,-0.001052187854074873,0.9047407132387161,1.3664687943458558
58,464000,0.22850725268665603,0.8659147650003434,0.006020793026546016,5.0,210.44,218,2.21,0.0,-0.00038729135470930485,0.9397971081733704,1.3589220452308655
59,472000,0.21669851318666988,0.8594453051686287,0.00569264059595298,9.0,232.64,218,2.93,0.0,-0.0018036149560066406,0.9421532762050628,1.344732367992401
60,480000,0.24770977900230073,0.928209710419178,0.006665559877292253,10.0,237.79,218,3.21,0.0,-0.001637318543944275,0.943692633509636,1.343841654062271
61,488000,0.30484875556165775,1.1397756144404412,0.010500757042318582,10.0,245.92,218,3.28,0.0,-0.0004407262199674733,0.8962376403808594,1.3363126146793365
62,496000,0.2797363562538804,0.9947071760892868,0.007512774973874912,6.300000000000026,230.75,218,2.76,0.0,-0.0007868844298354816,0.9028294986486435,1.3617266714572906
63,504000,0.20764017697870774,0.7948182974755764,0.005292309407668654,5.0,209.21,218,2.1,0.0,-0.0011585977755021303,0.9555092805624008,1.3481085205078125
64,512000,0.20932377351935819,0.8332569316029549,0.0053314239185419865,6.0,222.46,219,2.52,0.0,-0.0008907952428853605,0.9520177173614502,1.3488845431804657
65,520000,0.2560430078958629,0.9498750782012939,0.006977019635378383,6.1000000000000085,224.98,219,2.57,0.0,-0.0021852124543511307,0.9226132750511169,1.3318230879306794
66,528000,0.2654308378477752,1.0098015367984772,0.007754407261381857,6.0,218.63,219,2.36,0.0,0.0004167506805242738,0.9220267802476882,1.3491516625881195
67,536000,0.23303315925526416,0.927302708774805,0.0065012547824881035,5.0,211.17,219,2.13,0.0,-0.0013612285724957473,0.9037784254550933,1.348418025970459
68,544000,0.2788577523810082,1.039870783984661,0.009467860219883733,6.0,222.0,219,2.48,0.0,-0.0009743738785618916,0.8661331224441529,1.3501775205135345
69,552000,0.3476098165328216,1.3864800372719766,0.013660638337023556,6.0,217.53,219,2.44,0.0,-0.0012245462744613178,0.7709410208463668,1.3494023191928863
70,560000,0.35911229292816094,1.3858043766021728,0.013587729096179828,5.0,215.71,219,2.34,0.0,-0.005584914479986765,0.8070064806938171,1.3212431347370148
71,568000,0.2839606386593537,1.0271675091981889,0.008792496641981416,6.0,219.46,219,2.53,0.0,-0.0020405559753999113,0.9038931137323379,1.329187742471695
72,576000,0.21710531872530267,0.8237634724378586,0.00513802872155793,5.1000000000000085,214.81,220,2.35,0.0,-0.00023179465082648676,0.9505517834424972,1.3426807391643525
73,584000,0.2827987844675398,1.1347037851810455,0.009847482508630491,7.0,230.02,220,2.72,0.0,0.0010854465491865995,0.8922943127155304,1.342228617668152
74,592000,0.35095136381574416,1.2243861582875253,0.011759332221699878,5.1000000000000085,234.78,220,2.79,0.0,-0.005180633015115745,0.8837836909294129,1.3132557499408721
75,600000,0.18900510061649275,0.7267495033144951,0.004246221560460981,6.0,236.8,220,2.85,0.0,-0.0008850787930714432,0.9550830924510956,1.3345362091064452
76,608000,0.2991248847709184,1.0993819296360017,0.009017007005168125,6.0,221.82,220,2.51,0.0,-0.0016923651471734047,0.8804218459129334,1.3310590839385987
77,616000,0.24297422169048907,0.9302625268697738,0.007060999945388176,5.1000000000000085,204.56,220,2.11,0.0,-0.0006202616318478249,0.933817635178566,1.334333404302597
78,624000,0.2811998995050484,1.114482783973217,0.009135479049291462,6.0,211.47,220,2.33,0.0,-0.001446256710914895,0.9053221946954727,1.3214324843883514
79,632000,0.4928753723616773,1.2854106518626214,0.016867383695789613,9.0,234.87,220,3.0,0.0,-0.003622194421441236,0.8157742768526077,1.2493262100964784
80,640000,0.33872857114559013,1.212714448273182,0.011304176109842957,9.0,253.09,219,3.47,0.0,6.943029409740121e-05,0.8848405522108078,1.332947051525116
81,648000,0.3048066443461671,1.0419193780422211,0.008306530677364208,9.0,243.45,219,3.23,0.0,-0.00511309415800497,0.8810076349973679,1.2881741842627525
82,656000,0.37269594236358716,1.2546785858273506,0.011346026418614201,6.0,228.95,220,2.79,0.0,-0.0056869864277541635,0.8852067917585373,1.2952267932891846
83,664000,0.2895311978947658,1.1708962029218675,0.009560240246355534,6.0,227.73,220,2.72,0.0,-0.0021513246450922453,0.8984524875879287,1.299803738594055
84,672000,0.23953081179960736,0.9019420596957207,0.005901753779617138,9.0,237.72,220,3.04,0.0,-0.0011805774797358027,0.9319561725854874,1.3251387190818786
85,680000,0.3355586304586851,1.3338322535157203,0.012964198673143983,9.0,237.09,219,3.1,0.0,-0.0012574872391996905,0.8440819674730301,1.3212577319145202
86,688000,0.38779390275019415,1.3628285229206085,0.012750369682908057,6.1000000000000085,230.21,219,3.06,0.0,-0.004811507936101407,0.8454732120037078,1.287579687833786
87,696000,0.4408753802556033,1.3694175451993942,0.01710330448811874,7.0,232.55,219,3.18,0.0,-0.00439975357716321,0.8135136359930039,1.2362247478961945
88,704000,0.3069792245713272,1.1432221233844757,0.009137675301171839,6.1000000000000085,231.24,219,3.0,0.0,-0.00397777211619541,0.9095170366764068,1.2945255291461946
89,712000,0.28479903323597167,1.0429876235127449,0.007377304139081389,7.1000000000000085,241.23,219,3.17,0.0,-0.002051347656379221,0.9213123804330826,1.2905614292621612
90,720000,0.3200384392793718,1.2387354919314384,0.010979569248156622,8.0,248.16,219,3.56,0.0,-0.002185484107467346,0.8865496057271958,1.2792723023891448
91,728000,0.25571565705563815,0.9315715816617012,0.006404697847901843,9.0,248.06,219,3.61,0.0,-0.0011019358180783456,0.9287988346815109,1.303314324617386
92,736000,0.2965704290293461,1.1225175550580024,0.009015060923993588,8.0,242.27,219,3.33,0.0,-0.0020747694354213307,0.9057315385341644,1.3048556780815124
93,744000,0.3201419131737572,1.1565930485725402,0.010130324346246198,8.100000000000009,248.33,219,3.36,0.0,-0.001964764756557997,0.9050488197803497,1.3038145041465758
94,752000,0.3298962162208044,1.2276576870679856,0.010699017042061314,8.100000000000009,259.54,219,3.61,0.0,-0.0014167887816438451,0.8857481718063355,1.2976033520698547
95,760000,0.3295026997202822,1.2477544450759888,0.010786495830398053,9.100000000000009,261.5,219,3.72,0.0,-0.0024556437542196364,0.8805813413858413,1.284130517244339
96,768000,0.3317931103560484,1.2571383315324782,0.011002129702828824,9.0,270.77,219,3.92,0.0,-0.0022393160342471675,0.8840064269304275,1.3010146880149842
97,776000,0.29046134743953894,1.1154212674498558,0.008794318586587906,9.100000000000009,264.01,219,3.85,0.0,-0.0024304007517639546,0.906905809044838,1.2939176750183106
98,784000,0.3183927154261703,1.2112291747331618,0.010334176390897483,9.0,275.69,219,4.19,0.0,-0.003350498115469236,0.8742583024501801,1.287344789505005
99,792000,0.31007640643928897,1.1818657293915749,0.009574944905471056,10.0,268.35,219,3.99,0.0,-0.00201753854053095,0.902823486328125,1.2844404661655426
100,800000,0.32676048270307506,1.2571297904849053,0.01055904151755385,9.100000000000009,263.91,219,3.95,0.0,-0.002919887207681313,0.8902917635440827,1.2735410225391388
101,808000,0.3937281581197777,1.367053438425064,0.013035269076935948,10.0,265.86,219,4.1,0.0,-0.003052276812377386,0.8756997323036194,1.2683324825763702
102,816000,0.3616143844134401,1.3599626123905182,0.012727940687909722,10.0,279.59,218,4.6,1.0,-0.0018138338756398297,0.8614668852090835,1.2942852902412414
103,824000,0.32190324982552504,1.2339684164524078,0.01057747052749619,10.0,284.94,218,4.82,1.0,0.0005755210382631049,0.892048414349556,1.304205552339554
104,832000,0.3397404200200249,1.255014927983284,0.010801636753603816,10.0,284.59,218,4.66,1.0,-0.004018654397514183,0.8917717415094376,1.2939282357692719
105,840000,0.33569319404286047,1.3237181216478349,0.011602134846616536,10.0,273.18,218,4.45,1.0,-0.0032047041038458703,0.8692869824171067,1.2731189513206482
106,848000,0.36459580693687227,1.3198705756664275,0.012091166831087321,9.0,277.67,218,4.51,1.0,-0.004342102218652144,0.8572286742925644,1.258311883211136
107,856000,0.347658461275348,1.326962141394615,0.012229024590924382,9.0,279.49,218,4.61,1.0,-0.002331367336155381,0.87520456969738,1.2711394894123078
108,864000,0.37374827778149233,1.430017924308777,0.014156804636586457,9.0,287.78,217,4.63,1.0,-0.005070290612056851,0.8524272871017456,1.2761122274398804
109,872000,0.3698616898530704,1.3522743809223174,0.012525830098893494,9.0,295.57,217,4.84,1.0,-0.00464270085474709,0.865283772945404,1.2556656658649445
110,880000,0.34280355792336986,1.3746517020463944,0.012855509265791624,11.0,322.5,217,5.83,1.0,-0.0006360883498564363,0.8575934827327728,1.265048280954361
111,888000,0.35557107721394215,1.341214423775673,0.012194370310753584,11.0,313.19,217,5.82,1.0,-0.004103362771566026,0.8837779802083969,1.2787072265148163
112,896000,0.4370599667678619,1.593339883685112,0.017126242970116435,11.0,306.38,217,5.75,1.9000000000000004,-0.0055966114110196944,0.8183690410852432,1.2571083986759186
113,904000,0.3872854196325866,1.4123605126142502,0.01355578046059236,10.0,289.87,217,5.18,2.0,-0.0025375568978415687,0.8557479631900787,1.2243873906135558
114,912000,0.4426815255157582,1.4511142826080323,0.01578521284973249,9.100000000000009,298.31,217,5.34,2.0,-0.008088079613517039,0.8271256798505783,1.2440536057949065
115,920000,0.43167154038084005,1.526331466436386,0.015463547655381263,11.0,309.89,217,5.78,2.0,-0.0025355891563231124,0.8107081204652786,1.2462587010860444
116,928000,0.43435820703632955,1.676967802643776,0.01880653858417645,11.0,318.98,216,6.26,2.0,-0.004717847166175488,0.7500871539115905,1.236606196165085
117,936000,0.42349145857823806,1.5180995523929597,0.015346940518356859,11.100000000000009,328.34,216,6.51,2.0,-0.003313010080019012,0.8379289907217026,1.2334690546989442
118,944000,0.3388066311440411,1.345695373415947,0.01235880004707724,12.0,325.53,216,6.65,2.0,-0.0021014288354490418,0.870775762796402,1.2478274607658386
119,952000,0.3573167457536643,1.4280538368225097,0.013875831584446132,12.0,328.6,216,6.57,1.0,-0.0029896567383548246,0.8459358769655227,1.2538116359710694
120,960000,0.41713909212587813,1.4602490943670272,0.014737865994684398,11.0,325.31,216,6.31,1.0,-0.0046730441996442095,0.8603099644184112,1.2177500569820403
121,968000,0.39908478498114314,1.4739291721582413,0.014890343858860433,11.100000000000009,339.24,216,6.82,1.9000000000000004,-0.0051776981927105226,0.8530000960826873,1.2353887355327606
122,976000,0.3877654227395464,1.467745527625084,0.014512416869401933,11.0,345.29,216,7.07,2.9000000000000004,-0.005014900380920153,0.8514086008071899,1.2343042623996734
123,984000,0.367968034644094,1.3798239636421203,0.01309102876461111,11.0,350.5,216,7.3,3.0,-0.00459105254500173,0.8759255772829055,1.245313811302185
124,992000,0.40215605109070734,1.518229724764824,0.015276032346300782,11.0,349.56,216,7.36,3.0,-0.004549035293748603,0.8444218754768371,1.2375388956069946
125,1000000,0.39282042350519497,1.4328208148479462,0.013649275293573737,11.0,336.91,216,7.04,3.0,-0.0032287806952172103,0.8479307299852371,1.2414145505428313
126,1008000,0.3961639896018654,1.4465670794248582,0.013984762178733946,11.0,346.12,215,7.05,3.0,-0.000907914376584813,0.849353786110878,1.2643661892414093
127,1016000,0.4039179403564133,1.4569788712263108,0.014387712252791972,12.0,349.69,216,7.27,3.9000000000000004,-0.004664581209945027,0.8546935135126114,1.239016171693802
128,1024000,0.4138904251169063,1.394014567732811,0.013724521629046648,12.0,353.57,215,7.43,4.0,-0.0006068100132688415,0.8479691076278687,1.2219513519108296
129,1032000,0.45579149471745795,1.6311592930555343,0.017748937727883458,12.0,356.29,215,7.35,3.9000000000000004,-0.006763663134188391,0.793958174586296,1.2382199966907501
130,1040000,0.36401740511625,1.3118059891462326,0.01132001519203186,12.0,357.82,216,7.38,3.0,-0.0019515958699048497,0.8777757358551025,1.2336642110347749
131,1048000,0.44679019509712226,1.6362670576572418,0.017799962926656008,12.0,358.37,215,7.23,3.0,-0.006663055474637076,0.8383664286136627,1.1794913339614868
132,1056000,0.43697047605552974,1.5378339046239853,0.015423682164400815,12.0,368.47,215,7.57,3.9000000000000004,-0.0026860522609786133,0.852495698928833,1.1879027736186982
133,1064000,0.4254465881664007,1.577418811917305,0.01642841366119683,12.0,360.95,216,7.32,3.0,-0.005115448558062781,0.7944909054040908,1.1772730004787446
134,1072000,0.47607028769332177,1.6407825338840485,0.017999659036286177,12.100000000000009,372.39,215,7.79,4.0,-0.00803189861046576,0.8176401108503342,1.2048215615749358
135,1080000,0.42499328669093744,1.519900268316269,0.015614481926895678,12.100000000000009,377.25,215,8.26,5.0,-0.0033675109822070225,0.84287692964077,1.2258943223953247
136,1088000,0.4568109280699528,1.5529991567134858,0.016384783808607608,12.100000000000009,375.22,215,8.35,4.9,-0.004534569740644656,0.819349935054779,1.2212419271469117
137,1096000,0.4259335827907864,1.5764288383722305,0.016733021917752923,13.0,380.76,215,8.49,4.9,-0.004904029571916908,0.8094989866018295,1.2313536190986634
138,1104000,0.46985708117162694,1.7113340651988984,0.01974799856543541,13.0,394.36,215,8.7,5.0,-0.0034157135465648024,0.79192642390728,1.2060241901874542
139,1112000,0.3944370850619108,1.4994832307100296,0.015012113638222217,13.0,392.23,216,8.52,5.0,-0.004705830804305151,0.8464936774969101,1.2139536070823669
140,1120000,0.44768541045346866,1.612073894739151,0.017116082049906254,13.0,390.9,215,8.31,4.9,-0.004110443392783054,0.8200446885824203,1.2103060853481293
141,1128000,0.449942219180544,1.6805595636367798,0.018516990141943097,13.0,398.39,216,8.6,5.0,-0.0034953881744877436,0.7844602227210998,1.2069634151458741
142,1136000,0.4121192756464198,1.5514426499605178,0.016018700688146054,12.100000000000009,396.13,216,8.36,5.0,-0.0013979082577861845,0.8186465322971344,1.2254677021503448
143,1144000,0.40670203823349943,1.5901967185735701,0.016729108621366322,13.0,407.93,216,8.69,5.0,-0.00641038511210354,0.7997433602809906,1.2306524324417114
144,1152000,0.4592790559569074,1.669332842230797,0.018389354385435583,14.100000000000009,420.51,216,9.23,5.0,-0.003433774733566679,0.8129136753082276,1.1944893097877503
145,1160000,0.4526289867600051,1.6788802778720855,0.018728257468901575,14.100000000000009,432.1,216,9.48,6.0,-0.003956241816049442,0.8063489836454392,1.1886067724227904
146,1168000,0.4707622748987936,1.6709236580133437,0.018727306625805795,14.100000000000009,440.44,216,9.75,6.0,-0.008103339527733623,0.8085807919502258,1.1963950824737548
147,1176000,0.45215056077434956,1.6526225793361664,0.01805816960753873,14.0,443.07,216,9.73,6.0,-0.004690812085900688,0.8088352757692338,1.151483680009842
148,1184000,0.4334839845181025,1.5991192668676377,0.01703500873874873,14.0,435.82,216,9.56,6.0,-0.002301223549293354,0.827379765510559,1.2014779233932495
149,1192000,0.4478519921998212,1.6511572074890137,0.018148185147438198,14.0,435.66,216,9.68,6.0,-0.0032789353115367705,0.7791215455532075,1.1982809340953826
150,1200000,0.44334667811810896,1.6178650277853013,0.017284453939646484,14.0,433.81,217,9.68,6.0,-0.0024639156940975226,0.7994033563137054,1.1931684732437133
151,1208000,0.42259723738300964,1.670505729317665,0.018487394619733095,14.100000000000009,444.62,217,10.22,5.9,-0.0010864481394310132,0.7930512249469757,1.2030764365196227
152,1216000,0.4729277168190206,1.7390650224685669,0.020139398258179425,16.10000000000001,455.59,217,10.81,6.0,-0.01207388668139174,0.7811742824316025,1.192163907289505
153,1224000,0.4892197685795836,1.7060338294506072,0.019143667574971913,17.0,456.1,217,11.06,6.0,-0.004912935040192678,0.7921629405021667,1.1450773429870607
154,1232000,0.4081449275224696,1.5658294862508775,0.016150811412371693,17.0,453.44,217,11.28,6.0,-0.0037301179859787225,0.8406999707221985,1.2166121566295625
155,1240000,0.46576884591770457,1.7231813848018647,0.0196098826546222,17.10000000000001,453.9,217,11.32,6.0,-0.005875612298696069,0.7988980442285538,1.2056323647499085
156,1248000,0.49791186917183516,1.7497956198453903,0.0205621039820835,17.0,461.37,217,11.46,6.0,-0.00865066163474694,0.7972542554140091,1.1692859101295472
157,1256000,0.44519661566435864,1.6497861516475678,0.018167937588877976,15.100000000000009,452.2,217,10.89,6.0,-0.003284363410421065,0.7778606230020523,1.220440102815628
158,1264000,0.5041542622366084,1.7123128175735474,0.019163585724309085,15.0,455.08,217,10.59,6.0,-0.006541416993659368,0.8002880358695984,1.1958266758918763
159,1272000,0.49276173549151353,1.7407452952861786,0.019919485407881438,16.0,457.08,217,10.98,6.0,-0.007431869768188335,0.8026353573799133,1.1657940208911897
160,1280000,0.5128102582441922,1.8193479001522064,0.02197590172290802,17.0,471.98,217,11.5,6.0,-0.007879329869756474,0.7751334077119827,1.162815054655075
161,1288000,0.5289205890164194,1.8522779911756515,0.022848045732825995,17.0,472.77,217,11.85,6.9,-0.008571150081588713,0.7469725608825684,1.154481716156006
162,1296000,0.4574639308476576,1.7452309066057206,0.01980480957776308,18.0,480.14,217,12.02,6.0,-0.002611171508906409,0.7977576905488968,1.1673166632652283
163,1304000,0.45835563082425684,1.6207789081335067,0.0173077362915501,18.0,489.58,217,12.39,7.0,-0.005370100518630352,0.7951005589962006,1.1718980932235719
164,1312000,0.45674067087983816,1.684747976064682,0.018666952471248804,18.0,489.76,217,12.48,7.0,-0.0039031179575249554,0.7947735762596131,1.2108537030220032
165,1320000,0.5230436127614523,1.798867670893669,0.021675228867679835,17.0,489.59,217,12.32,7.0,-0.0110175311047351,0.7762981647253037,1.196859084367752
166,1328000,0.5405697190976366,1.8853848266601563,0.023157616844400764,17.0,491.72,217,12.32,7.0,-0.002494404363678768,0.7446317648887635,1.1366024971008302
167,1336000,0.5352766106161526,1.827123579978943,0.022043627947568895,16.10000000000001,488.47,217,12.02,7.0,-0.009422900357749312,0.7921582734584809,1.1642273306846618
168,1344000,0.5012921062069533,1.8521023344993592,0.02236919168382883,16.0,485.66,217,11.82,7.0,-0.004005610575841274,0.7739351040124893,1.18029023706913
169,1352000,0.5033283567712439,1.7979235923290253,0.02127286753617227,16.0,485.12,217,11.67,7.0,-0.008229276688070967,0.7753139245510101,1.1801045536994934
170,1360000,0.49103475774100047,1.7194951838254928,0.019769407450221477,16.10000000000001,485.57,217,11.91,7.0,-0.004787153495126404,0.7865095961093903,1.1702225732803344
171,1368000,0.5360235682034106,1.7792593133449555,0.020746880625374615,17.0,491.89,218,11.8,7.9,-0.003215779884631047,0.7663669258356094,1.1686228656768798
172,1376000,0.5504110601501431,1.8372390240430831,0.022246180069632828,17.0,501.38,218,12.21,8.0,-0.005585378908435814,0.7819015151262283,1.148113535642624
173,1384000,0.5579624890629511,1.9166957229375838,0.024046649439260364,18.10000000000001,508.24,218,12.65,8.0,-0.008475118308560924,0.7268316847085953,1.1318687975406647
