advantage_norm,PMM:episode_rewards,policy_entropy,policy_loss,frames,fps,value_loss,episode_length,grad_norm,P01:episode_rewards,P09:episode_rewards,explained_variance,epoch_idx
1.6790896527841688,0.9545454545454546,1.308826166987419,0.017469519832520746,8000,224,0.09571031839373972,163.47727272727272,1.9162770697645173,0.0,3.0,-0.6056041824817657,1
1.1859484500437976,1.1333333333333333,1.3538438475131989,0.0015894720237702132,16000,203,0.013075363784082583,170.1,0.2251658765260767,0.0,3.0,-0.007063965797424316,2
1.4084066950902343,1.57,1.367520374059677,0.0005599386396352202,24000,203,0.016834407194073718,186.54,0.23607261994250137,0.0,3.1000000000000085,-0.003496813178062439,3
1.290711663812399,1.66,1.372758994102478,0.002573690168792382,32000,212,0.014888520756103389,190.28,0.2505346512666957,0.0,4.0,-0.004867807030677795,4
1.2089331391826272,1.34,1.3790438425540925,0.003949168330873363,40000,210,0.014393213263119833,178.83,0.22772725002611888,0.0,3.0,-0.016623329520225525,5
1.0429414966702462,1.19,1.378475466966629,0.0001913573232013732,48000,208,0.010925642237270949,173.86,0.1653813559967962,0.0,3.0,-0.030122698545455934,6
1.1341021486744285,1.12,1.3788951301574708,0.0016709819587413222,56000,207,0.012668849530709849,171.36,0.1984797377996296,0.0,3.0,-0.017229944467544556,7
1.0413565940782428,1.1,1.3800164258480072,0.0006490245097666048,64000,208,0.011353962019220488,170.59,0.19735307446712788,0.0,3.0,-0.0643282550573349,8
1.1904183954000473,1.22,1.3850030326843261,0.005047360325115733,72000,209,0.013037218099925666,174.3,0.21590980167261095,0.0,3.0,0.024364254474639892,9
1.3687181536853315,1.43,1.3767822670936585,-0.000771010315802414,80000,208,0.016634543677791953,183.73,0.29674673110614863,0.0,3.0,-0.07766904592514039,10
1.1157254764437676,1.33,1.3835093486309051,0.0012398418797420164,88000,211,0.01145021402189741,180.64,0.27365771021444824,0.0,3.0,-0.023726255893707277,11
1.207025255560875,1.16,1.3691521418094634,-0.0009161478118039668,96000,208,0.012450355192559073,172.33,0.2869119988405706,0.0,3.0,0.16614690899848938,12
1.1752766413986684,1.25,1.3743713593482971,-0.0034167806585901415,104000,207,0.012053391489898787,174.11,0.35321749988657736,0.0,3.0,0.1395452231168747,13
1.4196213659644128,1.19,1.384124437570572,-0.004292313735932112,112000,208,0.016039347827754683,172.35,0.44584117417733543,0.0,3.0,0.23549225211143493,14
1.1292843812704085,1.24,1.3768925654888153,-0.0011281899490859359,120000,208,0.009746086853992893,176.56,0.29474904742839514,0.0,3.0,0.29492109417915346,15
