approx_kl_divergence,advantage_norm,value_loss,clip_fraction,fps,frames,P09:episode_rewards,policy_loss,PMM:episode_rewards,episode_length,P01:episode_rewards,explained_variance,policy_entropy,grad_norm,epoch_idx
225501.7992292644,15.968596774339677,75339042.9792093,0.191943359375,441,10240,117.50000000000003,0.03332514205449115,73.21428571428571,608.2857142857143,0.0,-0.5990038957446814,0.2786938656038019,113592663.07867655,1
0.010813291715749074,15.968717628717423,0.008372533204965293,0.3423583984375,336,20480,415.0,0.002382966413279064,150.0,436.5111111111111,0.0,-1.1175870895385742e-08,1.243408579006791,0.13039428856273821,2
0.004107884494419523,15.968717950582505,0.011641516892268555,0.235302734375,370,30720,464.99999999999983,-0.0014322233786515427,188.35616438356163,414.86301369863014,5.000000000000004,-7.450580596923829e-10,1.5189915046095848,0.05220972770714668,3
0.002671368803612495,15.968717753887177,0.01290837133929017,0.1522216796875,384,40960,480.00000000000045,-0.0008328095220349497,206.25,396.01,25.0,6.332993507385254e-09,1.427780845761299,0.047280604750748634,4
0.002545510270010709,15.96871783733368,0.012738997489213944,0.1535888671875,395,51200,502.5000000000002,-0.0012708756199572234,237.75,359.1,75.0,-2.2351741790771484e-09,1.3377133145928384,0.04472258040289843,5
0.002580287581895391,15.96871787905693,0.012436375077231786,0.166845703125,400,61440,525.0,-0.0010895572897425155,244.5,355.82,97.5,-1.080334186553955e-08,1.4485124535858631,0.046443554453700936,6
0.0024373902996785548,15.96871770620346,0.012654261411807966,0.1636474609375,410,71680,527.5000000000002,-0.001293846865883097,253.25,358.38,97.5,8.568167686462402e-09,1.387528420984745,0.045937048641962665,7
0.003173867453881485,15.968717694282532,0.01319207905762596,0.1889404296875,414,81920,577.5000000000002,-0.0017045550310285762,254.25,360.66,125.0,-1.7136335372924803e-08,1.4041881673038006,0.04899012416161196,8
0.0024356697636221726,15.968717873096466,0.014320272338227368,0.1603271484375,416,92160,552.5000000000002,-0.0011466621344879968,270.75,363.46,150.0,-3.725290298461914e-09,1.460387898236513,0.04936083420832739,9
0.002348346971700721,15.968718135356903,0.015981089079286904,0.163671875,417,102400,480.00000000000045,-0.001299584978914936,273.25,357.66,147.5,-6.332993507385254e-09,1.463256186246872,0.05758379420447736,10
0.002569024266563247,15.968717980384827,0.0163080673024524,0.1530029296875,422,112640,377.5000000000002,-0.0016398791889514542,270.75,353.71,125.0,-1.30385160446167e-08,1.4116546280682087,0.05484231767982804,11
0.002171901392068776,15.968718016147614,0.017386197121231815,0.1453125,427,122880,375.0,-0.0014413208460609893,277.25,346.89,172.5,-3.725290298461914e-09,1.3815263405442237,0.05261498215446157,12
0.002719443262230925,15.968717920780183,0.0148202569631394,0.173828125,430,133120,375.0,-0.0024367966227146097,275.0,346.35,175.0,1.4901161193847657e-09,1.250709953159094,0.05032642084695439,13
0.002646556549177603,15.968717914819717,0.015197044190426823,0.15029296875,432,143360,375.0,-0.000976309544785181,280.75,350.32,150.0,-1.5273690223693846e-08,1.3340415723621846,0.052285558414784924,14
0.0025204099875850263,15.968718081712723,0.017290547722950578,0.1820068359375,434,153600,480.00000000000045,-0.0008913441059121396,308.75,355.25,150.0,3.3527612686157227e-09,1.3965841509401797,0.05712211791772942,15
0.002238377276836445,15.968717908859253,0.017232278565643355,0.14560546875,436,163840,480.00000000000045,-0.0009258613077690825,308.0,352.51,150.0,4.097819328308106e-09,1.372314003109932,0.05272179925486529,16
0.002607900733482893,15.968718081712723,0.017619107084465215,0.1646728515625,436,174080,450.0,-0.0014078299303946552,317.0,345.76,175.0,-2.1979212760925294e-08,1.4329900830984115,0.05416296171267452,17
0.002265136604904683,15.968718022108078,0.016824057811754757,0.1595458984375,436,184320,400.0,-0.0013802552781271515,289.0,339.14,175.0,8.568167686462402e-09,1.4354095309972763,0.05369447636559813,18
