policy_entropy,P09:episode_rewards,explained_variance,grad_norm,fps,episode_length,frames,clip_fraction,approx_kl_divergence,epoch_idx,P01:episode_rewards,policy_loss,value_loss,advantage_norm,PMM:episode_rewards
0.03229747699196369,125.0,-17.143412929400803,533447096.64953214,354,280.40625,10240,0.138671875,6216410.078263721,1,0.0,0.050769308440430906,483678874.95628166,15.968473827838897,37.5
1.4245094721865303e-09,22.499999999999964,-1.601874828338623e-08,0.08496181276245826,317,277.15277777777777,20480,0.0,0.0,2,0.0,-3.234330108625727e-07,0.0008072836177643539,15.967290461063385,16.666666666666668
1.0887575228879509e-08,0.0,2.123415470123291e-08,0.07838062772866909,326,274.78,30720,0.0,0.0,3,0.0,3.9036942780512616e-07,0.000886720943760518,15.96462721824646,0.0
8.813596797940804e-08,0.0,6.332993507385254e-09,0.07065416536097358,338,274.75,40960,0.0,0.0,4,0.0,8.319619610119844e-07,0.0009362752803456547,15.95353415608406,0.0
2.526255327595095e-07,0.0,-2.2351741790771484e-09,0.05174009893098469,347,274.83,51200,0.0,0.0,5,0.0,1.1090163127391861e-06,0.0008349976028915404,15.87440442442894,0.0
1.6447989771961602e-06,0.0,7.450580596923829e-10,0.007396817278076108,354,274.56,61440,0.0,0.0,6,0.0,9.636485174269183e-07,1.4353327208773444e-05,15.926033622026443,0.0
0.0001776504956247038,0.0,1.1175870895385742e-09,0.0996748725159164,359,274.81,71680,0.0,1.0149477702725563e-09,7,0.0,5.2643014782916e-07,0.0032845904933225104,15.498286628723145,0.0
0.6219429242710983,25.0,-0.015258656814694405,19778.05622078287,360,277.29,81920,0.310888671875,1345.1828843050648,8,0.0,0.01216259445341734,48457.16552643585,15.968238139152527,7.75
0.5130358227355828,50.0,-1.1175870895385742e-08,0.2984869430155084,358,277.75,92160,0.2660400390625,0.0518155204235093,9,0.0,0.0033368199754477247,0.1339499814206432,15.968486696481705,8.75
1.2607506334781646,75.0,1.7136335372924803e-08,0.03745916440614312,356,282.73,102400,0.3122314453125,0.007060932491003769,10,0.0,0.0004372602021248895,0.0033684423958275644,15.968572038412095,21.75
1.2480490863323213,100.0,-3.725290298461914e-09,0.03236005984288912,355,287.34,112640,0.2245849609375,0.004861877556305671,11,0.0,-0.00029283657859195954,0.003372917834501621,15.968634152412415,33.75
1.3348914064466952,100.0,-9.313225746154785e-09,0.03860985973696272,356,290.03,122880,0.277880859375,0.005403293891117755,12,0.0,-5.00233109050896e-06,0.0037793564883997987,15.968715435266494,42.75
1.4471155099570752,125.0,-8.568167686462402e-09,0.04206258955862844,359,293.63,133120,0.26494140625,0.005403724362486173,13,0.0,-0.0007513242875575088,0.004551842155180452,15.968707060813903,57.25
1.4127287611365318,125.0,-7.450580596923829e-10,0.04000150450574709,359,294.07,143360,0.2881591796875,0.0043466029294791046,14,0.0,-0.001032902738370467,0.0028649938456227152,15.966473853588104,60.0
1.5353065356612206,127.50000000000021,-3.3527612686157227e-09,0.050152727103782435,360,300.01,153600,0.2859375,0.006155926484302654,15,0.0,-0.0008005612529814243,0.0058724365346961346,15.96871621608734,73.25
1.6555340968072414,125.0,-1.564621925354004e-08,0.0501718550075122,363,302.04,163840,0.2909423828125,0.004818699505347013,16,0.0,-0.0007756421036901884,0.005302678476891742,15.968716764450074,77.75
1.6572705164551735,175.0,-4.097819328308106e-09,0.049479817997726605,364,306.05,174080,0.3329345703125,0.0053530129264345305,17,0.0,-0.0013048918646745733,0.0046126656012688725,15.968716698884965,90.0
1.6254620991647244,152.50000000000023,-7.078051567077636e-09,0.051056178178931544,365,305.14,184320,0.269775390625,0.004572598018626195,18,0.0,-0.0011041572921385522,0.005764597106878,15.968715018033981,88.0
1.5834848128259182,150.0,2.7939677238464355e-08,0.044568255789240493,366,303.22,194560,0.2956787109375,0.004838062715862179,19,0.0,-0.0012920562046929262,0.00399359283299674,15.968700873851777,74.0
1.6077649913728238,175.0,-2.6077032089233397e-09,0.049264143634761594,367,307.32,204800,0.277783203125,0.003912560132022236,20,0.0,-0.0012158848803665023,0.00614365102951524,15.968717229366302,82.25
1.6405574060976504,225.0,1.7136335372924803e-08,0.04858147052466463,366,312.73,215040,0.243994140625,0.0035298966592051785,21,0.0,-0.0012371598873869515,0.007377355183768941,15.968717539310456,95.5
1.6248659864068031,202.50000000000023,-1.1175870895385742e-09,0.05297725129333949,365,315.09,225280,0.284765625,0.004479111255956525,22,0.0,-0.0013739887872361578,0.007368464322249224,15.968717002868653,106.0
1.6152868762612342,252.50000000000023,1.4528632164001465e-08,0.05230911947887841,367,325.58,235520,0.2748291015625,0.003616218348111033,23,22.500000000000007,-0.0007330734653805849,0.007931304098292458,15.968717461824417,133.5
1.5609926730394363,225.0,-5.215406417846679e-09,0.05535126675156077,367,324.46,245760,0.239697265625,0.00342530176052378,24,25.0,-0.001593396850512363,0.009573387273661638,15.968717104196548,136.25
1.5624179616570473,502.5000000000002,5.215406417846679e-09,0.05301755327701191,367,336.78,256000,0.206689453125,0.002807381088859984,25,25.0,-0.001051696151989745,0.010312569488360169,15.968717575073242,181.75
1.5072515167295932,502.5000000000002,5.960464477539063e-09,0.051717861897131956,368,335.35,266240,0.2559814453125,0.0033100681879545844,26,25.0,-0.0017340767959467484,0.00788641235940304,15.96871777176857,177.0
1.4186429545283317,502.5000000000002,-7.078051567077636e-09,0.04844472122089064,367,336.87,276480,0.1498779296875,0.002275144948691832,27,25.0,-0.0010402480969787576,0.01087483657665871,15.968717765808105,187.0
1.475683905184269,302.5000000000002,4.097819328308106e-09,0.054935990125229,367,326.68,286720,0.2334716796875,0.003232930362889874,28,25.0,-0.0020287847615691134,0.011061493995475758,15.968717736005782,162.25
1.5032733991742133,300.0,-9.313225746154785e-09,0.049959844847726115,366,330.2,296960,0.1167236328125,0.0020332523438526097,29,25.0,-0.0008079858809651342,0.013674412335967645,15.968717765808105,185.5
1.472277595102787,327.5000000000002,-2.2351741790771484e-09,0.05445885500598472,366,337.52,307200,0.174365234375,0.0023681566560185274,30,97.5,-0.001384588448854629,0.014419355784775689,15.968717783689499,222.25
1.529336116462946,362.5000000000011,-5.960464477539063e-09,0.04935271567146615,367,345.38,317440,0.1404052734375,0.0026262318765176928,31,100.0,-0.00037325453085941264,0.011780939922027755,15.968717902898788,239.25
1.546193329244852,555.0000000000005,5.960464477539063e-09,0.0529910991484864,368,349.49,327680,0.1426513671875,0.0024900051519978206,32,75.0,-0.0006352897580654826,0.01218546831587446,15.968717885017394,248.75
1.5744765490293502,525.0,7.82310962677002e-09,0.0518504574705253,368,349.1,337920,0.181298828125,0.002525345597575779,33,75.0,-0.0011235725007281872,0.012942275931709445,15.968717885017394,238.75
1.585189625620842,527.5000000000002,4.097819328308106e-09,0.05252413174652324,369,347.27,348160,0.1781494140625,0.0027679682160282938,34,75.0,-0.0013801208671793575,0.012056893845510785,15.968717688322068,237.25
1.5628192856907845,550.0,-5.215406417846679e-09,0.05300541163633814,370,354.2,358400,0.1730224609375,0.0025508775833031905,35,122.5,-0.001233730816966272,0.01569874644628726,15.96871793270111,263.0
1.579765847325325,457.5000000000006,-1.1175870895385742e-08,0.056798567691660515,371,347.29,368640,0.2211181640625,0.0032377483487039172,36,125.0,-0.0015221459994791075,0.013441561858053319,15.96871783733368,250.75
1.5404848471283912,525.0,-7.450580596923829e-10,0.0517151484994199,371,345.76,378880,0.165478515625,0.0022815104637174954,37,125.0,-0.0010340018132410477,0.01429836058523506,15.9687175989151,260.0
1.5687412858009337,352.5000000000002,-1.4156103134155273e-08,0.050419383685186135,372,338.93,389120,0.155322265625,0.002412527262686126,38,100.0,-0.0008905052203772357,0.013197948664310389,15.968717873096466,247.5
1.630502200871706,502.5000000000002,8.195638656616212e-09,0.053924370636434224,372,335.84,399360,0.2255615234375,0.0030992528182423483,39,50.0,-0.001904387895774562,0.01067226993618533,15.96871799826622,232.5
1.6338350646197797,407.5000000000006,-3.091990947723389e-08,0.0551836479626849,373,333.86,409600,0.245703125,0.003280215816300824,40,50.0,-0.0024228851299994856,0.011656761947961058,15.968717712163926,218.25
1.6728308975696564,477.5000000000002,-1.6763806343078613e-08,0.05252220299217286,373,338.09,419840,0.2145751953125,0.004060013371957894,41,50.0,-0.0011710077054885915,0.010591618096805177,15.968717974424361,210.25
1.6825553812086582,350.0,-8.568167686462402e-09,0.05418243858750195,374,337.06,430080,0.2056396484375,0.0030094911661763036,42,72.50000000000001,-0.0010490345652215184,0.011960172212275211,15.968717861175538,199.5
1.6670140847563744,350.0,4.097819328308106e-09,0.056294606344293154,374,333.43,440320,0.2312255859375,0.0030345245841317593,43,50.0,-0.0016729442144423957,0.010668157754844287,15.968717849254608,198.5
1.6705995045602322,277.5000000000002,-7.82310962677002e-09,0.05301454699308909,375,324.85,450560,0.2674560546875,0.0036696205834374496,44,25.0,-0.001562721003574552,0.00915930231492439,15.968717634677887,178.0
1.623359277099371,252.50000000000023,-1.0430812835693359e-08,0.051912938524488896,375,319.99,460800,0.27294921875,0.00399505964569471,45,25.0,-0.00199254805847886,0.008476274756685599,15.968717730045318,155.5
1.6442068941891193,250.0,-2.6077032089233397e-09,0.052093375439346334,375,311.94,471040,0.266650390625,0.0035262136826531786,46,22.500000000000007,-0.0008751989864322241,0.0063891948487253105,15.968716830015182,125.75
1.6330673664808273,252.50000000000023,-9.685754776000977e-09,0.05171948222748851,375,319.8,481280,0.2716552734375,0.004148184176312952,47,25.0,-0.0015444906595803332,0.010239838843699545,15.968717807531357,135.0
