grad_norm,policy_entropy,clip_fraction,policy_loss,epoch_idx,explained_variance,P09:episode_rewards,PMM:episode_rewards,fps,frames,value_loss,P01:episode_rewards,episode_length,advantage_norm,approx_kl_divergence
480986990.35735846,0.20155771722103077,0.1806884765625,0.03670071971246216,1,-1.5998285099864007,155.0,148.27586206896552,450,10240,493372382.5909811,125.0,321.7586206896552,15.9687169611454,3749176.3590094284
0.05674804120908068,0.26014793748036025,0.030859375,0.00122721087464015,2,1.4528632164001465e-08,175.0,155.95238095238096,366,20480,0.011014369157601322,125.0,325.2857142857143,15.968717360496521,0.002793648453754827
0.0749846226618093,0.8699514402076602,0.14580078125,0.002312386024641455,3,-5.587935447692871e-09,250.0,170.6043956043956,409,30720,0.012754724097385406,150.0,334.72527472527474,15.968714165687562,0.0060376485461802075
0.044606532107873686,1.1528104588389396,0.1553466796875,-0.00027531973682926036,4,-2.421438694000244e-08,275.0,194.0,432,40960,0.014534523390466347,150.0,339.06,15.968717855215072,0.003279182319516849
0.05717970280988107,1.3850051432847976,0.19912109375,-0.00046865667645761276,5,-1.862645149230957e-08,325.0,230.0,447,51200,0.017077226564288138,150.0,344.3,15.968717974424361,0.003146721385962792
0.05234145739965852,1.4452706106007098,0.1728271484375,-0.0008895814811694436,6,-9.685754776000977e-09,377.5000000000002,270.75,462,61440,0.015893657706328668,175.0,354.28,15.96871793270111,0.0031238852072306145
0.05620833558727054,1.5556030929088593,0.21181640625,-0.0011319368953991217,7,6.332993507385254e-09,425.0,284.75,469,71680,0.014257697106222622,175.0,354.69,15.968717807531357,0.0034501512224778706
0.057870647439654956,1.5749203525483608,0.196337890625,-0.0010760127919638763,8,-1.4901161193847657e-09,425.0,286.25,474,81920,0.014279791437729727,150.0,356.75,15.968717950582505,0.0028172956007892934
0.05313437177186213,1.5384041681885718,0.1579833984375,-0.001040737195580732,9,-1.0430812835693359e-08,502.5000000000002,265.75,479,92160,0.014249787542212289,125.0,345.85,15.968717956542969,0.0026296466631492875
0.054494989164159055,1.54850192964077,0.1732177734375,-0.0008540580714907264,10,-2.6077032089233397e-09,402.5000000000002,248.5,481,102400,0.012821776252894778,122.5,345.27,15.96871801018715,0.0025108286076374496
0.05131270047057358,1.5168053105473518,0.158447265625,-0.0006373375621478772,11,-1.6763806343078613e-08,350.0,220.0,486,112640,0.010431760087340081,75.0,340.19,15.968717610836029,0.0026964636113660846
0.05011592543713134,1.6016121163964272,0.2300048828125,-0.0007452708872733637,12,1.2665987014770507e-08,300.0,185.0,491,122880,0.00885159730041778,50.0,332.68,15.968717688322068,0.0034102102412589376
0.0527714854384592,1.6494677819311618,0.2057373046875,-0.0012852339015807957,13,6.332993507385254e-09,300.0,174.75,495,133120,0.011775075257901335,50.0,330.16,15.96871771812439,0.0029761673126927233
0.057134026241469626,1.6692576467990876,0.2290283203125,-0.0015376945873867953,14,2.2351741790771484e-09,375.0,197.75,498,143360,0.01394379616885999,50.0,338.14,15.968717753887177,0.0035469893128720286
0.053857565463938675,1.6585202023386956,0.18369140625,-0.0013234569316409762,15,-4.097819328308106e-09,400.0,224.0,500,153600,0.014224614086560904,75.0,344.84,15.968717902898788,0.002627340920298593
0.05503821471326566,1.6070514068007469,0.2238525390625,-0.0018384811162832193,16,1.4901161193847657e-09,400.0,258.5,502,163840,0.014328823368850862,125.0,355.31,15.968717831373215,0.003230207878073088
0.05324717489997173,1.6043372742831707,0.1582275390625,-0.0011178649918292649,17,4.097819328308106e-09,405.00000000000045,268.5,503,174080,0.0152290398182231,150.0,355.42,15.968717896938324,0.002387638592034591
0.053933201139847876,1.6461838200688361,0.1871337890625,-0.0010206799241132102,18,-1.1175870895385742e-08,400.0,268.5,505,184320,0.014176477225555572,150.0,355.52,15.968717765808105,0.0024572266930135813
0.05815396345993805,1.6531273633241654,0.2408203125,-0.0018832008692697855,19,-6.7055225372314455e-09,400.0,269.75,505,194560,0.014477941930817907,150.0,352.92,15.96871766448021,0.003269784562394307
0.05124526772797551,1.601610531657934,0.1983642578125,-0.0017295682744588702,20,-3.762543201446533e-08,377.5000000000002,251.5,506,204800,0.01304459241364384,122.5,346.02,15.96871783733368,0.0030217597121009023
0.055943928306984095,1.6560157634317876,0.1958984375,-0.001731387847394217,21,-2.7194619178771972e-08,375.0,251.75,507,215040,0.014841868239454926,100.0,342.87,15.968717747926712,0.002678942901366099
0.059615099118989844,1.6612276181578636,0.2148681640625,-0.0012652398181671742,22,-2.458691596984863e-08,455.0000000000004,260.5,508,225280,0.014435050317842979,100.0,344.6,15.968717765808105,0.002986731581950153
0.05337797951991761,1.701425313949585,0.1845458984375,-0.0017318097403403953,23,3.7252902984619143e-10,455.0000000000004,257.75,509,235520,0.011884425883181393,100.0,346.06,15.96871783733368,0.0025865610857181308
0.055742085222345486,1.6299819767475128,0.187890625,-0.0012295388987695333,24,-1.1175870895385742e-08,525.0,262.75,510,245760,0.013776721342583186,75.0,344.85,15.968717736005782,0.0025222468613037563
0.05420846551727502,1.5789838172495365,0.1418701171875,-0.001066425414319383,25,4.8428773880004884e-09,525.0,263.25,512,256000,0.015317833042354323,75.0,349.33,15.968718004226684,0.0020779709463397467
0.05439773461405051,1.5853221081197262,0.1781005859375,-0.0012771400695783086,26,-7.450580596923829e-10,480.00000000000045,263.5,513,266240,0.015073954945546576,122.5,344.28,15.968717926740647,0.0023509055131654575
0.05771836286457388,1.5807661965489388,0.174609375,-0.0013583219530119094,27,-1.2293457984924316e-08,425.0,284.75,514,276480,0.01666066340112593,150.0,348.71,15.968717968463897,0.0024011010498355746
0.05754536386131376,1.5989108629524709,0.1916748046875,-0.001883571637517889,28,-5.215406417846679e-09,377.5000000000002,277.75,515,286720,0.016385816567344592,150.0,346.55,15.968717885017394,0.0026772789865958657
0.05892429019570063,1.6097653642296792,0.2028564453125,-0.0013074866335955448,29,-1.4901161193847657e-09,375.0,272.5,516,296960,0.015123341005528345,150.0,349.23,15.968717908859253,0.002515272847062988
0.056149040164451235,1.6104671396315098,0.19150390625,-0.0018468620281055336,30,1.2293457984924316e-08,375.0,271.25,515,307200,0.01548293869709596,175.0,352.4,15.968717873096466,0.0025892650184687225
