advantage_norm,P09:episode_rewards,policy_entropy,grad_norm,PMM:episode_rewards,value_loss,explained_variance,policy_loss,epoch_idx,episode_length,frames,P01:episode_rewards,approx_kl_divergence,clip_fraction,fps
15.968717944622039,177.50000000000003,1.7261890959693118,138.17101605522458,96.66666666666667,14.330250561103458,0.010950145497918128,0.010312716313637792,1,308.4,10240,25.0,1.5047867442654028,0.287353515625,218
15.968717944622039,225.0,1.7770655035972596,0.31293371954050286,117.578125,0.016350368429266383,-2.0489096641540527e-08,-0.0016454477790830424,2,311.1875,20480,25.0,0.0020494297561185703,0.134619140625,194
15.968717956542969,250.0,1.7819827646017075,0.13171972225519069,129.89690721649484,0.018229298593359998,-1.7508864402770997e-08,-0.0008658018701680703,3,318.02061855670104,30720,25.0,0.0006536421685325422,0.023095703125,198
15.968718236684799,327.5000000000002,1.7648011453449726,0.09924455561582828,163.0,0.023158818477531894,-2.6822090148925782e-08,-0.0010980645420204382,4,331.34,40960,50.0,0.0005671291023290337,0.0187255859375,200
15.968718045949936,432.5000000000006,1.7433510541915893,0.10109376975528964,184.75,0.02207394511788152,9.313225746154785e-09,-0.00170789061630785,5,340.91,51200,50.0,0.0007644079057342879,0.03271484375,202
15.96871829032898,302.5000000000002,1.7717804603278637,0.07938091979843087,180.0,0.021805701218545435,-1.5273690223693846e-08,-0.0006549673755216646,6,340.99,61440,50.0,0.00030220445895210444,0.0067138671875,203
15.96871829032898,325.0,1.7693664386868477,0.06974628276952492,184.0,0.02323188755835872,-7.450580596923829e-10,-0.0009670268722402397,7,339.55,71680,50.0,0.0003106294614951821,0.001025390625,202
15.968718063831329,300.0,1.778705383837223,0.05927252278806723,175.75,0.019753882454824633,-1.1920928955078126e-08,-0.0004962366590916644,8,337.47,81920,50.0,0.00013328915331847213,0.0,200
15.968717956542969,302.5000000000002,1.7804682508111,0.05617908200060586,178.75,0.019566433952422812,1.3783574104309083e-08,-0.0005212305528402794,9,339.51,92160,50.0,0.00012231328321021806,0.0,201
15.968718254566193,275.0,1.7678094908595086,0.05721066313699432,173.75,0.023899694823194297,-3.725290298461914e-09,-0.0005894731435546419,10,336.56,102400,50.0,0.00012721026705690973,0.0,201
15.968718248605729,505.00000000000045,1.7648640505969524,0.05662743253973755,213.75,0.024301278818165885,-2.6077032089233397e-09,-0.0005637694517645287,11,344.55,112640,50.0,0.0001495537967450389,0.0,201
15.968718183040618,552.5000000000002,1.7831218875944614,0.05663251861066822,218.0,0.02304051223618444,2.6077032089233397e-09,-0.0005643685253744479,12,343.0,122880,50.0,0.00014228711562047636,0.0,202
15.968718367815018,527.5000000000002,1.7770915560424327,0.055275981278377295,233.75,0.024722442560596393,7.450580596923829e-10,-0.00048100109270308165,13,349.18,133120,50.0,0.00010402442470685003,0.0,202
15.968718075752259,375.0,1.7722798764705658,0.05299846928053977,205.5,0.023223846190376207,-3.3527612686157227e-09,-0.000565102773180115,14,344.78,143360,50.0,0.00013521702278040948,0.0,202
15.96871833205223,330.0000000000004,1.7749468319118022,0.05390562611375357,203.0,0.02326323926099576,-2.2351741790771484e-08,-0.0005297264659020584,15,348.25,153600,50.0,0.00013045737776060662,0.0,203
15.9687180519104,325.0,1.7809767045080662,0.05668521004306089,182.75,0.019883863051654772,-3.3155083656311036e-08,-0.0006627839688007952,16,343.04,163840,25.0,0.00014757200025599103,0.0,203
15.968718123435973,325.0,1.7724825978279113,0.057441420308277924,176.75,0.020094574079848826,-3.7252902984619143e-10,-0.0008633877365355147,17,334.55,174080,25.0,0.0002091401965657269,0.0,203
15.968717908859253,307.5000000000006,1.785330281406641,0.05406274803941635,159.75,0.015111673323553987,3.725290298461914e-09,-0.0005156730643648188,18,330.49,184320,25.0,0.00012233952995970298,0.0,202
15.968718022108078,375.0,1.7870562203228473,0.05746812512613227,152.0,0.014878196283825673,-2.8312206268310546e-08,-0.0007794003326125676,19,328.63,194560,0.0,0.00017654347963116379,0.0,202
15.968718177080154,300.0,1.7867091447114944,0.05579233122947243,141.0,0.021596901339944453,1.2293457984924316e-08,-0.0005319800009601749,20,329.39,204800,0.0,0.00012027757796317928,0.0,202
15.968718248605729,305.00000000000045,1.779009772837162,0.056502802510580416,156.0,0.021057564282091334,9.313225746154785e-09,-0.0006439023782149889,21,335.69,215040,0.0,0.00014629946822921624,0.0,202
15.968718183040618,350.0,1.778043719381094,0.05573289583270077,187.0,0.02426443089498207,-3.3527612686157227e-09,-0.0004962382059602533,22,344.59,225280,25.0,0.0001326328043504077,0.0,201
