grad_norm,approx_kl_divergence,P09:episode_rewards,P01:episode_rewards,policy_entropy,advantage_norm,clip_fraction,epoch_idx,explained_variance,episode_length,PMM:episode_rewards,policy_loss,frames,value_loss,fps
219.90952337685766,0.2304768990582947,254.99999999999997,25.0,1.690480979345739,15.968718701601029,0.267724609375,1,-0.043118661269545555,315.2413793103448,150.86206896551724,0.014497381659020902,10240,26.38429500623024,182
0.5391821479252357,0.002152109618657505,305.00000000000006,47.50000000000001,1.7625206142663956,15.968718361854553,0.1371826171875,2,2.9802322387695314e-09,327.8833333333333,171.66666666666666,-0.0011910730852832784,20480,0.02705700377118774,177
0.4384686532629426,0.0017456128074059053,402.5000000000002,50.0,1.7647715106606483,15.968718320131302,0.10859375,3,-1.7881393432617187e-08,332.22222222222223,192.5,-0.001432486305202474,30720,0.02741391250747256,181
0.24598837082329666,0.0017813879972152335,425.0,50.0,1.760593093186617,15.968718147277832,0.1205078125,4,3.725290298461914e-09,337.44,194.5,-0.00224112499581679,40960,0.021112912878743374,186
0.13769799691243984,0.000881422523499964,427.5000000000002,50.0,1.76809072047472,15.968718099594117,0.03916015625,5,4.097819328308106e-09,338.91,195.5,-0.0015073495505930623,51200,0.02056278686504811,188
0.09189152605993582,0.0003496940462170528,375.0,50.0,1.7850513331592084,15.968718206882476,0.0052734375,6,9.313225746154785e-09,336.45,176.0,-0.0008442276004643646,61440,0.020190711645409466,188
0.08060330620292526,0.00024148472178069368,427.5000000000002,50.0,1.7803365513682365,15.968718183040618,0.0,7,-5.960464477539063e-09,341.74,192.25,-0.0006617852519411827,71680,0.022077524205087684,187
0.07824317619201003,0.0002687111388219421,452.50000000000017,25.0,1.7539007499814034,15.968718099594117,0.0,8,1.1175870895385742e-08,338.7,190.0,-0.0006997897715336876,81920,0.021009480609791353,187
0.07401180610874228,0.0002585761590211177,477.5000000000002,25.0,1.778691641241312,15.968718081712723,0.0013916015625,9,-3.3527612686157227e-09,342.28,198.5,-0.0008847939985571429,92160,0.018701875337865204,188
0.06769782435437059,0.00016606898390278957,450.0,25.0,1.7847480751574039,15.968718242645263,0.0,10,8.568167686462402e-09,339.16,177.75,-0.0006958425692573655,102400,0.020199633596348576,189
0.07397413599109005,0.00015431766350886277,305.00000000000045,25.0,1.7814185746014117,15.968718159198762,0.0,11,-2.9429793357849122e-08,333.86,159.0,-0.0006887453942908906,112640,0.018714800983434542,189
0.07001560485815203,0.00011596797404074266,300.0,50.0,1.779582078754902,15.968718099594117,0.0,12,-1.1920928955078126e-08,332.22,153.0,-0.00041356164110766257,122880,0.02209559954353608,189
0.06793310547389428,0.0001106652430593158,427.5000000000002,25.0,1.7753317378461362,15.96871812939644,0.0,13,-1.2293457984924316e-08,339.06,186.25,-0.00045465248476830313,133120,0.02181521763850469,189
0.0787313188371063,0.0001344413057552174,482.5000000000007,25.0,1.773678284138441,15.968718594312667,0.0,14,-1.1175870895385742e-09,347.25,218.5,-0.0005736508439440513,143360,0.026830754103139044,189
0.06967140807219342,0.0001792757729113248,505.00000000000045,72.50000000000001,1.7833402365446092,15.96871821284294,0.0022705078125,15,1.7508864402770997e-08,353.08,230.0,-0.0005888623352802824,153600,0.02201044308603741,188
0.07097317693967145,0.00017259980301460588,477.5000000000002,50.0,1.7791764460504056,15.968718236684799,0.0011474609375,16,4.470348358154297e-09,348.8,225.0,-0.0007113800456863828,163840,0.02290823471848853,188
0.06902813548386119,0.00011247517116963479,427.5000000000002,50.0,1.7768075168132782,15.96871817111969,0.0,17,-6.7055225372314455e-09,340.59,201.25,-0.00047952831264410636,174080,0.021084897831315175,188
0.06806634704547941,0.00016727697727603186,325.0,50.0,1.783170223981142,15.968717992305756,0.0,18,1.5273690223693846e-08,333.83,175.5,-0.0006223407639481593,184320,0.018223122620838694,187
0.053517857885704935,0.0001136824956248006,250.0,50.0,1.7867404341697692,15.9687180519104,0.0,19,-4.507601261138916e-08,324.42,140.0,-0.00051555225145421,194560,0.016062143779709003,187
0.05588633347995882,0.00011610080990394067,250.0,22.500000000000007,1.7862392403185368,15.968717962503433,0.0,20,8.568167686462402e-09,324.06,128.0,-0.0004982658872904721,204800,0.015779175134957767,187
0.058125491938169994,0.0001268776589032683,277.5000000000002,0.0,1.7859772183001041,15.968718153238296,0.0,21,7.82310962677002e-09,329.19,133.75,-0.0005298368127114372,215040,0.019554596129455603,188
0.05966963461381155,0.0002214754444423761,325.0,25.0,1.7834741286933422,15.968718165159226,0.0042236328125,22,-4.097819328308106e-09,343.26,161.0,-0.0010574237690889276,225280,0.022388218739069998,188
0.05617399457033142,0.00018041539344615387,302.5000000000002,25.0,1.783154094964266,15.968717801570893,0.0,23,-1.30385160446167e-08,343.96,156.5,-0.0008251487552115577,235520,0.018032858197693714,188
0.05838708252880296,9.987134221205452e-05,302.5000000000002,25.0,1.7833633132278919,15.968718045949936,0.0,24,-1.1175870895385742e-08,343.4,161.0,-0.0003518549618092948,245760,0.018949944527412298,188
0.054558551418867694,9.757389728406451e-05,275.0,25.0,1.784748150408268,15.96871775984764,0.0,25,2.0489096641540527e-08,332.73,143.5,-0.00042156892668572256,256000,0.014229534709011204,188
0.05282818814057083,9.506130001710745e-05,275.0,25.0,1.7846877105534076,15.96871799826622,0.0,26,-1.1175870895385742e-08,332.99,145.0,-0.00042815196393348743,266240,0.02044957434700336,189
0.057475189178073705,0.0001853115848589937,300.0,25.0,1.7880215138196944,15.968717986345291,0.0009765625,27,-1.4901161193847656e-08,335.7,149.5,-0.000841135863265663,276480,0.01788102135033114,189
0.053722958602838954,0.0001034609136098652,300.0,25.0,1.7849681802093982,15.968718057870865,0.0,28,7.82310962677002e-09,341.12,162.25,-0.0004351915235019987,286720,0.020515794018865562,189
