P09:episode_rewards,explained_variance,P01:episode_rewards,value_loss,policy_loss,policy_entropy,epoch_idx,episode_length,PMM:episode_rewards,frames,advantage_norm,fps,grad_norm
6.0,0.9626839637756348,0.0,0.0038965210455353372,-0.0009468971444584895,1.3503301751613617,44,204.16,2.04,352000,0.6880934688448906,279,0.16003808354927795
8.100000000000009,0.9363153493404388,0.0,0.005821048395300749,-0.0012595330700060003,1.3632203233242035,45,207.3,2.2,360000,0.8439940631389617,279,0.18941484223489446
9.0,0.9172265666723252,0.0,0.007727083925274201,-0.0015794142973027192,1.3626858460903168,46,217.22,2.47,368000,0.9933787670731544,280,0.22237128203191736
5.1000000000000085,0.884564967751503,0.0,0.008253497319528832,-0.001402049163589254,1.3736679863929748,47,220.29,2.42,376000,1.0614773526787757,280,0.23838919963347918
5.1000000000000085,0.9375816613435746,0.0,0.0064848187263123695,-0.00025688870304293234,1.3623998165130615,48,217.11,2.29,384000,0.9265164041519165,280,0.2084566359850349
5.1000000000000085,0.8790144288539886,0.0,0.007244359928590711,-4.9634177776169965e-05,1.358606436252594,49,212.41,2.16,392000,0.9589788538217544,280,0.21723094864055004
6.0,0.8531227791309357,0.0,0.010223132515675389,-0.0011780118674505503,1.3657322657108306,50,216.65,2.39,400000,1.1573827323317527,281,0.28621913864917664
6.200000000000017,0.9375118172168732,0.0,0.005859509278961923,-0.0020838844706304372,1.350590101480484,51,216.95,2.5,408000,0.8520802769064904,280,0.18629776231396358
6.300000000000026,0.969959727525711,0.0,0.0034659608523361384,-0.00045354569763730976,1.3329882431030273,52,215.0,2.39,416000,0.6722370365262031,281,0.16098722640356963
8.100000000000009,0.9311832875013352,0.0,0.0058824390510562805,-0.0011620997358113528,1.3575998198986055,53,210.25,2.27,424000,0.8603710553050041,281,0.21045198002076845
8.100000000000009,0.9163144308328629,0.0,0.007954243876156397,-0.0024931217200355603,1.3568695819377898,54,222.6,2.57,432000,1.0222288283705712,281,0.26405680043795454
5.1000000000000085,0.9227304542064667,0.0,0.005923038784530945,-0.00044133872434031217,1.3624871385097503,55,214.38,2.33,440000,0.8973669490218162,281,0.20527744556892039
5.0,0.906611807346344,0.0,0.008041057059308514,-0.0008222324910457246,1.3565814006328583,56,202.82,2.0,448000,1.0277843642234803,281,0.2464656374734207
5.0,0.8594854807853699,0.0,0.011559002862195484,-0.004057574594044127,1.3603772604465485,57,203.37,2.0,456000,1.1800348249077797,281,0.29432315209647
5.0,0.8244531691074372,0.0,0.01044788039289415,-0.0005365891037217807,1.3502531886100768,58,203.65,2.04,464000,1.2109351176023484,281,0.2806653916280988
5.0,0.9025281304121018,0.0,0.01016413392033428,-0.0029160553982364944,1.35305881857872,59,206.56,2.11,472000,1.1560259971022606,281,0.26133267523364645
5.0,0.9490432870388031,0.0,0.0053736595844384285,0.00015844506036955864,1.3380554175376893,60,209.31,2.11,480000,0.8253131178021431,282,0.18933706285461363
5.0,0.9434854406118393,0.0,0.005199760812101886,-0.0008968574543541763,1.3467121708393097,61,215.78,2.31,488000,0.8376876038312911,282,0.19186227888628796
6.1000000000000085,0.87961998462677,0.0,0.009545566533925012,-0.0008951030307798646,1.3525198197364807,62,239.31,2.94,496000,1.1659170854091645,282,0.26343261546752056
6.0,0.8777458828687668,0.0,0.010917321598390118,0.00012555440002870455,1.343428612947464,63,231.42,2.81,504000,1.2003407543897628,282,0.27783204961219143
6.0,0.8715023517608642,0.0,0.011579596609808505,-0.0018038746592355893,1.3464818739891051,64,216.82,2.43,512000,1.2622677525877952,282,0.2811424641261931
5.0,0.9204950094223022,0.0,0.007627099573728629,-0.0016795505688060074,1.343646728992462,65,207.33,2.13,520000,0.9961164435744285,282,0.22286953045075464
5.0,0.9090448892116547,0.0,0.009969793014461175,-0.0017289949068799615,1.3367396259307862,66,210.21,2.17,528000,1.1552459201216698,282,0.2538997211203567
5.1000000000000085,0.9038036513328552,0.0,0.009339983634417877,-0.0014934383156651166,1.3360134422779084,67,219.26,2.45,536000,1.13189429551363,283,0.27719757463359945
7.1000000000000085,0.9183125770092011,0.0,0.007464224132709205,-0.0026087946197367274,1.3346683943271638,68,233.08,2.92,544000,0.989974704682827,282,0.21225542358728408
9.0,0.9106460213661194,0.0,0.007434430042630993,-6.082515814341605e-05,1.3423671090602876,69,232.09,3.05,552000,1.005686603486538,283,0.22879537130536992
9.0,0.9211386072635651,0.0,0.007638722258852795,-0.002308645997181884,1.3355559492111206,70,227.01,2.91,560000,1.0043952569365502,283,0.24060268656444012
9.0,0.8352306652069091,0.0,0.012812886107712983,-0.003352942405035719,1.33030837059021,71,230.18,2.93,568000,1.285380436182022,283,0.3202419999027496
7.200000000000017,0.9028186690807343,0.0,0.009156077116494998,-0.001927050063823117,1.323505265712738,72,238.67,3.11,576000,1.1197930532693863,283,0.25414475388058316
7.200000000000017,0.8583242875337601,0.0,0.013305054468801245,-0.0035014602896990253,1.3151683509349823,73,245.86,3.39,584000,1.3526135283708571,283,0.3293879100783286
9.0,0.9421511816978455,0.0,0.004791003871359862,-0.0005913182749645784,1.3263928627967834,74,237.47,3.12,592000,0.812579253911972,283,0.19989798039066858
9.0,0.9373714089393616,0.0,0.006664122694637627,-0.00044210535823367535,1.3245910918712616,75,238.94,3.21,600000,0.9763223165273667,283,0.24084647261223982
9.0,0.9001120001077652,0.0,0.01053857812192291,-0.0025342944083968175,1.324299362897873,76,237.67,3.09,608000,1.2071367472410202,283,0.2925888770616166
9.0,0.9263674181699753,0.0,0.0072622845933074135,-0.0014151083800243215,1.3355974280834197,77,248.59,3.36,616000,1.0074369487166406,283,0.24193221767976264
9.0,0.934120301604271,0.0,0.006061692665098235,-0.0011572335246819421,1.3295988750457763,78,263.6,3.7,624000,0.9167899757623672,283,0.20268437746062667
9.0,0.9315983068943023,0.0,0.006779021337861195,-0.0003724286806391319,1.3351403284072876,79,266.56,3.78,632000,0.9817660874128342,283,0.24189406460955407
9.0,0.8821080529689789,0.0,0.011724948906339705,-0.006945770614984212,1.3037212991714477,80,266.91,3.83,640000,1.2846519136428833,283,0.3304886335822364
9.0,0.9225593626499176,0.0,0.007979502372909337,-0.0027020296939008403,1.2856421506404876,81,255.27,3.68,648000,1.0669644743204116,283,0.24234212843975197
8.0,0.8941372984647751,0.0,0.00887475072639063,-0.001060790351475589,1.315422523021698,82,234.56,3.13,656000,1.112535282075405,283,0.26583693201942693
8.0,0.931800229549408,0.0,0.006502966850530356,-0.002047387150814757,1.3083857309818268,83,236.66,3.04,664000,0.9222466573119164,283,0.21639662825441633
9.0,0.8860247987508774,0.0,0.00893610604456626,0.00013574971882917452,1.3205661845207215,84,247.98,3.29,672000,1.112150476872921,283,0.2466822858969824
9.0,0.8536270409822464,1.0,0.012358894869685173,-0.0011145625478820875,1.3271571052074433,85,268.4,3.84,680000,1.3393187630176544,283,0.33221055313229847
9.0,0.8571254307031632,1.0,0.014033392041455954,-0.0038560423310264012,1.308107522726059,86,280.0,4.15,688000,1.4307294464111329,283,0.32803041684435574
9.0,0.8817851001024246,1.0,0.010486372800078242,-0.000933525517466478,1.3209743225574493,87,278.33,4.08,696000,1.2236944442987443,283,0.28358768111399235
9.0,0.8590796494483948,0.9000000000000004,0.013294527714606375,-0.0030013199447421358,1.3124729979038239,88,283.43,4.24,704000,1.392738231420517,283,0.36555668029362537
9.0,0.8732580935955048,1.0,0.013152766030980274,-0.0033375194887048567,1.2821139562129975,89,292.2,4.51,712000,1.3902058017253875,283,0.3489496091806145
9.0,0.8737063974142074,0.9000000000000004,0.01294417372904718,-0.0024441964388097403,1.2753012549877167,90,281.37,4.36,720000,1.380008535385132,283,0.3462117293702237
9.0,0.8944612383842468,1.0,0.01021900299587287,-0.003012655390921282,1.2997484040260314,91,284.64,4.51,728000,1.2036560583114624,283,0.30489632238606584
9.0,0.8292902213335037,1.0,0.01554085209267214,-0.0017368715710472315,1.278420695066452,92,280.73,4.35,736000,1.4962087661027907,283,0.38924613391771956
10.0,0.8637969195842743,1.0,0.013151508057489991,-0.00044332642981316896,1.297586281299591,93,297.99,4.83,744000,1.3920510637760162,283,0.3455948983535572
10.0,0.8280153584480285,2.0,0.01755473043769598,-0.007400441993959248,1.2421449267864226,94,307.78,5.05,752000,1.6252030277252196,283,0.41275463802299833
10.0,0.8468064451217652,2.0,0.01531100515741855,-0.0048701880016596985,1.2193755614757538,95,317.36,5.34,760000,1.5137627375125886,283,0.4048698362998329
11.0,0.8211421996355057,2.9000000000000004,0.016112776822410524,-0.005307716719107703,1.2393063771724702,96,328.66,5.76,768000,1.5609472858905793,284,0.4729440571921239
11.0,0.8192353940010071,3.0,0.017225718409754336,-0.00662740196858067,1.2180096971988679,97,325.55,5.83,776000,1.6111420637369156,283,0.39936641012398655
11.0,0.8273971396684646,2.0,0.015285288384184241,-2.024843284743838e-05,1.2005039501190184,98,326.5,5.92,784000,1.5038483136892318,283,0.40781214550427125
11.0,0.8254668766260147,2.9000000000000004,0.015958422280382367,-0.006564724192285212,1.2378653228282928,99,324.4,6.05,792000,1.5472775506973266,283,0.3841610566956591
11.0,0.8427573835849762,3.0,0.014447280056774616,-0.004206583101768047,1.2364588010311126,100,328.0,6.14,800000,1.4782073122262955,283,0.39031627652735096
10.0,0.8526718705892563,3.0,0.014514089559670538,-0.0006432501121889799,1.243662577867508,101,328.17,6.08,808000,1.4740031105279923,283,0.38802079631933345
10.100000000000009,0.8178431564569473,3.0,0.016646523489616812,-0.006644885736750439,1.2422894418239594,102,326.59,6.09,816000,1.5887470853328705,283,0.39264245678909043
10.0,0.7367996090650558,2.9000000000000004,0.020208481145091356,-0.001675569753133459,1.227463855743408,103,323.67,6.04,824000,1.7105177599191665,283,0.4418705601402618
11.100000000000009,0.8023402684926987,3.0,0.019623214718885718,-0.0062592968303943055,1.2179497170448303,104,327.94,6.2,832000,1.7159333670139312,283,0.4571709369010823
12.0,0.83025510430336,3.0,0.014971411463338882,-0.0037746541621163487,1.219972779750824,105,339.35,6.58,840000,1.5049461674690248,283,0.38297562563455556
12.0,0.807025596499443,3.0,0.017523729908280074,-0.0036271521418848353,1.2314372849464417,106,342.43,6.65,848000,1.6316665184497834,283,0.44691402862520824
12.0,0.8223802608251571,3.0,0.016330784745514394,-0.0015527069359086453,1.2116976368427277,107,359.82,7.19,856000,1.5752329862117767,284,0.4076537926968649
12.0,0.8064141982793808,3.9000000000000004,0.018791958750225605,-0.006780604154919274,1.2068916308879851,108,369.18,7.33,864000,1.660518564581871,284,0.4315123832941541
12.0,0.7969347196817398,4.0,0.019455672833137216,-0.004904576676781289,1.1799733185768126,109,374.54,7.53,872000,1.7177307832241058,283,0.48822503539359624
12.0,0.7785782033205032,4.0,0.019826759621500968,-0.004442105958005414,1.199003677368164,110,385.27,7.9,880000,1.7125174069404603,284,0.4703056121519838
12.0,0.8160343861579895,4.0,0.017648422436323016,-0.001146454449626617,1.212608995437622,111,389.05,8.0,888000,1.6158497887849808,284,0.4242579685384667
12.0,0.8039150130748749,4.9,0.01983095509931445,-0.0044993075274396685,1.1984336924552919,112,393.41,7.89,896000,1.7166164886951447,284,0.47509926177678097
12.0,0.777176256775856,5.0,0.022212842656299473,-0.007024393343599513,1.1602819180488586,113,399.38,8.23,904000,1.8325454521179199,284,0.5221150377643646
12.0,0.7891900098323822,5.0,0.018490894534625112,-0.004315205233433516,1.1431015461683274,114,403.51,8.36,912000,1.670382836461067,283,0.41781055785338117
12.0,0.7988236576318741,5.0,0.01862649149727076,-0.0048588014286360705,1.1775675344467162,115,405.8,8.63,920000,1.6811329579353333,283,0.45051263917350354
13.0,0.7749979281425476,5.0,0.0191862965375185,-0.004565595283056609,1.1742735695838928,116,415.6,9.11,928000,1.704624657034874,283,0.4522723294678489
13.200000000000017,0.8012170070409774,5.9,0.019615264320746065,-0.004826799029251561,1.164995402097702,117,420.54,9.44,936000,1.7206692963838577,283,0.45707418211785056
15.100000000000009,0.785381406545639,5.0,0.020235887551680206,-0.0029822721422533504,1.182285933494568,118,424.38,9.83,944000,1.7578800666332244,283,0.4933058428832456
16.10000000000001,0.7639863806962967,5.9,0.022787079769186674,-0.008272744263522328,1.1103325772285462,119,426.26,10.33,952000,1.8621094757318497,283,0.4909165099936487
17.0,0.7618295925855637,6.0,0.020660033556632696,-0.0019957815163070334,1.1353376352787017,120,435.7,10.68,960000,1.761226725578308,283,0.4741663100717576
17.0,0.8233336693048477,6.0,0.016189512154087423,-0.006303809827250007,1.156449990272522,121,435.65,10.69,968000,1.5699312114715576,283,0.41564276816721163
17.0,0.7795896923542023,6.0,0.022562377490103244,-0.009119973189663143,1.1645021879673003,122,434.63,10.65,976000,1.8175455313920974,283,0.5331715096686898
17.0,0.779330523610115,6.9,0.020143932113423944,-0.002082275299471803,1.162219613790512,123,434.09,10.64,984000,1.7543001508712768,283,0.4500851723561069
16.0,0.7918451339006424,6.9,0.020604359968565404,-0.005485228744219057,1.19789315700531,124,439.7,10.4,992000,1.7776626563072204,284,0.46769390522687
15.0,0.76112060546875,7.0,0.021066345144063234,-0.009601601181566366,1.1558146119117736,125,432.25,10.2,1000000,1.7972450494766234,283,0.5005074679761121
16.10000000000001,0.7493064844608307,7.0,0.02230142173822969,-0.005279377063088759,1.1435376888513564,126,439.22,10.79,1008000,1.8407458388805389,284,0.49425635708240045
18.0,0.8030228608846665,7.0,0.019590759994462133,-0.0004262510361149907,1.1964069557189942,127,449.68,11.28,1016000,1.7214540380239487,284,0.4378398648145723
19.0,0.7736748576164245,7.0,0.023853177749551834,-0.0076195314573124055,1.1805290365219117,128,470.16,12.12,1024000,1.9067033863067626,284,0.5261266591509699
18.10000000000001,0.7510881787538528,7.0,0.022370785777457058,-0.004049308310204652,1.1891125959157944,129,476.86,12.0,1032000,1.804404344558716,284,0.4823517815991514
18.10000000000001,0.816770247220993,6.0,0.017457529590465128,-0.006012334894330706,1.172208743095398,130,466.63,11.95,1040000,1.6305618631839751,285,0.45087792553509026
17.10000000000001,0.809312134385109,6.0,0.01793867419473827,0.0006730220991903479,1.198832620382309,131,468.22,11.43,1048000,1.652546375989914,284,0.42718727033838405
16.0,0.8031751590967179,6.0,0.018586007794365287,-0.010456540962331928,1.203429605960846,132,467.14,10.7,1056000,1.6782489371299745,284,0.47539021796192565
16.0,0.7885234779119492,6.0,0.019937322493642568,-0.004680634494870901,1.2004193949699402,133,453.48,10.32,1064000,1.740169553756714,283,0.4987608727018917
16.0,0.7944867539405823,6.0,0.019529796694405376,-0.006995787380292313,1.170757873058319,134,447.54,10.09,1072000,1.7250575953722,283,0.5081137817787537
16.10000000000001,0.7929512977600097,6.0,0.021334045389667152,-0.0027419213385292095,1.1728215789794922,135,456.01,10.31,1080000,1.7990289282798768,283,0.47061659547884965
17.0,0.7548142683506012,6.0,0.023359157433733343,-0.010371170518628786,1.1475918352603913,136,465.47,10.76,1088000,1.8856448674201964,283,0.5630846354132646
17.10000000000001,0.7706166940927506,5.9,0.02282799023669213,-0.0038758233824046327,1.1819587361812591,137,463.21,11.17,1096000,1.8511382442712785,283,0.5159609717145351
18.0,0.7741771721839905,6.0,0.01947544527705759,-0.0068813785520615055,1.1664832580089568,138,470.69,11.46,1104000,1.7205919456481933,284,0.4487127935264723
18.0,0.7097544902563095,6.0,0.0241860403586179,-0.0027815787855070082,1.1488621091842652,139,474.96,11.68,1112000,1.9150674802064895,283,0.5525986757547332
17.10000000000001,0.7556687182188034,6.0,0.027271837363950908,-0.005882621521013789,1.1625637272000313,140,467.84,11.3,1120000,1.8843523889780045,283,0.6174987328615829
17.0,0.801891896724701,6.0,0.019110887367278336,-0.0026614533772226423,1.1938745069503784,141,467.87,11.31,1128000,1.7098762100934983,283,0.4343394992408657
18.0,0.7680449157953262,6.0,0.021624401635490356,-0.007027581200236455,1.14318297624588,142,472.68,11.6,1136000,1.796917067170143,283,0.49106402042288516
19.0,0.6861949121952057,6.9,0.031847070055082444,-0.009582041388493962,1.0985170429944993,143,486.87,12.15,1144000,2.2010202980041504,283,0.6421514429516418
19.10000000000001,0.7593448549509049,7.0,0.022809262108057737,-0.006987518547102809,1.1499803674221039,144,500.25,12.64,1152000,1.8477048134803773,283,0.5470352415247801
19.0,0.7589791053533554,7.0,0.024393889429047702,-0.006643418389139697,1.1434740734100342,145,494.73,12.55,1160000,1.9073820185661317,283,0.5493904675576392
20.0,0.777776997089386,8.0,0.021955756405368447,-0.007949628583155573,1.1336227387189866,146,507.38,13.16,1168000,1.836232486963272,283,0.5287602511879554
20.0,0.7069058036804199,7.0,0.0382280804682523,-0.005567799237614963,1.1295589649677276,147,517.13,15.64,1176000,2.1960465085506438,283,0.8877829463220176
20.0,0.7997965484857559,7.0,0.020132336281239987,-0.005128941325237974,1.1688513946533203,148,521.27,15.71,1184000,1.7480421549081802,283,0.47550949998680314
19.0,0.8175182765722275,7.0,0.02046911877579987,-0.008257875931449235,1.1343758475780488,149,507.1,14.99,1192000,1.7660835069417953,283,0.4990945289000709
18.10000000000001,0.7952603656053543,7.0,0.021446806374005974,-0.005559207742917352,1.1349853193759918,150,498.67,14.6,1200000,1.7940911573171616,283,0.48984817496457356
18.0,0.7789410835504532,7.0,0.021089435685425997,-0.002445680020318832,1.1312629908323288,151,503.12,14.43,1208000,1.7768564254045487,283,0.46838950152831144
18.10000000000001,0.7260655391216279,7.0,0.02584275359287858,-0.005667588526848704,1.14290358543396,152,514.43,15.09,1216000,1.9646361041069031,283,0.5227620256180213
18.10000000000001,0.8049696087837219,7.0,0.019100066924002023,-0.005689961664611474,1.1405253154039383,153,516.72,15.28,1224000,1.7041047406196594,283,0.4690166569138166
18.10000000000001,0.7082204544544219,7.9,0.027043023630976677,-0.0001372447988251224,1.135782920718193,154,513.05,13.19,1232000,2.023413976430893,283,0.5966102258628582
22.0,0.6471416610479355,7.9,0.0343829212570563,-0.013714928612025688,1.1445942163467406,155,529.44,13.81,1240000,2.2367036712169646,284,0.7109797255288176
22.0,0.7410649889707566,8.9,0.023884556726552545,-0.010344138059881516,1.1645446383953095,156,532.72,14.07,1248000,1.905573514699936,284,0.5614950516650603
22.0,0.7033865523338317,9.0,0.030916491346433757,-0.006718611135220272,1.1303124314546584,157,539.57,14.59,1256000,2.038670643568039,283,0.6766218454277921
21.10000000000001,0.7394919139146805,8.9,0.02315896103158593,-0.005547896304051392,1.1267050582170486,158,537.41,14.42,1264000,1.8788518166542054,284,0.5342997686509158
21.0,0.7186453056335449,8.9,0.02810007891152054,-0.0030660584033466876,1.1337471795082092,159,532.98,14.16,1272000,2.06931139588356,284,0.614930292045103
22.0,0.7537032997608185,8.0,0.027461859141476454,-0.008472503989178221,1.1110674744844438,160,543.77,14.62,1280000,2.020123991370201,283,0.6123733433569168
22.0,0.7601523476839066,8.0,0.02380374019034207,-0.005473213296500035,1.1122817474603652,161,532.92,14.6,1288000,1.890505042076111,283,0.5503400595418598
21.0,0.7360909360647202,8.0,0.02652044585905969,-0.0073462239530636,1.094602746963501,162,540.37,15.12,1296000,2.008234577178955,283,0.6004934888111104
22.10000000000001,0.7020329624414444,8.0,0.028471378637477757,-0.009352222951129079,1.103890299797058,163,541.71,15.4,1304000,2.0496519351005555,283,0.5783385072679834
23.0,0.7680406594276428,8.0,0.023277570987120272,-0.006751377145992592,1.0975509518384934,164,540.27,15.23,1312000,1.8733561086654662,283,0.615470881361343
23.0,0.719054297208786,8.0,0.026282533593475817,-0.00636401057272451,1.0945821833610534,165,545.4,15.49,1320000,1.9955753481388092,283,0.5855696803536333
24.0,0.7924541383981705,8.0,0.019951761341653763,-0.00330686999430327,1.130449093580246,166,543.83,15.37,1328000,1.7352473086118698,283,0.47570214171574216
23.10000000000001,0.5180823582410813,0.9000000000000004,0.02975864688400179,-0.01486458573868731,1.1024976485967637,167,463.81,12.16,1336000,2.029715945124626,282,0.6294295309145567
21.200000000000017,0.739351463317871,0.9000000000000004,0.02596067721489817,-0.0025060067448066546,1.1269385421276092,168,432.74,11.07,1344000,1.9847728896141053,283,0.5831891889384653
20.0,0.7677770537137986,0.9000000000000004,0.024386341306380926,-0.005552165387780405,1.1337675774097442,169,443.58,11.24,1352000,1.927245997786522,282,0.5740770168767867
20.0,0.7376131904125214,0.9000000000000004,0.02491984815336764,-0.0036434035084675995,1.1366744667291642,170,438.02,10.95,1360000,1.935133967399597,283,0.6396684086020925
18.0,0.7316045647859574,0.9000000000000004,0.024486672040075062,-0.005258343148161657,1.1214796203374862,171,441.87,10.95,1368000,1.9063684332370758,283,0.563032261591048
19.10000000000001,0.7675272971391678,0.9000000000000004,0.022909279521554707,-0.00576724179147277,1.1401818823814391,172,452.7,11.2,1376000,1.8727352952957153,283,0.5339442232791373
21.0,0.721080452799797,1.0,0.028819020418450237,-0.010169766007966246,1.1083537203073501,173,479.94,12.33,1384000,2.060530480146408,283,0.6663935102409099
