epoch_idx,explained_variance,advantage_norm,frames,P01:episode_rewards,P09:episode_rewards,PMM:episode_rewards,policy_entropy,fps,episode_length,policy_loss,grad_norm,value_loss,clip_fraction,approx_kl_divergence
1,0.10836701318621636,15.968719309568405,10240,40.0,285.00000000000006,162.96296296296296,1.700021132081747,221,331.0,0.016668588173706665,27.184279870981594,0.6293635571841151,0.34345703125,0.04844128520476382
2,0.3311215240508318,15.968719160556793,20480,50.0,425.0,217.10526315789474,1.6896093301475048,214,343.8421052631579,-0.003373666713196144,3.9283089468922183,0.14461432304233313,0.1444580078125,0.00221615567770677
3,0.35863786563277245,15.968719291687012,30720,60.000000000000014,450.0,238.52941176470588,1.7018971234560012,222,356.32941176470587,-0.003243288747034967,3.598413353928921,0.14141254713758827,0.1307861328125,0.0022227867077620903
4,0.550335568934679,15.968719226121902,40960,122.5,502.5000000000002,271.75,1.6988579250872136,227,364.66,-0.003826126306375954,3.5221467880971686,0.14559798343107105,0.1127197265625,0.002067792206253578
5,0.6743840880692005,15.96871930360794,51200,125.0,575.0,286.75,1.6866045452654361,228,365.68,-0.003073881729142158,3.7504979703162475,0.15422504344023763,0.1349853515625,0.002196113187415389
6,0.7119857277721167,15.968719148635865,61440,125.0,475.0,275.5,1.6616530314087867,230,359.73,-0.004060228000889765,4.8323640846951275,0.16872397288680077,0.17119140625,0.0026186519097341036
7,0.7754114035516977,15.968719458580017,71680,150.0,475.0,284.25,1.6970752239227296,231,361.86,-0.0048451608759933155,3.140355720903739,0.137392159528099,0.13857421875,0.0022108351947740007
8,0.7135157436132431,15.96871924996376,81920,150.0,460.0000000000008,290.0,1.7078544415533543,232,370.3,-0.004436900094515295,3.676731399228018,0.16343022778164595,0.1303466796875,0.0020492699969512397
9,0.7553959984332324,15.968719482421875,92160,172.5,405.00000000000045,294.75,1.696680875122547,233,381.63,-0.005088690414049779,3.5959389271519044,0.13777359370142223,0.14091796875,0.0022264974450312324
10,0.7757274124771356,15.968719309568405,102400,150.0,552.5000000000002,301.75,1.7126780398190022,234,386.68,-0.0039004125523206313,2.929864220681998,0.13532644896768034,0.1366943359375,0.002176230344878501
11,0.7986122347414494,15.96871938109398,112640,150.0,550.0,305.0,1.725172708928585,234,390.62,-0.006768331974308239,2.2445529916096163,0.11338827388826758,0.138330078125,0.0021581791186693713
12,0.7655376028269529,15.968719071149826,122880,150.0,552.5000000000002,305.0,1.7261625520884991,234,388.65,-0.0061197073013318,2.3173501254778155,0.12732750857248903,0.15185546875,0.0023028797761529196
13,0.7805874548852444,15.968719172477723,133120,175.0,600.0,341.0,1.7314347341656684,234,395.78,-0.007147765930858441,2.1370735847347975,0.11656038439832628,0.146337890625,0.0022995391640054747
14,0.7068273272365332,15.96871930360794,143360,175.0,600.0,330.5,1.7272701308131218,235,392.04,-0.006328807320824126,2.5306764836366873,0.13424437530338765,0.135107421875,0.002238781798178359
15,0.7709172684699297,15.968719178438187,153600,172.5,625.0,340.25,1.732136422395706,235,385.74,-0.007563214971742127,2.2635666114412722,0.13052511578425766,0.1642333984375,0.002466961131176829
16,0.7718735281378031,15.968719238042832,163840,150.0,602.5000000000002,335.5,1.7306993551552297,235,380.69,-0.006041840738544124,2.839599661559985,0.15868632174097003,0.1186767578125,0.00195335004239078
17,0.7560776460915803,15.968719100952148,174080,150.0,625.0,345.25,1.727088239043951,236,389.12,-0.006531567290221574,2.4434515788093214,0.14623445495963097,0.149267578125,0.0022596048691074385
18,0.8052509371191263,15.96871920824051,184320,150.0,627.5000000000002,358.25,1.7294735439121722,237,390.99,-0.008745770096720663,1.9064259101247707,0.12504370140377433,0.1638671875,0.0024721633099947194
19,0.8550026942044496,15.968719184398651,194560,150.0,627.5000000000002,365.0,1.725364737212658,237,395.47,-0.009146747136401245,2.151433082117573,0.12455714270472526,0.1521240234375,0.002336214964111975
20,0.8525013882666826,15.968719244003296,204800,150.0,652.5000000000002,392.25,1.7167218685150147,238,406.01,-0.008199637690449891,2.2635402621431315,0.1302095009246841,0.155712890625,0.002339850062526635
21,0.7552174411714077,15.968719285726547,215040,150.0,675.0,382.0,1.7130788765847682,238,399.97,-0.007444749432033859,2.705550884137888,0.17138232868164777,0.1573486328125,0.0024033790631396044
22,0.80562624335289,15.968719339370727,225280,150.0,675.0,382.25,1.7315702602267264,239,406.76,-0.00815349495751434,2.086380670918169,0.13675303338095546,0.1637939453125,0.00249991412233646
23,0.8227691635489464,15.968719238042832,235520,150.0,675.0,394.75,1.7239775039255618,239,412.12,-0.008558986329444452,1.9411622388486187,0.13513405716512353,0.1404541015625,0.002138701515901027
24,0.8725540798157454,15.968719267845154,245760,172.5,650.0,385.0,1.721913457661867,240,408.19,-0.00890695159760071,1.9828922457354992,0.1298097933176905,0.1497802734375,0.0024152852465934996
25,0.8875332951545716,15.968719315528869,256000,225.0,652.5000000000002,414.75,1.7114657014608383,240,422.36,-0.009118488680542214,2.1555067700607276,0.11837089683394879,0.1558349609375,0.0023437154518209245
26,0.8484817907214165,15.968719106912612,266240,225.0,652.5000000000002,425.75,1.7012220561504363,240,417.06,-0.008886745406198316,2.3790612384580507,0.13709343220107256,0.1213623046875,0.0019811484136884206
27,0.8846414532512427,15.968719255924224,276480,222.5,652.5000000000002,420.5,1.7202521041035652,240,421.74,-0.010459880015332601,1.9513361906698357,0.1274399930378422,0.1453125,0.0023835775139790533
28,0.9041467726230621,15.968719410896302,286720,200.0,652.5000000000002,425.75,1.7139441713690757,240,425.18,-0.01021236636734102,1.90738698411726,0.11670140093192458,0.1769287109375,0.002694057012672946
29,0.8059522606432438,15.968719279766082,296960,200.0,652.5000000000002,417.5,1.7264613874256611,240,429.25,-0.009632779620733344,2.153424264022603,0.1657485008239746,0.1426513671875,0.0023383519817574234
30,0.8570002805441618,15.968719178438187,307200,200.0,652.5000000000002,410.75,1.7047675222158432,240,426.02,-0.008311383669206408,2.1192982722053895,0.15058414745144547,0.1363037109375,0.002198988007967601
31,0.8514648213982582,15.968719273805618,317440,225.0,675.0,428.5,1.710780929028988,240,431.21,-0.008935663635566016,2.0922283280806324,0.12521553137339653,0.1401611328125,0.0021776257067361794
32,0.8422909956425428,15.968719333410263,327680,225.0,700.0,422.25,1.7238805413246154,240,421.82,-0.008061769331834511,2.6853689745616283,0.21344947787001728,0.1402587890625,0.002155844404660763
33,0.8244173042476177,15.968719100952148,337920,225.0,700.0,433.5,1.7189585007727146,240,423.84,-0.009226072564342758,1.8730975620154635,0.16575137237086893,0.1269287109375,0.0021178263879849885
34,0.9091598808765411,15.968719267845154,348160,250.0,725.0,482.5,1.6819547533988952,240,437.14,-0.011835343325947179,1.7603099843242767,0.09856517538428307,0.173681640625,0.0027294016619638694
35,0.842841223999858,15.968719297647477,358400,250.0,750.0,507.5,1.695169699937105,240,439.89,-0.009328719953555265,2.395256991817689,0.21331721774768084,0.149658203125,0.002382419322066552
36,0.8892541140317917,15.968719255924224,368640,275.0,752.5000000000002,528.25,1.6896035715937614,240,443.43,-0.010666722946189111,2.369442323250331,0.14436777159571648,0.131689453125,0.00221411302328567
37,0.8707263696938753,15.968719291687012,378880,300.0,752.5000000000002,534.75,1.7022384420037269,241,446.89,-0.010163569173164433,2.084328301332074,0.11276410317514092,0.1270263671875,0.002208568828030233
38,0.8879212014377117,15.968719404935836,389120,275.0,750.0,499.0,1.7142768070101737,240,439.52,-0.010545468981945305,2.0519698666661172,0.1298148632980883,0.147900390625,0.0023500623952262428
39,0.8778480798006058,15.968719291687012,399360,272.5,750.0,476.0,1.7162236027419566,240,444.44,-0.009999299338960554,1.9348313080293837,0.13582613696344198,0.1564208984375,0.002372204280095828
40,0.8920683842152357,15.96871938109398,409600,250.0,727.5000000000002,473.0,1.7025185853242875,241,444.61,-0.009789733153593261,1.8437439693531619,0.10282542379572987,0.139111328125,0.0022310379095873264
41,0.8686736717820167,15.968719446659088,419840,225.0,725.0,462.75,1.7129858031868934,240,441.29,-0.010864207257691305,1.8455447041099657,0.13525696848519148,0.1544921875,0.002430094159194893
42,0.8617521919310093,15.968719160556793,430080,225.0,727.5000000000002,472.5,1.699833032488823,240,442.74,-0.009796634577651276,1.8512591576500679,0.1196499299025163,0.1557373046875,0.002398564913596932
43,0.8501923933625222,15.96871926188469,440320,225.0,727.5000000000002,470.75,1.6754728645086288,241,432.24,-0.0108102292761032,2.0016390891313014,0.14168524816632272,0.1472412109375,0.002349383384626337
44,0.8448869027197361,15.96871936917305,450560,200.0,727.5000000000002,481.75,1.6700891055166722,241,428.2,-0.010221026547515066,2.2719223513767206,0.1759247942827642,0.152490234375,0.0024604256247361235
45,0.86672831363976,15.968719220161438,460800,225.0,750.0,496.25,1.6784017957746982,240,429.28,-0.011794424645631806,1.7418289797678455,0.14401280088350177,0.1615234375,0.00261260702577635
46,0.8168500512838364,15.96871936917305,471040,222.5,750.0,503.75,1.6904560647904874,240,435.44,-0.010461548665625741,2.1681411508494746,0.19496930679306387,0.1582763671875,0.0026162187253479315
47,0.8855646509677172,15.96871907711029,481280,222.5,750.0,503.0,1.6815655499696731,240,441.58,-0.012356098762757029,1.594960083302274,0.10912210850510747,0.1701904296875,0.002819448544733297
48,0.8649687066674232,15.968719184398651,491520,247.5,777.5000000000002,519.75,1.6834772303700447,240,457.25,-0.013151629616913851,1.7248817153679297,0.12897526556625963,0.180029296875,0.003015260676079699
49,0.8602702837437392,15.968719267845154,501760,272.5,800.0,524.75,1.6679231002926826,240,464.33,-0.013242564013125957,1.5742933915903135,0.12414146264782175,0.1843994140625,0.0029886846996081324
50,0.8326498042792082,15.968719309568405,512000,250.0,777.5000000000002,524.5,1.6799220778048038,240,456.54,-0.011215008128783666,1.779475224643717,0.13612509260419756,0.1554443359375,0.002524442901040267
51,0.8869641989469528,15.968719255924224,522240,300.0,777.5000000000002,557.25,1.6853952988982202,240,466.88,-0.012246025268541415,1.4696097975069455,0.11012861463241279,0.1419921875,0.0030768035823260835
52,0.922757788002491,15.968719160556793,532480,297.5,802.5000000000002,595.0,1.6950142495334148,240,467.04,-0.012750518327084136,1.5686841490336907,0.09994099126197398,0.1659912109375,0.0025633885083837676
53,0.9027883298695087,15.968719172477723,542720,275.0,775.0,589.75,1.6931110695004463,240,468.96,-0.011842102732771309,1.821243792879116,0.12947051741648466,0.1781494140625,0.002776078575948613
54,0.9110544048249721,15.968719214200974,552960,297.5,775.0,584.5,1.6781320407986642,240,466.13,-0.01159478546032915,1.7661740685047573,0.11390807856805622,0.1597412109375,0.002632667064438364
55,0.8565672237426043,15.968719291687012,563200,275.0,775.0,583.5,1.6802188768982886,240,463.18,-0.010893643592135049,2.0156494252204196,0.18020186859648674,0.15712890625,0.002581991557474686
56,0.9284907896071672,15.96871919631958,573440,297.5,775.0,589.0,1.6760010324418544,241,457.97,-0.013161034897348146,1.927065796112677,0.08419279635418206,0.18232421875,0.002952093522322117
57,0.7985197126865387,15.96871920824051,583680,300.0,775.0,628.5,1.662148229777813,241,468.12,-0.013122003296302864,1.6543306352949743,0.22907412233762442,0.1666015625,0.002911843097763628
58,0.9133503679186106,15.968719226121902,593920,325.0,807.5000000000007,660.5,1.6619382098317146,241,470.07,-0.01193805935763521,1.7482627521116576,0.1057014481863007,0.171630859375,0.002788931049144943
59,0.8940320253372193,15.968719452619553,604160,325.0,827.5000000000002,653.0,1.6465544685721398,241,464.93,-0.011755939619615675,2.0286406857534276,0.16195993782021106,0.1646484375,0.002657252989684261
60,0.9342006497085095,15.968719124794006,614400,325.0,802.5000000000002,655.75,1.6430512756109237,241,461.55,-0.014263297949946718,1.6726784849522993,0.09161247485317289,0.174365234375,0.0028524532996701815
61,0.9077729683369398,15.968719321489335,624640,325.0,775.0,607.0,1.6471741624176501,241,447.69,-0.012981823004520266,1.902029315443651,0.12430421020835639,0.1620849609375,0.002723261325582297
62,0.9183523666113615,15.968719452619553,634880,325.0,750.0,584.75,1.656634695082903,241,435.0,-0.01365311180052231,1.7477649103200004,0.113904136326164,0.1732666015625,0.0029089222940005257
63,0.8857086036354304,15.968719387054444,645120,322.5,750.0,575.75,1.6659006752073764,241,433.6,-0.010939869869616814,1.9745667675263534,0.14899911091197282,0.172119140625,0.002635515818815687
64,0.91452398262918,15.968719357252121,655360,297.5,750.0,560.75,1.6519255973398685,241,433.72,-0.011425329643316218,1.853898693979564,0.13000450667459518,0.1695556640625,0.0026477494042868735
65,0.9130273692309856,15.96871936917305,665600,275.0,752.5000000000002,573.75,1.6606251500546931,240,441.03,-0.011567302684125026,1.840927773954953,0.12923582496587188,0.16083984375,0.002634857194994201
66,0.8990225683897733,15.968719333410263,675840,275.0,775.0,586.5,1.6821054562926292,240,445.67,-0.011888525902031688,1.674693664811215,0.1506726182764396,0.15263671875,0.0023298377256768246
67,0.8922939166426659,15.968719339370727,686080,275.0,775.0,579.75,1.6821875706315041,240,442.8,-0.009653367638748023,2.1074583328195713,0.1907020191429183,0.137890625,0.002171121341871514
68,0.8969471368938684,15.968719351291657,696320,275.0,775.0,582.0,1.6909341737627983,240,444.6,-0.0128497100668028,1.5090072702304476,0.1195381076540798,0.15849609375,0.0025117657893023162
69,0.8802591383457183,15.968719363212585,706560,297.5,775.0,585.25,1.7007889874279498,240,448.7,-0.012868139858619542,1.6916120027819068,0.13414494439493865,0.1422607421875,0.002225454108861729
70,0.9165752235800028,15.968719339370727,716800,300.0,775.0,582.0,1.6867163494229316,240,448.11,-0.014140025735832751,1.544329050451605,0.09721176656894386,0.1733154296875,0.002707541871427887
71,0.9193805523216725,15.968719214200974,727040,300.0,777.5000000000002,585.25,1.6909120760858058,240,455.46,-0.01135181969802943,1.5685080822223125,0.11812431069556624,0.143310546875,0.0022653061038343664
72,0.903070829436183,15.96871919631958,737280,325.0,800.0,613.5,1.69602365270257,240,467.18,-0.011115566961598234,1.5706193094971508,0.13891303540440275,0.136328125,0.0022687656980000396
73,0.9495797120034695,15.968719244003296,747520,347.5,800.0,636.25,1.675624457746744,240,464.48,-0.01355236985036754,1.4403005903181134,0.0782118137460202,0.1357177734375,0.002343536308859807
74,0.9272498324513435,15.968719357252121,757760,350.0,752.5000000000002,630.75,1.666611647605896,240,456.09,-0.012502956036041724,1.5803890615341563,0.09536674595437944,0.153125,0.0024008467732076983
75,0.9310272090137005,15.96871913075447,768000,397.5,752.5000000000002,636.75,1.667807087302208,240,457.0,-0.012985542071328382,1.6133910961516218,0.10788099879864603,0.166357421875,0.0026556857991184672
76,0.9049203529953956,15.968719297647477,778240,350.0,750.0,617.0,1.6731121696531772,240,458.16,-0.013750817759137135,1.83090625665589,0.12006040525157005,0.189501953125,0.002919880950162555
77,0.9105346761643887,15.968719226121902,788480,350.0,750.0,615.75,1.670984622091055,240,460.27,-0.011927732230833498,1.7726029254697333,0.12589253524784,0.1686279296875,0.002742945340947124
78,0.9163197316229343,15.968719285726547,798720,325.0,775.0,607.5,1.6823009856045246,240,473.83,-0.011898759219184285,1.6393463383493334,0.12143488097935914,0.1565185546875,0.0026820249227515434
79,0.9304881282150745,15.968719363212585,808960,322.5,775.0,594.0,1.680297950655222,240,471.56,-0.013145518219971564,1.6327804157605583,0.11792281083762646,0.17587890625,0.003295292317239136
80,0.8967402167618275,15.968719285726547,819200,325.0,777.5000000000002,604.0,1.6554877392947673,240,476.38,-0.013057240119451308,1.4837053966701812,0.11134952767752111,0.1673828125,0.0028398267239939435
81,0.9225716236978769,15.96871936917305,829440,300.0,800.0,620.5,1.6685720801353454,240,477.33,-0.014013225219969172,1.5745791760824586,0.09998843898065388,0.18779296875,0.002992873818289238
82,0.9152082204818726,15.968719333410263,839680,300.0,802.5000000000002,643.0,1.6760045647621156,240,482.49,-0.012904379241081187,1.5603491483067802,0.11595474977511913,0.164990234375,0.0027327652234592856
83,0.9070128709077835,15.968719255924224,849920,347.5,825.0,664.5,1.6647625207901,240,484.16,-0.012957389921939465,1.6192665279488345,0.11283714871387929,0.1643310546875,0.0028327923065266086
84,0.9162146031856537,15.968719297647477,860160,370.0,825.0,673.75,1.6741095803678037,240,488.35,-0.013743848495141719,1.5861394933491653,0.10566986685153097,0.172021484375,0.002859248059371892
85,0.8538559939712286,15.96871920824051,870400,325.0,802.5000000000002,689.5,1.6576880939304828,240,475.89,-0.012773792567895726,1.6357348159500862,0.2869991992600262,0.17314453125,0.002891180948040848
86,0.9363839775323868,15.968719226121902,880640,370.0,800.0,692.5,1.661829225718975,240,475.75,-0.014166978729190306,1.5815795978108944,0.09500706170219927,0.1707763671875,0.002988907170470461
87,0.9429410479962825,15.968719434738158,890880,375.0,800.0,700.25,1.664482419937849,240,480.96,-0.014039704758761217,1.7094953821270953,0.08722648749826475,0.17802734375,0.0030254061349072442
88,0.8790296457707882,15.968719321489335,901120,375.0,800.0,705.75,1.6650419287383555,240,481.01,-0.011449914808326866,1.961067897109809,0.1659304291009903,0.1494140625,0.002293924539856442
89,0.9320588525384664,15.968719184398651,911360,395.0,800.0,707.75,1.672996213287115,240,476.54,-0.0132349250237894,1.5987092415957478,0.10413639773614705,0.1687744140625,0.0028254769591516196
90,0.9148316413164139,15.968719202280045,921600,347.5,802.5000000000002,682.5,1.6734239608049393,240,486.48,-0.012886085896752775,1.6901638050825611,0.13212316930294038,0.1594482421875,0.002649047098271107
91,0.9090895794332028,15.968719220161438,931840,325.0,825.0,680.5,1.6707481808960438,240,484.28,-0.01322745173529256,1.5554114375938988,0.13547089893836528,0.17626953125,0.0027816005889011205
92,0.8871621534228324,15.968719279766082,942080,322.5,802.5000000000002,657.75,1.6861408561468125,240,484.67,-0.012056087750534062,1.6581656937839917,0.17213981875684112,0.1494140625,0.0025113873837884276
93,0.9342908378690481,15.96871913075447,952320,325.0,800.0,658.5,1.675919771194458,240,488.17,-0.013251423601468559,1.600768616983995,0.10168548705987632,0.155908203125,0.0027018805699984333
94,0.8797178115695715,15.968719291687012,962560,325.0,800.0,678.5,1.6778613537549973,240,489.3,-0.01207504495541798,1.691904248271158,0.2363372454419732,0.1546630859375,0.0024017407785325825
95,0.912910970672965,15.968719297647477,972800,325.0,800.0,702.25,1.6724814623594284,240,485.41,-0.012231555116159143,1.5616561858378466,0.2242045187857002,0.1415283203125,0.0024022170375249882
96,0.9318946376442909,15.968719244003296,983040,372.5,800.0,709.5,1.6788908578455448,240,479.19,-0.012575927368743578,1.5633370104987891,0.09766774384770542,0.152099609375,0.0023312612451721515
97,0.915295984223485,15.968719244003296,993280,400.0,800.0,749.75,1.673249613493681,240,490.84,-0.013343869266827823,1.6450033139293267,0.0822111926972866,0.163037109375,0.0025829699582348704
98,0.9114336609840393,15.968719214200974,1003520,400.0,802.5000000000002,754.25,1.6532744191586972,240,493.18,-0.01401783711335156,1.8065295257639549,0.25529291280545297,0.181689453125,0.0027224952578766295
99,0.8908184994012117,15.968719244003296,1013760,470.0,827.5000000000002,778.5,1.665307929366827,240,496.97,-0.012426826596492902,1.6034532054028996,0.1471987054683268,0.157470703125,0.0029035116202411255
100,0.9412754777818918,15.968719363212585,1024000,445.0,802.5000000000002,731.0,1.657043557614088,240,491.98,-0.012494701363903005,1.5766161651384039,0.10742679166141897,0.1861083984375,0.0029333164105086328
101,0.9594469558447599,15.968719255924224,1034240,375.0,800.0,722.25,1.6625616408884525,240,496.58,-0.013715016754576936,1.6085826608618317,0.08095613296609372,0.1788330078125,0.002745000249547382
102,0.9022042315453291,15.968719357252121,1044480,375.0,825.0,761.25,1.6872060514986515,240,505.53,-0.012906509161985014,1.624239985459227,0.26290957094170153,0.167626953125,0.0026071489699351
103,0.9454844340682029,15.968719345331191,1054720,375.0,825.0,716.5,1.6790978953242301,240,506.58,-0.01510531768144574,1.77704983667932,0.10049348595784977,0.1935302734375,0.002814745035584884
104,0.9363326258957386,15.968719065189362,1064960,445.0,825.0,728.0,1.6641078181564808,240,520.25,-0.015077856234347565,1.6986825038273512,0.07363503177184612,0.1912841796875,0.0030615082799844277
105,0.9129092194139957,15.968719351291657,1075200,450.0,825.0,748.0,1.6636894956231116,240,536.5,-0.01420488964577089,1.692640524721277,0.1422651725821197,0.1755126953125,0.0029889373969812097
106,0.8296456567943096,15.968719273805618,1085440,450.0,852.5000000000002,798.25,1.6805914036929608,240,545.27,-0.012818662281642901,1.9343974236625932,0.37804739919956776,0.1638916015625,0.002565825989063671
107,0.8987442318350076,15.968719255924224,1095680,450.0,825.0,780.75,1.6914334826171398,240,531.48,-0.012056198947539088,2.1912301113433115,0.2225317345932126,0.140185546875,0.002093530943398368
108,0.9234292950481177,15.968719404935836,1105920,450.0,827.5000000000002,787.25,1.6643498338758946,240,541.64,-0.012900953538155591,1.6769585715586135,0.13201701540965588,0.165771484375,0.0028898037009870412
109,0.8926882363855839,15.968719315528869,1116160,447.5,827.5000000000002,799.0,1.660653755813837,240,540.78,-0.01403247193338757,1.7008999685749373,0.26705177207477393,0.174755859375,0.0026288092264170567
110,0.8871914841234684,15.96871926188469,1126400,400.0,837.500000000001,778.75,1.6533072851598263,240,527.46,-0.012502899813989643,1.6176936492408571,0.12835078104399145,0.159033203125,0.0024569465761149927
111,0.946518425643444,15.968719214200974,1136640,400.0,825.0,725.25,1.6317626431584358,240,516.07,-0.01372331487982592,1.7788950171345639,0.11016029305756092,0.178076171875,0.002557854496149409
112,0.8908974066376686,15.968719267845154,1146880,425.0,825.0,741.75,1.6482078082859517,240,527.9,-0.01288971055255388,2.0809409378361865,0.3108738605864346,0.156640625,0.0025612042552442082
113,0.9129331473261117,15.968719178438187,1157120,422.5,825.0,741.0,1.6553756177425385,240,515.81,-0.012393691731267609,2.0140847406354583,0.13398425467312336,0.13251953125,0.002168490631698125
114,0.9090224470943212,15.96871919631958,1167360,422.5,825.0,703.0,1.640567411482334,240,513.53,-0.012161100088633248,1.7927689216529132,0.14633731229696423,0.1505126953125,0.002210281930684131
115,0.8844187762588263,15.968719255924224,1177600,425.0,825.0,748.75,1.6493905752897262,240,522.16,-0.012961324770731152,1.8564516460650935,0.3206079146359116,0.178955078125,0.0026813254141192203
116,0.7907208859920501,15.96871930360794,1187840,425.0,825.0,814.0,1.6621626392006874,240,522.2,-0.01142723194861901,2.0909699000054216,0.6738452009391039,0.139404296875,0.0022339437599501995
117,0.8242070969194174,15.96871924996376,1198080,425.0,850.0,880.5,1.6637572303414345,240,542.53,-0.010777271011647827,2.04638391428801,0.48391747295390813,0.15302734375,0.0022547486328225465
118,0.8159883432090282,15.968719255924224,1208320,422.5,1277.5000000000002,954.0,1.657551847398281,240,550.45,-0.01061343100736849,2.111411848424575,0.5393021353520453,0.13779296875,0.002417609641713963
119,0.8514523144811392,15.968719244003296,1218560,425.0,1302.5000000000002,1009.5,1.660005269944668,240,559.29,-0.012767413647088688,1.9101224518105133,0.44167604686226697,0.1550048828125,0.002263594057353963
120,0.9022380582988262,15.96871942281723,1228800,450.0,1562.5000000000202,1061.5,1.6448854997754097,239,570.55,-0.013555162704324174,1.9612167292297742,0.27207550005987285,0.156787109375,0.002709937304030407
121,0.7635568015277385,15.968719285726547,1239040,450.0,3755.0000000000005,1136.75,1.6467461183667182,239,579.32,-0.011272327031474561,2.105005517297125,0.6624783509178087,0.1622802734375,0.002566524658516647
122,0.8356077462434769,15.968719220161438,1249280,472.5,1562.5000000000202,1090.0,1.6667742170393467,239,586.69,-0.011177242472149374,2.0415233153394627,0.49296584436669943,0.1425537109375,0.002202762407353346
123,0.8020993679761886,15.968719285726547,1259520,475.0,3815.0000000000014,1178.25,1.651246477663517,239,579.12,-0.011364136343763676,2.3320315208924804,0.6718930691247806,0.134326171875,0.0021470142534784453
124,0.8465233527123928,15.968719232082368,1269760,475.0,3815.0000000000014,1159.75,1.6615701586008071,239,579.44,-0.012507409716636175,2.0299618854743224,0.3616087582428008,0.141552734375,0.0024382940625404083
125,0.827442342042923,15.968719273805618,1280000,475.0,4055.0000000000005,1207.0,1.6559050932526589,239,577.32,-0.012008131958646117,2.0773084869413525,0.6616992110502906,0.1668212890625,0.002494200858814441
126,0.8313758987933397,15.968719172477723,1290240,497.5,4100.0,1288.0,1.6409042596817016,239,585.6,-0.011808149258285994,2.1428726957165156,0.5566026398446411,0.1542236328125,0.0022924974963533682
127,0.8081518478691578,15.96871920824051,1300480,475.0,3960.000000000001,1228.0,1.6581955917179585,239,572.59,-0.011980066795513267,2.529034071308244,0.6781505384016782,0.16923828125,0.002461805706480256
