fps,grad_norm,policy_loss,explained_variance,policy_entropy,approx_kl_divergence,episode_length,P09:episode_rewards,clip_fraction,PMM:episode_rewards,frames,advantage_norm,epoch_idx,value_loss,P01:episode_rewards
195,0.06811477804487596,-0.00034500359834055416,-2.421438694000244e-08,1.7806707091629506,8.343933587937614e-05,337.6,300.0,0.0,180.0,368640,15.968718093633651,36,0.01963095775572583,25.0
195,0.07378574626932607,-0.0004908776983938879,1.30385160446167e-08,1.773649524152279,0.00011162209025297187,341.28,430.0000000000004,0.0,194.5,378880,15.968718159198762,37,0.0225039399752859,47.50000000000001
195,0.06760951430236059,-0.0003649689537269296,-1.5273690223693846e-08,1.7767515055835248,9.253435653100439e-05,338.66,425.0,0.0,185.75,389120,15.968718039989472,38,0.020233772989013233,25.0
195,0.055580639908984444,-0.00043798022234113886,1.1175870895385742e-08,1.7784844852983952,0.00010142781359476772,342.62,425.0,0.0,197.5,399360,15.968718522787094,39,0.0263945905957371,47.50000000000001
195,0.056666560254245435,-0.0006309013944701292,7.450580596923829e-10,1.7808757446706296,0.00014334972481826468,339.72,380.00000000000045,0.0,187.75,409600,15.968717896938324,40,0.017754503269679846,50.0
195,0.05499534989885457,-0.0005096903802041197,-7.450580596923828e-09,1.7768451951444149,0.00011544383920210066,338.56,432.5000000000006,0.0,197.0,419840,15.968718379735947,41,0.023097856837557627,50.0
196,0.05686648245630312,-0.0006789597833630978,-2.16066837310791e-08,1.781655266135931,0.00016409088530906503,330.63,325.0,0.0,164.5,430080,15.968717831373215,42,0.01709368481533602,25.0
196,0.05508087422391206,-0.00039284451413550413,-2.123415470123291e-08,1.7868535600602626,9.425751843004094e-05,330.59,352.5000000000002,0.0,172.75,440320,15.96871812939644,43,0.023018780001439153,25.0
196,0.05563593552060897,-0.0004092178831342608,-1.4901161193847656e-08,1.7832068480551242,0.00010150485923681174,332.42,450.0,0.0,184.0,450560,15.96871811747551,44,0.0229486326337792,25.0
196,0.05532409667794608,-0.0008870194589690073,6.332993507385254e-09,1.7820603616535664,0.00018555719376252,340.47,475.0,0.0,193.5,460800,15.968718123435973,45,0.017587000122875906,25.0
196,0.05392941250698986,-0.0003645331898951554,-1.7881393432617187e-08,1.7885718896985054,9.914175153973304e-05,342.38,477.5000000000002,0.0,192.5,471040,15.968717944622039,46,0.017016384610906245,25.0
196,0.05480282784458459,-0.00044512801541714,-1.30385160446167e-08,1.7895479790866375,0.00010512783582115049,336.11,307.5000000000006,0.0,167.0,481280,15.968718039989472,47,0.01936874621314928,25.0
196,0.05406550971680703,-0.0003123959884760552,-6.7055225372314455e-09,1.787446030974388,8.237470026521976e-05,329.99,277.5000000000002,0.0,152.0,491520,15.96871787905693,48,0.017421013503917494,25.0
196,0.05438725747524329,-0.00046261277711892037,2.2351741790771484e-09,1.7872721195220946,0.00010222217915121235,327.22,277.5000000000002,0.0,144.25,501760,15.968718147277832,49,0.019855300642666406,25.0
196,0.05589870156481216,-0.0004756095993798226,-1.1175870895385742e-09,1.7875127360224723,0.0001052729967721433,331.95,275.0,0.0,145.0,512000,15.968718159198762,50,0.017996981828764545,25.0
196,0.058856292371247856,-0.0008432077414909145,-2.2351741790771484e-09,1.7821409039199352,0.00019343002228424666,329.75,277.5000000000002,0.0,141.5,522240,15.968717908859253,51,0.015446309727849439,22.500000000000007
196,0.05506336239591869,-0.0008749447631998919,-1.825392246246338e-08,1.787917146831751,0.0001913886593790437,327.99,302.5000000000002,0.0,146.5,532480,15.968717980384827,52,0.019669307247386313,25.0
196,0.056088041096536145,-0.0010059184160127188,2.9802322387695314e-09,1.7852007910609244,0.0002039137149360215,323.33,302.5000000000002,0.004345703125,150.5,542720,15.968718099594117,53,0.020301688404288143,25.0
196,0.05938235944892124,-0.0007828768721083179,-3.129243850708008e-08,1.7827223785221578,0.00019440185394188348,326.93,377.5000000000002,0.0,167.5,552960,15.96871811747551,54,0.0195992914843373,50.0
196,0.0575399260854893,-0.0006229206564057676,-3.7252902984619143e-10,1.7863552667200566,0.000132283107775244,327.35,330.0000000000004,0.0,173.5,563200,15.968718123435973,55,0.019273056599195114,47.50000000000001
196,0.058064269152570416,-0.00073060026334133,-1.7881393432617187e-08,1.781252956390381,0.00016153138782613042,330.41,330.0000000000004,0.0,170.0,573440,15.968718028068542,56,0.019914084722404368,25.0
196,0.05677119858142636,-0.000808719485939946,-2.123415470123291e-08,1.7641457118093968,0.00016729848310461647,335.56,325.0,0.0,174.75,583680,15.96871801018715,57,0.02062843154708389,25.0
196,0.05990586814508556,-0.0007152276586566586,-2.9802322387695314e-09,1.7759115807712078,0.00015894913224485664,342.83,380.00000000000045,0.0,186.5,593920,15.968718266487121,58,0.024255628540413455,25.0
196,0.056893048957626965,-0.0007499957333493512,-1.564621925354004e-08,1.7885571733117103,0.0001598308249771918,343.66,527.5000000000002,0.0,208.25,604160,15.96871821284294,59,0.02189940347452648,25.0
196,0.056667237840886085,-0.00048569593600404913,-8.940696716308593e-09,1.7882867746055127,0.00011082337896688444,342.38,527.5000000000002,0.0,202.5,614400,15.968718206882476,60,0.021098641969729215,25.0
196,0.056947828910305955,-0.0007192918865257525,-1.6391277313232423e-08,1.7821466453373431,0.00015143171758253972,341.18,525.0,0.0,197.5,624640,15.968718123435973,61,0.021115275556803682,25.0
196,0.0562596080995781,-0.0004982414611731656,8.568167686462402e-09,1.7822262354195118,0.00011491594910140179,346.9,550.0,0.0,202.5,634880,15.968718391656875,62,0.0227758678374812,25.0
196,0.05382768918553973,-0.0004610490936101996,2.0489096641540527e-08,1.7838443756103515,0.00010478233807962312,348.42,480.00000000000045,0.0,196.5,645120,15.968718099594117,63,0.018709549761842935,47.50000000000001
196,0.05376085487753487,-0.0003888793944497593,-1.3411045074462891e-08,1.7831133291125298,9.617974105644578e-05,337.57,452.50000000000017,0.0,170.75,655360,15.968717902898788,64,0.015642278346786043,25.0
196,0.05652655107327044,-0.000724215244554216,-1.2665987014770507e-08,1.7802917063236237,0.0001537265033270785,332.59,257.5000000000006,0.0,156.5,665600,15.968718183040618,65,0.022018453269265593,50.0
196,0.05494046587928186,-0.0006778853123250884,4.8428773880004884e-09,1.776038371771574,0.0001412871612131994,330.17,327.5000000000002,0.0,162.75,675840,15.968718338012696,66,0.024018837977200745,50.0
196,0.053281561301559664,-0.00021643477339239325,-4.097819328308106e-09,1.7762986890971662,6.893044540596804e-05,334.48,350.0,0.0,180.75,686080,15.968718248605729,67,0.02018600974988658,47.50000000000001
196,0.055587393185946424,-0.00038933463547436987,-1.9744038581848144e-08,1.7727142937481404,9.728224269505148e-05,337.89,477.5000000000002,0.0,198.25,696320,15.968718367815018,68,0.024907395284390076,25.0
196,0.0561907324914452,-0.0004695558060120675,1.4901161193847657e-09,1.7762633450329304,0.00011316165931667399,342.36,385.00000000000085,0.0,197.75,706560,15.968718272447585,69,0.02049166552751558,25.0
196,0.05579276151155259,-0.0004426859271916328,-2.0861625671386717e-08,1.7706400401890279,9.011163405006072e-05,343.91,317.5000000000015,0.0,195.75,716800,15.96871833205223,70,0.02294576545828022,25.0
196,0.059280064545408594,-0.0006004688353641541,-1.7508864402770997e-08,1.777160082012415,0.00015353146192609302,343.81,477.5000000000002,0.0,197.25,727040,15.96871829032898,71,0.021108663274208083,25.0
197,0.058167436271819306,-0.0006482500422862359,1.1175870895385742e-08,1.7831261463463306,0.00015082788423015359,341.92,427.5000000000002,0.0,189.5,737280,15.968717992305756,72,0.019345883087953552,47.50000000000001
197,0.057051878603879246,-0.0006781559941828163,-7.450580596923828e-09,1.7888067863881587,0.0001564858302759653,335.29,427.5000000000002,0.0,177.0,747520,15.968718177080154,73,0.019634242977190297,47.50000000000001
197,0.05703061282182457,-0.0004077521793078631,-1.4528632164001465e-08,1.789661244302988,9.582144810149629e-05,336.83,357.5000000000007,0.0,165.75,757760,15.968717938661575,74,0.01588770522503182,47.50000000000001
197,0.05474078646924617,-0.0005433119738881941,-3.7252902984619143e-10,1.7863469138741492,0.00011959879028751174,337.19,450.0,0.0,175.5,768000,15.968718159198762,75,0.022219072890584356,25.0
197,0.057608857731324035,-0.0005320949509041384,-2.9802322387695314e-09,1.7836237356066704,0.00011544871688187185,334.06,350.0,0.0,163.0,778240,15.968717938661575,76,0.017666874860879034,25.0
197,0.05601634653975146,-0.0005277528576698387,5.215406417846679e-09,1.7824366785585881,0.00010696652762236525,330.13,350.0,0.0,164.25,788480,15.96871793270111,77,0.016979824425652622,25.0
197,0.05400577717371152,-0.0003649965761724161,-8.940696716308593e-09,1.7743252091109754,8.305588862036472e-05,326.95,302.5000000000002,0.0,144.25,798720,15.968718034029006,78,0.020647445728536697,22.500000000000007
197,0.05563514025606355,-0.000684182495024288,5.587935447692871e-09,1.7736278042197227,0.00014118080923104516,335.3,325.0,0.0,164.75,808960,15.968718379735947,79,0.02360023672808893,25.0
197,0.052878035479094844,-0.00043090369799756443,-1.6391277313232423e-08,1.7781705915927888,9.597069366957811e-05,339.31,350.0,0.0,176.75,819200,15.968717885017394,80,0.020279218393261543,25.0
197,0.05522842810947128,-0.00028890156809211474,-1.0058283805847169e-08,1.7824945047497749,7.434541930493311e-05,348.04,350.0,0.0,201.25,829440,15.968718326091766,81,0.024831496417755262,50.0
197,0.05846451524257758,-0.0005689676596375648,2.9802322387695314e-09,1.787236501276493,0.00011918476377204001,344.14,330.0000000000004,0.0,189.75,839680,15.968718254566193,82,0.021365789519040845,50.0
197,0.05356275990170373,-0.0004514116466452833,-8.940696716308593e-09,1.7890559703111648,0.00010950812998409277,337.27,375.0,0.0,180.25,849920,15.968717986345291,83,0.01744680163101293,25.0
196,0.05782777970981125,-0.0004296972414522315,-4.0605664253234865e-08,1.788407028466463,9.471358207147063e-05,325.72,300.0,0.0,148.5,860160,15.968718057870865,84,0.015562411077553406,25.0
196,0.05298258834458584,-0.00042107399931410325,1.9744038581848144e-08,1.782490785419941,9.551459630294801e-05,319.62,277.5000000000002,0.0,142.5,870400,15.968718069791795,85,0.017129639751510696,25.0
196,0.054090726147068745,-0.0003624587930971757,-1.0430812835693359e-08,1.7876947097480298,9.594419800542652e-05,321.58,275.0,0.0,130.25,880640,15.968717926740647,86,0.015975111909210683,25.0
196,0.05850455690409363,-0.0005126237345393747,-3.7252902984619143e-10,1.7892668440937995,0.00010992732365231462,325.37,280.00000000000045,0.0,145.75,890880,15.96871787905693,87,0.018913670783513227,25.0
197,0.056813848769103704,-0.0004974203515303088,-2.1979212760925294e-08,1.7887762784957886,9.939743024682813e-05,325.84,377.5000000000002,0.0,149.75,901120,15.9687180519104,88,0.016416230786126106,25.0
197,0.05497977439774463,-0.0007541182159911842,-2.3096799850463868e-08,1.7806899905204774,0.00015061352611915878,328.37,400.0,0.0,162.25,911360,15.968717974424361,89,0.019890237867366524,25.0
197,0.05537858542327816,-0.000544433494360419,-3.650784492492676e-08,1.7843552961945535,0.00011827527724008746,324.09,300.0,0.0,151.5,921600,15.968718153238296,90,0.02022013808018528,25.0
197,0.05404328370305657,-0.000569073628867045,3.725290298461914e-09,1.7825862631201743,0.00011595008036060505,329.49,305.00000000000045,0.0,161.0,931840,15.968718218803406,91,0.02131011923775077,25.0
197,0.053166761814973984,-0.00020856115042988677,-1.1175870895385742e-08,1.7828003115952016,6.27808977341715e-05,334.29,400.0,0.0,183.25,942080,15.96871793270111,92,0.019617233896860854,50.0
197,0.05761686508639537,-0.0004712330410256982,-9.313225746154785e-09,1.785079152882099,9.726063926116524e-05,335.75,427.5000000000002,0.0,187.5,952320,15.968718063831329,93,0.021998737344983966,50.0
197,0.05170332784776943,-0.0004868942949542543,1.2665987014770507e-08,1.7865602791309356,0.00010211576186414106,330.29,450.0,0.0,181.75,962560,15.968718081712723,94,0.01965652255457826,47.50000000000001
197,0.05796612227841783,-0.00039072478866728486,-8.195638656616212e-09,1.7756971374154091,8.2950794834602e-05,325.84,325.0,0.0,162.25,972800,15.968718200922012,95,0.019801482988987117,25.0
197,0.05533819933258177,-0.00038630802464467706,-5.960464477539063e-09,1.7769246250391006,8.839151650477106e-05,329.46,327.5000000000002,0.0,167.0,983040,15.968718099594117,96,0.019675028100027702,25.0
197,0.054733136754359535,-0.0007912162658612942,-1.6391277313232423e-08,1.77343138307333,0.00016408855912128928,336.68,357.5000000000007,0.0,178.5,993280,15.968718367815018,97,0.025926250562770294,50.0
197,0.05619231493716468,-0.0005540664683849172,-1.9371509552001954e-08,1.7721852771937847,0.0001319105637506368,344.97,455.0000000000004,0.0,209.5,1003520,15.968718391656875,98,0.02419650920201093,50.0
197,0.05665978486543984,-0.00046673631168232533,-1.0058283805847169e-08,1.7684394091367721,8.597119722359991e-05,356.69,530.0000000000005,0.0,234.25,1013760,15.968718034029006,99,0.023658318008529022,50.0
197,0.05309932919449382,-0.0004945496704749531,-3.7252902984619143e-10,1.767633044719696,0.0001083042626651931,354.31,502.5000000000002,0.0,225.5,1024000,15.968718206882476,100,0.024157693970482796,50.0
197,0.055953605273465754,-0.0006273886079725344,-5.960464477539063e-09,1.7544219054281711,0.00015942022191683947,355.63,377.5000000000002,0.001708984375,213.5,1034240,15.96871834397316,101,0.024971768778050317,75.0
197,0.05580083427415803,-0.000598232300762902,9.685754776000977e-09,1.769945976883173,0.00011542088361884417,351.51,502.5000000000002,0.0,227.25,1044480,15.968718206882476,102,0.02478902869625017,75.0
197,0.05462308844609406,-0.00033631332844379357,-1.1175870895385742e-09,1.7681632921099664,7.938228500172783e-05,344.65,430.0000000000004,0.0,217.75,1054720,15.968718254566193,103,0.024185711116297172,75.0
197,0.0544689788544556,-0.0002548127884438145,-1.0058283805847169e-08,1.760207898914814,5.9161942936292176e-05,344.35,430.0000000000004,0.0,215.5,1064960,15.968718242645263,104,0.025035663804737852,75.0
197,0.053263189207411334,-0.0004411814144987147,-1.0430812835693359e-08,1.7663745880126953,0.00010488915622168804,341.11,300.0,0.0,202.25,1075200,15.968718540668487,105,0.026099653617711736,75.0
197,0.056918773876989126,-0.0005126193890646391,-1.3783574104309083e-08,1.7796999730169774,0.00012446228721785246,345.22,300.0,0.0,197.5,1085440,15.96871829032898,106,0.02206415281398222,50.0
197,0.05695353789345292,-0.00038527946999238337,-1.1175870895385742e-09,1.7865587130188942,9.256860422226509e-05,340.34,300.0,0.0,184.25,1095680,15.968718093633651,107,0.018085724147385917,50.0
197,0.05677383104015773,-0.00042319279746152463,-3.7252902984619143e-10,1.7882146805524826,0.00010638884246283453,335.89,525.0,0.0,179.75,1105920,15.968718081712723,108,0.019010892379446885,47.50000000000001
197,0.05490091581622614,-0.0004620213276211871,1.0058283805847169e-08,1.7863265082240105,9.679815717227314e-05,329.87,525.0,0.0,164.75,1116160,15.968718039989472,109,0.018699490767903625,25.0
197,0.056925834397245134,-0.0004434653234056896,1.564621925354004e-08,1.7771182261407374,9.422299268351253e-05,330.13,457.5000000000006,0.0,164.75,1126400,15.968717938661575,110,0.016524270619265737,25.0
197,0.06025542039266244,-0.0008649375035020057,-7.450580596923828e-09,1.7770856373012065,0.00017128976950608887,325.17,275.0,0.0,138.75,1136640,15.968718165159226,111,0.0162678583903471,0.0
197,0.057288310692443736,-0.0005837562127453566,-2.60770320892334e-08,1.7869472600519658,0.00012819298501849375,328.34,330.0000000000004,0.0,152.75,1146880,15.968718135356903,112,0.018006548985431435,22.500000000000007
197,0.05735224694766716,-0.0005036563848989317,-1.1175870895385742e-08,1.7863848589360714,0.00010418625900818768,328.74,277.5000000000002,0.0,151.75,1157120,15.96871801018715,113,0.016660298529313878,25.0
197,0.05822766231942309,-0.0005776745314506115,-1.9744038581848144e-08,1.7874195158481598,0.0001236625430614424,331.57,277.5000000000002,0.0,158.5,1167360,15.968718206882476,114,0.02138014127413044,25.0
197,0.05384298071672074,-0.00042704457814579655,1.1175870895385742e-09,1.7876294016838075,8.898769534146922e-05,333.9,277.5000000000002,0.0,156.0,1177600,15.968718045949936,115,0.01954199930478353,25.0
197,0.05610402464348498,-0.0003296619102911791,-9.313225746154785e-09,1.7887732535600662,7.858944973495596e-05,331.02,405.00000000000045,0.0,168.0,1187840,15.968718123435973,116,0.019740921913762578,25.0
197,0.057822220303665295,-0.000801324044005014,-2.6077032089233397e-09,1.784986312687397,0.00013278481193168545,340.24,477.5000000000002,0.0,195.0,1198080,15.968718016147614,117,0.021351575618609786,25.0
197,0.06162737698790747,-0.0009356507034681272,-1.1548399925231934e-08,1.7816410586237907,0.0002030770892602618,336.58,475.0,0.0021240234375,183.25,1208320,15.968718218803406,118,0.01992142182934913,47.50000000000001
197,0.05678308936113383,-0.0003558252563379938,-2.9802322387695312e-08,1.7897771917283536,7.857591581164058e-05,343.99,525.0,0.0,193.5,1218560,15.968718004226684,119,0.021237285027746113,50.0
197,0.05103864494645002,-0.00032560739055043086,-1.2293457984924316e-08,1.788240262120962,7.138547424219155e-05,344.82,527.5000000000002,0.0,201.75,1228800,15.96871821284294,120,0.021615125171956608,50.0
197,0.0563909665709333,-0.00027706731598300396,-1.4528632164001465e-08,1.7885850235819816,6.383098575319934e-05,345.95,527.5000000000002,0.0,206.5,1239040,15.968718189001084,121,0.02139861267642118,50.0
197,0.05421485570944631,-0.00041844124480121535,-1.2293457984924316e-08,1.7845681987702846,8.914886064932403e-05,342.59,477.5000000000002,0.0,207.5,1249280,15.96871801018715,122,0.01803423437231686,50.0
197,0.056612818231867576,-0.0007159437158406945,1.1548399925231934e-08,1.7864761292934417,0.0001530617225380837,328.1,402.5000000000002,0.0,165.0,1259520,15.968717944622039,123,0.014547856453282293,25.0
197,0.056489792972784135,-0.00048567839949100746,5.960464477539063e-09,1.7799588836729527,9.65956039786775e-05,327.29,400.0,0.0,163.0,1269760,15.968718081712723,124,0.021535156399477274,25.0
197,0.05600438883825589,-0.00031740294580231423,-1.080334186553955e-08,1.7684345684945584,7.385843663563208e-05,327.33,402.5000000000002,0.0,168.5,1280000,15.96871833205223,125,0.022264786559389904,25.0
197,0.05923945193826202,-0.0009306074651249218,-1.1175870895385742e-08,1.7732895240187645,0.00018661043822021384,333.05,430.0000000000004,0.0,184.0,1290240,15.968718069791795,126,0.018882052747358102,25.0
197,0.05465973674093263,-0.00043301333535055163,-2.3469328880310058e-08,1.786798430979252,0.00010042593973071944,327.33,300.0,0.0,167.5,1300480,15.968718266487121,127,0.019182763464050366,25.0
197,0.05656059302808586,-0.0006099680471379543,3.725290298461914e-09,1.7870238177478313,0.00012532661626032393,323.18,250.0,0.0,144.25,1310720,15.968718087673187,128,0.017797279809019528,25.0
197,0.05542955414111631,-0.0004793184303707676,-2.2724270820617674e-08,1.778521180897951,8.934085150400506e-05,333.0,327.5000000000002,0.0,168.5,1320960,15.96871822476387,129,0.02346994923427701,25.0
197,0.055039381655551965,-0.00043348713406885506,-4.097819328308106e-09,1.7702340967953205,9.166927011463599e-05,337.71,402.5000000000002,0.0,183.25,1331200,15.968718016147614,130,0.02241629304480739,25.0
197,0.054429123741286466,-0.00032543110792175866,7.82310962677002e-09,1.774748931825161,7.496838477436541e-05,341.21,377.5000000000002,0.0,195.75,1341440,15.968718069791795,131,0.022043570346431805,50.0
197,0.05322496868313033,-0.000244912246853346,-1.4901161193847657e-09,1.7866624221205711,6.0631968233870734e-05,340.69,380.00000000000045,0.0,194.75,1351680,15.968718296289444,132,0.02190378371014958,50.0
197,0.057570711199067516,-0.0004076439628988737,-2.1979212760925294e-08,1.7813863098621368,8.408829817838637e-05,339.1,300.0,0.0,182.25,1361920,15.968718266487121,133,0.022750615410041065,50.0
197,0.05718755408207653,-0.0005635405401335447,-1.601874828338623e-08,1.7662045933306216,0.00011091393022786278,342.26,302.5000000000002,0.0,193.25,1372160,15.96871822476387,134,0.02456383655226091,50.0
197,0.05628722534924748,-0.0005993330116325524,-1.0430812835693359e-08,1.773898831009865,0.00012805636643093977,339.91,300.0,0.000634765625,196.5,1382400,15.96871829032898,135,0.02515617125900462,50.0
197,0.05929859803504236,-0.000560557362405234,-2.2351741790771484e-09,1.7790859833359718,0.0001142320675633357,345.34,325.0,0.0,202.25,1392640,15.96871801018715,136,0.023118748719571158,50.0
197,0.05573953306723767,-0.0004895658119494328,-1.6763806343078613e-08,1.780503612756729,0.00010351880577559313,335.78,407.5000000000006,0.0,200.75,1402880,15.96871833205223,137,0.023431462576263586,47.50000000000001
197,0.05553152844028221,-0.00037480296778085175,-8.940696716308593e-09,1.7826199866831303,8.171399343126495e-05,338.95,527.5000000000002,0.0,218.25,1413120,15.968718296289444,138,0.0241424051404465,47.50000000000001
197,0.052406346616970426,-0.0003789303576922975,4.8428773880004884e-09,1.7769705429673195,7.657332145818429e-05,342.74,575.0,0.0,228.5,1423360,15.968718153238296,139,0.022022371651837604,25.0
