avg_q_retraced,frames,grad_norm,PMM:episode_rewards,advantage_norm,avg_q_selected,episode_length,model_prob_std,fps,policy_entropy,explained_variance,policy_gradient_bias_correction,policy_gradient_loss,P09:episode_rewards,rollout_prob_std,policy_loss,P01:episode_rewards,q_loss,epoch_idx
-0.014990515960380434,7200,0.09534215856824327,0.0,0.032791179108122986,-0.014910599868744611,0,0.013971255960253377,322,2.168070141474406,-96.61546805699666,0.0,0.0003923052253109442,0.0,0.013971255711900691,0.0003923052253109442,0.0,0.000895877219166626,1
-0.006862187851220369,14400,0.0241969505706094,0.0,0.016279907276233036,-0.006807270358937482,0,0.005285888840444386,194,2.193705368041992,-69.41692492167155,0.0,0.00011756063756062455,0.0,0.005285888832683365,0.00011756063756062455,0.0,9.046195576350632e-05,2
-0.003205940530945857,21600,0.002714779441589633,0.0,0.013426432479172945,-0.0032831744523718954,0,0.0025821154510291913,228,2.196917684872945,-29.362568537394207,0.0,7.089768875327233e-05,0.0,0.0025821154199851056,7.089768875327233e-05,0.0,1.2164817583955785e-05,3
-0.002622310972462098,28800,0.0030816150166714648,0.0,0.02450406818340222,-0.0025754167426687976,0,0.0038059031668429572,256,2.196606508890788,-20.518033854166667,0.0,6.195877678389176e-05,0.0,0.003805903159081936,6.195877678389176e-05,0.0,1.536964332444768e-05,4
-0.001719176582992077,36000,0.001256705224032304,0.0,0.011978253877411285,-0.0017730532796122133,0,0.0017775533662643284,280,2.1970385869344073,-30.199671204884847,0.0,3.48846398689299e-05,0.0,0.0017775533720850944,3.48846398689299e-05,0.0,6.325404274321045e-06,5
-0.001453519919111083,43200,0.0015743951450625144,0.0,0.01736965721162657,-0.0015492052596528083,3324.3333333333335,0.00240498057877024,301,2.1969327052434284,-21.562855815887453,0.0,5.110520338196996e-05,0.0,0.002404980576829985,5.110520338196996e-05,0.0,7.60412476665806e-06,6
-0.0011126918524193266,50400,0.0014988903814219855,0.0,0.009585888513053456,-0.001094193277337278,3324.3333333333335,0.0012181767747582247,319,2.1971033811569214,-39.63023433685303,0.0,1.8765245882453505e-05,0.0,0.0012181767572959263,1.8765245882453505e-05,0.0,5.464249943543109e-06,7
-0.0014967476017773151,57600,0.0007884249636383533,0.0,0.006576106464490294,-0.001546896884489494,3324.3333333333335,0.0011053480789996683,333,2.197168986002604,-32.62725887298584,0.0,3.9502340481097535e-05,0.0,0.0011053480421348164,3.9502340481097535e-05,0.0,3.7085372999475415e-06,8
-0.0009436956626207878,64800,0.0007696405857549796,0.0,0.011636548349633813,-0.0009824769125164796,3324.3333333333335,0.0015557951177470387,347,2.1971001545588176,-18.791418425242107,0.0,1.9442817836079486e-05,0.0,0.0015557950770016759,1.9442817836079486e-05,0.0,4.05246958052885e-06,9
-0.0007101667763587708,72000,0.0005953287795697052,0.0,0.008747726259753109,-0.0007278280798345804,3324.3333333333335,0.0011364381896176686,359,2.1971455017725625,-22.995460351308186,0.0,1.8304059706863995e-05,0.0,0.0011364381828267748,1.8304059706863995e-05,0.0,2.8992359186001218e-06,10
-0.0007453874461740876,79200,0.0008225398178559682,0.0,0.013294777049062153,-0.000730408524395898,3324.3333333333335,0.00168511205605076,367,2.197093216578166,-13.94993511835734,0.0,1.3486275927713601e-05,0.0,0.0016851120521702494,1.3486275927713601e-05,0.0,3.5599062111183836e-06,11
-0.00029833632021715554,86400,0.00031665185779511477,0.0,0.004860297831085821,-0.0003075715261957157,3324.125,0.0006292236784550671,375,2.1971997817357383,-26.039129320780436,0.0,1.8049208948056617e-05,0.0,0.0006292236930069824,1.8049208948056617e-05,0.0,1.144821852487136e-06,12
-0.0010347245702481207,93600,0.0007400632594951465,0.0,0.005342058814130723,-0.001059343283122871,3324.125,0.0007920231767153988,382,2.1971675634384153,-38.858144696553545,0.0,1.6164036151167237e-05,0.0,0.0007920231999984632,1.6164036151167237e-05,0.0,3.530350362742259e-06,13
-0.000391970283332436,100800,0.00037477588299216554,0.0,0.004127027047798037,-0.00041868125311642264,3324.125,0.0005680710348921517,388,2.1972042163213095,-31.718537012736004,0.0,1.4238322254792971e-05,0.0,0.0005680710426531732,1.4238322254792971e-05,0.0,1.2152498148528441e-06,14
-0.0005392027359145383,108000,0.000610538014069482,0.0,0.011062324365290503,-0.0005439677019846083,3324.125,0.0013683208720370506,393,2.1971433639526365,-15.154111003875732,0.0,1.1790218263740825e-05,0.0,0.0013683208933798596,1.1790218263740825e-05,0.0,2.584176651036311e-06,15
-0.0002130654106925552,115200,0.00021436487629457904,0.0,0.004073273103373746,-0.00018275563409891522,3324.125,0.0005129536371290063,398,2.1972050348917644,-32.477002906799314,0.0,2.1763792274883303e-06,0.0,0.0005129536337335594,2.1763792274883303e-06,0.0,8.019344088931272e-07,16
-0.0004155508383913786,122400,0.0005357250625866455,0.0,0.009862726636935597,-0.0003973910347625592,3324.0,0.0012012043133860474,399,2.197157783388461,-11.046312025299779,-1.1611557805803453e-09,1.7560614506257167e-05,0.0,0.001808099916742461,1.7559453350476587e-05,0.0,2.016057602118706e-06,17
-0.0002098028113686276,129600,0.0002840207945740571,0.0,0.004902029691960678,-0.00019901353504709487,3324.0,0.0005556149846256993,396,2.197206559001453,-13.423998393406945,-1.6458388348127526e-08,3.2957668872339832e-06,0.0,0.0034303536866066254,3.2793084860357467e-06,0.0,9.739997887179028e-07,18
-0.00027099013714902226,136800,0.00022968613323519113,0.0,0.004380390536906715,-0.000280247167376278,3324.0,0.000517114034439685,390,2.1972116127941343,-16.41726960151284,-3.094116309338486e-09,7.448857591625227e-06,0.0,0.0031201094983703955,7.4457634757441884e-06,0.0,6.399657597337219e-07,19
-0.00016020901377925367,144000,0.00015846647785129953,0.0,0.003915877314295223,-0.00016236409669710282,3324.0,0.0004458856515925112,387,2.1972148969438337,-8.123404379200052,-1.1956930221243864e-09,5.66495927673282e-06,0.0,0.0027004834892748607,5.663763582380403e-06,0.0,3.9444242060182196e-07,20
-0.00014108287899132068,151200,0.00014767388127693676,0.0,0.0037188504724592407,-0.00014298426177229918,3324.0,0.00040465504401903936,384,2.197216403522189,-10.40003299869242,-7.380438572636275e-10,3.5028161214328576e-06,0.0,0.0030698463519446607,3.5020780773457774e-06,0.0,3.397106232635432e-07,21
-0.00014297625684132342,158400,0.00012787045420034024,0.0,0.003471041939213847,-0.0001446361717567751,3324.0,0.0003990164875670023,380,2.197216940469728,-7.452581475965388,1.047417160412086e-10,3.924693382139204e-06,0.0,0.0023246913754882232,3.924798121064885e-06,0.0,2.8520234015767693e-07,22
-0.0001138761550984563,165600,0.00011354717777911,0.0,0.0029668372682695805,-0.00011469553530800011,3324.3125,0.0003167500927767794,378,2.197219119705851,-7.825886684892669,-3.725270537549431e-10,4.206063834511459e-06,0.0,0.0028673440958266808,4.2056912981190376e-06,0.0,2.1524743634462927e-07,23
-0.00017346157973923557,172800,0.0001273180883501805,0.0,0.003065757661525539,-0.00017322453994229222,3324.3125,0.00030361018409397704,374,2.197219593663695,-7.121682621913927,2.2666471778874455e-10,3.028537056714919e-06,0.0,0.002836630784721141,3.028763720443129e-06,0.0,3.078453383120503e-07,24
-0.00016092519818547166,180000,0.00010469347277224772,0.0,0.002768319935216269,-0.00015874468395344395,3324.3125,0.00027152767784493196,370,2.1972207029439788,-8.882306859608365,-9.516839321302766e-11,2.8909215464149116e-06,0.0,0.002573482487270026,2.890826378621689e-06,0.0,2.544401671395941e-07,25
-0.0001331374047290723,187200,9.726120550059408e-05,0.0,0.002968089235809486,-0.00012958564324878146,3324.3125,0.000286503619805906,368,2.197220641447123,-5.975351457247343,-7.740326040611083e-11,2.3622112529720323e-06,0.0,0.0023613148016371054,2.362133848530657e-06,0.0,1.9393137046616676e-07,26
-0.00012215529295938495,194400,7.434029633850118e-05,0.0,0.0020854941825617242,-0.00012263619454965462,3324.3125,0.00020301723858114364,367,2.1972223977121725,-39.45458654136884,-5.688451085833755e-11,2.8962185917993853e-06,0.0,0.0021269570146867692,2.89616170290579e-06,0.0,1.0137045271030026e-07,27
-0.000132482841981205,201600,9.329632790309451e-05,0.0,0.00278122463741981,-0.00013320225541935783,3324.4333333333334,0.0002623183471839114,364,2.1972211801954824,-6.792124542339236,-1.5656521511352314e-10,4.4097209963345075e-06,0.0,0.0020631980668732283,4.409564431874345e-06,0.0,1.5688906461293418e-07,28
-0.00011864570292142904,208800,7.491657747462443e-05,0.0,0.002197546290233402,-0.00012032942417825816,3324.4333333333334,0.00019850380186734785,362,2.1972222868902516,-6.172300636181971,-3.9301615788960796e-10,4.389123246182747e-06,0.0,0.002246321629324074,4.388730226814726e-06,0.0,1.7945422770024424e-07,29
-0.00019326065177174603,216000,8.230891974768024e-05,0.0,0.0022209165850769737,-0.00019122828689866028,3324.4333333333334,0.00021302896747820056,361,2.197222213177454,-7.05591309856801,3.9330053140200027e-10,4.233414181313244e-06,0.0,0.002511151723067722,4.233807482317848e-06,0.0,9.589393417390699e-08,30
-0.00011717067180893898,223200,5.57009842426442e-05,0.0,0.001768505271998976,-0.00011645948544297887,3324.4333333333334,0.00018065987072568245,359,2.1972229840831146,-8.154520767629148,-3.8209931515117054e-11,3.1164103555920205e-06,0.0,0.002223922119468596,3.11637214706996e-06,0.0,7.002982692404523e-08,31
-0.00011717791953085705,230400,5.94071757918155e-05,0.0,0.0019432988250592022,-0.00011943714632161092,3324.4333333333334,0.00019154088298167215,358,2.197222748442932,-31.154597582848616,6.1975407169550125e-12,2.658617359438988e-06,0.0,0.002035997738147257,2.658623554469367e-06,0.0,9.34414592902971e-08,32
-0.00010379588771843011,237600,6.104716815958901e-05,0.0,0.0019753361771512492,-0.0001049124319186174,3324.4333333333334,0.0001994378562497851,357,2.1972225439674635,-17.861558163126627,-6.474583832035326e-11,3.344741133237472e-06,0.0,0.0016986461902286673,3.3446763870675648e-06,0.0,1.1051244717940118e-07,33
-9.28898500026099e-05,244800,5.45761555686817e-05,0.0,0.001696563354097244,-9.504533809611622e-05,3324.5,0.00016839321276495352,355,2.1972230115044056,-25.54673041228264,-3.464686313979247e-10,3.1954477392073198e-06,0.0,0.0018745097298375505,3.1951012661901295e-06,0.0,9.719343806984609e-08,34
-0.00013465090340208696,252000,6.631960795145422e-05,0.0,0.00166282816830909,-0.00013850365093665977,3324.5,0.0001555842142248948,355,2.197223056425493,-19.223801307167324,1.16803193454755e-10,3.4109473808060316e-06,0.0,0.002272996287400094,3.411064182847322e-06,0.0,1.80041400490124e-07,35
-0.00012294446630230031,259200,5.002302000697679e-05,0.0,0.001495930862940577,-0.00012052157677598885,3324.5,0.0001488546240952517,355,2.1972234006020357,-26.357133509220272,3.8418030238555426e-11,2.7379438426562694e-06,0.0,0.0017657567439337525,2.7379822612282968e-06,0.0,7.330533321405433e-08,36
-0.00010054852899176894,266400,5.682129555528045e-05,0.0,0.0018210018087628421,-0.000101143688895559,3324.5,0.00017078047536949546,354,2.197223139187647,-8.790974629549755,5.9027575596352615e-12,2.0450632693498375e-06,0.0,0.001964689316658671,2.0450691716817232e-06,0.0,7.651330205053829e-08,37
-8.763512550770033e-05,273600,4.447014880662584e-05,0.0,0.0015284307709321578,-8.797290268192648e-05,3324.5,0.00014064768964426228,353,2.197223634979598,-45.17824968528496,3.2551668521168467e-10,1.131695857459172e-06,0.0,0.001799218163488799,1.1320213748973617e-06,0.0,6.083417307026752e-08,38
-9.118982393023324e-05,280800,5.8293610015961524e-05,0.0,0.0019310093907339376,-8.992094921123925e-05,3324.5119047619046,0.0001814100464773421,352,2.197222981424559,-17.860663985659677,3.91449710300683e-11,2.609351069564094e-06,0.0,0.00195960797362067,2.6093902147213335e-06,0.0,9.531766562794072e-08,39
-8.455394732461879e-05,288000,3.533227971017668e-05,0.0,0.001145287307682776,-8.489220218574769e-05,3324.5119047619046,0.00011669313384951844,351,2.1972241125724934,-27.694645204499917,6.294621046620818e-10,2.3006455418959232e-06,0.0,0.0025195704298543783,2.3012750047580045e-06,0.0,3.7994171526561004e-08,40
-0.00015422468746515507,295200,5.409567845031686e-05,0.0,0.0014641857626273307,-0.0001575295872436428,3324.5119047619046,0.0001475575255488637,351,2.197223362629045,-46.87091360799823,1.3976354953522954e-09,3.7956898635558934e-06,0.0,0.0021689723308644495,3.7970875001721726e-06,0.0,1.0740278870681594e-07,41
