frames,P09:episode_rewards,P01:episode_rewards,PMM:episode_rewards,epoch_idx,policy_loss,grad_norm,advantage_norm,approx_kl_divergence,episode_length,policy_entropy,fps,clip_fraction,explained_variance,value_loss
2785280,4877.5,550.0,3637.75,272,-0.009023127637192374,4.361748807294352,15.968719220161438,0.0013583941960182426,766.83,1.6056455761194228,234,0.11455078125,0.9385514728724956,1.0096071398817004
2795520,4877.5,572.5,3583.75,273,-0.00840314926172141,4.062204107744465,15.96871926188469,0.0014042024415862778,760.13,1.6062371276319027,234,0.1046630859375,0.960913459956646,0.8665473719127477
2805760,4875.0,550.0,3564.25,274,-0.006717424742237199,5.073090066486888,15.968719351291657,0.0014548850915166436,754.32,1.6153664372861385,234,0.1075927734375,0.9140843935310841,1.5024055309593678
2816000,4830.000000000001,575.0,3510.25,275,-0.00648606879003637,6.648926927942105,15.96871924996376,0.0012953181598964422,743.47,1.6135323375463486,234,0.099462890625,0.8972409542649984,1.8263861782848836
2826240,4875.0,545.0,3393.0,276,-0.008783072882306443,4.807057659078016,15.968719202280045,0.0013008395229807746,725.22,1.6387869246304034,234,0.096044921875,0.8726822681725025,1.0267450571991503
2836480,4802.5,545.0,3229.75,277,-0.007562918873736635,5.316788225253147,15.968719172477723,0.0012177674889817399,711.09,1.628173966705799,234,0.092041015625,0.857573901116848,1.4374387936666608
2846720,4657.5,500.0,3079.5,278,-0.009302440209285123,3.8379827223506924,15.968719434738158,0.0013416672947305127,700.32,1.6306884862482547,234,0.1051025390625,0.9186578761786223,0.8480912363156676
2856960,4727.5,500.0,3095.0,279,-0.009396235003805486,3.67331886872786,15.968719160556793,0.0014261523861709828,713.49,1.6047656498849392,234,0.1085693359375,0.9522210206836462,0.5882287047803402
2867200,4727.5,567.5,2970.25,280,-0.009259750947239808,3.7981138615997083,15.968719124794006,0.0013482846903802685,705.75,1.629388978332281,234,0.114306640625,0.8832449730485677,1.0832642277702689
2877440,4875.0,575.0,3062.75,281,-0.007763595348660601,4.099643571323964,15.968719404935836,0.0012087535949494544,715.28,1.6193238943815231,234,0.09765625,0.946874226257205,0.8661601020954549
2887680,4875.0,567.5,3167.25,282,-0.008851975835568737,4.652857753163184,15.968719154596329,0.0014920261866454773,728.43,1.623495665192604,234,0.096337890625,0.9408814001828432,0.6523930387105793
2897920,4877.5,772.5,3500.0,283,-0.008261575021242607,4.855346949741788,15.968719333410263,0.0012565374188658355,752.68,1.6068420976400375,234,0.08994140625,0.9504848696291447,0.9233249854296446
2908160,4877.5,745.0,3541.0,284,-0.007717220538324909,5.77109305488573,15.968719065189362,0.0012101050273434287,763.19,1.6099246904253959,234,0.08876953125,0.9110034234821797,1.6327779857441782
2918400,4877.5,645.0,3431.75,285,-0.009134883444494335,3.729910330707282,15.968719345331191,0.0014579600371295754,750.83,1.62702015042305,234,0.10615234375,0.8849893249571323,1.017201225925237
2928640,4900.0,667.5,3497.25,286,-0.007785147660251823,5.45568870049799,15.968719160556793,0.0013615007728281345,759.87,1.600821567326784,234,0.10947265625,0.9230089910328388,1.359041142836213
2938880,4930.000000000001,597.5,3646.0,287,-0.008026251276169205,4.120349223089623,15.96871930360794,0.0013187510357629162,767.66,1.6135868683457375,234,0.1033935546875,0.9401755008846522,1.157324044825509
2949120,4930.000000000001,600.0,3701.75,288,-0.007090596916532377,5.159235868866864,15.968719184398651,0.0011986354779088067,762.07,1.607728584855795,234,0.0972412109375,0.9569692205637693,0.9136401853524149
2959360,4925.0,590.0,3697.5,289,-0.0085483231328908,4.656203162405816,15.968719363212585,0.001287837674636225,768.14,1.609364214539528,234,0.103662109375,0.9064727649092674,1.3703653058968484
2969600,4902.5,600.0,3655.75,290,-0.006293400730646681,6.654302487535628,15.968719244003296,0.0013111810227433632,767.84,1.6080753825604917,234,0.1078369140625,0.9117344677448272,1.7586753049865365
2979840,4952.500000000001,577.5000000000001,3652.0,291,-0.008860887865012046,4.285537987149597,15.968719244003296,0.0015409963159304446,768.08,1.6356968052685261,234,0.1111328125,0.9509103540331125,0.6425813591340557
2990080,4950.0,622.5000000000001,3746.25,292,-0.00824275918512285,5.42401802699149,15.968719220161438,0.0014254260671980926,773.46,1.607534971088171,234,0.1148193359375,0.9635484255850315,0.8299686006270349
3000320,4927.5,785.0,3858.25,293,-0.009463996941485675,2.9861590908943056,15.968719220161438,0.001379340909409617,787.65,1.619219433516264,234,0.10966796875,0.9554143756628036,0.4430434374837205
3010560,4925.0,717.5,3802.25,294,-0.007697240914785653,4.847650498185642,15.96871908903122,0.001397355761560437,778.47,1.6079289346933365,234,0.1078125,0.9358817059546709,1.2137929791584612
3020800,4900.0,717.5,3779.25,295,-0.00970522503102984,3.5135765473235168,15.968719118833542,0.0013292224692013532,784.55,1.6206357181072235,234,0.1036376953125,0.9590541437268257,0.6521627356763929
3031040,4900.0,672.5,3672.75,296,-0.0077316045302723065,4.552809449404386,15.968719172477723,0.0011100715743059748,774.07,1.6037873320281506,234,0.0934814453125,0.9306473784148693,1.0426658269017934
3041280,4900.0,672.5,3626.0,297,-0.007876793057948816,5.328790210810115,15.968719387054444,0.0011023879207475678,758.04,1.61927490234375,234,0.0888916015625,0.9515497051179409,1.0891708896495402
3051520,4900.0,720.0,3692.25,298,-0.008869764547853265,4.135328643593165,15.968719190359115,0.0016377293342434145,768.68,1.620585785806179,234,0.1115234375,0.9530334282666445,0.7300092448014766
3061760,4875.0,670.0,3596.0,299,-0.008345065079629422,4.704810758905642,15.96871913075447,0.0012909917933261789,755.96,1.5982554726302625,234,0.105517578125,0.9510850958526135,1.212642421759665
3072000,4900.0,670.0,3570.25,300,-0.00813316499843495,6.627926833691481,15.968719267845154,0.0013465565653694176,748.76,1.6247164487838746,234,0.0997802734375,0.9188646394759417,1.8043531137518585
3082240,4900.0,670.0,3613.75,301,-0.009169407367517124,3.9633683240350046,15.968719148635865,0.0012208068056456887,751.69,1.6237399503588676,234,0.108544921875,0.9625797308981419,0.7656938826665283
3092480,4902.5,697.5,3658.75,302,-0.008748435344568862,3.7083040631196895,15.968719315528869,0.0012716522711348323,761.91,1.6352089159190655,234,0.103369140625,0.950888878852129,0.8135574027430266
3102720,4900.0,692.5,3590.5,303,-0.006699794693486183,6.425617442778981,15.96871926188469,0.0011846438363027575,743.56,1.6328154616057873,233,0.0829345703125,0.9084417015314102,1.6651972766965628
3112960,4900.0,622.5,3585.5,304,-0.008012289718317333,4.282550840478419,15.968719220161438,0.0013726794717063518,745.92,1.601826237142086,233,0.1201904296875,0.9235601156949997,1.0204719700850546
3123200,4900.0,550.0,3531.0,305,-0.008473891219182406,3.5907420074647156,15.968719321489335,0.0012200734067907442,734.65,1.6217268109321594,233,0.103955078125,0.9567852832376957,0.8596439833752811
3133440,4905.0,622.5,3590.25,306,-0.007622096565683023,6.664837968494202,15.968719315528869,0.0012517780897955844,739.13,1.629278901219368,233,0.1022705078125,0.9019353926181793,1.4815009437967093
3143680,4900.0,750.0,3651.5,307,-0.007877333468422875,5.448094190536951,15.968719214200974,0.0011973890927270705,741.74,1.5968305103480815,233,0.0983642578125,0.9408651266247035,1.2290879353880881
3153920,4852.500000000001,735.0,3591.75,308,-0.009016089869192001,4.281493485508118,15.96871920824051,0.0014055392940127108,746.37,1.6158926852047444,233,0.110693359375,0.9614245217293501,0.8381532133556903
3164160,4852.500000000001,497.5,3567.0,309,-0.006566359166026814,5.49358766048266,15.968719285726547,0.0012214107648110416,745.06,1.6313134223222732,233,0.086474609375,0.89163979254663,2.1600994639098645
3174400,4852.500000000001,475.0,3521.0,310,-0.0077663020761974625,4.793451644458712,15.968719309568405,0.0010210616148019686,735.46,1.6313718542456628,233,0.0952392578125,0.9411469396203757,1.1313032064586879
3184640,4852.500000000001,450.0,3460.25,311,-0.008008950123621617,5.525143916655808,15.968719071149826,0.0011931383020969328,732.84,1.645936057716608,233,0.095556640625,0.9238919757306576,1.5695830665528774
3194880,4875.0,450.0,3471.5,312,-0.008707297251748968,3.721849049808138,15.968719244003296,0.0012355431846477324,742.62,1.6347165644168853,233,0.095947265625,0.9646483357995749,0.8010523736476898
3205120,4680.0,450.0,3419.75,313,-0.0075658495719835624,5.775901619689537,15.968719190359115,0.001145889251160249,739.44,1.6320069558918475,233,0.0935302734375,0.88009063154459,1.7413844934664666
3215360,4680.0,472.5,3384.5,314,-0.007477370225387858,4.151619219945791,15.968719136714935,0.0013491706793222577,736.49,1.6310569688677787,233,0.1067138671875,0.9164967216551304,1.033538092300296
3225600,4807.500000000001,542.5,3398.75,315,-0.009575221654085909,3.0958124053776346,15.96871920824051,0.0013354197147923135,737.95,1.6189199388027191,233,0.11279296875,0.97285669259727,0.5250746763311327
3235840,4807.500000000001,685.0,3523.75,316,-0.008985016182850813,3.2137018977611533,15.96871930360794,0.0014123322450705098,752.8,1.6213497966527939,233,0.115185546875,0.9752217564731837,0.5194174743839539
3246080,4877.5,745.0,3640.25,317,-0.009121536600287073,4.418975770566361,15.96871919631958,0.001459865533593559,769.81,1.6105987533926964,233,0.1113037109375,0.9342234041541815,1.2524956742301583
3256320,4807.500000000001,700.0,3603.0,318,-0.007662087296921527,4.33086077075358,15.968719172477723,0.0011240372796980525,773.94,1.6475845955312252,233,0.0885498046875,0.9485155630856752,0.9164808921515941
3266560,4830.000000000001,697.5,3646.5,319,-0.007451268895238172,4.075321214808885,15.96871924996376,0.0012722314293289814,780.36,1.6238992653787137,233,0.104931640625,0.9309902850538492,1.1156742758117617
3276800,4902.5,700.0,3726.25,320,-0.007107950700265065,4.010504431159061,15.968719357252121,0.0010312423625042557,788.47,1.6354146860539913,233,0.09228515625,0.9227089673280716,0.954780937358737
3287040,4950.0,700.0,3683.0,321,-0.007982593049746356,4.875788675742887,15.968719136714935,0.0010594862387965534,802.36,1.6465141989290715,233,0.0923583984375,0.9095563933253288,1.1562571546062828
3297280,4952.500000000001,700.0,3617.5,322,-0.009584034599174628,3.716817756983679,15.968719291687012,0.0014556921479998077,814.43,1.6265860766172409,233,0.1272705078125,0.9461147502064705,0.8086929127573967
3307520,4977.5,722.5,3668.5,323,-0.007748140428884653,4.785047936717539,15.968719273805618,0.0011967985887399886,809.31,1.6197591684758663,233,0.112744140625,0.9416841201484203,1.2365610691718758
3317760,4977.5,722.5,3708.0,324,-0.009095676970900968,3.2390014407411285,15.968719315528869,0.0014154442055262233,806.77,1.6381861612200737,233,0.11318359375,0.9648944038897753,0.6744255597703159
3328000,4950.0,600.0,3466.5,325,-0.007375114078604384,3.3732139710289686,15.968719279766082,0.0010605376165874487,787.09,1.6390391737222672,233,0.08232421875,0.9395376268774271,1.092171029187739
3338240,4950.0,600.0,3521.75,326,-0.008368627275558538,4.158022681545708,15.968719285726547,0.0011759327233339687,806.29,1.6365587748587132,233,0.0994384765625,0.9378098610788583,1.0235597882885485
3348480,4975.0,667.5,3571.5,327,-0.008052086784664425,5.290217397782666,15.968719363212585,0.0010830102284676232,813.37,1.6373806826770305,233,0.0912109375,0.9285639934241772,1.047548028593883
3358720,4975.0,720.0,3573.0,328,-0.008318353099457453,3.516209769412323,15.968719339370727,0.001047965040522015,822.97,1.654798362404108,233,0.097021484375,0.9161159671843052,1.0815360462293029
3368960,4902.5,772.5,3601.75,329,-0.006983003603090765,4.564265060546921,15.968719172477723,0.0010777609502558704,819.62,1.6425595067441463,233,0.1004150390625,0.9097991019487381,1.510502739995718
3379200,4900.0,747.5,3588.0,330,-0.00739438689306553,4.132943773664352,15.968719291687012,0.000962989193277947,812.6,1.6574859842658043,233,0.0914306640625,0.8918217658996582,1.4965345582924783
3389440,4827.5,670.0,3274.5,331,-0.007811203084565932,4.592924657543514,15.968719351291657,0.0010074298250121658,785.35,1.65850523263216,233,0.08828125,0.8969405297189951,1.4350728008896112
3399680,4780.0,572.5,3117.0,332,-0.007084447521992843,4.127046074891899,15.96871919631958,0.0010400240979297956,772.43,1.6691241048276424,233,0.0883544921875,0.8800756569951773,1.2270107709802687
3409920,4827.5,625.0,3241.5,333,-0.006925695993413683,4.52491792615907,15.96871936917305,0.0009094424496315201,780.6,1.6398969657719136,233,0.074658203125,0.9280829727649689,1.2106418560259045
3420160,4827.5,715.0,3306.75,334,-0.009378378950350453,2.9962368588980244,15.968719315528869,0.0011947968787130608,771.41,1.6297626793384552,233,0.1102783203125,0.9586328644305467,0.7402295435778796
3430400,4752.5,647.5,3264.0,335,-0.009695631489194056,2.859164334697178,15.968719363212585,0.0013220060854170666,750.51,1.6307471171021461,233,0.128076171875,0.9667732436209917,0.47191279670223596
3440640,4562.500000000001,620.0,3322.25,336,-0.009201317585029756,2.849022671156954,15.96871908903122,0.001165618197780255,745.8,1.6299790881574154,233,0.1119873046875,0.9644630160182714,0.7508470405824482
3450880,4690.000000000001,620.0,3268.0,337,-0.007793078826580313,3.9046450852572976,15.96871930360794,0.0012287397998027288,741.45,1.6132716037333013,233,0.1052734375,0.9209180250763893,1.3970014522317797
3461120,4577.500000000003,625.0,3444.5,338,-0.008580476902716327,3.6222582236138314,15.968719393014908,0.001197969302598251,758.71,1.5914279825985431,233,0.11015625,0.948567645996809,0.7696756555698812
3471360,4902.5,722.5,3702.75,339,-0.009107075846623047,3.155846525917057,15.968719166517257,0.0013079105981323052,793.82,1.6194387927651406,233,0.12529296875,0.9559386692941189,0.8537480503786355
3481600,4925.0,747.5,3884.25,340,-0.007720412102571572,4.538554998249658,15.968719279766082,0.0011986228847722835,811.97,1.5972061790525913,233,0.103125,0.9291567910462618,1.194554437790066
3491840,4950.0,722.5,3920.75,341,-0.007846981225520721,4.713241148842664,15.968719166517257,0.0010010632278526855,815.23,1.6103191271424293,233,0.089990234375,0.9336230125278234,0.9297327490989119
3502080,4952.500000000001,695.0,3847.75,342,-0.007912045916782517,3.876264430338904,15.96871930360794,0.0011461379234394315,807.39,1.64365831092,233,0.0955322265625,0.9298878978937865,1.0579876059666276
3512320,4952.500000000001,695.0,3792.5,343,-0.007666940629133023,4.062672468068592,15.968719255924224,0.0010854833412172128,807.91,1.614308712631464,233,0.1039794921875,0.9151510156691074,1.20543117178604
3522560,4975.0,695.0,3800.25,344,-0.007542222714255331,3.807423931121048,15.968719244003296,0.0010414299046037259,799.76,1.6012198150157928,233,0.0968505859375,0.9313623871654272,1.1651942807249724
3532800,4950.0,695.0,3721.5,345,-0.007836055304505863,3.3377692313253045,15.968719387054444,0.0010088607400352645,792.74,1.601247852295637,233,0.0942138671875,0.9712063867598772,0.5742566965520381
3543040,4952.500000000001,647.5,3623.25,346,-0.008141033727952163,3.2067953014384365,15.968719315528869,0.0012648358708024457,787.25,1.6210598468780517,233,0.108447265625,0.9196387473493814,0.8074190837331117
3553280,4905.0,647.5,3603.5,347,-0.00912741967003967,3.1378998703473098,15.968719160556793,0.001223036660809855,792.98,1.597057729959488,233,0.1251220703125,0.9547185745090246,0.9716853982768953
3563520,4950.0,647.5,3610.75,348,-0.007401750340432045,4.88302669313859,15.968719321489335,0.0012449301353346825,795.29,1.60079432874918,233,0.123486328125,0.9434521920979023,1.1456635035574436
3573760,4832.500000000001,650.0,3606.0,349,-0.00808663909774623,3.104286660348803,15.968719351291657,0.001376371956121565,800.12,1.6213373303413392,233,0.1047607421875,0.9453916680067778,1.1735992119647563
3584000,4927.5,650.0,3665.25,350,-0.007670448858516465,3.6570834455993264,15.968719148635865,0.0010467115104181943,803.07,1.5979727499186993,233,0.092138671875,0.9697520602494478,0.746763196727261
3594240,4950.0,740.0,3876.0,351,-0.007505968144141661,4.139054862876224,15.968719333410263,0.0011226947915820376,817.7,1.6196425348520278,233,0.1030517578125,0.9616279937326908,1.0521280421875416
3604480,4952.500000000001,772.5,3920.5,352,-0.008386664983845549,3.4932433660499385,15.968719154596329,0.0010534194398648948,828.8,1.6333737999200821,233,0.0998046875,0.9725809168070555,0.5837598220910877
3614720,4975.0,745.0,3950.5,353,-0.007137798352050595,4.9305781831087545,15.968719178438187,0.001018217191807927,830.6,1.6207530908286572,233,0.0927001953125,0.9405949372798205,1.1788967981003224
3624960,4975.0,820.0000000000001,4014.75,354,-0.007760656262325938,3.6188780584963696,15.968719190359115,0.0009718624185955106,818.63,1.6242764748632907,233,0.0938720703125,0.9647066727280617,0.9017747844103724
3635200,4975.0,772.5,3952.5,355,-0.006682310055475682,4.640315242350366,15.968719357252121,0.001012553329795631,801.61,1.6254680640995502,233,0.0959228515625,0.8897699665278196,1.890650376304984
3645440,4975.0,767.5,4018.75,356,-0.00800663593254285,3.3045659110774195,15.968719255924224,0.0010648941556046132,808.16,1.6389400243759156,233,0.092529296875,0.9489924382418394,0.9421752675436437
3655680,4975.0,687.5,3924.5,357,-0.0063633206962549595,5.391828331866139,15.96871926188469,0.0007643715413853356,793.28,1.6297031782567502,233,0.080224609375,0.9156429834663868,1.6716389253735542
3665920,4975.0,687.5,3909.75,358,-0.007999274305257131,3.1978858766819385,15.968719017505645,0.0013506648686818362,790.53,1.6336298041045665,233,0.10712890625,0.9535792730748653,0.7363387902732939
3676160,4975.0,572.5,3897.0,359,-0.007730349352641497,3.5703362651210795,15.968719220161438,0.0009641954608189199,787.79,1.6380801178514957,233,0.08916015625,0.9504118300974369,1.0167366195470096
3686400,4857.500000000001,550.0,3807.0,360,-0.007945098450727528,4.149578006942084,15.968719178438187,0.0011242660545695182,780.24,1.6173731543123722,233,0.106103515625,0.9298557657748461,1.124401958985254
3696640,4857.500000000001,550.0,3724.5,361,-0.007692681964545045,4.308294626863104,15.968719333410263,0.0009651434721551892,775.11,1.6320101894438266,233,0.1046142578125,0.9165215633809567,1.320619241334498
3706880,4850.0,525.0,3658.5,362,-0.009098855365664349,3.2604900456608545,15.968719220161438,0.001305058118623912,782.42,1.6422588400542737,233,0.1287353515625,0.9613879799842835,0.7274441180983559
3717120,4850.0,522.5,3574.25,363,-0.0069560302636091365,4.745997431221847,15.96871926188469,0.0009642777595847633,764.93,1.6206879146397113,233,0.0940185546875,0.9302037641406059,1.239682127116248
3727360,4827.5,525.0,3608.25,364,-0.007751834817463532,3.644041625170332,15.96871920824051,0.0012047761164585247,763.23,1.6278003342449665,233,0.1033203125,0.9539982732385397,0.6917973394040018
3737600,4827.5,522.5,3496.75,365,-0.007111357104440686,4.725978043617749,15.968719333410263,0.0009258245735059368,764.14,1.6174023881554604,233,0.09775390625,0.9313763529062271,0.9965797360520809
3747840,4850.0,522.5,3463.0,366,-0.007399705966599867,4.521558287250966,15.968719363212585,0.0009939573380624805,766.59,1.6250607311725616,233,0.0863525390625,0.9592104069888592,0.8857012804597616
3758080,4680.0,522.5,3450.25,367,-0.007605131600575988,4.510909675277197,15.968719238042832,0.0011418259233839782,762.0,1.6298098862171173,233,0.104052734375,0.868667209520936,1.6587630854919553
3768320,4680.0,525.0,3544.5,368,-0.007565013693965739,3.979155191220085,15.968719190359115,0.000923692294077632,764.85,1.6129562072455883,233,0.095703125,0.897634805366397,1.5352847596630455
3778560,4690.000000000001,547.5,3551.75,369,-0.00783205611151061,4.258336754974641,15.968719011545181,0.0011553168514414985,758.61,1.631253942847252,233,0.109326171875,0.9360275164246559,1.0743320246227086
3788800,4600.000000000002,550.0,3633.75,370,-0.008143797795128194,3.958403859652679,15.968719214200974,0.001163584554774856,766.28,1.6109492838382722,233,0.111279296875,0.9428853575140238,1.058269515587017
3799040,4607.500000000003,550.0,3753.5,371,-0.007846635505302402,3.4175744710876756,15.968719363212585,0.001183101166538331,787.34,1.6330752782523632,233,0.104931640625,0.9687476791441441,0.7463018977781758
3809280,4652.500000000003,747.5,3871.5,372,-0.007889981049856942,3.424734715087466,15.968719178438187,0.0009843207109729365,795.06,1.61576789021492,233,0.102783203125,0.9391695406287909,1.388370177242905
3819520,4640.000000000002,707.5,3823.5,373,-0.007260533003864112,3.865328359421757,15.968719178438187,0.0009514886479284688,783.27,1.642368947714567,233,0.098876953125,0.9509331725537777,0.9101796564180404
3829760,4580.0,720.0,3815.75,374,-0.0069759803956912945,4.648194090003896,15.968719214200974,0.0008835435203257167,777.45,1.6163215771317483,233,0.0939453125,0.9271137218922376,1.5940224249847232
3840000,4777.5,792.5,3941.5,375,-0.006816275486926315,4.180105236282902,15.9687191426754,0.0008797097387121247,788.83,1.6208907872438432,233,0.0947509765625,0.9579413395375014,0.8534773115068675
3850240,4810.000000000001,825.0,4047.75,376,-0.007419706771906931,4.071221236882025,15.96871919631958,0.0009208239375657299,805.44,1.627748779952526,233,0.091259765625,0.942211889475584,1.2397143358364702
3860480,4777.5,797.5,3937.0,377,-0.007445077262673294,4.0417001017384,15.968719452619553,0.0009861154914976985,793.85,1.6164497464895249,233,0.10439453125,0.9316696494817733,1.205183520866558
3870720,4800.0,770.0,3933.75,378,-0.006474431944661773,5.298322013402178,15.968719160556793,0.0009255977766092882,789.37,1.6276136673986912,233,0.106396484375,0.9053751207888127,1.8040778206661343
3880960,4777.5,675.0,3876.0,379,-0.007154027396609308,3.368159240707712,15.968719339370727,0.0008986075081797721,780.65,1.642208033800125,233,0.091845703125,0.9568872544914484,0.9387448832392693
3891200,4710.000000000001,662.5,3704.0,380,-0.006133048010815401,5.707108629379046,15.968719238042832,0.0010531802988627745,765.57,1.6408662609755993,233,0.0799560546875,0.9011250175535679,1.947577209211886
3901440,4755.0,550.0,3628.25,381,-0.0074283514284616105,3.6438427182351596,15.968719178438187,0.0008855821672629968,765.75,1.6379971452057362,233,0.1065673828125,0.9076664682477713,1.2059913137927651
3911680,4705.0,545.0,3580.75,382,-0.008339598665770609,2.6576393303709147,15.968719398975372,0.001240031117808773,757.84,1.635458194464445,233,0.1079345703125,0.971609515324235,0.48006028183735905
3921920,4705.0,545.0,3496.25,383,-0.007676729183003772,3.9420464021500656,15.968719106912612,0.0009414674854786025,754.25,1.6316588401794434,233,0.101318359375,0.9386294674128294,1.2015751761849969
3932160,4752.5,545.0,3593.75,384,-0.006633047033619732,3.9186825111443726,15.968719166517257,0.001103610028110776,769.17,1.6304322846233845,233,0.1059814453125,0.949286849796772,1.0923593303188681
3942400,4752.5,545.0,3592.25,385,-0.009040751645443379,2.8053806747750585,15.968719375133514,0.001198905638557779,772.29,1.6252813667058945,233,0.109521484375,0.965113889425993,0.6769442285643891
3952640,4752.5,492.5,3593.0,386,-0.006512353583275399,5.121532953156956,15.968719244003296,0.0011526539752201288,774.47,1.6426116049289703,233,0.102001953125,0.9226422756910324,1.656844012485817
3962880,4900.0,492.5,3607.0,387,-0.006623455343287787,5.286136723359503,15.96871930360794,0.0008068054419543755,772.3,1.6308904990553856,233,0.094091796875,0.8999118328094482,1.900244059599936
3973120,4787.500000000001,545.0,3794.75,388,-0.00850690614170162,2.8287673272819136,15.968719059228897,0.0010445367675520228,789.9,1.6238543637096883,233,0.11455078125,0.9755573689937591,0.4266273287124932
3983360,4787.500000000001,712.5,3954.5,389,-0.008388063532765954,2.817482443533926,15.968719321489335,0.0009495062969226215,809.38,1.6454402789473535,233,0.104833984375,0.9472878109663725,0.6588950463104993
3993600,4900.0,815.0000000000001,3997.75,390,-0.008059394631709437,3.596373144721037,15.96871924996376,0.0008904493129141565,807.9,1.6117659762501717,233,0.0994384765625,0.9686440180987119,0.7874159365426749
4003840,4900.0,847.5,4012.75,391,-0.007904136235447367,3.7929231604318105,15.968719321489335,0.0011412185772205668,810.16,1.6426198571920394,233,0.120947265625,0.9435264337807894,0.8859960980713367
4014080,4900.0,1255.0000000000002,4056.75,392,-0.009017296444289969,2.688597353431943,15.968719160556793,0.001179396923550255,819.96,1.6401427671313287,233,0.113671875,0.9753990422934293,0.4949817227199674
4024320,4900.0,847.5,4018.0,393,-0.0062956989608210275,5.514110007824482,15.968719339370727,0.001187838137201925,814.25,1.621104074269533,233,0.116552734375,0.9080693531781435,1.761442601820454
4034560,4925.0,1345.0,4077.25,394,-0.006764954974278226,4.691209981305843,15.968719244003296,0.0009035431486272991,811.64,1.6176799818873406,233,0.0903076171875,0.954937944933772,1.1014851864427329
4044800,4925.0,3555.000000000001,4179.5,395,-0.00570853309618542,7.138248016322171,15.968719226121902,0.0007896041265841982,822.91,1.6311982780694962,233,0.093603515625,0.8993052013218403,2.055767901893705
4055040,4930.000000000001,850.0,4068.0,396,-0.007789382118062349,3.666603081084083,15.968719178438187,0.000862578955144954,816.07,1.646477757394314,233,0.094677734375,0.9385638345032931,1.0648668030276895
4065280,4930.000000000001,825.0,3993.0,397,-0.007402118768368382,4.714184020451211,15.968719238042832,0.0010419642775507843,807.79,1.6360648706555367,233,0.10625,0.9529941845685244,1.0532757109031081
4075520,4925.0,825.0,3914.25,398,-0.008791745688358787,3.150056934851798,15.968719244003296,0.0011281790298032777,799.54,1.637508749961853,233,0.113427734375,0.9576358933001756,0.9097216065507382
4085760,4930.000000000001,847.5,4052.25,399,-0.007054127913579578,4.142952513550549,15.968719184398651,0.0009940797526842564,806.24,1.613637526333332,233,0.09921875,0.9569066505879164,1.016146796173416
4096000,4930.000000000001,850.0,4090.0,400,-0.008250818230226286,3.6042657611773934,15.968719267845154,0.0012201464700585362,810.04,1.6453026093542575,233,0.111474609375,0.9405139669775963,1.015873028896749
4106240,4877.5,850.0,4071.75,401,-0.007622209718465456,4.766194255914998,15.968719398975372,0.0012245887450551712,807.91,1.6171913608908652,233,0.1175537109375,0.9306408815085888,1.8313616646453739
4116480,4627.500000000001,847.5,4034.0,402,-0.006770593831424776,4.570876042347864,15.96871926188469,0.0009737512139513307,805.53,1.636093334108591,233,0.0906494140625,0.8883791957050562,1.489468255545944
4126720,4900.0,850.0,4075.0,403,-0.006048603777890094,5.9872012660706675,15.968719220161438,0.0007780472234690473,806.79,1.611246620863676,233,0.0903564453125,0.9007214117795229,1.8017650139518082
4136960,4900.0,3460.000000000001,4184.0,404,-0.007465137627877994,4.589046383416062,15.968719297647477,0.0009020285726113693,816.4,1.6207638926804067,233,0.0944091796875,0.9498076032847166,1.3610888211987913
4147200,4900.0,3750.0,4221.75,405,-0.008815575087282923,2.488169455475905,15.968719166517257,0.0011287146149105375,818.71,1.6249482452869415,233,0.11962890625,0.9768661957234144,0.45912656688597053
4157440,4900.0,3460.000000000001,4181.5,406,-0.007755587739666225,3.906368824411659,15.968719136714935,0.0010118350234510846,821.39,1.6397200658917428,233,0.09521484375,0.9287127889692783,1.3802872996311635
4167680,4605.000000000001,850.0,4040.5,407,-0.006395834196882788,4.688998204015971,15.96871936917305,0.0009223341230840518,797.22,1.6215587198734283,233,0.1003662109375,0.93487953171134,1.4094964114017785
4177920,4900.0,825.0,3982.75,408,-0.007065866695847944,3.4742111979249737,15.968719244003296,0.0008372097277008249,785.08,1.6458638854324819,233,0.0890380859375,0.9477029804140329,1.0972629802301526
4188160,4927.5,847.5,4007.75,409,-0.005613775088568218,4.692076541700574,15.96871924996376,0.0006926222538998307,795.52,1.6258016765117644,233,0.0785400390625,0.9410052310675383,1.419405483175069
4198400,4975.0,850.0,4111.25,410,-0.006256252972889342,5.655372071274077,15.96871919631958,0.0007308255329097734,794.42,1.6281636863946916,233,0.0782470703125,0.9264645598828792,1.7519646279513836
4208640,4975.0,850.0,4137.75,411,-0.006905264591478044,4.159674112025809,15.968719118833542,0.0009757067547699987,802.69,1.650448103249073,233,0.0825927734375,0.9419082663953304,1.234190020058304
4218880,4975.0,850.0,4027.75,412,-0.007652181063167518,3.9057715242116258,15.96871919631958,0.0009621590017962056,803.79,1.6415497355163098,233,0.1012451171875,0.9406572971493006,1.2370308456942438
4229120,4985.000000000001,850.0,4131.25,413,-0.007860052430623909,2.689722415449021,15.96871938109398,0.0009710987678862466,809.65,1.6414854973554611,233,0.1152099609375,0.947149483859539,0.9151732568861917
4239360,4975.0,825.0,4027.5,414,-0.006962689720239723,3.809235571172356,15.968719345331191,0.0007814059909894483,802.24,1.6461709953844548,233,0.0834716796875,0.952358265966177,0.9504086432978511
