episode_length,frames,grad_norm,explained_variance,policy_entropy,policy_loss,q_loss,policy_gradient_bias_correction,P09:episode_rewards,avg_q_selected,epoch_idx,model_prob_std,rollout_prob_std,P01:episode_rewards,avg_q_retraced,PMM:episode_rewards,fps,advantage_norm,policy_gradient_loss
0,7200,0.044341599396932226,-83.40630111694335,2.1872236808141072,0.00011469926940132306,0.0001847159449728982,0.0,0.0,-0.0030597133203021563,1,0.009121526257755856,0.009121526319844028,0.0,-0.0033102823479566725,0.0,333,0.029440440672139325,0.00011469926940132306
0,14400,0.035536030769620634,-232.94035654067994,2.1933515787124636,1.627448906826127e-05,0.00013564305039229414,0.0,0.0,-0.00190851319059675,2,0.0062671789744247995,0.006267179020990928,0.0,-0.0020378015543731937,0.0,216,0.01569298057196041,1.627448906826127e-05
0,21600,0.002167310775268218,-43.217005443573,2.196970319747925,2.10442147372684e-05,1.3615778273864028e-05,0.0,0.0,-0.0011939147461816901,3,0.0023208757241566977,0.002320875731917719,0.0,-0.001333256903308211,0.0,260,0.012641103705391288,2.10442147372684e-05
0,28800,0.0029267735050898633,-32.67659638722738,2.1966021060943604,3.3636413636865355e-05,1.953146393134375e-05,0.0,0.0,-0.0015237120795063674,4,0.0037881137492756047,0.0037881137686781585,0.0,-0.0015417685421804587,0.0,280,0.02772532181503872,3.3636413636865355e-05
0,36000,0.0011345284975680635,-84.89293432235718,2.1970369974772135,2.413623808479315e-05,9.65933213592507e-06,0.0,0.0,-0.0011181173632697514,5,0.0018127692067840446,0.0018127691737997035,0.0,-0.0011245907284319402,0.0,303,0.012161786605914434,2.413623808479315e-05
3324.75,43200,0.00168576560485244,-38.18293418884277,2.1969340483347577,3.656235024915115e-05,1.0528189644295102e-05,0.0,0.0,-0.0010727278907628108,6,0.0024300439360861975,0.0024300439399667084,0.0,-0.001122425537323579,0.0,324,0.018759222763280074,3.656235024915115e-05
3324.75,50400,0.0013325251093715548,-43.72633040746053,2.1971053759257,2.4558252436079897e-05,6.802263707565241e-06,0.0,0.0,-0.000690842642992114,7,0.001243116401989634,0.0012431164000493784,0.0,-0.0005887205916224048,0.0,342,0.007557845301926136,2.4558252436079897e-05
3324.75,57600,0.0008516119337482599,-41.9943331082662,2.1971710602442425,-1.1578123942020587e-05,3.7462022305589927e-06,0.0,0.0,0.00024119850131683053,8,0.0010931091615930199,0.001093109140250211,0.0,0.0002457737199923334,0.0,356,0.00628556557931006,-1.1578123942020587e-05
3324.75,64800,0.0008999839078309951,-33.175958251953126,2.1970792531967165,1.7691762411686796e-05,5.276160883719664e-06,0.0,0.0,-0.0007481743178990049,9,0.0016632628918159752,0.0016632628762939324,0.0,-0.0007102831693676611,0.0,368,0.012654564219216506,1.7691762411686796e-05
3324.75,72000,0.0006527850100917041,-91.22537320454916,2.1971320788065594,8.50340715932892e-06,3.7822520880581577e-06,0.0,0.0,-0.00040177326736738904,10,0.0011856634761594858,0.0011856634635478258,0.0,-0.00034749464054281514,0.0,379,0.00917584124642114,8.50340715932892e-06
3324.75,79200,0.0009058586526106808,-27.4435319741567,2.1970712184906005,9.203368719094367e-06,4.567014298118011e-06,0.0,0.0,-0.0004895950269201421,11,0.0018066309751399482,0.0018066310071541618,0.0,-0.0004823162312580583,0.0,389,0.014517073729075491,9.203368719094367e-06
3324.2916666666665,86400,0.00030782291729096505,-59.54995374679565,2.19720090230306,5.356356040545999e-06,1.6527384559594792e-06,0.0,0.0,-6.235934714974671e-05,12,0.0005797386829120417,0.0005797386916431909,0.0,-4.0118445728391334e-05,0.0,396,0.0045011449372395875,5.356356040545999e-06
3324.2916666666665,93600,0.0006805595778518587,-27.150017388661702,2.1971808513005575,-4.49732689086583e-06,2.2520280348696056e-06,0.0,0.0,0.00029491180181745826,13,0.0007620151368125032,0.0007620150834554806,0.0,0.0003316950103301982,0.0,402,0.0044245781687398756,-4.49732689086583e-06
3324.2916666666665,100800,0.00030860789871287156,-51.782282988230385,2.197209135691325,-6.7158185705314585e-06,1.4093056506681023e-06,0.0,0.0,0.00020512219228597435,14,0.0005033662368077785,0.0005033662542700768,0.0,0.0001792782147579904,0.0,408,0.0036548242749025422,-6.7158185705314585e-06
3324.2916666666665,108000,0.0006859386156079671,-27.20692213376363,2.1971346219380696,4.7785960380982335e-06,2.758466356074981e-06,0.0,0.0,-0.0002172833691777972,15,0.0014359117990049223,0.0014359117825127516,0.0,-0.00020222435073264934,0.0,413,0.012112267621948074,4.7785960380982335e-06
3324.2916666666665,115200,0.0002570514621950803,-104.8272255261739,2.1972007751464844,-3.952641922448189e-06,1.0525910501731535e-06,0.0,0.0,0.00010956488016139095,16,0.0005258981177272896,0.000525898113361715,0.0,0.00011529953480930999,0.0,416,0.0039756710602280995,-3.952641922448189e-06
3324.527777777778,122400,0.0005412363276776672,-24.65887430539207,2.1971576342412407,3.5354252597220874e-06,2.0753177741520786e-06,0.0,0.0,-2.515347137277208e-05,17,0.00119037724131467,0.0021383771950682522,0.0,-2.2535363368660902e-05,0.0,415,0.01033079511135362,3.5354252597220874e-06
3324.527777777778,129600,0.00022782645601059027,-27.635824910894275,2.1972081481779697,-3.876310894572732e-06,6.806682603197247e-07,0.0,0.0,0.00018480749017088733,18,0.0005332960733592881,0.002829695452072542,0.0,0.00017563453721868903,0.0,407,0.004639026842970264,-3.876310894572732e-06
3324.527777777778,136800,0.00019502561263724916,-21.344999354841217,2.1972135698732247,-3.7978696484856274e-06,4.839262742489186e-07,0.0,0.0,0.00014419132013617904,19,0.00047972369930176736,0.0024272657676009607,0.0,0.00013826854058513003,0.0,402,0.003925633715542967,-3.7978696484856274e-06
3324.527777777778,144000,0.0001543534340542361,-44.09286971125023,2.1972167052383775,-2.1234241433706793e-06,3.314742728186302e-07,0.0,0.0,9.386245710665826e-05,20,0.0003961339098630983,0.0019256685802748798,0.0,8.344789433491486e-05,0.0,397,0.003678479160115732,-2.1234241433706793e-06
3324.527777777778,151200,0.0001091316970483252,-94.07513275762714,2.1972191781499393,-2.8612011967773564e-06,2.6930717866023497e-07,0.0,0.0,8.089673604505277e-05,21,0.0003240272228673329,0.00232123405416024,0.0,7.768942621129414e-05,0.0,393,0.0029654842435818513,-2.8612011967773564e-06
3324.527777777778,158400,0.00013105042368380436,-22.637768950292045,2.1972187701861063,6.001135822265011e-08,2.5561100488777135e-07,0.0,0.0,6.973312376697013e-05,22,0.00034972182686581783,0.002744492484463181,0.0,6.387193242337012e-05,0.0,388,0.003340336462711021,6.001135822265011e-08
3324.625,165600,9.269205520210378e-05,-72.67519104475066,2.1972209766743678,-1.3488175003449068e-06,1.411188767348153e-07,0.0,0.0,7.521197562125183e-05,23,0.0002548321197116907,0.0020140247892109146,0.0,7.619742798534203e-05,0.0,386,0.002348361130682442,-1.3488175003449068e-06
3324.625,172800,0.00011711045947865586,-38.907563606742734,2.1972206633123483,-8.051196326166559e-07,2.1197702565529249e-07,0.0,0.0,6.749318514423722e-05,24,0.00025989341643064867,0.002108468798712742,0.0,6.279300846066531e-05,0.0,382,0.002495055595460466,-8.051196326166559e-07
3324.625,180000,7.405884474260112e-05,-192.3883864098125,2.197222085711817,-1.2506915901738418e-06,1.337177571194336e-07,0.0,0.0,5.18477264949107e-05,25,0.00021123734743151354,0.002074134345445706,0.0,4.472872010834201e-05,0.0,379,0.001963563762401415,-1.2506915901738418e-06
3324.625,187200,8.679579380896776e-05,-19.096028210142304,2.1972212077637825,-3.7408587167107793e-07,1.40961295677412e-07,0.0,0.0,3.7613684798701286e-05,26,0.00025830412328937513,0.0018161159527169722,0.0,3.8919078511283085e-05,0.0,376,0.0024406173408151417,-3.7408587167107793e-07
3324.625,194400,4.951121110480647e-05,-122.87942066455012,2.197222984376408,-1.0364279168870012e-06,6.89475200162508e-08,0.0,0.0,5.214188634984568e-05,27,0.00016986605526004238,0.0016233841314392014,0.0,4.292819844843665e-05,0.0,376,0.0015569081629616577,-1.0364279168870012e-06
3324.633333333333,201600,7.668214887739444e-05,-56.86945854608738,2.1972217511373855,-5.129436903841689e-07,1.1552772128443404e-07,0.0,0.0,1.7503298509789077e-05,28,0.00023696686247091301,0.001980779315479465,0.0,1.6816541939456828e-05,0.0,373,0.0022877452587244844,-5.129436903841689e-07
3324.633333333333,208800,6.494212560561584e-05,-249.89454153306903,2.1972224907080338,2.864400336117296e-07,1.5294552897111163e-07,0.0,0.0,1.946641949940739e-05,29,0.00017136781937714267,0.0019792215585097334,0.0,2.4922213865213255e-05,0.0,372,0.0016885375899645231,2.864400336117296e-07
3324.633333333333,216000,5.9417503639870264e-05,-125.05506576356434,2.19722280069003,-1.5069503092851685e-06,9.7535791416239e-08,0.0,0.0,4.265945161218302e-05,30,0.00018025889943521813,0.001814068811531075,0.0,3.8204943564531435e-05,0.0,372,0.001584652780299173,-1.5069503092851685e-06
3324.633333333333,223200,5.408407212558661e-05,-304.0562029848622,2.1972231033712464,-4.148801721481792e-08,7.970833991193273e-08,0.0,0.0,1.7890331709233963e-05,31,0.00016848619527515905,0.0019643827997338024,0.0,2.066582053217754e-05,0.0,370,0.001590058243702573,-4.148801721481792e-08
3324.633333333333,230400,6.744692289411895e-05,-585.992529775617,2.1972229119583413,5.972398026214341e-07,7.150116668393207e-08,0.0,0.0,2.316630462172558e-05,32,0.00017471677768769224,0.0017295298308427633,0.0,2.259896923131946e-05,0.0,368,0.0017611923209476775,5.972398026214341e-07
3324.633333333333,237600,5.371985469554111e-05,-166.63104125643218,2.1972230730895643,-5.234051587863662e-07,8.95374699830048e-08,0.0,0.0,1.817055834511326e-05,33,0.00016964632122128223,0.0017012402197236008,0.0,1.6965584175410334e-05,0.0,367,0.0017090709710457846,-5.234051587863662e-07
3324.652777777778,244800,4.826916589445604e-05,-188.1601906977542,2.1972234461558675,-1.1473836560026542e-06,5.2396493197160626e-08,0.0,0.0,1.8954954229515193e-05,34,0.00015096070692153556,0.0015266394977350797,0.0,1.949296816347666e-05,0.0,366,0.0014241255969402657,-1.1473836560026542e-06
3324.652777777778,252000,6.0724827671776856e-05,-151.56140218954235,2.19722313150527,-4.1062141910825247e-07,1.661169178301638e-07,0.0,0.0,1.92887689788027e-05,35,0.00015399409434852684,0.0015223935235507094,0.0,1.8232355245803183e-05,0.0,364,0.0015154627637048179,-4.1062141910825247e-07
3324.652777777778,259200,4.960898827051415e-05,-541.13109807238,2.197223533182949,-4.396638173016412e-07,7.996689137441881e-08,0.0,0.0,6.647700215598121e-06,36,0.00013845900096204664,0.001691851073872175,0.0,7.477938455134656e-06,0.0,363,0.0013086349309774593,-4.396638173016412e-07
3324.652777777778,266400,4.774217104760449e-05,-110.51348500679885,2.1972235745096964,-2.0514002137123508e-07,1.007449040863182e-07,0.0,0.0,-6.154806835110131e-06,37,0.00014723395356917363,0.0019063179455704252,0.0,-4.140473065212919e-06,0.0,362,0.0015765510930442173,-2.0514002137123508e-07
3324.652777777778,273600,5.565663991122004e-05,-446.3192492915501,2.1972236278063977,3.3053493208615107e-07,8.936237590748294e-08,0.0,0.0,-3.16768349113348e-06,38,0.00013577978455936308,0.001889787177224979,0.0,-1.3725726350350455e-06,0.0,361,0.0014586200354562609,3.3053493208615107e-07
3324.5833333333335,280800,3.9772757245443655e-05,-92.71433745206349,2.1972236018521447,-4.913850878625095e-07,8.456125869100575e-08,0.0,0.0,-3.0060120758513956e-06,39,0.00014563877547805042,0.0013263901602533136,0.0,-2.7815250298597186e-06,0.0,361,0.0014551791068447887,-4.913850878625095e-07
3324.5833333333335,288000,4.1465429195382485e-05,-358.94191307722565,2.197224110065314,-1.416704701020882e-07,7.353900547783824e-08,0.0,0.0,-5.067531152519605e-07,40,0.0001168581874868737,0.0015493099430277072,0.0,1.1754181198236515e-07,0.0,360,0.0012207256507673462,-1.416704701020882e-07
3324.5833333333335,295200,6.328468471565859e-05,-26.86770236888102,2.19722330642125,-1.7279434411349597e-07,8.86905471411196e-08,0.0,0.0,2.5276590998041163e-06,41,0.00014462255554152518,0.001845473643678642,0.0,1.5877833524597613e-06,0.0,359,0.0014086396577630013,-1.7279434411349597e-07
3324.5833333333335,302400,3.443543968985879e-05,-683.273718945671,2.1972239537813048,-1.6910723751649048e-07,4.230059379957429e-08,0.0,0.0,-1.3122329080406314e-05,42,0.0001215548180856071,0.0014679801382145143,0.0,-1.3584051823985252e-05,0.0,359,0.0011727632990285502,-1.6910723751649048e-07
3324.5833333333335,309600,5.2388703535438986e-05,-317.6778442569952,2.1972235772628634,4.7274761580279006e-07,6.635631818755736e-08,0.0,0.0,-1.4497601229932241e-05,43,0.00014409534123739146,0.001372818843707286,0.0,-1.273188407328319e-05,0.0,359,0.0015227085864417528,4.7274761580279006e-07
