policy_loss,P01:episode_rewards,epoch_idx,grad_norm,P09:episode_rewards,PMM:episode_rewards,approx_kl_divergence,explained_variance,frames,clip_fraction,value_loss,advantage_norm,policy_entropy,fps,episode_length
0.009674594678654103,25.0,1,31.81716443046909,212.5,118.26923076923077,0.009541990350045253,0.11747193969786167,10240,0.35927734375,0.9443330745212734,15.968719345331191,1.5673242807388306,194,342.15384615384613
-0.002050614896143088,25.0,2,2.7549464549885263,225.0,133.92857142857142,0.0021426774116665936,0.16388359665870667,20480,0.1319580078125,0.12126318369992077,15.968719291687012,1.6651897564530374,184,346.10714285714283
-0.0033530561260704415,25.0,3,2.452700900026469,285.0000000000001,164.367816091954,0.001827178080782526,0.20809484012424945,30720,0.10732421875,0.1091889145085588,15.968719178438187,1.6962538488209247,186,350.64367816091954
-0.00340551326116838,50.0,4,2.4793959258956217,527.5000000000002,214.5,0.0017481784452914532,0.4901584830135107,40960,0.0947509765625,0.12773344381712376,15.968719244003296,1.6987786546349526,188,359.66
-0.004582560498420207,75.0,5,3.204517746683856,552.5000000000002,249.0,0.0022936096645028966,0.5900935277342796,51200,0.1428466796875,0.1275176870636642,15.968719238042832,1.6921715967357158,190,365.79
-0.004163500864888192,97.5,6,2.8723813896770656,550.0,263.75,0.002054820149124041,0.6301542237401009,61440,0.1221923828125,0.1274117642082274,15.968719339370727,1.7111051201820373,190,367.4
-0.004907778713095468,100.0,7,2.891311328839001,527.5000000000002,260.25,0.002250755921159315,0.7369730971753597,71680,0.1377197265625,0.12655112803913654,15.968719351291657,1.7176816023886203,189,362.55
-0.005496936554118292,100.0,8,2.9328932154344605,502.5000000000002,254.75,0.002443701352308692,0.743597200885415,81920,0.1548583984375,0.12140288227237761,15.96871924996376,1.7132943630218507,191,357.55
-0.004703600410721265,100.0,9,2.4717281159187863,502.5000000000002,263.75,0.0019678086339811893,0.7447479926049709,92160,0.114453125,0.11213094894774259,15.968719124794006,1.7121806800365449,189,362.21
-0.005424031443544664,100.0,10,2.4925090576362345,500.0,264.75,0.001945848223101921,0.749780697748065,102400,0.116357421875,0.12849714406765997,15.968719416856766,1.7002619624137878,189,364.19
-0.005888439124646538,125.0,11,2.1506657577379977,507.5000000000006,271.5,0.001989089030030567,0.7774418964982033,112640,0.119482421875,0.11340441261418163,15.968719214200974,1.7088354147970677,189,369.81
-0.006628042183365324,150.0,12,2.3211497971583532,577.5000000000002,284.25,0.002023642239419415,0.7905912905931473,122880,0.1285400390625,0.12014019598718732,15.968719285726547,1.7150454744696617,190,366.33
-0.006867453299491899,150.0,13,2.2491622377179343,600.0,291.75,0.002000561307704924,0.7671255458146333,133120,0.1203369140625,0.13209382332861425,15.968719267845154,1.7067132122814654,190,366.42
-0.007540150237036869,175.0,14,1.9524014879404585,577.5000000000002,305.5,0.002452428741480884,0.8699522830545903,143360,0.157568359375,0.08336795892100782,15.968719321489335,1.713036262243986,190,373.84
-0.007559984193358104,175.0,15,1.9048743363935223,555.0000000000005,314.75,0.001946515447116582,0.8411524057388305,153600,0.117529296875,0.09233614651020616,15.968719327449799,1.7220839276909827,191,379.57
-0.006344381271992461,175.0,16,2.0013079166325887,552.5000000000002,329.0,0.0016540950384981428,0.7785333730280399,163840,0.09853515625,0.12071954340208321,15.968719339370727,1.7282799772918225,190,390.9
-0.005604070760455215,200.0,17,2.3585456576141306,600.0,348.0,0.0016868040135480141,0.7997854720801115,174080,0.103857421875,0.12830069875344635,15.968719446659088,1.7330816090106964,191,397.33
-0.007838019317932775,200.0,18,1.9230753458796503,600.0,352.75,0.0021854899218968055,0.7660494755953551,184320,0.136767578125,0.12728351585101336,15.968719321489335,1.7000675670802594,191,390.84
-0.008264764464547625,200.0,19,1.777730200704281,600.0,350.0,0.0019299788855735346,0.7851523008197546,194560,0.12412109375,0.1002008501207456,15.968719333410263,1.711625909805298,190,390.6
-0.00716146707709413,225.0,20,2.2062263020314146,625.0,359.75,0.002078566970226607,0.8199526485055685,204800,0.1328125,0.13309105574153363,15.968719357252121,1.7245648577809334,190,395.66
-0.007270541063917335,200.0,21,2.5811455223133897,600.0,349.5,0.0020584488268471507,0.7634473107755184,215040,0.127197265625,0.1768465408589691,15.968719214200974,1.7196758314967155,191,388.36
-0.007628840568213491,200.0,22,1.9711210645592434,625.0,364.5,0.0023742720203020476,0.8536464180797338,225280,0.15283203125,0.11927718711085618,15.968719124794006,1.71665064021945,191,396.07
-0.008693742960167583,200.0,23,2.255090883834222,602.5000000000002,367.5,0.002169698447301262,0.7924963954836131,235520,0.13466796875,0.14838801079895347,15.968719226121902,1.7286989346146584,191,400.3
-0.009553434010740602,197.5,24,2.0200757119268498,625.0,378.75,0.002508513564589787,0.855933440849185,245760,0.1632568359375,0.12229276597499847,15.968719118833542,1.7267612397670746,191,404.31
-0.0075999673659680415,200.0,25,2.0533513002508403,625.0,387.75,0.00206933361806162,0.7991239342838525,256000,0.1253662109375,0.13180699415970593,15.968719220161438,1.737044033408165,191,413.15
-0.008676287622802193,175.0,26,1.7240597818226688,625.0,379.25,0.002076929621023528,0.7954001445323229,266240,0.1285400390625,0.12146294377744198,15.968719291687012,1.7300936944782734,191,413.1
-0.009733611315459712,175.0,27,1.7243016828189628,675.0,397.75,0.0025136782281268075,0.8154876235872507,276480,0.1533447265625,0.11275888939853758,15.968719255924224,1.7220237895846366,191,417.05
-0.008562556240030971,175.0,28,1.7143826522394776,675.0,396.25,0.0020938961123195474,0.7800877653062344,286720,0.128271484375,0.12885216339491307,15.96871924996376,1.7220053575932979,191,419.54
-0.010299274981662165,175.0,29,1.6629120069629912,675.0,413.25,0.0024647542725691218,0.8805053025484085,296960,0.1642333984375,0.09187204060144723,15.96871920824051,1.7095596574246883,192,427.12
-0.009089027071604505,200.0,30,1.8031783916165716,675.0,432.25,0.0024397393755864975,0.8373064987361432,307200,0.1507080078125,0.14069682385306806,15.968719279766082,1.7218274600803851,191,434.66
-0.008602484266157262,200.0,31,2.1175393677452563,675.0,431.25,0.0019764604913237393,0.8342196401208639,317440,0.1282958984375,0.16393735981546342,15.9687191426754,1.7193945556879044,192,432.6
