episode_length,P09:episode_rewards,value_loss,policy_loss,explained_variance,fps,epoch_idx,P01:episode_rewards,frames,policy_entropy,grad_norm,PMM:episode_rewards,advantage_norm
215.61,6.0,0.004968145629827631,-0.0010262162150684161,0.952807531952858,270,44,0.0,352000,1.364048101902008,0.17738065719748863,2.28,0.7582619951665401
216.15,6.0,0.005729297792422585,-0.0023288940408019696,0.9390397882461547,271,45,0.0,360000,1.352460116147995,0.2005363747750638,2.37,0.8435744209587575
205.87,6.0,0.004161454986315221,-0.0002415249401383335,0.9591403311491012,271,46,0.0,368000,1.347194482088089,0.1626946504925648,2.1,0.7001747439801693
210.65,6.200000000000017,0.0066134372149826955,-0.0007660082573420368,0.9195451927185059,272,47,0.0,376000,1.363065688610077,0.23254764866350705,2.31,0.913251515775919
212.33,5.0,0.008252611890202387,-0.0006226654125930509,0.905569349527359,273,48,0.0,384000,1.3694273567199706,0.23611077985817988,2.32,1.0193650671839714
213.45,5.0,0.007898419300909154,-0.0009057996940100566,0.8961332643032074,273,49,0.0,392000,1.371328011751175,0.2329027728200855,2.29,1.0094848746061325
218.9,5.1000000000000085,0.009160199261677916,3.831661015283316e-06,0.9106858640909195,273,50,0.0,400000,1.3593207275867463,0.25000234298385715,2.4,1.097181095778942
215.72,5.1000000000000085,0.005605757322628051,-0.0003103440414997749,0.9391550415754318,273,51,0.0,408000,1.3620305490493774,0.20028172551490425,2.25,0.8406731615960598
217.29,6.1000000000000085,0.005435361414856743,-0.0005210608904599212,0.9434203606843948,273,52,0.0,416000,1.360694180727005,0.19306136844408284,2.37,0.8274220696091652
203.02,6.0,0.004784562514396384,-0.002319546637154417,0.9500424665212631,273,53,0.0,424000,1.3417585647106172,0.1838202600386046,1.99,0.7786573107540607
217.13,6.0,0.006276208707422484,0.0006363992235856131,0.9324166476726532,273,54,0.0,432000,1.343978841304779,0.2001866398523241,2.35,0.8386678102612496
218.48,8.0,0.0056979318021330985,-1.0906773386523128e-05,0.9440755063295364,273,55,0.0,440000,1.3599274611473084,0.20428545445719212,2.47,0.8577503338456154
222.16,6.0,0.009330875138402916,-0.0020477950357599183,0.8914979171752929,274,56,0.0,448000,1.3587625873088838,0.2607024237284008,2.57,1.126039357483387
214.9,5.0,0.010104356430238113,-0.0013615031128256306,0.8766288948059082,274,57,0.0,456000,1.3581289339065552,0.29719052325913126,2.38,1.1626203167438507
207.14,5.0,0.007892681176890619,-0.0016854973815497941,0.9046697700023651,274,58,0.0,464000,1.3552648627758026,0.25344587045679434,2.16,1.0076157426834107
208.77,5.0,0.009030464499955997,-0.0015462116096750832,0.9120066821575165,274,59,0.0,472000,1.350657856464386,0.27112520336140467,2.15,1.1163092613220216
204.85,5.0,0.0064964108413551,-0.00010510845791031898,0.9151350367069244,274,60,0.0,480000,1.3584750056266786,0.21653311989186727,2.01,0.9057899913191796
225.65,5.1000000000000085,0.005031058274325915,-0.0013400959251157474,0.9501658022403717,275,61,0.0,488000,1.3315296483039856,0.19337220290483081,2.46,0.8184288945794106
240.6,6.300000000000026,0.006489443487953395,-0.0005755962172406725,0.9379260784387589,274,62,0.0,496000,1.3370012378692626,0.22572808246826337,2.97,0.9250364238023758
263.86,9.0,0.006022378905909136,-0.001037472261232324,0.8691135293245316,274,63,0.0,504000,1.3543983972072602,0.20879699024687295,3.61,0.9107606241106987
257.08,9.0,0.008487957923207431,-0.0019649394886801018,0.9211851578950881,274,64,0.0,512000,1.3433129644393922,0.25981509628059435,3.55,1.0663350200653077
242.38,7.0,0.008361182236112654,-0.0008183161255146843,0.9214351797103881,274,65,0.0,520000,1.3515773344039916,0.2594504152550701,3.03,1.0797401028871536
243.05,6.0,0.009776218072511255,-0.0021402016485080823,0.8955354398488998,275,66,0.0,528000,1.3281418883800507,0.2713061854828973,3.01,1.1563061478734016
222.48,6.0,0.013503526190761476,-0.005571480815851828,0.7844168293476105,275,67,0.0,536000,1.2734911465644836,0.3226782995121972,2.65,1.3681797543168068
225.48,6.0,0.011938851787708699,-0.004138375357724726,0.8698452526330948,276,68,0.0,544000,1.2987209904193877,0.3135972802300364,2.88,1.315843760371208
233.7,7.1000000000000085,0.008040917491307482,-0.0024771052098367364,0.9141875195503235,276,69,0.0,552000,1.2838925504684449,0.2725973495649736,3.23,1.0458121675252914
262.68,8.100000000000009,0.008339096702402458,-0.0008001627220073715,0.8993626117706299,276,70,0.0,560000,1.321020177602768,0.25165895949894773,3.72,1.0687209609150887
261.57,9.0,0.007935580053017475,-0.0004421501005708706,0.913554937839508,276,71,0.0,568000,1.3265709340572358,0.24925990172736587,3.63,1.0420144838094711
236.2,7.0,0.006734700601082295,-0.0011331310219247826,0.935353798866272,276,72,0.0,576000,1.3397966885566712,0.2451296739145122,2.85,0.9377874118089676
225.42,7.0,0.008586345337098464,-0.0025918539574195164,0.9117515373229981,276,73,0.0,584000,1.3282008683681488,0.269255370851487,2.59,1.0867523756623267
219.21,5.0,0.008323348861886189,-0.0026933083080803045,0.9201922982931137,276,74,0.0,592000,1.3253054583072663,0.27044550463451095,2.49,1.0708546915650368
223.69,6.1000000000000085,0.00834541949618142,-0.0010633990982387331,0.9008585602045059,277,75,0.0,600000,1.3041632604598998,0.2739409707671113,2.71,1.0629939728975295
235.38,6.0,0.0093689107906539,-0.002791067620855756,0.890552412867546,277,76,0.0,608000,1.3051864612102508,0.2804980485785525,2.98,1.1288863292336464
235.42,7.0,0.008283263784833253,-0.000723314449423924,0.9065809130668641,277,77,0.0,616000,1.3063979184627532,0.26914486117547737,3.17,1.0781050661206246
237.89,7.0,0.007749608530430123,-0.0013440896998508833,0.8752103108167648,277,78,0.0,624000,1.3273408699035645,0.2656178130712423,3.26,1.05229992300272
240.33,8.100000000000009,0.010004912856966258,-0.0001270630357976188,0.8870283842086792,277,79,0.0,632000,1.3019153237342835,0.30606300360654903,3.35,1.1795048159360886
247.12,8.100000000000009,0.009084529486717657,-0.0015771212289109825,0.9031298059225082,277,80,0.0,640000,1.319336245059967,0.2730230581250768,3.4,1.1294352874159812
250.14,9.0,0.009333328460343182,-0.0010890442883828655,0.8985578334331512,276,81,0.0,648000,1.3053601503372192,0.2926636457184369,3.67,1.1580964601039887
250.44,9.0,0.008009608536958694,-0.0035593472755863333,0.9164291137456894,277,82,0.0,656000,1.3096325552463532,0.2700282114807502,3.84,1.0482623705267906
254.22,9.0,0.009322916949167847,-0.002894909202150302,0.9095695281028747,277,83,0.0,664000,1.2969596564769745,0.30645664757452,3.92,1.1524748343229294
260.02,9.0,0.008937338980613276,-0.0027899896109011024,0.8965741324424744,277,84,0.0,672000,1.2872596406936645,0.262707000367379,4.04,1.1164077979326248
256.73,8.100000000000009,0.009380716332234442,-0.001173744072439149,0.8936396580934525,277,85,0.0,680000,1.3106012630462647,0.28142856508863545,3.71,1.146617475748062
255.79,8.0,0.009969538962468504,-0.0021570564489229583,0.881216921210289,277,86,0.0,688000,1.3057054734230042,0.2710334603521673,3.69,1.1964458793401718
256.46,8.100000000000009,0.008861794114345685,-0.0028774828679161146,0.8863384407758713,277,87,1.0,696000,1.315459966659546,0.28643070299593903,3.72,1.135775694847107
252.75,8.0,0.008921221697237343,-0.0012519587407587096,0.8999750733375549,277,88,1.0,704000,1.3096720206737518,0.27535975679840613,3.74,1.118769363462925
254.1,8.100000000000009,0.008632674447726458,-0.004209551852982258,0.911917240023613,277,89,1.0,712000,1.3221989583969116,0.28768704441539616,3.78,1.1169822764396669
259.54,8.0,0.007795724524185061,-0.0027795323167811147,0.9070134443044663,277,90,0.9000000000000004,720000,1.3085032951831819,0.2619237251872136,3.86,1.0457038897275925
265.02,7.1000000000000085,0.00977695502457209,-0.0034139820987184066,0.8943483436107635,278,91,0.9000000000000004,728000,1.3035333454608917,0.30075514127693315,3.88,1.1918732941150665
271.16,7.1000000000000085,0.013421039711683989,-0.0056154738875920885,0.8248915421962738,278,92,1.0,736000,1.2952181828022002,0.3567242423898426,4.07,1.40463682949543
279.63,9.0,0.010102738661225885,-0.00042926355614326896,0.8715773415565491,278,93,1.0,744000,1.2831539112329482,0.2941627256840313,4.31,1.2002642810344697
284.75,9.0,0.009316546104382723,-0.002312012188449444,0.8932137358188629,278,94,1.0,752000,1.2775547182559968,0.29458312560845545,4.55,1.1715497386455536
288.14,10.0,0.011171825276687742,-0.0026359651976963507,0.8752125424146652,278,95,1.0,760000,1.3010374128818512,0.33435276531843106,4.85,1.2815094023942948
292.46,10.0,0.012933420101180673,-0.002822657587530557,0.8569502764940262,278,96,1.0,768000,1.2855044877529145,0.3446381713597749,5.0,1.3714853739738464
299.31,10.0,0.013055610787123442,-0.005371488410746679,0.8665066647529602,278,97,1.0,776000,1.2444544553756713,0.35041396093030436,5.22,1.3930788660049438
296.42,11.0,0.01083571424242109,-0.003596617589573725,0.8844877827167511,278,98,1.0,784000,1.2505187225341796,0.34336632264761746,5.38,1.2611980509757996
305.28,11.0,0.010339993395609781,-0.0024320656270720065,0.8909574973583222,278,99,1.9000000000000004,792000,1.250428283214569,0.3020895616284113,5.74,1.2172783976793289
310.53,11.0,0.01548703234642744,-0.003812913674628362,0.8029503148794174,278,100,2.0,800000,1.259741690158844,0.3858380958644254,5.92,1.507769642472267
311.61,11.0,0.02049688914557919,-0.007849167405802292,0.7867289298772812,278,101,2.0,808000,1.2363137412071228,0.49231018911767704,6.0,1.643195229768753
300.79,10.0,0.013562125179450959,-0.0010133673949167133,0.8458800953626633,279,102,2.0,816000,1.2576730501651765,0.37629841852025836,5.47,1.4169838619232178
307.83,9.100000000000009,0.01919314794242382,-0.007114172481669812,0.8440863424539566,279,103,2.0,824000,1.2213341856002808,0.47168689515967716,5.43,1.455154972076416
312.47,10.100000000000009,0.017341974389273672,-0.0016968139458913357,0.7869825637340546,279,104,2.0,832000,1.2338927173614502,0.4563179824571202,5.68,1.5830847376585007
331.37,11.0,0.019345591012388468,-0.002710137537942501,0.7853481465578079,279,105,2.0,840000,1.219751558303833,0.4710365209032205,6.24,1.7092564743757248
347.82,11.100000000000009,0.015516274522524328,-0.00793921849457547,0.820482566356659,279,106,2.0,848000,1.2263001966476441,0.41809347499576416,6.62,1.518613286614418
354.81,11.0,0.01638228283263743,-0.0017672692318774351,0.8048350435495376,279,107,3.0,856000,1.2270647084712982,0.4333874260261173,6.85,1.4857238930463792
360.38,12.0,0.016745380614884196,-0.003146720140503021,0.8249465888738632,279,108,3.0,864000,1.2400060498714447,0.42211519873841374,6.94,1.5620535933971404
359.47,12.0,0.013811173271387816,-0.0033747976255835963,0.8579748249053956,279,109,3.0,872000,1.2436483490467072,0.38648711692090304,7.04,1.4465613961219788
361.5,12.0,0.017394499885849655,-0.003936433009366738,0.8000959396362305,279,110,3.0,880000,1.2161743998527528,0.4271738059483652,7.37,1.6175061911344528
357.77,12.0,0.015052775354124606,-0.004422386650985572,0.8314006203413009,279,111,3.0,888000,1.2443074989318847,0.4202839309511217,7.31,1.4997057485580445
354.83,12.0,0.01688249349594116,-0.0038202410528901964,0.8139597517251969,279,112,4.0,896000,1.2228973031044006,0.4301723587946109,7.51,1.5930338048934936
344.29,11.0,0.013653288329951465,-0.005225493782490958,0.8467899775505066,279,113,3.0,904000,1.197101700901985,0.4357239581909479,7.08,1.4185259014368057
337.95,10.0,0.015319997048936784,-0.00273266633041203,0.8052875483036042,279,114,3.0,912000,1.2266264498233794,0.4183832099319028,6.51,1.5157816576957703
347.3,11.0,0.01530178528279066,-0.002348925562182558,0.8225113368034362,279,115,3.0,920000,1.1895331358909607,0.4253257154528363,6.76,1.5093986475467682
348.27,11.0,0.012085255654528736,-0.003326971459609922,0.8660179108381272,279,116,3.0,928000,1.2427101457118988,0.3829914764410434,6.69,1.3518918925523757
363.01,12.0,0.01522471675183624,-0.002566458908695495,0.8370504534244537,279,117,3.0,936000,1.2419972443580627,0.38287999995541305,7.33,1.5155256563425064
372.68,12.100000000000009,0.016010864381678404,-0.003202598607604159,0.8194548088312149,279,118,3.9000000000000004,944000,1.201716752052307,0.4365412369774663,7.68,1.555210615992546
378.55,13.0,0.021192567483522,-0.005781318251392804,0.7724156635999679,279,119,4.0,952000,1.2199610006809234,0.4706816029037792,7.98,1.7867195522785186
381.57,13.0,0.01547646805178374,-0.0036716262577101587,0.8213044613599777,279,120,4.0,960000,1.2267492532730102,0.4269153544296655,8.06,1.5278347885608674
383.99,13.0,0.01649195231497288,-0.0040358836180530485,0.8114076936244965,279,121,4.0,968000,1.2329043984413146,0.4084312513385309,8.15,1.5776983112096787
382.49,13.0,0.021063670213334263,-0.006323668949771672,0.7717181074619294,279,122,4.0,976000,1.2270959013700484,0.5265094749586389,7.91,1.7809027063846588
388.02,12.100000000000009,0.017589017068967223,-0.0015366315217397641,0.7991054129600524,279,123,4.0,984000,1.2036952555179596,0.44036068094461606,7.94,1.6313386392593383
387.67,12.0,0.017170376542489974,-0.004796117514779326,0.8084043753147125,279,124,4.0,992000,1.226238442659378,0.43355581894994716,7.87,1.6159318155050277
391.2,12.0,0.016740947449579834,-0.006176930472720415,0.7831791180372238,280,125,4.0,1000000,1.2236561238765717,0.444673717594207,7.94,1.5903243339061737
374.26,12.0,0.024117170814424754,-0.012289696905063464,0.6647023606300354,280,126,3.0,1008000,1.0954084622859954,0.5650422158147008,7.5,1.8393425315618515
315.43,12.0,0.014416493766475469,0.0023309575422899797,0.8270573848485947,280,127,0.0,1016000,1.1460027748346329,0.4176971243714583,6.18,1.4482300686836242
310.74,12.0,0.017225504866801203,-0.005674197230255231,0.8145182794332504,280,128,0.0,1024000,1.1938856691122055,0.44088222762637413,6.06,1.6163405495882035
322.47,12.0,0.016957795675843955,-0.0031583796784980223,0.8027121937274933,280,129,0.0,1032000,1.1982062649726868,0.44094711581213547,6.7,1.6092337685823441
336.89,13.0,0.01751226174645126,-0.002205278490000637,0.8137875461578369,280,130,0.0,1040000,1.189993360042572,0.45107723674858574,7.27,1.6262247401475907
384.99,14.0,0.02214063480962068,-0.009833962560514919,0.7656576633453369,280,131,4.0,1048000,1.1983497631549835,0.4898409884171498,8.7,1.8153799307346343
411.59,14.0,0.01729453627951443,-9.68822649156209e-05,0.808087785243988,280,132,5.0,1056000,1.214784631729126,0.4613328007855553,9.39,1.6229759299755095
418.59,15.0,0.017687721960246563,-0.004898646342626307,0.8162377518415451,280,133,5.0,1064000,1.2190735971927642,0.42429133365089533,9.63,1.6393922793865203
419.31,15.0,0.02122224756516516,-0.002995814826572314,0.7603997600078582,280,134,5.0,1072000,1.2186693441867829,0.4996580778139711,9.53,1.7852397733926773
424.72,15.0,0.019082937762141226,-0.005792388021945954,0.7841485238075256,280,135,5.0,1080000,1.1926386177539825,0.4721763409252035,9.49,1.706116625070572
429.73,15.0,0.0205457811569795,0.0002968216856243089,0.7538044631481171,280,136,5.0,1088000,1.1866173899173738,0.4762225091926419,9.48,1.770981906056404
447.57,15.0,0.01905965816229582,-0.004272552918409929,0.7945212340354919,280,137,6.0,1096000,1.2222505080699921,0.45779901649880483,9.97,1.703752385377884
456.63,15.0,0.02305567268282175,-0.010184087068919325,0.7606880509853363,280,138,6.0,1104000,1.1880013704299928,0.5667618568821786,9.97,1.8708429777622222
458.29,15.0,0.016416775793768466,-0.0023896954802330585,0.81932088971138,280,139,6.0,1112000,1.1931654918193817,0.4362703508254262,10.0,1.5705818569660186
469.06,15.0,0.018804910527542233,-0.002944039705907926,0.7746419757604599,279,140,6.0,1120000,1.220046670436859,0.4697233931971828,10.29,1.69205994784832
467.21,14.0,0.02201352667994797,-0.00199915427074302,0.7594081860780716,280,141,6.0,1128000,1.2285056948661803,0.4669788202050249,10.32,1.8358410537242889
461.02,14.0,0.01773107858374715,-0.0015447853290243075,0.8215422421693802,280,142,6.0,1136000,1.217275710105896,0.4577005094252985,10.1,1.6322486555576325
455.33,14.0,0.019616133477538825,-0.002003763605025597,0.8057899755239487,280,143,6.0,1144000,1.2041415536403657,0.474645774377811,10.1,1.724869842529297
444.7,14.0,0.019215177865698933,-0.003092806418426335,0.8061706525087357,280,144,6.0,1152000,1.2327334570884705,0.4561728446805821,9.75,1.706321853995323
444.62,15.0,0.0174983301339671,-0.005722887734009419,0.8113745403289795,280,145,6.0,1160000,1.2127265167236327,0.4391040513736897,10.04,1.6248229151964189
433.64,14.100000000000009,0.0154417272657156,-0.005506670995164314,0.819158827662468,280,146,6.0,1168000,1.1940763044357299,0.42304127961342763,9.9,1.5232723259925842
425.48,14.0,0.02152940686326474,-0.007703081369108986,0.7688422268629074,280,147,6.0,1176000,1.148981260061264,0.5130402064560239,9.63,1.8055062639713286
430.55,15.100000000000009,0.022402781415730714,-0.005032913255272433,0.744364841580391,280,148,6.0,1184000,1.1743984484672547,0.5279987947985384,10.04,1.8527704691886902
437.58,16.0,0.021817566985264422,-0.002349133890820667,0.7662901133298874,280,149,6.0,1192000,1.1827233779430388,0.47593105037185063,10.55,1.831418526172638
455.01,17.0,0.024083613804541527,-0.005208560122409836,0.7194526052474975,281,150,6.0,1200000,1.1874303126335144,0.5607738063962688,11.16,1.9165955048799515
463.5,17.0,0.02387865884695202,-0.010314774697180838,0.686626563668251,281,151,6.0,1208000,1.1534605580568313,0.6043923547980462,11.41,1.8589289909601212
453.7,17.10000000000001,0.02236869010142982,-0.006265294105105568,0.7873078840970993,281,152,6.0,1216000,1.1933705937862396,0.574296294884982,11.32,1.8373362123966217
455.3,18.0,0.021567939068190753,-0.007675436878053006,0.742337457537651,281,153,6.0,1224000,1.1831116116046905,0.49544218204095514,11.64,1.812445625066757
456.87,17.10000000000001,0.021680931155569853,-0.002009289199486375,0.7804592269659042,281,154,6.0,1232000,1.1984463548660278,0.4977380616931661,11.29,1.8187218880653382
454.24,16.0,0.02054494481999427,-0.003763724830641877,0.7814469158649444,281,155,6.9,1240000,1.2020096278190613,0.4850424586038752,11.13,1.773725152015686
403.88,14.100000000000009,0.024491524985060097,-0.009544734709197655,0.6297571849822998,281,156,3.0,1248000,1.1358861166238785,0.5900794499169122,9.23,1.8135068893432618
383.5,14.100000000000009,0.017909229756332933,0.0009953291816054844,0.815653845667839,281,157,2.0,1256000,1.1915482348203659,0.4647307897905382,8.55,1.6462398940324783
393.77,15.0,0.0197349253622815,-0.006811704185238341,0.7795350486040116,280,158,2.0,1264000,1.186118642091751,0.4864087155320198,8.57,1.7261340373754501
396.4,15.0,0.022436125548556448,-0.007260312564467313,0.7579512524604798,280,159,2.0,1272000,1.184355320930481,0.5387344361409189,8.47,1.8419383978843689
398.04,15.0,0.021167541085742415,-0.0076809207230689935,0.7939985674619675,280,160,2.0,1280000,1.1931870114803313,0.4837395826915991,8.66,1.7908439868688584
432.38,16.0,0.018727934886701405,-0.0058820685342652725,0.8297818642854691,280,161,4.9,1288000,1.1749959015846252,0.49578013704669066,9.8,1.6699600481987
462.57,16.0,0.018289336287416517,-0.004860265926690772,0.8163802474737167,280,162,6.0,1296000,1.1794839131832122,0.48357964773358814,10.89,1.6731268525123597
478.16,17.0,0.020051809940487147,-0.001565254383313004,0.786938796043396,280,163,7.0,1304000,1.1970092046260834,0.4705498220390443,11.4,1.742995320558548
469.95,17.0,0.018576478636823594,-0.00426500283923815,0.7966814887523651,280,164,7.0,1312000,1.1987733936309815,0.43980648599798067,11.49,1.676772612929344
466.49,17.0,0.01912460559979081,-0.0062570965813938525,0.7907431000471115,280,165,6.9,1320000,1.160589644908905,0.4938364175648774,11.35,1.699254452586174
470.02,17.0,0.020425399150699377,-0.004837306837725919,0.7846336126327514,280,166,7.0,1328000,1.157822735309601,0.5110370101860914,11.38,1.7574309504032135
482.76,18.0,0.02193536433391273,-0.00938742513395937,0.7942354840040207,280,167,7.0,1336000,1.1615658593177796,0.49493471661997673,12.15,1.8105751544237136
492.83,19.0,0.02127529737073928,-0.005317939849337563,0.784633577466011,280,168,7.0,1344000,1.1575669181346893,0.5017040217577485,12.47,1.8030610239505769
494.83,19.0,0.022465962264686824,-0.0055378771544201295,0.7541655671596527,280,169,7.0,1352000,1.1613911056518555,0.5233451021770344,12.68,1.8544412934780121
508.03,20.0,0.02751650391612202,-0.010302583336524548,0.7177154129743576,280,170,7.0,1360000,1.1474113738536835,0.5843944479362378,13.29,2.032618370056152
513.86,20.0,0.023769507072865962,-0.0049681341355972105,0.7536487114429474,280,171,7.9,1368000,1.1518136882781982,0.538686654487507,13.44,1.9050898551940918
510.94,19.10000000000001,0.02032987852115184,-0.005659558782936074,0.7900881314277649,280,172,8.0,1376000,1.1492888164520263,0.48461185473053175,13.4,1.748992041349411
504.33,19.0,0.020388867487199605,-0.0015691815951140598,0.7830898225307464,280,173,8.0,1384000,1.1313756310939789,0.5193868024411796,13.02,1.7526380103826522
