episode_length,P09:episode_rewards,value_loss,policy_loss,explained_variance,fps,epoch_idx,P01:episode_rewards,frames,policy_entropy,grad_norm,PMM:episode_rewards,advantage_norm
1040.47,62.0,0.03928208691999316,-0.01363000448094681,0.6411377674341202,290,321,24.0,2568000,1.0248981046676635,0.8755466118721534,42.67,2.363553216457367
1044.8,62.0,0.03370336703490466,-0.014786807516939006,0.6348882520198822,290,322,25.0,2576000,0.9954077720642089,0.7710831507750853,42.75,2.1885629045963286
920.59,62.0,0.05072487673722208,-0.006395668419718277,0.002411728501319885,290,323,4.9,2584000,0.7941592681966722,1.0384332374423666,37.58,2.459158353805542
883.73,61.10000000000001,0.03214267785660922,-0.008427690216049086,0.674348424077034,290,324,4.9,2592000,1.048376756310463,0.7875654115024844,35.77,2.150730094909668
879.58,61.0,0.039301002006977795,-0.019768984398106114,0.5932766628265381,290,325,4.9,2600000,1.0408801835775376,0.8309829598228743,35.36,2.3580191481113433
899.86,63.10000000000001,0.038988459357060495,-0.017737718656426295,0.6355299651622772,290,326,4.9,2608000,0.9849857884645462,0.8509880784856546,36.46,2.3520180386304856
892.07,64.40000000000003,0.035367536167614164,-0.005414692264457699,0.6450051605701447,290,327,4.9,2616000,1.0176408743858338,0.7177856572778777,36.05,2.230342621803284
895.2,64.40000000000003,0.036720760278403757,-0.006768901949399151,0.6142281806468963,290,328,4.9,2624000,1.033162996172905,0.7050741716099759,36.5,2.2663713991642
901.98,68.0,0.043714691074565055,-0.01657100357595482,0.6201017820835113,290,329,4.9,2632000,1.038822723031044,0.7426339248872579,36.94,2.487476099729538
895.29,65.30000000000003,0.03555194487795234,-0.012584471411537379,0.6336355698108673,290,330,4.9,2640000,1.0514405345916749,0.7049536573065907,36.32,2.253437503576279
895.18,65.30000000000003,0.04599568995181471,-0.011305723891127854,0.5667094939947128,291,331,4.9,2648000,1.019072526693344,0.7978715789739027,37.03,2.5755804026126863
890.77,68.0,0.03918933347333223,-0.012460750142345205,0.6485252857208252,291,332,4.9,2656000,1.0270837372541428,0.7084593836822964,36.71,2.344191629886627
891.21,68.0,0.037385337725281714,-0.020327236789162272,0.6399165230989456,291,333,4.9,2664000,1.0391508829593659,0.7607028265533647,37.31,2.315314770936966
887.31,65.30000000000003,0.04211469952017069,-0.015038114170311019,0.6521960890293121,291,334,4.9,2672000,1.0384353345632553,0.7358909723487095,36.63,2.4070530956983567
936.4,65.30000000000003,0.03914507087320089,-0.012430556865874678,0.6643364727497101,291,335,11.0,2680000,1.0357077610492706,0.6966594630468335,39.15,2.3105752825737
1011.2,68.0,0.03544381620362401,-0.0064990595384006155,0.6353343099355697,291,336,18.0,2688000,1.0307957440614701,0.6566832576128754,42.97,2.235236541032791
1044.85,68.0,0.03851078256964684,-0.015711300589027814,0.6737509566545486,291,337,26.700000000000003,2696000,1.025092950463295,0.7024837977300606,44.67,2.3497702968120575
1052.96,68.0,0.03477107077371329,-0.011710035703144968,0.6553025394678116,291,338,26.700000000000003,2704000,1.002685278058052,0.6767959451028025,45.33,2.2289144241809846
1054.59,69.0,0.04135697760619223,-0.012694598968082574,0.6484354895353317,291,339,26.700000000000003,2712000,0.9755725771188736,0.7036691992337293,45.71,2.416875954866409
1064.4,71.0,0.03636266991030425,-0.014104123442084528,0.6507459670305252,291,340,26.700000000000003,2720000,1.0079315626621246,0.8246657951907946,46.53,2.236087794303894
1051.36,71.0,0.039123151311650874,-0.012652232060790993,0.6123618614673615,291,341,21.9,2728000,1.0308606785535812,0.6903954141762288,45.56,2.340565832853317
1055.53,73.10000000000001,0.03974663465749472,-0.009962954883958446,0.6214934778213501,291,342,21.0,2736000,1.0231452596187591,0.6601009120218595,46.64,2.3400138741731644
1065.26,75.10000000000001,0.038121690028347074,-0.010108965684194117,0.6413696300983429,291,343,21.0,2744000,1.0097930258512497,0.7617037411017664,47.89,2.3035333442687986
1078.06,76.20000000000002,0.04017368696630001,-0.011384915990638546,0.6279861104488372,291,344,21.9,2752000,1.0257006996870042,0.7134447117140976,48.77,2.3375780630111693
1065.66,76.10000000000001,0.04306130871176719,-0.0151938940648688,0.63341668009758,291,345,21.0,2760000,1.0058507335186004,0.7106330483824679,47.58,2.436035675406456
1092.8,78.20000000000002,0.04078283485025167,-0.013434142969781532,0.6218367540836334,291,346,23.8,2768000,0.9996518015861511,0.7877239197692586,49.81,2.3643045914173126
1083.49,78.0,0.044894089177250865,-0.01187502776447218,0.6062091267108918,291,347,26.700000000000003,2776000,0.9822893190383911,0.7271171339027559,49.77,2.532964676618576
1095.08,78.20000000000002,0.04016653913073242,-0.012808899568626657,0.6306513053178787,291,348,27.0,2784000,0.987932116985321,0.7806513928726049,51.66,2.3749692916870115
1087.53,78.20000000000002,0.03708720317110419,-0.016421917632687837,0.6302325880527496,291,349,26.700000000000003,2792000,0.9536530017852783,0.7795667046598203,51.31,2.281830611228943
1086.64,78.0,0.04448474626522511,-0.01402478932213853,0.6181723201274871,291,350,24.0,2800000,0.9345263367891312,0.8144183048877569,51.27,2.4937165039777756
1089.78,80.20000000000002,0.04536896964069456,-0.019524229331873356,0.6421850663423538,291,351,26.700000000000003,2808000,0.948621512055397,0.8294766905439801,52.67,2.5335049176216127
1079.8,80.0,0.04361495454329997,-0.014609506689448609,0.6694131898880005,291,352,23.9,2816000,0.9566605448722839,0.8146374052057982,52.72,2.449023563861847
1069.63,78.20000000000002,0.038740167315118014,-0.013069517501135124,0.6730266565084457,291,353,22.900000000000002,2824000,0.9911743646860123,0.753321346079068,51.59,2.3087495601177217
1048.14,78.20000000000002,0.0402355990326032,-0.020103095695812954,0.6514183205366134,291,354,23.0,2832000,0.9810063415765762,0.8942361933785001,51.18,2.3478293961286543
1032.33,77.10000000000001,0.04091079982463271,-0.009863275339594111,0.627131974697113,291,355,23.0,2840000,1.0009718585014342,0.743568143265312,49.71,2.3771528869867327
1012.65,77.0,0.04638486448675394,-0.01763806813512929,0.6193428063392639,291,356,23.0,2848000,0.9788527059555053,0.851681183664081,49.04,2.53477957546711
1015.18,77.10000000000001,0.04605756594799459,-0.01966852838078921,0.6192095446586608,291,357,23.0,2856000,0.9679241627454758,0.7813046556419689,49.28,2.478000055551529
1020.01,78.20000000000002,0.04395195523276925,-0.013757933455053717,0.6009161084890365,291,358,23.9,2864000,1.017065668106079,0.825771028016762,49.77,2.4005121004581453
1019.35,73.10000000000001,0.04458117523230612,-0.018241545652927016,0.6225356715917587,292,359,23.9,2872000,1.0200724983215332,0.8204653003284313,48.87,2.5169768702983855
1028.21,73.10000000000001,0.03985887880902737,-0.01940780222939793,0.6108810359239578,292,360,23.0,2880000,1.0280414724349975,0.6680636985350479,49.07,2.3388037347793578
1025.74,73.10000000000001,0.03934868722688407,-0.011382221184394439,0.6623304897546768,292,361,23.9,2888000,1.004835657477379,0.7227234847522247,48.3,2.266755390167236
1038.05,74.0,0.04100011132657528,-0.017092569958185776,0.6416127258539199,292,362,27.9,2896000,1.012531993985176,0.6988968162615167,49.62,2.406679712533951
1044.72,74.30000000000003,0.03726489990949631,-0.0125857383699622,0.6344805985689164,292,363,28.0,2904000,1.0062073397636413,0.7335686580347458,50.11,2.3024282479286193
1044.87,73.10000000000001,0.03964216358494013,-0.013684512052568607,0.6626650488376618,292,364,27.6,2912000,0.9791056859493256,0.7254730530366744,49.01,2.3632704055309297
1045.31,70.20000000000002,0.033137828977778554,-0.004483100970974192,0.6792860716581345,292,365,27.6,2920000,1.0054297947883606,0.6318053028110154,48.59,2.1375669956207277
1056.91,72.20000000000002,0.03862905340269208,-0.01046644024318084,0.6600800406932831,292,366,29.0,2928000,0.9906748116016388,0.7021396637299445,49.43,2.3181554919481275
1071.15,74.0,0.04084052276797592,-0.015014928414602764,0.6791873621940613,292,367,29.9,2936000,1.0128338885307313,0.7908929955398751,50.16,2.39637502849102
1085.93,74.10000000000001,0.04285312989261001,-0.017728451000148197,0.6658840638399124,292,368,30.900000000000002,2944000,0.9972353339195251,0.8250326567582218,50.63,2.4205133509635925
1077.72,74.0,0.03719559411052614,-0.005627772225998342,0.6455045628547669,292,369,29.9,2952000,1.0105739265680314,0.6981029693869567,48.85,2.273037503361702
1069.18,72.20000000000002,0.03837360564619303,-0.013432203303382266,0.6557123458385468,292,370,29.5,2960000,0.9775194269418717,0.739620009984717,48.25,2.3096126109361648
1058.14,70.20000000000002,0.03861032133921981,-0.005013405961217359,0.6573621279001236,292,371,24.799999999999997,2968000,0.9466722071170807,0.7110877731106438,47.12,2.251308510303497
1061.0,72.20000000000002,0.040416639591567216,-0.018094268530840053,0.6029116600751877,292,372,24.799999999999997,2976000,0.9627063870429993,0.7647020489733163,47.56,2.3203323554992674
1068.62,74.0,0.040816804417409,-0.01697237495231093,0.6236456561088563,292,373,27.700000000000003,2984000,0.9809224581718445,0.763938067369794,48.68,2.39790043592453
1064.56,79.10000000000001,0.0376133264740929,-0.011219583883939777,0.6148658406734466,292,374,23.0,2992000,0.9805629569292068,0.6902800541812205,49.52,2.293974239230156
1072.81,82.20000000000002,0.03776645756326616,-0.00671703267187695,0.6345750290155411,292,375,23.0,3000000,1.0188702583312987,0.6468130219287233,50.21,2.2430261623859407
1076.53,82.20000000000002,0.04871579360216856,-0.018019932871684432,0.6369586706161499,292,376,23.0,3008000,1.0270311045646667,0.7857381861637722,50.67,2.554678748846054
1073.42,80.20000000000002,0.03206174793187529,-0.01490334999281913,0.6576141494512558,292,377,23.0,3016000,1.0125736010074615,0.6061690988189172,50.35,2.1077654474973677
1078.46,80.20000000000002,0.04632288156542927,-0.017385071326280012,0.6157033544778824,292,378,23.9,3024000,1.0010136473178863,0.7591098355597619,51.46,2.4921616566181184
1090.24,82.20000000000002,0.1251252076169476,-0.02205008330172859,0.6372213387489318,292,379,24.9,3032000,0.9516674271225929,3.0792670905543553,52.39,3.298183981180191
750.71,80.50000000000004,0.05607352049555629,-0.013206901042576647,0.38595029056072233,292,380,0.0,3040000,0.8646100407838821,1.3730182898219225,37.98,2.554080809354782
356.38,39.70000000000006,0.024332305495627225,-0.006119774147751968,0.5444745934009552,292,381,0.0,3048000,0.9853524112701416,0.6649083079602062,14.71,1.8349046629667283
303.33,22.200000000000017,0.03264118968276307,-0.008898503665695898,0.6740903693437577,292,382,0.0,3056000,1.0178667950630187,0.6515819672557039,11.3,2.1326228415966035
302.89,25.10000000000001,0.03256887120194733,-0.015635146843706024,0.5872452956438065,292,383,0.0,3064000,0.9979846829175949,0.6291731511581826,10.75,2.138499765396118
329.68,35.20000000000002,0.038812026791274545,-0.012703852258855477,0.5729462796449661,292,384,0.0,3072000,0.9518853801488877,0.7793446856744451,12.38,2.325576298236847
346.09,40.20000000000002,0.042432216764427724,-0.007999075838597491,0.604349627494812,292,385,0.0,3080000,0.9691849672794342,0.7446788656669733,13.55,2.4279253602027895
459.27,63.20000000000002,0.04869790267199278,-0.017502695077564568,0.5949379581212998,292,386,0.0,3088000,0.9785779082775116,0.9148994840111045,20.86,2.5838676512241365
519.58,70.10000000000001,0.04480574506800622,-0.028077178496168927,0.6206374233961105,292,387,0.0,3096000,1.0030446875095367,0.7697167490375244,22.08,2.4584797006845474
607.65,83.60000000000005,0.046359925428405405,-0.01430435068672523,0.6104707890748977,292,388,0.0,3104000,1.0166567075252533,0.7344849052224472,26.97,2.5319947957992555
653.98,83.60000000000005,0.04266044903546572,-0.018522558051627128,0.6172127050161361,292,389,0.0,3112000,1.002142272591591,0.7705376101195835,29.45,2.3548085856437684
731.75,83.60000000000005,0.04146989749278873,-0.016574707131367175,0.6598858255147934,292,390,1.0,3120000,1.000025486946106,0.7530591461286192,33.65,2.384369301199913
774.35,83.60000000000005,0.04176684464793652,-0.008648786421690601,0.6421107393503189,292,391,1.0,3128000,1.0210110586881638,0.6839080164906356,35.97,2.3208936911821367
865.52,83.60000000000005,0.047762377923354506,-0.019032253041441436,0.6009540104866028,293,392,2.0,3136000,1.0175130903720855,0.8081936762864528,41.14,2.501825267076492
949.21,83.60000000000005,0.039178294804878534,-0.01364230054197833,0.6831637817621231,293,393,2.9000000000000004,3144000,1.0098439860343933,0.7275242603852429,45.47,2.3128817182779313
980.09,83.60000000000005,0.04078150811139494,-0.011088154076132924,0.6266664230823517,293,394,7.0,3152000,1.0003450083732606,0.6748760087296709,47.02,2.3354319274425506
1051.27,91.10000000000001,0.32333309431560336,-0.021308840778656305,0.1167549604177475,293,395,22.6,3160000,0.9950086194276809,2.6202497912419447,52.63,3.535162571668625
1117.2,92.20000000000002,0.044681043261662126,-0.012354245984679437,0.6322662025690079,293,396,29.9,3168000,0.9917169350385666,0.7174751155992043,57.29,2.4661544317007067
1124.54,94.0,0.0357452600216493,-0.008655182523652912,0.6455161136388778,293,397,30.900000000000002,3176000,0.9845511156320572,0.6139959469554086,58.52,2.1644048714637756
1132.77,98.10000000000001,0.0475776725076139,-0.02103205167915803,0.623981558084488,293,398,30.900000000000002,3184000,0.990173932313919,0.7988511838080017,59.74,2.510167409181595
1133.66,94.40000000000003,0.045759978923015296,-0.019706843255553396,0.6271890872716903,293,399,30.900000000000002,3192000,0.990746796131134,0.7715269484099149,59.42,2.4517850130796432
1119.46,92.20000000000002,0.04226212124340236,-0.01125461971223558,0.6304171603918075,293,400,30.900000000000002,3200000,0.9905393785238266,0.7687909293889698,58.25,2.3550266814231873
1117.4,87.40000000000003,0.048403001315891744,-0.018018295607180334,0.5636371088027954,293,401,30.900000000000002,3208000,0.9761053168773651,0.7838403550440911,58.13,2.5257644379138946
1140.27,89.20000000000002,0.04092914203647524,-0.01604126657184679,0.6188420671224594,293,402,32.0,3216000,0.9799524062871933,0.7662116780513479,59.94,2.333064128756523
1152.07,91.30000000000003,0.04384714396670461,-0.014995678604464047,0.6241086459159851,292,403,32.0,3224000,0.983414756655693,0.7002135465692949,60.69,2.400233396887779
1163.95,91.30000000000003,0.0361563369166106,-0.011764017124660313,0.667345712184906,292,404,32.0,3232000,0.9909798049926758,0.6396695053731515,61.15,2.2095247149467467
1181.6,91.30000000000003,0.03999118570238352,-0.009286618542391807,0.6349210864305497,292,405,34.0,3240000,0.9660884249210357,0.669982065088907,62.52,2.3030452197790146
1176.79,93.10000000000001,0.04822375962976366,-0.01505963709540083,0.6432261109352112,292,406,34.0,3248000,0.9703198599815369,0.7592365171275312,62.57,2.500087150335312
1186.25,94.0,0.03963258475996554,-0.015978972088487354,0.625354905128479,291,407,34.0,3256000,0.992878492474556,0.6571624997182479,63.41,2.277223153710365
1192.97,94.60000000000005,0.04415131593123078,-0.010819359926390461,0.5573836505413056,291,408,34.0,3264000,1.0371561074256896,0.712682353273787,63.76,2.4140418022871017
1161.09,93.10000000000001,0.03442293665371835,-0.013683198205544613,0.6643299704790115,291,409,30.700000000000003,3272000,1.0242277121543883,0.6720596345469529,60.09,2.146096962094307
1144.57,92.10000000000001,0.05899504752829671,-0.0025453646716778167,0.687682483792305,291,410,30.700000000000003,3280000,0.986952178478241,1.1915604505406678,58.97,2.690796035528183
1153.07,93.10000000000001,0.04824120688252151,-0.014581042017016443,0.6134311658143997,291,411,33.8,3288000,1.0071010076999665,0.7604406789602217,61.37,2.509145381450653
1140.28,91.10000000000001,0.05170272368006408,-0.023521397198201156,0.6548922234773635,291,412,30.800000000000004,3296000,1.0048838222026826,0.8007763279813227,60.52,2.6411948591470717
1109.9,89.20000000000002,0.04383528916165233,-0.012899446010706014,0.5745325833559036,291,413,28.9,3304000,1.0256301540136337,0.7416345114278762,57.54,2.4197930699586867
1100.84,89.20000000000002,0.03315697928890586,-0.0075363930512685326,0.7126236480474472,292,414,25.8,3312000,0.9850223201513291,0.586218006867162,55.89,2.0378368335962294
1083.47,88.10000000000001,0.046010006722062825,-0.02348295903968392,0.6341371899843216,292,415,25.8,3320000,0.982770124077797,0.7779087997496644,54.13,2.5115351951122284
1074.93,84.40000000000003,0.0410940331639722,-0.011161627390829381,0.6509120219945908,292,416,25.8,3328000,1.0160268867015838,0.7699057415726693,53.44,2.344356766939163
1064.22,87.10000000000001,0.043407442918978634,-0.008917692852410255,0.5765454256534577,292,417,25.8,3336000,1.00268324136734,0.771033574505471,52.79,2.419293246269226
1076.15,87.20000000000002,0.04783634719904512,-0.022106143924938804,0.6284115982055664,292,418,26.0,3344000,1.0241394966840744,0.7982539391001093,54.29,2.4831932985782625
1078.8,87.20000000000002,0.043692982783541084,-0.01831192490120884,0.6561227864027024,292,419,26.0,3352000,0.9954104572534561,0.7346168387327862,54.12,2.3371139854192733
1079.54,84.20000000000002,0.07870916607789695,-0.01589457373134792,0.6502277773618698,292,420,26.0,3360000,1.0096392846107483,2.5728546542031347,54.28,2.959074410200119
1074.73,83.10000000000001,0.04092231069691479,-0.010867127696983517,0.6426513755321502,291,421,26.0,3368000,0.9844723260402679,0.777323182416207,55.29,2.334168240427971
1088.65,83.10000000000001,0.0468711270717904,-0.016815760199242503,0.6199595534801483,291,422,26.900000000000002,3376000,1.0192784672975541,0.8286645132593395,56.61,2.526672682762146
1112.9,84.20000000000002,0.05729478775057942,-0.013715551945497282,0.6977711343765258,291,423,29.0,3384000,0.9950089985132218,1.0362758572226811,59.65,2.6189060872793197
1114.68,82.10000000000001,0.04165307332295924,-0.017197672624024562,0.6299163562059402,291,424,28.9,3392000,1.0059467244148255,0.7855573876870362,57.2,2.346221624612808
1117.11,82.10000000000001,0.04282686762977392,-0.012078997871140019,0.6361143279075623,291,425,28.9,3400000,0.9747603946924209,0.6680376314362222,57.19,2.383968098759651
1120.05,82.10000000000001,0.1072575780376792,-0.022814529227180174,0.5111680382490158,291,426,28.0,3408000,0.9565569221973419,1.3456242202564375,57.59,2.934183993935585
1140.52,84.20000000000002,0.035683096265420315,-0.006826628966082353,0.6283223259449006,291,427,32.8,3416000,0.9655251365900039,0.6662089458752652,60.13,2.0825238007307054
1050.54,87.30000000000003,0.26673871154431256,-0.04676528566720663,0.025550130009651183,291,428,10.400000000000002,3424000,0.5885614594072104,5.820912297117786,57.97,4.433778666257858
709.96,72.10000000000001,0.024606246070470662,-0.004542027353600133,0.42906118512153624,291,429,0.0,3432000,0.568484412995167,0.7630316688698894,35.55,1.854063795208931
676.06,72.10000000000001,0.03445820404216647,-0.012019585241214372,0.6651266777515411,290,430,0.0,3440000,1.0113230347633362,0.7510517840287099,33.32,2.1172392529249193
674.36,72.10000000000001,0.03404090331867337,-0.011193627828033641,0.6294126725196838,290,431,0.0,3448000,0.9929889976978302,0.6767057042078752,33.56,2.1071077358722685
692.37,80.40000000000003,0.04481636099517346,-0.021735592371842357,0.5890867710113525,290,432,0.0,3456000,1.011765324473381,0.7897507655191813,34.11,2.4439767569303514
694.99,80.40000000000003,0.03837541016750037,-0.01243429925008968,0.6443998593091965,290,433,0.0,3464000,1.0028525483608246,0.7708258408044831,34.84,2.2023165225982666
691.92,80.40000000000003,0.04156500721350312,-0.01419262508279644,0.620834276676178,290,434,0.0,3472000,0.9932582670450211,0.7243724952377596,34.4,2.330217249393463
711.76,84.0,0.04134963089134544,-0.009571066693169997,0.6290910744667053,289,435,0.0,3480000,0.9758367782831192,0.7564510603056819,35.78,2.314945297241211
733.21,96.0,0.07488813758827746,-0.016057000967412024,0.658669838309288,289,436,0.0,3488000,0.9556751990318298,1.8213043595617149,39.44,2.835467208623886
743.87,95.10000000000001,0.04677202797494829,-0.02069832556851907,0.6181753647327423,289,437,0.0,3496000,0.9623117417097091,0.8680363110695702,37.99,2.510179760456085
771.91,96.0,0.04046375145204365,-0.008864048413934143,0.6538858437538146,289,438,0.0,3504000,0.9677280741930008,0.699314827203091,40.01,2.313211237192154
814.81,96.10000000000001,0.04627036591991782,-0.021427262570359745,0.6132366389036179,289,439,0.0,3512000,0.9342366617918014,0.8351920445225395,42.88,2.466696802377701
902.68,97.20000000000002,0.04357633986975998,-0.014292798364040208,0.5824458652734756,289,440,0.0,3520000,0.9836203360557556,0.848924393058449,47.98,2.3971392095088957
966.38,100.0,0.03839352565351874,-0.011402568764751778,0.6308504039049149,289,441,0.0,3528000,0.980364174246788,0.7977549509071798,51.65,2.2615466332435608
999.52,100.0,0.03512402542866767,-0.011642770875187124,0.6275050491094589,289,442,0.0,3536000,0.9917263460159301,0.7685323756360799,54.06,2.166846587061882
1104.06,100.20000000000002,0.04547639945056289,-0.02230545862657891,0.5858996659517288,289,443,4.9,3544000,0.9631167596578598,0.9035842514434012,60.76,2.43878262758255
1145.81,104.20000000000002,0.13947859429288656,-0.01862202629330568,0.2952312070131302,289,444,9.9,3552000,0.9727276760339737,1.4123269970634615,64.58,2.8194540798664094
1228.52,106.20000000000002,0.04509850905975327,-0.013862746466184035,0.6011413908004761,289,445,35.0,3560000,1.0150649017095565,0.7790611593103601,69.91,2.4185532587766647
1278.03,110.20000000000002,0.040952072055079045,-0.012924794749706052,0.6123116379976272,288,446,39.9,3568000,0.9849648737907409,0.7495498299217733,74.37,2.3269079899787903
1293.3,110.20000000000002,0.045152349001728,-0.024976980631763582,0.6498247915506363,288,447,42.7,3576000,0.9618414258956909,0.841725517292239,75.31,2.3595386934280396
1276.28,110.20000000000002,0.040941750006750224,-0.0029685373249230904,0.607775655388832,288,448,39.0,3584000,0.9854797953367234,0.719056943053404,73.97,2.306333531141281
1251.22,110.20000000000002,0.19586537520866842,-0.043546449091663816,-0.2789440888166428,287,449,35.9,3592000,0.8090012387000024,2.051526256046095,72.52,3.7749357092380524
1089.01,108.20000000000002,0.03818644359242171,-0.005459377268562093,0.3214026886224747,288,450,10.400000000000002,3600000,0.8872054228559136,0.9371994149133609,59.2,2.2147055250406265
986.98,104.40000000000003,0.052210163031704726,-0.024392280281208514,0.35983427584171296,287,451,5.0,3608000,0.8123631683271378,0.8360760648460803,51.66,2.581541021466255
844.64,96.80000000000007,0.024113009802531452,0.0009007427035248838,0.5929757684469223,287,452,0.0,3616000,0.7914768378064037,0.5577614168390267,43.22,1.7676073956489562
736.48,79.10000000000001,0.03541030253283679,-0.012901268092391546,0.5750457048416138,287,453,0.0,3624000,1.0462606066465379,0.6882841682636963,33.23,2.1452205204963684
710.11,65.40000000000003,0.0286140902293846,-0.007722839912166819,0.6786195361614227,286,454,0.0,3632000,1.0034680873155595,0.6271983684304289,30.83,1.960800386071205
694.56,58.0,0.048703646222129464,-0.014853743521962314,0.6325039780139923,286,455,0.0,3640000,0.9724311125278473,0.8153063059282608,28.29,2.472842742204666
709.07,67.10000000000001,0.03727040458936244,-0.011944427228590938,0.6310064488649368,286,456,0.0,3648000,0.9793190306425095,0.7918106677078728,30.11,2.185223709344864
700.5,60.70000000000006,0.07126627072226256,-0.019304931451333687,0.701866061091423,286,457,0.0,3656000,0.9398889768123627,1.4419242665480154,29.19,3.055299161672592
715.01,73.0,0.37394276810344307,-0.022545495658632717,-0.6811485904455185,286,458,0.0,3664000,0.6674706762516871,3.309908705436596,34.07,4.2182431983947755
609.01,73.0,0.024664959744550286,-0.0033341648324858395,0.5214689266681671,286,459,0.0,3672000,0.6728517618775368,0.6241289084119439,29.48,1.7771793726086615
637.43,73.0,0.02697004236280918,-0.008395161676744464,0.6537299591302872,286,460,0.0,3680000,0.9585557109117508,0.5579544499349803,30.56,1.8922941589355469
689.53,73.10000000000001,0.03817942163906991,-0.008847638001898304,0.5808358627557755,286,461,0.0,3688000,1.0112736243009568,0.7502635860532909,33.57,2.277570316791534
711.83,74.10000000000001,0.042396085779182614,-0.01608646059408784,0.6414191442728042,286,462,0.0,3696000,0.9809664487838745,0.7537295427414247,35.85,2.3408122473955153
749.26,75.60000000000005,0.0351137570803985,-0.010263176270527766,0.6851178282499313,286,463,0.0,3704000,0.9789616483449936,0.6541042548263358,38.4,2.1216136759519575
770.11,81.80000000000007,0.03729956498369574,-0.01590229966910556,0.5270977640151977,286,464,0.0,3712000,1.0448326504230498,0.7683347913028719,39.82,2.2067551469802855
766.18,78.30000000000003,0.03986881282646209,-0.012886753417551517,0.6293714195489883,285,465,0.0,3720000,1.009055289030075,0.7873929004063985,39.1,2.2669811135530473
755.2,78.0,0.0442587963026017,-0.015841907672584057,0.6177655816078186,285,466,0.0,3728000,1.0139928698539733,0.8403520365992498,35.47,2.340690788626671
750.34,78.0,0.040307355057448147,-0.024514850760897388,0.6627463299036026,285,467,0.0,3736000,1.023308563232422,0.713742031453329,34.88,2.267838808298111
762.4,81.10000000000001,0.12879419420845806,-0.016678568818606437,0.3539705276489258,284,468,0.0,3744000,0.9803629887104034,1.545961549494774,36.66,2.9548002022504805
814.37,86.0,0.04663055138196796,-0.016980775982374324,0.6350557762384414,284,469,0.0,3752000,0.9942400008440018,0.6750367623787159,40.04,2.4207478177547457
885.74,89.30000000000003,0.040325278486125174,-0.013181430426775477,0.6339233553409577,284,470,0.0,3760000,0.9754212594032288,0.6960798659494992,44.99,2.253805477619171
951.66,92.50000000000004,0.04405382461845875,-0.016251639491420066,0.5972694718837738,284,471,0.0,3768000,0.9536780107021332,0.847086714199901,49.48,2.3929154229164125
1010.57,97.20000000000002,0.050551712941378356,-0.009715772447816563,0.6636386483907699,284,472,0.9000000000000004,3776000,0.9458488214015961,0.8907564538856263,53.07,2.54794761300087
1108.61,106.0,0.05429201865568757,-0.02271167613158468,0.5460299754142761,284,473,18.900000000000002,3784000,0.9933263510465622,1.016699546660758,61.34,2.6425332862138746
1157.18,106.0,0.03189773082267493,-0.011073253543581813,0.5147918456792832,284,474,22.900000000000002,3792000,1.000983071923256,0.7968824772280904,64.1,1.993755983710289
1154.73,106.0,0.03648860627319664,-0.017187681477225852,0.6482216209173203,284,475,21.9,3800000,0.9387406462430954,0.7249258848073066,63.69,2.0453294813632965
1156.93,106.10000000000001,0.16743732968345285,-0.013831368870451116,0.6835708874464035,284,476,21.9,3808000,0.9115556097030639,2.066023104308527,66.28,3.4986825013160705
1163.46,107.90000000000008,0.1447615884291008,-0.02874945986077364,0.4838461917638779,283,477,22.900000000000002,3816000,0.9663150298595429,2.268160374859676,69.3,3.3337762105464934
1171.4,120.30000000000003,0.10952312435954809,-0.0157605886219244,0.6834572863578796,284,478,23.9,3824000,0.9067521125078202,1.8130423935802868,72.22,3.0758382523059846
1181.24,123.0,0.04915664497297257,-0.01744826179347001,0.6253761595487595,284,479,25.8,3832000,0.9819644039869309,0.8571528937577888,74.07,2.4694872629642486
1196.76,123.60000000000005,0.0725948048895225,-0.020534741372684948,0.6152335238456726,283,480,27.8,3840000,0.9451714897155762,1.2369485898955435,77.71,2.8626749002933503
1206.66,123.60000000000005,0.04411413653753698,-0.019859825008170448,0.6483256441354751,283,481,25.8,3848000,0.9522142446041107,0.8591136602389144,78.58,2.3062598234415055
1217.36,129.50000000000006,0.056062928861938414,-0.015261744988092686,0.6209086990356445,283,482,27.8,3856000,0.9453166496753692,0.9254033904910746,80.46,2.5125165969133376
1225.12,123.60000000000005,0.05441926641855389,-0.01520313106768299,0.8122306752204895,283,483,27.8,3864000,0.9030511671304703,1.1226843349332036,80.42,2.6544276309013366
1225.37,134.50000000000006,0.12561350278090685,-0.015853187697939575,0.3752389842271805,283,484,27.8,3872000,0.9367267912626267,1.317149252713596,85.27,3.088232448101044
1224.43,135.60000000000014,0.09656287543475628,-0.0026949360725120643,0.5768455338478088,283,485,27.8,3880000,0.9711637604236603,0.8882252030647806,86.92,2.7637788808345793
1226.51,146.40000000000003,0.05919915032107383,-0.025726027488708496,0.5659688925743103,283,486,27.8,3888000,0.9625776433944702,0.8283001754863086,88.48,2.7031143701076505
1236.6,146.40000000000003,0.07688833213411271,-0.014838585329707712,0.6336760741472244,283,487,27.8,3896000,0.9413996356725692,1.246643012456377,89.54,2.8509912836551665
1233.84,150.0,0.10777050223201513,-0.03549132525382447,0.5365539020299912,283,488,29.8,3904000,0.9569478994607925,1.2398239403178044,90.21,3.159957283139229
