policy_loss,advantage_norm,explained_variance,value_loss,PMM:episode_rewards,P01:episode_rewards,approx_kl_divergence,fps,policy_entropy,clip_fraction,frames,P09:episode_rewards,episode_length,epoch_idx,grad_norm
-0.011845040594926104,15.96871919631958,0.9018169429153204,0.11727469030302018,570.0,325.0,0.0022190864790903437,243,1.685325028002262,0.13203125,563200,775.0,451.05,55,1.9647920365926574
-0.009557667250192026,15.968719327449799,0.8188805148005486,0.20985579292755574,576.5,300.0,0.0020675964375416753,243,1.7081924192607403,0.119140625,573440,775.0,447.9,56,2.1166486361252064
-0.011566186327036121,15.968719273805618,0.8426977042108774,0.14961509117856622,583.0,300.0,0.002137140216814535,243,1.6996264040470124,0.1265380859375,583680,750.0,448.86,57,1.7940357471321768
-0.010214664812519914,15.96871919631958,0.8445377867668867,0.17358690737746657,562.25,300.0,0.002088695262387163,243,1.6921792313456536,0.12529296875,593920,750.0,446.1,58,2.0184432886855648
-0.011456697585708752,15.968719178438187,0.9025496389716864,0.11680113703478127,539.25,272.5,0.0023591299139073523,243,1.6792455106973647,0.154150390625,604160,750.0,455.48,59,1.6845908381012549
-0.009580954946068232,15.968719226121902,0.8808326218277216,0.16433731676079333,525.75,200.0,0.002063983795642632,243,1.6737719647586347,0.1200439453125,614400,752.5000000000002,458.6,60,2.1751578326612018
-0.011917708818509709,15.96871930360794,0.906127729639411,0.10392236225306987,512.75,222.5,0.0022543017138790017,243,1.6657091699540616,0.132470703125,624640,750.0,454.61,61,1.9678835976672802
-0.011489289175369777,15.968719273805618,0.9183190271258355,0.1161943563260138,538.25,300.0,0.002357357510209411,243,1.6750436589121818,0.1454345703125,634880,752.5000000000002,460.2,62,1.7658730933937439
-0.010746258562721777,15.968719226121902,0.8860293563455344,0.14722733851522207,539.0,275.0,0.002145217486509262,243,1.6871316127479077,0.1285400390625,645120,777.5000000000002,452.29,63,1.9787277115896438
-0.012534207100543426,15.968719160556793,0.880909939110279,0.13715088120661675,524.5,275.0,0.0025759540085121607,243,1.6895565673708917,0.150341796875,655360,750.0,442.89,64,1.62416517451177
-0.011433922475089276,15.968719118833542,0.8608017798513175,0.15028241372201592,534.0,297.5,0.0021949802568545273,243,1.689946760237217,0.13076171875,665600,752.5000000000002,443.19,65,1.6207195845259812
-0.011254633272619686,15.968719327449799,0.8733399104326963,0.14418053759727628,521.75,275.0,0.0023026120771194804,243,1.6793518505990506,0.135498046875,675840,775.0,444.07,66,1.7401703574928842
-0.0118709131173091,15.968719375133514,0.911635734885931,0.11386365296784788,538.5,297.5,0.002541780795513951,243,1.676301656663418,0.1500244140625,686080,775.0,453.62,67,1.6685095822040417
-0.010835571913048625,15.968719190359115,0.9171189375221729,0.15626577339135111,553.0,297.5,0.002290192392979712,243,1.6827341817319392,0.1381103515625,696320,775.0,456.67,68,1.932009267786821
-0.011248453843654716,15.968719178438187,0.8351300481706858,0.19792573298327626,564.0,275.0,0.0023280091860445706,243,1.6826695427298546,0.1362060546875,706560,802.5000000000002,464.78,69,1.8943014595519068
-0.012602672487628298,15.968719238042832,0.9072917092591524,0.126984120788984,548.25,275.0,0.002597422929443673,243,1.6727619506418705,0.1600341796875,716800,775.0,465.33,70,1.7018299817898517
-0.011511980443901847,15.968719285726547,0.8946517989039421,0.15515264433342962,547.5,300.0,0.002095312096094277,243,1.6724795952439309,0.12685546875,727040,775.0,471.11,71,2.011399360643851
-0.010792372209107271,15.96871920824051,0.8843024991452694,0.13839553166180849,563.0,300.0,0.003418822932985959,243,1.692251817882061,0.1474853515625,737280,775.0,469.67,72,1.7602876991633867
-0.010747961956076324,15.96871924996376,0.9220247324556112,0.13917240395676345,550.5,272.5,0.0020759366778295863,243,1.6813242308795453,0.1163818359375,747520,775.0,477.68,73,1.8042212297492282
-0.012680352608731483,15.968719172477723,0.9230046398937702,0.11764703462831676,551.25,300.0,0.0025338696832480534,243,1.6830459758639336,0.1421630859375,757760,775.0,477.79,74,1.7001060217521426
-0.01106208336786949,15.968719309568405,0.9067613389343023,0.13163716210983695,561.0,300.0,0.0020638432935700932,243,1.692434126138687,0.12236328125,768000,777.5000000000002,476.82,75,1.7980911290068886
-0.011728916120046052,15.968719285726547,0.798535093292594,0.46729274981189517,617.5,297.5,0.0021877537556409567,243,1.685268883407116,0.1326416015625,778240,802.5000000000002,484.1,76,1.9222194964495347
-0.011536259225977119,15.968719393014908,0.9172618381679059,0.12638488330412656,611.75,300.0,0.002304735769053272,243,1.6724896512925624,0.140673828125,788480,800.0,475.17,77,1.7068844166493409
-0.012890782166505233,15.96871913075447,0.9528573364019394,0.09023341154679657,615.25,322.5,0.0024468221678492735,243,1.6657853811979293,0.147802734375,798720,800.0,469.6,78,1.8757248965917566
-0.011357410618438734,15.968719202280045,0.9296194724738598,0.11742870565503835,637.0,325.0,0.0024653592648522923,243,1.6567171894013881,0.1486083984375,808960,800.0,470.7,79,1.6418424794129591
-0.010263930771543528,15.968719214200974,0.8917279683053494,0.179731121705845,569.25,325.0,0.0023604392698987967,243,1.678728101402521,0.1406982421875,819200,775.0,459.99,80,1.975933627661194
-0.01093312894081464,15.968719357252121,0.8968084488064051,0.15785831403918565,572.5,347.5,0.002186852776333425,243,1.6690400637686253,0.1270263671875,829440,775.0,460.05,81,1.76972627071171
-0.009841429934022016,15.968719279766082,0.81322982609272,0.3352365523343906,599.0,322.5,0.0020524101230424336,243,1.693718496710062,0.1343017578125,839680,775.0,464.34,82,1.8663387695047529
-0.011262516216538643,15.968719202280045,0.8981710780411959,0.15494122048839926,594.25,300.0,0.002255770631041145,243,1.676404806226492,0.1229736328125,849920,775.0,459.38,83,1.7378780245883942
-0.011135715398268076,15.96871936917305,0.8585377249866724,0.19270899726543575,586.0,300.0,0.002308791758878511,242,1.6810158774256707,0.144921875,860160,775.0,460.01,84,1.9626869394468056
-0.012837369057524483,15.968719214200974,0.9206877049058676,0.12075631788466126,578.75,300.0,0.0024542388182229326,242,1.6626877427101134,0.1561279296875,870400,750.0,447.19,85,1.8349666356537937
-0.012336702018365031,15.968719363212585,0.9060039710253477,0.1365907874889672,563.5,300.0,0.002369941817301275,242,1.666592113673687,0.1430908203125,880640,775.0,449.77,86,1.9196631252008285
-0.012551844112749677,15.968719279766082,0.9209008149802684,0.14258642259519547,576.0,325.0,0.002513685259328093,242,1.6516595020890237,0.1683349609375,890880,775.0,452.34,87,2.011203383583676
-0.012551798606727971,15.96871926188469,0.9116949141025543,0.14292623021174222,583.25,325.0,0.0023932693921327316,242,1.6696498811244964,0.1375244140625,901120,775.0,460.57,88,1.7489211344227507
-0.011267580297135283,15.968719255924224,0.8377657193690539,0.3005009052110836,621.5,350.0,0.0022446486479569747,242,1.6616747684776783,0.12783203125,911360,775.0,464.67,89,1.93056642247613
-0.01174382390527171,15.968719339370727,0.9083153802901507,0.1611235743854195,615.5,347.5,0.002343989267251659,242,1.6568651124835014,0.1425048828125,921600,775.0,473.16,90,1.8556935366955467
-0.013875763587566325,15.968719315528869,0.9478464361280203,0.09609415892045944,606.0,325.0,0.0025216349608743562,242,1.6668974071741105,0.1625732421875,931840,777.5000000000002,474.4,91,1.4425071356448864
-0.014581430591715617,15.968719220161438,0.9392843764275313,0.09699478794354946,613.75,350.0,0.0027442337216601565,242,1.6703453600406646,0.1662353515625,942080,800.0,482.31,92,1.512224903407526
-0.012968125368206528,15.96871926188469,0.942241569980979,0.09632012762594969,585.25,350.0,0.0027019830488828663,242,1.6673041969537734,0.1739990234375,952320,800.0,492.97,93,1.6850447214203856
-0.012083549000089988,15.96871913075447,0.9210099332034588,0.15405946578830482,586.25,350.0,0.0023262885318675675,242,1.652370934188366,0.1414794921875,962560,800.0,493.61,94,1.7280778037649227
-0.012989269356694422,15.96871919631958,0.9515604909509421,0.09841226383578032,602.5,372.5,0.0027813909932777967,242,1.6494465969502925,0.171533203125,972800,800.0,497.24,95,1.7602216851224903
-0.012261737643711967,15.968719136714935,0.8945605233311653,0.17667289413511753,593.5,372.5,0.002665019740607382,242,1.6405585430562497,0.145947265625,983040,800.0,499.38,96,2.067184247584337
-0.01178808390905033,15.968719285726547,0.8810957379639148,0.3006098604295403,626.25,347.5,0.0024069565932908067,242,1.672097659856081,0.1564208984375,993280,825.0,490.05,97,1.9167362208599357
-0.01403852925504907,15.96871930360794,0.9359446480870247,0.10940231601707637,640.5,350.0,0.0024257744530249196,242,1.662279137223959,0.1497802734375,1003520,827.5000000000002,491.11,98,1.7613920996643226
-0.011851404634217032,15.96871913075447,0.8729320101439952,0.21645241184160113,654.25,350.0,0.002329755681148842,242,1.6583893723785876,0.1465576171875,1013760,977.5000000000002,496.26,99,1.9851801895735317
-0.013476344404625706,15.96871920824051,0.9045666787773371,0.26782880516257135,677.75,372.5,0.00236401306274307,242,1.668446496874094,0.144482421875,1024000,977.5000000000002,501.36,100,1.8389474072477885
-0.012646544374365475,15.96871919631958,0.8957075383514166,0.23414913741871715,734.0,372.5,0.002331220708925102,242,1.6552244238555431,0.145654296875,1034240,1030.0000000000005,515.36,101,2.1459394027672345
-0.012054687885392924,15.96871926188469,0.8838985033333302,0.17296948323491962,687.75,372.5,0.0025077810740871177,242,1.64837561622262,0.1645263671875,1044480,977.5000000000002,517.61,102,2.219010231204615
-0.012433657470683101,15.968719154596329,0.8883961789309979,0.31504999501630665,707.75,350.0,0.0023632315887429103,241,1.6514693334698678,0.145849609375,1054720,977.5000000000002,516.33,103,1.9713687410377176
-0.012015652962509194,15.968719244003296,0.9067998703569173,0.17329917196184397,701.5,372.5,0.002456073644862421,241,1.6630918741226197,0.1598388671875,1064960,975.0,526.97,104,1.9108153713989178
-0.012218739012314472,15.968719154596329,0.8723865889012814,0.32356436681002376,706.5,350.0,0.002445185127919883,241,1.666219489276409,0.146142578125,1075200,1007.5000000000007,539.77,105,1.773584575932529
-0.012276673181258958,15.968719184398651,0.936510618031025,0.15006604793015868,671.0,350.0,0.0026101990831651693,241,1.6673490107059479,0.143408203125,1085440,977.5000000000002,527.3,106,1.9313150910554406
-0.01099343688110821,15.968719190359115,0.8730437979102135,0.2744183377479203,658.5,350.0,0.0023071615391589808,241,1.6652958415448667,0.14482421875,1095680,977.5000000000002,531.45,107,2.1298310835695475
-0.012956297462369547,15.96871920824051,0.9459423534572124,0.0961606080411002,642.25,347.5,0.0024549079601005087,241,1.6687980249524117,0.15205078125,1105920,1000.0,536.54,108,1.7766637143566175
-0.01157150792350876,15.968719244003296,0.8988835044205189,0.3139306764351204,704.75,325.0,0.002358188703908922,241,1.6579305663704873,0.151025390625,1116160,1075.0,540.13,109,1.9509229237787793
-0.009816238551138667,15.968719333410263,0.8344510771334172,0.4756891683675349,738.75,372.5,0.0018297310726214696,241,1.6531421065330505,0.1178955078125,1126400,1025.0,534.02,110,2.4265251531883694
-0.009736402214548434,15.968719202280045,0.858783794566989,0.4130095388041809,794.0,397.5,0.001904519859954578,241,1.667367447912693,0.135693359375,1136640,1050.000000000002,540.26,111,2.592951198142072
-0.011338082432303054,15.968719184398651,0.8605133980512619,0.47699725549900907,888.5,400.0,0.0020108446155748727,241,1.677673228830099,0.1313720703125,1146880,1302.5000000000002,553.64,112,2.1093759127372835
-0.011754788638063474,15.968719232082368,0.9390054702758789,0.15455216334667057,906.75,447.5,0.0021442863373639315,241,1.6745838053524493,0.13583984375,1157120,1277.5000000000002,553.81,113,2.281608468828759
-0.01104997180373175,15.968719339370727,0.7978051252663135,0.5955406619934365,959.5,450.0,0.002339422667001036,241,1.6668403387069701,0.1615234375,1167360,1352.5,555.29,114,2.4446540697337733
-0.013016037307170335,15.968719244003296,0.9215707410126924,0.17824232478160412,921.75,422.5,0.002996226774098757,241,1.667603100091219,0.16611328125,1177600,1052.5000000000023,554.72,115,1.9103146787313459
-0.013375249718228588,15.968719309568405,0.8989363767206668,0.17043108511716126,826.25,422.5,0.0024636981539746285,241,1.6622547537088395,0.1613037109375,1187840,852.5000000000002,550.39,116,1.959204250170071
-0.013372668094234541,15.968719375133514,0.9105506997555495,0.14861934271175414,782.5,400.0,0.002848589884138482,241,1.6633523985743524,0.178857421875,1198080,852.5000000000002,543.79,117,1.8010941562216445
-0.01156850032202783,15.968719244003296,0.8620644103735685,0.30171186705119907,782.0,400.0,0.002235585678068094,241,1.6617050878703594,0.1406005859375,1208320,885.0000000000008,547.86,118,2.0971273038121434
-0.013487767227525182,15.968719190359115,0.9364090692251921,0.11695139682851732,771.5,397.5,0.0026985371340063984,241,1.6601979553699493,0.1583740234375,1218560,980.0000000000005,556.07,119,2.0220471818692096
-0.013328231034392957,15.968719244003296,0.9536431394517422,0.09542938463855535,731.25,400.0,0.003334098231789912,241,1.6467748753726483,0.17529296875,1228800,1027.5000000000002,558.11,120,2.0772024869808847
-0.012402108335663797,15.968719083070756,0.8849798362702131,0.3351551573490724,777.5,400.0,0.003238619383819626,241,1.6204701386392117,0.1935302734375,1239040,1052.5000000000002,565.86,121,2.2619864337845756
-0.012024556206597481,15.968719285726547,0.9475732188671827,0.16677873788867145,789.5,400.0,0.003424583695050769,241,1.611177110671997,0.196533203125,1249280,1052.5000000000002,561.58,122,2.054352207684441
-0.013283517264062539,15.968719220161438,0.9287422191351652,0.27128879734082145,780.0,425.0,0.003218304074630738,241,1.6378766767680646,0.1865234375,1259520,1027.5000000000002,571.5,123,1.8153985937945225
-0.011063446206026128,15.968719291687012,0.9562968492507935,0.16292080965358763,799.75,475.0,0.0026369886677915784,241,1.6304147519171237,0.1759765625,1269760,1000.0,572.38,124,2.3221780609862797
-0.012527251835854259,15.968719184398651,0.909887519851327,0.34284477347973735,797.0,425.0,0.0028947070225743697,241,1.6365543842315673,0.1662353515625,1280000,875.0,552.99,125,2.252202158139275
-0.012213265997706913,15.968719285726547,0.9281941786408424,0.2886829562834464,819.0,472.5,0.002742789105832725,241,1.6149326629936696,0.175341796875,1290240,880.0000000000003,564.41,126,2.19789563394665
-0.011705779009571416,15.96871926188469,0.9546373128890991,0.14531586922239512,822.0,472.5,0.002698346323268546,241,1.6156255945563316,0.1626953125,1300480,902.5000000000001,557.02,127,2.0339698310688883
-0.012307325849542394,15.96871930360794,0.9345649853348732,0.33104936237214133,879.5,522.5,0.003100842514436728,241,1.6348370708525182,0.166650390625,1310720,932.5000000000007,548.63,128,2.105930510310211
-0.012501208808316733,15.968719285726547,0.9257794413715601,0.3347125075524673,873.0,525.0,0.002713587520748088,241,1.6347827047109604,0.15107421875,1320960,1007.5000000000007,550.27,129,1.8963160636669616
-0.007707919049425982,15.968719202280045,0.8384821590036153,0.5403531222604215,913.0,525.0,0.00222950696905888,241,1.648712730407715,0.121728515625,1331200,1077.5000000000002,554.82,130,2.555921254875135
-0.011934952230512863,15.968719279766082,0.9502307798713445,0.16208855791483073,868.75,522.5,0.0024553929312904677,241,1.6588330835103988,0.14052734375,1341440,1030.0000000000005,559.96,131,1.7685523964197327
-0.010321314981410978,15.968719315528869,0.9223773818463087,0.215381843643263,866.0,450.0,0.0017661164060317023,241,1.677304021269083,0.1145751953125,1351680,1102.5000000000002,562.23,132,1.9922599244550636
-0.009963196095122839,15.968719291687012,0.8823105927556754,0.4176791773876175,857.5,450.0,0.001713682857644304,241,1.6775570333003997,0.113623046875,1361920,1102.5000000000002,567.91,133,2.0574255739183083
-0.010133768886589678,15.968719297647477,0.9130667869001627,0.35862625972367823,887.25,450.0,0.002508234788831799,241,1.6598483927547931,0.1306884765625,1372160,1122.500000000002,567.54,134,1.993006874073999
-0.010281842083895754,15.96871908903122,0.8864718485623598,0.4024755533784628,792.75,447.5,0.0020348388490222706,240,1.6734028361737727,0.1232177734375,1382400,957.5000000000007,551.98,135,2.237198466151131
-0.011483561573913902,15.968719124794006,0.929799934476614,0.1872070832643658,788.25,450.0,0.0024823974586073035,240,1.6742168575525285,0.128125,1392640,950.0,539.52,136,1.913646237238383
-0.012041395205596928,15.968719291687012,0.9523147776722908,0.1497825127094984,787.5,450.0,0.002117430013834389,240,1.6774765513837337,0.1375244140625,1402880,875.0,533.76,137,1.8172203668574738
-0.010258310266726767,15.968719178438187,0.9007964208722115,0.3530933509580791,794.5,450.0,0.001785251085800913,240,1.6671795174479485,0.1163330078125,1413120,875.0,523.45,138,2.17223224109053
-0.0123511997742753,15.968719279766082,0.9215620346367359,0.13695413873065262,760.25,450.0,0.0024311108482154876,240,1.6632704854011535,0.14345703125,1423360,875.0,522.01,139,1.5991436986773677
-0.010224173837923446,15.968719398975372,0.9114143945276737,0.5068843236309476,851.25,475.0,0.002141800889001251,240,1.6639998614788056,0.128955078125,1433600,917.5000000000015,542.21,140,2.074539590683874
-0.01211620867397869,15.968719285726547,0.9661654859781266,0.14463779211509972,857.25,500.0,0.0026369519397238398,240,1.6659229069948196,0.13779296875,1443840,917.5000000000015,543.96,141,1.7348919108965384
-0.010796172432310413,15.968719154596329,0.9510564878582954,0.18626364899100736,840.0,475.0,0.002134776992648148,240,1.6693369537591933,0.1454833984375,1454080,917.5000000000015,541.46,142,1.8800214413111527
-0.011554917141620536,15.968719238042832,0.9219318456947804,0.20705947247333825,796.0,470.0,0.0019454954427604477,240,1.678223118931055,0.12578125,1464320,877.5000000000002,538.26,143,1.9190227616553712
-0.009513065288047073,15.96871920824051,0.9040226686745882,0.35788469841936604,851.0,475.0,0.001970789705797265,240,1.673381283134222,0.1205078125,1474560,900.0,545.62,144,2.051500734125633
