policy_loss,advantage_norm,explained_variance,value_loss,PMM:episode_rewards,P01:episode_rewards,approx_kl_divergence,fps,policy_entropy,clip_fraction,frames,P09:episode_rewards,episode_length,epoch_idx,grad_norm
0.006146602922672173,15.968719184398651,0.1612135972827673,0.5645642333664,238.0,75.0,0.008539826441029718,247,1.687251016497612,0.269189453125,10240,545.0000000000001,343.52,1,24.40710527807236
-0.0027960081191849896,15.96871926188469,0.3026838328689337,0.145378061523661,277.27272727272725,85.0,0.0022823785390759833,222,1.6592466779053212,0.1462646484375,20480,575.0,361.03636363636366,2,4.104671915429581
-0.0023385431748465637,15.968719351291657,0.565538777410984,0.13869513696990907,290.66265060240966,125.0,0.0024898382525866277,228,1.6378074683248998,0.158056640625,30720,575.0,356.0843373493976,3,4.319056115816063
-0.0044102655967435565,15.968719339370727,0.6112236436456442,0.14800643976777791,294.25,125.0,0.002223365240138584,233,1.717755887657404,0.136865234375,40960,575.0,364.23,4,4.069424987434344
-0.004630255989468424,15.968719273805618,0.7374343648552895,0.1458804822526872,294.0,125.0,0.0017781908546115222,237,1.7506192281842232,0.1056640625,51200,527.5000000000002,362.63,5,4.278301143173403
-0.0052628239965997635,15.968719315528869,0.5942251596599817,0.1588478998746723,273.75,125.0,0.0019830550992540113,238,1.7537988036870957,0.1232177734375,61440,525.0,357.34,6,3.202038125797666
-0.005584371080476558,15.96871930360794,0.7331865876913071,0.11364189384039491,271.75,147.5,0.002026651889173413,239,1.7205088190734386,0.1265380859375,71680,525.0,356.75,7,2.6855946318319313
-0.006124100799206644,15.968719279766082,0.7592503741383553,0.12898310353048145,284.75,125.0,0.0022498065790390173,239,1.7106490962207317,0.144091796875,81920,575.0,361.7,8,2.6061214322592767
-0.005015394237852888,15.968719297647477,0.7469349682331086,0.12753960774280132,299.0,147.5,0.001958521364804602,241,1.6726191841065883,0.116552734375,92160,600.0,368.62,9,3.0842935302360672
-0.0056546916242950825,15.968719267845154,0.7159438218921423,0.14788600173778832,297.5,125.0,0.0020520235051893544,242,1.685714527964592,0.133984375,102400,600.0,364.37,10,3.201102162006928
-0.005749541531986324,15.96871926188469,0.764360336214304,0.1282924349885434,282.25,147.5,0.0018921611379485892,242,1.695141314715147,0.112646484375,112640,575.0,352.94,11,2.7886926417563433
-0.0057806269200227686,15.968719148635865,0.7790509775280953,0.1111519637517631,273.0,150.0,0.0021166050985133135,241,1.6958093635737896,0.132763671875,122880,450.0,351.64,12,2.2128115602252416
-0.006742153973209497,15.968719315528869,0.8173045538365841,0.10528004083316773,284.25,150.0,0.0020429300686945185,242,1.717362041026354,0.1278076171875,133120,525.0,360.77,13,2.01174928202393
-0.0056970076941070145,15.968719166517257,0.8124286871403456,0.11830439458135515,302.75,150.0,0.002066444797788195,243,1.705449040979147,0.128759765625,143360,552.5000000000002,366.4,14,2.732633712114767
-0.007461896477616392,15.968719136714935,0.7895932022482157,0.10292534842155873,323.25,175.0,0.0018926211485452988,243,1.7147366590797901,0.114990234375,153600,577.5000000000002,377.13,15,2.1358768311972938
-0.00646393212446128,15.968719238042832,0.8067681554704904,0.11265060822479427,347.75,200.0,0.002348713137598967,243,1.7066658861935138,0.1474609375,163840,627.5000000000002,383.53,16,2.1765868130640484
-0.008664981044421437,15.968719309568405,0.8731688782572746,0.08594517637975514,356.5,200.0,0.0020071115229714754,243,1.7081870704889297,0.12294921875,174080,650.0,396.72,17,2.1118662324638082
-0.0096943016473233,15.968719220161438,0.8710563994944096,0.09807128666434436,375.75,225.0,0.0026018376244340696,243,1.7046309649944305,0.1724853515625,184320,650.0,414.62,18,2.2081778564155856
-0.009664470179995988,15.96871919631958,0.8563873466104269,0.10063160606659949,379.0,225.0,0.002582786913467627,243,1.7064472936093806,0.164990234375,194560,650.0,422.67,19,2.2545702276513913
-0.00861184497771319,15.968719363212585,0.7854179713875056,0.17283752360381185,393.0,222.5,0.0019314116362923815,243,1.7049906149506568,0.116650390625,204800,677.5000000000002,428.53,20,2.498232138332713
-0.008553566747286823,15.96871924996376,0.8406760636717081,0.14905087857041507,408.25,200.0,0.0024216633260951696,243,1.7087374120950698,0.149951171875,215040,700.0,422.72,21,2.3532847648177193
-0.009865401789284078,15.968719232082368,0.8654390756040812,0.1497107042465359,433.25,200.0,0.0023784527241903853,243,1.7216772831976415,0.1494384765625,225280,700.0,421.19,22,2.2945831439125524
-0.010439630699693225,15.96871926188469,0.8508482802659273,0.1520648987032473,447.0,197.5,0.0024581249653923038,243,1.7172388330101966,0.1542236328125,235520,725.0,422.64,23,2.2591984010183954
-0.009283788274842664,15.96871919631958,0.8259536989033223,0.1314110622741282,458.0,222.5,0.002412346595770353,243,1.690858355909586,0.1500732421875,245760,725.0,423.24,24,2.003282237591787
-0.009764050297962967,15.968719315528869,0.8769100356847048,0.12087346096523106,459.75,225.0,0.0023538836485389484,243,1.6831238888204099,0.14619140625,256000,725.0,432.03,25,2.2443996311484704
-0.008380344617035008,15.968719118833542,0.8737175397574901,0.13238990879617632,423.25,225.0,0.002312273487700954,243,1.6837909795343875,0.1484130859375,266240,675.0,426.85,26,2.6452543971644884
-0.008675106209557271,15.968719345331191,0.8506586514413357,0.16012447385583073,421.0,247.5,0.002106408343616153,243,1.6988640315830708,0.1244873046875,276480,675.0,421.08,27,2.3304151512474602
-0.009800870393155492,15.968719267845154,0.8573837406933308,0.13516857502982021,443.5,250.0,0.0022722314503201206,243,1.7207058504223824,0.137060546875,286720,675.0,425.72,28,1.861107041840841
-0.009481864637928083,15.968719214200974,0.8569626577198506,0.13928373951930553,447.25,250.0,0.0021002805579431252,244,1.6971464321017264,0.1234619140625,296960,675.0,420.13,29,2.104351536107705
-0.009972608491079882,15.96871920824051,0.8747873164713382,0.1164832029491663,469.75,272.5,0.002321639732736328,243,1.6842340022325515,0.1418701171875,307200,700.0,424.11,30,2.184745884924807
-0.009013676651738934,15.968719244003296,0.8072377789765597,0.1624788610264659,462.5,247.5,0.002052801739285162,243,1.697537725418806,0.1221435546875,317440,725.0,418.84,31,2.233373006771943
-0.010298154718475417,15.968719160556793,0.8716224633157253,0.11388711864128709,462.0,247.5,0.0021956983138355364,243,1.7007515758275986,0.1366455078125,327680,725.0,426.46,32,2.2358048160689554
-0.010135925837312243,15.96871924996376,0.9030026495456696,0.10111972671002149,464.75,247.5,0.002234989872181639,243,1.6979168370366096,0.1450439453125,337920,750.0,435.34,33,1.9526043024692954
-0.00998857103913906,15.968719315528869,0.8858979936689139,0.12545783219393342,454.0,250.0,0.00216524735924422,243,1.7044207707047463,0.1254150390625,348160,725.0,439.0,34,2.3436476239909556
-0.00949910003655532,15.968719184398651,0.8715144593268633,0.16487938473001124,466.5,250.0,0.0023807710584040492,243,1.6932719126343727,0.1498779296875,358400,725.0,441.33,35,2.14659011881169
-0.010086503221646125,15.968719166517257,0.8580815803259612,0.13205181199591606,498.25,250.0,0.002020443439687648,243,1.7061517260968686,0.1174072265625,368640,725.0,447.19,36,2.051983000972764
-0.010199863735579129,15.968719184398651,0.8637832488864661,0.13275562224444,498.25,250.0,0.002168210866739457,243,1.701483955234289,0.1279296875,378880,725.0,433.4,37,2.0450818309428795
-0.009956176371633773,15.968719238042832,0.8564848829060793,0.16637743974570185,517.0,250.0,0.0023154042085255454,243,1.7044773034751415,0.144091796875,389120,725.0,431.0,38,2.2453782909612
-0.009989421024511103,15.968719279766082,0.8975228406488895,0.12253145705908537,516.25,250.0,0.0025802267425891314,243,1.6983024887740612,0.171923828125,399360,725.0,429.2,39,2.005517840002677
-0.010933539708639728,15.968719297647477,0.8932642173022032,0.11312799609731883,516.5,250.0,0.0022971538932782185,243,1.7113101847469807,0.146875,409600,725.0,428.12,40,1.826264110166818
-0.010382959111302626,15.968719053268433,0.8504575334489346,0.15080557663459332,534.75,275.0,0.002676639215474398,243,1.6931593276560306,0.1634521484375,419840,725.0,437.38,41,2.0514835396002167
-0.010099666560563492,15.96871919631958,0.883887080475688,0.12658966784365475,536.0,272.5,0.0020280181424825903,243,1.7205306492745875,0.1210205078125,430080,727.5000000000002,440.14,42,1.868114790433141
-0.0108976218944008,15.968719357252121,0.8677594348788261,0.1405503089306876,536.25,250.0,0.0020780003178518442,243,1.696436244994402,0.12333984375,440320,777.5000000000002,445.86,43,1.8086694141808137
-0.01202106794971769,15.968719428777694,0.9107680093497038,0.11797297506127506,524.25,250.0,0.0027397644679243503,243,1.6906810529530047,0.1645751953125,450560,775.0,445.27,44,1.8182268095031529
-0.01262324847120908,15.968719255924224,0.9041588678956032,0.10852108225226402,528.25,275.0,0.002535839884353979,243,1.6967171862721444,0.15546875,460800,752.5000000000002,448.21,45,1.7180827089992685
-0.009973958821501584,15.968719297647477,0.8556472711265087,0.16992460133042186,527.0,275.0,0.002204819159942704,243,1.7064084507524968,0.1260986328125,471040,800.0,457.38,46,2.280276806647991
-0.010865781778193195,15.968719154596329,0.8706622518599033,0.14153606274630876,509.5,250.0,0.002332680199765783,243,1.6936344116926194,0.1404541015625,481280,752.5000000000002,449.77,47,1.7690049972842143
-0.011624044582276838,15.968719214200974,0.9131984539330006,0.11362155578099191,528.25,297.5,0.0023894056031625232,243,1.706936215609312,0.1452880859375,491520,775.0,458.23,48,1.775434970692179
-0.011025145978601358,15.968719202280045,0.8859203584492207,0.13909160310868174,519.75,250.0,0.002354290519258768,243,1.705728293955326,0.1397216796875,501760,750.0,456.39,49,1.8610327739080037
-0.01018019647199253,15.968719267845154,0.7978193331509829,0.17359294542111456,497.25,225.0,0.0019476643719829566,243,1.7052765667438508,0.1169677734375,512000,750.0,447.38,50,2.170858343146814
-0.011462597108038607,15.968719291687012,0.874973114579916,0.11899528196081519,521.75,297.5,0.0022444033438207807,243,1.6931444212794304,0.13955078125,522240,750.0,453.16,51,1.6991992365822999
-0.012304336982197128,15.968719345331191,0.8901242438703776,0.12355897873640061,512.5,297.5,0.0022516997207733752,243,1.6983400121331216,0.1372802734375,532480,727.5000000000002,451.69,52,1.6431048609394723
-0.010944709047907963,15.96871938109398,0.8711390368640423,0.14768154616467655,529.75,300.0,0.0020513714466690626,243,1.7001188009977342,0.1233642578125,542720,727.5000000000002,454.18,53,1.759971000890059
-0.012217792218143586,15.968719100952148,0.914704954624176,0.12014833022840321,560.5,322.5,0.002546258279039959,243,1.6823039218783378,0.1578369140625,552960,780.0000000000005,459.9,54,1.804812730610319
