episode_length,frames,PMM:episode_rewards,policy_loss,approx_kl_divergence,policy_entropy,clip_fraction,fps,P09:episode_rewards,P01:episode_rewards,advantage_norm,grad_norm,epoch_idx,value_loss,explained_variance
279.03125,10240,24.21875,0.0547199208434904,151788.85962801467,0.13296466366348117,0.22119140625,272,97.50000000000006,0.0,15.968716531991959,309933781.2651918,1,142404452.02407104,-4.24649701975286
277.2361111111111,20480,11.458333333333334,0.002672756469837623,0.014520209074258031,0.31981058975216003,0.127685546875,260,50.0,0.0,15.968682128190995,0.15483703236160612,2,0.0014458788985393766,-4.125482595711946
277.46,30720,5.5,0.0014834792717010714,0.008592388519321047,0.642271888256073,0.117578125,275,27.500000000000213,0.0,15.96859655380249,0.04928324111446775,3,0.0015901238553751806,-1.7434358596801757e-07
279.84,40960,14.0,0.0006874381619127234,0.010097669592232706,1.0745514042675495,0.275439453125,280,50.0,0.0,15.96866871714592,0.055073217890955276,4,0.0017154511680637086,-1.1175870895385742e-09
282.14,51200,25.5,-0.0005738261672377121,0.005836262923230607,1.310803209990263,0.2319091796875,285,52.50000000000021,0.0,15.968716049194336,0.05055634930089635,5,0.0037209034550983234,-2.6077032089233397e-09
285.07,61440,37.0,-0.0003425348602831946,0.004711719860210906,1.386966435611248,0.2488037109375,286,75.0,0.0,15.968699342012405,0.04419964583740362,6,0.004005142150416663,-7.450580596923829e-10
285.76,71680,43.5,-0.0007175057708082022,0.0048574851220337225,1.4668008126318455,0.2613037109375,289,100.0,0.0,15.968714886903763,0.044346719213876215,7,0.0036010579147216504,-8.195638656616212e-09
289.33,81920,44.75,-0.0009406441393366549,0.0038490119613925344,1.3920739062130452,0.225341796875,291,100.0,0.0,15.968714362382888,0.041130181230512694,8,0.003017018292831608,2.9802322387695314e-09
287.52,92160,39.0,-0.0013199010641983477,0.003331359948458612,1.358402145653963,0.2301025390625,292,75.0,0.0,15.968688029050828,0.03980263043476791,9,0.0026121780914408533,3.7252902984619143e-10
285.6,102400,35.0,-0.001319452831739909,0.00403878016282988,1.4054252371191978,0.254345703125,291,75.0,0.0,15.968643271923066,0.04250811285923274,10,0.003223767106567954,6.332993507385254e-09
284.55,112640,35.5,-0.0017374929899233393,0.0036203484306952306,1.2594030618667602,0.249609375,291,75.0,0.0,15.968715280294418,0.040842703358966635,11,0.0027988798195337948,2.9802322387695314e-09
288.06,122880,40.0,-0.0012136549694332643,0.004108584121010494,1.2650777623057365,0.2449951171875,291,75.0,0.0,15.968710488080978,0.04313450897977407,12,0.004307954479453713,6.332993507385254e-09
288.8,133120,44.0,-0.0012108598224585877,0.0035661372398863023,1.4453037336468697,0.215869140625,292,100.0,0.0,15.968704634904862,0.04331701086243758,13,0.003908425498490331,8.940696716308593e-09
290.19,143360,47.5,-0.0007062951151056041,0.004321778608073146,1.5125729516148567,0.24736328125,291,100.0,0.0,15.968683236837387,0.04922707397893107,14,0.0037005814123176606,-7.450580596923828e-09
288.74,153600,44.25,-0.001039707034942694,0.004459170394153489,1.5419179655611515,0.2929931640625,291,100.0,0.0,15.968711626529693,0.04576203394597704,15,0.0033616154633378413,4.097819328308106e-09
290.22,163840,45.25,-0.0013812680859700776,0.004722920841231826,1.5310622483491898,0.2716064453125,290,100.0,0.0,15.96871263384819,0.04686798812303861,16,0.0036984230466060807,-1.2293457984924316e-08
287.65,174080,39.5,-0.001830520955263637,0.005143118514820344,1.4170608714222908,0.2983642578125,290,100.0,0.0,15.968713736534118,0.04080194967107452,17,0.0027129857588256813,-1.1175870895385742e-08
282.84,184320,27.5,-0.0008609902434727701,0.005359084967346916,1.251882392168045,0.235546875,289,75.0,0.0,15.968334132432938,0.030088161691618858,18,0.0013913939838094969,7.450580596923829e-10
284.48,194560,28.25,-0.0011137343310110737,0.0046866400762610285,1.3982723504304886,0.23603515625,289,75.0,0.0,15.968713939189911,0.03572711336457572,19,0.003152551698568118,-5.215406417846679e-09
289.99,204800,34.25,-0.0012011165381409228,0.003466700978560766,1.3918399587273598,0.2010009765625,289,75.0,0.0,15.968717068433762,0.03704225973866513,20,0.004583341514216954,2.2351741790771484e-09
297.88,215040,61.25,-0.0013129986811691197,0.004716534073304501,1.417850261926651,0.2646484375,289,100.0,0.0,15.968717366456985,0.042513873205443746,21,0.0053118759580684126,3.725290298461914e-09
297.66,225280,73.25,-0.0014323784496809821,0.004703753650892395,1.3179122887551784,0.2232421875,288,125.0,0.0,15.968717181682587,0.038868974131491256,22,0.00515528568944319,-1.564621925354004e-08
294.8,235520,63.5,-0.0004712976689916104,0.0049805422360350345,1.4675661146640777,0.225634765625,287,100.0,0.0,15.968712872266769,0.041549597966380226,23,0.003804359748468755,1.1175870895385742e-09
296.04,245760,58.75,-0.0008871358390024397,0.0036696636994292932,1.5249195657670498,0.208642578125,286,102.50000000000021,0.0,15.968716484308242,0.042037362305491266,24,0.0044622535946786,-1.862645149230957e-08
298.03,256000,53.0,-0.0012142793377279304,0.004031019820223492,1.4444491878151893,0.2238525390625,287,125.0,0.0,15.968715798854827,0.03830642009507675,25,0.0038782725768101043,-1.4901161193847656e-08
295.67,266240,47.5,-0.0009102755386265926,0.003103598025518295,1.2923072539269924,0.176904296875,287,100.0,0.0,15.96868656873703,0.032843865592383316,26,0.002749877390546729,-9.685754776000977e-09
288.17,276480,30.5,-0.00024863682992872784,0.0038473931012731554,1.3186228349804878,0.181396484375,286,75.0,0.0,15.968603432178497,0.03770101529174001,27,0.00212155608042256,2.9802322387695314e-09
292.03,286720,42.5,-0.0013933419355453224,0.002932328161512032,1.482720422744751,0.2060791015625,286,100.0,0.0,15.968717604875565,0.04698586638557095,28,0.006240696010627289,-1.4528632164001465e-08
296.65,296960,53.5,-0.0011649560547084548,0.0029215396430913644,1.4528594709932805,0.1952392578125,287,125.0,0.0,15.968717175722123,0.046052295787539145,29,0.005383827215950987,1.2665987014770507e-08
298.87,307200,68.75,-0.0015276237289072014,0.004199806742531109,1.442732758074999,0.2787353515625,287,150.0,0.0,15.968715858459472,0.05054111019894787,30,0.005171696479419552,-6.7055225372314455e-09
296.0,317440,66.5,-0.0013079777749226197,0.0027956976760265206,1.3233640588819982,0.2114013671875,287,150.0,0.0,15.968717515468597,0.04866432517109885,31,0.005207330149187328,-6.332993507385254e-09
297.5,327680,66.75,-0.0010991751492838374,0.003825397380403217,1.3274363450706006,0.20703125,287,150.0,0.0,15.968717569112778,0.04842867780701704,32,0.00641915740661716,3.3527612686157227e-09
304.62,337920,80.0,-0.0012578428606502712,0.0026390920201606605,1.3139580614864825,0.19912109375,287,152.50000000000023,25.0,15.96871749162674,0.05118325498121247,33,0.007388226108059825,-1.4901161193847657e-09
313.91,348160,98.5,-0.0012776904935890344,0.0028547691432322607,1.3419311195611954,0.1944091796875,287,175.0,25.0,15.968717569112778,0.04927322831254491,34,0.008551916402393545,1.4156103134155273e-08
322.18,358400,119.25,-0.0007249883557960857,0.0022929467862752516,1.3381407231092453,0.1267822265625,287,200.0,50.0,15.968717885017394,0.0483530517238915,35,0.010128653634455986,-1.4901161193847657e-09
322.95,368640,123.5,-0.0008503028431732674,0.0026442016802292303,1.3936661444604397,0.1609130859375,287,200.0,50.0,15.968717634677887,0.05017130174705483,36,0.008078457790179527,-3.7252902984619143e-10
322.42,378880,123.25,-0.0018109105199982877,0.0032723700544693203,1.5157468169927597,0.233251953125,287,200.0,47.50000000000001,15.968717861175538,0.05154464499346441,37,0.007353830649662996,1.0430812835693359e-08
327.6,389120,134.5,-0.0009878412769467105,0.002776057278811095,1.4877550654113292,0.17900390625,287,225.0,50.0,15.96871783733368,0.055780477416587294,38,0.010804267933417577,-1.1548399925231934e-08
333.65,399360,149.0,-0.0019263953974586912,0.003256828757974972,1.5668201461434363,0.23408203125,287,250.0,47.50000000000001,15.968717801570893,0.05489812800376109,39,0.01040835786916432,1.6763806343078613e-08
342.37,409600,174.75,-0.0012650780881813262,0.0024082956449547055,1.5566472597420216,0.1661376953125,286,300.0,50.0,15.968717861175538,0.056770670725501224,40,0.012675277006928809,-4.8428773880004884e-09
346.38,419840,199.25,-0.0012141654107836076,0.002407227555386271,1.5886643655598163,0.1859619140625,286,327.5000000000002,50.0,15.968717843294144,0.057005927080725736,41,0.011782704187680793,-1.9744038581848144e-08
