explained_variance,fps,P09:episode_rewards,P01:episode_rewards,policy_entropy,advantage_norm,epoch_idx,policy_loss,frames,value_loss,PMM:episode_rewards,episode_length,grad_norm
-1.6649548357725144,328,3.0,0.0,1.3143448686599732,1.8693455542623996,1,-0.008908997739272308,8000,0.04519082059552602,1.3333333333333333,175.46153846153845,2.4694642316225757
-0.025506454110145568,227,3.0,0.0,1.3747821152210236,1.1608014795184136,2,0.002969896585273091,16000,0.012987082028721487,1.2043010752688172,172.7311827956989,0.2442978278394745
-0.0002063077688217163,235,3.0,0.0,1.3685405468940735,1.1683486529439688,3,0.0006747606917633675,24000,0.012260800292460771,1.08,169.1,0.22666095859893254
-0.17214697301387788,245,2.1000000000000085,0.0,1.3722872281074523,0.9471361465752125,4,0.0023625390349843655,32000,0.010993416976125445,1.19,172.3,0.18443138488675728
-0.03876115381717682,251,3.0,0.0,1.3681430542469024,1.1747146242856978,5,0.004537495075273909,40000,0.013578689761452552,1.14,170.28,0.2532305192110695
-0.06211259543895722,256,3.0,0.0,1.374172385931015,1.0195409970358014,6,0.00016229285567533224,48000,0.010064217731496683,1.14,171.21,0.20025720978118183
-0.05562844574451446,259,3.0,0.0,1.3576273679733277,1.4440757478028536,7,-0.0017416695249266923,56000,0.019812894399728977,1.29,176.37,0.43845202774295156
-0.03752261996269226,260,3.0,0.0,1.3635761082172393,1.2912063433229923,8,-0.0001553755666827783,64000,0.017864858950269992,1.41,181.27,0.3745953787562257
-0.11895777940750123,262,3.0,0.0,1.3495978289842605,1.2052191378176211,9,0.0010524939822789748,72000,0.01790057998376142,1.25,175.5,0.4618355743130821
0.05664402425289154,264,2.1000000000000085,0.0,1.3677502954006195,1.0940004785358906,10,0.0014244955888716505,80000,0.010475718931047595,1.01,165.28,0.2684934584279615
0.37921599209308626,264,3.0,0.0,1.3613839912414551,1.4946254181861878,11,-0.0037758606624629463,88000,0.016283125942572953,1.3,175.56,0.40992281421480425
0.484932262301445,267,4.0,0.0,1.3625692975521089,1.4425101724267007,12,-0.0018453496784786693,96000,0.020714135765738318,1.59,188.81,0.573228886103875
0.6811284041404724,269,5.1000000000000085,0.0,1.3581397759914398,1.5349997580051422,13,-0.00473797389655374,104000,0.017098599426681176,2.18,208.52,0.49288513144605317
0.6137258183956146,269,5.1000000000000085,0.0,1.3707403433322907,1.35210883051157,14,-0.004673655908263754,112000,0.01653864236664958,2.02,203.92,0.5341350089685067
0.7460000908374786,270,5.0,0.0,1.3736082184314728,1.3288276693224907,15,-0.007151762438443256,120000,0.01271813565865159,1.76,197.21,0.4500700496423828
0.7144601720571518,272,4.0,0.0,1.3739024710655212,1.1832361021637916,16,-0.0018643437371065373,128000,0.0105635378905572,1.49,186.64,0.34723690386695316
0.8396855682134629,272,4.0,0.0,1.3670756232738495,1.163829336464405,17,0.00032818028121255337,136000,0.009653796284692363,1.47,185.7,0.352838260954403
0.8530135405063629,273,5.1000000000000085,0.0,1.3459257972240448,1.2541600281000138,18,-0.0037995509037864394,144000,0.011191728095873259,1.66,190.73,0.38996177268279697
0.8943530660867691,273,5.0,0.0,1.359662674665451,1.111720291376114,19,-0.0016131915536243468,152000,0.008813417523633689,1.77,198.29,0.3767452535574767
0.8893363696336746,274,5.0,0.0,1.3575887811183929,0.9917827025055885,20,-0.0016656376552418805,160000,0.006932047992013395,1.7,194.94,0.2947491737186319
0.897573898434639,276,5.0,0.0,1.3612746500968933,1.0465383139252662,21,-0.0019215098788845353,168000,0.007996361248660832,1.69,193.22,0.3085468124802733
0.9318813532590866,277,5.0,0.0,1.340783953666687,0.8374164667725563,22,-0.0007285742883686908,176000,0.0050426215043989945,1.7,195.02,0.24908979080808663
0.9031345945596695,277,5.0,0.0,1.3362385356426238,1.0676889422535896,23,0.0006313731614500284,184000,0.008357481607818044,1.89,202.64,0.32626573487965155
0.9303907877206803,278,5.0,0.0,1.3465426445007325,0.9079533895850181,24,-0.0011498487477365415,192000,0.006135600003763102,1.92,203.91,0.2578299955226289
0.9213546770811081,278,4.1000000000000085,0.0,1.3542336773872377,0.8438071975111961,25,-0.0006177128560375423,200000,0.005286967208376154,1.58,189.42,0.22441729323577944
0.9364701211452484,279,4.0,0.0,1.355789920091629,0.8015120574831962,26,-0.0016390240146938594,208000,0.004900847626850009,1.25,178.06,0.21766843730894028
0.963910425901413,279,5.0,0.0,1.3385072565078735,0.7347287285327911,27,-0.0008130479852843564,216000,0.0040950364037416875,1.65,192.1,0.21511466299787532
0.9643068718910217,279,5.0,0.0,1.3579993796348573,0.677142917662859,28,0.00010583515366306528,224000,0.00360787309211446,1.63,188.69,0.19878857417259665
0.9548234504461288,279,4.0,0.0,1.3536975359916688,0.7299308422207832,29,-0.0009818064028513619,232000,0.004011014064599294,1.31,178.7,0.1892580227965938
0.931919316649437,280,5.0,0.0,1.3710351634025573,0.9079457178711892,30,-0.0011536217911634595,240000,0.0064906109357252715,1.82,196.75,0.24760282435595504
0.9289871281385422,280,5.0,0.0,1.3638377428054809,0.9737697985768318,31,-0.0024319890258993836,248000,0.0070412656228290875,2.17,209.33,0.2699562268825829
0.9475869607925415,281,5.0,0.0,1.3562194907665253,0.8091046303510666,32,-0.0003349508595420048,256000,0.005019934684387408,2.23,210.11,0.23466052496089648
0.9066000032424927,281,5.0,0.0,1.3603210747241974,0.8812501892447472,33,-0.001002021822205279,264000,0.006184824442316312,2.03,202.98,0.21762124321732068
0.9449655455350876,282,5.0,0.0,1.3466036880016328,0.8384068387746811,34,-0.0007087530603166669,272000,0.005779629340104293,1.83,195.78,0.22109032557091546
