value_loss,approx_kl_divergence,episode_length,P09:episode_rewards,explained_variance,policy_loss,frames,epoch_idx,fps,policy_entropy,P01:episode_rewards,PMM:episode_rewards,clip_fraction,advantage_norm,grad_norm
547003211.6172389,2537570.9196268814,283.25,50.0,-0.16804774925112725,0.0439145779202363,10240,1,277,0.12651096960753422,0.0,12.5,0.113916015625,15.968473994731903,769945929.0875255
0.0006111609354201075,0.008637899128569871,279.31944444444446,50.0,8.568167686462402e-09,0.0014736610150521301,20480,2,271,0.05627560341328035,0.0,7.638888888888889,0.03935546875,15.968176281452179,0.05736560390532568
0.0003450893657983102,9.379164112033322e-14,275.41,0.0,-2.2724270820617674e-08,-7.652066642549471e-08,30720,3,280,6.689706958695751e-05,0.0,1.5,0.0,15.95266721844673,0.03671114803023575
6.2903940257304075e-12,3.126388037344441e-14,275.06,0.0,-2.60770320892334e-08,-6.285064273470198e-08,40960,4,282,0.00010317042792848952,0.0,0.5,0.0,10.38113655373454,2.211726960509157e-05
0.0010682162398629074,0.003844334999537935,275.45,0.0,-2.2351741790771484e-09,0.0006636195429905456,51200,5,285,0.0996848663864057,0.0,1.25,0.019384765625,15.950054854154587,0.047065473697828826
0.002089130723578592,0.01013616140146496,276.86,25.0,3.725290298461914e-09,0.0019275203120741936,61440,6,287,0.6651129318401218,0.0,5.75,0.143359375,15.968692487478256,0.045806625591068614
0.0031750310568028793,0.00508701851809974,282.52,75.0,-2.7194619178771972e-08,0.0009435848865905428,71680,7,288,0.9950234360992909,0.0,21.75,0.1728271484375,15.968705046176911,0.030615626355085346
0.002671707130282641,0.005949715358156027,285.28,75.0,-8.568167686462402e-09,0.000359206149369129,81920,8,289,1.1092239636927843,0.0,30.25,0.252783203125,15.968708634376526,0.033288885192438604
0.004112379541977873,0.005538196315274036,290.41,75.0,4.097819328308106e-09,-0.00030150446254992855,92160,9,289,1.2165654763579368,0.0,44.25,0.2133544921875,15.968714046478272,0.03682286412129019
0.00289599094181483,0.0043067054166215256,289.86,100.0,-1.4156103134155273e-08,5.777002043032553e-05,102400,10,289,1.2122570775449275,0.0,45.5,0.2015869140625,15.968713265657424,0.03634643330289073
0.002275966015197817,0.006812162057531168,291.09,75.0,7.450580596923828e-09,-0.0005578913456702139,112640,11,289,1.3531483672559261,0.0,40.25,0.2590087890625,15.968695253133774,0.0358672202853656
0.0041629949576325485,0.004178668837130317,286.75,75.0,-4.097819328308106e-09,-0.00048130008690350223,122880,12,288,1.437932624667883,0.0,33.5,0.2152587890625,15.968713539838792,0.0456876282790228
0.002676808493571059,0.004658940797867217,288.7,77.50000000000021,4.8428773880004884e-09,-0.0010733708506450057,133120,13,287,1.4659161202609539,0.0,38.75,0.2953369140625,15.96870431303978,0.04353013251505231
0.003399297275498725,0.006231170997307345,289.94,100.0,1.0058283805847169e-08,-0.0016216692011767008,143360,14,286,1.5001862727105617,0.0,40.5,0.3421630859375,15.968680727481843,0.04471603362484313
0.004447530465387217,0.00450754148565693,291.6,100.0,1.4901161193847657e-09,-0.0008095540921203792,153600,15,285,1.5557031244039536,0.0,42.5,0.2587646484375,15.968715584278106,0.04972657686003306
0.005412977984065037,0.0034653389607854023,295.16,100.0,1.3411045074462891e-08,-0.0011438189412729116,163840,16,285,1.5559399247169494,0.0,51.5,0.2332763671875,15.968716025352478,0.04951827192179382
0.006689053297668579,0.0038664410341425538,302.58,150.0,-2.6077032089233397e-09,-0.0010217241288046353,174080,17,285,1.6066015891730785,0.0,71.0,0.251708984375,15.968716949224472,0.053619914607230534
0.007750382827316571,0.0031500763351687056,311.37,177.50000000000023,1.0058283805847169e-08,-0.0005616276466753334,184320,18,284,1.6000573351979255,0.0,93.25,0.2106689453125,15.96871754527092,0.05512152393740011
0.011171112252850435,0.0029892703416180668,318.68,225.0,6.7055225372314455e-09,-0.0011249624199990648,194560,19,284,1.639876165986061,25.0,122.0,0.2111328125,15.968717640638351,0.05661732873285423
0.011173202163308815,0.0023735815441568776,322.52,275.0,0.0,-0.0012458107921702322,204800,20,284,1.6216994106769562,25.0,152.75,0.17978515625,15.96871775984764,0.05580409609251928
0.010856072130263784,0.0027722215713765763,329.33,377.5000000000002,2.6077032089233397e-09,-0.0012362708999717142,215040,21,283,1.5876155018806457,25.0,182.25,0.178564453125,15.96871771812439,0.05526999007251312
0.008994015744428907,0.0035093324402168946,326.61,352.5000000000002,-1.080334186553955e-08,-0.0021116351446835322,225280,22,283,1.587682843953371,25.0,172.75,0.2690185546875,15.96871783733368,0.056894320712791456
