P01:episode_rewards,approx_kl_divergence,explained_variance,episode_length,grad_norm,policy_entropy,value_loss,epoch_idx,clip_fraction,frames,policy_loss,advantage_norm,fps,P09:episode_rewards,PMM:episode_rewards
0.0,0.004045632183829184,5.587935447692871e-09,321.29,0.0487048406122677,1.6030013501644134,0.005539185207612718,33,0.276123046875,337920,-0.0009815832279855385,15.968716788291932,532,307.5000000000006,126.25
0.0,0.0041620464837706095,-8.568167686462402e-09,320.18,0.046707038141738134,1.6015669889748096,0.004614302286722704,34,0.2638427734375,348160,-0.0011151464430440682,15.96871589422226,532,252.50000000000023,111.5
0.0,0.004853042216996073,7.078051567077636e-09,302.9,0.048532211343792105,1.5769049793481826,0.00321232928957329,35,0.3276611328125,358400,-0.0011310229398077353,15.968655997514725,533,175.0,73.25
0.0,0.00431988033617472,3.725290298461914e-09,292.98,0.04529772614620601,1.604808559268713,0.002062578970692863,36,0.29052734375,368640,-0.001077850426099758,15.968566191196441,533,100.0,44.0
0.0,0.006010026527383161,-1.0058283805847169e-08,291.66,0.049980968063664845,1.6234634049236774,0.004290405575773093,37,0.3240478515625,378880,-0.0010530249139264925,15.968713223934174,533,102.50000000000021,43.5
0.0,0.004153204334306793,-2.6077032089233397e-09,299.34,0.04786841761484865,1.5887156277894974,0.005662795893010752,38,0.25,389120,-0.0013905345085731824,15.968716043233872,533,150.0,63.5
0.0,0.0032931031535781584,1.5273690223693846e-08,316.19,0.05181439821684551,1.6475658051669597,0.010588208244553244,39,0.219921875,399360,-0.0009256962446670513,15.968717622756959,533,280.00000000000045,116.0
25.0,0.0030103527582355126,0.0,335.49,0.05750948622676727,1.6605029746890068,0.011807706097897608,40,0.2247314453125,409600,-0.0004027635332022328,15.968717753887177,534,452.50000000000017,174.25
50.0,0.0026035419056370302,7.450580596923829e-10,346.91,0.05463948788165085,1.6591110467910766,0.01473408878518967,41,0.18330078125,419840,-0.0012853783104219475,15.96871787905693,534,502.5000000000002,223.25
75.0,0.0029951088178790997,1.4156103134155273e-08,356.78,0.05817878656344313,1.6393351927399635,0.01433799899823498,42,0.2299072265625,430080,-0.0012935565944644622,15.968717896938324,534,502.5000000000002,250.75
100.0,0.0023989191389318875,3.7252902984619143e-10,359.47,0.05368384764069062,1.6297466970980168,0.011398474583256758,43,0.174755859375,440320,-0.0010541495685174596,15.96871766448021,535,455.0000000000004,253.75
75.0,0.0033864759957850767,8.940696716308593e-09,357.96,0.053598099151036305,1.669885552674532,0.010859777121549997,44,0.2171630859375,450560,-0.00111391689570155,15.968717730045318,535,375.0,231.0
50.0,0.0029503451584446338,9.685754776000977e-09,348.65,0.05352355196526352,1.6773960508406163,0.0095208143167838,45,0.230029296875,460800,-0.0016036713765060994,15.968717920780183,535,377.5000000000002,206.25
25.0,0.003765786165422469,-1.1175870895385742e-08,336.57,0.05147284312155433,1.7030747584998607,0.006541612207547587,46,0.2940673828125,471040,-0.0015254113535775105,15.968717581033706,535,300.0,160.0
25.0,0.004015840338047383,6.332993507385254e-09,318.79,0.045034583382636446,1.6096711069345475,0.004259833359024867,47,0.297802734375,481280,-0.0020947098908436603,15.968697917461395,536,225.0,112.25
0.0,0.0041934255375508656,-7.82310962677002e-09,300.31,0.04641366428127956,1.5610735304653645,0.0025845402152647077,48,0.272705078125,491520,-0.0014063713102586916,15.96856181025505,536,152.50000000000023,64.5
0.0,0.004167201559130263,-3.7252902984619143e-10,294.32,0.04728181417813621,1.5905198648571968,0.004484136473394074,49,0.291796875,501760,-0.0017250507156859386,15.968715822696685,536,102.50000000000021,50.5
0.0,0.00443123000848118,-5.215406417846679e-09,295.6,0.04632616980962573,1.5855694249272347,0.0030275269105443092,50,0.323291015625,512000,-0.00123531721501422,15.96862177848816,537,102.50000000000021,48.5
0.0,0.0034436887366837256,2.3096799850463868e-08,305.62,0.05104311629775251,1.6619562551379203,0.007291523491676344,51,0.2509521484375,522240,-0.0011028514716599602,15.968717622756959,536,152.50000000000023,72.75
0.0,0.003745113258707988,4.8428773880004884e-09,317.26,0.0535923039804447,1.661982276290655,0.008078618368745082,52,0.282275390625,532480,-0.0017490442045527744,15.968717670440673,536,227.5000000000002,105.5
0.0,0.004090293602280326,-5.215406417846679e-09,326.11,0.04977662071129775,1.644372857362032,0.006530351426226844,53,0.2784423828125,542720,-0.0023705811792751772,15.968717521429062,536,332.5000000000006,131.5
25.0,0.0028291718859577487,4.097819328308106e-09,326.31,0.048516837763188325,1.6470066808164119,0.006862498075906842,54,0.1931640625,552960,-0.0009290936453908216,15.968715023994445,537,280.00000000000045,130.0
25.0,0.002784326665766912,-1.1548399925231934e-08,329.51,0.05252915479032666,1.6587866596877574,0.008880158569445485,55,0.1933349609375,563200,-0.0007919003870483721,15.968718028068542,536,225.0,125.0
25.0,0.003382471520831132,-1.4901161193847657e-09,330.83,0.05560275953095893,1.6810790419578552,0.008451652681469569,56,0.2445068359375,573440,-0.0016693481633410557,15.968717700242996,536,225.0,135.75
22.500000000000007,0.0032679517885071617,-4.097819328308106e-09,331.95,0.047812706924699244,1.5707480184733869,0.007220052323992832,57,0.223095703125,583680,-0.001418680043934728,15.96871662735939,535,252.50000000000023,142.5
0.0,0.0025597373837257464,8.568167686462402e-09,324.46,0.053215054483655766,1.4686940379440785,0.008520506666172878,58,0.19033203125,593920,-0.0009430938021978364,15.968717539310456,535,327.5000000000002,146.25
0.0,0.002721251526747892,-7.078051567077636e-09,323.32,0.05297647491698289,1.5306289836764335,0.008288500066919368,59,0.1948974609375,604160,-0.0008590863464633003,15.968717730045318,535,327.5000000000002,149.25
25.0,0.0026860920002178545,1.899898052215576e-08,323.03,0.055146506141176076,1.5843432985246182,0.011262762569094776,60,0.1993896484375,614400,-0.0009562783016008325,15.968717682361603,535,357.5000000000007,168.0
25.0,0.002544901648229825,2.6077032089233397e-09,331.74,0.05722154167424844,1.5675770163536071,0.01572052519331919,61,0.186376953125,624640,-0.0013065642575384117,15.968717885017394,534,450.0,207.25
75.0,0.002521908824417096,-7.450580596923828e-09,338.81,0.05390543415427575,1.515986905246973,0.016170398943359032,62,0.19453125,634880,-0.0015391792912851088,15.96871787905693,535,427.5000000000002,250.5
150.0,0.0021939669488460823,3.7252902984619143e-10,345.47,0.05191689801456162,1.5379041247069836,0.015717699196829926,63,0.1518798828125,645120,-0.001208824921559426,15.968717896938324,535,427.5000000000002,285.0
175.0,0.0026660841068519405,7.450580596923828e-09,352.01,0.055259801186466354,1.51750373467803,0.015405526053109497,64,0.1998779296875,655360,-0.0019292054090328747,15.968717819452285,535,402.5000000000002,299.25
150.0,0.0026441478697734055,-7.450580596923829e-10,349.24,0.04943768214852414,1.411756158620119,0.014513717051886487,65,0.1779052734375,665600,-0.0012063388730894076,15.968717807531357,534,375.0,271.75
150.0,0.0022395801360588054,1.4901161193847657e-09,346.81,0.050078359579011,1.402700849622488,0.014681491881492547,66,0.1498291015625,675840,-0.0012387051297992001,15.968717765808105,535,350.0,259.75
97.5,0.003051424348529963,-2.0861625671386717e-08,344.7,0.05360476711855028,1.5598359286785126,0.009917557755761664,67,0.2139892578125,686080,-0.0008533053536666557,15.96871782541275,535,352.5000000000002,240.25
50.0,0.0030300975484919947,-1.9744038581848144e-08,338.78,0.04635956071811413,1.5491752415895461,0.010326801994233392,68,0.198095703125,696320,-0.0014288122438301798,15.968717789649963,535,352.5000000000002,211.25
50.0,0.002601204344648522,4.097819328308106e-09,341.46,0.049153031335101426,1.5481399513781071,0.010968754839996108,69,0.1879150390625,706560,-0.0011942461860598996,15.968717873096466,534,375.0,202.25
72.50000000000001,0.0027439728438366728,-1.6391277313232423e-08,339.72,0.05101874687926657,1.4754607006907463,0.01161941570462659,70,0.2021484375,716800,-0.0014572105697880033,15.968717616796493,534,277.5000000000002,183.0
75.0,0.0027989091721110524,-8.940696716308593e-09,347.99,0.05337161852907163,1.617072419077158,0.011216136073198869,71,0.2156005859375,727040,-0.0011232304121222114,15.968717581033706,534,300.0,201.25
50.0,0.0027405465943047603,-7.078051567077636e-09,346.09,0.0567039126929216,1.7045170299708843,0.011301579734208644,72,0.2170654296875,737280,-0.001065123613079777,15.968717694282532,533,325.0,198.25
50.0,0.0024704183646235833,-3.7252902984619143e-10,346.3,0.05280530725793477,1.6972780622541905,0.011565377897568396,73,0.1776611328125,747520,-0.0008917187620681944,15.968717885017394,533,355.00000000000045,203.5
50.0,0.0028327085009095753,1.3411045074462891e-08,349.31,0.053302284926074105,1.6223924420773983,0.010810601357661653,74,0.2169189453125,757760,-0.0009446050666156225,15.968717736005782,530,407.5000000000006,209.25
50.0,0.0034944766422540853,-7.078051567077636e-09,351.0,0.05048825006823312,1.5822270222008228,0.007754413306611241,75,0.3025146484375,768000,-0.00185690529178828,15.968717777729035,527,400.0,198.25
50.0,0.002664462088841901,5.215406417846679e-09,344.6,0.04612484727664719,1.5695843271911145,0.007778901421079354,76,0.2053955078125,778240,-0.001462795337283751,15.968717533349992,527,300.0,169.0
47.50000000000001,0.0030538847513753354,5.215406417846679e-09,338.19,0.04981221693138219,1.5342965953052043,0.006839147436039639,77,0.2523681640625,788480,-0.001406628941913368,15.96871770620346,527,227.5000000000002,146.25
47.50000000000001,0.002511744052208087,1.862645149230957e-09,340.39,0.053949201339199046,1.5502394340932368,0.009717340747374691,78,0.2052490234375,798720,-0.0016483557104947978,15.968717813491821,527,250.0,151.75
25.0,0.0030794874924367833,-2.2351741790771484e-09,344.43,0.04840369793401443,1.5479426629841329,0.007107989659743907,79,0.22900390625,808960,-0.0015661950885260012,15.968717229366302,526,275.0,163.5
47.50000000000001,0.00255486354877803,-1.7136335372924803e-08,338.51,0.053007894641310185,1.5655946247279644,0.006983200760987529,80,0.212841796875,819200,-0.0010355982260080055,15.968717575073242,525,250.0,149.25
25.0,0.0029270647143789575,-2.6077032089233397e-09,319.81,0.047522620453004615,1.5489128336310387,0.005558572373679738,81,0.2198486328125,829440,-0.0011334904109389754,15.968715184926987,524,200.0,107.0
25.0,0.0030026926680534415,6.7055225372314455e-09,313.0,0.04916189483231312,1.6229373797774316,0.00489764815986291,82,0.2406494140625,839680,-0.0011116240435512736,15.96871640086174,522,150.0,86.5
25.0,0.003256398754933798,1.7508864402770997e-08,316.77,0.05052659200303804,1.5355168141424655,0.006737770714244107,83,0.239501953125,849920,-0.0013255839727207785,15.968717575073242,518,150.0,87.5
25.0,0.0029557895504694898,-1.564621925354004e-08,327.13,0.05205248735622413,1.5374864302575588,0.006891941915364441,84,0.23466796875,860160,-0.0015416301706864034,15.968717432022094,514,175.0,105.75
25.0,0.002787264994958605,-4.097819328308106e-09,330.96,0.048633001702681256,1.4918372564017772,0.00730972200508404,85,0.210888671875,870400,-0.0010333819343941286,15.968717592954636,510,175.0,112.25
47.50000000000001,0.002724396920223171,-3.2782554626464846e-08,330.09,0.050575277900482496,1.4213779889047147,0.007947779127425747,86,0.2477783203125,880640,-0.0011117312758869957,15.96871771812439,504,200.0,119.5
50.0,0.0023197983208206097,-6.332993507385254e-09,332.24,0.049624411583487224,1.4218287460505963,0.00813687300192214,87,0.1738525390625,890880,-0.0008006208190636244,15.968717461824417,496,175.0,121.0
50.0,0.0026018254432642607,5.215406417846679e-09,334.88,0.04955664980064153,1.5013876736164093,0.006846874632230282,88,0.1930419921875,901120,-0.0008156001204042695,15.968716824054718,480,200.0,124.75
25.0,0.003123563355359238,3.3527612686157227e-09,328.8,0.05160338689351089,1.5462492942810058,0.00689481556901228,89,0.2683837890625,911360,-0.0016366591455152957,15.968717575073242,466,200.0,123.5
25.0,0.0026228896467614506,-1.080334186553955e-08,318.07,0.04853745857683393,1.444593831896782,0.007242247309659433,90,0.192138671875,921600,-0.0008262468225439079,15.968717533349992,452,227.5000000000002,113.75
25.0,0.0030975367006931265,-1.564621925354004e-08,323.64,0.04998067017847137,1.4613671436905862,0.009849647534429096,91,0.2381591796875,931840,-0.002264362580172019,15.96871770620346,439,252.50000000000023,132.25
25.0,0.002179996370102799,4.8428773880004884e-09,334.57,0.04713345134445326,1.4950668208301068,0.01239820540358778,92,0.1572509765625,942080,-0.0008690665352332871,15.968717831373215,428,350.0,169.5
50.0,0.0020943183730935287,-5.587935447692871e-09,353.15,0.05134935595274952,1.4824132762849331,0.012599819005117752,93,0.153662109375,952320,-0.0007374617463938194,15.968717813491821,416,452.50000000000017,218.0
50.0,0.002525598668947282,-8.195638656616212e-09,358.53,0.051128745116127375,1.4849102176725864,0.010976138292426186,94,0.1900634765625,962560,-0.001052837101451587,15.968717640638351,407,552.5000000000002,251.5
50.0,0.0021480420764305565,-2.2351741790771484e-08,364.26,0.04919465572089117,1.4621238373219967,0.012439800315769389,95,0.17294921875,972800,-0.0008533876494766446,15.968717938661575,399,577.5000000000002,258.5
50.0,0.0033534487136080314,-7.82310962677002e-09,363.32,0.049704562018761125,1.5678677566349506,0.010160040339178522,96,0.2261962890625,983040,-0.0007631016826053383,15.968717789649963,392,530.0000000000005,237.0
50.0,0.0028583553571252195,1.0430812835693359e-08,357.74,0.052286907845837303,1.5676988758146764,0.009167108186557017,97,0.237548828125,993280,-0.0012654752925300272,15.96871766448021,385,500.0,223.75
50.0,0.0030604869011938264,-4.8428773880004884e-09,353.76,0.04756698736251459,1.5251233480870723,0.008724558523968539,98,0.225634765625,1003520,-0.0015822826513613108,15.96871663928032,380,477.5000000000002,204.5
50.0,0.0023249918246619925,-1.862645149230957e-09,349.04,0.04996121113011764,1.564527876675129,0.009421207784544094,99,0.1804931640625,1013760,-0.000792378484038636,15.96871758699417,376,477.5000000000002,196.5
25.0,0.002873918763361871,1.6763806343078613e-08,349.96,0.05194321079054213,1.6146438471972941,0.008930090384637879,100,0.213671875,1024000,-0.0010279089387040586,15.968717682361603,371,450.0,182.25
25.0,0.0025947672484434746,3.3527612686157227e-09,362.5,0.04970024613416715,1.5065651170909404,0.008792181032640655,101,0.2169921875,1034240,-0.0007562812847027089,15.968717736005782,368,500.0,202.25
25.0,0.0024526707144104875,-2.384185791015625e-08,363.41,0.04847989717711296,1.5071386843919754,0.008759899745564325,102,0.2106689453125,1044480,-0.001187128851233865,15.9687175989151,364,455.0000000000004,197.5
25.0,0.0024177797228048803,-1.080334186553955e-08,362.72,0.045557886084643825,1.4531468868255615,0.008005658257479809,103,0.200830078125,1054720,-0.0012451615100872004,15.968717271089554,360,502.5000000000002,205.0
25.0,0.00281187407868515,-1.862645149230957e-08,352.38,0.04562859154424342,1.5458109617233275,0.007207753112732007,104,0.2010009765625,1064960,-0.0009598489115887788,15.968715226650238,357,425.0,178.75
25.0,0.0023453131429278075,1.564621925354004e-08,342.4,0.04830262255604142,1.5278737522661685,0.006259853354879397,105,0.18662109375,1075200,-0.0010808911014464685,15.968717056512833,354,400.0,151.75
25.0,0.003026984929840637,1.1175870895385742e-08,341.34,0.046300134447428254,1.449205656349659,0.006966809592958612,106,0.2352294921875,1085440,-0.0007495705540350173,15.968707376718521,350,400.0,148.0
25.0,0.0026028086525798242,-3.3527612686157227e-09,348.5,0.05601745693783191,1.5217541821300984,0.011978882335824892,107,0.2309326171875,1095680,-0.0010868226272577886,15.96871782541275,347,402.5000000000002,168.75
50.0,0.002250236056693211,-1.601874828338623e-08,359.46,0.05416977687344299,1.5784690424799919,0.013639860137482173,108,0.187060546875,1105920,-0.0009206555310811382,15.968717873096466,344,502.5000000000002,208.0
50.0,0.002003680663585783,-2.6077032089233397e-09,379.1,0.05127969615515673,1.5978885635733604,0.01406407130707521,109,0.1630859375,1116160,-0.0010350378048315178,15.968717795610427,341,602.5000000000002,275.25
125.0,0.002309549131962285,-5.960464477539063e-09,380.44,0.0545720861040759,1.559565618634224,0.014560637238901109,110,0.188232421875,1126400,-0.001163604219618719,15.968717849254608,339,600.0,303.25
125.0,0.002480986752334502,-6.332993507385254e-09,367.52,0.060877682756834216,1.5372110143303872,0.014230097060499247,111,0.222509765625,1136640,-0.0010557266086834716,15.968717676401138,337,550.0,293.0
125.0,0.0022244379883545663,1.7136335372924803e-08,358.66,0.05733913138986306,1.5002030342817307,0.01431490469694836,112,0.1988525390625,1146880,-0.0008625429669336882,15.968717950582505,334,452.50000000000017,278.0
125.0,0.0019406089173060082,9.685754776000977e-09,346.06,0.0538273046491977,1.5068803273141385,0.016275787926861084,113,0.163818359375,1157120,-0.0015494335657422198,15.96871782541275,332,375.0,251.75
125.0,3.347096682016969,7.944181561470032e-06,351.62,0.38242733825522324,1.562695112079382,0.035154351561504885,114,0.239404296875,1167360,0.00013305585525813513,15.96871782541275,329,450.0,274.75
150.0,0.002302620989621573,-1.601874828338623e-08,354.56,0.05874915424587181,1.5359066434204578,0.01620002989366185,115,0.1902099609375,1177600,-0.0010048573934909656,15.968717938661575,327,405.00000000000045,282.0
150.0,0.002419797522520639,-1.4528632164001465e-08,353.92,0.05625534512853807,1.5481083951890469,0.015174172594561242,116,0.2169189453125,1187840,-0.0015553318276943172,15.968717908859253,324,427.5000000000002,286.25
150.0,0.002286071840831028,-0.7455777112394572,357.02,2.265070957387691,1.5498602382838726,0.023935727440402843,117,0.1507080078125,1198080,-0.0008295481693494366,15.968717956542969,322,400.0,280.75
150.0,0.0031029555485702076,-2.6077032089233397e-09,357.37,0.07526109635251262,1.5388567447662354,0.020491819018207024,118,0.2039306640625,1208320,-0.0005553561939450446,15.968717962503433,319,400.0,277.25
150.0,0.0020554273160428237,-4.8428773880004884e-09,360.7,0.05369413224652416,1.5994554512202739,0.014717719022883102,119,0.165576171875,1218560,-0.0008861661095579621,15.968717956542969,317,405.00000000000045,278.75
150.0,0.002313126184481007,-1.899898052215576e-08,362.79,0.05408070840725232,1.6182592175900936,0.01324891233962262,120,0.2012939453125,1228800,-0.0010522805729124229,15.968718039989472,315,525.0,283.25
125.0,0.002151868883379393,7.450580596923829e-10,360.71,0.05486851537352823,1.6292654722929,0.014306516372016631,121,0.1864013671875,1239040,-0.001738850698711758,15.968717873096466,313,527.5000000000002,283.75
125.0,0.002188142762906864,-1.1548399925231934e-08,365.33,0.05488519664008125,1.5873854123055935,0.015132144710514694,122,0.192529296875,1249280,-0.0012894796760519966,15.968718087673187,311,550.0,282.25
147.5,0.0025369273958915526,5.960464477539063e-09,371.69,0.05568414994771144,1.5932540468871594,0.014633891923585907,123,0.21884765625,1259520,-0.0017001542342768516,15.968717974424361,309,575.0,308.0
147.5,0.001963844139909554,-1.564621925354004e-08,371.05,0.05266929957635589,1.6188601277768613,0.013663727358652978,124,0.1725341796875,1269760,-0.0011776423616538523,15.968717849254608,307,575.0,290.0
125.0,0.00197464667364784,-7.078051567077636e-09,367.93,0.04995621130294538,1.607887253910303,0.01210108904488152,125,0.166015625,1280000,-0.0008871497579093557,15.968717926740647,305,432.5000000000006,270.5
125.0,0.0021895761531595783,5.587935447692871e-09,369.24,0.05184146797197674,1.5580057106912135,0.013238915971305687,126,0.18876953125,1290240,-0.0009728409233503044,15.968717670440673,303,380.00000000000045,260.0
125.0,0.0023638205311954153,-3.7252902984619143e-10,358.52,0.05744504078876951,1.6370012573897839,0.013688555359840393,127,0.1962158203125,1300480,-0.0006847781416581711,15.968717813491821,302,352.5000000000002,237.75
122.5,0.002415050723834611,-3.725290298461914e-09,356.25,0.05295609980180151,1.6577797785401345,0.013053728634986328,128,0.2121826171875,1310720,-0.001582031653742888,15.968717926740647,300,375.0,240.0
75.0,0.002189835751772762,-6.7055225372314455e-09,350.08,0.05299739036373741,1.6381822191178799,0.010967685645300661,129,0.190625,1320960,-0.0010674364741134923,15.968717712163926,298,327.5000000000002,231.5
50.0,0.0027140649507259697,3.725290298461914e-09,346.11,0.0570618220647255,1.648951680958271,0.012259632379573305,130,0.2350341796875,1331200,-0.001490938551069121,15.968717783689499,297,325.0,210.0
50.0,0.0025562188488834183,2.16066837310791e-08,348.87,0.05821734891396383,1.651066078990698,0.012028930097585544,131,0.213037109375,1341440,-0.0007673449217691086,15.968717724084854,295,325.0,214.0
75.0,0.0028141286262552967,-1.862645149230957e-08,347.17,0.0551036490726316,1.5948722220957279,0.011424140050075948,132,0.26015625,1351680,-0.0021817983659275344,15.968717831373215,294,325.0,210.0
72.50000000000001,0.0022281339487108197,4.470348358154297e-09,350.8,0.05513921793079689,1.5733036503195763,0.011834568360791308,133,0.2136962890625,1361920,-0.0016766646487667459,15.968717855215072,293,327.5000000000002,216.5
75.0,0.0021801286873369464,2.2351741790771484e-09,344.28,0.05312324569350555,1.6029071137309074,0.013164853493799455,134,0.1886474609375,1372160,-0.00111449386276945,15.968717801570893,292,355.00000000000045,216.5
72.50000000000001,0.002271800954213177,1.1920928955078126e-08,341.69,0.05321190432342855,1.6130389072000981,0.013657489656907273,135,0.1984130859375,1382400,-0.0014109175142948515,15.968717712163926,290,507.5000000000006,236.25
50.0,0.002896467636537636,-2.0489096641540527e-08,345.71,0.051072677780852095,1.6942390739917754,0.009301497147953341,136,0.2649169921875,1392640,-0.0015327839551900978,15.968717652559281,289,502.5000000000002,236.0
25.0,0.003221986597372961,-1.1920928955078126e-08,337.11,0.052536766286531825,1.7248720407485962,0.009607373006656417,137,0.26123046875,1402880,-0.0016308243742969354,15.968717640638351,288,480.00000000000045,211.5
25.0,0.002200998699208867,1.0430812835693359e-08,345.65,0.053284362251042806,1.6747080370783807,0.011607676136191004,138,0.1863525390625,1413120,-0.0012251923020812684,15.968717676401138,287,402.5000000000002,202.0
