grad_norm,policy_entropy,frames,value_loss,P09:episode_rewards,fps,episode_length,advantage_norm,epoch_idx,explained_variance,policy_loss,P01:episode_rewards,PMM:episode_rewards
2.173943233912328,1.349731208384037,8000,0.04292819994836464,3.0,255,165.53488372093022,1.670828341729939,1,-4.71585862159729,0.013404456104181008,0.0,0.9534883720930233
0.28779521672401215,1.3775719714164734,16000,0.014943537366252712,3.0,237,172.2688172043011,1.2348507339507342,2,-0.06843813300132752,0.0050418412356521,0.0,1.118279569892473
0.2690893868036905,1.3780754208564758,24000,0.013520323242810264,3.0,253,173.86,1.2146801542490722,3,-0.05338192999362946,0.0017930872354190797,0.0,1.17
0.3100634648742374,1.3790749406814575,32000,0.017696385979870683,3.1000000000000085,258,180.24,1.3834604931995274,4,-0.09855555355548859,0.00020231518341461195,0.0,1.32
0.22699876355738638,1.3830972588062287,40000,0.013149405242747889,3.1000000000000085,265,184.95,1.2082661746442318,5,-0.005336055755615235,0.0010610427014762535,0.0,1.42
0.26712370787357353,1.3820987725257874,48000,0.016398255314052222,4.0,271,192.2,1.3740372756123542,6,0.01345227837562561,0.0016752243218070362,0.0,1.62
0.24104805641685542,1.3831440925598144,56000,0.012842692228514353,3.1000000000000085,271,186.27,1.1670863895863295,7,-0.10775695145130157,0.0016321289766347035,0.0,1.47
0.3181992567898094,1.379042328596115,64000,0.014853076416620752,3.0,271,176.43,1.2649412597715854,8,0.1619603705406189,0.002159223041962832,0.0,1.2
0.33789323891159134,1.375396990776062,72000,0.014311993533156056,4.0,267,183.05,1.2938910480588675,9,0.25224371790885924,-0.0013739445558167062,0.0,1.38
1.2079718454244845,1.3432334783673285,80000,0.06091609886061633,4.0,267,183.96,1.7611757890880109,10,0.3782514721155167,0.003864992340677418,0.0,1.44
0.6203865468766058,1.3503241634368897,88000,0.02652455144911073,5.1000000000000085,267,194.66,1.4477031075954436,11,0.6185110396146775,-0.002489852503640577,0.0,1.73
0.3194750709373054,1.372898485660553,96000,0.0122155944572296,5.0,267,196.93,1.2591214069724084,12,0.7506146615743637,0.0010081903828540817,0.0,1.82
1.3631197215303663,1.3794365477561952,104000,0.08245712152798661,4.1000000000000085,266,190.55,1.632989154458046,13,0.625064200758934,0.014028489565826021,0.0,1.6
0.3065442601916734,1.3739171087741853,112000,0.012622704665409401,4.0,265,191.6,1.2400462061166764,14,0.5584593427181244,0.003544080390711315,0.0,1.59
0.21855715806854398,1.376615149974823,120000,0.00894712997978786,3.0,266,182.47,1.0260804891586304,15,0.5340637212991715,0.002260236508445814,0.0,1.32
0.26544320407508526,1.3754808259010316,128000,0.010879657558398322,3.1000000000000085,267,183.1,1.194290581047535,16,0.6786468952894211,-0.00142145577352494,0.0,1.41
0.2744297917746875,1.375440046787262,136000,0.010883809830120298,3.1000000000000085,267,184.87,1.2091872404515742,17,0.7576166325807572,0.000868606734147761,0.0,1.46
0.3323043707208218,1.376789789199829,144000,0.01231708583596628,5.0,268,197.78,1.2919959837198258,18,0.7782971340417862,-0.0032150289753917604,0.0,1.83
0.29781204099735825,1.3745001125335694,152000,0.012358197560533881,4.1000000000000085,269,200.56,1.263863264322281,19,0.8074416875839233,0.00537669859098969,0.0,1.87
0.2999371869002711,1.3570931696891784,160000,0.011909562897635624,5.0,269,213.27,1.2664182725548745,20,0.772877716422081,-0.002287365588126704,0.0,2.2
0.23343511522119303,1.3427098977565766,168000,0.007304688061703928,5.0,269,206.16,0.9925097221136093,21,0.8648433339595795,-0.0008545812962256605,0.0,1.96
0.2902767571506085,1.345697841644287,176000,0.009117616778821684,5.0,269,202.92,1.0800252357125282,22,0.8597012555599213,-0.0008630731102311984,0.0,1.98
0.18285787464048148,1.322764471769333,184000,0.004808311595697887,5.0,270,203.21,0.8162399950623512,23,0.9492893129587173,-0.0018744877647259273,0.0,1.94
0.17970030530634826,1.3143273174762726,192000,0.0043544658212340435,5.0,270,196.61,0.7509528888761997,24,0.9417660450935363,-0.0008273873620782979,0.0,1.81
0.17567082692672908,1.3396683931350708,200000,0.0041930798930116,5.0,271,194.43,0.7242452570796013,25,0.9450457125902176,0.00010258235270157456,0.0,1.8
0.21432620473027086,1.3436992621421815,208000,0.005849328086478636,5.0,270,196.94,0.8546441878378391,26,0.9298828661441803,-0.0014549217669991776,0.0,1.79
0.1635097178191296,1.3408845221996308,216000,0.00410665846633492,5.0,271,198.12,0.7039165364205837,27,0.9586888694763184,-2.7367821894586085e-06,0.0,1.85
0.18821578762796284,1.3568352937698365,224000,0.0045123936916934325,7.0,271,199.93,0.739571363478899,28,0.9467999082803726,-0.0006385622618108755,0.0,1.99
0.22252078291837316,1.3554720306396484,232000,0.006599710051086731,5.0,272,196.2,0.9137911629676819,29,0.9099963515996933,0.00018117189465556295,0.0,1.81
0.18301373805114565,1.3476281213760375,240000,0.004421901027380954,5.0,272,191.56,0.7459738311171532,30,0.9336345630884171,-0.0012613246374530717,0.0,1.61
0.1523586054343106,1.3357389211654662,248000,0.0038296713976887988,5.0,272,193.97,0.6638304987549781,31,0.9539196389913559,-0.001504038741622935,0.0,1.7
0.1785158019675712,1.3397901701927184,256000,0.004038359280966688,5.0,272,197.85,0.6890083679556847,32,0.9609158676862717,0.00011323058570269495,0.0,1.82
0.22099463146151635,1.370329236984253,264000,0.007613949762308039,6.0,273,206.41,0.9751840630173683,33,0.9103253537416458,0.0002289619157090783,0.0,2.02
0.1710083605471956,1.3611989200115204,272000,0.004880479887651746,5.1000000000000085,273,194.75,0.7853010493516922,34,0.9400575482845306,-0.0002534303874926991,0.0,1.76
0.18013641080791182,1.3619867503643035,280000,0.005014202637830749,5.0,273,200.13,0.7813412782549858,35,0.9283162426948547,-0.0006628819613251836,0.0,1.97
0.20029875462439292,1.351448082923889,288000,0.005612849844619632,5.0,273,203.67,0.8611760827898979,36,0.9426080185174942,-0.0009614253815379925,0.0,2.02
0.15456651313866338,1.3548596930503845,296000,0.004198629709426313,6.0,274,217.06,0.695475417971611,37,0.9521867954730987,-0.00013612429960630835,0.0,2.43
0.1862084937147489,1.3580424058437348,304000,0.004658248409396037,6.0,274,215.7,0.7302609215676784,38,0.9544023299217224,-0.0002900663951913884,0.0,2.35
0.18033902807086552,1.348187141418457,312000,0.004873607132467441,5.0,274,207.37,0.7738710963726043,39,0.9463378041982651,-0.000830543934207526,0.0,2.03
0.12165551552362683,1.3316413950920105,320000,0.002819698217208497,6.0,274,213.8,0.5557153123617172,40,0.9756360167264938,-0.0008330842389841564,0.0,2.21
0.12535040044815704,1.3533462858200074,328000,0.002436376692203339,5.0,274,204.8,0.5135521432757377,41,0.9692941445112229,-0.0008121709208717221,0.0,1.94
0.15955260300924498,1.3562348115444183,336000,0.003941350318200421,5.0,273,189.12,0.6399473884701729,42,0.9514403122663498,0.0005350770574295893,0.0,1.49
0.13082240468676287,1.3445625329017639,344000,0.0029246398883697113,5.0,273,191.85,0.5597198185324669,43,0.9675535672903061,-0.002033744565269444,0.0,1.64
0.16623222260647225,1.3621999216079712,352000,0.004646838951157406,6.300000000000026,273,202.23,0.7212360917031765,44,0.9498013603687286,-0.0016404834403147106,0.0,2.14
0.18862281496519387,1.36434237241745,360000,0.005394493716303259,9.0,273,217.5,0.7951302030682563,45,0.952894840836525,0.00023274324586964213,0.0,2.52
0.13619476275265915,1.3524683010578156,368000,0.0033125867263879625,6.0,273,215.28,0.6200925303995609,46,0.9664727979898453,-0.0008421972016803946,0.0,2.38
0.14850180109826847,1.355782107114792,376000,0.0038042394854710436,5.0,273,206.77,0.6598651027679443,47,0.9612199276685714,-0.0005010440815817674,0.0,2.05
0.15538980395644658,1.3590465128421783,384000,0.003863173318677582,6.0,273,202.32,0.687188228815794,48,0.934383795261383,-0.0006439981277799234,0.0,2.02
0.12100282797581642,1.3530772387981416,392000,0.0022737048170529306,5.0,273,200.82,0.5291465525329113,49,0.9737499850988388,-0.00043211034819250926,0.0,1.99
0.1389412542407571,1.3587689864635468,400000,0.0031202848702378107,5.0,273,192.98,0.600216767936945,50,0.9687289088964463,-0.0004473526799847605,0.0,1.7
0.12861278407578586,1.3544401800632477,408000,0.002734333640401019,5.0,273,192.18,0.5372952519357205,51,0.9640228420495986,-0.001424833009878057,0.0,1.6
0.18291666783864557,1.3505337452888488,416000,0.005301891460840124,5.0,273,208.54,0.7943730050325394,52,0.9480423247814178,-0.0008649743776186369,0.0,2.1
0.1296815269079917,1.353903410434723,424000,0.0032345196441747248,5.0,273,214.34,0.613932948410511,53,0.9694990795850754,-0.0007628218759055017,0.0,2.26
0.17411461828607727,1.3551891434192658,432000,0.004477549801231362,9.0,273,230.81,0.7394197005033493,54,0.948990422487259,-0.00017592740303371102,0.0,2.72
0.15481036303103143,1.344340784549713,440000,0.003823271712753922,6.0,273,217.63,0.6603599119186402,55,0.9662464940547943,-0.0015877008505049161,0.0,2.37
0.15531677707120642,1.361138756275177,448000,0.004412351349019445,9.0,272,212.01,0.7109127724170685,56,0.9518678951263427,0.0006428991380380466,0.0,2.39
0.16723009310025144,1.351099373102188,456000,0.004233176119741984,7.200000000000017,272,214.02,0.7190749062597752,57,0.95199054479599,-0.0021568342932732775,0.0,2.38
0.15043606195380402,1.3462419724464416,464000,0.0037178311773459426,5.0,271,199.23,0.6658267845213414,58,0.9591620308160782,-0.0001905469900520984,0.0,1.83
0.14796536865605314,1.3529639506340028,472000,0.003733296427235473,5.0,271,187.79,0.6641750355064869,59,0.9505750495195389,-0.0017581259187863906,0.0,1.58
0.14798840159602866,1.3626487827301026,480000,0.003997740179183893,5.0,272,192.14,0.701007796227932,60,0.9598284834623336,-0.0016235918211168609,0.0,1.67
0.17012652926388785,1.3617190957069396,488000,0.0045365002925973385,9.0,272,207.42,0.7466849975287915,61,0.9551358097791671,0.0013181052398249448,0.0,2.17
0.18052033276521914,1.3642735493183136,496000,0.005592791453527752,9.0,272,221.28,0.8120428010821342,62,0.9447784346342086,-0.0005236343985598068,0.0,2.55
0.08213940102913175,1.3631404340267181,504000,0.001645256591727957,5.1000000000000085,271,204.89,0.4216578331589699,63,0.9819426554441452,-0.0005861333121720235,0.0,1.99
0.13175057211059651,1.3524916684627533,512000,0.0027777292708924504,4.1000000000000085,271,185.1,0.5518473188579083,64,0.9720706814527511,-0.0023028008396795484,0.0,1.49
0.11368267057774092,1.344840977191925,520000,0.002394632375217043,5.0,271,198.3,0.5020893497765064,65,0.9775267088413239,0.00035710531956283375,0.0,1.89
