grad_norm,epoch_idx,frames,policy_loss,value_loss,PMM:episode_rewards,advantage_norm,clip_fraction,fps,P09:episode_rewards,P01:episode_rewards,approx_kl_divergence,explained_variance,episode_length,policy_entropy
395996344.18412894,1,10240,0.05355149227816582,230312552.64533076,133.33333333333334,15.968715888261794,0.249658203125,273,150.0,125.0,352256.2094491081,-4.225292524322867,361.9166666666667,0.22966330743885371
0.14067005599386084,2,20480,0.0017906319932080804,0.009840280048956629,138.83928571428572,15.968716812133788,0.1078857421875,280,175.0,125.0,0.0069895661227747045,-6.332993507385254e-09,359.4107142857143,0.5843547070398927
0.09803396525254017,3,30720,0.0010073410772747592,0.012439197597268503,159.82142857142858,15.968717861175538,0.1301513671875,290,225.0,125.0,0.005212876515662402,8.568167686462402e-09,356.75,0.8382823258638382
0.059827241609361606,4,40960,-0.000455294730636524,0.009941383385739754,160.25,15.968717914819717,0.0825927734375,295,225.0,125.0,0.0026378039682356303,-1.7136335372924803e-08,361.82,0.8269470248371362
0.05376478970760477,5,51200,-0.00027922469453187657,0.009087847179580421,167.5,15.968717795610427,0.0976806640625,299,227.5000000000002,125.0,0.002143714247608841,1.7508864402770997e-08,367.23,0.8724936880171299
0.03526515292947483,6,61440,-0.0008135500975186005,0.0089691625762498,160.0,15.968717855215072,0.08212890625,300,225.0,125.0,0.0014390801606069203,-2.6077032089233397e-09,374.45,0.7377938956022263
0.029224601882776292,7,71680,-0.0008026225536013953,0.008698869666659448,146.5,15.968717622756959,0.0766357421875,300,200.0,125.0,0.0012240004689104468,-1.4156103134155273e-08,374.86,0.6736415773630142
0.03426589661682851,8,81920,-0.0005662929950631223,0.008685507143491122,146.75,15.968718004226684,0.07255859375,301,225.0,125.0,0.0012806031462027079,1.30385160446167e-08,376.63,0.7470421101897955
0.034309166293194436,9,92160,-0.00043136720742040777,0.008915204919321695,140.25,15.96871782541275,0.0740966796875,301,200.0,125.0,0.0012611325850080846,-8.940696716308593e-09,374.19,0.7552031088620424
0.033096770508259654,10,102400,-0.0005652890402416233,0.008183363858734083,137.0,15.96871758699417,0.062255859375,299,175.0,125.0,0.0012804845781657192,-5.587935447692871e-09,372.08,0.645100261271
0.030188421138369913,11,112640,-0.0005139853448781651,0.010367179130844307,141.5,15.968717700242996,0.0606689453125,299,200.0,125.0,0.001216166997039636,-9.313225746154785e-09,366.52,0.6279377657920122
0.04032682151949039,12,122880,0.0001929240141180344,0.011351524782367051,149.25,15.968717974424361,0.0856689453125,299,225.0,125.0,0.0020360964153866234,6.332993507385254e-09,359.42,0.7646370112895966
0.03884138969239151,13,133120,-0.0004033125631394796,0.012740797862352337,167.75,15.968717849254608,0.080126953125,298,250.0,125.0,0.0015121119476084743,-1.0430812835693359e-08,352.46,0.8499857012182475
0.04255484881493358,14,143360,-0.00032486532327311577,0.01446004412136972,188.0,15.968718004226684,0.0791748046875,298,275.0,125.0,0.0015545963563255328,-7.450580596923829e-10,354.58,0.8893761035054922
0.04789109369052371,15,153600,-0.0009260391641873866,0.013349957003083546,209.5,15.968717813491821,0.130322265625,298,300.0,125.0,0.002295103584901881,3.3527612686157227e-09,355.86,1.0153320532292127
0.03949038991680724,16,163840,-0.000467145850052475,0.012458402337506414,209.25,15.968717783689499,0.0832763671875,297,300.0,125.0,0.0019423372478172495,-1.1175870895385742e-09,361.44,1.0239244803786278
0.051611384714206676,17,174080,-0.00045874815914430654,0.015295481945213397,212.5,15.968718016147614,0.128173828125,296,300.0,125.0,0.0026230390526279733,-6.7055225372314455e-09,357.83,1.1878112152218818
0.054674528338001495,18,184320,-0.0011664028435916407,0.015491011235280894,230.25,15.968717813491821,0.157177734375,295,325.0,125.0,0.002489772542458013,1.0430812835693359e-08,350.18,1.2044887408614158
0.0493468181168409,19,194560,-0.0008207777296775021,0.015947861764288973,239.75,15.968718045949936,0.13134765625,295,350.0,125.0,0.0026321728108484876,-9.313225746154785e-09,348.26,1.1716152124106884
0.04749080123957071,20,204800,-0.0008558162946428638,0.012488687953918998,245.25,15.96871771812439,0.1316650390625,295,327.5000000000002,150.0,0.002326290215512472,-1.825392246246338e-08,352.01,1.2080361433327198
0.04278208868303671,21,215040,-0.0006299791093624663,0.014391569493454881,230.75,15.968717843294144,0.0818359375,295,300.0,150.0,0.0016039486942872826,-2.2351741790771484e-09,351.83,1.1213735081255436
0.044351761670819355,22,225280,-0.0008661640298669226,0.013820931338705123,218.0,15.968717968463897,0.096533203125,295,300.0,147.5,0.0017525197518693859,8.195638656616212e-09,354.39,1.0349773608148098
0.03942423171518257,23,235520,-0.0008946408903284464,0.013205270103208022,216.75,15.968717724084854,0.1054931640625,295,275.0,125.0,0.0020119823755010203,-8.568167686462402e-09,356.33,1.0345559190958737
0.040895958752503195,24,245760,-0.0005381864739320008,0.013115950492647244,219.25,15.968717753887177,0.096875,294,275.0,125.0,0.0019149556582831906,2.4959444999694825e-08,355.59,0.9305218029767275
0.04325902133558756,25,256000,-0.0004255208230460994,0.01491796302725561,222.5,15.968717980384827,0.0851806640625,294,277.5000000000002,125.0,0.0017244700632858211,-6.332993507385254e-09,357.17,0.9214237846434117
0.04475374381570214,26,266240,-0.0006102025610744022,0.01566745991149219,224.5,15.968717861175538,0.085595703125,294,300.0,150.0,0.0013274485509725763,-3.725290298461914e-09,353.04,0.9364165965467691
0.0453131126239668,27,276480,-8.040426691877656e-05,0.015640999394236133,231.75,15.968717861175538,0.058251953125,294,300.0,150.0,0.0014629842546469262,7.450580596923828e-09,351.62,0.9840858943760395
