q_loss,avg_q_retraced,avg_q_selected,policy_gradient_bias_correction,policy_gradient_loss,P01:episode_rewards,policy_entropy,frames,advantage_norm,fps,grad_norm,epoch_idx,rollout_prob_std,explained_variance,policy_loss,episode_length,PMM:episode_rewards,model_prob_std,P09:episode_rewards
2.9322687207429513e-07,0.0003444675978137308,0.00035073604320276654,-1.177689517214386e-07,-9.218638955959718e-06,0.0,2.197215470036616,158400,0.004328750857089358,407,0.00019351184404057877,22,0.0029622011587579584,-7.103068166603659,-9.33640789761052e-06,3324.472222222222,0.0,0.00044585506310285963,0.0
1.8951144659284703e-07,0.00020910607818675414,0.00021610212844217326,-1.2882774657309855e-07,-5.918452851879976e-06,0.0,2.1972186635915567,165600,0.003236812675348976,403,0.0001458035476688802,23,0.0029673620100503385,-7.240588276045663,-6.047280584395606e-06,3324.4166666666665,0.0,0.0003435452020142018,0.0
1.5082239792256198e-07,0.00023232696106643985,0.0002325980926154501,-4.389678983983909e-07,-3.5819467931576453e-06,0.0,2.197219825424845,172800,0.0028000329275863125,400,0.00014639743102414974,24,0.0038292896252090625,-7.169224487098435,-4.020914690746243e-06,3324.4166666666665,0.0,0.00031554435748220715,0.0
1.5386876965812675e-07,0.00021734194948939145,0.00022048357825225193,-1.1582011446323299e-07,-6.080418671273801e-06,0.0,2.1972198779778505,180000,0.0029958488972439976,396,0.00014504444252485152,25,0.0032748104787130848,-7.689935431943999,-6.19623878232342e-06,3324.4166666666665,0.0,0.0003054303413417497,0.0
1.4937686602915317e-07,0.0001667618226666592,0.00017007326047874697,-3.437660543189243e-08,-5.062078126978272e-06,0.0,2.1972203372395227,187200,0.003004874943936658,392,0.00012266868783550008,26,0.0023314605293362836,-7.663214134384716,-5.096454737952398e-06,3324.4166666666665,0.0,0.00030904952099970403,0.0
9.103015393550943e-08,0.00017149318362253904,0.00017067514994117744,-9.112801433513182e-08,-2.746596850061263e-06,0.0,2.1972220295530036,194400,0.002206741301570468,389,9.403150675152049e-05,27,0.002740311575435665,-7.788115122208749,-2.837724866375251e-06,3324.4166666666665,0.0,0.0002306010089170938,0.0
1.0972917427066026e-07,0.0001615990165912269,0.00016409832008131822,-1.2153756170081333e-08,-5.196113824276724e-06,0.0,2.1972213458745395,201600,0.0024938603206804202,386,9.794385249850508e-05,28,0.002153561351799555,-8.213731542093472,-5.208267576176029e-06,3324.3333333333335,0.0,0.00026232994233921713,0.0
6.621222831839998e-08,0.0001344762085960447,0.00013617172542850582,-6.752703574382697e-08,-3.278138858164271e-06,0.0,2.197222677462946,208800,0.0017775340663378802,384,7.793355201114476e-05,29,0.0020246853764636294,-9.141901195579106,-3.345665889218516e-06,3324.3333333333335,0.0,0.00019506766643634743,0.0
7.6647842418406e-08,0.00018136028150120327,0.00018056045334257457,-4.274203320164816e-09,-3.472287236192343e-06,0.0,2.1972220657931434,216000,0.0018677276965819245,382,9.445674325505293e-05,30,0.0033897485081315465,-8.144035822645067,-3.4765614429231134e-06,3324.3333333333335,0.0,0.00022405481603830898,0.0
5.512680762306307e-08,0.0001673343322208557,0.000164942239904054,-8.287268618308493e-08,-3.053146875257821e-06,0.0,2.1972229325771333,223200,0.0016771711203640465,380,6.415013896460108e-05,31,0.002322077384002046,-8.93133709748586,-3.136019562577775e-06,3324.3333333333335,0.0,0.000184841632691233,0.0
6.595947952501662e-08,0.00018382155549694464,0.00018521503335784746,-9.894365851081944e-08,-4.951467899648573e-06,0.0,2.1972226064261937,230400,0.0018099188365135526,378,7.009403524679372e-05,32,0.002995666633740776,-8.607385775560426,-5.0504115554060384e-06,3324.3333333333335,0.0,0.0002009479086202537,0.0
5.988124035205808e-08,0.00019305178547848113,0.0001889646041643804,-7.31950618690314e-08,-2.4327115403663874e-06,0.0,2.1972225642015064,237600,0.0018505888482260554,377,6.992291242353428e-05,33,0.0030570916443897053,-8.522412675675891,-2.505906591503968e-06,3324.3333333333335,0.0,0.00020186296180947955,0.0
5.396991918730732e-08,0.00018928605831073812,0.00019263677164637946,-3.711447108691324e-08,-6.391857889764509e-06,0.0,2.197223095706359,244800,0.0014488143973559499,375,6.242215631035881e-05,34,0.0022789639693354138,-12.36203648965424,-6.428972361180318e-06,3324.4444444444443,0.0,0.0001633596457077431,0.0
4.0898843461196656e-08,0.00020202373010020153,0.0002020332834379385,-2.141479179926962e-08,-4.165793004132009e-06,0.0,2.197223264792609,252000,0.001308944445507742,373,5.840137724145084e-05,35,0.0020473875131564716,-9.878415918570981,-4.187207786838964e-06,3324.4444444444443,0.0,0.00016031030304902358,0.0
4.53554878099547e-08,0.0001795697683562702,0.00018301822494813392,-1.508769140833187e-08,-5.600183131187835e-06,0.0,2.1972231430540634,259200,0.0013177535863310341,372,5.970846066399198e-05,36,0.002411107798165027,-7.831366920206281,-5.615270821913257e-06,3324.4444444444443,0.0,0.0001585522340628669,0.0
3.737071868260811e-08,0.0001607794392856747,0.00015937682572372965,-8.418761673229234e-08,-3.03413395351237e-06,0.0,2.1972233429314594,266400,0.0013559610421419613,370,5.0290284721567776e-05,37,0.0025390190809699443,-7.447872282493682,-3.1183215745755885e-06,3324.4444444444443,0.0,0.00016071508649850055,0.0
3.67046777092956e-08,0.0001502337603400635,0.00015055494153659707,5.294213330729228e-09,-3.6773578912609327e-06,0.0,2.19722357038783,273600,0.0012747217391081487,369,4.9441923819049934e-05,38,0.0020505628883183188,-11.015460463128395,-3.6720636736985263e-06,3324.4444444444443,0.0,0.00014184492102471767,0.0
4.264175270990404e-08,0.00015064755010392957,0.00015195541584746996,-3.2884100041751125e-08,-3.7293901084008845e-06,0.0,2.1972232773379674,280800,0.0014253571558035057,368,5.094002208094372e-05,39,0.0019732067741161127,-8.662482483027475,-3.7622742093739895e-06,3324.5714285714284,0.0,0.0001634209757110261,0.0
3.2426233709759976e-08,0.00013873182557030562,0.00013906276117845592,3.073544936585096e-08,-3.327102357431631e-06,0.0,2.1972237932871255,288000,0.0010747359652223698,367,4.327261620039597e-05,40,0.002447971101691153,-12.783583904120029,-3.296366909585552e-06,3324.5714285714284,0.0,0.00012635264673702503,0.0
4.484582619182689e-08,0.0001687457664311248,0.00017010512647069477,-1.2504271265195975e-08,-4.695325228389138e-06,0.0,2.1972231284493495,295200,0.0013630103508396093,366,6.513184467526974e-05,41,0.002271176386197372,-8.801571687674395,-4.707829495985523e-06,3324.5714285714284,0.0,0.00015992389794523924,0.0
3.214387799774827e-08,0.00010686363731096322,0.00011074618852569348,-1.032767786888317e-07,-4.287380814113185e-06,0.0,2.197223931844272,302400,0.0010813903125684494,365,4.057029649110615e-05,42,0.0026669380038413424,-10.701706446465995,-4.390657592802016e-06,3324.5714285714284,0.0,0.00012026018746375543,0.0
2.411136528633089e-08,8.878421987454143e-05,8.974828304215205e-05,-2.5914156543378683e-08,-2.3015751497335916e-06,0.0,2.1972237793604537,309600,0.0011161907414249967,364,4.055183865148367e-05,43,0.002241328652988047,-8.752993488321229,-2.3274893035024697e-06,3324.5714285714284,0.0,0.000126532068213024,0.0
3.2792079806911096e-08,8.04001855843175e-05,7.90612832771077e-05,2.1095690475139813e-08,-1.4745772720185633e-06,0.0,2.19722361398265,316800,0.0012592945194840528,362,4.640325015575889e-05,44,0.0024302931138195974,-10.713482663733219,-1.4534815809802524e-06,3324.5714285714284,0.0,0.00013920628398154695,0.0
2.5169796071669288e-08,8.833115723604381e-05,8.87892043883049e-05,-2.0569930888490895e-08,-2.2575054311399107e-06,0.0,2.197223843395165,324000,0.0011337735968807558,362,4.0156245934681284e-05,45,0.00210794927675727,-10.692254168464622,-2.2780753616494453e-06,3324.625,0.0,0.00012618288349468542,0.0
2.0735700202869574e-08,9.849104022159448e-05,9.80964077544264e-05,-1.554680526143986e-08,-2.123817976103301e-06,0.0,2.1972240970815933,331200,0.0009148709531174453,361,3.853491723648653e-05,46,0.0024474165016932776,-10.3663639993327,-2.139364792259729e-06,3324.625,0.0,0.00011124712132165032,0.0
2.6074045031554188e-08,8.508326144605929e-05,8.874269328078387e-05,5.364178276876272e-09,-3.3045976614309504e-06,0.0,2.197223890449004,338400,0.0009842462356517555,361,4.366360028570463e-05,47,0.0014934512741334649,-10.103315988072643,-3.2992334818908876e-06,3324.625,0.0,0.00011544137885924596,0.0
2.1428422430676784e-08,6.279897794657609e-05,6.202614878540252e-05,6.866391228438968e-09,-1.0145719110089848e-06,0.0,2.197224044446592,345600,0.0010829822963225727,360,3.817699809543275e-05,48,0.0016553975590469841,-8.521798311768386,-1.0077055186910468e-06,3324.625,0.0,0.00012069015969042498,0.0
1.5248999261837924e-08,6.251662792329197e-05,6.385783927062077e-05,8.161955141379925e-09,-1.9095252627898977e-06,0.0,2.197224331359384,352800,0.0008325375002917739,360,3.0516395868863935e-05,49,0.001637857552845759,-12.644500116999186,-1.9013633082801115e-06,3324.625,0.0,9.790834276539082e-05,0.0
2.2954606063876187e-08,5.458026604477103e-05,5.663775038410027e-05,2.268416463064366e-09,-2.2046389911895267e-06,0.0,2.1972240882922733,360000,0.0011078015346321906,360,3.691037417585002e-05,50,0.0013420675323234158,-10.543418448841761,-2.2023705744738252e-06,3324.66,0.0,0.0001208426845739398,0.0
1.4053160917861452e-08,3.758439573144286e-05,3.864884425140537e-05,-1.0103476887904521e-08,-1.4998573769441472e-06,0.0,2.1972244861769297,367200,0.0008247052829174015,359,3.015087716004853e-05,51,0.0015652904280695251,-15.559554934810711,-1.5099608542800882e-06,3324.66,0.0,8.730951193180855e-05,0.0
2.5424199554940994e-08,3.3476282456174683e-05,3.330228422436492e-05,-3.5280946914579347e-09,-7.047378631988432e-07,0.0,2.197223805595958,374400,0.0010969134395152592,359,4.7095444645919967e-05,52,0.0017462618687740258,-9.846915576732348,-7.082659596666582e-07,3324.66,0.0,0.00012271504668263778,0.0
1.4616762340917333e-08,2.4513635411104975e-05,2.5398605701796095e-05,-2.5236640036988928e-09,-1.035578849531083e-06,0.0,2.1972245444381047,381600,0.0007149939322339161,358,2.6950364390922365e-05,53,0.001458800987884099,-16.407898368967903,-1.0381025154295626e-06,3324.66,0.0,8.481927091257344e-05,0.0
1.9519870260024123e-08,1.4685316966653353e-05,1.59295678383556e-05,-7.693254631958938e-09,-1.1984251600624266e-06,0.0,2.1972241577301075,388800,0.0010077646592875317,358,3.33426727254907e-05,54,0.0016793967419002356,-11.359587487934759,-1.2061184157169655e-06,3324.66,0.0,0.00011548709330091463,0.0
1.6038697367893277e-08,2.692877589671033e-06,3.1097837593258806e-06,1.1023445711799695e-08,-3.252648718151656e-07,0.0,2.197224302887917,396000,0.0008874233152278427,358,2.894451021689564e-05,55,0.0018685222849485073,-12.75454226893092,-3.142414246526744e-07,3324.66,0.0,0.00010288266572931408,0.0
1.6439873416326864e-08,5.264677802860285e-06,4.198513771796426e-06,-6.899817132458945e-09,-7.101530945448643e-08,0.0,2.1972243898760078,403200,0.0008916011498195317,357,3.138852548793475e-05,56,0.0012330729276733585,-14.76354814782975,-7.791512734485764e-08,3324.68,0.0,9.920223303164334e-05,0.0
1.7120575392361796e-08,1.3278616342110508e-05,1.25508982098235e-05,-1.3732441554263156e-09,7.76754795029221e-08,0.0,2.1972244494365003,410400,0.0007944970543015251,357,2.9753101562237507e-05,57,0.0013854833304048771,-14.823659789953284,7.630223575803164e-08,3324.68,0.0,8.941149883889439e-05,0.0
2.1172321937183447e-08,1.2117260458916366e-05,1.2857848344423934e-05,-1.4002399904011755e-08,-3.9542941875947594e-07,0.0,2.1972243855302294,417600,0.0007649458501743668,357,3.002213567162086e-05,58,0.001671243423068135,-12.61174718843566,-4.094318188680155e-07,3324.68,0.0,9.173318277809871e-05,0.0
1.444259960931032e-08,5.103579979810375e-06,5.861568650518829e-06,-2.4890245174988413e-08,-3.562835898506133e-07,0.0,2.1972245445516374,424800,0.0007487056549849685,357,2.500126611239867e-05,59,0.0013511667919281372,-15.272328339379932,-3.811738347549187e-07,3324.68,0.0,9.116818767160516e-05,0.0
1.297647176486333e-08,4.85540769873611e-07,1.6280351907909484e-06,-6.355773275909424e-09,-5.138195413363802e-07,0.0,2.197224707515152,432000,0.0006781478996791043,356,2.2929504047188374e-05,60,0.0011484624171929087,-20.890462764255584,-5.201753149912456e-07,3324.68,0.0,7.929518478702464e-05,0.0
1.327872259410575e-08,3.6041197120805574e-06,3.903250577560545e-06,-3.9210930939560286e-09,-3.3050415248575754e-07,0.0,2.1972245954331897,439200,0.0008243206349129049,355,2.459681190816479e-05,61,0.0014415211083962912,-11.96141668313395,-3.344252440007298e-07,3324.78,0.0,9.528107866680374e-05,0.0
1.2031758017844874e-08,-8.990331960287026e-06,-7.6091348500814275e-06,2.3003317058586008e-09,-6.887440659039633e-07,0.0,2.1972246802610065,446400,0.000662890083838084,355,2.3449718820775494e-05,62,0.0013890874035868842,-18.958727229928215,-6.864437340086267e-07,3324.78,0.0,7.941739988656615e-05,0.0
1.3312498601615383e-08,-2.54211332190203e-05,-2.5365347454223435e-05,1.0711988357077947e-08,5.501468975606846e-07,0.0,2.1972244788351514,453600,0.0007714377579014538,355,2.726894671247964e-05,63,0.001631776393297489,-11.479808303704338,5.608588894941609e-07,3324.78,0.0,8.97196869460812e-05,0.0
1.7438856470356822e-08,-2.1613387504104997e-05,-2.19237840181909e-05,-6.1083726877065556e-09,4.7399281094901174e-07,0.0,2.197224639394102,460800,0.0007026447091556797,354,2.6173718802521345e-05,64,0.001130094902737716,-22.333551757551085,4.6788443827496954e-07,3324.78,0.0,7.829092697816476e-05,0.0
1.1642272339850629e-08,-1.8746099333587762e-05,-1.8191653144688385e-05,-4.3370506055204965e-09,3.8935276349172983e-07,0.0,2.197224652360356,468000,0.0007773403600729825,353,2.743212500159585e-05,65,0.0012934377020793436,-14.748747757615638,3.850157124094382e-07,3324.78,0.0,8.691671240243361e-05,0.0
1.3197115650608051e-08,-2.1317090424716335e-05,-2.140739308855106e-05,-1.2105668171595122e-09,4.5980327642111397e-07,0.0,2.197224738642021,475200,0.0006642299339826605,353,2.3899270776096226e-05,66,0.001289273231847636,-15.28356079520372,4.5859270919793e-07,3324.78,0.0,7.725839015176978e-05,0.0
1.3463026213653095e-08,-1.663116075164114e-05,-1.7572614618143598e-05,-9.090206057018849e-09,8.346681634788288e-07,0.0,2.197224661168598,482400,0.0007488549680058332,353,2.3578321144066706e-05,67,0.0011071584507301071,-14.8072189337299,8.255779584654197e-07,3324.75,0.0,8.259282907569546e-05,0.0
9.056979674016e-09,-2.1043283008660342e-05,-2.086555433051116e-05,-2.3879932105804378e-09,3.9471724108504113e-07,0.0,2.1972247979659882,489600,0.0006034550975020524,353,2.2209647783601462e-05,68,0.0010637111966150402,-13.790013611751887,3.923292481113083e-07,3324.75,0.0,7.105119980869245e-05,0.0
1.4826469466375243e-08,-2.091592627571775e-05,-2.1617642947461652e-05,-3.039991585165043e-08,7.79804887060048e-07,0.0,2.1972244289229272,496800,0.0007733017423702005,352,2.9743494016475127e-05,69,0.0014444643705697575,-10.721653935852506,7.494049705768041e-07,3324.75,0.0,8.932996061929175e-05,0.0
1.0413715356506496e-08,-9.965851486969563e-06,-1.0447240639721367e-05,-5.575975213408431e-09,3.660559369525106e-07,0.0,2.197224830493094,504000,0.0006190484664062827,352,2.0255847501409568e-05,70,0.0013550346016058075,-16.381234377477536,3.6047996176278687e-07,3324.75,0.0,7.227041811298266e-05,0.0
7.499728956475277e-09,-7.36917123560567e-06,-7.703340799648253e-06,-1.7865097337984739e-09,2.4591786844866474e-07,0.0,2.1972249500082914,511200,0.0005375938288523292,352,1.6792576433859048e-05,71,0.0012736227295685964,-14.69990873653422,2.4413135693850943e-07,3324.75,0.0,6.442183721394148e-05,0.0
1.0006507782779915e-08,-2.2812759811370598e-06,-2.9016773448129184e-06,1.0199677246248183e-10,2.1909013591798932e-07,0.0,2.197224726568855,518400,0.0007473767509959411,351,2.304765894831746e-05,72,0.0011072394777480454,-10.144322055016875,2.1919213262090133e-07,3324.74,0.0,8.328589504214419e-05,0.0
9.379092818455987e-09,7.668178475241468e-07,3.9765743723465777e-07,-7.044588856943948e-09,1.5060458454979176e-08,0.0,2.1972248806366843,525600,0.0006066453329493825,351,2.0416896621908544e-05,73,0.0012551970970518112,-18.438484602054906,8.015870734903613e-09,3324.74,0.0,6.681345946835862e-05,0.0
1.4241380283706589e-08,-6.9469568070754015e-06,-6.571892878452821e-06,-1.0005357194605342e-08,2.1985996408719292e-07,0.0,2.19722463352655,532800,0.0007701100791680359,351,2.8477300465250616e-05,74,0.0012268193156374715,-10.54223416675651,2.0985460624125674e-07,3324.74,0.0,8.945149740491066e-05,0.0
1.2744938549938256e-08,6.40580133713241e-06,5.045670391255002e-06,4.561012821745358e-09,3.643932778786222e-07,0.0,2.1972248026902084,540000,0.0006546878794720502,350,2.170817920002386e-05,75,0.001092040257886755,-12.113312692374148,3.6895429022667235e-07,3324.74,0.0,6.907292986037798e-05,0.0
1.0081260029594207e-08,1.066583977959063e-05,1.02657288396027e-05,-1.4840035697084708e-08,-3.933619466902345e-07,0.0,2.197224805440221,547200,0.0007397824001228647,350,2.117963213120877e-05,76,0.0011644639916221422,-9.814404071843814,-4.082019839031437e-07,3324.74,0.0,7.993325133979633e-05,0.0
8.726377190578698e-09,1.0295207093655806e-05,1.0536245987298844e-05,0.0,-1.7039038988754906e-07,0.0,2.197224842354103,554400,0.000667877905504957,350,2.1746557124333478e-05,77,0.0009195643774090554,-11.041403466715384,-1.7039038988754906e-07,3324.74,0.0,7.167389760158185e-05,0.0
1.0292080463142056e-08,5.026071115058325e-06,5.4317772102932415e-06,-1.4364388789545045e-09,-2.764253174994622e-07,0.0,2.1972247069411805,561600,0.0007208613975505311,350,2.2748787534485246e-05,78,0.0012528306322548402,-15.871280809300286,-2.7786175543102636e-07,3324.64,0.0,7.904311356835732e-05,0.0
9.295468057251965e-09,2.994470748085023e-06,2.0855686911747908e-06,1.807923805725093e-09,1.9479025143827356e-07,0.0,2.1972249013099496,568800,0.0006189677386508313,349,2.2138977928798813e-05,79,0.0012482407024022328,-10.88109782126989,1.9659817702035548e-07,3324.64,0.0,6.809056011391733e-05,0.0
1.3390067470541967e-08,3.4137462312588784e-06,2.806608635113308e-06,-1.2088864072741975e-08,1.906162331982795e-07,0.0,2.1972246615375792,576000,0.0006814677547965171,349,2.411251972171393e-05,80,0.0014135143770991163,-10.966500111392566,1.785273710992673e-07,3324.64,0.0,8.041559862767321e-05,0.0
8.0176178435552e-09,1.882720568335658e-05,1.83583372031562e-05,-1.959514387787446e-09,5.117977575737986e-08,0.0,2.1972249392100744,583200,0.0005622821046264496,349,1.621318755366948e-05,81,0.0010577534362055086,-11.2780645971355,4.922026184328756e-08,3324.64,0.0,6.404294983775843e-05,0.0
1.3034982763843532e-08,1.8656120627150252e-05,1.935539362765262e-05,-8.468846942240777e-09,-8.028403243292215e-07,0.0,2.1972248527328806,590400,0.0006291358804474918,349,2.2245028507751662e-05,82,0.0013556564346259516,-14.098585341181707,-8.11309170050217e-07,3324.64,0.0,7.512631627280094e-05,0.0
9.681222539990416e-09,1.8962993372320402e-05,1.790724483968382e-05,3.542717921492214e-10,-7.747224268482517e-08,0.0,2.197224902232391,597600,0.0006574296053247624,348,1.8954192768552363e-05,83,0.001002965911922952,-13.16547812424567,-7.711797091899237e-08,3324.64,0.0,7.335729362481311e-05,0.0
7.702265577989606e-09,1.7371619915523178e-05,1.7698868511299028e-05,-3.0805184299727746e-08,-2.2528950893838594e-07,0.0,2.1972249539882416,604800,0.0005949810351119105,348,1.8931953863683168e-05,84,0.0011764078926125513,-12.175404188907335,-2.5609469172228917e-07,3324.52,0.0,6.326239633702402e-05,0.0
8.97157043756434e-09,7.078034567554513e-06,6.392000861081257e-06,1.6956784421040538e-09,9.705211267013701e-08,0.0,2.1972247896004093,612000,0.0006191699526083541,348,2.1876150225374714e-05,85,0.0008671942358224257,-9.584254300596909,9.874779164514812e-08,3324.52,0.0,7.644623873374126e-05,0.0
1.1098509219786608e-08,1.2318021289476346e-05,1.2969358173859875e-05,0.0,-5.618806959581758e-07,0.0,2.197224814768821,619200,0.0006075889450795648,347,2.1997857013821813e-05,86,0.0005012847975255318,-10.770514732258658,-5.618806959581758e-07,3324.52,0.0,6.755745637782658e-05,0.0
6.2756416780032155e-09,1.134212484265798e-05,1.1736824420440243e-05,0.0,-3.6791819701586906e-07,0.0,2.197224935718945,626400,0.0005981724291147354,347,1.7723902555687007e-05,87,0.00047754228581741896,-8.7243023880512,-3.6791819701586906e-07,3324.52,0.0,6.956535211749891e-05,0.0
7.551430952395456e-09,1.2857312697159542e-05,1.1957237830819042e-05,0.0,-1.0294817104705767e-07,0.0,2.1972249329064315,633600,0.0005041254841439681,347,1.7879876820485968e-05,88,0.00043379862192261,-13.26360259112019,-1.0294817104705767e-07,3324.52,0.0,5.722611472368992e-05,0.0
1.151927445227748e-08,2.0215719613103114e-05,1.9550728510576708e-05,0.0,-4.2873546678938476e-07,0.0,2.197224763092541,640800,0.0006897067359045835,347,2.4200881778449132e-05,89,0.0003982857740444594,-16.013991480741208,-4.2873546678938476e-07,3324.47,0.0,7.852393231846792e-05,0.0
