grad_norm,P01:episode_rewards,explained_variance,advantage_norm,value_loss,PMM:episode_rewards,P09:episode_rewards,policy_entropy,epoch_idx,episode_length,fps,frames,policy_loss
1.1333664065541689,0.0,-2.9756021028757096,1.4677864845842123,0.027023216023826534,0.9523809523809523,2.0,1.315571366250515,1,167.0,223,8000,0.005695958387805149
0.24404619545147826,0.0,-0.08073825180530549,1.2189553010091185,0.01443968479268733,1.206896551724138,3.0,1.383643536567688,2,176.79310344827587,198,16000,1.4835410693194718e-05
0.23473676910315885,0.0,-0.1059107518196106,1.135990692563355,0.01262803561932742,1.34,3.1000000000000085,1.3792431354522705,3,180.85,214,24000,0.0014709330291952938
0.37719234092410114,0.0,-0.03411187469959259,1.5085979413241148,0.019570515525192605,1.7,4.0,1.3782864284515381,4,194.97,227,32000,0.005738992752158083
0.28970474412877706,0.0,0.04602868139743805,1.331681598201394,0.014801923390041338,1.98,5.0,1.379326695203781,5,205.68,239,40000,0.0010894935810938477
0.37968427254451065,0.0,-0.17061787128448486,1.149647798538208,0.015162484469037736,1.49,4.0,1.3783173644542694,6,185.62,242,48000,0.0038517806135496355
0.31545157573647953,0.0,0.27208871364593507,1.178835210055113,0.011599326661234954,1.21,3.0,1.3776461207866668,7,176.45,248,56000,0.00011755366052966565
0.45997932091595817,0.0,0.48257294058799743,1.5101453334093093,0.022090451850672252,1.45,4.0,1.3573963117599488,8,186.04,254,64000,-0.0018183606376987883
0.47949631843942325,0.0,0.44505596220493315,1.4745358949899674,0.0179663581144996,1.66,4.0,1.3563325750827788,9,191.85,251,72000,0.0005603755335323512
0.43339642659224703,0.0,0.5689003360271454,1.3652881756424904,0.01606461412680801,1.86,5.0,1.3528378051519394,10,198.64,253,80000,0.002428363911458291
0.4353536170695724,0.0,0.7149820679426193,1.548878488242626,0.017404502175049855,1.75,4.0,1.3530257987976073,11,197.73,255,88000,-0.004018584545701742
0.3945621572945164,0.0,0.8053387653827667,1.3688240376114846,0.01301163950935006,2.07,5.0,1.313469750881195,12,207.47,259,96000,-0.006082238668459468
0.31373289104161656,0.0,0.9026649528741837,1.0548947325348854,0.008191208430216647,2.51,8.0,1.311865701675415,13,220.69,261,104000,-0.0015068319381680339
0.2717922379411023,0.0,0.8872337526082993,1.0238521048426628,0.008023745202226564,2.39,9.0,1.3180459213256837,14,214.78,263,112000,0.00032372539877542297
0.22156257365832402,0.0,0.9269118279218673,0.8252581626176834,0.005168594371643849,1.8,5.1000000000000085,1.3320524084568024,15,193.48,265,120000,-0.0029699140795310087
0.23951325784688368,0.0,0.9041588860750198,0.9800669872760772,0.00713691828190349,1.92,6.0,1.3364533877372742,16,197.7,265,128000,0.000680125793296611
0.20108518036291884,0.0,0.9441633713245392,0.7840552061796189,0.004589326655550394,2.01,5.1000000000000085,1.322403334379196,17,202.46,267,136000,-0.0014246448397898348
0.22074308054160935,0.0,0.8990998208522797,0.8808298468589782,0.006215637343120761,1.82,5.0,1.347857584953308,18,197.07,267,144000,-0.0008635878394125029
0.21544584600976954,0.0,0.9225136369466782,0.7752719058096409,0.005152298590546707,1.33,5.0,1.3340194749832153,19,180.91,264,152000,-0.00031110145730053776
0.21746279587983527,0.0,0.9488320416212082,0.8143959543108941,0.005064805420697666,1.45,5.0,1.3419069647789001,20,185.96,266,160000,-0.002018055793014355
0.24417283610876248,0.0,0.8906444472074508,0.9957481107115745,0.007629885551286861,1.88,6.0,1.3557721328735353,21,201.35,266,168000,-0.00026819365375558847
0.23480640101712985,0.0,0.9184345263242721,0.8782428281009197,0.006221263152256142,2.1,6.0,1.3456093072891235,22,210.61,267,176000,-0.0015689284159452655
0.286601129618289,0.0,0.8914514362812043,1.0593135857582092,0.00887563033378683,2.09,5.1000000000000085,1.3653063869476318,23,208.57,267,184000,-6.852136488305405e-05
0.216993010223934,0.0,0.9391481167078018,0.8727405700087547,0.006015262930595781,2.29,6.0,1.3420570814609527,24,218.38,269,192000,-0.0004817959666252136
0.1553083068923419,0.0,0.9698107904195785,0.6538485500216484,0.0032032173342304306,2.25,6.0,1.326156086921692,25,217.29,270,200000,-0.0016098631224161864
0.21863553146524697,0.0,0.9172120255231857,0.8527971665561199,0.006093457507085986,2.32,6.0,1.345062230825424,26,219.28,271,208000,-0.0006078884711314458
0.13623879350252058,0.0,0.9619155311584473,0.5513024473190308,0.0027302061970112847,1.64,5.0,1.3472814857959747,27,189.9,271,216000,0.0001235401732265018
0.2114324660375181,0.0,0.944015611410141,0.8186017215251923,0.005365156426269096,1.41,4.0,1.3475625264644622,28,180.23,272,224000,-0.0032350339580443687
0.1747277897593004,0.0,0.9534846514463424,0.6875076496601105,0.003917954730277415,1.67,5.0,1.3477334105968475,29,189.78,272,232000,-0.0005183317730552517
0.18645904167146757,0.0,0.9549738985300064,0.7512489339709282,0.004666959998139646,1.97,5.0,1.3527180182933807,30,203.44,273,240000,-0.0003252940906895674
0.17688159130723574,0.0,0.9618205237388611,0.7309346623718739,0.00423585841053864,1.75,5.0,1.3518840730190278,31,196.63,274,248000,-0.0008557044836925343
0.20409097592266254,0.0,0.9423120325803757,0.8435205654799938,0.00553032411437016,1.71,5.0,1.347281550168991,32,197.09,274,256000,-0.0003133628040086478
0.21701883391122206,0.0,0.9305051589012145,0.8991122874617576,0.0064649008662672714,2.02,5.0,1.3554314959049225,33,208.36,275,264000,4.7619162360206245e-05
0.18945217899966796,0.0,0.9469019573926926,0.7853319907188415,0.004918012069538236,2.29,5.0,1.365631903409958,34,216.58,275,272000,0.0005007914713496575
0.16978270010197152,0.0,0.9659367090463639,0.7025118318200111,0.004012135106895584,2.52,7.1000000000000085,1.3492160964012145,35,223.38,276,280000,-0.0011399494600482286
0.1828232403064449,0.0,0.9553097873926163,0.7377534745633603,0.004419985222339165,2.38,5.0,1.3569606041908264,36,221.58,276,288000,-0.0013963421649532393
0.146318434053305,0.0,0.9651249402761459,0.6307059514522553,0.0034285507517051884,2.49,7.1000000000000085,1.3406355476379395,37,222.1,276,296000,-0.001303191236074781
0.15969908693324236,0.0,0.9645280116796493,0.6563377261161805,0.0034774510498391466,1.86,5.0,1.3603429794311523,38,197.12,276,304000,-0.00030135791399516165
