P09:episode_rewards,policy_loss,avg_q_selected,frames,advantage_norm,explained_variance,policy_entropy,policy_gradient_loss,rollout_prob_std,grad_norm,epoch_idx,episode_length,PMM:episode_rewards,P01:episode_rewards,model_prob_std,avg_q_retraced,q_loss,policy_gradient_bias_correction,fps
0.0,0.00026297176658166184,-0.005487618998934825,7200,0.0499392860258619,-11.033630768458048,2.187554407119751,0.00026297176658166184,0.008558613217125336,0.0379275336634381,1,0,0.0,0.0,0.008558613481000066,-0.005053172778571024,0.00029162047803765745,0.0,417
0.0,0.00010155441683915949,0.0012991943551848332,14400,0.06258813831955194,-20.17867112159729,2.109965980052948,0.00010155441683915949,0.02421805982400353,0.27727606794638576,2,0,0.0,0.0,0.02421805994429936,0.0017095420664797226,0.0007350009278222085,0.0,232
0.0,-8.02325158322977e-05,0.0030147001729346813,21600,0.020115365833044054,-19.979790465037027,2.196983830134074,-8.02325158322977e-05,0.002085996271731953,0.002962717315135103,3,0,0.0,0.0,0.002085996345461657,0.002987116257039209,1.779017905694976e-05,0.0,286
0.0,-9.333601434112401e-05,0.003252283165541788,28800,0.018890814917782942,-8.445116535822551,2.1969066937764485,-9.333601434112401e-05,0.002768264210317284,0.002673322911785718,4,0,0.0,0.0,0.002768264276285966,0.0031983645322422186,7.373510114424183e-06,0.0,323
0.0,-9.954970801781352e-05,0.0030139749636873604,36000,0.01091197671679159,-11.235925769805908,2.197094519933065,-9.954970801781352e-05,0.0015740725580447664,0.0016262760224408771,5,0,0.0,0.0,0.0015740726084914058,0.002917536930181086,3.1033707538578406e-06,0.0,347
0.0,-7.219113981591364e-05,0.002803210879210383,43200,0.014853676843146483,-7.666693655649821,2.197054394086202,-7.219113981591364e-05,0.001924717565998435,0.001475343396895285,6,3324.8333333333335,0.0,0.0,0.0019247176164450745,0.002801244240254164,3.665134666637944e-06,0.0,365
0.0,-7.967939368427323e-05,0.002833195496350527,50400,0.00935567351989448,-10.949858713150025,2.1971561511357627,-7.967939368427323e-05,0.0011228829874501873,0.0012403654405869237,7,3324.8333333333335,0.0,0.0,0.0011228830165540178,0.002787257924986382,3.596043868962321e-06,0.0,378
0.0,-7.088476952503698e-05,0.002914267126470804,57600,0.011956542156015833,-15.894551595052084,2.197131371498108,-7.088476952503698e-05,0.0012671537134641162,0.0013325670153099918,8,3324.8333333333335,0.0,0.0,0.0012671537794327985,0.0029034604706491035,5.357983790569658e-06,0.0,389
0.0,-7.828376391595763e-05,0.002792206414354344,64800,0.011722002504393458,-9.403220319747925,2.1971339782079062,-7.828376391595763e-05,0.0013919578108470888,0.0009318081076309439,9,3324.8333333333335,0.0,0.0,0.001391957822488621,0.0027368664431075256,2.8352548383736576e-06,0.0,400
0.0,-8.261483062691848e-05,0.0023565249556365114,72000,0.008255515402803818,-7.461037731170654,2.197166585922241,-8.261483062691848e-05,0.0010550987538105498,0.0007374827593182107,10,3324.8333333333335,0.0,0.0,0.0010550987858247633,0.0022809829330071806,1.4687045819528066e-06,0.0,408
0.0,-6.319389259109205e-05,0.0026945499470457436,79200,0.01256427039237072,-4.891856670379639,2.197130807240804,-6.319389259109205e-05,0.001438328261914042,0.0008365163127454686,11,3324.8333333333335,0.0,0.0,0.0014383282754958297,0.0026818971537674466,2.0333255207560797e-06,0.0,416
0.0,-6.544166903192188e-05,0.0021339370675074556,86400,0.006130709359422326,-6.73536475499471,2.197203691800435,-6.544166903192188e-05,0.0006461154320277273,0.00041057162806813703,12,3324.3333333333335,0.0,0.0,0.0006461154320277273,0.002107105349811415,5.032767494602316e-07,0.0,421
0.0,-7.075149340304657e-05,0.0019948950114970407,93600,0.007865872513502837,-12.936150042215983,2.1971844673156737,-7.075149340304657e-05,0.0008636080834548921,0.0009415881392563478,13,3324.3333333333335,0.0,0.0,0.0008636080873354028,0.0019311654071013133,2.8662489900928753e-06,0.0,427
0.0,-4.276254154926088e-05,0.0018644769676029681,100800,0.007592598535120487,-13.381224727630615,2.1971811374028523,-4.276254154926088e-05,0.0007672938246590396,0.000713735835387205,14,3324.3333333333335,0.0,0.0,0.0007672938168980181,0.001857631583698094,1.592893178781196e-06,0.0,431
0.0,-5.951590199705e-05,0.0021596834218750396,108000,0.010871398503271242,-6.054799405733744,2.197156794865926,-5.951590199705e-05,0.0012622651246298724,0.0006328948740499725,15,3324.3333333333335,0.0,0.0,0.0012622651042571912,0.002130036048280696,1.5739037545851413e-06,0.0,436
0.0,-4.4498562814017836e-05,0.0017100854737994572,115200,0.00458782553129519,-10.922569465637206,2.1972036361694336,-4.4498562814017836e-05,0.0005733800634819393,0.00030194921360595723,16,3324.3333333333335,0.0,0.0,0.0005733800867650037,0.0016893337403113644,5.512144407286239e-07,0.0,440
0.0,-6.251882870186718e-05,0.0018345921220477776,122400,0.00982841625654449,-5.346986901362738,2.197174147036341,-6.27294122234111e-05,0.002562278769489947,0.000510098162401556,17,3324.027777777778,0.0,0.0,0.0010690477089277312,0.001792410505327603,1.2995818386387884e-06,2.1058348403318266e-07,438
