epoch_idx,P09:episode_rewards,frames,grad_norm,PMM:episode_rewards,P01:episode_rewards,policy_loss,policy_entropy,value_loss,advantage_norm,episode_length,explained_variance,fps
24,6.1000000000000085,192000,0.2035841602125016,2.01,0.0,0.000150965130305849,1.3361842107772828,0.004930775010725483,0.8033318376541138,203.45,0.9467867690324784,823
25,6.1000000000000085,200000,0.28855263313507346,2.25,0.0,-0.0012696919284644536,1.3507558262348176,0.008676837888197042,1.0871496887505054,212.82,0.9207880687713623,824
26,6.0,208000,0.23003949688205175,2.3,0.0,0.00033898525914992204,1.3532203674316405,0.005943666005332488,0.876415948420763,214.4,0.9380282944440842,825
27,6.0,216000,0.2522061518662632,2.53,0.0,-0.002070313722069841,1.3439099049568177,0.0067824460536940025,0.9322066858410836,221.07,0.9442768341302872,825
28,5.0,224000,0.16970262731678065,2.09,0.0,-0.0012827291897883697,1.3412787854671477,0.004009922453551553,0.693722833096981,207.18,0.9683039528131485,825
29,6.0,232000,0.19708947957752923,2.19,0.0,-0.0013552094947954173,1.3403295505046844,0.004889615004358348,0.7776313477754593,210.22,0.9616835910081863,827
30,6.0,240000,0.1900660835266454,2.05,0.0,-0.0007181627526006196,1.345531268119812,0.004922563206782797,0.799932849407196,206.09,0.9386554098129273,828
31,5.0,248000,0.19318506157382254,1.87,0.0,-0.001267914701020345,1.3419144237041474,0.00457773151632864,0.7468893222510815,200.07,0.9632754284143448,829
32,8.100000000000009,256000,0.18141225431317642,2.37,0.0,-0.00024947445839643476,1.3604663765430451,0.005227684980782215,0.8175168243050576,214.02,0.9403488558530807,830
33,9.0,264000,0.20220111627543955,2.35,0.0,-0.0012801140506053343,1.3581169486045837,0.004909318594873185,0.7832434234023095,212.69,0.9561671638488769,831
34,9.0,272000,0.1727194748255866,2.34,0.0,0.00045784614980220794,1.3572656655311583,0.004151539365993813,0.7192995396256446,212.31,0.9548937249183654,831
35,5.0,280000,0.17847612524301493,1.6,0.0,-0.001917468327737879,1.3467846882343293,0.004213422981119947,0.7234849536418915,188.95,0.9437613898515701,831
36,5.0,288000,0.18757755411584148,1.56,0.0,-0.000781198556360323,1.3522508358955383,0.004693867975438479,0.7911082123219967,188.9,0.9514035421609879,831
37,5.0,296000,0.19160969328211247,1.81,0.0,-0.0009252731240121648,1.3375528848171234,0.004882065968849929,0.7830742983520032,195.58,0.957438954114914,831
38,6.0,304000,0.28218318690456073,2.05,0.0,-0.004100623429039842,1.360758125782013,0.008083372387482086,0.9045775337517261,202.95,0.9163232862949371,832
39,7.1000000000000085,312000,0.21045004230953132,2.29,0.0,-0.0008523433786467649,1.3449920296669007,0.005782104463723954,0.8561373533308506,209.13,0.9470494675636292,832
40,9.0,320000,0.16596096417464817,2.8,0.0,0.00033446109242504465,1.3546858930587768,0.0038535530646913686,0.6844992408156395,225.15,0.96589770257473,833
41,8.100000000000009,328000,0.14075311872688895,2.68,0.0,-0.00040650431998074055,1.3491963016986848,0.002908180312224431,0.5591113419830799,225.61,0.9757241898775101,833
42,5.0,336000,0.18592149542062184,1.87,0.0,-0.0014104859001236036,1.3652081298828125,0.0037975486821960657,0.6756693536043167,202.35,0.9622610902786255,832
43,5.0,344000,0.17328612030275,2.04,0.0,-0.00034466469805920495,1.3627782142162324,0.004170057144656312,0.7188752500712872,206.07,0.950952832698822,832
44,5.200000000000017,352000,0.17958151769862354,1.94,0.0,-0.0010852642043028026,1.3522377395629883,0.004014772205700865,0.7256245271861553,198.56,0.957189302444458,833
45,7.1000000000000085,360000,0.1691688719569594,1.94,0.0,0.00022886688122525812,1.355231831073761,0.004357386995689012,0.7338117212057114,196.8,0.9536184936761856,833
46,7.200000000000017,368000,0.1925312753888403,2.06,0.0,-0.0015410128614166752,1.3643164825439453,0.004448256254254375,0.7362310007214546,201.87,0.9571810650825501,833
47,5.400000000000034,376000,0.1319582118500394,2.0,0.0,-0.00021213418600382283,1.3610378181934357,0.002652638452127576,0.5560732364654541,200.3,0.9727230441570281,833
48,5.0,384000,0.14599702706051412,1.93,0.0,-0.0006050454893193092,1.3577605724334716,0.003372886396537069,0.6473667161166667,202.84,0.9725619512796402,833
49,5.1000000000000085,392000,0.19248387316781415,2.25,0.0,7.115209067706019e-05,1.3650570249557494,0.005242147603275953,0.7738735167682171,214.94,0.9481338113546371,833
50,5.1000000000000085,400000,0.20455275595118586,2.0,0.0,-0.0006387931932113133,1.3739894235134125,0.00609876324160723,0.8761064529418945,203.63,0.8984179162979126,834
51,5.0,408000,0.1798696280475089,1.59,0.0,-0.0018792231657425874,1.3617140030860901,0.004668064236175269,0.7752381518483162,188.93,0.9165521490573884,834
52,4.1000000000000085,416000,0.22494806163726377,1.76,0.0,-0.0009823093295563013,1.370726387500763,0.006543144078168552,0.9117918860912323,197.22,0.9226558417081833,834
53,5.0,424000,0.23728542565096045,2.25,0.0,-0.0010956581123173236,1.3643978178501128,0.006998176372726448,0.9594549107551574,216.15,0.9271245312690735,834
54,5.0,432000,0.17250266015500595,2.49,0.0,-0.0003935096453642473,1.3441111254692077,0.0037249722139677034,0.6831507834792138,224.95,0.9661443114280701,834
55,7.0,440000,0.21080018652334268,2.78,0.0,0.00028998121502809226,1.3609831714630127,0.005634342168923468,0.8422588062286377,234.52,0.9412333905696869,835
56,6.0,448000,0.24348943127458647,2.32,0.0,-0.0014440960850333794,1.3587567353248595,0.006978992496151477,0.9333720323443413,215.16,0.9339622551202774,835
57,7.200000000000017,456000,0.20357457445891836,2.53,0.0,-0.0006630651593332004,1.357259156703949,0.005182283609756268,0.8246449905633927,219.68,0.9399660688638687,835
58,7.1000000000000085,464000,0.4422969254865909,2.75,0.0,-0.007806595700094477,1.3635361087322235,0.013783759897341952,1.2387856987118722,228.96,0.8947448354959487,836
59,6.1000000000000085,472000,0.2966958046574536,2.92,0.0,-0.0019352450528822374,1.355730710029602,0.008841557407286017,1.0644426879286766,240.2,0.9127769547700882,836
60,6.0,480000,0.2632970188106633,2.76,0.0,-0.0006397284534614301,1.3628901851177215,0.009066566100809723,1.1285241666436194,237.52,0.8804488164186478,836
61,6.1000000000000085,488000,0.2884409483424368,2.85,0.0,-0.0011226056308260013,1.3541075682640076,0.009796307882643305,1.1737233340740203,238.93,0.888978425860405,836
62,7.0,496000,0.26175667757446297,2.84,0.0,6.708199252898339e-06,1.3455430626869203,0.0072985172696644444,1.0092941382527352,237.28,0.9329953497648239,837
63,7.0,504000,0.2099774619024975,3.04,0.0,-0.0021793475238519023,1.3532625949382782,0.005281819149386138,0.8404293903708457,243.73,0.9557620221376419,837
64,7.0,512000,0.26744215717807224,3.06,0.0,-0.0004489650941104628,1.3554117631912233,0.008198923072777689,1.0758741429448129,246.5,0.9109913945198059,837
65,6.1000000000000085,520000,0.3291042173445218,2.88,0.0,0.0011193504626862704,1.3483078181743622,0.0118115426634904,1.2945982384681702,238.31,0.8570763868093491,837
66,6.0,528000,0.2306980233124672,2.68,0.0,-0.001982359992980491,1.3463905429840088,0.0061390281742205845,0.9226427382230759,228.63,0.9248350405693054,837
67,6.200000000000017,536000,0.24216085313433097,2.79,0.0,-0.0017674963905301411,1.35102672457695,0.0078111966355936605,1.0254783782362937,230.92,0.9064257395267487,837
68,8.100000000000009,544000,0.23903089144468198,3.12,0.0,-0.0006744566801353358,1.3529284048080443,0.007570064212195575,1.0262956422567369,240.42,0.8985772639513016,837
69,7.0,552000,0.2796278943614021,2.91,0.0,-0.0011113381828181446,1.3519028317928314,0.008592891274020076,1.1057361522316933,235.11,0.9084670311212539,837
70,7.1000000000000085,560000,0.30615282767543817,2.92,0.0,-0.0009824206698976923,1.3408030188083648,0.010612752101151273,1.2173318699002267,233.91,0.8733995056152344,838
71,9.0,568000,0.2375454833235714,3.05,0.0,-0.0009607206247164867,1.3532936191558838,0.006841311377938837,0.9675038549304008,234.44,0.9344583112001419,838
72,9.0,576000,0.23431485167059696,3.13,0.0,-0.0017305619276885408,1.3388553667068481,0.006878001551958732,0.9756425663828849,234.87,0.8967187672853469,838
73,7.200000000000017,584000,0.2947260033904847,2.6,0.0,-0.003526255224351189,1.3080959355831145,0.0075360704388003795,0.9955610781908035,221.59,0.91775384247303,838
74,9.0,592000,0.26159844063222704,2.9,0.0,-0.0022412378853186965,1.3185339212417602,0.006871284446096979,0.967986259162426,232.42,0.9230102670192718,839
75,9.0,600000,0.26479228975099384,2.85,0.0,-0.0010133807176316624,1.3432691252231599,0.0077708571823313834,1.0457270535826684,232.75,0.9048588263988495,839
76,9.0,608000,0.28861165160897845,3.01,0.0,-0.0013169736694544553,1.34041894197464,0.008509018927579746,1.0948767903447152,239.2,0.8993754202127456,839
77,7.200000000000017,616000,0.28473395301862836,3.21,0.0,0.0006202495459001512,1.3383779525756836,0.009341947353677825,1.145864798128605,246.37,0.8878374141454697,840
78,7.0,624000,0.26211317081134344,3.2,0.0,-0.0025922632300080296,1.3390368378162385,0.008030087033985183,1.0638406890630723,246.29,0.9058136779069901,840
79,7.0,632000,0.29570205540014327,3.18,0.0,-0.0012468611150688958,1.3383016741275788,0.010311552893836052,1.2246879008412361,246.39,0.867539734840393,840
80,8.0,640000,0.24320108109576566,3.12,0.0,-0.0013705515180481597,1.3367855501174928,0.007423748538712971,1.016403765976429,244.2,0.8987220066785813,840
81,9.0,648000,0.28759757835409006,3.35,0.0,-0.002158294458058663,1.320565004348755,0.009145620123017579,1.1379318088293076,249.14,0.8999223864078522,840
82,9.0,656000,0.2931108697938867,3.37,0.0,-0.002820775655854959,1.324090461730957,0.00937397466506809,1.1634894907474518,251.15,0.9006830757856369,841
83,7.1000000000000085,664000,0.31900655756929175,3.22,0.0,-0.0018430710502434521,1.319304141998291,0.009740115490276367,1.1759451949596404,244.56,0.8942696082592011,841
84,9.0,672000,0.29181861693154365,3.39,0.0,-0.0019480501990619813,1.3266549360752107,0.008565592759987339,1.1103461888432502,250.7,0.9196707826852798,841
85,9.0,680000,0.30409664142702697,3.3,0.0,-0.00326465331192594,1.3303579652309419,0.008987189038889483,1.123179986178875,246.1,0.9033018326759339,841
86,9.100000000000009,688000,0.3394705496698537,3.54,0.0,-0.0036240960579016247,1.3113829398155212,0.012829065453261138,1.3839114356040954,254.69,0.8540599375963212,841
87,6.200000000000017,696000,0.3318690802841227,3.29,0.0,-0.001324680641409941,1.301586582660675,0.009472904851427301,1.1837394446134568,248.79,0.8908746784925461,841
88,9.0,704000,0.29774475714349585,3.73,0.9000000000000004,-0.002414613336677576,1.3127033936977386,0.008349736254895107,1.0859087401628493,262.61,0.9061947005987168,842
89,9.0,712000,0.35085784382830815,3.73,0.0,-0.003458167375647463,1.3081872630119324,0.012710504328133539,1.3617712420225143,261.63,0.8658215737342835,842
90,10.0,720000,0.35620860053754094,4.34,0.9000000000000004,-0.0018356952085741797,1.3147093117237092,0.01334699018392712,1.3989515084028243,276.06,0.8652413994073868,842
91,10.0,728000,0.3403974346605899,4.56,1.0,-0.004059873750957194,1.3149619424343109,0.011939488715725019,1.324642943739891,286.99,0.8791128194332123,842
92,10.100000000000009,736000,0.4132537290711895,5.12,1.0,-0.003686409244837705,1.3138141906261445,0.015664504817686976,1.525562761425972,307.67,0.8293988811969757,843
93,10.0,744000,0.38704459163617455,4.91,1.0,-0.004895844727725489,1.306157330274582,0.014782696187030524,1.4793125867843628,303.16,0.8413431435823441,843
94,10.0,752000,0.33451971381498596,4.9,1.0,-0.000553659007709939,1.30449871301651,0.010774806472472847,1.2627683347463607,303.75,0.8744115370512009,843
95,10.100000000000009,760000,0.32213158754303883,4.88,1.9000000000000004,-0.005531302246818086,1.2985737383365632,0.011404512152075767,1.2960739433765411,302.82,0.8818271857500076,843
96,10.0,768000,0.4018463371565483,4.82,2.0,-0.0027225993253523484,1.291478431224823,0.014236202500760554,1.4592260611057282,300.59,0.8341472107172012,844
97,10.0,776000,0.5772283759387021,5.22,2.0,-0.002188127103727311,1.2527747786045074,0.025890075236093255,1.626423242688179,312.91,0.8183137100934982,844
98,10.0,784000,0.4141447441685803,5.1,2.0,-0.0026124206421081907,1.2563966190814972,0.013705693166702986,1.4387646275758743,316.44,0.8480200731754303,844
99,10.0,792000,0.3963790588134117,5.1,2.0,-0.0021329727319971425,1.2923683035373688,0.015261332355439663,1.5081955194473267,316.0,0.8173049288988113,845
100,9.100000000000009,800000,0.3766741254884181,5.34,2.0,-0.002922927225008607,1.293038959503174,0.013496615323238075,1.435733563899994,324.83,0.8532414680719376,845
101,9.0,808000,0.41146147276721196,5.3,3.0,-0.0054456305157509636,1.2734478974342347,0.014711456368677317,1.4776368290185928,320.91,0.8283998954296112,845
102,10.0,816000,0.4356279927778099,5.49,2.9000000000000004,-0.005637123014457757,1.2605897688865662,0.016530053447932003,1.5731067395210265,324.05,0.8089063119888306,845
103,10.0,824000,0.45652205295922016,5.94,3.0,-0.004653223383793374,1.2080429089069367,0.018954722569324078,1.6751259869337083,339.29,0.759831171631813,845
104,10.0,832000,0.4407809691110715,6.0,2.9000000000000004,-0.0033000727025500965,1.2602038621902465,0.01719947185367346,1.5947309201955795,338.13,0.8187135392427445,846
105,10.100000000000009,840000,0.44342542618289493,6.46,3.0,-0.0064851091863238255,1.227081498503685,0.01685819437261671,1.594441083073616,353.19,0.7959455937147141,846
106,11.0,848000,0.4518205214147828,6.93,3.0,-0.0037086132360855117,1.2396411657333375,0.01673399945255369,1.593880185484886,361.59,0.7939116591215134,846
107,12.0,856000,0.45482134486196146,7.1,3.0,-0.001141494889743626,1.244272369146347,0.01567895679268986,1.5359086608886718,356.39,0.8339492958784104,847
108,12.0,864000,0.43409001309964973,7.3,3.0,-0.003902217534487136,1.252967358827591,0.017045831051655115,1.6075904965400696,358.11,0.8155809825658799,847
109,12.0,872000,0.48447681809685783,7.85,4.0,-0.006308618394541554,1.2420701038837434,0.019632126120850444,1.717087483406067,369.66,0.7831856763362884,847
110,12.100000000000009,880000,0.5003311341956472,7.71,4.0,-0.002319601265990059,1.2428538942337035,0.018971655433997512,1.6617773121595383,369.29,0.7971079528331757,847
111,13.0,888000,0.4593884841505952,7.81,4.0,-0.005377162291988497,1.2358200633525849,0.017824957775883377,1.6305711764097213,380.75,0.8287002837657929,848
112,13.0,896000,0.4599710938211096,8.07,4.0,-0.005381732524838299,1.1953930151462555,0.01706887756474316,1.6181237804889679,386.54,0.810270500779152,848
113,13.0,904000,0.4751330243228373,8.25,4.0,-0.006550300867384067,1.1752601945400238,0.019532155976630747,1.7220510804653169,388.33,0.7564329552650452,848
114,13.0,912000,0.4473007723831345,8.48,4.0,-0.0038505255605559797,1.1770636570453643,0.019538823091425003,1.7012326061725616,393.02,0.7447768241167069,848
115,15.0,920000,0.5132779292707815,9.3,4.0,-0.0006720657018013298,1.1812587082386017,0.02119425161741674,1.7877493387460708,416.88,0.7556990933418274,848
116,14.100000000000009,928000,0.5570594596514641,9.35,4.9,-0.011316639169235714,1.1735709506273269,0.023556092022918165,1.8694601458311082,422.61,0.7402010488510132,849
117,15.0,936000,0.5278306845333968,9.58,4.9,-0.005364761850214564,1.1854122185707092,0.022319131018593907,1.8306876838207244,432.52,0.753295184969902,849
118,15.100000000000009,944000,0.5793693896012069,9.9,5.0,-0.009765798294101841,1.1693875527381896,0.022723883129656314,1.8022666883468628,445.77,0.764821440577507,849
119,15.0,952000,0.520554858504837,9.93,6.0,-0.006117262609768659,1.1663696932792664,0.020337010570801794,1.7541469740867615,451.61,0.7909926629066467,849
120,14.0,960000,0.552584016431911,9.39,5.9,-0.003936566297197714,1.1613384503126145,0.019900860842317344,1.7284497123956681,447.89,0.7854442274570466,849
121,14.100000000000009,968000,0.49957289967089935,9.46,5.9,-0.004395171449286864,1.199714617729187,0.022176829865202308,1.8403585028648377,445.65,0.7765296423435211,850
122,15.0,976000,0.5234923741987625,9.69,6.0,-0.007870807624422015,1.1813313448429108,0.02060273262206465,1.7622166383266449,445.46,0.768294085264206,850
123,15.0,984000,0.4693667238306836,9.49,6.0,-0.00455410965529154,1.1846495163440705,0.017531672311015427,1.6385906052589416,442.43,0.8053020346164703,850
124,15.0,992000,0.4658789784471618,9.67,6.0,-0.0041671819872863124,1.1909435594081879,0.01879376404453069,1.6914820164442061,446.81,0.8029686397314072,850
125,15.0,1000000,0.5499012473784296,9.94,6.0,-0.003706440404057503,1.1692910194396973,0.022489333115518092,1.8518462157249451,452.99,0.7555892598628998,850
126,15.0,1008000,0.5367624986435043,10.19,6.0,-0.004299247925227973,1.177914501130581,0.019144450137391685,1.6984971648454665,455.74,0.7947212815284729,851
127,15.0,1016000,0.5523787270951785,9.96,6.0,-0.007037467681802809,1.1873251760005952,0.02228638089261949,1.8461555725336074,455.34,0.7413806062936783,851
128,15.0,1024000,0.5493327183360772,10.03,6.0,-0.006898308884701692,1.1690745335817336,0.021044300138019025,1.7901567608118056,458.78,0.7717594939470291,851
129,15.100000000000009,1032000,0.4822260541370868,10.23,6.0,-0.006147123708615254,1.184472314119339,0.017796564721502362,1.6378140860795976,452.21,0.796107884645462,851
130,16.0,1040000,0.45048062303580233,10.42,6.0,-0.0046432831499259915,1.187440073490143,0.01813110156916082,1.6585054975748061,457.79,0.78070661008358,851
131,16.0,1048000,0.4718471053913904,10.68,6.0,-0.000558365669567138,1.2201352155208587,0.019500991525128485,1.7328561270236968,462.15,0.7446156990528107,851
132,16.10000000000001,1056000,0.5424424452482688,11.18,7.0,-0.0045402245817240325,1.2064527535438538,0.02149020548444241,1.7929004579782486,479.02,0.7388819974660873,852
133,16.10000000000001,1064000,0.4965861984462474,11.22,6.9,-0.005440536688984139,1.189433938264847,0.018795026326552035,1.688553782105446,482.3,0.7911629855632782,852
134,17.10000000000001,1072000,0.5753658260574455,11.55,7.0,-0.00397145974682644,1.1521642923355102,0.02391878199763596,1.9163988256454467,483.28,0.7800498467683792,852
135,17.10000000000001,1080000,0.5626344526758531,11.87,7.0,-0.005830703201936558,1.1846080863475799,0.024533394617028536,1.9283627331256867,494.45,0.7258715546131134,852
136,17.0,1088000,0.5057868678299827,11.85,7.0,-0.005087174133077497,1.133690016269684,0.020470982855185865,1.756415645480156,501.44,0.7614803683757781,852
137,17.0,1096000,0.5329235840686644,12.13,7.0,-0.007718021969194524,1.1527048182487487,0.02116972434800118,1.791183289885521,506.5,0.7711656486988068,852
138,17.0,1104000,0.5666171254531194,11.88,7.0,-0.005844153672223911,1.1775879395008086,0.02488190049305558,1.9076620453596116,484.97,0.7230371099710464,852
139,17.0,1112000,0.5099199321404742,12.1,7.0,-0.006186377568956232,1.1828212225437165,0.020567909912206233,1.7548411804437638,492.3,0.7697056341171264,852
140,17.0,1120000,0.48938819029573133,12.46,7.9,-0.0050856858759652825,1.1896232223510743,0.019407073920592665,1.7181014889478683,508.28,0.8050753337144851,853
141,17.0,1128000,0.49517046860668096,12.12,8.0,-0.0028788634014199487,1.2147548198699951,0.020530445636250078,1.7700741362571717,500.7,0.7842836934328079,853
142,17.0,1136000,0.49563005001984584,12.22,7.9,-0.0034778708702651786,1.1957301533222198,0.020567484972998498,1.7574355566501618,499.26,0.7852595520019531,853
143,17.0,1144000,0.6021336411002466,11.77,7.0,-0.012581965500721708,1.1633713999390602,0.023736619944684206,1.84406259059906,494.9,0.7349937224388122,853
144,16.0,1152000,0.5045131868099376,11.59,7.0,-0.0027108330534247214,1.1880286705493928,0.019347057710401714,1.7016542714834213,500.94,0.7957549041509628,853
145,16.10000000000001,1160000,0.6657619198141265,11.59,7.0,-0.005465076688560657,1.1523374223709106,0.02315959651488811,1.8728286504745484,495.64,0.7709979903697968,854
146,16.0,1168000,0.5793503629755237,11.42,6.9,-0.011162236896925606,1.1456614410877228,0.02217290770728141,1.831076385974884,495.07,0.7705691504478455,854
147,18.10000000000001,1176000,0.5695859308334836,11.85,7.0,-0.006342532008420676,1.1573616981506347,0.021369275511242448,1.79752494931221,500.58,0.7633550280332565,854
148,18.0,1184000,0.5666086899329289,11.9,7.0,-0.006082585619587917,1.1465260732173919,0.02389405289199203,1.9074710553884506,506.11,0.7483833646774292,854
149,19.0,1192000,0.5097994225519181,12.43,7.0,0.0010647656142828055,1.1770864307880402,0.022753034345805646,1.846774230003357,516.39,0.7649426847696305,854
150,19.0,1200000,0.5816380333559152,13.07,7.0,-0.011908413877827116,1.1518217718601227,0.024542027306742965,1.9120427250862122,533.39,0.7564836192131043,854
151,19.10000000000001,1208000,0.5745704213628371,13.47,7.0,-0.004112335520330817,1.12910994887352,0.02346169193740934,1.874103062748909,539.27,0.7353726816177368,855
152,19.10000000000001,1216000,0.642866602591952,13.6,8.0,-0.014284431447013048,1.102646124958992,0.027421204559504985,2.0362096500396727,545.34,0.7198413944244385,855
153,20.10000000000001,1224000,0.5129248080607962,14.3,8.9,-0.002159334674288402,1.1276109486818313,0.021255359635688365,1.800259132385254,559.25,0.7600357228517532,855
154,20.0,1232000,0.5149330926734181,14.22,9.0,-0.003169714629766531,1.1568064677715302,0.021383986277505755,1.7915199100971222,559.14,0.7914343988895416,855
155,20.0,1240000,0.5804645919818266,14.05,9.0,-0.00559166831561015,1.142567138671875,0.02334675857797265,1.887643163204193,552.94,0.7624656826257705,856
156,20.0,1248000,0.5792690520060698,14.24,10.0,-0.005580118427751586,1.1440394258499145,0.023583745565265418,1.8867317068576812,559.37,0.756004324555397,856
157,20.0,1256000,0.5689281145685953,14.4,10.0,-0.004997026454657316,1.1915767455101014,0.024811265813186763,1.934132440686226,566.31,0.7331064289808273,856
158,20.0,1264000,0.5891334893192843,14.03,9.0,-0.0073738157635671086,1.1601345133781433,0.023468994032591582,1.8864732640981674,556.42,0.7634628993272782,856
159,20.0,1272000,0.5677506245440866,13.71,9.0,-0.006411242600734113,1.1690074765682221,0.023738954570144414,1.8735974550247192,552.46,0.7720071715116501,856
160,19.0,1280000,0.597848604784466,13.11,8.0,-0.010931110188830645,1.1174445229768752,0.02511142457835376,1.9487189614772797,535.32,0.7333916199207305,856
161,19.0,1288000,0.618123702326798,13.37,8.0,-0.009202798418118618,1.1434353679418563,0.026498514427803457,1.972332569360733,547.64,0.75182119846344,857
162,20.0,1296000,0.5979004890807914,13.68,8.0,-0.0034717566550534684,1.1143419277667999,0.023968238784000277,1.901131261587143,554.17,0.7310205829143525,857
163,20.0,1304000,0.6046932863711305,14.02,8.0,-0.005695077899727039,1.1356897377967834,0.02389247700572014,1.899304438829422,566.36,0.7428327572345733,857
164,20.10000000000001,1312000,0.5812722823690797,14.07,8.0,-0.0037178031009170807,1.1768870609998703,0.02571485884487629,1.954342725276947,569.0,0.7113138782978058,857
165,20.10000000000001,1320000,0.5569077611340247,14.31,8.9,-0.0063624669297132645,1.157560443878174,0.023336559804156422,1.874942113161087,573.44,0.7423255175352097,857
166,21.0,1328000,0.5647432040734227,14.78,8.9,-0.005214310821611434,1.1461695945262909,0.024867549799382688,1.9342736613750457,584.7,0.7340851032733917,858
167,23.0,1336000,0.6588094989888572,15.75,9.0,-0.006157986327307299,1.1342033004760743,0.027517837709747254,2.0339416670799255,604.8,0.6721657061576843,858
168,23.200000000000017,1344000,0.6472394198668434,16.35,10.0,-0.011522641733754425,1.1314952659606934,0.0287888860469684,2.0881925666332246,619.81,0.6970970183610916,858
169,25.0,1352000,0.5739984620843173,16.54,10.0,-0.0038844839378725736,1.1114161664247513,0.025343430531211197,1.951074516773224,624.97,0.7508519661426544,858
170,25.0,1360000,0.6176217053304867,16.25,9.0,-0.013340515599120409,1.090781011581421,0.028658513738773764,2.074762090444565,613.6,0.7132213878631591,858
171,25.0,1368000,0.592618766435218,16.49,9.0,-0.0094353493017843,1.0795281356573105,0.027106450973078608,2.0127779138088226,613.56,0.751411070227623,858
172,25.10000000000001,1376000,0.6347336184644777,17.04,10.0,-0.008268814758266671,1.0798339921236038,0.02912053502164781,2.09511461019516,622.82,0.6815865832567215,858
173,27.0,1384000,0.6187585923364851,17.97,10.0,-0.010126915054861456,1.0929568749666214,0.02590573192574084,1.9610255616903305,645.73,0.7116725707054138,859
