value_loss,epoch_idx,frames,advantage_norm,policy_loss,P01:episode_rewards,PMM:episode_rewards,clip_fraction,grad_norm,approx_kl_divergence,P09:episode_rewards,episode_length,policy_entropy,explained_variance,fps
1.284262925758958,1,10240,15.968719226121902,0.009167511776468018,50.0,204.0,0.30966796875,26.10144948979717,0.012838420498065753,545.0000000000001,354.56,1.6461596727371215,0.06204611733555794,195
0.2001330118160695,2,20480,15.968719136714935,-0.004299979018833255,50.0,213.63636363636363,0.1233642578125,2.556195365600689,0.0020681974182028117,575.0,355.0,1.7597828336060046,0.24780991673469543,189
0.09613846330903471,3,30720,15.968719404935836,-0.004584101307591482,25.0,205.8139534883721,0.09716796875,1.8675219637829295,0.001768473237985056,500.0,353.1162790697674,1.7660481177270413,0.1805717095732689,199
0.1393620549235493,4,40960,15.968719267845154,-0.004914493240357842,50.0,218.0,0.1123046875,2.477179597279754,0.0018451065402248328,407.5000000000006,350.25,1.7493403404951096,0.3308136023581028,208
0.12956463769078255,5,51200,15.968719285726547,-0.00548749724694062,50.0,239.75,0.131298828125,2.5569384534942485,0.0021330094659791055,525.0,354.05,1.7389941066503525,0.5475959129631519,211
0.13243850129656493,6,61440,15.968719297647477,-0.006000537514773896,75.0,262.0,0.1210205078125,2.9372914760669913,0.001991680084802604,525.0,359.83,1.722463170439005,0.5443462684750557,214
0.1384343758225441,7,71680,15.96871924996376,-0.005078264742041938,75.0,286.5,0.1430419921875,2.845381723714007,0.0022264295861080777,575.0,368.54,1.7341968573629856,0.6522150494158268,216
0.13745884159579874,8,81920,15.968719226121902,-0.005395829136250541,97.5,297.0,0.146044921875,3.1002716798486754,0.002360039855921358,575.0,373.53,1.7263399966061115,0.6288248244673014,219
0.11365414115134627,9,92160,15.968719244003296,-0.0064335636176110714,100.0,302.25,0.164599609375,2.6577051380858507,0.0024808911767880584,575.0,380.25,1.7262745060026645,0.7380727257579565,222
0.12684292665217073,10,102400,15.968719124794006,-0.0062508942166459745,125.0,304.0,0.1420654296875,2.5119070473733998,0.0022628799218640033,575.0,383.01,1.7384105518460273,0.7434344563633204,224
0.13387237533461302,11,112640,15.968719333410263,-0.0058830078261962624,125.0,322.5,0.1440673828125,2.5089766546500956,0.002276268814603373,625.0,386.38,1.7438715800642968,0.6748202465474605,225
0.0993603051872924,12,122880,15.968719178438187,-0.008260099003382492,125.0,323.0,0.1392333984375,2.0463030969754383,0.002284359334771867,625.0,384.98,1.74552948102355,0.7408349521458149,227
0.11483950125984847,13,133120,15.968719267845154,-0.007472278993373038,125.0,312.5,0.148291015625,2.144310164889378,0.0022642281865844858,602.5000000000002,388.59,1.7467127606272697,0.7365250416100025,227
0.10824760368559509,14,143360,15.968719202280045,-0.007454939611488953,125.0,313.0,0.1359130859375,1.937103668833601,0.0020896994731177134,625.0,387.26,1.7393235206604003,0.7412055846303701,228
0.12436544075608254,15,153600,15.968719291687012,-0.007563764760561753,150.0,293.25,0.1350830078125,2.228512877165003,0.002135588660712827,550.0,385.44,1.7310463890433312,0.7823636036366224,229
0.11981921328697354,16,163840,15.968719154596329,-0.00730098473286489,150.0,314.5,0.139404296875,2.2863483589617126,0.0021640833319909896,600.0,390.69,1.7237220011651515,0.815816443413496,230
0.15266907373443245,17,174080,15.968719327449799,-0.00837211615180422,150.0,321.25,0.1351318359375,2.1847592912171074,0.002086160618023609,600.0,390.93,1.7355170838534832,0.770379002019763,230
0.1183409778168425,18,184320,15.968719226121902,-0.00817485536535969,172.5,342.25,0.1322509765625,1.978445371857021,0.002117110693143587,600.0,396.37,1.7409600496292115,0.8183916207402945,231
0.12864117783028634,19,194560,15.968719232082368,-0.009212564929475775,150.0,352.25,0.14990234375,1.9996879911943009,0.002384208562455419,627.5000000000002,402.23,1.7264552108943463,0.7701330643147231,232
0.1151196212740615,20,204800,15.968719220161438,-0.008725634896836709,150.0,377.25,0.145556640625,2.005200297223859,0.002295403545713565,650.0,405.0,1.732280444353819,0.8549161296337843,232
0.14097570911981167,21,215040,15.968719166517257,-0.00828489226696547,172.5,404.25,0.1240234375,2.2155376540723486,0.0020202569627829877,652.5000000000002,410.53,1.7291449911892414,0.8303425140678883,232
0.13466664380393922,22,225280,15.96871938109398,-0.008167430363573657,125.0,378.75,0.1252685546875,2.163517618734408,0.002003328693433855,650.0,403.01,1.732735662907362,0.7813148308545351,233
0.1017456193920225,23,235520,15.968719357252121,-0.008997273771092296,192.5,399.75,0.13916015625,1.7216624464050174,0.0021868085274948765,702.5000000000002,411.93,1.7219510816037655,0.8590276066213847,233
0.11573768972884864,24,245760,15.968719267845154,-0.008664272824535146,192.5,400.0,0.12822265625,1.8618059238416975,0.0020812257195305392,725.0,410.26,1.7250972025096416,0.8557452399283647,234
0.10964639107696712,25,256000,15.968719238042832,-0.009609456833641162,200.0,401.5,0.134033203125,1.8020091199566342,0.0021477303237591706,702.5000000000002,415.23,1.7370814360678195,0.8913452725857496,234
