P01:episode_rewards,q_loss,grad_norm,P09:episode_rewards,model_prob_std,advantage_norm,policy_gradient_bias_correction,episode_length,policy_loss,avg_q_selected,policy_gradient_loss,explained_variance,frames,epoch_idx,avg_q_retraced,policy_entropy,rollout_prob_std,fps,PMM:episode_rewards
0.0,1.904920956286294e-07,0.00016841709395805488,0.0,0.00038471934300426307,0.0032698909621912808,3.4095273424260015e-07,3324.9166666666665,1.0743923702657723e-05,-0.00038488746443760853,1.0402970954004262e-05,-2.5443646176914116,158400,22,-0.0003823190828675311,2.197218127411223,0.0044872629605842386,413,0.0
0.0,1.344726170563136e-07,0.00012901644210636551,0.0,0.00030326680746218203,0.002597149773038894,1.7754972374134812e-07,3324.5208333333335,8.970454386334903e-06,-0.0002611194576272124,8.792904640792864e-06,-3.105787165649827,165600,23,-0.00025327504694273346,2.197219981437637,0.003980514169756682,410,0.0
0.0,1.194469394418936e-07,0.00013851302649298084,0.0,0.00030676103291115537,0.0024837099479510763,-1.9384196148006134e-07,3324.5208333333335,6.987127622838344e-06,-0.0002545285715695817,7.180969578763671e-06,-2.728320806415939,172800,24,-0.00024953387189995244,2.1972199219149884,0.0037344330111357387,405,0.0
0.0,9.477063007807619e-08,0.00010806254047599829,0.0,0.0002504031969928527,0.0020969728133343984,1.2758290707821557e-07,3324.5208333333335,3.742362352615203e-06,-0.00013291488161591646,3.614779450947639e-06,-2.942564681061991,180000,25,-0.00013269171974101597,2.197221526765319,0.003242094994591118,402,0.0
0.0,8.823235187973989e-08,9.473648532707383e-05,0.0,0.000267568237179639,0.002265109687106728,4.246443638063312e-08,3324.5208333333335,1.3668795801287668e-06,-4.138956039929282e-05,1.3244151481692885e-06,-3.197160208461777,187200,26,-3.9920656698394195e-05,2.197221539134071,0.003122578664799568,399,0.0
0.0,5.700010398771515e-08,7.262798508134464e-05,0.0,0.00018784364163558747,0.0016505717529036615,1.406673315551613e-07,3324.5208333333335,3.866876999268846e-07,1.3746161767289905e-05,2.460203696950621e-07,-3.1098492891826326,194400,27,1.4123521820756744e-05,2.197223021630888,0.0023609581288370203,397,0.0
0.0,8.169762306091816e-08,8.32063007437321e-05,0.0,0.00024946016649809034,0.002161482299887298,1.6951818405152787e-07,3324.7166666666667,1.1210738729370213e-06,2.0993453952394064e-05,9.515556897516786e-07,-4.104898605911979,201600,28,2.611311896592789e-05,2.197221747703023,0.0034787856887139664,395,0.0
0.0,5.178393703788128e-08,6.835432265736405e-05,0.0,0.00019102846032919408,0.001575296846232728,1.686521281881719e-08,3324.7166666666667,-1.832031172565646e-06,7.53445762226391e-05,-1.8488963872792438e-06,-3.4232802884304325,208800,29,7.598513494671684e-05,2.197222616303535,0.0036097574083744383,392,0.0
0.0,6.217835814447088e-08,8.542076254618678e-05,0.0,0.00021225754592702866,0.0018017455939402468,-1.6705235809117835e-08,3324.7166666666667,-3.190107505049981e-07,1.0779976998459038e-05,-3.0230551147024176e-07,-4.203928996310777,216000,30,1.0003423613747e-05,2.1972225145691,0.0023634647508367847,389,0.0
0.0,4.177991822608439e-08,5.7110459164584766e-05,0.0,0.00016367474000646094,0.0013815090490220067,-2.930591026200396e-09,3324.7166666666667,-3.213714197247838e-06,6.479196448481161e-05,-3.2107836046343888e-06,-4.998405470890658,223200,31,6.0248010568718274e-05,2.1972232728345054,0.0020924185535136893,387,0.0
0.0,4.079195027086497e-08,6.01056473973036e-05,0.0,0.00017373514085395272,0.0015066858270680918,8.872523567207382e-08,3324.7166666666667,8.437074193186809e-07,5.8188718592386834e-05,7.549821886993553e-07,-4.259311419990327,230400,32,6.22864637308693e-05,2.1972232217258876,0.0035538167132633846,386,0.0
0.0,4.4591795070575266e-08,5.851576621162341e-05,0.0,0.00017571722819960246,0.0015522033808289082,9.713611945016965e-08,3324.7166666666667,-1.8779574256685217e-06,4.972747635813076e-05,-1.975093541971251e-06,-4.225971402598437,237600,33,4.785774365362437e-05,2.197223184424103,0.003957270338603983,384,0.0
0.0,3.755172800126408e-08,5.504693123526803e-05,0.0,0.00015916706769357483,0.0013779153864920508,1.1495505376573152e-08,3324.8194444444443,-7.76984986224757e-07,2.7487138375567718e-05,-7.884804910328959e-07,-5.752231951485234,244800,34,2.7298693395902387e-05,2.197223354549635,0.003104135749603898,382,0.0
0.0,3.55573675627309e-08,5.805095801782115e-05,0.0,0.00015320247128893254,0.0012925888188581858,1.024188720784589e-07,3324.8194444444443,-2.2246843333103174e-07,8.119674758317935e-06,-3.248873020710676e-07,-5.796166956544409,252000,35,7.305398456403711e-06,2.1972234379115614,0.00255786307802371,380,0.0
0.0,3.971516883486435e-08,6.195722393668842e-05,0.0,0.00015866471509390844,0.001316900756937877,9.241995266927882e-08,3324.8194444444443,2.2880856030958312e-07,-4.673442635976243e-06,1.3638860242439448e-07,-7.431535251441772,259200,36,-7.231689513790997e-06,2.1972233125362446,0.002636546442155585,379,0.0
0.0,3.1968811026275765e-08,4.997748838457082e-05,0.0,0.00015140652571962545,0.0013241682005484888,1.021982788845182e-07,3324.8194444444443,3.9217848308577715e-08,3.9731204456156876e-06,-6.298042615478571e-08,-5.583508299753149,266400,37,3.546370006560626e-06,2.1972235129213837,0.002459386964341194,378,0.0
0.0,2.304378094943659e-08,4.396892264703699e-05,0.0,0.00012430303905044862,0.0011078893981406478,3.132733379768776e-08,3324.8194444444443,6.515810989475164e-07,9.002782879966381e-06,6.202537598444428e-07,-5.499054166084875,273600,38,9.859147434562383e-06,2.1972239209356763,0.0026333863594996854,376,0.0
0.0,2.8317395854649674e-08,4.563105425594385e-05,0.0,0.00014632620537178263,0.0012991031560303536,4.894444907443775e-08,3324.6666666666665,1.5684590916652325e-07,2.0331358874087686e-05,1.0790146024740458e-07,-7.081283536561985,280800,39,2.1107989805034657e-05,2.1972236180683926,0.002683465123746505,374,0.0
0.0,1.9614110523991884e-08,3.675882834293565e-05,0.0,0.00010451432032621394,0.000935733951187031,2.6227294702943188e-08,3324.6666666666665,-2.6927028065920174e-07,2.92854859321846e-05,-2.9549757744196275e-07,-8.633401291587996,288000,40,3.0447759551755047e-05,2.1972242334059304,0.0017129059505318115,374,0.0
0.0,3.682451353229485e-08,6.131312977602494e-05,0.0,0.00015864379892928046,0.0013385173789300664,3.494894039485425e-08,3324.6666666666665,-9.980353760408647e-07,-9.395968020217403e-06,-1.0329843099934647e-06,-8.527074300372412,295200,41,-1.3231374575301714e-05,2.1972233350913988,0.002034965587062331,373,0.0
0.0,1.818340021513876e-08,3.5502695500794794e-05,0.0,0.00010725084842966854,0.0009573593272077795,9.006346637626712e-08,3324.6666666666665,-4.1504828862957363e-07,-1.2269732711227107e-06,-5.051117569006214e-07,-9.210439231364184,302400,42,-2.523289605195018e-06,2.1972241271299024,0.00284258222946442,372,0.0
0.0,2.1034675659808548e-08,3.9592794033952985e-05,0.0,0.0001213743940063848,0.001098684332631935,1.7747101992426907e-07,3324.6666666666665,-1.54623426910559e-07,-1.4763280287184893e-05,-3.3209444759274036e-07,-8.039884758317282,309600,43,-1.6444915624582617e-05,2.197223973425608,0.002744303555157944,371,0.0
0.0,1.8984830865099055e-08,3.6584215100476114e-05,0.0,0.00011243123749630636,0.001022989200097438,3.154405623150216e-08,3324.6666666666665,6.512859555084921e-07,-3.414729333141343e-05,6.197418990063069e-07,-8.623340534753902,316800,44,-3.514684989163975e-05,2.1972241299366826,0.002576536910620239,370,0.0
0.0,1.914718661580989e-08,3.465197941684209e-05,0.0,0.000105723298385552,0.0009595019401557882,1.4193835416638953e-08,3324.71875,7.430717565096388e-07,-4.1154419680583125e-05,7.28877921471956e-07,-10.44986674418525,324000,45,-4.256217971386731e-05,2.197224233339703,0.002233888109291247,370,0.0
0.0,1.860283234136895e-08,3.796874498992521e-05,0.0,0.00010833809902919109,0.0009373401861156462,5.7484182307343005e-08,3324.71875,1.7590961254135796e-06,-5.5708314151584645e-05,1.7016119401061674e-06,-9.735646204241998,331200,46,-5.5118095788828065e-05,2.197224158045476,0.0019507220224102971,368,0.0
0.0,2.262103108823847e-08,4.2154208769922875e-05,0.0,0.00011670371146829706,0.0010090887857430583,-1.5713005533749915e-08,3324.71875,1.5465385887471052e-06,-5.0086485853894275e-05,1.5622515952282454e-06,-10.628199314200687,338400,47,-4.853412104665271e-05,2.1972240776202034,0.0015874120879573728,367,0.0
0.0,1.7868971853648956e-08,3.3563408736620136e-05,0.0,0.00010765342070405336,0.0009685932002590832,-6.651497599559816e-09,3324.71875,7.622477508356213e-07,-2.268101370877057e-05,7.688992487920648e-07,-9.791384864033216,345600,48,-2.171256643089845e-05,2.197224252009518,0.0016745801332692485,367,0.0
0.0,1.2915226061090519e-08,2.9127002496576707e-05,0.0,8.625058199476545e-05,0.0007607919361673749,5.221874526277078e-08,3324.71875,5.437011864144208e-07,-2.3029677315326485e-05,4.91482439556236e-07,-10.501578278804049,352800,49,-2.380558015304236e-05,2.197224522008855,0.00250513563299081,366,0.0
0.0,1.794480267582605e-08,3.48211009258956e-05,0.0,0.00011533816982967163,0.0010355233463148277,6.187879236788845e-08,3324.77,6.463230665774955e-07,-3.1693525998395084e-05,5.84444269242575e-07,-8.948312033036398,360000,50,-3.141446083979703e-05,2.197224124783561,0.0025626119541016486,365,0.0
0.0,1.1206895702224188e-08,2.5880773126658328e-05,0.0,7.972845620460001e-05,0.0007090686295068446,1.4423664633037939e-08,3324.77,7.75281366104227e-07,-3.782463098913366e-05,7.608577027343761e-07,-11.259105787920571,367200,51,-3.775973058278425e-05,2.1972246202306143,0.0019898000762518606,365,0.0
0.0,2.2003165876867736e-08,4.510446869303916e-05,0.0,0.00012050077877181558,0.0010290028755693967,9.627284297735853e-09,3324.77,1.838872633875497e-06,-5.789073484915466e-05,1.829245347725839e-06,-9.336406858289052,374400,52,-5.6945169717834246e-05,2.1972239343703737,0.002420350636602636,364,0.0
0.0,1.1782206483535819e-08,2.586355062590482e-05,0.0,8.342150774233736e-05,0.0007639362558181766,0.0,3324.77,1.1709562519280145e-06,-4.068496760434452e-05,1.1709562519280145e-06,-11.745744180717166,381600,53,-3.976972906399631e-05,2.197224575905573,0.0014340769812469488,363,0.0
0.0,1.390764698868644e-08,2.942451934795532e-05,0.0,9.605358044601726e-05,0.000901834331608445,2.7866268699957193e-08,3324.77,7.081677924611988e-07,-3.390866961251783e-05,6.803015229491926e-07,-8.153190720673075,388800,54,-3.4428052928328776e-05,2.1972244353865475,0.0023933880951060907,363,0.0
0.0,1.1895705495478842e-08,2.7588045183159024e-05,0.0,8.852515403907725e-05,0.0008311821893229048,-3.2544801816432783e-09,3324.77,9.024535629885693e-07,-3.4123943075209585e-05,9.05708042933365e-07,-9.298684413086171,396000,55,-3.371177276960379e-05,2.19722451808276,0.0013554515734969595,362,0.0
0.0,1.3076775690444623e-08,2.7264480090268974e-05,0.0,9.08951344384453e-05,0.0008287704621800782,8.285982338358214e-09,3324.77,1.3856611128486536e-06,-2.707557597314044e-05,1.3773751310516612e-06,-10.729608291368637,403200,56,-2.6094926679025864e-05,2.197224498041092,0.001795766030307508,361,0.0
0.0,1.4922370532277074e-08,3.162706145958776e-05,0.0,9.318179741479038e-05,0.0008228920335334677,1.3124745939563657e-08,3324.77,2.4468519942733496e-07,-2.6725820328952115e-05,2.3156045215691337e-07,-10.902147735130217,410400,57,-2.7486778401826134e-05,2.1972243963284463,0.0022093950334858897,361,0.0
0.0,1.4492639447605914e-08,3.3395523590252163e-05,0.0,9.442119630181397e-05,0.0008236435804528246,-1.7097607510257176e-08,3324.77,9.597984301607503e-07,-4.02850411717101e-05,9.768960389144573e-07,-9.989577982647594,417600,58,-3.99741311647123e-05,2.1972244215278227,0.00197401145701632,360,0.0
0.0,1.2022708751907087e-08,2.847985591948852e-05,0.0,9.097932764181495e-05,0.0008298023712660041,8.444588199078377e-09,3324.77,7.121423842683818e-07,-1.815019665989051e-05,7.036977972061716e-07,-9.42005690477828,424800,59,-1.7271258432084134e-05,2.197224627225487,0.001480127235623061,359,0.0
0.0,8.45454997858373e-09,2.3038544698151735e-05,0.0,6.756877152403673e-05,0.0006541072069038427,-8.6533060674637e-09,3324.77,3.402537675871343e-07,-1.988622930658342e-05,3.4890707134251454e-07,-9.965677907410122,432000,60,-2.040776185688787e-05,2.197224804238667,0.002107653067106701,359,0.0
0.0,1.1975557824215142e-08,2.596536091550111e-05,0.0,8.731744553782335e-05,0.0008264200908965592,-4.074758426971433e-09,3324.66,5.89907896221094e-07,-1.8043284342803616e-05,5.939826521743241e-07,-9.09052880925476,439200,61,-1.773341410694289e-05,2.1972246452866404,0.0014064108290938596,358,0.0
0.0,8.615307071903136e-09,2.1989960992515025e-05,0.0,6.680514860089181e-05,0.0006321770302906409,1.2007907867334161e-09,3324.66,3.2770568856049884e-07,-1.6547411161659518e-05,3.265048982023468e-07,-11.47463459313862,446400,62,-1.7083362651867048e-05,2.19722486516786,0.0011833278846376874,358,0.0
0.0,1.5029906210182765e-08,3.7665404440592086e-05,0.0,9.820299576526776e-05,0.0008514497273904333,1.1702172775769559e-08,3324.66,1.3271430610903088e-07,-3.7490564485986256e-05,1.210121348558529e-07,-8.326643031409809,453600,63,-3.8866869170355796e-05,2.1972243198642025,0.0021661487421903874,357,0.0
0.0,8.53707942255422e-09,2.3067225783892157e-05,0.0,6.722587886477934e-05,0.0006416491523513378,-1.0625519347206772e-08,3324.66,6.389782844832112e-07,-2.8412406539056066e-05,6.496038059507677e-07,-11.137476700263681,460800,64,-2.8278985254962247e-05,2.1972248504086145,0.002335808301594091,357,0.0
0.0,8.941495711341172e-09,2.3307994186357282e-05,0.0,7.511481985441381e-05,0.0007170567074120651,-2.845281319363745e-08,3324.66,7.22740019940396e-07,-2.3326434357721208e-05,7.511928330610054e-07,-8.355156776627535,468000,65,-2.2850129061521693e-05,2.197224823816744,0.0023423242798158786,356,0.0
0.0,8.446341505946637e-09,2.264566156857864e-05,0.0,6.976396941997946e-05,0.0006433186754428495,-9.943510785130154e-09,3324.66,3.680634267090669e-08,-1.85386684699683e-05,4.674985266654491e-08,-8.64500597092525,475200,66,-1.9806057408662618e-05,2.197224848361873,0.0016036409624853771,356,0.0
0.0,9.39035860380262e-09,2.366950846150882e-05,0.0,7.685294894029553e-05,0.0007058917999927958,-2.006465668576614e-08,3324.75,1.044476468030648e-06,-1.7075712089520164e-05,1.0645411247164144e-06,-9.111769550840059,482400,67,-1.6044840897231032e-05,2.1972247843799133,0.0016834028394212886,355,0.0
0.0,1.0816531805019871e-08,2.7307892169237472e-05,0.0,7.431189834331418e-05,0.0006834401736413715,2.724865267743502e-08,3324.75,3.8372191370446756e-07,-1.6289708936004522e-05,3.564732619163388e-07,-9.41644867015894,489600,68,-1.6506881584890647e-05,2.1972247343782394,0.0024789755698621635,355,0.0
0.0,1.2088719808581172e-08,3.0692313616936135e-05,0.0,8.39292012749916e-05,0.0007481246419380719,-9.579885171559809e-09,3324.75,7.506417871017134e-07,-2.1994912914469937e-05,7.602216716416797e-07,-8.92695711473624,496800,69,-2.1986424231800563e-05,2.1972245655457177,0.0013442757536440946,354,0.0
0.0,7.31292488886316e-09,2.038677365812482e-05,0.0,6.770839300766993e-05,0.0006423477523033701,1.080347939503351e-09,3324.75,-1.3405886966824042e-08,7.350946861162876e-06,-1.4486237195853996e-08,-8.236177047629834,504000,70,7.671286595754083e-06,2.1972248992781163,0.002066787634154884,354,0.0
0.0,6.956327248069417e-09,1.9713276037545394e-05,0.0,6.273310111447442e-05,0.0005928349564201005,-2.5677869995801994e-08,3324.75,1.1862662337232184e-08,1.5499454262812843e-05,3.754053383344479e-08,-9.55085026201117,511200,71,1.6100036087680284e-05,2.197224901012643,0.0017778926242546236,353,0.0
0.0,1.0035989472195414e-08,2.4143059984667013e-05,0.0,8.271060704978795e-05,0.0008029289497626548,5.4606798870006554e-09,3324.72,1.5136657731476235e-07,1.7702525982537023e-05,1.4590589693112196e-07,-6.298489372055366,518400,72,1.857346627536455e-05,2.197224691377746,0.0016581151156675146,353,0.0
0.0,6.53239904383684e-09,1.963235742405083e-05,0.0,5.829298916039918e-05,0.0005623226158488694,-1.139034848169413e-08,3324.68,-3.4834640427117913e-07,2.010145651559044e-05,-3.3695605447202033e-07,-10.960180494135649,525600,73,2.00183797199184e-05,2.1972250027946694,0.001860725411806681,353,0.0
0.0,1.0687627039716412e-08,2.92738622613833e-05,0.0,7.940480508694081e-05,0.0007401744670340833,-1.0978058166225916e-08,3324.68,5.134405501211086e-07,-6.356406351914557e-07,5.244186087610297e-07,-6.774679317553207,532800,74,5.037451231598451e-07,2.19722459965282,0.0014062999740775486,353,0.0
0.0,7.503955187438837e-09,2.0989278403284166e-05,0.0,6.051032107268023e-05,0.0005610565969225949,-4.746268666742503e-09,3324.68,-6.802088919358757e-07,1.8855041984588076e-05,-6.754626268556823e-07,-10.4070404707534,540000,75,1.8561822247661032e-05,2.1972249122649905,0.0015888789374016695,353,0.0
0.0,6.929969241382576e-09,2.0533033805293347e-05,0.0,6.822330070825482e-05,0.0006632021456910301,-5.766879513748069e-09,3324.68,-5.686835946505653e-07,2.2035923348253334e-05,-5.629167145683831e-07,-5.801652568714329,547200,76,2.2035660303644547e-05,2.1972249221833295,0.0017542553535913857,352,0.0
0.0,5.462778506973893e-09,1.857527402312106e-05,0.0,5.662799483998819e-05,0.0005475034352249558,1.074540783801716e-08,3324.68,-5.926801638228416e-07,1.6317222616004234e-05,-6.034255734202978e-07,-8.290423847812194,554400,77,1.5622952891369082e-05,2.197224994188263,0.0018942371756817905,352,0.0
0.0,8.30310831273308e-09,2.1183814435884764e-05,0.0,6.809823467173008e-05,0.000662673556496249,3.776639232455636e-09,3324.59,-7.711725323136312e-07,5.1238802983443186e-06,-7.749491711671308e-07,-7.4052002669121855,561600,78,3.3290605016947934e-06,2.19722489193003,0.0012891189142205572,352,0.0
0.0,9.85570672096771e-09,2.375353430292632e-05,0.0,6.692466616403267e-05,0.0006270608511241579,-6.961545216831332e-09,3324.59,-4.500029969213046e-08,-1.5527188111394797e-05,-3.803875540013251e-08,-8.058838173784906,568800,79,-1.6273027218388582e-05,2.197224888413672,0.0013221528618280914,352,0.0
0.0,9.416131844812131e-09,2.8606624347711975e-05,0.0,7.264224532896247e-05,0.0006761924739380665,-5.120468225353984e-10,3324.59,9.263411012875799e-07,-4.342678426402166e-05,9.268531456993892e-07,-7.662314628187626,576000,80,-4.36305390958723e-05,2.197224770677153,0.001429340130693104,351,0.0
0.0,6.520264739878703e-09,1.8893981007577137e-05,0.0,6.136536247852207e-05,0.0005849053814447163,-2.4982517585512036e-09,3324.59,4.1590298875589707e-07,-1.8049472499202294e-05,4.184012421723813e-07,-7.526171503596836,583200,81,-1.849801857512264e-05,2.1972249876790575,0.0013773101091815669,351,0.0
0.0,6.0425152030464235e-09,1.764850766745633e-05,0.0,5.905087165319194e-05,0.000588090436124793,1.0245075326933839e-08,3324.59,6.848736383498722e-07,-1.661962267736815e-05,6.746285624274358e-07,-6.812090680203426,590400,82,-1.643327876908384e-05,2.19722501888477,0.0020133968692549156,351,0.0
0.0,7.545126826947309e-09,2.033486195747962e-05,0.0,6.827420084170646e-05,0.0006807392721829913,1.0563126945978891e-08,3324.59,-6.855901915016202e-07,-2.1490432187540045e-05,-6.961533178160056e-07,-6.388675700317663,597600,83,-2.4026997309833824e-05,2.197224930366657,0.0013069907431391178,350,0.0
0.0,5.623410526556978e-09,1.7674726838831696e-05,0.0,5.508465496150984e-05,0.0005157508364397842,3.9280348709152824e-10,3324.69,4.78068925793673e-07,-2.60540227403061e-05,4.776761226110997e-07,-8.917712195332719,604800,84,-2.603814389873252e-05,2.19722501802066,0.0010112280244948364,350,0.0
0.0,1.0263459104051562e-08,2.5886729532586514e-05,0.0,7.060950618042157e-05,0.0006688725761433061,1.4314191945332924e-08,3324.69,1.1160701296570637e-06,-5.625252474460083e-05,1.1017559380275275e-06,-6.018269927241501,612000,85,-5.5454197602728364e-05,2.197224826995658,0.0011860364173653683,350,0.0
0.0,6.16950563320427e-09,1.9533179180122167e-05,0.0,5.4393468339427155e-05,0.000542183467135305,0.0,3324.69,1.167446767125777e-06,-1.9822480112228024e-05,1.167446767125777e-06,-8.054735083835466,619200,86,-1.8871763844665958e-05,2.197225028238599,0.0005742506099410086,350,0.0
0.0,5.718516899877689e-09,1.792228872285772e-05,0.0,6.106706351405346e-05,0.000603158023185397,0.0,3324.69,3.7822897945849496e-08,-6.959377161001793e-06,3.7822897945849496e-08,-6.108971376840084,626400,87,-6.702335068704017e-06,2.197225042657246,0.0005722028543446788,350,0.0
0.0,5.082369252390516e-09,1.6443860950626145e-05,0.0,5.053823019804162e-05,0.0005182321335572245,0.0,3324.69,-4.158882143089166e-08,-1.1719269404898596e-05,-4.158882143089166e-08,-8.393189120197265,633600,88,-1.254075345081196e-05,2.1972251159930356,0.0005077138140301192,349,0.0
0.0,6.995724913400521e-09,1.943577820900423e-05,0.0,6.53833915555424e-05,0.0006388127292787733,0.0,3324.67,6.492453317056472e-07,-9.985210788173274e-06,6.492453317056472e-07,-6.593143028049243,640800,89,-8.725242891463566e-06,2.1972248970894586,0.00044484483127763593,349,0.0
