episode_length,PMM:episode_rewards,avg_q_selected,fps,q_loss,advantage_norm,grad_norm,frames,policy_gradient_loss,P09:episode_rewards,policy_entropy,explained_variance,epoch_idx,rollout_prob_std,policy_gradient_bias_correction,policy_loss,avg_q_retraced,model_prob_std,P01:episode_rewards
3324.48,0.0,2.1088326449577676e-05,340,6.273844710371407e-09,0.0005969274866355598,9.876180496129842e-06,511200,-4.949154942235534e-07,0.0,2.1972250335746337,-1202.327792681517,71,0.00087391949280098,0.0,-4.949154942235534e-07,2.045999897879324e-05,5.423316011514443e-05,0.0
3324.45,0.0,2.223669600429246e-05,339,1.197889903159701e-08,0.0008759395181395575,1.4161941656969682e-05,518400,-3.548762833136061e-07,0.0,2.1972247997099763,-226.87999698821196,72,0.0008225531474059731,1.8607365524935125e-10,-3.546902099609953e-07,2.22438636977386e-05,7.336966585946222e-05,0.0
3324.52,0.0,1.8654839051549286e-05,339,5.409659885279666e-09,0.0005650817093597679,1.0121152540560705e-05,525600,-4.164849314921189e-07,0.0,2.197225074105793,-1631.1403629949925,73,0.0010715744373482128,2.4928724763463426e-10,-4.162356442839589e-07,1.8061415665338177e-05,4.47306713553846e-05,0.0
3324.52,0.0,1.95657761379085e-05,339,1.1278435848204936e-08,0.0007144596504404745,1.2432161009503445e-05,532800,9.09824589583354e-08,0.0,2.1972250419129775,-621.304147281224,74,0.0009754491214855072,0.0,9.09824589583354e-08,1.9276282096516346e-05,5.286460545446684e-05,0.0
3324.52,0.0,1.7317960282405443e-05,339,6.115546028374841e-09,0.0006001245620527233,9.951083961456379e-06,540000,-1.548914851607648e-07,0.0,2.197225097701663,-1084.7820070671846,75,0.0009835677873382786,1.9038485074166344e-10,-1.547011003100232e-07,1.773267535717033e-05,4.6774741087425486e-05,0.0
3324.52,0.0,1.8847016030977538e-05,339,8.51102368512051e-09,0.0007453902449799202,1.167396102302713e-05,547200,-4.3951383277033896e-07,0.0,2.19722494293773,-289.844992809794,76,0.0007128864357938921,0.0,-4.3951383277033896e-07,1.8876480133825988e-05,6.319789478790986e-05,0.0
3324.52,0.0,1.7294080314484522e-05,339,6.981352298074901e-09,0.0006331349027284377,1.0458421102273166e-05,554400,-7.752878214408806e-08,0.0,2.1972250237067543,-1321.9473462330914,77,0.0012014057789138095,1.9499128237991195e-10,-7.733379090118271e-08,1.6779313717932613e-05,4.8806404720768644e-05,0.0
3324.61,0.0,1.6004602890835882e-05,338,9.586442513925716e-09,0.0007389173881141761,1.2198553303038644e-05,561600,-3.8492615389727186e-07,0.0,2.197224924400083,-735.342417967064,78,0.0008566712181026879,0.0,-3.8492615389727186e-07,1.5299406559184156e-05,5.925118276198908e-05,0.0
3324.61,0.0,1.5705484401686524e-05,339,1.170663823126905e-08,0.0006841379092042977,1.4760959630251786e-05,568800,-3.9313329043853564e-07,0.0,2.1972251108588368,-1585.5864484595747,79,0.0008996890729799372,3.2681986302425986e-10,-3.9280647062288086e-07,1.580006063692756e-05,4.555259914115389e-05,0.0
3324.61,0.0,1.3514820944076219e-05,339,4.3295551823957075e-09,0.0005076590833323822,8.145376689852414e-06,576000,-3.1404409793266645e-07,0.0,2.197225143190414,-757.1446581493815,80,0.0009583831600046518,1.9215058327539563e-10,-3.138519471463789e-07,1.3153931424803595e-05,3.994421938913879e-05,0.0
3324.61,0.0,1.409723995473712e-05,338,7.281790039565596e-09,0.0006720557264524752,1.0872036777036835e-05,583200,-2.7982673447381355e-07,0.0,2.1972250635922674,-737.0232724725699,81,0.0009354755418916773,2.360874294414248e-10,-2.795906471233213e-07,1.4270876233332066e-05,5.2471370322320436e-05,0.0
3324.61,0.0,1.2705466123274315e-05,338,8.313336933480272e-09,0.0006993955128104918,1.1928033778383733e-05,590400,2.908819243348348e-07,0.0,2.197225070160533,-1152.7581223296459,82,0.0008730006802641813,0.0,2.908819243348348e-07,1.2867681318369698e-05,5.202631610952974e-05,0.0
3324.61,0.0,1.438946788093001e-05,338,9.136076306093915e-09,0.0007119387275938896,1.1365384896074213e-05,597600,-4.919918543412638e-07,0.0,2.1972248877040927,-371.015410736591,83,0.0009356091850113969,3.7017254446899036e-10,-4.916216814711293e-07,1.5654294571858272e-05,6.221857272175875e-05,0.0
3324.7,0.0,1.4328843734354994e-05,338,4.592823198816271e-09,0.000499716057439384,7.759415641607927e-06,604800,-4.581792625466235e-07,0.0,2.197225127075084,-1569.2279672041773,84,0.0009341123163619944,0.0,-4.581792625466235e-07,1.4814366195195067e-05,3.956101368351209e-05,0.0
3324.7,0.0,1.6333143934811492e-05,338,5.997268165318533e-09,0.0005508206556774028,9.540399099414812e-06,612000,-2.799240059399409e-07,0.0,2.1972251871653965,-959.2437063833456,85,0.0005399718303979753,0.0,-2.799240059399409e-07,1.611436941121134e-05,4.0385955287634614e-05,0.0
3324.7,0.0,1.583589889833995e-05,337,7.801253401665903e-09,0.0006848850573516166,1.2531926494232422e-05,619200,-3.740542623177303e-07,0.0,2.197225117503651,-1312.9944403134168,86,0.0004595824125524612,0.0,-3.740542623177303e-07,1.575500885628066e-05,4.468075466562252e-05,0.0
3324.7,0.0,1.51437854284417e-05,337,7.510927862781131e-09,0.0007251741488888666,1.1664571233764904e-05,626400,-5.732429679177866e-07,0.0,2.19722498901622,-137.90486215266915,87,0.00041923094743702275,0.0,-5.732429679177866e-07,1.558255736385969e-05,5.961589944093696e-05,0.0
3324.7,0.0,1.5350123653404136e-05,337,5.924639766226512e-09,0.0006066283515092671,9.836708653134417e-06,633600,-1.2292773404658826e-07,0.0,2.1972251079290634,-1092.9398993635841,88,0.00038368490864882694,0.0,-1.2292773404658826e-07,1.517279760020886e-05,4.5085977510597876e-05,0.0
3324.82,0.0,1.610733110861395e-05,337,8.677905687179278e-09,0.0007827811606668269,1.3303651274956734e-05,640800,-5.243486709550307e-07,0.0,2.197224964890531,-556.8414877588851,89,0.00036743430051998344,0.0,-5.243486709550307e-07,1.7277630881613085e-05,5.870362315723017e-05,0.0
3324.82,0.0,1.6151458647628816e-05,337,7.019508756689445e-09,0.0005849716436258254,1.076809606929499e-05,648000,-3.9652477261577067e-07,0.0,2.1972251172198187,-1673.2673011676802,90,0.00026651379331206547,0.0,-3.9652477261577067e-07,1.6607544428855665e-05,4.016912946743408e-05,0.0
3324.82,0.0,1.5913350164464842e-05,337,4.942138222213048e-09,0.00045493716394888467,7.122711771285754e-06,655200,-4.105167098691007e-07,0.0,2.1972251588648017,-1148.4741142224336,91,0.00021503189639021406,0.0,-4.105167098691007e-07,1.6385337207865963e-05,3.6829434021796675e-05,0.0
