episode_length,rollout_prob_std,explained_variance,policy_entropy,policy_loss,q_loss,P01:episode_rewards,policy_gradient_loss,grad_norm,PMM:episode_rewards,P09:episode_rewards,epoch_idx,avg_q_retraced,frames,model_prob_std,policy_gradient_bias_correction,avg_q_selected,fps,advantage_norm
3324.4583333333335,0.0004601832324018081,-25.671222178141274,2.1972077608108522,-5.033350795002889e-06,5.661223497099854e-07,0.0,-5.033350795002889e-06,0.0002445674996196868,0.0,0.0,12,0.00021836406473691266,86400,0.00046018322949142507,0.0,0.00020296618774106416,362,0.003567367404078444
3324.4583333333335,0.00042886258840250474,-68.61404273509979,2.197211233774821,8.900846268981393e-06,9.742433282629766e-07,0.0,8.900846268981393e-06,0.0003889806865092162,0.0,0.0,13,-0.0006179183158868303,93600,0.0004288626000440369,0.0,-0.0006130418022318433,370,0.002784092635071526
3324.4583333333335,0.0003451541565785495,-38.431266657511394,2.1972176869710287,4.248231565876873e-06,4.462281869640113e-07,0.0,4.248231565876873e-06,0.0002070173649679024,0.0,0.0,14,1.8186339002568274e-05,100800,0.00034515415997399637,0.0,9.7487112119173e-07,377,0.0025780097503835956
3324.4583333333335,0.0015499461689614691,-15.320213524500529,2.197118870417277,-7.555774421537838e-06,2.7429134656623925e-06,0.0,-7.555774421537838e-06,0.0007443328159013848,0.0,0.0,15,0.0002829146714551219,108000,0.0015499461839984482,0.0,0.0003341646669165736,383,0.011160074300520743
3324.4583333333335,0.0004938988669891842,-45.42082544962565,2.197201204299927,-5.685323924353725e-06,6.758387622577781e-07,0.0,-5.685323924353725e-06,0.00024319216371349205,0.0,0.0,16,0.00021877246545045636,115200,0.000493898885906674,0.0,0.00023715551651548594,389,0.0034260507381986827
3324.277777777778,0.0016231483181197996,-12.136399963053444,2.1971631986186617,-4.525538943676832e-06,1.5713113638637217e-06,0.0,-4.525538943676832e-06,0.0005021231099029704,0.0,0.0,17,0.00015824399260527426,122400,0.001138673500070812,0.0,0.00017046701813017409,391,0.009146960865755173
3324.277777777778,0.0022465035166900843,-13.968650656497035,2.19721284145716,-2.1570278981818576e-06,3.9373819296843573e-07,0.0,-2.1570278981818576e-06,0.00017850288252555646,0.0,0.0,18,9.326505777002837e-05,129600,0.0004732475413278273,0.0,9.300546383056957e-05,388,0.0037792529485016877
3324.277777777778,0.0019926485502681263,-18.98354585892624,2.1972164311673907,1.3825937794058921e-06,3.0761078469966814e-07,0.0,1.3825937794058921e-06,0.0001533586233091726,0.0,0.0,19,1.2502394015973731e-05,136800,0.00040796615129159075,0.0,8.838901181699537e-06,386,0.0031460474510187474
3324.277777777778,0.0025982966063153095,-12.757590791668209,2.1972160328096817,-2.033855359567071e-06,2.703351051627646e-07,0.0,-2.033855359567071e-06,0.00012696995378677154,0.0,0.0,20,0.00010790138189912838,144000,0.0004147440167613991,0.0,0.00010984792369382623,385,0.003267682425156679
3324.277777777778,0.0020503184292579497,-20.5287247079327,2.1972180905985454,-3.160326440870044e-06,2.126895687959018e-07,0.0,-3.160326440870044e-06,0.00010490640268580532,0.0,0.0,21,9.519113411162352e-05,151200,0.0003639638704710527,0.0,0.00010082795010094458,382,0.0029651186100545118
3324.277777777778,0.0024797987592831993,-13.715448498082539,2.197218628544656,-1.930401578226691e-06,1.9659574684533854e-07,0.0,-1.930401578226691e-06,0.00010053912726717628,0.0,0.0,22,9.728747501994995e-05,158400,0.0003557073713503726,0.0,9.613278119401657e-05,381,0.0029234564376730264
3324.2708333333335,0.002361754532334228,-27.13340596164345,2.197221294915865,-1.1641279138452073e-06,1.2016500288587213e-07,0.0,-1.1641279138452073e-06,7.492616721180939e-05,0.0,0.0,23,9.057997645425738e-05,165600,0.0002539895208261085,0.0,9.226332368100922e-05,378,0.002177754138459999
3324.2708333333335,0.00193816099657,-24.97211768557155,2.1972218126910072,-1.0185604655966864e-06,1.1584111462844354e-07,0.0,-1.0185604655966864e-06,7.111458110003927e-05,0.0,0.0,24,4.554919004794289e-05,172800,0.00023417935075991004,0.0,4.6953328299798794e-05,376,0.0020028627235816592
3324.2708333333335,0.0018959026899735961,-80.56975984552177,2.197222570016041,-1.288736329717314e-06,8.274237809826539e-08,0.0,-1.288736329717314e-06,6.062389002439966e-05,0.0,0.0,25,5.904775129266367e-05,180000,0.00020053677793409783,0.0,5.73141464111923e-05,374,0.001762951310814989
3324.2708333333335,0.002170257002953546,-15.894348101109024,2.197221543177382,-2.082249565244512e-06,1.0333609594453844e-07,0.0,-2.082249565244512e-06,6.361988117538604e-05,0.0,0.0,26,7.795987740209117e-05,187200,0.0002597966095210413,0.0,7.619383108976757e-05,373,0.002115645003172926
3324.2708333333335,0.0014213120227839647,-227.82320622061297,2.1972231055378284,-1.1482429751595791e-06,6.032103817238781e-08,0.0,-1.1482429751595791e-06,4.133032632710065e-05,0.0,0.0,27,7.651500097415046e-05,194400,0.00017353756697809607,0.0,7.471427516840644e-05,372,0.0014269795261231003
3324.25,0.0015663635527671288,-62.35036906136407,2.197222432957756,-1.776116553611947e-06,7.456130769063169e-08,0.0,-1.776116553611947e-06,5.145357742300886e-05,0.0,0.0,28,7.959070906349913e-05,201600,0.00021280940992984674,0.0,8.319177422219495e-05,371,0.0018043195482176895
3324.25,0.0018723897027627583,-83.66411838282984,2.1972236809938672,-1.9050129378875038e-06,4.168348731470523e-08,0.0,-1.9050129378875038e-06,3.7044034298798203e-05,0.0,0.0,29,7.027558939751148e-05,208800,0.00013840733052861485,0.0,7.110664247641931e-05,371,0.0012171854578220862
3324.25,0.0016860949692262593,-148.02531112079268,2.197223457583674,-1.5343044737832133e-06,4.8889312899681996e-08,0.0,-1.5343044737832133e-06,4.037777049223548e-05,0.0,0.0,30,4.632330090232615e-05,216000,0.00015423860764611974,0.0,4.7805688949143524e-05,370,0.0013307293696514669
3324.25,0.00166134656701332,-232.61679623796823,2.1972233653541595,-1.059380153993373e-06,4.783904639380428e-08,0.0,-1.059380153993373e-06,3.917206097886254e-05,0.0,0.0,31,6.379807824270671e-05,223200,0.00016331374257880446,0.0,6.284595399551658e-05,369,0.0013812541727362432
3324.25,0.0015454815228867881,-715.4672577395011,2.1972233400426844,-1.082915119675074e-06,4.552369684939299e-08,0.0,-1.082915119675074e-06,3.709534733689335e-05,0.0,0.0,32,6.366770151007033e-05,230400,0.00016301749761306195,0.0,6.392218067173932e-05,369,0.0013922961455966442
3324.25,0.0014151240996540652,-319.3472653667006,2.1972234636229815,-1.3336137571214568e-06,4.69344200826955e-08,0.0,-1.3336137571214568e-06,3.798927773778493e-05,0.0,0.0,33,5.824655297370583e-05,237600,0.0001623105457082645,0.0,5.981132684922088e-05,366,0.0014149977990914931
3324.3611111111113,0.0016923110264026528,-396.906224381665,2.19722371154992,-1.977464643995251e-06,3.4691760316985425e-08,0.0,-1.977464643995251e-06,3.0008963240923007e-05,0.0,0.0,34,5.90834860860596e-05,244800,0.00013715975664639236,0.0,5.978427412928218e-05,366,0.0011553346011088353
3324.3611111111113,0.001293860087078768,-177.19730301103894,2.1972239902473634,-1.5913657753958382e-06,3.3765802320641565e-08,0.0,-1.5913657753958382e-06,3.7227113679028337e-05,0.0,0.0,35,3.860240871124424e-05,252000,0.0001285861641737202,0.0,4.068158689551278e-05,366,0.0011915514693471717
3324.3611111111113,0.001330844224593283,-825.76654484518,2.1972242183060877,-2.156610709346656e-07,2.7061219122955415e-08,0.0,-2.156610709346656e-07,2.8063673939472617e-05,0.0,0.0,36,4.006034944027386e-05,259200,0.00011172520407359433,0.0,4.06316873657683e-05,366,0.0009831283310400283
3324.3611111111113,0.0012301861166946683,-107.62749334250175,2.197223557154968,-1.3887025381411047e-06,4.163624296131255e-08,0.0,-1.3887025381411047e-06,3.377528537184104e-05,0.0,0.0,37,5.318683082026851e-05,266400,0.00015807397912679348,0.0,5.400477892726966e-05,364,0.0014049505091335924
3324.3611111111113,0.0011797391045196089,-1145.5817201060972,2.1972242254081857,-1.0447479540986133e-06,2.6418225261690383e-08,0.0,-1.0447479540986133e-06,2.4018719355780902e-05,0.0,0.0,38,4.962513822267293e-05,273600,0.00011635259979935272,0.0,5.094953725761139e-05,363,0.0009983625991930162
3324.4166666666665,0.0012623239831720406,-84.70453139146169,2.197223870312726,-1.1545817111923849e-06,3.250014743697942e-08,0.0,-1.1545817111923849e-06,3.0023925550652467e-05,0.0,0.0,39,4.737893232359248e-05,280800,0.00013801449672781827,0.0,4.8251754190853306e-05,362,0.0012326955156731858
3324.4166666666665,0.0012729651471754333,-809.317796627302,2.197224461701181,-1.0034172030162108e-06,2.0092803283514875e-08,0.0,-1.0034172030162108e-06,2.1189131935076186e-05,0.0,0.0,40,4.380349734979352e-05,288000,0.00010002339399801396,0.0,4.5847372749225505e-05,362,0.0008726566607270392
3324.4166666666665,0.00143806458349462,-50.57664390903301,2.1972242889297076,-4.111857200130395e-07,2.9053705260834964e-08,0.0,-4.111857200130395e-07,3.080975742346115e-05,0.0,0.0,41,2.4548727452099985e-05,295200,0.00011792372076347683,0.0,2.4920458791728097e-05,362,0.00108485389169271
3324.4166666666665,0.0014435294313857676,-79.49734415872702,2.1972243603133648,-1.3694442952658462e-06,2.2004080380059086e-08,0.0,-1.3694442952658462e-06,2.323723886580111e-05,0.0,0.0,42,4.09971265768642e-05,302400,0.00010811783716949971,0.0,4.230320182460388e-05,361,0.001017810583946778
3324.4166666666665,0.0014090815743046704,-422.1611813471053,2.1972242006990643,-9.620795544762473e-07,2.4063168385368792e-08,0.0,-9.620795544762473e-07,2.371196036705984e-05,0.0,0.0,43,3.9696410588965924e-05,309600,0.00011841113884925082,0.0,4.071797106024423e-05,360,0.0010592576763713468
3324.4166666666665,0.0011168121798718607,-299.935769194762,2.197224177563632,-1.06795531474783e-06,2.3775742941496958e-08,0.0,-1.06795531474783e-06,2.385433784419828e-05,0.0,0.0,44,3.818634633733853e-05,316800,0.00011723556706063696,0.0,3.9669882449507654e-05,359,0.0010412948076067448
3324.4270833333335,0.001169757652126514,-515.6547007683913,2.1972242708906293,-1.3211571717564747e-06,2.4955986312236915e-08,0.0,-1.3211571717564747e-06,2.3679861018365487e-05,0.0,0.0,45,3.5359734848960157e-05,324000,0.00010927044707332675,0.0,3.442217017862958e-05,359,0.0009773934989541321
3324.4270833333335,0.0011403111155814873,-728.3506495984524,2.197224606855836,-5.822800139192949e-07,2.067596296303961e-08,0.0,-5.822800139192949e-07,2.4895509225069285e-05,0.0,0.0,46,2.3741201200483908e-05,331200,9.603709985841817e-05,0.0,2.3995322690891972e-05,358,0.0009489937617518405
3324.4270833333335,0.0013949896508536166,-635.5307977346768,2.197224714756012,-6.474558235150574e-07,1.4463624570686227e-08,0.0,-6.474558235150574e-07,1.786549910224842e-05,0.0,0.0,47,2.3267463005371577e-05,338400,8.836422310710511e-05,0.0,2.610842212258866e-05,358,0.0007686459402492843
3324.4270833333335,0.001047400197795359,-208.15335268916903,2.1972242123992354,-5.897390798781788e-07,2.3776274230303635e-08,0.0,-5.897390798781788e-07,2.2995271123704057e-05,0.0,0.0,48,3.023412660021913e-05,345600,0.00011483796296669492,0.0,2.7299907524659755e-05,358,0.001016717712767685
3324.4270833333335,0.0009317565414988103,-1577.6358289421887,2.197224707839408,-5.93068593180993e-07,1.5153365628717578e-08,0.0,-5.93068593180993e-07,1.7981828493310414e-05,0.0,0.0,49,2.804341587704137e-05,352800,8.362649236070783e-05,0.0,2.8934252902170056e-05,358,0.0007665372493056981
3324.47,0.001317930896407089,-45.60034392604753,2.197224390582433,-7.879638308068185e-07,1.8361335048561897e-08,0.0,-7.879638308068185e-07,1.8797494640946973e-05,0.0,0.0,50,2.614620633912925e-05,360000,0.00010478069471431924,0.0,2.772285864282475e-05,357,0.0008987149171598648
3324.47,0.001127317549839395,-1655.1183817663455,2.197224831770337,-6.51447509924968e-07,1.1106520709593312e-08,0.0,-6.51447509924968e-07,1.593393918795404e-05,0.0,0.0,51,2.0465191520243605e-05,367200,7.268912986481674e-05,0.0,2.1308938641536333e-05,357,0.0006994106073314051
3324.47,0.0009505571851609559,-191.3279305910846,2.1972247118939,-4.0473513765635355e-07,2.171741126101712e-08,0.0,-4.0473513765635355e-07,2.231783895661786e-05,0.0,0.0,52,7.222324744304297e-06,374400,9.084869039274134e-05,0.0,6.887102137808715e-06,357,0.0008707722818861454
3324.47,0.0008944075750584737,-920.6494689135599,2.1972247786232924,-2.919481569486076e-07,1.1776175246291482e-08,0.0,-2.919481569486076e-07,1.5066078331688439e-05,0.0,0.0,53,1.9431715750071974e-05,381600,7.54192561285578e-05,0.0,2.1440002552373936e-05,357,0.000683995162278325
3324.47,0.001257847596893977,-603.7149278417087,2.1972245110595034,-4.860861345863422e-07,1.565861205473666e-08,0.0,-4.860861345863422e-07,1.6930314354722844e-05,0.0,0.0,54,1.707416372201658e-05,388800,9.610072261263172e-05,0.0,1.8160944297341705e-05,357,0.0008306989780136118
3324.47,0.0011707820305025868,-1061.1833243173078,2.197224681935613,-3.272060224175401e-07,1.257841048795632e-08,0.0,-3.272060224175401e-07,1.5246408666659828e-05,0.0,0.0,55,1.446846606165583e-05,396000,7.96140409146581e-05,0.0,1.4694770970640169e-05,356,0.0007538948785198529
3324.48,0.0009385888041103879,-776.0801919723314,2.1972246730611436,-8.636918858639223e-08,1.3914446517516535e-08,0.0,-8.636918858639223e-08,1.586291187376828e-05,0.0,0.0,56,1.312476053979504e-05,403200,8.343435316107158e-05,0.0,1.3993697831750524e-05,356,0.0007688976583761231
3324.48,0.0010031425176643303,-958.7195046595731,2.1972247801035167,2.946610433323961e-08,1.255403189892017e-08,0.0,2.946610433323961e-08,1.5479821715862165e-05,0.0,0.0,57,6.491045675583038e-06,410400,7.728831586577585e-05,0.0,6.79295713819584e-06,356,0.0007038767223079346
3324.48,0.0010853454558887206,-822.7643520064581,2.1972248638054683,1.878859304187901e-08,1.1596042583410304e-08,0.0,1.878859304187901e-08,1.5038564001017004e-05,0.0,0.0,58,4.788429066791882e-06,417600,7.485605691380485e-05,0.0,3.7843795215549686e-06,356,0.0006544572473449945
3324.48,0.0010168089908507854,-445.00326485863445,2.1972247850674176,-5.460663562256943e-07,1.180697727308345e-08,0.0,-5.460663562256943e-07,1.4560124967161916e-05,0.0,0.0,59,1.1996096985604882e-05,424800,7.870640507650342e-05,0.0,1.412013466206279e-05,355,0.0007533369661777149
3324.48,0.0008132792710907437,-1208.2193960581221,2.1972248702295243,1.2258535755706551e-08,8.96615360098645e-09,0.0,1.2258535755706551e-08,1.2150681442256519e-05,0.0,0.0,60,6.245582359703067e-06,432000,6.713759020036443e-05,0.0,5.960467469604636e-06,355,0.0006124329927834764
3324.65,0.0008713245860418456,-196.0235502938335,2.1972245475507917,-7.458388419578911e-07,1.4317219334895508e-08,0.0,-7.458388419578911e-07,1.710219003843699e-05,0.0,0.0,61,1.0444571524871098e-05,439200,9.402643061371742e-05,0.0,1.1681170148648787e-05,355,0.0008708539564224975
3324.65,0.0006660519593919747,-1686.585851859592,2.1972249678770703,-1.5149440193943918e-07,7.932674612014796e-09,0.0,-1.5149440193943918e-07,1.0140387577897615e-05,0.0,0.0,62,3.5993494094419652e-06,446400,5.666387360383129e-05,0.0,4.688942673727043e-06,355,0.0004992164087986335
3324.65,0.0011378434358128634,-229.06711614764873,2.1972249053111153,3.0169124837135864e-07,1.1195845369720359e-08,0.0,3.0169124837135864e-07,1.568192539994505e-05,0.0,0.0,63,-5.7486674698032856e-06,453600,7.458709642493571e-05,0.0,-4.429937692230221e-06,355,0.000696424522323967
3324.65,0.0008947047573508372,-1061.4455044966276,2.1972248648272616,-1.0723422484303233e-07,9.834947258258176e-09,0.0,-1.0723422484303233e-07,1.3806604370926483e-05,0.0,0.0,64,9.94363439967098e-07,460800,6.900622023585533e-05,0.0,1.89698975534706e-06,354,0.0006643524897564627
3324.65,0.0010110580503214083,-430.2099462014531,2.197224751322989,-1.6250468582102415e-07,1.2111119722601375e-08,0.0,-1.6250468582102415e-07,1.4041125322973788e-05,0.0,0.0,65,2.5506192196866364e-06,468000,8.006087179738743e-05,0.0,3.293011029813762e-06,355,0.0007554987425951294
3324.65,0.0009506370212646123,-780.6392942486681,2.197224924819811,-1.0175034042182927e-07,9.096276649604562e-09,0.0,-1.0175034042182927e-07,1.237718172905314e-05,0.0,0.0,66,1.8647333763713696e-06,475200,6.77696403548337e-05,0.0,7.750620905785888e-07,354,0.0006356924328546904
3324.55,0.0009666961460520087,-841.4876879224828,2.1972247643067093,-4.398169172450112e-08,1.09575777833535e-08,0.0,-4.398169172450112e-08,1.3229069140694392e-05,0.0,0.0,67,5.2752279320716895e-06,482400,7.463145086642716e-05,0.0,6.23405480382362e-06,354,0.0007083000251651073
3324.55,0.0009377512270573821,-1601.2178061001641,2.1972250816557146,-8.612759847790942e-08,7.610865660583055e-09,0.0,-8.612759847790942e-08,1.0990041392457046e-05,0.0,0.0,68,-1.4426252356800194e-06,489600,5.464224164328128e-05,0.0,-6.622714561175706e-07,354,0.0005303543114877129
3324.55,0.0007467164608667363,-594.3267424360912,2.197224996272849,4.112226128705089e-08,8.386069356355605e-09,0.0,4.112226128705089e-08,1.1100973888237028e-05,0.0,0.0,69,-6.433485759462776e-06,496800,6.175644436171168e-05,0.0,-6.66278016610681e-06,354,0.0005634847184750357
3324.55,0.000828378479643498,-640.3588222629872,2.1972247565076466,-8.008537861304264e-08,1.051113004223302e-08,0.0,-8.008537861304264e-08,1.3585267659069341e-05,0.0,0.0,70,6.468695431765371e-06,504000,7.874322217435834e-05,0.0,6.909247213167278e-06,353,0.000717825332798788
3324.55,0.0006916180397079477,-1630.1762986726926,2.197224968734872,-2.529185217459357e-07,7.528533937669831e-09,0.0,-2.529185217459357e-07,1.0698659500723678e-05,0.0,0.0,71,2.315764319502985e-06,511200,6.0236147500731136e-05,0.0,3.0632992854959727e-06,353,0.000565974252111975
3324.48,0.0009051037256127197,-195.72432096267502,2.1972247294868748,-1.834643676689227e-07,1.003479992424306e-08,0.0,-1.834643676689227e-07,1.288568650457392e-05,0.0,0.0,72,5.1909003110469795e-06,518400,7.87672346326049e-05,0.0,4.714563277981631e-06,353,0.0007252623013671237
3324.46,0.000713918670289837,-1533.1694970404092,2.1972250201178607,-2.2215489904069427e-07,6.418065595310477e-09,0.0,-2.2215489904069427e-07,9.324333595650035e-06,0.0,0.0,73,1.5888238736634695e-06,525600,5.5911451457435516e-05,0.0,2.47959545927196e-06,353,0.0005101410437147438
3324.46,0.0008638969084508503,-622.4175845001993,2.1972250864619296,1.7370762431325102e-07,6.850291690297843e-09,0.0,1.7370762431325102e-07,1.056325505268162e-05,0.0,0.0,74,-1.1084190437873449e-05,532800,5.2583154763234625e-05,0.0,-1.1369644846250064e-05,353,0.00048670402425480625
3324.46,0.0007687108139778204,-1380.8120320904382,2.1972250534239266,2.0466570287105598e-07,5.336198052066261e-09,0.0,2.0466570287105598e-07,8.756978902028614e-06,0.0,0.0,75,-2.2354898755605653e-07,540000,5.045845327884539e-05,0.0,-4.7561241324312e-07,353,0.00046188084247802865
3324.46,0.0010136445852928892,-183.1773694664271,2.1972247371345603,-1.8052381120487047e-07,1.0950487894852659e-08,0.0,-1.8052381120487047e-07,1.3088170873738387e-05,0.0,0.0,76,4.28135744603238e-06,547200,7.900307668468264e-05,0.0,5.539522831513135e-06,353,0.0007385477904185087
3324.46,0.0008532079734424863,-957.4650294762597,2.19722495116254,2.0144264962996886e-08,8.493999304963143e-09,0.0,2.0144264962996886e-08,1.0614140682127227e-05,0.0,0.0,77,3.662299101919748e-06,554400,6.370690541270311e-05,0.0,2.240350572163817e-06,353,0.0006143808374036015
3324.4,0.0007189306896728861,-800.8302135561383,2.1972248600210462,-2.834521601421727e-07,9.60182404930802e-09,0.0,-2.834521601421727e-07,1.1145584315924131e-05,0.0,0.0,78,2.89867959828995e-06,561600,6.881034361099194e-05,0.0,3.0852548358031377e-06,352,0.0006434283207824001
3324.4,0.0007829537781078284,-1215.22895993673,2.1972250070773733,-1.9642341330254675e-07,7.047813190579499e-09,0.0,-1.9642341330254675e-07,1.1194521582128548e-05,0.0,0.0,79,-4.826890844356058e-06,568800,5.6467481774069525e-05,0.0,-3.6413231151082155e-06,352,0.0005433561404538944
3324.4,0.0007797852548614229,-441.96828831110366,2.1972250633485735,2.3527770055872648e-07,6.216297219817492e-09,0.0,2.3527770055872648e-07,9.169866093646223e-06,0.0,0.0,80,-1.1009577988162613e-05,576000,5.539181355894475e-05,0.0,-1.1095570033032066e-05,352,0.0005027430671474402
3324.4,0.0008720217888144867,-756.8785058058255,2.197224898205863,1.8810134471630096e-07,8.657131855574838e-09,0.0,1.8810134471630096e-07,1.144802653469374e-05,0.0,0.0,81,2.0168614038978346e-06,583200,6.735162598632751e-05,0.0,1.2012791561951128e-06,352,0.0006307282734699237
3324.4,0.0010381710042053696,-1265.2768858819156,2.1972249851529564,-3.784992393993059e-07,6.9580059654614e-09,0.0,-3.784992393993059e-07,9.809533770131832e-06,0.0,0.0,82,1.729576235174053e-06,590400,5.734217429147658e-05,0.0,1.297960664610328e-06,352,0.0005373724972970729
3324.4,0.0006536863193777828,-304.327821727906,2.1972247829891383,-3.926594593211656e-07,1.057229389152369e-08,0.0,-3.926594593211656e-07,1.1286104050756596e-05,0.0,0.0,83,5.279476334867431e-06,597600,7.71406126202078e-05,0.0,6.2843299365217e-06,352,0.0007061404153165269
3324.21,0.0006360926323805131,-1629.3428533081217,2.1972250628809675,-8.683326490648616e-09,6.033857574655391e-09,0.0,-8.683326490648616e-09,8.399187638302032e-06,0.0,0.0,84,-9.075300584835297e-07,604800,5.003385920089667e-05,0.0,-1.6291334110183008e-07,352,0.00046625615684556016
3324.21,0.0006773154898102739,-453.5648702019674,2.197225112845658,1.5403050972811765e-07,6.297942828880718e-09,0.0,1.5403050972811765e-07,9.139378556135754e-06,0.0,0.0,85,-1.0866779788386907e-05,612000,5.488076573089321e-05,0.0,-1.1298409961636393e-05,351,0.0004884451721452226
3324.21,0.0004826578758909863,-1593.6766325396834,2.1972250879063178,5.362633957306636e-08,4.978507743330611e-09,0.0,5.362633957306636e-08,8.145455445348057e-06,0.0,0.0,86,-3.5486841417574626e-06,619200,4.9229700232327586e-05,0.0,-2.80386924052395e-06,351,0.0004450647419294969
3324.21,0.0004533927767352298,-131.83261670445324,2.1972249205591816,-8.295082584761801e-08,7.970644126783656e-09,0.0,-8.295082584761801e-08,1.0492035728919285e-05,0.0,0.0,87,-3.9289757466467535e-07,626400,6.751717925557766e-05,0.0,5.228455799931872e-07,351,0.0006339221409186777
3324.21,0.0003331130791184171,-1163.8067053725124,2.1972250434430878,1.555930188568961e-07,5.147904677966561e-09,0.0,1.555930188568961e-07,7.988371286736858e-06,0.0,0.0,88,-3.5077203553550044e-06,633600,5.266809573451034e-05,0.0,-3.2449257814119844e-06,351,0.0004954492006155368
3324.28,0.0003235163150776032,-802.3777926815596,2.1972249538242505,-8.326155898178559e-08,7.0816449151494244e-09,0.0,-8.326155898178559e-08,1.0295422046225317e-05,0.0,0.0,89,-2.4457431424325727e-06,640800,6.27696643341166e-05,0.0,-2.3688496396381744e-06,351,0.0006155718050771638
3324.28,0.00025256359325138663,-1603.574837578431,2.1972250691198165,5.8104077001596204e-08,4.7241102036865515e-09,0.0,5.8104077001596204e-08,8.486447756275538e-06,0.0,0.0,90,-8.130851050254132e-06,648000,4.6204410882213534e-05,0.0,-8.256852074090152e-06,350,0.0004495816006032966
3324.28,0.0002602507312854374,-569.2566918582291,2.197225133275229,3.242518597589204e-07,4.88782774942075e-09,0.0,3.242518597589204e-07,8.86593646479616e-06,0.0,0.0,91,-1.715269119984776e-05,655200,5.066449392970861e-05,0.0,-1.770551170027361e-05,351,0.0004622601132603319
3324.28,0.00025173943692696006,-995.8001957277046,2.1972250604282606,3.759156121185356e-08,5.39331578779369e-09,0.0,3.759156121185356e-08,8.686078282843222e-06,0.0,0.0,92,-3.440696546494649e-06,662400,5.531607578944735e-05,0.0,-2.404437220776845e-06,351,0.0005085169249141033
3324.28,0.00022246651282322458,-859.377515795007,2.197225082614435,1.779131139068083e-07,4.976090050120993e-09,0.0,1.779131139068083e-07,7.869201014857861e-06,0.0,0.0,93,-6.564524507914624e-06,669600,5.201062316050458e-05,0.0,-6.0585721170769846e-06,350,0.0004826338666934105
