PMM:episode_rewards,policy_loss,advantage_norm,value_loss,P01:episode_rewards,approx_kl_divergence,P09:episode_rewards,episode_length,fps,policy_entropy,frames,epoch_idx,grad_norm,explained_variance,clip_fraction
447.0,-0.00792621718319424,15.968719375133514,0.12364999759010971,225.0,0.002464647963416012,675.0,425.48,188,1.7154611140489577,296960,29,2.0368991824371343,0.8799064703285694,0.14912109375
447.0,-0.007222253033978632,15.968719291687012,0.16971007846295832,225.0,0.00233810881452456,677.5000000000002,422.53,188,1.7188129805028438,307200,30,2.3319267177621015,0.8274767704308033,0.134765625
454.75,-0.00854117991111707,15.968719309568405,0.1318075953517109,247.5,0.0018218756919170965,700.0,423.32,188,1.7091584987938404,317440,31,1.901649778562574,0.8521215293556452,0.1099853515625
459.0,-0.00881793616936193,15.968719100952148,0.12183074729982764,247.5,0.002146351709621112,700.0,422.7,188,1.7063040480017662,327680,32,2.1079235536492815,0.8809137865900993,0.131787109375
474.75,-0.009434958085694233,15.968719309568405,0.12395033817738295,225.0,0.0024379752592270333,725.0,422.67,189,1.7112442433834076,337920,33,1.7835997786406452,0.8629864133894444,0.1505126953125
463.0,-0.009522319889947539,15.968719190359115,0.1387885230127722,225.0,0.0021710338619644184,702.5000000000002,429.06,188,1.7131623864173888,348160,34,1.9237401560712588,0.8349933605641127,0.132177734375
447.5,-0.008748233442020137,15.968719190359115,0.1484637829242274,225.0,0.0020978355994660186,677.5000000000002,427.22,189,1.704935947060585,358400,35,2.0149272973832586,0.8433277163654566,0.129296875
467.5,-0.009354367297783028,15.968719393014908,0.11587062103208154,225.0,0.002185176928719854,702.5000000000002,434.58,189,1.6981076247990132,368640,36,1.7076171252187635,0.8823208853602409,0.1358154296875
451.75,-0.009608444920741022,15.968719291687012,0.11900984044186771,250.0,0.0020728821045625737,675.0,430.02,189,1.6987002983689308,378880,37,1.8377025629440165,0.8884715903550386,0.121337890625
457.0,-0.009093983881757594,15.968719267845154,0.13015753456857054,225.0,0.0024635550747692317,677.5000000000002,425.12,190,1.6945146061480045,389120,38,1.748635508194474,0.8646544061601162,0.1500244140625
483.5,-0.007686027971067233,15.968719232082368,0.16017239927314222,250.0,0.0023795541469101822,702.5000000000002,437.32,190,1.6894669853150845,399360,39,2.0088554601204156,0.8508740745484829,0.1418212890625
487.25,-0.010076789467711933,15.968719273805618,0.09447123582940549,250.0,0.00212860458418649,727.5000000000002,440.47,190,1.6906230561435223,409600,40,1.5583476823698885,0.9294126626104117,0.134033203125
489.0,-0.009533349350385833,15.96871919631958,0.1286453600274399,247.5,0.0018788932859027478,752.5000000000002,445.19,190,1.7011121436953545,419840,41,1.6880689021195263,0.8553495842963457,0.112841796875
473.5,-0.00989049458912632,15.968719309568405,0.1592958522727713,247.5,0.0021816671129730415,750.0,434.18,190,1.6938418328762055,430080,42,1.832132748240832,0.836452117934823,0.137158203125
489.5,-0.010391905621509068,15.968719297647477,0.13135391667019575,272.5,0.0023761062265523986,775.0,445.59,190,1.7006150484085083,440320,43,1.953021034985961,0.8656402122229337,0.1430908203125
477.75,-0.012216068502675625,15.96871936917305,0.12620853809639812,250.0,0.0027836654905289615,752.5000000000002,449.3,190,1.6908779725432397,450560,44,1.7498352309510548,0.861439149454236,0.16767578125
467.25,-0.010963755299599143,15.968719267845154,0.16211159196682273,250.0,0.0026072247925188773,750.0,441.02,190,1.6748786211013793,460800,45,1.9611756742998558,0.870997704192996,0.1620361328125
490.5,-0.011767638384480961,15.968719148635865,0.13410248709842562,275.0,0.0031220875370312406,750.0,455.95,190,1.678276900202036,471040,46,1.6830120235311594,0.8865018740296364,0.182080078125
490.75,-0.009545163782604504,15.968719136714935,0.20867657144553958,275.0,0.0022254060500475903,750.0,455.32,191,1.673403612524271,481280,47,2.194858181598968,0.8245226424187422,0.133642578125
490.25,-0.010293371973784816,15.968719375133514,0.13307878903578968,275.0,0.0028024559506551216,750.0,445.94,190,1.6745452880859375,491520,48,1.7617914961946277,0.8976884495466948,0.1720703125
507.5,-0.010456783872359664,15.968719315528869,0.14521370108705015,275.0,0.0025045487164110035,750.0,443.67,190,1.6785442516207696,501760,49,1.8397022574616706,0.8796329449862241,0.159716796875
529.5,-0.011345035165140871,15.96871926188469,0.10272959298454225,250.0,0.002525142800982731,727.5000000000002,439.16,190,1.6606556832790376,512000,50,1.8505301752847167,0.8908475365489721,0.1531494140625
548.5,-0.010379871363693383,15.968719345331191,0.13317320586647838,297.5,0.0023898734347997954,752.5000000000002,445.73,191,1.6641850769519806,522240,51,1.7713373153253869,0.8811039417982102,0.139208984375
572.5,-0.010816309254005318,15.968719446659088,0.14773709059227258,325.0,0.0023348286918010814,752.5000000000002,462.78,191,1.6796483136713505,532480,52,1.863002952239015,0.8774493400007486,0.1382080078125
542.5,-0.010545809349423507,15.96871908903122,0.21890892311930657,250.0,0.0024634600003313094,777.5000000000002,455.01,191,1.6728553973138331,542720,53,2.179756147099579,0.8287234626710415,0.14345703125
530.5,-0.011000605076696956,15.96871926188469,0.12251554445829242,272.5,0.0026656311745458434,800.0,460.22,191,1.6776025839149953,552960,54,1.793365629685739,0.9011237256228923,0.1655029296875
541.75,-0.01109750984433049,15.968719398975372,0.11905681435018778,272.5,0.0024803473823343234,800.0,461.75,191,1.6839564435184002,563200,55,1.7420314997994506,0.8981978036463261,0.1624755859375
537.0,-0.011552329714322695,15.968719279766082,0.1409234192688018,250.0,0.002622418001010702,800.0,453.96,191,1.6743955947458744,573440,56,1.7036373526443083,0.8580205574631691,0.166162109375
553.25,-0.011015352296817582,15.968719285726547,0.1335151453502476,300.0,0.0025400569969182252,800.0,451.7,191,1.666715183109045,583680,57,1.866064317040109,0.9026387263089418,0.1680419921875
580.0,-0.011066663836027146,15.968719333410263,0.11901331301778555,325.0,0.0029260893598124045,802.5000000000002,460.37,191,1.6828882992267609,593920,58,1.681553524096311,0.9023516800254583,0.1875732421875
604.5,-0.010051357032352826,15.968719387054444,0.23936341383960097,300.0,0.0021483778048381336,800.0,457.14,191,1.6856783360242844,604160,59,1.848867966896838,0.8667154479771852,0.140673828125
622.0,-0.012172146078955847,15.96871926188469,0.13667242133524268,325.0,0.002408292815244177,802.5000000000002,460.61,191,1.6727841570973396,614400,60,1.8319357782726324,0.9002959806472063,0.144677734375
632.5,-0.011450899761894107,15.968719333410263,0.11681802649982273,325.0,0.002541356469737739,825.0,464.81,191,1.6653005473315716,624640,61,1.7734579641157002,0.920190217718482,0.150439453125
623.75,-0.012393314405198908,15.968719226121902,0.15277906574774533,300.0,0.0025904817138783596,825.0,457.44,191,1.677634584158659,634880,62,1.8296093505872804,0.8880548354238271,0.1660888671875
576.25,-0.009710314305266365,15.968719220161438,0.23554741302505136,297.5,0.0023559103130540793,802.5000000000002,452.21,191,1.6780170015990734,645120,63,2.2487877101903786,0.8279402926564217,0.14443359375
537.5,-0.010404655748425284,15.968719226121902,0.14867442077957094,272.5,0.002302726583139113,777.5000000000002,445.9,191,1.675403544306755,655360,64,1.7598376532895372,0.8605595167726279,0.1478271484375
510.0,-0.010297571766204782,15.968719244003296,0.16380480374209583,250.0,0.0020022020579293443,750.0,443.85,191,1.6736256137490273,665600,65,1.8553807987793136,0.8834249533712863,0.1200439453125
500.75,-0.011495619359538977,15.968719309568405,0.14055933272466065,250.0,0.002539568401516946,750.0,446.81,191,1.6798199512064458,675840,66,1.7240069591776686,0.8892028711736202,0.1649658203125
518.75,-0.012758241625124355,15.968719297647477,0.0971451254794374,275.0,0.0025802563977553395,750.0,445.63,191,1.674900384247303,686080,67,1.6174368066119154,0.9150260653346777,0.1523193359375
562.5,-0.011983171950487304,15.968719410896302,0.0944881197763607,325.0,0.0026447141108978224,775.0,457.19,191,1.673204554617405,696320,68,1.6183622532026913,0.9287522524595261,0.158447265625
583.25,-0.01234286321196123,15.96871919631958,0.09860831154510379,325.0,0.0025302245625088296,777.5000000000002,458.21,191,1.6730161853134633,706560,69,1.510614869319621,0.9301882561296224,0.1569091796875
591.5,-0.011829540530743542,15.968719220161438,0.09720443338155746,325.0,0.002331263687415608,777.5000000000002,466.14,191,1.6798301927745343,716800,70,1.617828306729125,0.9211688373237849,0.1417236328125
600.75,-0.011187123894342222,15.968719309568405,0.1521199175855145,325.0,0.0025524103127739497,777.5000000000002,471.97,191,1.6888408996164799,727040,71,1.8071264269483158,0.8870839342474938,0.1632568359375
575.75,-0.011396204760239925,15.968719351291657,0.17314595472998917,322.5,0.002214477475286334,775.0,463.98,191,1.6911139778792859,737280,72,1.8759473041411556,0.8817513685673475,0.148974609375
551.0,-0.01194510414134129,15.968719232082368,0.16897381024900823,297.5,0.002418715845056215,775.0,460.32,191,1.6839145109057427,747520,73,1.723194579755201,0.8808455627411604,0.144384765625
549.5,-0.012628429329924983,15.968719357252121,0.10550211064983159,297.5,0.0026048548022461955,752.5000000000002,456.61,191,1.6911080338060855,757760,74,1.7033366879534335,0.9256060760468244,0.1635986328125
544.5,-0.012745058056316339,15.968719255924224,0.1060357864247635,275.0,0.002557216633102013,775.0,457.39,191,1.6789748892188072,768000,75,1.465066878442366,0.9197233136743307,0.1531494140625
559.5,-0.014317848948121537,15.968719279766082,0.08662273944355547,300.0,0.0029369100097259857,775.0,464.78,191,1.6498056106269359,778240,76,1.593811445536339,0.9411309272050857,0.1787353515625
566.0,-0.012523646683257538,15.968719333410263,0.09959655308630318,300.0,0.0025988937927880987,750.0,466.28,191,1.6712903380393982,788480,77,1.661985311269839,0.9317145887762308,0.1566650390625
597.0,-0.012774989486933919,15.968719363212585,0.09704883224330843,347.5,0.002772056659273766,775.0,482.57,191,1.6644173547625543,798720,78,1.7352620469926727,0.9460655476897954,0.1735107421875
598.0,-0.01092451879521832,15.96871926188469,0.14234188823029398,375.0,0.0026399737260821045,775.0,486.17,191,1.6695642679929734,808960,79,1.6825441533015517,0.9145337894558907,0.157958984375
641.0,-0.010147555906223715,15.968719184398651,0.34001730508171024,372.5,0.0020104877372208846,775.0,488.8,191,1.6710524328052998,819200,80,1.870074032587117,0.7931460931897163,0.1204833984375
642.5,-0.011802977409388404,15.968719214200974,0.14351940292399376,347.5,0.0024647270032349816,800.0,488.24,191,1.676109441369772,829440,81,1.647055720528996,0.885041257366538,0.1572021484375
619.75,-0.012504431291017682,15.968719160556793,0.11345917803701014,325.0,0.002676511752884276,800.0,479.82,191,1.6675160847604276,839680,82,1.4982708671599005,0.9233790256083012,0.1636474609375
602.75,-0.012609524054278154,15.968719297647477,0.11436568822246045,322.5,0.0028710436953819215,775.0,468.98,191,1.6632053717970847,849920,83,1.521221452795102,0.9145738061517477,0.175732421875
597.75,-0.011896074678224977,15.968719482421875,0.12232994087971746,325.0,0.002189975866713532,775.0,471.04,191,1.6752265214920044,860160,84,1.6588541464297162,0.9203069891780615,0.1365478515625
545.5,-0.012045627561747096,15.96871936917305,0.13389546864200383,347.5,0.0023498699688392225,775.0,465.01,191,1.6657805614173413,870400,85,1.6872324928673657,0.901487049460411,0.1541748046875
568.5,-0.012134707385121147,15.968719154596329,0.13482323014177383,325.0,0.0022595304015343327,775.0,466.77,191,1.6757570654153824,880640,86,1.6290739487122106,0.906490920484066,0.144140625
580.0,-0.011017397157411324,15.968719434738158,0.10988344938959926,350.0,0.00198536404558386,775.0,464.67,191,1.681002039462328,890880,87,1.6148431550815388,0.9321741119027138,0.12685546875
578.25,-0.010862935482509783,15.96871919631958,0.1875776370521635,325.0,0.0019092939202667776,800.0,467.1,191,1.6882894210517407,901120,88,1.9666419161362907,0.895321961119771,0.1219970703125
600.0,-0.012747632956143206,15.968719327449799,0.1189646224025637,347.5,0.0024278048120325952,800.0,469.25,191,1.6673971198499202,911360,89,1.7365616676914968,0.9269438534975052,0.1489013671875
596.0,-0.012086998416270945,15.968719297647477,0.12637569049838931,350.0,0.0022265176971362696,800.0,474.82,191,1.6709667563438415,921600,90,1.799762870149263,0.9257396589964628,0.135205078125
571.25,-0.012642866367241368,15.968719279766082,0.13908452372997998,322.5,0.002613139155664977,800.0,475.84,191,1.6707275457680226,931840,91,1.7062872393284667,0.9180812787264585,0.154931640625
572.0,-0.01264375162354554,15.96871920824051,0.10531643417198211,297.5,0.002624834040603083,775.0,473.26,191,1.6747639805078507,942080,92,1.6935653492844704,0.9230173379182816,0.1445068359375
600.0,-0.01242829447364784,15.968719339370727,0.1070444631157443,347.5,0.002580925253892367,800.0,480.95,191,1.6768280737102033,952320,93,1.6500382432870868,0.9428040023893118,0.167626953125
597.25,-0.014262611564117834,15.968719321489335,0.08552459109341726,372.5,0.0029118102927445013,775.0,480.9,191,1.6746293522417546,962560,94,1.6254271634193231,0.9356269188225269,0.170849609375
600.0,-0.011722929425013717,15.968719065189362,0.17839982251171022,300.0,0.0022948988198553512,800.0,479.56,191,1.6856902666389941,972800,95,1.7608854873660948,0.8757149960845709,0.14111328125
621.0,-0.012308814158677706,15.968719375133514,0.17055058693513275,300.0,0.002190368368360738,827.5000000000002,488.71,191,1.6895768269896507,983040,96,1.7117076378930556,0.8721902057528496,0.128759765625
612.5,-0.013206432642618893,15.968719291687012,0.1450034550158307,325.0,0.0023133757534654982,805.0000000000005,494.67,191,1.68788658156991,993280,97,1.7518386269511403,0.9094232659786939,0.1464111328125
609.75,-0.013446117652347312,15.968719232082368,0.11280592370312661,322.5,0.0023527401229333942,827.5000000000002,495.66,191,1.6809409767389298,1003520,98,1.5981121133730622,0.9245752550661563,0.1368408203125
630.5,-0.011421247725957073,15.968719160556793,0.1537147912196815,300.0,0.002303837997329,875.0,505.45,191,1.6758467145264149,1013760,99,1.8277895355312546,0.9028885036706924,0.14951171875
641.0,-0.013256415351497708,15.968719220161438,0.11450595487840473,347.5,0.002534192084192847,850.0,514.17,191,1.670458371937275,1024000,100,1.5873534705689027,0.9308649428188801,0.1491455078125
679.5,-0.011184714062983403,15.968719273805618,0.411867139628157,350.0,0.0021852762757138275,855.0000000000005,525.36,192,1.6812443621456623,1034240,101,1.9920892858082297,0.7938283544033766,0.1298828125
708.75,-0.0141256127080851,15.968719321489335,0.1369194835657254,350.0,0.003042901671824814,852.5000000000002,524.06,191,1.6738966189324855,1044480,102,1.577840004371959,0.8857966545969248,0.164404296875
714.5,-0.011691014628013363,15.968719166517257,0.13690499775111675,350.0,0.0026339176336026933,852.5000000000002,522.4,192,1.6617801874876021,1054720,103,1.8515803279264005,0.9204724099487066,0.162158203125
810.5,-0.010232887247548205,15.968719202280045,0.6181177056627348,350.0,0.002649792677539504,892.5000000000015,527.59,192,1.67415686622262,1064960,104,2.0376486361578903,0.7682782500982285,0.1543701171875
847.5,-0.0118319655815867,15.96871926188469,0.298377064592205,350.0,0.0027669119933083452,1027.5000000000002,522.94,191,1.6668578155338765,1075200,105,1.9642889403183452,0.8933282561600209,0.1716064453125
777.0,-0.011631549238518345,15.968719291687012,0.20032318034209312,397.5,0.0027140588886258553,852.5000000000002,510.12,191,1.6705012984573842,1085440,106,1.8531284237497991,0.8771671403199435,0.1583740234375
836.25,-0.012094259741570568,15.968719184398651,0.26385995508171617,422.5,0.0023745383492272663,875.0,515.0,191,1.6527277320623397,1095680,107,1.8223968430559367,0.8685603536665439,0.153662109375
928.25,-0.01136541680607479,15.968719357252121,0.4687249175505713,445.0,0.0023891457315589047,1080.0000000000005,523.53,191,1.6681435465812684,1105920,108,2.001372305561357,0.8174826871603728,0.1439453125
891.75,-0.011383793015193077,15.968719214200974,0.6623542463872581,422.5,0.0023431612328525995,1030.0000000000005,519.02,191,1.67746866568923,1116160,109,1.964297173615987,0.7252943102270365,0.150732421875
1008.5,-0.009422411835112143,15.968719285726547,0.8915217079222202,400.0,0.0022775854477803405,1300.0,532.33,191,1.6809762097895145,1126400,110,2.216470383797176,0.6996993586421013,0.1297607421875
1082.0,-0.010952528013876871,15.968719351291657,0.3557647018460557,400.0,0.002290566052284164,3770.000000000002,532.25,191,1.6741582341492176,1136640,111,2.00372366017362,0.8561515234410763,0.1553466796875
1118.5,-0.011763231483200798,15.968719172477723,0.4562920129392296,400.0,0.002171636092771584,3950.0,539.94,191,1.6658562652766704,1146880,112,1.9614153485454349,0.8888296496123076,0.1380859375
1070.75,-0.010859074077598053,15.968719267845154,0.34441137141548095,397.5,0.002054213866427188,3950.0,546.31,191,1.687382685393095,1157120,113,1.8532051241838812,0.872951452806592,0.1419189453125
1016.75,-0.012680623501364608,15.968719238042832,0.34709520495962354,400.0,0.002256580436221929,1562.5000000000223,543.17,191,1.6827186681330204,1167360,114,1.7933280054916065,0.8281963665038348,0.1301025390625
984.75,-0.010806783832140354,15.968719297647477,0.7097046109149232,400.0,0.0020456357408196726,1315.0000000000248,541.01,191,1.6696728341281415,1177600,115,2.2039292858867516,0.736727911233902,0.133251953125
945.25,-0.012596199931067531,15.968719375133514,0.31639825215097517,400.0,0.0022969583009402003,867.5000000000015,542.63,191,1.6810071237385273,1187840,116,1.913326345352577,0.8692312344908715,0.1423583984375
853.75,-0.012341404346079799,15.96871936917305,0.3340642646420747,400.0,0.0026771007716210084,827.5000000000002,541.77,191,1.6693568743765355,1198080,117,1.9294959719715685,0.8632764887064696,0.1552001953125
919.5,-0.010212173012405401,15.968719387054444,0.5440561832627282,397.5,0.0021233902278940168,1055.0000000000025,547.26,191,1.6698569729924202,1208320,118,2.0513380598523034,0.8049148410558701,0.14287109375
1021.75,-0.010926284881134053,15.968719315528869,0.9545363223645836,375.0,0.0023512394230696364,3930.0,560.56,191,1.6548210196197033,1218560,119,2.4645209557840966,0.8083608146756888,0.15830078125
1136.0,-0.010278094697423513,15.968719112873078,1.1983853010693566,375.0,0.0023926935061130577,4102.5,570.44,191,1.6651053965091704,1228800,120,2.816049415567236,0.7214270364493132,0.156787109375
1219.75,-0.01046153537245118,15.968719226121902,0.6465916770044714,375.0,0.0022105160669074406,4125.0,582.1,191,1.6657756440341474,1239040,121,2.437820008397764,0.7754633437842131,0.146484375
1228.0,-0.011270328135651653,15.96871920824051,0.2466027872869745,372.5,0.0021240605994652237,4125.0,587.31,191,1.6790701501071452,1249280,122,1.9628973622570367,0.8826112642884254,0.1320068359375
1241.25,-0.011221936144647771,15.96871930360794,0.47976209654007107,375.0,0.0018485759962689938,4125.0,582.93,191,1.670676378160715,1259520,123,2.257310197455319,0.8292451649904251,0.11845703125
1252.25,-0.010797264744905988,15.968719059228897,0.6307017007027753,400.0,0.002537274660381076,4027.5000000000005,576.8,191,1.666551587730646,1269760,124,2.229798806044644,0.8473728820681572,0.1284912109375
1124.5,-0.012928454704524483,15.968719279766082,0.35243671981152147,400.0,0.0025917619339683555,4002.5,568.93,191,1.6517397351562977,1280000,125,2.10490053520863,0.8992195319384336,0.1702880859375
1102.25,-0.010206148990255315,15.968719160556793,1.2420189978554845,400.0,0.0022450140969571108,3932.5000000000005,566.18,191,1.6482831731438636,1290240,126,2.7520278697318767,0.7533465757966041,0.138720703125
1164.0,-0.010833292789902771,15.96871920824051,0.6463237484451383,445.0,0.0029846061338961298,4002.5,578.38,190,1.663048441708088,1300480,127,2.1984769006771407,0.8105237755924464,0.1300048828125
1269.5,-0.011671963989283541,15.968719154596329,0.5647878000512719,450.0,0.002011562516617335,4075.0,586.07,191,1.6761402755975723,1310720,128,2.279073351000531,0.8420458663254976,0.1280029296875
1324.5,-0.012743962796230334,15.96871930360794,0.5762749081710353,472.5,0.0023574805846127158,4125.0,592.94,191,1.6674358621239662,1320960,129,2.0507527870815485,0.8528817135840654,0.1480224609375
1306.75,-0.011173320503439754,15.96871913075447,0.5074574678903445,450.0,0.002164404403879717,4102.5,589.03,190,1.6797518625855445,1331200,130,2.234994737884775,0.8642311714589596,0.1294921875
1319.25,-0.011396163889185119,15.96871920824051,0.36671192187350243,450.0,0.002516268692557191,4125.0,598.0,190,1.6796648718416691,1341440,131,1.8639452176264986,0.8545263890177012,0.14521484375
1190.75,-0.010855776777316351,15.968719339370727,0.648944555176422,422.5,0.0021068904743745858,4075.0,583.52,190,1.6802130319178104,1351680,132,2.1410557820371716,0.7786580231040716,0.1175537109375
1136.0,-0.0122871440165909,15.968719398975372,0.46242959471419454,400.0,0.0025886511554975926,4075.0,573.98,190,1.665678821504116,1361920,133,2.1751461331741075,0.8748885117471218,0.1510498046875
1137.25,-0.012094495837664,15.968719190359115,0.6507990449899808,422.5,0.002863594983296364,3950.0,577.36,190,1.6536906585097313,1372160,134,2.3935788416847132,0.8617923807352781,0.1841064453125
1114.25,-0.011546839202856063,15.968719232082368,0.7602063104859553,400.0,0.00222874550232778,3950.0,567.09,190,1.662356448918581,1382400,135,2.2315270468184183,0.8158159669488668,0.1372314453125
1272.5,-0.009082359336207445,15.96871919631958,0.9345385153777898,400.0,0.0024322141420273827,4007.5000000000005,574.86,190,1.6684577532112599,1392640,136,2.8756756970717965,0.7650506790727377,0.1307861328125
1240.75,-0.011581705753633287,15.968719202280045,0.5810576366027818,422.5,0.0020301660830003843,3977.5,568.0,190,1.6601306661963462,1402880,137,2.5292348603987755,0.8491446621716022,0.1233154296875
1354.25,-0.010703189649939304,15.968719279766082,0.7746388881234452,425.0,0.0019609193565433268,4125.0,580.67,190,1.6574467241764068,1413120,138,3.097568682714514,0.8155100449919701,0.1240234375
1347.75,-0.012511493308193167,15.968719273805618,0.5265332040842623,425.0,0.0023490841828564617,4125.0,583.87,190,1.6692511722445489,1423360,139,2.2529858063541566,0.8653224743902683,0.146240234375
1347.5,-0.01205473420486669,15.968719244003296,0.7036738688126206,472.5,0.0024503605705152587,4127.5,582.01,190,1.6671728901565075,1433600,140,2.305296008945204,0.832418167218566,0.1647705078125
1144.25,-0.011138941391982371,15.968719512224197,0.5347275030100718,447.5,0.002177502461757138,3982.5000000000005,573.67,190,1.6609637133777142,1443840,141,2.3339862201871044,0.8558221194893122,0.1317626953125
1301.0,-0.010547814722303882,15.968719172477723,0.9875473950058222,475.0,0.0021206777493037654,4057.5000000000005,591.11,190,1.6680857077240945,1454080,142,2.9773724084295,0.7956691645085812,0.1287353515625
1252.5,-0.012973057713679736,15.968719387054444,0.4033886701799929,475.0,0.0021368335690570804,4005.0000000000005,589.38,190,1.6816981188952922,1464320,143,2.119706004461615,0.8593437455594539,0.1444580078125
