explained_variance,fps,frames,avg_q_retraced,advantage_norm,P09:episode_rewards,episode_length,policy_gradient_loss,epoch_idx,model_prob_std,policy_loss,P01:episode_rewards,policy_gradient_bias_correction,policy_entropy,PMM:episode_rewards,q_loss,grad_norm,rollout_prob_std,avg_q_selected
-96.66657931009928,328,7200,0.00023095125410084924,0.027337558940052985,0.0,0,2.693857971204731e-05,1,0.01349499374628067,2.693857971204731e-05,0.0,0.0,2.1720362265904742,0.0,0.000383196392855704,0.08967346863173725,0.013494993490166963,0.0002923322533509539
-89.20136709213257,206,14400,-0.0013925876235589385,0.016287501063197853,0.0,0,6.915761972171215e-05,2,0.004776016785763204,6.915761972171215e-05,0.0,0.0,2.1954530398050944,0.0,7.220720951105856e-05,0.017807178566438684,0.004776016770241161,-0.0012366407667286695
-20.34542967478434,238,21600,-0.0023508596888859755,0.017696602238963046,0.0,0,6.69634365673725e-05,3,0.0030223979769895474,6.69634365673725e-05,0.0,0.0,2.1967917044957477,0.0,1.2180073842197695e-05,0.0028290898994707734,0.0030223980468387407,-0.002415191902158161
-16.282542165120443,264,28800,-0.00026128995705221314,0.027350905165076256,0.0,0,-5.004596391700033e-06,4,0.0043657288886606695,-5.004596391700033e-06,0.0,0.0,2.196393338839213,0.0,2.1700722451593418e-05,0.0035458804840109537,0.004365728826572498,-0.00018725354357229662
-28.744084246953328,288,36000,-0.0010652353038267393,0.013522645505145193,0.0,0,2.926369734268519e-05,5,0.002094054400610427,2.926369734268519e-05,0.0,0.0,2.196967037518819,0.0,7.44560137870091e-06,0.0014627270769043473,0.0020940543773273626,-0.0010918403266908664
-19.88011382420858,310,43200,-0.0005697037561427957,0.018743822071701288,0.0,3323.9166666666665,1.2777218974709589e-05,6,0.002684780703081439,1.2777218974709589e-05,0.0,0.0,2.196872591972351,0.0,9.782089333990977e-06,0.0017321825426778793,0.002684780687559396,-0.0005717380036230679
-38.67369715372721,328,50400,-0.0009154707523218046,0.006947393707620601,0.0,3323.9166666666665,1.6255566284447315e-05,7,0.0012561801743383209,1.6255566284447315e-05,0.0,0.0,2.1971425771713258,0.0,3.071786466080084e-06,0.001141007568540082,0.0012561801607565333,-0.0009478204563492909
-50.69864106178284,343,57600,-0.0015183331464262058,0.007465946713152031,0.0,3323.9166666666665,4.030853057201966e-05,8,0.0011393891414627432,4.030853057201966e-05,0.0,0.0,2.197143030166626,0.0,3.471956688372302e-06,0.0012654912771793085,0.0011393891375822325,-0.0014893359262108182
-14.039205328623455,357,64800,-0.0003914366840035655,0.013869775366038084,0.0,3323.9166666666665,1.1385657986314375e-05,9,0.001934823364717886,1.1385657986314375e-05,0.0,0.0,2.197028716405233,0.0,5.199638367988276e-06,0.0010475436217388665,0.0019348233472555876,-0.0003955632921133656
-52.8565419514974,367,72000,-0.0003120846391766463,0.00887014064549779,0.0,3323.9166666666665,4.457055720763492e-06,10,0.0013444248907035217,4.457055720763492e-06,0.0,0.0,2.1971039215723676,0.0,3.24374471460942e-06,0.0007463574403458362,0.0013444248974944155,-0.00030095463547847126
-20.25281640688578,376,79200,6.698317204912503e-05,0.015864243273002405,0.0,3323.9166666666665,-6.910034189881269e-07,11,0.0020248398883268236,-6.910034189881269e-07,0.0,0.0,2.1970320463180544,0.0,5.170899006164594e-06,0.0010092262558426637,0.0020248399378033355,2.4281546150935657e-05
-28.932022539774575,384,86400,2.992017037589297e-05,0.0049892062709356345,0.0,3324.375,9.714643217269743e-07,12,0.000697146778111346,9.714643217269743e-07,0.0,0.0,2.1971951405207317,0.0,1.150869063811418e-06,0.000335787893687937,0.0006971467761710907,3.184684107206219e-05
-59.994568506876625,392,93600,-0.0005563384287900892,0.0029922069477227825,0.0,3324.375,8.474170778072221e-06,13,0.0005374525683388735,8.474170778072221e-06,0.0,0.0,2.1972092628479003,0.0,1.2131671761987188e-06,0.0004242916799610056,0.0005374525663986181,-0.0005593144193274687
-24.70643571217855,399,100800,-0.0001001215583831557,0.00537914390830944,0.0,3324.375,5.10925554901102e-06,14,0.000631277331073458,5.10925554901102e-06,0.0,0.0,2.19718922773997,0.0,1.200080263667284e-06,0.000508274256130128,0.0006312773262228196,-9.236189251472145e-05
-11.143329509099324,405,108000,7.495059016946471e-05,0.013961118754620354,0.0,3324.375,-1.7853918431380103e-06,15,0.0018114586302544922,-1.7853918431380103e-06,0.0,0.0,2.197081788380941,0.0,3.4117512503447264e-06,0.0008712859431996516,0.001811458597270151,9.271543397062487e-05
-40.922425238291424,412,115200,0.00021484540678405514,0.004589749775671711,0.0,3324.375,-4.3015449122663085e-06,16,0.0006353801698423922,-4.3015449122663085e-06,0.0,0.0,2.197192335128784,0.0,9.19619727094793e-07,0.00031730005132311293,0.0006353801543203493,0.0002283632435137406
